name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"9,680,140,000","3,056,892,000","2,707,539,000","2,267,962,000","1,647,747,000","1,493,536,000","1,125,920,000","289,809,000","2,252,817,000","3,185,136,000","3,314,382,000","3,223,243,000","3,176,911,000","3,052,862,000","3,029,302,000","2,858,695,000","2,822,237,000","2,597,248,000","2,826,740,000","2,641,737,000","2,708,179,000","2,460,820,000","2,515,115,000","2,269,502,000","2,209,686,000","2,191,873,000","2,280,816,000","2,385,135,000","2,332,244,000","2,385,546,000","2,485,007,000","2,581,033,000","2,630,398,000","2,513,213,000","2,463,037,000","2,481,265,000","2,352,148,000","2,294,511,000","2,254,978,000","2,323,765,000","2,287,590,000","2,296,889,000","2,233,587,000","1,805,985,000","1,504,954,000","1,466,441,000","1,557,705,000","1,537,695,000","1,457,392,000","1,452,416,000","1,533,223,000","1,655,210,000","1,498,795,000","1,624,512,000","1,785,531,000","1,895,719,000","1,883,633,000","1,928,716,000","1,897,070,000","1,936,416,000","1,929,435,000","1,528,265,000","1,901,975,000","2,019,185,000","1,878,533,000","1,753,633,000","1,808,243,000","1,715,956,000","1,204,135,000","1,062,747,000","1,036,396,000","1,072,525,000","1,066,436,000","973,583,000","989,645,000","985,344,000","1,021,930,000","957,626,000","1,011,308,000","1,041,221,000","1,021,140,000","896,281,000","992,889,000","1,051,676,000","1,069,507,000","1,358,047,000","1,090,674,000","627,171,000","442,872,000","420,900,000","400,300,000","319,100,000","251,400,000","215,000,000","193,700,000","185,400,000","179,800,000","212,600,000","208,400,000","209,100,000","197,500,000","206,600,000","198,400,000","190,500,000","209,300,000","150,900,000","212,400,000","182,800,000","175,700,000","158,500,000","212,700,000","192,200,000","178,900,000","43,400,000","4,700,000","4,700,000","4,900,000","11,000,000","12,900,000","12,000,000","14,200,000","22,200,000","42,400,000","42,700,000","39,700,000","27,000,000","43,600,000","55,200,000","50,600,000","44,900,000","43,100,000","53,300,000","50,400,000","52,000,000","52,000,000","52,000,000","52,000,000"
	OperatingRevenue,"9,454,057,000","3,048,574,000","2,622,968,000","2,192,829,000","1,589,686,000","1,395,287,000","1,093,603,000","273,612,000","2,154,631,000","3,079,043,000","3,206,481,000","3,112,105,000","3,065,156,000","2,941,890,000","2,922,622,000","2,754,135,000","2,718,957,000","2,584,819,000","2,798,502,000","2,609,270,000","2,690,448,000","2,460,210,000","2,479,699,000","2,213,359,000","2,164,746,000","2,163,613,000","2,239,314,000","2,340,111,000","2,293,033,000","2,371,955,000","2,447,048,000","2,540,585,000","2,597,603,000","2,500,906,000","2,438,298,000","2,448,863,000","2,321,113,000","1,644,293,000","2,438,253,000","2,506,686,000","2,287,590,000","2,980,312,000","2,233,587,000","1,805,985,000","1,653,738,000","2,099,969,000","1,557,705,000","1,537,695,000","1,615,489,000","956,411,000","1,705,421,000","1,655,210,000","1,661,547,000","1,624,512,000","1,785,531,000","1,895,719,000","1,883,633,000","1,928,716,000","1,897,070,000","1,936,416,000","1,929,435,000","1,528,265,000","1,901,975,000","2,019,185,000","1,878,533,000","1,753,633,000","1,808,243,000","1,715,956,000","1,204,135,000","1,062,747,000","1,036,396,000","1,072,525,000","1,066,436,000","973,583,000","989,645,000","985,344,000","1,021,930,000","957,626,000","1,011,308,000","1,041,221,000","1,021,140,000","926,550,000","983,980,000","1,051,676,000","1,069,507,000","1,358,047,000","1,090,674,000","627,171,000","442,872,000","420,900,000","400,300,000","319,100,000","251,400,000","215,000,000","193,700,000","185,400,000","179,800,000","212,600,000","208,400,000","209,100,000","197,500,000","206,600,000","198,400,000","190,500,000","209,300,000","150,900,000","212,400,000","182,800,000","175,700,000","158,500,000","212,700,000","192,200,000","178,900,000","43,400,000","4,700,000","4,700,000","4,900,000","11,000,000","12,900,000","12,000,000","14,200,000","22,200,000","42,400,000","42,700,000","39,700,000","27,000,000","43,600,000","55,200,000","50,600,000","44,900,000","43,100,000","53,300,000","50,400,000","52,000,000","52,000,000","52,000,000","52,000,000"
CostOfRevenue,"5,030,609,000","1,564,989,000","1,392,181,000","1,145,652,000","927,787,000","910,660,000","729,517,000","374,370,000","1,438,164,000","1,899,644,000","1,936,650,000","1,904,820,000","1,862,375,000","1,826,825,000","1,787,426,000","1,669,414,000","1,635,210,000","1,541,622,000","1,593,280,000","1,508,942,000","1,522,162,000","1,455,463,000","1,425,519,000","1,312,969,000","1,301,713,000","1,319,559,000","1,397,900,000","1,455,797,000","1,452,120,000","1,506,553,000","1,593,058,000","1,618,992,000","1,650,095,000","1,605,175,000","1,580,077,000","1,579,869,000","1,493,595,000","1,484,080,000","1,462,554,000","1,476,248,000","1,498,400,000","1,505,176,000","1,442,623,000","1,130,608,000","940,057,000","927,245,000","956,270,000","954,379,000","919,648,000","902,746,000","889,138,000","863,582,000","883,840,000","1,085,450,000","993,316,000","1,024,491,000","1,021,024,000","1,056,172,000","1,029,814,000","1,034,116,000","1,019,045,000","794,613,000","1,032,931,000","988,510,000","997,332,000","967,128,000","1,006,049,000","930,189,000","643,693,000","585,397,000","570,973,000","569,566,000","566,959,000","546,309,000","554,353,000","528,377,000","572,747,000","561,812,000","549,514,000","557,255,000","537,389,000","512,483,000","572,253,000","574,688,000","570,054,000","576,495,000","559,527,000","315,686,000","233,125,000","100,100,000","199,600,000","158,000,000","132,800,000","108,300,000","101,700,000","100,100,000","99,200,000","106,100,000","99,800,000","104,600,000","94,700,000","106,300,000","99,800,000","95,300,000","102,200,000","50,200,000","115,500,000","112,700,000","107,700,000","88,200,000","104,800,000","106,600,000","105,600,000","93,000,000","4,700,000","5,000,000","3,600,000","5,700,000","10,100,000","9,400,000","9,600,000","5,900,000","30,500,000","31,400,000","32,900,000","18,600,000","40,300,000","40,300,000","39,900,000","33,000,000","34,700,000","39,100,000",,,,,
GrossProfit,"4,649,531,000","1,491,903,000","1,315,358,000","1,122,310,000","719,960,000","582,876,000","396,403,000","-84,561,000","814,653,000","1,285,492,000","1,377,732,000","1,318,423,000","1,314,536,000","1,226,037,000","1,241,876,000","1,189,281,000","1,187,027,000","1,055,626,000","1,233,460,000","1,132,795,000","1,186,017,000","1,005,357,000","1,089,596,000","956,533,000","907,973,000","872,314,000","882,916,000","929,338,000","880,124,000","878,993,000","891,949,000","962,041,000","980,303,000","908,038,000","882,960,000","901,396,000","858,553,000","810,431,000","792,424,000","847,517,000","789,190,000","791,713,000","790,964,000","675,377,000","564,897,000","539,196,000","601,435,000","583,316,000","537,744,000","549,670,000","644,085,000","791,628,000","614,955,000","539,062,000","792,215,000","871,228,000","862,609,000","872,544,000","867,256,000","902,300,000","910,390,000","733,652,000","869,044,000","1,030,675,000","881,201,000","786,505,000","802,194,000","785,767,000","560,442,000","477,350,000","465,423,000","502,959,000","499,477,000","427,274,000","435,292,000","456,967,000","449,183,000","395,814,000","461,794,000","483,966,000","483,751,000","383,798,000","420,636,000","476,988,000","499,453,000","781,552,000","531,147,000","311,485,000","209,747,000","320,800,000","200,700,000","161,100,000","118,600,000","106,700,000","92,000,000","85,300,000","80,600,000","106,500,000","108,600,000","104,500,000","102,800,000","100,300,000","98,600,000","95,200,000","107,100,000","100,700,000","96,900,000","70,100,000","68,000,000","70,300,000","107,900,000","85,600,000","73,300,000","-49,600,000","0","-300,000","1,300,000","5,300,000","2,800,000","2,600,000","4,600,000","16,300,000","11,900,000","11,300,000","6,800,000","8,400,000","3,300,000","14,900,000","10,700,000","11,900,000","8,400,000","14,200,000",,,,,
OperatingExpense,"4,085,720,000","1,183,587,000","1,016,339,000","970,794,000","915,000,000","933,225,000","908,104,000","915,266,000","1,036,526,000","-1,668,421,000","925,707,000","968,152,000","974,249,000","894,096,000","908,868,000","857,176,000","853,138,000","832,595,000","769,589,000","699,718,000","726,843,000","743,341,000","701,129,000","634,933,000","601,590,000","618,523,000","635,766,000","619,764,000","600,812,000","610,273,000","621,669,000","594,752,000","585,888,000","591,802,000","612,998,000","588,345,000","564,589,000","526,122,000","617,080,000","678,128,000","583,275,000","4,191,796,000","678,929,000","-2,976,356,000","458,535,000","467,788,000","800,212,000","1,605,939,000","468,249,000","1,841,091,000","503,403,000","503,599,000","450,087,000","1,585,180,000","550,658,000","537,444,000","520,992,000","-612,667,000","402,643,000","433,327,000","465,257,000","255,182,000","441,377,000","602,705,000","456,025,000","440,401,000","462,184,000","407,842,000","267,332,000","264,386,000","241,479,000","238,462,000","244,397,000","211,443,000","268,578,000","281,862,000","281,007,000","258,395,000","280,449,000","260,856,000","10,635,000","294,624,000","331,307,000","250,660,000","263,485,000","698,048,000","306,321,000","180,016,000","117,307,000","306,600,000","116,000,000","110,700,000","80,600,000","64,600,000","57,900,000","58,100,000","52,500,000","52,500,000","48,700,000","50,400,000","51,200,000","56,100,000","54,200,000","46,500,000","57,900,000","55,000,000","62,000,000","61,500,000","47,700,000","38,400,000","62,000,000","51,100,000","55,600,000","58,700,000","7,100,000","4,000,000","4,800,000","15,800,000","5,600,000","5,900,000","6,600,000","22,600,000","12,900,000","12,600,000","13,000,000","25,400,000","18,600,000","13,500,000","14,100,000","10,700,000","8,800,000","12,900,000",,,,,
	SellingGeneralAndAdministration,"2,930,016,000","883,104,000","735,389,000","687,079,000","624,444,000","634,495,000","613,730,000","616,142,000","718,114,000","676,053,000","602,773,000","632,485,000","654,548,000","563,046,000","561,506,000","541,891,000","517,399,000","530,271,000","490,640,000","433,871,000","462,008,000","448,658,000","459,732,000","403,210,000","379,791,000","397,302,000","414,514,000","393,310,000","378,529,000","393,990,000","409,050,000","381,923,000","372,597,000","380,945,000","397,037,000","366,688,000","350,525,000","297,164,000","388,666,000","442,485,000","346,466,000","458,029,000","429,409,000","342,182,000","306,138,000","1,766,247,000","323,201,000","314,891,000","305,115,000","1,673,695,000","332,752,000","325,983,000","273,229,000","171,338,000","389,128,000","357,389,000","360,764,000","357,674,000","375,348,000","362,410,000","338,355,000","241,072,000","343,697,000","482,227,000","312,837,000","304,721,000","326,987,000","285,261,000","191,882,000","183,926,000","171,710,000","170,520,000","171,016,000","160,384,000","181,656,000","184,771,000","179,399,000","220,054,000","168,468,000","163,291,000","161,877,000","165,754,000","193,634,000","152,161,000","167,542,000","590,578,000","194,524,000","115,384,000","76,768,000","267,000,000","78,200,000","80,900,000","59,000,000","44,000,000","36,700,000","38,700,000","35,200,000","35,800,000","32,300,000","34,000,000","35,300,000","39,600,000","37,600,000","31,100,000","41,900,000","39,400,000","47,100,000","46,300,000","34,700,000","27,100,000","49,100,000","38,700,000","43,900,000","54,900,000","5,500,000","2,400,000","1,900,000","9,400,000","3,800,000","4,200,000","4,900,000","18,800,000","8,900,000","8,700,000","9,100,000","20,600,000","14,600,000","9,900,000","10,700,000","8,100,000","6,800,000","10,600,000",,,,,
		GeneralAndAdministrativeExpense,"2,930,016,000","883,104,000","735,389,000","687,079,000","624,444,000","634,495,000","613,730,000","616,142,000","718,114,000","676,053,000","602,773,000","632,485,000","654,548,000","563,046,000","561,506,000","541,891,000","517,399,000","530,271,000","490,640,000","433,871,000","462,008,000","448,658,000","459,732,000","403,210,000","379,791,000","397,302,000","414,514,000","393,310,000","378,529,000","393,990,000","409,050,000","381,923,000","372,597,000","380,945,000","397,037,000","366,688,000","350,525,000","395,116,000",,,,,,,,,,,,,,,,,,,,,,,,,,"330,225,000","306,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"2,930,016,000","883,104,000","735,389,000","687,079,000","624,444,000","634,495,000","613,730,000","616,142,000","718,114,000","676,053,000","602,773,000","632,485,000","654,548,000","563,046,000","561,506,000","541,891,000","517,399,000","530,271,000","490,640,000","433,871,000","462,008,000","448,658,000","459,732,000","403,210,000","379,791,000","397,302,000","414,514,000","393,310,000","378,529,000","393,990,000","409,050,000","381,923,000","372,597,000","380,945,000","397,037,000","366,688,000","350,525,000","395,116,000",,,,,,,,,,,,,,,,,,,,,,,,,,"330,225,000","306,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,002,000","6,181,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"1,150,610,000","297,031,000","279,403,000","283,625,000","290,551,000","298,697,000","294,363,000","299,206,000","318,290,000","331,438,000","322,009,000","334,788,000","316,414,000","312,542,000","300,472,000","296,208,000","268,822,000","249,357,000","249,600,000","244,754,000","249,769,000","233,052,000","209,737,000","206,899,000","199,839,000","200,164,000","204,742,000","208,565,000","206,412,000","202,654,000","202,386,000","203,070,000","207,655,000","207,474,000","211,682,000","218,151,000","211,918,000","226,831,000","228,414,000","235,643,000","236,809,000","237,762,000","249,520,000","177,467,000","152,397,000","146,666,000","158,857,000","164,766,000","163,134,000","167,396,000","170,651,000","174,368,000","176,858,000","186,577,000","200,102,000","197,218,000","194,339,000","193,768,000","170,780,000","167,509,000","168,277,000","145,834,000","163,536,000","164,984,000","155,273,000","164,368,000","161,566,000","151,673,000","110,495,000","106,263,000","101,245,000","97,484,000","97,553,000","98,802,000","102,341,000","101,904,000","105,613,000","101,656,000","96,029,000","97,565,000","103,373,000","98,692,000","98,697,000","97,394,000","95,943,000","107,470,000","111,797,000","64,632,000","40,539,000","39,600,000","37,800,000","29,800,000","21,600,000","20,600,000","21,200,000","19,400,000","17,300,000","16,700,000","16,400,000","16,400,000","15,900,000","16,500,000","16,600,000","15,400,000","16,000,000","15,600,000","14,900,000","15,200,000","13,000,000","11,300,000","12,900,000","12,400,000","11,700,000","3,800,000","1,600,000","1,600,000","2,900,000","6,400,000","1,800,000","1,700,000","1,700,000","3,800,000","4,000,000","3,900,000","3,900,000","4,800,000","4,000,000","3,600,000","3,400,000","2,600,000","2,000,000","2,300,000",,,,,
