name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"733,000","2,805,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"117,000,000","-6,000,000","-8,000,000","-23,000,000","154,000,000","-3,000,000","-40,000,000","-13,000,000","0","0","38,000,000","-21,000,000","57,000,000","0","0","-19,000,000","0","218,000,000",,,"0","-42,000,000","0","0","-35,000,000","-2,000,000","-1,000,000","-27,000,000","0","0","0","0","-38,800,000","0","-1,100,000","-48,400,000","0","-1,700,000","0","0","-2,400,000","-3,500,000","-1,700,000","-2,200,000","-7,200,000","100,000","-1,500,000","1,900,000","4,110,000","-1,437,000","-2,449,000","38,584,000","-8,328,000","-21,895,000","-23,092,000","-4,610,000","-1,025,000","-1,624,000","13,850,000","832,000","-784,000","1,417,000","25,217,000","853,000","813,000","884,000","-5,854,000","1,017,000","74,000","-189,000","90,000","-912,000","-3,131,000","-1,081,000","-2,319,000","98,000","-965,000","-987,000","-189,000","-1,122,000","-4,246,000",,"-20,988,000","12,000","205,000","625,000","202,000","-26,572,000","-1,458,000","49,000","-356,000","2,063,000","-2,439,000","542,000","995,000","121,000",,"243,000","229,000","168,000","-11,312,000","241,000","261,000","-4,009,000","468,000","200,000"
		RestructuringAndMergernAcquisition,"39,000,000","6,000,000","8,000,000","23,000,000","2,000,000","3,000,000","40,000,000","13,000,000","0","0","0","21,000,000","16,000,000","0","0","19,000,000","0","0",,,"0","52,000,000","0","0","86,000,000","2,000,000","1,000,000","27,000,000","0","0","0","0","38,800,000","0","1,100,000","48,400,000","0","1,700,000","0","0","2,400,000","3,500,000","1,700,000","2,200,000","7,200,000","-100,000","100,000","300,000","-40,143,000","68,000","1,179,000","-39,624,000","35,451,000","18,955,000",,,,,,,"0",,,"-74,000","378,000","117,000","645,000","-1,256,000","-1,000","-270,000",,,"217,000",,"1,110,000",,"0","1,257,000",,,"4,246,000",,"7,980,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-600,000","400,000",,"-4,600,000","-400,000","1,400,000","-2,200,000","36,033,000","1,369,000","1,270,000","1,040,000","-27,123,000","2,940,000",,,,,,,"784,000",,,"-779,000","-1,191,000","-1,001,000","5,209,000","239,000","-73,000","459,000",,,"2,914,000",,"1,209,000",,"965,000","-270,000",,,"0",,"13,008,000",,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,"156,000,000","0","0",,"0","0","38,000,000",,"73,000,000","0",,,"0","218,000,000",,,"0","10,000,000",,,"51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"7,000,000","2,000,000","3,000,000","4,000,000","-2,000,000","6,000,000","9,000,000","-17,000,000","-20,000,000","12,000,000","3,000,000","11,000,000","8,000,000","2,000,000","7,000,000","7,000,000","7,000,000","11,000,000","4,000,000","2,000,000","1,000,000","2,000,000","2,000,000","3,000,000","-4,000,000","-2,000,000","-1,000,000","2,000,000","1,900,000","100,000","-800,000","500,000","700,000","1,700,000","3,300,000","1,900,000","2,400,000","1,600,000","1,200,000","3,100,000","2,500,000","600,000","-400,000","-300,000","4,600,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,259,000,000","306,000,000","280,000,000","237,000,000","436,000,000","247,000,000","175,000,000","104,000,000","250,000,000","276,000,000","299,000,000","119,000,000","384,000,000","319,000,000","293,000,000","272,000,000","303,000,000","485,000,000","225,000,000","153,000,000","248,000,000","183,000,000","142,000,000","92,000,000","60,000,000","163,000,000","144,000,000","-22,000,000","164,100,000","200,100,000","188,900,000","159,700,000","226,600,000","229,600,000","192,200,000","92,300,000","188,900,000","175,800,000","127,700,000","74,200,000","214,500,000","146,900,000","183,900,000","167,100,000","259,300,000","190,300,000","186,900,000","157,600,000","163,938,000","117,898,000","105,972,000","59,192,000","35,686,000","-88,462,000","52,589,000","45,016,000","115,084,000","117,385,000","108,896,000","41,334,000","92,017,000","88,604,000","108,991,000","70,116,000","99,810,000","94,357,000","83,724,000","72,381,000","78,134,000","73,380,000","67,586,000","57,128,000","46,512,000","50,237,000","38,256,000","35,450,000","30,738,000","24,440,000","21,084,000","21,553,000","8,313,000","14,788,000","-19,499,000","-1,069,000","2,650,000","53,725,000","54,655,000","21,979,000","37,950,000","30,696,000","24,880,000","20,881,000","17,194,000","15,039,000","13,401,000","11,356,000","10,089,000","8,888,000","7,816,000","6,754,000","-4,680,000","5,200,000","4,277,000","-755,000",,
TaxProvision,"247,000,000","54,000,000","56,000,000","35,000,000","102,000,000","65,000,000","38,000,000","27,000,000","54,000,000","-1,000,000","56,000,000","16,000,000","-12,000,000","70,000,000","52,000,000","-11,000,000","32,000,000","991,000,000","50,000,000","17,000,000","58,000,000","37,000,000","33,000,000","28,000,000","68,000,000","10,000,000","30,000,000","8,000,000","29,200,000","23,300,000","29,100,000","71,300,000","29,600,000","37,500,000","25,400,000","10,700,000","15,100,000","17,700,000","18,100,000","10,400,000","33,800,000","27,300,000","18,300,000","27,600,000","65,100,000","17,800,000","22,300,000","15,800,000","18,759,000","10,018,000","10,295,000","7,528,000","-39,398,000","-13,070,000","3,407,000","7,344,000","25,264,000","15,562,000","25,138,000","6,997,000","2,396,000","22,090,000","22,060,000","15,446,000","40,589,000","17,964,000","13,006,000","12,261,000","14,698,000","13,253,000","12,257,000","10,266,000","10,063,000","10,085,000","-10,157,000","8,377,000","5,915,000","4,769,000","5,271,000","5,388,000","540,000","7,804,000","-8,288,000","-556,000","2,171,000","19,654,000","19,295,000","17,003,000","13,472,000","10,897,000","8,832,000","7,413,000","6,448,000","5,645,000","5,025,000","4,259,000","3,785,000","3,333,000","2,931,000","2,533,000","740,000","1,820,000","1,497,000","-264,000",,
NetIncomeCommonStockholders,"1,012,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,182,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,931,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,799,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,780,000","-491,000","3,000,000","2,000,000"
	NetIncome,"1,012,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,182,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,931,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,799,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,780,000","-491,000","3,000,000","2,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,012,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,182,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,931,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,799,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,780,000","-491,000","3,000,000","2,000,000"
			NetIncomeContinuousOperations,"1,012,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,182,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,931,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,799,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,780,000","-491,000","3,000,000","2,000,000"
DilutedNIAvailtoComStockholders,"1,012,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,182,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,931,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,799,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,780,000","-491,000","3,000,000","2,000,000"
BasicEPS,,"1.13","1","0.91","1.5","0.82","0.62","0.35","0.89","1.23","1.03","0.43","1.62","1","0.93","1.08","1.02","-1.89","0.65","0.5","0.7","0.53","0.39","0.23","-0.03","0.52","0.39","-0.1","0.44","0.57","0.5","0.27","0.6","0.57","0.49","0.23","0.48","0.44","0.3","0.17","0.5","0.33","0.46","0.38","0.44","0.47","0.46","0.4",,"0.32","0.28","0.15",,"-0.23","0.15","0.11",,"0.3","0.24","0.09",,"0.18","0.23","0.15",,"0.21","0.19","0.16",,"0.17","0.15","0.13",,"0.12","0.14","0.08",,"0.06","0.05","0.05",,"0.02","-0.03","0",,"0.11","0.11","0.02",,"0.07","0.06","0.05",,"0.04","0.04","0.03",,"0.03","0.02","0.02",,"0.02","0.02","-0.01",,"0.01"
DilutedEPS,,"1.1","0.98","0.88","1.46","0.8","0.61","0.35","0.88","1.21","1.03","0.42","1.59","0.98","0.91","1.05","0.99","-1.89","0.64","0.49","0.68","0.52","0.38","0.23","-0.03","0.52","0.39","-0.1","0.43","0.56","0.49","0.27","0.59","0.55","0.48","0.23","0.47","0.43","0.3","0.17","0.47","0.32","0.44","0.34","0.4","0.42","0.42","0.38",,"0.3","0.27","0.15",,"-0.23","0.15","0.11",,"0.29","0.23","0.09",,"0.17","0.22","0.14",,"0.2","0.18","0.16",,"0.16","0.15","0.13",,"0.11","0.13","0.08",,"0.06","0.05","0.05",,"0.02","-0.03","0",,"0.09","0.1","0.01",,"0.06","0.05","0.04",,"0.03","0.03","0.03",,"0.02","0.02","0.02",,"0.02","0.01","-0.01",,"0.01"
BasicAverageShares,,"223,000,000","223,000,000","223,000,000","222,000,000","223,000,000","222,000,000","221,000,000","220,000,000","226,000,000","235,000,000","239,000,000","245,000,000","250,000,000","258,000,000","262,000,000","265,000,000","268,000,000","269,000,000","270,000,000","270,000,000","274,000,000","278,000,000","279,000,000","284,000,000","293,000,000","294,000,000","304,000,000","308,800,000","311,600,000","318,100,000","323,500,000","330,200,000","339,400,000","340,700,000","350,900,000","358,600,000","359,500,000","362,000,000","366,100,000","363,400,000","360,300,000","361,500,000","370,300,000","368,100,000","364,800,000","359,100,000","352,400,000",,"341,439,000","336,667,000","334,537,000",,"329,026,000","327,319,000","333,855,000",,"344,275,000","355,665,000","364,457,000",,"371,287,000","370,659,000","373,869,000",,"371,768,000","371,002,000","367,438,000",,"362,563,000","357,787,000","356,743,000",,"346,305,000","343,725,000","341,687,000",,"338,345,000","336,605,000","335,783,000",,"332,403,000","330,440,000","329,336,000",,"322,727,000","318,223,000","313,559,000",,"300,922,000","296,488,000","292,376,000",,"274,952,000","271,512,000","268,384,000",,"261,688,000","288,608,000","282,176,000",,"283,680,000","278,448,000","258,400,000",,"200,000,000"
DilutedAverageShares,,"229,000,000","229,000,000","229,000,000","229,000,000","227,000,000","224,000,000","222,000,000","222,000,000","229,000,000","236,000,000","243,000,000","249,000,000","255,000,000","264,000,000","269,000,000","273,000,000","268,000,000","275,000,000","278,000,000","278,000,000","281,000,000","284,000,000","282,000,000","284,000,000","296,000,000","296,000,000","304,000,000","313,300,000","317,100,000","323,500,000","329,100,000","336,400,000","346,200,000","349,100,000","359,900,000","368,200,000","364,700,000","368,200,000","371,200,000","381,700,000","373,700,000","376,000,000","405,500,000","403,600,000","406,200,000","391,700,000","374,300,000",,"360,321,000","349,751,000","338,875,000",,"329,026,000","333,385,000","341,120,000",,"352,780,000","365,458,000","377,631,000",,"389,120,000","388,226,000","391,319,000",,"389,149,000","385,442,000","386,383,000",,"385,869,000","375,074,000","372,974,000",,"366,429,000","364,715,000","358,497,000",,"351,114,000","347,110,000","350,122,000",,"352,868,000","330,440,000","329,336,000",,"361,599,000","364,035,000","359,778,000",,"350,336,000","337,968,000","333,596,000",,"315,728,000","304,448,000","298,168,000",,"290,000,000","288,608,000","282,176,000",,"283,680,000","278,448,000","258,400,000",,"200,000,000"
TotalOperatingIncomeAsReported,"1,319,000,000","321,000,000","294,000,000","249,000,000","455,000,000","258,000,000","182,000,000","136,000,000","277,000,000","268,000,000","296,000,000","104,000,000","370,000,000","311,000,000","286,000,000","254,000,000","287,000,000","471,000,000","219,000,000","148,000,000","247,000,000","183,000,000","142,000,000","93,000,000","64,000,000","165,000,000","145,000,000","-26,000,000","161,600,000","202,500,000","192,500,000","159,900,000","223,800,000","226,700,000","186,900,000","96,900,000","204,400,000","187,900,000","135,300,000","80,200,000","221,400,000","156,500,000","192,400,000","176,200,000","264,100,000","198,600,000","197,400,000","164,200,000","172,914,000","129,296,000","115,374,000","70,816,000","33,928,000","-91,083,000","65,604,000","38,725,000","103,207,000","105,684,000","80,160,000","24,548,000","75,449,000","72,436,000","96,805,000","56,552,000","86,973,000","83,465,000","74,282,000","63,572,000","70,028,000","67,808,000","61,393,000","53,958,000","42,531,000","46,991,000","36,634,000","32,307,000","28,587,000","21,102,000","18,393,000","19,524,000","5,513,000","11,214,000","-11,226,000","-6,563,000","-3,627,000","46,541,000","49,144,000","17,599,000","36,065,000","27,787,000","22,699,000","18,818,000","16,988,000","14,497,000","12,406,000","11,235,000","9,840,000","8,645,000","7,587,000","6,586,000","-4,847,000","4,959,000","4,016,000","-1,046,000","2,600,000","1,700,000"
TotalExpenses,"4,991,000,000","1,287,000,000","1,264,000,000","1,186,000,000","1,254,000,000","1,209,000,000","1,194,000,000","1,154,000,000","1,124,000,000","1,136,000,000","1,113,000,000","1,111,000,000","1,279,000,000","1,252,000,000","1,231,000,000","1,201,000,000","1,354,000,000","1,270,000,000","1,203,000,000","1,177,000,000","1,234,000,000","1,179,000,000","1,198,000,000","1,201,000,000","1,281,000,000","1,219,000,000","1,299,000,000","1,334,000,000","1,378,100,000","1,348,800,000","1,350,000,000","1,329,300,000","1,386,400,000","1,383,300,000","1,361,900,000","1,370,900,000","1,512,100,000","1,440,500,000","1,405,900,000","1,364,400,000","1,478,700,000","1,405,500,000","1,312,900,000","1,279,800,000","1,238,000,000","1,069,600,000","1,009,900,000","973,300,000","997,871,000","882,286,000","793,474,000","806,769,000","810,264,000","818,471,000","846,027,000","830,051,000","834,077,000","778,319,000","712,038,000","664,687,000","725,744,000","656,842,000","555,718,000","564,810,000","510,610,000","453,449,000","403,135,000","386,087,000","381,801,000","345,168,000","313,783,000","304,463,000","289,296,000","250,296,000","237,806,000","228,202,000","213,018,000","206,105,000","196,778,000","187,304,000","195,120,000","187,135,000","197,961,000","206,989,000","229,468,000","241,868,000","211,633,000","186,872,000","163,954,000","123,503,000","102,013,000","84,461,000","73,816,000","61,119,000","53,219,000","46,140,000","40,518,000","35,339,000","30,814,000","26,834,000","23,308,000","19,886,000","17,032,000","19,506,000","13,432,000","11,300,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,012,000,000","252,000,000","224,000,000","202,000,000","334,000,000","182,000,000","137,000,000","77,000,000","196,000,000","277,000,000","243,000,000","103,000,000","396,000,000","249,000,000","241,000,000","283,000,000","271,000,000","-506,000,000","175,000,000","136,000,000","190,000,000","146,000,000","109,000,000","64,000,000","-8,000,000","153,000,000","114,000,000","-30,000,000","134,900,000","176,800,000","159,800,000","88,400,000","197,000,000","192,100,000","166,800,000","81,600,000","173,800,000","158,100,000","109,600,000","63,800,000","180,700,000","119,600,000","165,600,000","139,500,000","194,200,000","172,500,000","164,600,000","141,800,000","145,179,000","107,880,000","95,677,000","51,664,000","75,084,000","-75,392,000","49,182,000","37,672,000","89,820,000","101,823,000","83,758,000","34,337,000","89,621,000","66,514,000","86,931,000","54,670,000","59,221,000","76,393,000","70,718,000","60,120,000","63,436,000","60,127,000","55,329,000","46,862,000","36,449,000","40,152,000","48,413,000","27,073,000","24,823,000","19,671,000","15,813,000","16,165,000","7,773,000","6,984,000","-11,211,000","-513,000","479,000","34,071,000","35,360,000","4,976,000","24,478,000","19,799,000","16,048,000","13,468,000","10,746,000","9,394,000","8,376,000","7,097,000","6,304,000","5,555,000","4,885,000","4,221,000","-5,420,000","3,380,000","2,780,000","-491,000","3,000,000","2,000,000"
NormalizedIncome,"917,953,931.692","256,944,000","230,400,000","221,596,000","216,027,522.936","184,211,000","168,320,000","86,620,000","196,000,000","277,000,000","212,106,000","121,186,000","354,390,000","249,000,000","241,000,000","301,240,000","271,000,000","-665,140,000","175,000,000","136,000,000","190,000,000","179,516,000","109,000,000","64,000,000","13,000,000","154,878,000","114,792,000","-12,828,000","134,900,000","176,800,000","159,800,000","88,400,000","230,731,685.79","192,100,000","167,754,800","124,385,600","173,800,000","159,628,300","109,600,000","63,800,000","182,721,818.182","122,449,000","167,130,831.974","141,336,624.776","199,592,364.057","172,409,353.652","165,921,027.287","140,090,482.234","144,590,979.797","108,524,179.884","95,355,584.796","17,987,087.985","99,718,350","-56,731,921.774","70,777,975.28","41,529,915.408","90,619,985.228","103,231,702.577","73,105,190.898","33,645,840.567","90,384,585.685","65,450,274.457","66,817,972.071","54,004,909.151","58,733,200","75,677,298.865","75,662,617.696","59,275,275.003","63,375,920.342","60,281,865.127","55,255,321.871","47,610,112.029","38,902,599.48","41,015,990.923","49,804,400","26,998,157.856","25,602,302.329","20,465,405.769","15,954,750","17,006,513.014","11,743,186.214","6,984,000","1,381,800","-520,200","356,000","33,674,641.228","35,229,312.597","20,919,200","25,418,419.605","19,767,394.872","16,277,625.723","12,137,389.205","12,270,339.537","9,055,443.713","7,754,097.157","7,021,380.328","6,304,000","5,403,125","4,741,875","4,116,006.219","1,367,200","3,223,350","2,610,353.051","2,116,177.483","2,719,200","1,880,000"
InterestIncome,"7,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","7,000,000","10,000,000","12,000,000","19,000,000","20,000,000","22,000,000","21,000,000","25,000,000","24,000,000","20,000,000","19,000,000","16,000,000","13,000,000","10,000,000","10,000,000","11,000,000","11,000,000","11,000,000","11,000,000","13,000,000","11,600,000","8,600,000","8,100,000","8,300,000","8,500,000","7,900,000","8,500,000","10,000,000","10,100,000","10,300,000","11,000,000","10,800,000","10,600,000","8,700,000","8,300,000","10,600,000","10,300,000","10,300,000","9,500,000","9,800,000","8,140,000","7,464,000","6,979,000","8,617,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"74,000,000","19,000,000","18,000,000","18,000,000","19,000,000","19,000,000","18,000,000","18,000,000","14,000,000","14,000,000","12,000,000","15,000,000","14,000,000","16,000,000","14,000,000","14,000,000","15,000,000","17,000,000","17,000,000","13,000,000","13,000,000","12,000,000","12,000,000","15,000,000","15,000,000","11,000,000","12,000,000","11,000,000","11,000,000","11,100,000","10,900,000","9,000,000","6,400,000","6,700,000","6,500,000","16,500,000","28,000,000","24,000,000","19,800,000","19,900,000","20,000,000","18,900,000","16,400,000","19,400,000","19,700,000","19,000,000","18,600,000","18,600,000","18,757,000","18,226,000","17,916,000","19,201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-67,000,000","-17,000,000","-17,000,000","-16,000,000","-17,000,000","-17,000,000","-16,000,000","-15,000,000","-7,000,000","-4,000,000","0","4,000,000","6,000,000","6,000,000","7,000,000","11,000,000","9,000,000","3,000,000","2,000,000","3,000,000","0","-2,000,000","-2,000,000","-4,000,000","-4,000,000","0","-1,000,000","2,000,000","600,000","-2,500,000","-2,800,000","-700,000","2,100,000","1,200,000","2,000,000","-6,500,000","-17,900,000","-13,700,000","-8,800,000","-9,100,000","-9,400,000","-10,200,000","-8,100,000","-8,800,000","-9,400,000","-8,700,000","-9,100,000","-8,800,000","-10,617,000","-10,762,000","-10,937,000","-10,584,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,333,000,000","325,000,000","298,000,000","255,000,000","455,000,000","266,000,000","193,000,000","122,000,000","264,000,000","290,000,000","311,000,000","134,000,000","398,000,000","335,000,000","307,000,000","286,000,000","318,000,000","502,000,000","242,000,000","166,000,000","261,000,000","195,000,000","154,000,000","107,000,000","75,000,000","174,000,000","156,000,000","-11,000,000","175,100,000","211,200,000","199,800,000","168,700,000","233,000,000","236,300,000","198,700,000","108,800,000","216,900,000","199,800,000","147,500,000","94,100,000","234,500,000","165,800,000","200,300,000","186,500,000","279,000,000","209,300,000","205,500,000","176,200,000","182,695,000","136,124,000","123,888,000","78,393,000","39,492,000","-72,128,000","65,604,000","38,725,000","103,654,000","105,684,000","80,160,000","24,548,000","75,449,000","72,436,000","96,805,000","56,478,000","87,351,000","83,582,000","79,927,000","62,316,000","70,027,000","67,538,000","61,393,000","53,958,000","47,668,000","46,991,000","37,744,000","32,307,000","28,587,000","22,359,000","18,393,000","19,524,000","9,759,000","11,214,000","-3,246,000","-6,563,000","-3,627,000","46,541,000","49,144,000","44,287,000","36,065,000","27,787,000","22,699,000","18,818,000","16,988,000","14,497,000","12,406,000","11,235,000","9,840,000","8,645,000","7,587,000","6,586,000","5,672,000","4,959,000","4,016,000","-1,046,000","2,600,000","1,700,000"
EBITDA,"1,524,000,000"
