name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
DilutedEPS,,,"7.18","6.6","4.45","6.69","2.82","0.29","2.7","2.55","3.47","3.22","3.13","1.15","1.36","1.68","2.13",,"0.69","2.32","1.6","0.55","0.27","0.87","-0.88","2.17","4.59","4.45","3.88","3.84","4.15","3.5","2.64","2.53","2.66","2.82","2.45",,"2.27","2.56","1.97","1.81","1.9","1.59","1.46",,"1.52","1.46","1.19",,"1.08","1.1","0.78",,"0.59","0.74","0.52",,"0.62","0.6","0.38",,"0.36","0.33","0.26",,"0.14"
BasicAverageShares,,,"28,150,000","28,134,000","28,125,000","27,992,000","27,973,000","27,911,000","27,792,000","27,769,000","27,775,000","27,720,000","27,696,000","27,763,000","27,802,000","27,819,000","27,911,000",,"28,415,000","28,649,000","28,750,000","28,903,000","29,063,000","29,207,000","29,893,000","31,027,000","31,187,000","31,120,000","31,036,000","31,024,000","31,020,000","31,049,000","31,061,000","31,019,000","30,897,000","30,901,000","31,012,000",,"31,643,000","31,696,000","31,410,000","31,281,000","31,331,000","31,167,000","31,082,000",,"31,031,000","31,373,000","31,483,000",,"31,625,000","31,856,000","32,003,000",,"32,862,000","32,856,000","32,808,000",,"32,706,000","32,642,000","32,558,000",,"32,499,000","32,462,000","30,683,000",,"58,372,266"
DilutedAverageShares,,,"28,475,000","28,501,000","28,582,000","28,552,000","28,454,000","28,333,000","28,323,000","28,372,000","28,388,000","28,300,000","28,118,000","27,946,000","28,017,000","27,935,000","27,950,000",,"28,439,000","28,800,000","28,850,000","29,003,000","29,171,000","29,340,000","29,893,000","31,312,000","31,548,000","31,526,000","31,592,000","31,542,000","31,547,000","31,474,000","31,486,000","31,425,000","31,296,000","31,176,000","31,229,000",,"31,846,000","31,951,000","31,846,000","31,784,000","31,832,000","31,761,000","31,717,000",,"31,629,000","31,802,000","31,814,000",,"31,949,000","32,195,000","32,362,000",,"33,170,000","33,284,000","33,330,000",,"33,171,000","33,065,000","32,953,000",,"32,885,000","32,903,000","31,078,000",,"58,517,125"
TotalOperatingIncomeAsReported,"804,943,000","158,296,000","239,680,000","245,525,000","161,442,000","116,886,000","107,096,000","-4,939,000","71,121,000","98,156,000","115,621,000","120,020,000","110,161,000","39,612,000","57,991,000","67,957,000","92,808,000","60,029,000","30,867,000","106,725,000","73,173,000","30,550,000","9,726,000","40,895,000","-46,604,000","103,613,000","234,759,000","227,416,000","197,801,000","187,872,000","207,436,000","179,842,000","135,650,000","129,104,000","137,154,000","146,418,000","120,044,000","102,188,000","117,663,000","133,790,000","102,224,000","93,868,000","98,010,000","83,863,000","74,821,000","73,992,000","77,584,000","74,959,000","61,296,000","50,385,000","54,809,000","57,322,000","41,189,000","22,662,000","31,058,000","38,314,000","26,793,000","27,911,000","31,396,000","30,682,000","18,649,000","15,496,000","17,853,000","15,870,000","12,733,000","7,735,000","7,753,000"
RentExpenseSupplemental,"416,606,000","107,184,000","104,223,000","103,430,000","101,769,000","99,213,000","97,694,000","95,576,000","95,279,000","92,970,000","91,409,000","89,923,000","88,770,000","88,404,000","86,691,000","86,772,000","85,256,000","84,650,000","83,199,000","80,321,000","78,962,000","76,489,000","74,201,000","72,354,000","70,592,000","68,143,000","66,391,000","64,693,000","63,185,000","60,930,000","58,838,000","56,254,000","54,846,000","52,795,000","50,128,000","48,564,000","47,620,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"6,722,827,000","1,797,638,000","1,707,977,000","1,642,747,000","1,574,465,000","1,482,960,000","1,486,327,000","1,364,291,000","1,330,315,000","1,336,330,000","1,282,149,000","1,309,724,000","1,191,114,000","1,175,445,000","1,160,562,000","1,153,241,000","1,050,730,000","1,046,739,000","1,090,460,000","1,063,068,000","992,006,000","1,002,173,000","1,010,619,000","954,301,000","878,847,000","888,444,000","979,975,000","968,979,000","887,042,000","879,730,000","875,180,000","868,629,000","766,954,000","713,436,000","687,348,000","668,969,000","605,367,000","596,070,000","581,466,000","555,667,000","537,129,000","501,391,000","492,566,000","486,321,000","434,563,000","408,529,000","399,290,000","391,882,000","348,390,000","337,159,000","332,772,000","331,514,000","355,463,000","331,800,000","306,601,000","302,440,000","278,534,000","251,414,000","255,035,000","243,664,000","217,446,000","204,223,000","193,407,000","189,066,000","174,282,000","165,578,000","143,708,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"652,984,000","133,475,000","204,434,000","187,974,000","127,101,000","190,959,000","80,244,000","8,175,000","76,388,000","72,416,000","98,582,000","91,028,000","88,132,000","32,019,000","38,204,000","46,884,000","59,446,000","43,793,000","19,610,000","66,730,000","46,120,000","15,975,000","7,799,000","25,596,000","-26,432,000","67,874,000","144,883,000","140,204,000","122,641,000","121,234,000","130,801,000","110,270,000","83,069,000","79,622,000","83,379,000","87,853,000","76,584,000","61,353,000","72,300,000","81,683,000","62,664,000","57,473,000","60,433,000","50,657,000","46,382,000","46,445,000","48,228,000","46,461,000","37,847,000","31,596,000","34,464,000","35,393,000","25,392,000","16,973,000","19,477,000","24,468,000","17,284,000","17,538,000","20,604,000","19,981,000","12,440,000","10,841,000","11,802,000","10,792,000","7,988,000","4,262,000","11,145,000"
NormalizedIncome,"668,474,673","137,218,153.307","208,407,274","191,228,958","131,624,064","196,699,720","86,261,223","12,106,780","83,203,280","76,530,252.129","103,448,067","94,321,458","93,532,876","39,387,715.804","42,282,928","77,113,774","62,512,029","46,166,967.332","23,725,670","66,492,304","48,383,000","17,077,200","20,276,750","27,552,818","-25,102,400","71,383,347.488","146,204,628","141,053,456","125,228,200","122,652,786.62","131,809,568","111,245,618","84,018,431","80,610,096.391","84,834,025","88,692,400","77,437,580","61,894,800","73,155,661.112","82,581,003.421","63,427,018.956","58,381,283.341","61,217,429.645","51,509,153.011","46,382,000","46,445,000","48,228,000","46,461,000","37,847,000","31,596,000","34,464,000","35,393,000","25,392,000","16,973,000","22,689,292.031","25,323,917.68","18,185,093.721","24,116,951.283","21,720,605.486","21,126,839.287","13,241,060.606","15,775,528.438","12,465,600","11,483,104.149","8,361,800","5,049,800","11,506,200"
InterestIncome,"7,820,000",,,"851,000",,"846,000",,"623,000","2,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"571,000","567,000","475,000","475,000","402,000","395,000","427,000","275,000","302,000","132,000","293,000","198,000",,,,,,,,,,,,,,
InterestExpense,,,"126,000",,"2,168,000",,"595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,000","119,000","2,481,000","188,000","91,000","14,000","85,000","79,000","72,000","74,000","186,000","73,000",,,,,,,,,,,,,,
NetInterestIncome,"7,820,000","9,263,000","-126,000","851,000","-2,168,000","846,000","-595,000","623,000","2,743,000","2,840,000","4,411,000","3,947,000","3,129,000","3,858,000","2,493,000","2,323,000","1,394,000","1,437,000","1,275,000","1,049,000","1,188,000","588,000","672,000","786,000","2,126,000","1,795,000","1,518,000","1,742,000","1,223,000","885,000","785,000","1,144,000","689,000","390,000","765,000","330,000","266,000","462,000","547,000","377,000","434,000","414,000","448,000","-2,006,000","287,000","311,000","381,000","342,000","196,000","230,000","58,000","107,000","125,000",,,,,,,,,,,,,,
EBIT,"824,234,000","177,587,000","239,680,000","249,791,000","161,442,000","124,750,000","107,096,000","447,000","80,457,000","103,894,000","121,548,000","124,507,000","117,103,000","49,616,000","64,445,000","113,279,000","97,667,000","63,361,000","37,614,000","106,341,000","76,823,000","32,387,000","26,363,000","44,082,000","-44,388,000","109,063,000","236,915,000","228,804,000","202,001,000","190,081,000","209,042,000","181,444,000","137,209,000","130,711,000","139,559,000","147,817,000","121,384,000","103,091,000","119,062,000","135,265,000","103,474,000","94,439,000","98,577,000","84,338,000","75,296,000","74,394,000","77,979,000","75,386,000","61,571,000","50,687,000","54,941,000","57,615,000","41,387,000","17,013,000","33,942,000","38,314,000","26,793,000","37,496,000","31,396,000","30,682,000","18,649,000","15,496,000","17,853,000","15,870,000","12,733,000","7,735,000","7,753,000"
EBITDA,"1,078,891,000"
ReconciledCostOfRevenue,"5,840,052,000","1,564,615,000","1,598,447,000","1,373,440,000","1,303,550,000","1,245,997,000","1,241,276,000","1,152,798,000","1,118,944,000","1,117,449,000","1,071,625,000","1,095,236,000","995,617,000","1,016,752,000","996,257,000","1,016,881,000","924,103,000","945,030,000","946,940,000","949,009,000","879,217,000","894,914,000","890,290,000","843,338,000","777,628,000","801,977,000","872,397,000","862,659,000","789,903,000","784,963,000","772,218,000","763,349,000","669,983,000","627,914,000","605,400,000","591,174,000","535,334,000","527,372,000","508,726,000","489,523,000","465,263,000","441,060,000","434,123,000","424,242,000","380,896,000","357,379,000","344,995,000","341,452,000","302,691,000","292,532,000","288,687,000","287,608,000","313,267,000","272,447,000","267,808,000","264,276,000","240,510,000","225,021,000","220,455,000","210,566,000","187,171,000","175,060,000","165,849,000","160,493,000","149,279,000","141,155,000","68,757,000"
ReconciledDepreciation,"254,657,000","66,262,000","-42,294,000","118,298,000","112,391,000","108,442,000","108,093,000","105,202,000","101,335,000","101,479,000","92,390,000","90,975,000","91,886,000","53,217,000","52,654,000","49,193,000","46,915,000","41,442,000","41,546,000","41,081,000","39,279,000","38,072,000","37,434,000","36,074,000","34,788,000","34,140,000","33,145,000","32,440,000","30,643,000","29,750,000","27,961,000","27,009,000","25,754,000","24,903,000","24,618,000","23,597,000","22,936,000","22,141,000","21,362,000","20,543,000","20,084,000","19,198,000","18,741,000","18,505,000","18,494,000","17,815,000","17,319,000","17,053,000","16,734,000","15,940,000","15,451,000","15,197,000","14,720,000","14,124,000","13,769,000","12,707,000","12,170,000","11,688,000","11,167,000","10,576,000","10,164,000","9,265,000","8,676,000","8,309,000","8,003,000","7,634,000","6,797,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"652,984,000","133,475,000","204,434,000","187,974,000","127,101,000","190,959,000","80,244,000","8,175,000","76,388,000","72,416,000","98,582,000","91,028,000","88,132,000","32,019,000","38,204,000","46,884,000","59,446,000","43,793,000","19,610,000","66,730,000","46,120,000","15,975,000","7,799,000","25,596,000","-26,432,000","67,874,000","144,883,000","140,204,000","122,641,000","121,234,000","130,801,000","110,270,000","83,069,000","79,622,000","83,379,000","87,853,000","76,584,000","61,353,000","72,300,000","81,683,000","62,664,000","57,473,000","60,433,000","50,657,000","46,382,000","46,445,000","48,228,000","46,461,000","37,847,000","31,596,000","34,464,000","35,393,000","25,392,000","16,973,000","19,477,000","24,468,000","17,284,000","17,538,000","20,604,000","19,981,000","12,440,000","10,841,000","11,802,000","10,792,000","7,988,000","4,262,000","11,145,000"
TotalUnusualItemsExcludingGoodwill,"-19,291,000","-4,699,000","-4,658,000","-4,266,000","-5,668,000","-7,864,000","-7,991,000","-5,386,000","-9,336,000","-5,738,000","-5,927,000","-4,487,000","-6,942,000","-10,004,000","-6,454,000","-45,322,000","-4,859,000","-3,332,000","-6,747,000","384,000","-3,650,000","-1,837,000","-16,637,000","-3,187,000","-2,216,000","-5,450,000","-2,156,000","-1,388,000","-4,200,000","-2,209,000","-1,606,000","-1,602,000","-1,559,000","-1,607,000","-2,405,000","-1,399,000","-1,340,000","-903,000","-1,399,000","-1,475,000","-1,250,000","-1,490,000","-1,278,000","-1,377,000",,,,,,,,,,,"-5,263,000","-1,370,000","-1,463,000","-10,834,000","-1,784,000","-1,843,000","-1,292,000","-7,915,000","-1,106,000","-1,116,000","-623,000","-1,313,000","-602,000"
TotalUnusualItems,"-19,291,000","-4,699,000","-4,658,000","-4,266,000","-5,668,000","-7,864,000","-7,991,000","-5,386,000","-9,336,000","-5,738,000","-5,927,000","-4,487,000","-6,942,000","-10,004,000","-6,454,000","-45,322,000","-4,859,000","-3,332,000","-6,747,000","384,000","-3,650,000","-1,837,000","-16,637,000","-3,187,000","-2,216,000","-5,450,000","-2,156,000","-1,388,000","-4,200,000","-2,209,000","-1,606,000","-1,602,000","-1,559,000","-1,607,000","-2,405,000","-1,399,000","-1,340,000","-903,000","-1,399,000","-1,475,000","-1,250,000","-1,490,000","-1,278,000","-1,377,000",,,,,,,,,,,"-5,263,000","-1,370,000","-1,463,000","-10,834,000","-1,784,000","-1,843,000","-1,292,000","-7,915,000","-1,106,000","-1,116,000","-623,000","-1,313,000","-602,000"
NormalizedEBITDA,"1,098,182,000","248,548,000","307,529,000","372,355,000","279,501,000","241,056,000","223,180,000","111,035,000","191,128,000","211,111,000","219,865,000","219,969,000","215,931,000","112,837,000","123,553,000","207,794,000","149,441,000","108,135,000","85,907,000","147,038,000","119,752,000","72,296,000","80,434,000","83,343,000","-7,384,000","148,653,000","272,216,000","262,632,000","236,844,000","222,040,000","238,609,000","210,055,000","164,522,000","157,221,000","166,582,000","172,813,000","145,660,000","126,135,000","141,823,000","157,283,000","124,808,000","115,127,000","118,596,000","104,220,000","93,790,000","92,209,000","95,298,000","92,439,000","78,305,000","66,627,000","70,392,000","72,812,000","56,107,000","31,137,000","52,974,000","52,391,000","40,426,000","60,018,000","44,347,000","43,101,000","30,105,000","32,676,000","27,635,000","25,295,000","21,359,000","16,682,000","15,152,000"
TaxRateForCalcs,"0.197","0.203","0.147","0.237","0.202","0.27","0.247","0.27","0.27","0.283","0.179","0.266","0.222","0.263","0.368","0.333","0.369","0.288","0.39","0.381","0.38","0.4","0.25","0.386","0.4","0.356","0.387","0.388","0.384","0.358","0.372","0.391","0.391","0.385","0.395","0.4","0.363","0.4","0.388","0.391","0.39","0.39","0.386","0.381","0.382","0.375","0.381","0.383","0.385","0.376","0.372","0.384","0.385","0.395","0.39","0.375","0.384","0.393","0.374","0.378","0.38","0.377","0.4","0.381","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-3,800,327","-955,846.693","-684,726","-1,011,042","-1,144,936","-2,123,280","-1,973,777","-1,454,220","-2,520,720","-1,623,747.871","-1,060,933","-1,193,542","-1,541,124","-2,635,284.196","-2,375,072","-15,092,226","-1,792,971","-958,032.668","-2,631,330","146,304","-1,387,000","-734,800","-4,159,250","-1,230,182","-886,400","-1,940,652.512","-834,372","-538,544","-1,612,800","-790,213.38","-597,432","-626,382","-609,569","-618,903.609","-949,975","-559,600","-486,420","-361,200","-543,338.888","-576,996.579","-486,981.044","-581,716.659","-493,570.355","-524,846.989","0","0","0","0","0","0","0","0","0","0","-2,050,707.969","-514,082.32","-561,906.279","-4,255,048.717","-667,394.514","-697,160.713","-490,939.394","-2,980,471.562","-442,400","-424,895.851","-249,200","-525,200","-240,800"
