name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,08/31/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
	NetIncome,"1,099,000,000","468,000,000","220,000,000","422,000,000","-11,000,000","-164,000,000","100,000,000","-234,000,000","31,000,000","279,000,000","387,000,000","232,000,000","375,000,000","416,000,000","483,000,000","610,000,000","398,000,000","201,000,000","392,000,000","414,000,000","365,000,000","244,000,000","70,000,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","192,000,000","192,000,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","181,000,000","143,000,000","143,000,000","143,000,000","104,000,000","141,000,000","-179,000,000","135,000,000","101,000,000","173,000,000","83,000,000","119,000,000","83,000,000","106,000,000","-466,000,000","37,000,000","-23,000,000","-10,000,000","94,000,000","157,000,000","121,000,000","176,000,000","131,000,000","207,000,000","182,000,000","216,000,000","141,000,000","186,000,000","65,000,000","237,000,000","149,000,000","138,000,000","145,000,000","189,000,000","133,000,000","160,000,000","114,000,000","169,000,000","92,000,000","125,000,000","116,000,000","-37,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","114,000,000","100,000,000","114,000,000","86,000,000","101,000,000","89,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,099,000,000","468,000,000","220,000,000","422,000,000","-11,000,000","-164,000,000","100,000,000","-234,000,000","31,000,000","279,000,000","387,000,000","232,000,000","375,000,000","416,000,000","483,000,000","610,000,000","398,000,000","201,000,000","392,000,000","414,000,000","365,000,000","244,000,000","70,000,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","192,000,000","192,000,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","181,000,000","143,000,000","143,000,000","143,000,000","104,000,000","141,000,000","-179,000,000","135,000,000","101,000,000","173,000,000","83,000,000","119,000,000","83,000,000","106,000,000","-469,000,000","35,000,000","-25,000,000","-12,000,000","84,000,000","155,000,000","122,000,000","176,000,000","132,000,000","207,000,000","182,000,000","216,000,000","141,000,000","186,000,000","59,000,000","224,000,000","131,000,000","134,000,000","135,000,000","179,000,000","117,000,000","146,000,000","114,000,000","195,000,000","121,000,000","125,000,000","116,000,000","-37,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","114,000,000","100,000,000","114,000,000","86,000,000","101,000,000","89,000,000"
			NetIncomeContinuousOperations,"1,099,000,000","468,000,000","220,000,000","422,000,000","-11,000,000","-164,000,000","100,000,000","-234,000,000","31,000,000","279,000,000","387,000,000","232,000,000","375,000,000","416,000,000","483,000,000","610,000,000","398,000,000","201,000,000","392,000,000","414,000,000","365,000,000","244,000,000","70,000,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","192,000,000","192,000,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","181,000,000","143,000,000","143,000,000","143,000,000","104,000,000","141,000,000","-179,000,000","135,000,000","101,000,000","173,000,000","83,000,000","119,000,000","83,000,000","106,000,000","-469,000,000","35,000,000","-25,000,000","-10,000,000","94,000,000","153,000,000","122,000,000","177,000,000","131,000,000","207,000,000","182,000,000","220,000,000","141,000,000","186,000,000","170,000,000","237,000,000","148,000,000","138,000,000","145,000,000","188,000,000","132,000,000","160,000,000","114,000,000","170,000,000","93,000,000","126,000,000","87,000,000","125,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","114,000,000","100,000,000","114,000,000","86,000,000","101,000,000","89,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"4,000,000","-1,000,000",,,,,,,,,"0","1,000,000",,,"1,000,000","1,000,000",,,"-1,000,000","-1,000,000","-1,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000",,,"-105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","3,000,000","2,000,000","2,000,000","2,000,000","10,000,000","2,000,000","-1,000,000","0","-1,000,000",,,"0",,,"6,000,000","13,000,000","18,000,000","4,000,000","10,000,000","10,000,000","16,000,000","14,000,000",,"-26,000,000","-29,000,000",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,099,000,000","468,000,000","220,000,000","422,000,000","-11,000,000","-164,000,000","100,000,000","-234,000,000","31,000,000","279,000,000","387,000,000","232,000,000","375,000,000","416,000,000","483,000,000","610,000,000","398,000,000","201,000,000","392,000,000","414,000,000","365,000,000","244,000,000","70,000,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","192,000,000","192,000,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","181,000,000","143,000,000","143,000,000","143,000,000","104,000,000","141,000,000","-179,000,000","135,000,000","101,000,000","173,000,000","83,000,000","119,000,000","83,000,000","106,000,000","-466,000,000","37,000,000","-23,000,000","-10,000,000","94,000,000","157,000,000","121,000,000","176,000,000","131,000,000","207,000,000","182,000,000","216,000,000","141,000,000","186,000,000","65,000,000","237,000,000","149,000,000","138,000,000","145,000,000","189,000,000","133,000,000","160,000,000","114,000,000","169,000,000","92,000,000","125,000,000","116,000,000","-37,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","114,000,000","100,000,000","114,000,000","86,000,000","101,000,000","89,000,000"
BasicEPS,,"1.43","0.67","1.29","-0.03","-0.5","0.31","-0.72","0.1","0.85","1.17","0.7","1.1","0.93","1.39","1.73","1.11","0.31","1.05","1.09","0.95","0.63","0.26","0.97","0.86","0.79","0.8","0.88","0.75","0.7","0.66","0.66","0.58","0.5","0.53","0.58","0.44","0.58","0.45","0.45","0.44","0.31",,"-0.52","0.38","0.27","0.48","0.23","0.33","0.23",,"-1.306","0.099","-0.059",,"0.267","0.435","0.336",,"0.346","0.534","0.465",,"0.346","0.445","0.153",,"0.341","0.312","0.316",,"0.292","0.351","0.247",,"0.193","0.267","0.247",,"0.213","0.262","0.158",,"0.203","0.262","0.247",,"0.228","0.262","0.193",,"0.193","0.228","0.203",,"0.168","0.198","0.173"
DilutedEPS,,"1.42","0.67","1.28","-0.03","-0.5","0.31","-0.72","0.09","0.85","1.16","0.69","1.09","0.92","1.38","1.71","1.09","0.31","1.04","1.08","0.94","0.62","0.26","0.96","0.85","0.77","0.78","0.87","0.73","0.68","0.65","0.64","0.57","0.49","0.52","0.57","0.43","0.56","0.44","0.44","0.42","0.3",,"-0.52","0.37","0.26","0.46","0.22","0.31","0.22",,"-1.306","0.099","-0.059",,"0.257","0.415","0.326",,"0.326","0.504","0.435",,"0.326","0.425","0.143",,"0.321","0.292","0.302",,"0.277","0.331","0.232",,"0.183","0.252","0.237",,"0.203","0.247","0.158",,"0.193","0.247","0.232",,"0.213","0.247","0.183",,"0.178","0.208","0.188",,"0.158","0.183","0.163"
BasicAverageShares,,"327,600,000","327,300,000","327,100,000","326,700,000","326,200,000","325,900,000","325,600,000","325,400,000","327,700,000","329,900,000","333,800,000","339,600,000","341,900,000","346,700,000","353,400,000","358,400,000","365,100,000","372,300,000","378,500,000","384,900,000","387,900,000","266,200,000","254,300,000","254,400,000","256,900,000","262,200,000","272,400,000","277,700,000","282,400,000","288,900,000","292,500,000","296,100,000","299,400,000","301,900,000","306,700,000","311,800,000","312,700,000","319,400,000","319,400,000","327,900,000","333,700,000",,"345,400,000","356,900,000","367,100,000","365,600,000","363,100,000","362,100,000","359,400,000",,"356,712,255","357,565,778","354,431,896",,"355,038,454","357,363,592","358,369,384",,"378,376,485","387,522,990","392,557,601",,"407,260,186","417,850,876","416,327,515",,"436,604,352","442,883,417","456,180,051",,"455,775,013","455,630,215","464,474,234",,"476,951,373","468,022,935","473,173,011",,"484,305,779","492,112,870","517,071,490",,"498,067,724","495,927,699","517,071,490",,"483,488,041","480,668,385","517,071,490",,"497,688,389","501,069,424","493,136,361",,"511,411,414","510,519,417","514,129,880"
DilutedAverageShares,,"329,800,000","329,300,000","329,100,000","326,700,000","326,200,000","326,800,000","325,600,000","327,400,000","330,400,000","332,500,000","336,400,000","342,800,000","345,700,000","350,600,000","357,300,000","363,300,000","369,900,000","376,600,000","383,000,000","390,000,000","394,000,000","270,500,000","258,000,000","258,900,000","262,400,000","267,300,000","277,300,000","283,500,000","289,000,000","295,400,000","298,700,000","303,300,000","307,500,000","309,500,000","314,000,000","320,000,000","322,200,000","319,400,000","319,400,000","338,000,000","344,600,000",,"345,400,000","369,400,000","381,800,000","382,000,000","378,100,000","377,400,000","373,300,000",,"356,712,255","357,565,778","354,431,896",,"355,038,454","357,363,592","376,171,532",,"401,308,393","410,318,460","416,024,068",,"431,942,621","437,285,801","446,065,194",,"463,472,312","472,909,412","484,703,948",,"480,191,531","482,832,019","491,379,753",,"502,732,528","495,553,696","492,795,833",,"507,930,452","521,639,642","517,071,490",,"523,609,659","525,683,361","517,071,490",,"517,219,764","509,508,488","517,071,490",,"539,162,421","548,790,321","532,068,179",,"543,374,628","551,912,884","545,289,267"
TotalOperatingIncomeAsReported,"1,750,000,000","635,000,000","545,000,000","486,000,000","84,000,000","-128,000,000","252,000,000","-154,000,000","114,000,000","274,000,000","607,000,000","409,000,000","510,000,000","556,000,000","570,000,000","740,000,000","500,000,000","570,000,000","632,000,000","620,000,000","537,000,000","441,000,000","171,000,000","389,000,000","367,000,000","310,000,000","339,000,000","369,000,000","332,000,000","291,000,000","298,000,000","316,000,000","254,000,000","238,000,000","245,000,000","279,000,000","226,000,000","309,000,000","213,000,000","213,000,000","243,000,000","175,000,000","247,000,000","-144,000,000","232,000,000","191,000,000","122,000,000","167,000,000","226,000,000","180,000,000","172,000,000","-506,000,000","100,000,000","82,000,000","74,000,000","203,000,000","313,000,000","195,000,000","504,000,000","183,000,000","300,000,000","201,000,000","305,000,000","229,000,000","234,000,000","230,000,000","221,000,000","135,000,000","41,000,000","158,000,000","109,000,000","99,000,000","118,000,000","151,000,000","108,000,000","102,000,000","109,000,000","58,000,000","102,000,000","86,000,000","129,000,000","118,000,000","-186,000,000","165,000,000","210,000,000","196,000,000","226,000,000","187,000,000","222,000,000","167,000,000","156,000,000","158,000,000","188,000,000","164,000,000","187,000,000","139,000,000","162,000,000","138,000,000"
TotalExpenses,"12,099,000,000","3,811,000,000","3,397,000,000","2,660,000,000","2,231,000,000","2,038,000,000","2,001,000,000","1,612,000,000","4,569,000,000","5,150,000,000","4,668,000,000","4,723,000,000","4,493,000,000","4,710,000,000","4,467,000,000","4,588,000,000","4,472,000,000","5,246,000,000","5,003,000,000","5,154,000,000","4,973,000,000","4,879,000,000","3,543,000,000","3,513,000,000","3,405,000,000","3,396,000,000","3,239,000,000","3,320,000,000","3,181,000,000","3,268,000,000","3,162,000,000","3,168,000,000","3,039,000,000","2,981,000,000","2,915,000,000","2,984,000,000","2,916,000,000","3,448,000,000","2,516,000,000","2,516,000,000","2,533,000,000","2,377,000,000","3,446,000,000","3,018,000,000","2,740,000,000","2,587,000,000","3,520,000,000","2,481,000,000","2,545,000,000","2,450,000,000","3,201,000,000","2,354,000,000","2,429,000,000","2,411,000,000","3,655,000,000","2,760,000,000","2,872,000,000","2,752,000,000","3,332,000,000","2,857,000,000","2,910,000,000","2,703,000,000","3,556,000,000","2,474,000,000","2,617,000,000","4,624,000,000","3,420,000,000","2,579,000,000","2,620,000,000","2,376,000,000","3,032,000,000","2,205,000,000","2,284,000,000","2,101,000,000","2,753,000,000","1,999,000,000","1,929,000,000","1,956,000,000","935,000,000","2,368,000,000","2,457,000,000","2,246,000,000","2,930,000,000","2,208,000,000","2,240,000,000","2,265,000,000","2,930,000,000","2,116,000,000","2,169,000,000","2,000,000,000","2,651,000,000","1,837,000,000","1,854,000,000","1,731,000,000","787,000,000","2,124,000,000","2,377,000,000","2,054,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,099,000,000","468,000,000","220,000,000","422,000,000","-11,000,000","-164,000,000","100,000,000","-234,000,000","31,000,000","279,000,000","387,000,000","232,000,000","375,000,000","416,000,000","483,000,000","610,000,000","398,000,000","201,000,000","392,000,000","414,000,000","365,000,000","244,000,000","70,000,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","192,000,000","192,000,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","181,000,000","143,000,000","143,000,000","143,000,000","104,000,000","141,000,000","-179,000,000","135,000,000","101,000,000","173,000,000","83,000,000","119,000,000","83,000,000","106,000,000","-466,000,000","37,000,000","-23,000,000","-10,000,000","94,000,000","157,000,000","121,000,000","176,000,000","131,000,000","207,000,000","182,000,000","220,000,000","141,000,000","186,000,000","170,000,000","237,000,000","149,000,000","138,000,000","145,000,000","189,000,000","133,000,000","160,000,000","114,000,000","169,000,000","92,000,000","125,000,000","116,000,000","-37,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","114,000,000","100,000,000","114,000,000","86,000,000","101,000,000","89,000,000"
NormalizedIncome,"1,259,304,000","468,000,000","352,552,000","424,190,000","-10,270,000","27,260,000","100,784,000","-229,290,000","29,540,000","233,641,104.294","393,624,000","359,674,000","382,812,000","495,031,315.24","493,212,000","623,806,000","424,928,000","236,400,000","410,900,000","428,700,000","403,403,000","330,642,297.65","206,800,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","191,339,000","189,978,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","179,664,206.642","119,810,810.811","143,000,000","140,947,368.421","104,000,000","147,282,178.218","-164,608,040.201","132,985,074.627","101,000,000","173,000,000","83,000,000","117,706,521.739","83,000,000","81,632,183.908","60,329,896.907","57,150,000","-10,650,000","14,700,000","89,450,000","147,150,000","118,913,265.306","143,850,000","111,714,285.714","210,325,301.205","163,428,571.429","219,222,614.841","132,780,269.058","152,369,003.69","143,163,636.364","147,400,000","130,453,987.73","100,200,000","160,428,571.429","131,648,241.206","97,361,111.111","123,296,089.385","107,954,545.455","77,662,222.222","93,600,000","126,600,000","90,000,000","125,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","110,262,295.082","95,625,000","107,147,540.984","81,700,000","96,073,170.732","82,862,068.966"
InterestIncome,"28,000,000","6,000,000","8,000,000","7,000,000","7,000,000","7,000,000","6,000,000","8,000,000","6,000,000","6,000,000","8,000,000","6,000,000","6,000,000","6,000,000","5,000,000","6,000,000","5,000,000","14,000,000","9,000,000","8,000,000","7,000,000","13,000,000","9,000,000","7,000,000","6,000,000","10,000,000","5,000,000","6,000,000","8,000,000","13,000,000","8,000,000","4,000,000","5,000,000","10,000,000","5,000,000","5,000,000","3,000,000","7,000,000","3,000,000","3,000,000","3,000,000","4,000,000","5,000,000","2,000,000","3,000,000","4,000,000","8,000,000","4,000,000","3,000,000","4,000,000","5,000,000","5,000,000","9,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"420,000,000","97,000,000","107,000,000","109,000,000","107,000,000","112,000,000","113,000,000","127,000,000","93,000,000","95,000,000","100,000,000","102,000,000","97,000,000","94,000,000","86,000,000","85,000,000","75,000,000","72,000,000","73,000,000","73,000,000","70,000,000","75,000,000","55,000,000","57,000,000","47,000,000","46,000,000","43,000,000","42,000,000","36,000,000","26,000,000","29,000,000","30,000,000","30,000,000","32,000,000","28,000,000","29,000,000","31,000,000","41,000,000","29,000,000","29,000,000","34,000,000","33,000,000","47,000,000","39,000,000","37,000,000","41,000,000","50,000,000","41,000,000","44,000,000","45,000,000","34,000,000","27,000,000","28,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-392,000,000","-91,000,000","-99,000,000","-102,000,000","-100,000,000","-105,000,000","-107,000,000","-119,000,000","-87,000,000","-89,000,000","-92,000,000","-96,000,000","-91,000,000","-88,000,000","-81,000,000","-79,000,000","-70,000,000","-58,000,000","-64,000,000","-65,000,000","-63,000,000","-62,000,000","-46,000,000","-50,000,000","-41,000,000","-36,000,000","-38,000,000","-36,000,000","-28,000,000","-13,000,000","-21,000,000","-26,000,000","-25,000,000","-22,000,000","-23,000,000","-24,000,000","-28,000,000","-34,000,000","-26,000,000","-26,000,000","-31,000,000","-29,000,000","-42,000,000","-37,000,000","-34,000,000","-37,000,000","-42,000,000","-37,000,000","-41,000,000","-41,000,000","-29,000,000","-22,000,000","-19,000,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,600,000,000","645,000,000","385,000,000","490,000,000","80,000,000","-202,000,000","240,000,000","-171,000,000","112,000,000","421,000,000","627,000,000","416,000,000","529,000,000","573,000,000","654,000,000","881,000,000","577,000,000","1,251,000,000","653,000,000","665,000,000","555,000,000","458,000,000","186,000,000","401,000,000","373,000,000","330,000,000","352,000,000","397,000,000","343,000,000","308,000,000","319,000,000","315,000,000","261,000,000","242,000,000","251,000,000","292,000,000","232,000,000","312,000,000","251,000,000","251,000,000","243,000,000","180,000,000","249,000,000","-160,000,000","238,000,000","193,000,000","160,000,000","169,000,000","228,000,000","174,000,000","208,000,000","-652,000,000","107,000,000","37,000,000","129,000,000","203,000,000","313,000,000","195,000,000","504,000,000","183,000,000","300,000,000","201,000,000","305,000,000","229,000,000","234,000,000","-1,919,000,000","221,000,000","135,000,000","41,000,000","158,000,000","109,000,000","99,000,000","118,000,000","151,000,000","108,000,000","102,000,000","109,000,000","58,000,000","102,000,000","86,000,000","129,000,000","118,000,000","-62,000,000","165,000,000","210,000,000","196,000,000","226,000,000","187,000,000","222,000,000","167,000,000","156,000,000","158,000,000","188,000,000","164,000,000","187,000,000","139,000,000","162,000,000","138,000,000"
EBITDA,"1,895,000,000"
ReconciledCostOfRevenue,"10,981,000,000","3,525,000,000","3,100,000,000","2,405,000,000","1,951,000,000","1,746,000,000","1,769,000,000","1,341,000,000","4,124,000,000","4,687,000,000","4,380,000,000","4,423,000,000","4,203,000,000","4,392,000,000","4,181,000,000","4,301,000,000","4,152,000,000","4,915,000,000","4,736,000,000","4,843,000,000","4,698,000,000","4,574,000,000","3,346,000,000","3,315,000,000","3,211,000,000","3,176,000,000","3,059,000,000","3,136,000,000","2,992,000,000","3,056,000,000","2,957,000,000","2,962,000,000","2,855,000,000","2,781,000,000","2,748,000,000","2,805,000,000","2,736,000,000","3,242,000,000","2,384,000,000","2,384,000,000","2,373,000,000","2,230,000,000","3,192,000,000","2,838,000,000","2,581,000,000","2,428,000,000","3,169,000,000","2,332,000,000","2,403,000,000","2,312,000,000","2,943,000,000","2,210,000,000","2,283,000,000","2,237,000,000","3,385,000,000","2,593,000,000","2,688,000,000","2,590,000,000","3,082,000,000","2,693,000,000","2,703,000,000","2,556,000,000","3,319,000,000","2,325,000,000","2,476,000,000","2,352,000,000","3,224,000,000","2,430,000,000","2,336,000,000","2,252,000,000","3,069,000,000","1,961,000,000","2,157,000,000","1,969,000,000","2,319,000,000","1,964,000,000","1,905,000,000","1,926,000,000","874,000,000","2,343,000,000","2,434,000,000","2,217,000,000","2,815,000,000","2,195,000,000","2,211,000,000","2,235,000,000","2,829,000,000","2,040,000,000","2,098,000,000","1,933,000,000","2,515,000,000","1,773,000,000","1,790,000,000","1,669,000,000","704,000,000","2,068,000,000","2,321,000,000","1,999,000,000"
ReconciledDepreciation,"295,000,000","73,000,000","85,000,000","68,000,000","69,000,000","109,000,000","101,000,000","93,000,000","175,000,000","196,000,000","68,000,000","71,000,000","68,000,000","76,000,000","65,000,000","70,000,000","73,000,000","72,000,000","68,000,000","85,000,000","65,000,000","71,000,000","36,000,000","30,000,000","31,000,000","32,000,000","31,000,000","32,000,000","44,000,000","32,000,000","33,000,000","47,000,000","36,000,000","14,000,000","39,000,000","37,000,000","37,000,000","45,000,000","33,000,000",,"38,000,000","29,000,000","52,000,000","40,000,000","41,000,000","35,000,000","57,000,000","40,000,000","42,000,000","39,000,000","61,000,000","43,000,000","42,000,000","39,000,000","60,000,000","43,000,000","46,000,000","41,000,000","63,000,000","43,000,000","46,000,000","45,000,000","62,000,000","44,000,000","42,000,000","40,000,000","58,000,000","53,000,000","36,000,000","37,000,000","51,000,000","39,000,000","37,000,000","39,000,000","55,000,000","37,000,000","34,000,000","34,000,000","59,000,000","42,000,000","47,000,000","39,000,000","75,000,000","51,000,000","50,000,000","46,000,000","61,000,000","47,000,000","46,000,000","41,000,000","59,000,000","34,000,000","36,000,000","33,000,000","47,000,000","31,000,000","32,000,000","30,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,099,000,000","468,000,000","220,000,000","422,000,000","-11,000,000","-164,000,000","100,000,000","-234,000,000","31,000,000","279,000,000","387,000,000","232,000,000","375,000,000","416,000,000","483,000,000","610,000,000","398,000,000","201,000,000","392,000,000","414,000,000","365,000,000","244,000,000","70,000,000","247,000,000","219,000,000","202,000,000","210,000,000","240,000,000","207,000,000","197,000,000","192,000,000","192,000,000","172,000,000","151,000,000","160,000,000","179,000,000","136,000,000","181,000,000","143,000,000","143,000,000","143,000,000","104,000,000","141,000,000","-179,000,000","135,000,000","101,000,000","173,000,000","83,000,000","119,000,000","83,000,000","106,000,000","-466,000,000","37,000,000","-23,000,000","-10,000,000","94,000,000","153,000,000","122,000,000","177,000,000","131,000,000","207,000,000","182,000,000","220,000,000","141,000,000","186,000,000","170,000,000","237,000,000","148,000,000","138,000,000","145,000,000","188,000,000","132,000,000","160,000,000","114,000,000","170,000,000","93,000,000","126,000,000","87,000,000","125,000,000","103,000,000","129,000,000","82,000,000","-116,000,000","101,000,000","130,000,000","121,000,000","149,000,000","110,000,000","126,000,000","94,000,000","90,000,000","96,000,000","114,000,000","100,000,000","114,000,000","86,000,000","101,000,000","89,000,000"
TotalUnusualItemsExcludingGoodwill,"-172,000,000","0","-168,000,000","-3,000,000","-1,000,000","-262,000,000","-1,000,000","-6,000,000","2,000,000","53,000,000","-9,000,000","-173,000,000","-9,000,000","-91,000,000","-12,000,000","-18,000,000","-34,000,000","-59,000,000","-28,000,000","-21,000,000","-51,000,000","-136,000,000","-228,000,000","0",,"7,000,000","0","20,000,000","0","4,000,000","1,000,000","3,000,000","0","-3,000,000","1,000,000","10,000,000","3,000,000","2,000,000","36,000,000","36,000,000","3,000,000","2,000,000","-9,000,000","-16,000,000","3,000,000","2,000,000","28,000,000","3,000,000","2,000,000","0","40,000,000","-762,000,000","-31,000,000","-19,000,000","-38,000,000","7,000,000","9,000,000","5,000,000","51,000,000","27,000,000","-4,000,000","20,000,000","1,000,000","13,000,000","49,000,000","36,000,000","120,000,000","22,000,000","63,000,000","-16,000,000","63,000,000","43,000,000","45,000,000","7,000,000","106,000,000","-1,000,000","-1,000,000","-5,000,000",,,,,,,,,,,,,,,"6,000,000","7,000,000","11,000,000","7,000,000","8,000,000","10,000,000"
TotalUnusualItems,"-172,000,000","0","-168,000,000","-3,000,000","-1,000,000","-262,000,000","-1,000,000","-6,000,000","2,000,000","53,000,000","-9,000,000","-173,000,000","-9,000,000","-91,000,000","-12,000,000","-18,000,000","-34,000,000","-59,000,000","-28,000,000","-21,000,000","-51,000,000","-136,000,000","-228,000,000","0",,"7,000,000","0","20,000,000","0","4,000,000","1,000,000","3,000,000","0","-3,000,000","1,000,000","10,000,000","3,000,000","2,000,000","36,000,000","36,000,000","3,000,000","2,000,000","-9,000,000","-16,000,000","3,000,000","2,000,000","28,000,000","3,000,000","2,000,000","0","40,000,000","-762,000,000","-31,000,000","-19,000,000","-38,000,000","7,000,000","9,000,000","5,000,000","51,000,000","27,000,000","-4,000,000","20,000,000","1,000,000","13,000,000","49,000,000","36,000,000","120,000,000","22,000,000","63,000,000","-16,000,000","63,000,000","43,000,000","45,000,000","7,000,000","106,000,000","-1,000,000","-1,000,000","-5,000,000",,,,,,,,,,,,,,,"6,000,000","7,000,000","11,000,000","7,000,000","8,000,000","10,000,000"
NormalizedEBITDA,"2,067,000,000","718,000,000","638,000,000","561,000,000","150,000,000","169,000,000","342,000,000","-72,000,000","285,000,000","564,000,000","704,000,000","660,000,000","606,000,000","740,000,000","731,000,000","969,000,000","684,000,000","1,382,000,000","749,000,000","771,000,000","671,000,000","665,000,000","450,000,000","431,000,000","404,000,000","362,000,000","383,000,000","429,000,000","387,000,000","340,000,000","351,000,000","359,000,000","297,000,000","256,000,000","290,000,000","329,000,000","269,000,000","355,000,000","248,000,000","251,000,000","278,000,000","209,000,000","310,000,000","-104,000,000","276,000,000","228,000,000","217,000,000","209,000,000","268,000,000","213,000,000","229,000,000","153,000,000","180,000,000","95,000,000","227,000,000","239,000,000","350,000,000","231,000,000","516,000,000","199,000,000","350,000,000","226,000,000","366,000,000","260,000,000","227,000,000","-1,915,000,000","159,000,000","166,000,000","14,000,000","211,000,000","97,000,000","95,000,000","110,000,000","183,000,000","57,000,000","140,000,000","144,000,000","97,000,000","161,000,000","128,000,000","176,000,000","157,000,000","13,000,000","216,000,000","260,000,000","242,000,000","287,000,000","234,000,000","268,000,000","208,000,000","215,000,000","192,000,000","218,000,000","190,000,000","223,000,000","163,000,000","186,000,000","158,000,000"
