name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalRevenue,"29,697,844,000","7,709,318,000","7,483,467,000","7,341,777,000","7,163,282,000","6,644,442,000","6,435,637,000","6,148,286,000","5,767,691,000","5,467,434,000","5,244,905,000","4,923,116,000","4,520,992,000","4,186,841,000","3,999,374,000","3,907,270,000","3,700,856,000","3,285,755,000","2,984,859,000","2,785,464,000","2,636,635,000","2,477,541,000","2,290,188,000","2,105,204,000","1,957,736,000","1,823,333,000","1,738,355,000","1,644,694,000","1,573,129,000","1,484,728,000","1,409,432,000","1,340,407,000","1,270,089,000","1,175,230,000","1,105,999,000","1,069,372,000","1,023,961,000","945,239,000","905,089,000","889,163,000","869,791,000","875,575,000","821,839,000","788,610,000","718,553,000","595,922,000","553,219,000","519,819,000","493,665,000","444,542,000","423,120,000","408,509,000","394,098,000","359,595,000","341,269,000","337,614,000","326,183,000","302,355,000","293,972,000","303,693,000","305,320,000","277,233,000","255,950,000","239,351,000","224,126,000","189,259,000","174,317,000","164,497,000","154,140,000","143,893,000","141,644,000","120,321,000","100,370,000","81,185,000","72,202,000","63,187,000","55,669,000","45,188,000","40,731,000","36,360,000","30,527,000"
	OperatingRevenue,"29,697,844,000","7,709,318,000","7,483,467,000","7,341,777,000","7,163,282,000","6,644,442,000","6,435,637,000","6,148,286,000","5,767,691,000","5,467,434,000","5,244,905,000","4,923,116,000","4,520,992,000","4,186,841,000","3,999,374,000","3,907,270,000","3,700,856,000","3,285,755,000","2,984,859,000","2,785,464,000","2,636,635,000","2,477,541,000","2,290,188,000","2,105,204,000","1,957,736,000","1,823,333,000","1,738,355,000","1,644,694,000","1,573,129,000","1,484,728,000","1,409,432,000","1,340,407,000","1,270,089,000","1,175,230,000","1,105,999,000","1,069,372,000","1,023,961,000","945,239,000","905,089,000","889,163,000","869,791,000","875,575,000","821,839,000","788,610,000","718,553,000","595,922,000","553,219,000","519,819,000","493,665,000","444,542,000","423,120,000","408,509,000","394,098,000","359,595,000","341,269,000","337,614,000","326,183,000","302,355,000","293,972,000","303,693,000","305,320,000","277,233,000","255,950,000","239,351,000","224,126,000","189,259,000","174,317,000","164,497,000","154,140,000","143,893,000","141,644,000","120,321,000","100,370,000","81,185,000","72,202,000","63,187,000","55,669,000","45,188,000","40,731,000","36,360,000","30,527,000"
CostOfRevenue,"17,332,683,000","5,239,575,000","4,206,589,000","4,018,008,000","3,868,511,000","4,165,160,000","3,867,751,000","3,643,707,000","3,599,701,000","3,466,023,000","3,097,919,000","3,005,657,000","2,870,614,000","3,069,250,000","2,412,346,000","2,289,867,000","2,196,075,000","2,107,354,000","1,992,980,000","1,902,308,000","1,657,024,000","1,654,419,000","1,532,844,000","1,473,098,000","1,369,540,000","1,249,365,000","1,173,958,000","1,121,752,000","1,046,401,000","1,014,332,000","954,394,000","914,848,000","869,186,000","811,849,000","791,019,000","753,525,000","726,863,000","695,867,000","662,638,000","643,428,000","623,933,000","575,155,000","536,617,000","489,978,000","438,151,000","390,790,000","344,469,000","314,934,000","307,162,000","275,486,000","275,274,000","269,243,000","259,268,000","232,846,000","224,496,000","230,087,000","222,805,000","200,050,000","194,453,000","196,693,000","194,972,000","169,348,000","158,793,000","150,579,000","148,265,000","170,187,000","99,067,000","100,311,000","94,985,000","78,442,000","71,601,000","69,788,000","56,627,000","44,464,000","38,648,000","35,241,000","30,007,000","23,390,000","21,496,000","18,092,000","15,158,000"
GrossProfit,"12,365,161,000","2,469,743,000","3,276,878,000","3,323,769,000","3,294,771,000","2,479,282,000","2,567,886,000","2,504,579,000","2,167,990,000","2,001,411,000","2,146,986,000","1,917,459,000","1,650,378,000","1,117,591,000","1,587,028,000","1,617,403,000","1,504,781,000","1,178,401,000","991,879,000","883,156,000","979,611,000","823,122,000","757,344,000","632,106,000","588,196,000","573,968,000","564,397,000","522,942,000","526,728,000","470,396,000","455,038,000","425,559,000","400,903,000","363,381,000","314,980,000","315,847,000","297,098,000","249,372,000","242,451,000","245,735,000","245,858,000","300,420,000","285,222,000","298,632,000","280,402,000","205,132,000","208,750,000","204,885,000","186,503,000","169,056,000","147,846,000","139,266,000","134,830,000","126,749,000","116,773,000","107,527,000","103,378,000","102,305,000","99,519,000","107,000,000","110,348,000","107,885,000","97,157,000","88,772,000","75,861,000","19,072,000","75,250,000","64,186,000","59,155,000","65,451,000","70,043,000","50,533,000","43,743,000","36,721,000","33,554,000","27,946,000","25,662,000","21,798,000","19,235,000","18,268,000","15,369,000"
OperatingExpense,"6,170,652,000","1,837,973,000","1,521,625,000","1,476,139,000","1,334,915,000","1,525,040,000","1,253,023,000","1,146,651,000","1,209,734,000","1,542,899,000","1,166,747,000","1,211,040,000","1,191,294,000","901,824,000","1,106,360,000","1,155,190,000","1,058,203,000","933,098,000","783,252,000","755,349,000","722,669,000","669,188,000","651,308,000","561,736,000","538,743,000","514,074,000","490,756,000","448,107,000","429,272,000","405,350,000","344,631,000","295,959,000","303,308,000","281,093,000","257,860,000","258,730,000","265,276,000","229,734,000","226,316,000","229,581,000","247,793,000","238,548,000","188,380,000","183,518,000","178,162,000","132,773,000","139,249,000","127,543,000","129,811,000","115,707,000","98,509,000","86,484,000","99,456,000","88,828,000","82,699,000","73,326,000","88,435,000","82,184,000","77,967,000","68,727,000","99,133,000","89,197,000","80,102,000","65,284,000","71,079,000","16,274,000","69,730,000","59,732,000","68,938,000","60,762,000","51,645,000","47,916,000","50,093,000","35,188,000","30,698,000","25,098,000","30,573,000","24,599,000","21,510,000","20,810,000","19,423,000"
	SellingGeneralAndAdministration,"3,896,767,000","1,190,503,000","957,738,000","938,818,000","809,708,000","1,038,104,000","799,221,000","711,606,000","755,917,000","1,133,523,000","786,971,000","827,807,000","818,530,000","624,979,000","779,334,000","837,977,000","757,473,000","659,747,000","528,016,000","488,266,000","465,561,000","443,997,000","435,209,000","354,436,000","335,235,000","333,215,000","318,994,000","293,046,000","286,166,000","279,474,000","223,678,000","180,777,000","192,998,000","182,965,000","162,320,000","165,604,000","173,301,000","147,595,000","143,795,000","148,034,000","164,992,000","157,765,000","118,900,000","125,653,000","127,257,000","81,957,000","97,141,000","91,652,000","92,412,000","84,239,000","70,099,000","59,483,000","75,256,000","66,379,000","60,959,000","53,403,000","68,752,000","65,323,000","62,061,000","59,102,000","84,326,000","77,300,000","69,315,000","53,804,000","61,260,000","13,488,000","60,775,000","52,219,000","61,783,000","54,872,000","45,320,000","42,264,000","45,054,000","30,348,000","25,960,000","20,975,000","26,390,000","20,639,000","17,544,000","17,292,000","16,242,000"
		GeneralAndAdministrativeExpense,"1,351,621,000","397,790,000","321,790,000","334,845,000","297,196,000","275,539,000","271,624,000","277,236,000","252,087,000","254,586,000","233,174,000","224,657,000","201,952,000","-303,219,000","344,065,000","311,197,000","278,251,000","239,808,000","215,526,000","213,943,000","194,291,000","159,001,000","153,166,000","138,407,000","127,225,000","109,042,000","110,892,000","95,906,000","91,489,000","75,803,000","78,024,000","60,014,000","55,900,000","46,120,000","46,211,000","43,844,000","44,126,000","30,223,000","30,562,000","29,810,000","29,092,000","43,477,000","29,792,000","30,670,000","22,998,000","19,108,000","15,903,000","17,119,000","17,193,000","13,524,000","11,543,000","13,252,000","13,014,000",,,,,,,,,,,,"8,292,000",,,,,,,,,,,,,,,,
			OtherGandA,"1,351,621,000","397,790,000","321,790,000","334,845,000","297,196,000","275,539,000","271,624,000","277,236,000","252,087,000","254,586,000","233,174,000","224,657,000","201,952,000","-303,219,000","344,065,000","311,197,000","278,251,000","239,808,000","215,526,000","213,943,000","194,291,000","159,001,000","153,166,000","138,407,000","127,225,000","109,042,000","110,892,000","95,906,000","91,489,000","75,803,000","78,024,000","60,014,000","55,900,000","46,120,000","46,211,000","43,844,000","44,126,000","30,223,000","30,562,000","29,810,000","29,092,000","43,477,000","29,792,000","30,670,000","22,998,000","19,108,000","15,903,000","17,119,000","17,193,000","13,524,000","11,543,000","13,252,000","13,014,000",,,,,,,,,,,,"8,292,000",,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"2,545,146,000","792,713,000","635,948,000","603,973,000","512,512,000","762,565,000","527,597,000","434,370,000","503,830,000","878,937,000","553,797,000","603,150,000","616,578,000","928,198,000","435,269,000","526,780,000","479,222,000","419,939,000","312,490,000","274,323,000","271,270,000","284,996,000","282,043,000","216,029,000","208,010,000","224,173,000","208,102,000","197,140,000","194,677,000","203,671,000","145,654,000","120,763,000","137,098,000","136,845,000","116,109,000","121,760,000","129,175,000","117,372,000","113,233,000","118,224,000","135,900,000","114,288,000","89,108,000","94,983,000","104,259,000","62,849,000","81,238,000","74,533,000","75,219,000","70,715,000","58,556,000","46,231,000","62,242,000",,,,,,,,,,,,"52,968,000",,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"2,273,885,000","647,470,000","563,887,000","537,321,000","525,207,000","486,936,000","453,802,000","435,045,000","453,817,000","409,376,000","379,776,000","383,233,000","372,764,000","276,845,000","327,026,000","317,213,000","300,730,000","273,351,000","255,236,000","267,083,000","257,108,000","225,191,000","216,099,000","207,300,000","203,508,000","180,859,000","171,762,000","155,061,000","143,106,000","125,876,000","120,953,000","115,182,000","110,310,000","98,128,000","95,540,000","93,126,000","91,975,000","82,139,000","82,521,000","81,547,000","82,801,000","80,783,000","69,480,000","57,865,000","50,905,000","45,959,000","42,108,000","37,863,000","37,399,000","33,209,000","30,014,000","27,119,000","24,200,000","24,052,000","23,368,000","22,186,000","20,516,000","18,557,000","18,216,000","18,907,000","15,715,000","13,201,000","11,929,000","12,043,000","11,206,000","4,773,000","8,955,000","7,513,000","7,155,000","5,890,000","6,325,000","5,652,000","5,039,000","4,840,000","4,738,000","4,123,000","4,183,000","3,960,000","3,966,000","3,518,000","3,181,000"
