name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
		RestructuringAndMergernAcquisition,"14,741,000","1,673,000","2,910,000","4,632,000","5,526,000","3,595,000","7,109,000","6,054,000","6,627,000","3,122,000","3,281,000","6,608,000","6,671,000","7,465,000","4,720,000","7,303,000","6,685,000","9,618,000","-16,343,000","7,073,000","7,356,000","7,139,000","8,012,000","2,271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,"123,000",,"-566,000","-73,000","107,000",,"13,000",,"201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,"0",,"751,000","54,130,000",,,,,,,,,"0",,,"265,000","18,156,000","1,491,000","9,771,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-36,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"10,647,000","5,716,000","1,948,000","4,390,000","-1,407,000","4,810,000","4,917,000","4,817,000","8,662,000","15,848,000","11,961,000","15,000,000","9,373,000","11,279,000","10,211,000","5,808,000","4,462,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"570,444,000","120,020,000","209,469,000","171,633,000","69,322,000","168,102,000","-3,508,000","307,264,000","-704,076,000","126,004,000","148,019,000","108,671,000","104,097,000","70,717,000","30,976,000","54,008,000","-40,354,000","-148,277,000","43,354,000","-9,384,000","-197,983,000","9,445,000","38,302,000","35,210,000","24,447,000","55,688,000","-39,573,000","9,430,000","-17,992,000","-37,200,000","59,365,000","-36,803,000","-33,908,000","-42,734,000","-21,988,000","-2,500,000","-15,626,000","18,860,000","-21,684,000","4,104,000","-45,426,000",,"-53,078,000","-51,870,000","-26,512,000",,"-32,359,000","3,375,000","-35,402,000",,,,,,,,"-40,157,000",,,,"-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-28,107,000","-30,207,000","-25,310,000","-20,284,000","-36,147,000","-25,976,000","-63,501,000","-37,715,000","-40,981,000","-42,822,000","-26,659,000","-55,524,000","-67,275,000","-38,111,000","-17,241,000","-13,138,000","-144,980,000","-17,602,000","-9,666,000","-14,722,000",,,,,,,,,"1,800,000","-6,100,000","6,000,000","4,200,000","4,600,000","3,200,000","2,000,000","1,100,000",,,,,,,,,,,,,,
TaxProvision,"-378,137,000","-443,831,000","27,730,000","22,177,000","15,787,000","18,252,000","11,695,000","16,966,000","16,566,000","14,999,000","19,748,000","3,353,000","1,785,000","1,654,000","1,800,000","1,614,000","786,000","1,352,000","7,300,000","3,100,000","-10,900,000","572,000","1,425,000","785,000","400,000","512,000","9,000","136,000","367,000","-257,000","72,000","70,000","49,000","137,000","49,000","71,000","43,000","81,000","26,000","67,000","0",,"0","0","0",,"-658,000","331,000","327,000",,,,,,,,,,,,,,,,,"-396,000",,"-156,000",,"226,000",,"99,000","128,000","-214,000","190,000","241,000","260,000","217,000","300,000","300,000","303,000","225,000","225,000","225,000","255,000",,,,,,,,,"300,000","700,000","800,000","600,000","200,000","200,000","100,000","100,000",,,,,,,,,,,,,,
NetIncomeCommonStockholders,"948,581,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000","128,271,000","105,318,000","102,312,000","69,063,000","29,176,000","52,394,000","-41,140,000","-149,629,000","36,054,000","-12,484,000","-187,083,000","8,873,000","36,877,000","34,425,000","24,047,000","55,176,000","-39,582,000","9,294,000","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,957,000","-42,871,000","-22,037,000","-2,571,000","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","3,044,000","-35,729,000","-88,442,000","-43,357,000","-40,035,000","-40,036,000","-48,405,000","-44,794,000","-45,563,000","-40,157,000","-21,801,000","-24,494,000","-18,439,000","-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-27,556,000","-30,210,000","-25,145,000","-20,131,000","-37,526,000","-25,976,000","-63,600,000","-37,715,000","-40,767,000","-43,012,000","-26,900,000","-55,784,000","-67,492,000","-38,411,000","-17,541,000","-13,441,000","-145,205,000","-17,827,000","-9,891,000","-10,312,000","-7,370,000","-7,598,000","-6,590,000","-8,177,000","-6,400,000","-11,100,000","-7,400,000","-1,900,000","1,500,000","-6,800,000","5,200,000","3,600,000","4,400,000","3,000,000","1,900,000","1,000,000","200,000","-3,400,000","-1,600,000","-2,000,000","-2,200,000","-3,000,000","-2,900,000","-2,000,000","-3,800,000","-3,100,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
	NetIncome,"948,581,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000","128,271,000","105,318,000","102,312,000","69,063,000","29,176,000","52,394,000","-41,140,000","-149,629,000","36,054,000","-12,484,000","-187,083,000","8,873,000","36,877,000","34,425,000","24,047,000","55,176,000","-39,582,000","9,294,000","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,957,000","-42,871,000","-22,037,000","-2,571,000","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","3,044,000","-35,729,000","-88,442,000","-43,357,000","-40,035,000","-40,036,000","-48,405,000","-44,794,000","-45,563,000","-40,157,000","-21,801,000","-24,494,000","-18,439,000","-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-27,556,000","-30,210,000","-25,145,000","-20,131,000","-37,526,000","-25,976,000","-63,600,000","-37,715,000","-40,767,000","-43,012,000","-26,900,000","-55,784,000","-67,492,000","-38,411,000","-17,541,000","-13,441,000","-145,205,000","-17,827,000","-9,891,000","-10,312,000","-7,370,000","-7,598,000","-6,590,000","-8,177,000","-6,400,000","-11,100,000","-7,400,000","-1,900,000","1,500,000","-6,800,000","5,200,000","3,600,000","4,400,000","3,000,000","1,900,000","1,000,000","200,000","-3,400,000","-1,600,000","-2,000,000","-2,200,000","-3,000,000","-2,900,000","-2,000,000","-3,800,000","-3,100,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
		NetIncomeIncludingNoncontrollingInterests,"948,581,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000","128,271,000","105,318,000","102,312,000","69,063,000","29,176,000","52,394,000","-41,140,000","-149,629,000","36,054,000","-12,484,000","-187,083,000","8,873,000","36,877,000","34,425,000","24,047,000","55,176,000","-39,582,000","9,294,000","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,957,000","-42,871,000","-22,037,000","-2,571,000","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","3,044,000","-35,729,000","-88,442,000","-43,357,000","-40,035,000","-40,036,000","-48,405,000","-44,794,000","-45,563,000","-40,157,000","-21,801,000","-24,494,000","-18,439,000","-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-27,556,000","-30,210,000","-25,145,000","-20,131,000","-37,526,000","-25,976,000","-63,600,000","-37,715,000","-40,767,000","-43,012,000","-26,900,000","-55,784,000","-67,492,000","-38,411,000","-17,541,000","-13,441,000","-145,205,000","-17,827,000","-9,891,000","-10,312,000","-7,370,000","-7,598,000","-6,590,000","-8,177,000","-6,400,000","-11,100,000","-7,400,000","-1,900,000","1,500,000","-6,800,000","5,200,000","3,600,000","4,400,000","3,000,000","1,900,000","1,000,000","200,000","-3,400,000","-1,600,000","-2,000,000","-2,200,000","-3,000,000","-2,900,000","-2,000,000","-3,800,000","-3,100,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
			NetIncomeContinuousOperations,"948,581,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000","128,271,000","105,318,000","102,312,000","69,063,000","29,176,000","52,394,000","-41,140,000","-149,629,000","36,054,000","-12,484,000","-187,083,000","8,873,000","36,877,000","34,425,000","24,047,000","55,176,000","-39,582,000","9,294,000","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,957,000","-42,871,000","-22,037,000","-2,571,000","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","3,044,000","-35,729,000","-88,442,000","-43,357,000","-40,035,000","-40,036,000","-48,405,000","-44,794,000","-45,563,000","-40,157,000","-21,801,000","-24,494,000","-18,439,000","-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-27,711,000","-30,207,000","-25,154,000","-20,284,000","-36,373,000","-25,976,000","-63,600,000","-37,715,000","-40,767,000","-43,012,000","-26,900,000","-55,784,000","-67,492,000","-38,411,000","-17,541,000","-13,441,000","-145,205,000","-17,827,000","-9,891,000","-14,977,000","-10,507,000","-7,598,000","-6,590,000","-8,177,000","-6,400,000","-11,100,000","-7,400,000","-1,900,000","1,500,000","-6,800,000","5,200,000","3,600,000","4,400,000","3,000,000","1,900,000","1,000,000","200,000","-3,400,000","-1,600,000","-2,000,000","-2,200,000","-3,000,000","-2,900,000","-2,000,000","-3,800,000","-3,100,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,000","-3,000","9,000","153,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,279,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"2,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"948,581,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000","128,271,000","105,318,000","102,312,000","69,063,000","29,176,000","52,394,000","-41,140,000","-149,629,000","36,054,000","-12,484,000","-187,083,000","8,873,000","36,877,000","34,425,000","24,047,000","55,176,000","-39,582,000","9,294,000","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,957,000","-42,871,000","-22,037,000","-2,571,000","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","3,044,000","-35,729,000","-88,442,000","-43,357,000","-40,035,000","-40,036,000","-48,405,000","-44,794,000","-45,563,000","-40,157,000","-21,801,000","-24,494,000","-18,439,000","-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-27,556,000","-30,210,000","-25,145,000","-20,131,000","-37,526,000","-25,976,000","-63,600,000","-37,715,000","-40,767,000","-43,012,000","-26,900,000","-55,784,000","-67,492,000","-38,411,000","-17,541,000","-13,441,000","-145,205,000","-17,827,000","-9,891,000","-10,312,000","-7,370,000","-7,598,000","-6,590,000","-8,177,000","-6,400,000","-11,100,000","-7,400,000","-1,900,000","1,500,000","-6,800,000","5,200,000","3,600,000","4,400,000","3,000,000","1,900,000","1,000,000","200,000","-3,400,000","-1,600,000","-2,000,000","-2,200,000","-3,000,000","-2,900,000","-2,000,000","-3,800,000","-3,100,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
BasicEPS,,"2.55","0.82","0.68","0.24","0.68","-0.07","1.33","-3.33","0.51","0.6","0.49","0.48","0.32","0.14","0.25","-0.19","-0.71","0.17","-0.06","-0.96","0.05","0.2","0.18","0.13","0.3","-0.22","0.05","-0.11","-0.22","0.35","-0.22","-0.21","-0.26","-0.14","-0.02","-0.12","0.14","-0.17","0.03","-0.36",,"-0.42","-0.41","-0.21",,"-0.26","0.03","-0.3",,"-0.44","-0.41","-0.41",,"-0.48","-0.54","-0.47",,"-0.29","-0.22","-0.26",,"-0.19","-0.24","-0.21",,"-0.36","-0.3","-0.24",,"-0.35","-0.87","-0.52",,"-0.6","-0.37","-0.81",,"-0.57","-0.26","-0.2",,"-0.27","-0.15","-0.16",,"-0.12","-0.105","-0.135",,"-0.2","-0.13","-0.04",,"-0.13","0.1","0.07",,"0.06","0.05","0.03",,"-0.09","-0.04","-0.05",,"-0.1","-0.09","-0.07",,"0.11","-0.1","-0.09",,"-0.68"
DilutedEPS,,"2.54","0.82","0.67","0.24","0.68","-0.07","1.32","-3.33","0.51","0.59","0.48","0.47","0.32","0.14","0.24","-0.19","-0.71","0.17","-0.06","-0.96","0.05","0.19","0.18","0.12","0.29","-0.22","0.05","-0.11","-0.22","0.33","-0.22","-0.21","-0.26","-0.14","-0.02","-0.12","0.14","-0.17","0.03","-0.36",,"-0.42","-0.41","-0.21",,"-0.26","0.02","-0.3",,"-0.44","-0.41","-0.41",,"-0.48","-0.54","-0.47",,"-0.29","-0.22","-0.26",,"-0.19","-0.24","-0.21",,"-0.36","-0.3","-0.24",,"-0.35","-0.87","-0.52",,"-0.6","-0.37","-0.81",,"-0.57","-0.26","-0.2",,"-0.27","-0.15","-0.16",,"-0.12","-0.105","-0.135",,"-0.2","-0.13","-0.04",,"-0.13","0.09","0.06",,"0.06","0.05","0.03",,"-0.09","-0.04","-0.05",,"-0.1","-0.09","-0.07",,"0.11","-0.1","-0.09",,"-0.68"
BasicAverageShares,,"220,984,000","220,845,000","220,083,000","219,801,000","219,239,000","218,784,000","217,549,000","216,721,000","215,770,000","215,199,000","214,620,000","214,065,000","213,013,000","212,627,000","212,210,000","211,681,000","211,125,000","206,796,000","205,141,000","195,260,000","188,598,000","188,029,000","187,682,000","187,184,000","186,269,000","181,387,000","178,676,000","172,070,000","169,924,000","168,592,000","167,914,000","165,357,000","161,914,000","155,067,000","142,284,000","134,345,000","131,711,000","130,851,000","129,224,000","127,203,000",,"126,260,000","125,330,000","123,467,000",,"122,189,000","121,630,000","119,727,000",,"98,030,000","97,643,000","97,340,000",,"92,385,000","84,871,000","84,602,000",,"84,213,000","84,136,000","83,985,000",,"83,852,000","83,786,000","83,627,000",,"83,414,000","83,303,000","83,049,000",,"73,323,000","72,929,000","72,643,000",,"72,185,000","71,895,000","68,986,000",,"67,740,000","67,440,000","66,864,000",,"66,370,000","66,076,000","65,745,000",,"64,064,000","63,798,000","60,612,000",,"55,500,000","56,923,077","47,500,000",,"52,307,692","52,000,000","51,428,571",,"50,000,000","38,000,000","33,333,333",,"37,777,778","40,000,000","40,000,000",,"30,000,000","32,222,222","28,571,429",,"25,555,556","25,000,000","23,333,333",,"25,584,000"
DilutedAverageShares,,"221,989,000","222,248,000","222,250,000","221,876,000","221,228,000","218,784,000","220,434,000","216,721,000","218,542,000","217,791,000","217,483,000","217,061,000","216,042,000","215,964,000","215,103,000","211,681,000","211,125,000","212,610,000","205,141,000","195,260,000","195,187,000","194,265,000","193,015,000","192,625,000","193,367,000","181,387,000","186,493,000","172,070,000","169,924,000","189,046,000","167,914,000","165,357,000","161,914,000","155,067,000","142,284,000","134,345,000","139,118,000","130,851,000","137,969,000","127,203,000",,"126,260,000","125,330,000","123,467,000",,"122,189,000","128,291,000","119,727,000",,"98,030,000","97,643,000","97,340,000",,"92,385,000","84,871,000","84,602,000",,"84,213,000","84,136,000","83,985,000",,"83,852,000","83,786,000","83,627,000",,"83,414,000","83,303,000","83,049,000",,"73,323,000","72,929,000","72,643,000",,"72,185,000","71,895,000","68,986,000",,"67,740,000","67,440,000","66,864,000",,"66,370,000","66,076,000","65,745,000",,"64,064,000","63,798,000","60,612,000",,"55,500,000","56,923,077","47,500,000",,"52,307,692","57,777,778","60,000,000",,"50,000,000","38,000,000","33,333,333",,"37,777,778","40,000,000","40,000,000",,"30,000,000","32,222,222","28,571,429",,"25,555,556","25,000,000","23,333,333",,"25,584,000"
TotalOperatingIncomeAsReported,"585,777,000","110,734,000","235,410,000","140,836,000","98,797,000","164,229,000","5,326,000","230,773,000","-664,004,000","95,008,000","134,316,000","98,612,000","74,070,000","81,975,000","31,119,000","83,239,000","-67,110,000","-132,588,000","14,958,000","7,200,000","-133,304,000","42,079,000","22,292,000","44,589,000","36,039,000","65,078,000","-101,000","-7,394,000","-6,935,000","-25,624,000","69,943,000","-26,187,000","-22,935,000","-16,141,000","-13,183,000","17,319,000","-4,097,000","30,254,000","-10,138,000","15,219,000","-34,188,000","-44,139,000","-42,104,000","-41,114,000","-15,825,000","42,311,000","-22,056,000","13,624,000","-19,830,000","-41,221,000","-31,563,000","-32,738,000","-34,246,000","-42,667,000","-39,793,000","-40,703,000","-36,125,000","-27,435,000","-21,375,000","-16,187,000","-20,283,000","-19,559,000","-15,757,000","-19,180,000","-22,369,000","-26,594,000","-29,137,000","-27,060,000","-17,993,000","-34,093,000","-20,340,000","-60,943,000","-33,477,000","-38,035,000","-30,170,000","-26,818,000","-54,273,000","-18,770,000","-37,464,000","-22,777,000","-18,897,000","-14,376,000","-11,229,000","-17,695,000","-21,399,000","-17,051,000","-15,746,000","-14,392,000","-15,401,000","-6,800,000","-10,500,000","-7,700,000","-2,000,000","800,000","3,000,000","4,300,000","4,100,000","3,400,000","1,900,000","1,500,000","600,000","-200,000","-700,000","-2,200,000","-2,800,000","-2,500,000","-3,100,000","-3,100,000","-2,200,000","-4,300,000","-3,100,000","-2,400,000","-2,200,000","-1,300,000","-1,200,000"
TotalExpenses,"2,385,798,000","750,470,000","574,694,000","560,254,000","500,380,000","621,674,000","608,198,000","451,254,000","1,225,884,000","481,210,000","413,984,000","424,712,000","417,116,000","438,939,000","413,844,000","430,974,000","442,707,000","567,147,000","382,919,000","312,171,000","510,030,000","277,293,000","239,165,000","199,428,000","227,425,000","178,803,000","187,712,000","170,378,000","166,210,000","149,597,000","128,204,000","125,769,000","112,727,000","113,213,000","98,306,000","84,356,000","75,174,000","83,592,000","70,630,000","71,323,000","70,367,000","73,029,000","58,886,000","57,925,000","47,798,000","43,559,000","38,928,000","36,223,000","37,118,000","48,087,000","32,502,000","33,527,000","34,917,000","42,710,000","40,954,000","41,317,000","37,309,000","36,655,000","28,631,000","26,836,000","27,598,000","29,720,000","23,012,000","26,035,000","28,633,000","27,622,000","30,365,000","29,736,000","20,908,000","33,041,000","23,733,000","66,106,000","40,118,000","48,747,000","37,169,000","37,564,000","38,666,000","39,919,000","59,854,000","51,836,000","47,911,000","69,148,000","68,548,000","73,746,000","59,916,000","72,467,000","67,728,000","60,407,000","56,155,000","52,900,000","45,900,000","45,600,000","39,600,000","35,800,000","31,700,000","28,800,000","26,300,000","23,300,000","20,800,000","19,700,000","17,300,000","14,400,000","13,600,000","9,800,000","8,400,000","7,400,000","6,000,000","5,100,000","3,700,000","4,400,000","3,200,000","2,500,000","2,300,000","1,300,000","1,300,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"948,581,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000","128,271,000","105,318,000","102,312,000","69,063,000","29,176,000","52,394,000","-41,140,000","-149,629,000","36,054,000","-12,484,000","-187,083,000","8,873,000","36,877,000","34,425,000","24,047,000","55,176,000","-39,582,000","9,294,000","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,957,000","-42,871,000","-22,037,000","-2,571,000","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","3,044,000","-35,729,000","-88,442,000","-43,357,000","-40,035,000","-40,036,000","-48,405,000","-44,794,000","-45,563,000","-40,157,000","-21,801,000","-24,494,000","-18,439,000","-22,147,000","-20,503,000","-15,838,000","-20,520,000","-17,306,000","-27,556,000","-30,210,000","-25,145,000","-20,131,000","-37,526,000","-25,976,000","-63,600,000","-37,715,000","-40,767,000","-43,012,000","-26,900,000","-55,784,000","-67,492,000","-38,411,000","-17,541,000","-13,441,000","-145,205,000","-17,827,000","-9,891,000","-14,977,000","-10,507,000","-7,598,000","-6,590,000","-8,177,000","-6,400,000","-11,100,000","-7,400,000","-1,900,000","1,500,000","-6,800,000","5,200,000","3,600,000","4,400,000","3,000,000","1,900,000","1,000,000","200,000","-3,400,000","-1,600,000","-2,000,000","-2,200,000","-3,000,000","-2,900,000","-2,000,000","-3,800,000","-3,100,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
NormalizedIncome,"976,914,490","561,917,230","208,079,871.633","130,182,843.626","79,201,249.171","153,508,400.257","-372,320","227,734,427.437","-680,667,930","99,875,780.57","129,087,322.783","116,204,410.303","88,239,517.45","98,016,586.281","42,992,591.684","93,084,526.144","-52,815,620","-130,699,000","3,298,200.028","3,954,800","-123,488,217.115","37,898,842.35","21,194,021.226","37,480,328.742","26,948,732.319","55,637,715.558","-20,808,600","-17,488,095.016","-18,359,000","-36,943,000","59,293,000","-36,873,000","-33,784,750","-31,069,600","-21,067,850","3,780,150","-15,669,000","18,779,000","-21,710,000","4,037,000","-45,426,000","-55,079,000","-53,078,000","-51,870,000","-26,512,000","32,541,000","-31,701,000","2,915,926.519","-33,136,800","-65,913,650","-39,867,800","-40,035,000","-40,036,000","-47,970,800","-44,859,000","-46,159,700","-40,034,000","-21,719,750","-24,861,900","-18,486,450","-22,040,000","-28,438,000","-15,825,000","-17,585,000","-17,141,000","-27,694,239.513","-30,291,000","-25,167,913.71","-20,158,000","-36,382,600","-25,534,000","-63,553,800","-37,608,800","-25,284,274.151","-39,805,600","-26,790,800","-38,887,400","-44,027,200","-38,504,000","-17,512,800","-13,525,000","-67,216,400","-13,729,600","-10,995,600","-14,600,800","-10,507,000","-7,598,000","-6,590,000","-7,407,200","-5,680,000","-9,960,000","-7,580,000","-1,960,000","750,000","-1,280,000","3,640,000","3,600,000","2,965,217.391","1,781,250","1,425,000","545,454.545","-220,000","-1,840,000","-1,960,000","-2,420,000","-2,440,000","-3,120,000","-3,080,000","-2,180,000","-4,100,000","-3,160,000","-2,500,000","-2,100,000","-1,400,000","-1,400,000"
InterestIncome,,,,,,,,,,,,,,,,,,"6,616,000","5,555,000","4,125,000","1,204,000","594,000","1,188,000","1,137,000","1,492,000","1,289,000","3,026,000","1,144,000","1,630,000","940,000","885,000","790,000","735,000","495,000","385,000","245,000","199,000","371,000","27,000","315,000","52,000","213,000","45,000","132,000","72,000","1,311,000","212,000",,"195,000",,"105,000",,"548,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,908,000","752,000","439,000","358,000","359,000","428,000","544,000","600,000","602,000","607,000","597,000","316,000","335,000","355,000","405,000","398,000","385,000","373,000","204,000","384,000","5,939,000","9,470,000","9,479,000","9,662,000","10,134,000","10,213,000","11,209,000","11,494,000","12,687,000","12,516,000","11,463,000","11,406,000","11,443,000","8,932,000","7,699,000","10,293,000","11,728,000","11,765,000","11,573,000","11,430,000","11,290,000","11,153,000","11,019,000","10,888,000","10,759,000","10,637,000","10,515,000","10,391,000","11,779,000","12,612,000","6,531,000","7,297,000","6,338,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-1,908,000","-752,000","-439,000","-358,000","-359,000","-428,000","-544,000","-600,000","-602,000","-607,000","-597,000","-316,000","-335,000","-355,000","-405,000","-398,000","-385,000","6,243,000","5,351,000","3,741,000","-4,735,000","-8,876,000","-8,291,000","-8,525,000","-8,642,000","-8,924,000","-8,183,000","-10,350,000","-11,057,000","-11,576,000","-10,578,000","-10,616,000","-10,708,000","-8,437,000","-7,314,000","-10,048,000","-11,529,000","-11,394,000","-11,546,000","-11,115,000","-11,238,000","-10,940,000","-10,974,000","-10,756,000","-10,687,000","-9,326,000","-10,303,000","-10,391,000","-11,584,000","-12,562,000","-6,426,000","-7,297,000","-5,790,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"572,352,000","120,772,000","209,908,000","171,991,000","69,681,000","168,530,000","-2,964,000","307,864,000","-703,474,000","126,611,000","148,616,000","108,987,000","104,432,000","71,072,000","31,381,000","54,406,000","-39,969,000","-147,904,000","43,558,000","-9,000,000","-192,044,000","18,915,000","47,781,000","44,872,000","34,581,000","65,901,000","-28,364,000","20,924,000","-5,305,000","-24,684,000","70,828,000","-25,397,000","-22,465,000","-33,802,000","-14,289,000","7,793,000","-3,898,000","30,625,000","-10,111,000","15,534,000","-34,136,000","-44,388,000","-42,059,000","-40,982,000","-15,753,000","45,750,000","-21,844,000","13,766,000","-23,623,000","-41,221,000","-31,563,000","-32,738,000","-34,246,000","-41,772,000","-39,893,000","-40,703,000","-36,002,000","-26,903,000","-21,941,000","-16,260,000","-20,176,000","-22,664,000","-15,744,000","-19,180,000","-22,168,000","-26,594,000","-29,137,000","-27,060,000","-17,993,000","-34,093,000","-20,340,000","-60,943,000","-33,477,000","-38,449,000","-23,920,000","-26,528,000","-26,157,000","-18,770,000","-37,464,000","-22,777,000","-18,897,000","-14,376,000","-11,229,000","-17,695,000","-8,795,000","-17,051,000","-15,746,000","-14,392,000","-15,401,000","-6,800,000","-10,500,000","-7,700,000","-2,000,000","800,000","3,000,000","4,300,000","4,100,000","3,400,000","1,900,000","1,500,000","600,000","-200,000","-700,000","-2,200,000","-2,800,000","-2,500,000","-3,100,000","-3,100,000","-2,200,000","-4,300,000","-3,100,000","-2,400,000","-2,200,000","-1,300,000","-1,200,000"
EBITDA,"630,196,000"
