name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"3,930,000,000","951,000,000","1,092,000,000","999,000,000","888,000,000","923,000,000","1,079,000,000","931,000,000","844,000,000","902,000,000","1,013,000,000","882,000,000","813,000,000","850,000,000","976,000,000","853,000,000","761,000,000","821,000,000","936,000,000","844,000,000","756,000,000","802,000,000","930,000,000","827,000,000","743,000,000","782,595,000","896,206,000","782,121,000","698,078,000","731,378,000","846,169,000","759,159,000","681,946,000","712,260,000","829,196,000","724,265,000","636,137,000","680,913,000","831,815,000","745,607,000","618,554,000","623,716,000","766,450,000","674,248,000","610,936,000","664,384,000","786,946,000","671,223,000","588,053,000","597,837,000","679,956,000","612,740,000","550,170,000","568,551,000","672,193,000","589,369,000","506,815,000","553,554,000","553,554,000","553,554,000","553,554,000","523,267,000","523,267,000","523,267,000","523,267,000","483,457,000","424,014,000","384,740,000","363,626,000","394,956,000","363,878,000","316,427,000","332,297,000","364,125,000","346,409,000","307,759,000","310,857,000","353,600,000","319,000,000","237,000,000","253,300,000","282,500,000","256,000,000","226,000,000","236,900,000","266,000,000","237,900,000","213,400,000","220,200,000","247,600,000","228,600,000","198,200,000","198,300,000","223,000,000","200,700,000","180,800,000","187,600,000","209,800,000","195,100,000","177,700,000","181,900,000","200,200,000","179,900,000","155,500,000","160,700,000","176,300,000","168,600,000","152,900,000","155,700,000","176,100,000","159,200,000","142,100,000","145,300,000","152,500,000","142,700,000","130,200,000","129,700,000","141,700,000","135,200,000","121,000,000","124,900,000","144,300,000","127,400,000","115,300,000","117,100,000","133,800,000","122,600,000","109,900,000","113,800,000","129,300,000","118,400,000","105,000,000","104,700,000","116,500,000"
	OperatingRevenue,"3,930,000,000","951,000,000","1,092,000,000","999,000,000","888,000,000","923,000,000","1,079,000,000","931,000,000","844,000,000","902,000,000","1,013,000,000","882,000,000","813,000,000","850,000,000","976,000,000","853,000,000","761,000,000","821,000,000","936,000,000","844,000,000","756,000,000","802,000,000","930,000,000","827,000,000","743,000,000","782,595,000","896,206,000","782,121,000","698,078,000","731,378,000","846,169,000","759,159,000","681,946,000","712,260,000","829,196,000","724,265,000","636,137,000","680,913,000","831,815,000","745,607,000","618,554,000","623,716,000","766,450,000","674,248,000","610,936,000","664,384,000","786,946,000","671,223,000","588,053,000","597,837,000","679,956,000","612,740,000","550,170,000","568,551,000","672,193,000","589,369,000","506,815,000","553,554,000","553,554,000","553,554,000","553,554,000","523,267,000","523,267,000","523,267,000","523,267,000","483,457,000","424,014,000","384,740,000","363,626,000","394,956,000","363,878,000","316,427,000","332,297,000","364,125,000","346,409,000","307,759,000","310,857,000","353,600,000","319,000,000","237,000,000","253,300,000","282,500,000","256,000,000","226,000,000","236,900,000","266,000,000","237,900,000","213,400,000","220,200,000","247,600,000","228,600,000","198,200,000","198,300,000","223,000,000","200,700,000","180,800,000","187,600,000","209,800,000","195,100,000","177,700,000","181,900,000","200,200,000","179,900,000","155,500,000","160,700,000","176,300,000","168,600,000","152,900,000","155,700,000","176,100,000","159,200,000","142,100,000","145,300,000","152,500,000","142,700,000","130,200,000","129,700,000","141,700,000","135,200,000","121,000,000","124,900,000","144,300,000","127,400,000","115,300,000","117,100,000","133,800,000","122,600,000","109,900,000","113,800,000","129,300,000","118,400,000","105,000,000","104,700,000","116,500,000"
CostOfRevenue,"1,777,000,000","491,000,000","436,000,000","431,000,000","419,000,000","429,000,000","419,000,000","391,000,000","383,000,000","412,000,000","395,000,000","372,000,000","365,000,000","394,000,000","390,000,000","348,000,000","347,000,000","368,000,000","324,000,000","349,000,000","337,000,000","373,000,000","432,000,000","351,000,000","348,000,000","379,934,000","363,610,000","336,624,000","323,832,000","345,487,000","341,348,000","342,974,000","329,275,000","333,591,000","343,610,000","323,320,000","312,203,000","1,350,040,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,"242,955,000","222,299,000","209,252,000","186,360,000","166,890,000","160,476,000","150,823,000","145,791,000","148,215,000","154,270,000","144,358,000","139,163,000","146,400,000","130,100,000","108,100,000","115,100,000","113,000,000","108,800,000","100,200,000","108,500,000","111,400,000","103,300,000","98,300,000","103,500,000","109,700,000","106,400,000","98,500,000","103,000,000","104,100,000","97,000,000","92,600,000","95,200,000","100,000,000","94,700,000","95,100,000","95,600,000","93,100,000","86,100,000","81,100,000","85,100,000","85,100,000","83,700,000","80,400,000","85,500,000","81,100,000","77,500,000","74,300,000","73,000,000","75,000,000","74,700,000","72,000,000","75,800,000","73,500,000",,,,,,,,,,,,,,,,
GrossProfit,"2,153,000,000","460,000,000","656,000,000","568,000,000","469,000,000","494,000,000","660,000,000","540,000,000","461,000,000","490,000,000","618,000,000","510,000,000","448,000,000","456,000,000","586,000,000","505,000,000","414,000,000","453,000,000","612,000,000","495,000,000","419,000,000","429,000,000","498,000,000","476,000,000","395,000,000","402,661,000","532,596,000","445,497,000","374,246,000","385,891,000","504,821,000","416,185,000","352,671,000","378,669,000","485,586,000","400,945,000","323,934,000","-669,127,000","831,815,000","745,607,000","618,554,000","623,716,000","766,450,000","674,248,000","610,936,000","664,384,000","786,946,000","671,223,000","588,053,000","597,837,000","679,956,000","612,740,000","550,170,000",,,,,,,,,,,,,"240,502,000","201,715,000","175,488,000","177,266,000","228,066,000","203,402,000","165,604,000","186,506,000","215,910,000","192,139,000","163,401,000","171,694,000","207,200,000","188,900,000","128,900,000","138,200,000","169,500,000","147,200,000","125,800,000","128,400,000","154,600,000","134,600,000","115,100,000","116,700,000","137,900,000","122,200,000","99,700,000","95,300,000","118,900,000","103,700,000","88,200,000","92,400,000","109,800,000","100,400,000","82,600,000","86,300,000","107,100,000","93,800,000","74,400,000","75,600,000","91,200,000","84,900,000","72,500,000","70,200,000","95,000,000","81,700,000","67,800,000","72,300,000","77,500,000","68,000,000","58,200,000","53,900,000","68,200,000",,,,,,,,,,,,,,,,
OperatingExpense,"957,000,000","240,000,000","239,000,000","238,000,000","240,000,000","231,000,000","227,000,000","227,000,000","222,000,000","223,000,000","212,000,000","214,000,000","213,000,000","208,000,000","212,000,000","203,000,000","199,000,000","181,000,000","189,000,000","189,000,000","192,000,000","183,000,000","184,000,000","179,000,000","182,000,000","171,294,000","171,488,000","169,145,000","171,073,000","164,142,000","167,596,000","162,756,000","166,845,000","162,450,000","160,943,000","159,172,000","159,795,000","-835,908,000","504,206,000","475,188,000","459,229,000","446,230,000","486,768,000","473,060,000","465,795,000","512,296,000","512,991,000","475,240,000","461,988,000","460,456,000","465,550,000","455,548,000","435,540,000","445,357,000","459,982,000","448,952,000","1,178,561,000",,,,,,,,,"336,078,000","316,724,000","299,037,000","266,712,000","247,452,000","238,720,000","228,494,000","220,632,000","228,681,000","227,106,000","217,993,000","211,763,000","217,900,000","208,300,000","168,100,000","172,300,000","170,100,000","162,800,000","154,500,000","159,900,000","161,500,000","151,800,000","148,700,000","150,300,000","156,400,000","152,100,000","143,100,000","144,300,000","145,100,000","137,200,000","133,200,000","133,700,000","138,600,000","132,400,000","133,900,000","394,700,000","35,200,000","35,100,000","33,800,000","31,900,000","30,600,000","29,600,000","29,900,000","29,400,000","28,000,000","26,700,000","26,400,000","27,200,000","24,700,000","23,500,000","23,800,000","22,300,000","22,000,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"636,000,000","160,000,000","161,000,000","158,000,000","157,000,000","153,000,000","154,000,000","152,000,000","145,000,000","152,000,000","144,000,000","142,000,000","144,000,000","141,000,000","141,000,000","134,000,000","129,000,000","114,000,000","128,000,000","126,000,000","124,000,000","120,000,000","119,000,000","115,000,000","116,000,000","112,504,000","111,196,000","108,923,000","107,377,000","105,686,000","106,789,000","105,862,000","106,078,000","103,969,000","102,734,000","101,366,000","99,649,000","100,851,000","96,219,000","92,329,000","92,104,000","88,794,000","88,424,000","87,654,000","88,019,000","122,494,000","79,431,000","76,493,000","76,232,000","77,301,000","74,854,000","73,242,000","68,843,000","77,557,000","68,376,000","68,748,000","65,234,000",,,,,,,,,"57,760,000","58,951,000","55,027,000","49,644,000","47,513,000","45,779,000","44,360,000","46,232,000","48,524,000","41,297,000","40,506,000","43,126,000","40,400,000","47,400,000","34,700,000","34,200,000","33,700,000","31,100,000","30,800,000","29,500,000","28,300,000","26,900,000","27,800,000","26,300,000","26,300,000","25,300,000","24,000,000","22,500,000","21,900,000","21,300,000","21,300,000","20,600,000","20,200,000","19,700,000","20,100,000","21,700,000","18,000,000","18,400,000","17,000,000","15,700,000","14,600,000","14,200,000","13,900,000","14,100,000","13,100,000","12,700,000","12,200,000","13,500,000","11,400,000","11,100,000","11,000,000","10,600,000","10,000,000",,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"636,000,000","160,000,000","161,000,000","158,000,000","157,000,000","153,000,000","154,000,000","152,000,000","145,000,000","152,000,000","144,000,000","142,000,000","144,000,000","141,000,000","141,000,000","134,000,000","129,000,000","114,000,000","128,000,000","126,000,000","124,000,000","120,000,000","119,000,000","115,000,000","116,000,000","112,504,000","111,196,000","108,923,000","107,377,000","105,686,000","106,789,000","105,862,000","106,078,000","103,969,000","102,734,000","101,366,000","99,649,000","100,851,000","96,219,000","92,329,000","92,104,000","88,794,000","88,424,000","87,654,000","88,019,000","122,494,000","79,431,000","76,493,000","76,232,000","77,301,000","74,854,000","73,242,000","68,843,000",,,,,,,,,,,,,"57,760,000","58,951,000","55,027,000","49,644,000","47,513,000","45,779,000","44,360,000","46,232,000","48,524,000","41,297,000","40,506,000","43,126,000","40,400,000","47,400,000","34,700,000","34,200,000","33,700,000","31,100,000","30,800,000","29,500,000","28,300,000","26,900,000","27,800,000","26,300,000","26,300,000","25,300,000","24,000,000","22,500,000","21,900,000","21,300,000","21,300,000","20,600,000","20,200,000","19,700,000","20,100,000","21,700,000","18,000,000","18,400,000","17,000,000","15,700,000","14,600,000","14,200,000","13,900,000","14,100,000","13,100,000","12,700,000","12,200,000","13,500,000","11,400,000","11,100,000","11,000,000","10,600,000","10,000,000",,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,760,000","58,951,000","55,027,000","49,644,000","47,513,000","45,779,000","44,360,000","46,232,000","48,524,000","41,297,000","40,506,000","43,126,000","40,400,000","47,400,000","34,700,000","34,200,000","33,700,000","31,100,000","30,800,000","29,500,000","28,300,000","26,900,000","27,800,000","26,300,000","26,300,000","25,300,000","24,000,000","22,500,000","21,900,000","21,300,000","21,300,000","20,600,000","20,200,000","19,700,000","20,100,000","21,700,000","18,000,000","18,400,000","17,000,000","15,700,000","14,600,000","14,200,000","13,900,000","14,100,000","13,100,000","12,700,000","12,200,000","13,500,000","11,400,000","11,100,000","11,000,000","10,600,000","10,000,000",,,,,,,,,,,,,,,,
	OtherTaxes,"321,000,000","80,000,000","78,000,000","80,000,000","83,000,000","78,000,000","73,000,000","75,000,000","77,000,000","71,000,000","68,000,000","72,000,000","69,000,000","67,000,000","71,000,000","69,000,000","70,000,000","67,000,000","61,000,000","63,000,000","68,000,000","63,000,000","65,000,000","64,000,000","66,000,000","58,790,000","60,292,000","60,222,000","63,696,000","58,456,000","60,807,000","56,894,000","60,767,000","58,481,000","58,209,000","57,806,000","60,146,000","55,948,000","52,861,000","55,282,000","57,121,000","49,076,000","52,587,000","53,096,000","57,205,000","54,043,000","55,316,000","53,890,000","55,404,000","44,448,000","50,618,000","51,699,000","52,497,000","48,065,000","49,380,000","49,629,000","52,066,000",,,,,,,,,"35,363,000","35,474,000","34,758,000","30,708,000","33,049,000","32,465,000","33,311,000","28,609,000","31,942,000","31,539,000","33,129,000","29,474,000","31,100,000","30,800,000","25,300,000","23,000,000","23,400,000","22,900,000","23,500,000","21,900,000","21,800,000","21,600,000","22,600,000","20,500,000","20,400,000","20,400,000","20,600,000","18,800,000","19,100,000","18,900,000","19,300,000","17,900,000","18,400,000","18,000,000","18,700,000","17,200,000","17,200,000","16,700,000","16,800,000","16,200,000","16,000,000","15,400,000","16,000,000","15,300,000","14,900,000","14,000,000","14,200,000","13,700,000","13,300,000","12,400,000","12,800,000","11,700,000","12,000,000",,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,000","-6,000","-71,000","213,000","-784,000","10,000","-202,000","0",,,"750,000,000",,,,,,,,,,,,,,,,"-4,486,000","-6,185,000",,,"-5,485,000","-1,600,000","-9,600,000","-2,900,000","-1,900,000","-2,800,000","-1,600,000","-1,800,000","-1,800,000","-1,900,000","-1,100,000","-2,400,000","-600,000","-2,300,000","-2,000,000","-2,100,000","-1,200,000","-1,500,000","-1,400,000","-1,600,000","-1,500,000","-1,400,000","-1,600,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
