name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999
DilutedEPS,,"0.93","1.45","0.86","0.7","0.93","0.71","0.64","0.32","0.63","0.62","0.6","0.57","1.57","0.61","0.73","0.63","-0.99",,"0.54","0.5","0.52","0.38","0.38","0.28","0.37","0.42","0.31","0.25","0.21","0.05","0.43","0.45","0.58","0.63","0.49","0.48","0.51","1.2","0.69","0.72","0.65",,"0.92","0.56","0.54",,"0.58","0.31","0.22",,"-0.06","-0.29","0.18",,"0.45","0.47","0.31",,"0.45","0.3","0.36",,"0.54","0.26","5.83",,"0.21","0.19","0.21",,"0.2","0.21","0.14",,"-3.28","-0.31","-0.78",,"-0.49","-0.55","-0.68",,"-0.48","0.21","0.33",,"0.34","0.36","0.298",,"0.3","0.34","0.16"
BasicAverageShares,,"301,000,000","303,000,000","303,000,000","304,000,000","306,000,000","308,000,000","309,000,000","309,000,000","310,000,000","309,000,000","312,000,000","317,000,000","318,000,000","319,000,000","320,000,000","322,000,000","323,000,000",,"321,000,000","321,000,000","322,000,000","324,000,000","325,000,000","326,000,000","329,000,000","331,000,000","332,000,000","334,000,000","336,000,000","334,000,000","334,000,000","333,000,000","333,000,000","331,000,000","339,000,000","345,000,000","347,000,000","348,000,000","348,000,000","348,000,000","348,000,000",,"348,000,000","347,000,000","347,000,000",,"347,000,000","348,000,000","348,000,000",,"345,000,000","344,000,000","351,000,000",,"362,000,000","363,000,000","371,000,000",,"392,000,000","402,000,000","406,000,000",,"412,000,000","430,000,000","473,000,000",,"494,000,000","491,000,000","491,000,000",,"485,000,000","481,000,000","480,000,000",,"475,000,000","471,000,000","471,000,000",,"466,000,000","464,000,000","463,000,000",,"459,000,000","456,000,000","455,000,000",,"453,000,000","452,000,000","439,000,000",,"450,000,000","448,571,429","435,294,118"
DilutedAverageShares,,"303,000,000","305,000,000","306,000,000","307,000,000","309,000,000","311,000,000","312,000,000","312,000,000","313,000,000","313,000,000","316,000,000","321,000,000","322,000,000","322,000,000","324,000,000","326,000,000","323,000,000",,"326,000,000","325,000,000","326,000,000","328,000,000","328,000,000","328,000,000","332,000,000","333,000,000","334,000,000","337,000,000","338,000,000","338,000,000","338,000,000","337,000,000","338,000,000","336,000,000","343,000,000","349,000,000","352,000,000","353,000,000","353,000,000","354,000,000","352,000,000",,"357,000,000","355,000,000","355,000,000",,"352,000,000","354,000,000","354,000,000",,"345,000,000","344,000,000","352,000,000",,"372,000,000","370,000,000","382,000,000",,"407,000,000","413,000,000","418,000,000",,"422,000,000","442,000,000","483,000,000",,"499,000,000","496,000,000","496,000,000",,"491,000,000","495,000,000","490,000,000",,"475,000,000","471,000,000","471,000,000",,"466,000,000","464,000,000","463,000,000",,"459,000,000","461,000,000","466,000,000",,"461,000,000","457,000,000","440,000,000",,"450,000,000","461,764,706","462,500,000"
TotalOperatingIncomeAsReported,"1,395,000,000","376,000,000","395,000,000","336,000,000","288,000,000","328,000,000","299,000,000","230,000,000","102,000,000","215,000,000","250,000,000","225,000,000","216,000,000","250,000,000","249,000,000","225,000,000","215,000,000","239,000,000","233,000,000","201,000,000","201,000,000","206,000,000","183,000,000","146,000,000","131,000,000","155,000,000","156,000,000","144,000,000","107,000,000","115,000,000","174,000,000","229,000,000","210,000,000","218,000,000","285,000,000","236,000,000","213,000,000","217,000,000","278,000,000","270,000,000","300,000,000","271,000,000","313,000,000","281,000,000","266,000,000","211,000,000","203,000,000","115,000,000","154,000,000","94,000,000","71,000,000","-1,000,000","-47,000,000","24,000,000","252,000,000","218,000,000","191,000,000","134,000,000","190,000,000","168,000,000","131,000,000","95,000,000","100,000,000","207,000,000","112,000,000","45,000,000","-85,000,000","89,000,000","82,000,000","95,000,000","89,000,000","107,000,000","111,000,000","79,000,000","56,000,000","-190,000,000","-335,000,000","-256,000,000","-387,000,000","-429,000,000","-349,000,000","-442,000,000","-658,000,000","-342,000,000","-62,000,000","279,000,000","458,000,000","210,000,000","214,000,000","171,000,000",,,,
TotalExpenses,"5,050,000,000","1,298,000,000","1,265,000,000","1,250,000,000","1,237,000,000","1,220,000,000","1,184,000,000","1,031,000,000","1,136,000,000","1,142,000,000","1,117,000,000","1,049,000,000","1,022,000,000","1,034,000,000","1,045,000,000","978,000,000","991,000,000","972,000,000","956,000,000","913,000,000","901,000,000","861,000,000","928,000,000","898,000,000","888,000,000","873,000,000","879,000,000","870,000,000","856,000,000","911,000,000","1,631,000,000","1,537,000,000","1,521,000,000","1,461,000,000","1,433,000,000","1,416,000,000","1,519,000,000","1,463,000,000","1,489,000,000","1,453,000,000","1,433,000,000","1,364,000,000","1,415,000,000","1,410,000,000","1,411,000,000","1,308,000,000","1,373,000,000","1,269,000,000","1,117,000,000","1,119,000,000","1,096,000,000","1,058,000,000","1,138,000,000","1,142,000,000","1,229,000,000","1,226,000,000","1,265,000,000","1,259,000,000","1,256,000,000","1,206,000,000","1,189,000,000","1,185,000,000","653,000,000","1,246,000,000","1,319,000,000","1,291,000,000","190,000,000","1,599,000,000","1,606,000,000","1,563,000,000","1,733,000,000","1,778,000,000","1,720,000,000","1,564,000,000","1,619,000,000","1,692,000,000","1,802,000,000","1,668,000,000","2,123,000,000","1,820,000,000","1,806,000,000","1,868,000,000","2,318,000,000","2,148,000,000","2,444,000,000","2,562,000,000","2,914,000,000","2,460,000,000","2,271,000,000","2,075,000,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","103,000,000","83,000,000","72,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","149,000,000","227,000,000","115,000,000","2,816,000,000","25,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,545,000,000","-146,000,000","-112,000,000","-236,000,000","-228,000,000","-253,000,000","-315,000,000","184,000,000","-219,000,000","96,000,000","179,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
NormalizedIncome,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","105,000,000","88,000,000","102,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","423,700,000","249,500,000","241,075,085.324","222,812,500","289,986,348.123","318,950,000","191,538,461.538","187,151,515.152","255,600,000","84,889,867.841","104,892,086.331","70,433,734.94","8,750,000","-3,400,000","-104,900,000","56,200,000","218,416,342.412","165,069,767.442","166,821,428.571","116,734,693.878","181,791,044.776","182,078,947.368","120,634,615.385","149,350,000","156,161,290.323","131,816,733.068","46,138,364.78","938,741,935.484","-140,600,000","71,751,937.984","64,916,666.667","78,911,290.323","68,604,166.667","80,451,127.82","90,187,500","67,578,313.253","400,000","-1,544,400,000","-152,600,000","-114,400,000","-243,168,449.198","-226,600,000","-263,617,737.003","-331,238,770.686","-448,502,242.152","-238,397,394.137","-73,000,000","167,587,248.322","298,482,905.983","136,764,705.882","138,765,625","110,896,039.604","146,000,000","135,000,000","157,000,000","74,000,000"
InterestIncome,"3,000,000","1,000,000","1,000,000","0","1,000,000","0","1,000,000","1,000,000","3,000,000","3,000,000","6,000,000","10,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","9,000,000","7,000,000","6,000,000","5,000,000","4,000,000","3,000,000","3,000,000","3,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","4,000,000","3,000,000","3,000,000","4,000,000","11,000,000","3,000,000","3,000,000","3,000,000","4,000,000","5,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"83,000,000","21,000,000","21,000,000","21,000,000","20,000,000","19,000,000","19,000,000","19,000,000","20,000,000","20,000,000","21,000,000","18,000,000","17,000,000","18,000,000","18,000,000","18,000,000","19,000,000","20,000,000","20,000,000","19,000,000","20,000,000","20,000,000","19,000,000","17,000,000","18,000,000","18,000,000","16,000,000","17,000,000","17,000,000","16,000,000","26,000,000","28,000,000","30,000,000","29,000,000","30,000,000","27,000,000","25,000,000","25,000,000","26,000,000","24,000,000","25,000,000","26,000,000","23,000,000","20,000,000","20,000,000","23,000,000","27,000,000","24,000,000","22,000,000","23,000,000","21,000,000","21,000,000","23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-80,000,000","-20,000,000","-20,000,000","-21,000,000","-19,000,000","-19,000,000","-18,000,000","-18,000,000","-17,000,000","-17,000,000","-15,000,000","-8,000,000","-7,000,000","-8,000,000","-8,000,000","-9,000,000","-9,000,000","-11,000,000","-13,000,000","-13,000,000","-15,000,000","-16,000,000","-16,000,000","-14,000,000","-15,000,000","-16,000,000","-15,000,000","-15,000,000","-15,000,000","-14,000,000","-24,000,000","-25,000,000","-28,000,000","-27,000,000","-28,000,000","-25,000,000","-24,000,000","-23,000,000","-24,000,000","-22,000,000","-23,000,000","-23,000,000","-19,000,000","-17,000,000","-17,000,000","-19,000,000","-16,000,000","-21,000,000","-19,000,000","-20,000,000","-17,000,000","-16,000,000","-17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,450,000,000","340,000,000","469,000,000","348,000,000","293,000,000","331,000,000","302,000,000","238,000,000","141,000,000","239,000,000","252,000,000","240,000,000","235,000,000","266,000,000","262,000,000","260,000,000","246,000,000","253,000,000","246,000,000","212,000,000","211,000,000","213,000,000","170,000,000","151,000,000","135,000,000","160,000,000","159,000,000","145,000,000","113,000,000","129,000,000","111,000,000","212,000,000","216,000,000","220,000,000","284,000,000","239,000,000","223,000,000","220,000,000","282,000,000","262,000,000","318,000,000","282,000,000","316,000,000","301,000,000","280,000,000","221,000,000","270,000,000","251,000,000","161,000,000","106,000,000","100,000,000","-20,000,000","-35,000,000","24,000,000","252,000,000","218,000,000","191,000,000","134,000,000","190,000,000","168,000,000","131,000,000","95,000,000","100,000,000","207,000,000","112,000,000","45,000,000","-85,000,000","89,000,000","82,000,000","95,000,000","89,000,000","107,000,000","111,000,000","79,000,000","56,000,000","-190,000,000","-335,000,000","-256,000,000","-387,000,000","-429,000,000","-349,000,000","-442,000,000","-658,000,000","-342,000,000","-62,000,000","279,000,000","458,000,000","210,000,000","214,000,000","171,000,000","-5,142,000,000","2,087,000,000","2,010,000,000","1,786,000,000"
EBITDA,"1,777,000,000"
ReconciledCostOfRevenue,"2,966,000,000","764,000,000","760,000,000","734,000,000","708,000,000","710,000,000","695,000,000","592,000,000","581,000,000","634,000,000","630,000,000","582,000,000","569,000,000","577,000,000","585,000,000","542,000,000","562,000,000","538,000,000","542,000,000","518,000,000","510,000,000","493,000,000","523,000,000","502,000,000","489,000,000","491,000,000","500,000,000","501,000,000","483,000,000","513,000,000","908,000,000","852,000,000","832,000,000","796,000,000","810,000,000","796,000,000","841,000,000","800,000,000","845,000,000","833,000,000","815,000,000","761,000,000","807,000,000","799,000,000","777,000,000","703,000,000","742,000,000","659,000,000","560,000,000","553,000,000","533,000,000","518,000,000","561,000,000","577,000,000","651,000,000","641,000,000","649,000,000","637,000,000","656,000,000","616,000,000","590,000,000","589,000,000","297,000,000","662,000,000","699,000,000","657,000,000","-111,000,000","923,000,000","898,000,000","907,000,000","1,042,000,000","1,089,000,000","1,023,000,000","904,000,000","964,000,000","954,000,000","961,000,000","883,000,000","1,116,000,000","846,000,000","854,000,000","878,000,000","1,337,000,000","1,146,000,000","1,406,000,000","1,449,000,000","1,732,000,000","1,369,000,000","1,261,000,000","1,160,000,000",,,,
ReconciledDepreciation,"327,000,000","82,000,000","84,000,000","84,000,000","77,000,000","76,000,000","76,000,000","77,000,000","76,000,000","79,000,000","76,000,000","55,000,000","53,000,000","54,000,000","56,000,000","53,000,000","50,000,000","51,000,000","52,000,000","51,000,000","54,000,000","55,000,000","56,000,000","60,000,000","64,000,000","66,000,000","60,000,000","62,000,000","63,000,000","68,000,000","93,000,000","98,000,000","97,000,000","96,000,000","95,000,000","91,000,000","92,000,000","94,000,000","94,000,000","84,000,000","61,000,000","62,000,000","63,000,000","63,000,000","64,000,000","63,000,000","67,000,000","60,000,000","36,000,000","39,000,000","40,000,000","41,000,000","40,000,000","41,000,000","44,000,000","57,000,000","51,000,000","49,000,000","48,000,000","50,000,000","47,000,000","46,000,000","36,000,000","45,000,000","48,000,000","41,000,000","0","64,000,000","59,000,000","63,000,000","66,000,000","70,000,000","75,000,000","81,000,000","89,000,000","91,000,000","100,000,000","82,000,000","187,000,000","180,000,000","169,000,000","199,000,000","233,000,000","196,000,000","166,000,000","139,000,000","150,000,000","146,000,000","103,000,000","96,000,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,205,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","124,000,000","91,000,000","123,000,000","143,000,000","105,000,000","88,000,000","102,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000","243,000,000","255,000,000","230,000,000","289,000,000","330,000,000","200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","94,000,000","233,000,000","131,000,000","979,000,000","-161,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,545,000,000","-146,000,000","-112,000,000","-235,000,000","-223,000,000","-247,000,000","-317,000,000","-456,000,000","-214,000,000","83,000,000","179,000,000","305,000,000","155,000,000","166,000,000","131,000,000","146,000,000","135,000,000","157,000,000","74,000,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","-10,000,000","16,000,000","8,000,000","-1,000,000","17,000,000","11,000,000","6,000,000","56,000,000","133,000,000","4,000,000","9,000,000","25,000,000","-24,000,000","6,000,000","12,000,000","14,000,000","5,000,000","7,000,000","4,000,000","-2,000,000","3,000,000","3,000,000","1,000,000","-82,000,000","109,000,000","103,000,000","48,000,000","-34,000,000","40,000,000","38,000,000","29,000,000","7,000,000","26,000,000","17,000,000","4,000,000","21,000,000","-1,000,000","11,000,000","4,000,000","13,000,000","6,000,000","22,000,000","19,000,000","-11,000,000","35,000,000","260,000,000","19,000,000","10,000,000","28,000,000","42,000,000","31,000,000",,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","-10,000,000","16,000,000","8,000,000","-1,000,000","17,000,000","11,000,000","6,000,000","56,000,000","133,000,000","4,000,000","9,000,000","25,000,000","-24,000,000","6,000,000","12,000,000","14,000,000","5,000,000","7,000,000","4,000,000","-2,000,000","3,000,000","3,000,000","1,000,000","-82,000,000","109,000,000","103,000,000","48,000,000","-34,000,000","40,000,000","38,000,000","29,000,000","7,000,000","26,000,000","17,000,000","4,000,000","21,000,000","-1,000,000","11,000,000","4,000,000","13,000,000","6,000,000","22,000,000","19,000,000","-11,000,000","35,000,000","260,000,000","19,000,000","10,000,000","28,000,000","42,000,000","31,000,000",,,,
NormalizedEBITDA,"1,777,000,000","422,000,000","553,000,000","432,000,000","370,000,000","407,000,000","378,000,000","315,000,000","217,000,000","318,000,000","328,000,000","295,000,000","288,000,000","320,000,000","318,000,000","313,000,000","296,000,000","304,000,000","298,000,000","263,000,000","265,000,000","268,000,000","226,000,000","211,000,000","199,000,000","226,000,000","219,000,000","207,000,000","176,000,000","197,000,000","204,000,000","310,000,000","313,000,000","316,000,000","379,000,000","330,000,000","315,000,000","314,000,000","374,000,000","356,000,000","363,000,000","336,000,000","380,000,000","347,000,000","333,000,000","278,000,000","281,000,000","178,000,000","193,000,000","136,000,000","115,000,000","45,000,000","-1,000,000","53,000,000","282,000,000","270,000,000","235,000,000","179,000,000","240,000,000","215,000,000","175,000,000","140,000,000","218,000,000","143,000,000","57,000,000","38,000,000","-51,000,000","113,000,000","103,000,000","129,000,000","148,000,000","151,000,000","169,000,000","156,000,000","124,000,000","-98,000,000","-246,000,000","-178,000,000","-213,000,000","-255,000,000","-202,000,000","-262,000,000","-414,000,000","-181,000,000","-156,000,000","399,000,000","598,000,000","328,000,000","275,000,000","236,000,000","-5,142,000,000","2,087,000,000","2,010,000,000","1,786,000,000"
TaxRateForCalcs,"0.119","0.113","0.013","0.193","0.209","0.077","0.216","0.091","0.165","0.1","0.16","0.14","0.165","0.27","0.201","0.025","0.097","0.27","0.217","0.093","0.141","0.13","0.166","0.075","0.222","0.134","0","0.18","0.083","0.093","0.35","0.2","0.253","0.02","0.169","0.208","0.162","0.082","0.35","0.35","0.13","0.102","0.014","0.35","0.231","0.025","0.35","0.097","0.223","0.048","0.35","0.35","0.35","0.35","0.101","0.214","0.117","0.184","0.104","0.026","0.212","0.35","0.242","0.072","0.176","0.161","0.4","0.194","0.208","0.169","0.229","0.248","0.188","0.145","0.4","0.4","0.4","0.4","0.372","0.4","0.245","0.251","0.318","0.303","0.4","0.399","0.348","0.349","0.352","0.351","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","700,000","-3,500,000","2,075,085.324","812,500","-13,651.877","5,950,000","2,538,461.538","151,515.152","19,600,000","12,889,867.841","892,086.331","433,734.94","8,750,000","-8,400,000","2,100,000","4,200,000","1,416,342.412","1,069,767.442","821,428.571","734,693.878","-208,955.224","78,947.368","634,615.385","350,000","-19,838,709.677","7,816,733.068","18,138,364.78","7,741,935.484","-13,600,000","7,751,937.984","7,916,666.667","4,911,290.323","1,604,166.667","6,451,127.82","3,187,500","578,313.253","8,400,000","-400,000","4,400,000","1,600,000","4,831,550.802","2,400,000","5,382,262.997","4,761,229.314","-3,502,242.152","10,602,605.863","104,000,000","7,587,248.322","3,482,905.983","9,764,705.882","14,765,625","10,896,039.604","0","0","0","0"
