name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999
TotalRevenue,"6,445,000,000","1,674,000,000","1,660,000,000","1,586,000,000","1,525,000,000","1,548,000,000","1,483,000,000","1,261,000,000","1,238,000,000","1,357,000,000","1,367,000,000","1,274,000,000","1,238,000,000","1,284,000,000","1,294,000,000","1,203,000,000","1,206,000,000","1,211,000,000","1,189,000,000","1,114,000,000","1,102,000,000","1,067,000,000","1,111,000,000","1,044,000,000","1,019,000,000","1,028,000,000","1,035,000,000","1,014,000,000","963,000,000","1,026,000,000","1,805,000,000","1,766,000,000","1,731,000,000","1,679,000,000","1,718,000,000","1,652,000,000","1,732,000,000","1,680,000,000","1,767,000,000","1,723,000,000","1,733,000,000","1,635,000,000","1,728,000,000","1,691,000,000","1,677,000,000","1,519,000,000","1,576,000,000","1,384,000,000","1,271,000,000","1,213,000,000","1,167,000,000","1,057,000,000","1,091,000,000","1,166,000,000","1,481,000,000","1,444,000,000","1,456,000,000","1,393,000,000","1,446,000,000","1,374,000,000","1,320,000,000","1,280,000,000","753,000,000","1,453,000,000","1,431,000,000","1,336,000,000","105,000,000","1,688,000,000","1,688,000,000","1,658,000,000","1,822,000,000","1,885,000,000","1,831,000,000","1,643,000,000","1,675,000,000","1,502,000,000","1,467,000,000","1,412,000,000","1,736,000,000","1,391,000,000","1,457,000,000","1,426,000,000","1,660,000,000","1,806,000,000","2,382,000,000","2,841,000,000","3,372,000,000","2,670,000,000","2,485,000,000","2,246,000,000","2,448,000,000","2,087,000,000","2,010,000,000","1,786,000,000"
	OperatingRevenue,"6,445,000,000","1,674,000,000","1,660,000,000","1,586,000,000","1,525,000,000","1,548,000,000","1,483,000,000","1,261,000,000","1,238,000,000","1,357,000,000","1,367,000,000","1,274,000,000","1,238,000,000","1,284,000,000","1,294,000,000","1,203,000,000","1,206,000,000","1,211,000,000","1,189,000,000","1,114,000,000","1,102,000,000","1,067,000,000","1,111,000,000","1,044,000,000","1,019,000,000","1,028,000,000","1,035,000,000","1,014,000,000","963,000,000","1,026,000,000","1,805,000,000","1,766,000,000","1,731,000,000","1,679,000,000","1,718,000,000","1,652,000,000","1,732,000,000","1,680,000,000","1,767,000,000","1,723,000,000","1,733,000,000","1,635,000,000","1,728,000,000","1,691,000,000","1,677,000,000","1,519,000,000","1,576,000,000","1,384,000,000","1,271,000,000","1,213,000,000","1,167,000,000","1,057,000,000","1,091,000,000","1,166,000,000","1,481,000,000","1,444,000,000","1,456,000,000","1,393,000,000","1,446,000,000","1,374,000,000","1,320,000,000","1,280,000,000","753,000,000","1,453,000,000","1,431,000,000","1,336,000,000","105,000,000","1,688,000,000","1,688,000,000","1,658,000,000","1,822,000,000","1,885,000,000","1,831,000,000","1,643,000,000","1,675,000,000","1,502,000,000","1,467,000,000","1,412,000,000","1,736,000,000","1,391,000,000","1,457,000,000","1,426,000,000","1,660,000,000","1,806,000,000","2,382,000,000","2,841,000,000","3,372,000,000","2,670,000,000","2,485,000,000","2,246,000,000","2,448,000,000","2,087,000,000","2,010,000,000","1,786,000,000"
CostOfRevenue,"2,966,000,000","764,000,000","760,000,000","734,000,000","708,000,000","710,000,000","695,000,000","592,000,000","581,000,000","634,000,000","630,000,000","582,000,000","569,000,000","577,000,000","585,000,000","542,000,000","562,000,000","538,000,000","542,000,000","518,000,000","510,000,000","493,000,000","523,000,000","502,000,000","489,000,000","491,000,000","500,000,000","501,000,000","483,000,000","513,000,000","908,000,000","852,000,000","832,000,000","796,000,000","810,000,000","796,000,000","841,000,000","800,000,000","845,000,000","833,000,000","815,000,000","761,000,000","807,000,000","799,000,000","777,000,000","703,000,000","742,000,000","659,000,000","560,000,000","553,000,000","533,000,000","518,000,000","561,000,000","577,000,000","651,000,000","641,000,000","649,000,000","637,000,000","656,000,000","616,000,000","590,000,000","589,000,000","297,000,000","662,000,000","699,000,000","657,000,000","-111,000,000","923,000,000","898,000,000","907,000,000","1,042,000,000","1,089,000,000","1,023,000,000","904,000,000","964,000,000","954,000,000","961,000,000","883,000,000","1,116,000,000","846,000,000","854,000,000","878,000,000","1,337,000,000","1,146,000,000","1,406,000,000","1,449,000,000","1,732,000,000","1,369,000,000","1,261,000,000","1,160,000,000",,,,
GrossProfit,"3,479,000,000","910,000,000","900,000,000","852,000,000","817,000,000","838,000,000","788,000,000","669,000,000","657,000,000","723,000,000","737,000,000","692,000,000","669,000,000","707,000,000","709,000,000","661,000,000","644,000,000","673,000,000","647,000,000","596,000,000","592,000,000","574,000,000","588,000,000","542,000,000","530,000,000","537,000,000","535,000,000","513,000,000","480,000,000","513,000,000","897,000,000","914,000,000","899,000,000","883,000,000","908,000,000","856,000,000","891,000,000","880,000,000","922,000,000","890,000,000","918,000,000","874,000,000","921,000,000","892,000,000","900,000,000","816,000,000","834,000,000","725,000,000","711,000,000","660,000,000","634,000,000","539,000,000","530,000,000","589,000,000","830,000,000","803,000,000","807,000,000","756,000,000","790,000,000","758,000,000","730,000,000","691,000,000","456,000,000","791,000,000","732,000,000","679,000,000","216,000,000","765,000,000","790,000,000","751,000,000","780,000,000","796,000,000","808,000,000","739,000,000","711,000,000","548,000,000","506,000,000","529,000,000","620,000,000","545,000,000","603,000,000","548,000,000","323,000,000","660,000,000","976,000,000","1,392,000,000","1,640,000,000","1,301,000,000","1,224,000,000","1,086,000,000",,,,
OperatingExpense,"2,084,000,000","534,000,000","505,000,000","516,000,000","529,000,000","510,000,000","489,000,000","439,000,000","555,000,000","508,000,000","487,000,000","467,000,000","453,000,000","457,000,000","460,000,000","436,000,000","429,000,000","434,000,000","414,000,000","395,000,000","391,000,000","368,000,000","405,000,000","396,000,000","399,000,000","382,000,000","379,000,000","369,000,000","373,000,000","398,000,000","723,000,000","685,000,000","689,000,000","665,000,000","623,000,000","620,000,000","678,000,000","663,000,000","644,000,000","620,000,000","618,000,000","603,000,000","608,000,000","611,000,000","634,000,000","605,000,000","631,000,000","610,000,000","557,000,000","566,000,000","563,000,000","540,000,000","577,000,000","565,000,000","578,000,000","585,000,000","616,000,000","622,000,000","600,000,000","590,000,000","599,000,000","596,000,000","356,000,000","584,000,000","620,000,000","634,000,000","301,000,000","676,000,000","708,000,000","656,000,000","691,000,000","689,000,000","697,000,000","660,000,000","655,000,000","738,000,000","841,000,000","785,000,000","1,007,000,000","974,000,000","952,000,000","990,000,000","981,000,000","1,002,000,000","1,038,000,000","1,113,000,000","1,182,000,000","1,091,000,000","1,010,000,000","915,000,000",,,,
	SellingGeneralAndAdministration,"1,629,000,000","417,000,000","389,000,000","403,000,000","420,000,000","407,000,000","387,000,000","347,000,000","358,000,000","404,000,000","385,000,000","366,000,000","354,000,000","355,000,000","356,000,000","339,000,000","338,000,000","341,000,000","325,000,000","308,000,000","307,000,000","289,000,000","321,000,000","310,000,000","318,000,000","304,000,000","297,000,000","290,000,000","292,000,000","310,000,000","534,000,000","508,000,000","513,000,000","488,000,000","450,000,000","449,000,000","497,000,000","484,000,000","466,000,000","458,000,000","452,000,000","441,000,000","445,000,000","449,000,000","469,000,000","446,000,000","472,000,000","456,000,000","407,000,000","417,000,000","413,000,000","387,000,000","407,000,000","396,000,000","408,000,000","415,000,000","433,000,000","441,000,000","426,000,000","420,000,000","426,000,000","428,000,000","273,000,000","463,000,000","479,000,000","445,000,000","287,000,000","432,000,000","460,000,000","424,000,000","459,000,000","454,000,000","460,000,000","431,000,000","434,000,000","481,000,000","545,000,000","508,000,000","708,000,000","691,000,000","663,000,000","692,000,000","642,000,000","683,000,000","689,000,000","741,000,000","828,000,000","773,000,000","714,000,000","625,000,000",,,,
	ResearchAndDevelopment,"455,000,000","117,000,000","116,000,000","113,000,000","109,000,000","103,000,000","102,000,000","92,000,000","197,000,000","104,000,000","102,000,000","101,000,000","99,000,000","102,000,000","104,000,000","97,000,000","91,000,000","93,000,000","89,000,000","87,000,000","84,000,000","79,000,000","84,000,000","86,000,000","81,000,000","78,000,000","82,000,000","79,000,000","81,000,000","88,000,000","189,000,000","177,000,000","176,000,000","177,000,000","173,000,000","171,000,000","181,000,000","179,000,000","178,000,000","162,000,000","166,000,000","162,000,000","163,000,000","162,000,000","165,000,000","159,000,000","159,000,000","154,000,000","150,000,000","149,000,000","150,000,000","153,000,000","170,000,000","169,000,000","170,000,000","170,000,000","183,000,000","181,000,000","174,000,000","170,000,000","173,000,000","168,000,000","83,000,000","186,000,000","197,000,000","189,000,000","14,000,000","244,000,000","248,000,000","232,000,000","232,000,000","235,000,000","237,000,000","229,000,000","221,000,000","257,000,000","296,000,000","277,000,000","299,000,000","283,000,000","289,000,000","298,000,000","339,000,000","319,000,000","349,000,000","372,000,000","354,000,000","318,000,000","296,000,000","290,000,000",,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-65,000,000","-56,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"1,395,000,000","376,000,000","395,000,000","336,000,000","288,000,000","328,000,000","299,000,000","230,000,000","102,000,000","215,000,000","250,000,000","225,000,000","216,000,000","250,000,000","249,000,000","225,000,000","215,000,000","239,000,000","233,000,000","201,000,000","201,000,000","206,000,000","183,000,000","146,000,000","131,000,000","155,000,000","156,000,000","144,000,000","107,000,000","115,000,000","174,000,000","229,000,000","210,000,000","218,000,000","285,000,000","236,000,000","213,000,000","217,000,000","278,000,000","270,000,000","300,000,000","271,000,000","313,000,000","281,000,000","266,000,000","211,000,000","203,000,000","115,000,000","154,000,000","94,000,000","71,000,000","-1,000,000","-47,000,000","24,000,000","252,000,000","218,000,000","191,000,000","134,000,000","190,000,000","168,000,000","131,000,000","95,000,000","100,000,000","207,000,000","112,000,000","45,000,000","-85,000,000","89,000,000","82,000,000","95,000,000","89,000,000","107,000,000","111,000,000","79,000,000","56,000,000","-190,000,000","-335,000,000","-256,000,000","-387,000,000","-429,000,000","-349,000,000","-442,000,000","-658,000,000","-342,000,000","-62,000,000","279,000,000","458,000,000","210,000,000","214,000,000","171,000,000","-5,142,000,000","2,087,000,000","2,010,000,000","1,786,000,000"
NetNonOperatingInterestIncomeExpense,"-80,000,000","-20,000,000","-20,000,000","-21,000,000","-19,000,000","-19,000,000","-18,000,000","-18,000,000","-17,000,000","-17,000,000","-15,000,000","-8,000,000","-7,000,000","-8,000,000","-8,000,000","-9,000,000","-9,000,000","-11,000,000","-13,000,000","-13,000,000","-15,000,000","-16,000,000","-16,000,000","-14,000,000","-15,000,000","-16,000,000","-15,000,000","-15,000,000","-15,000,000","-14,000,000","-24,000,000","-25,000,000","-28,000,000","-27,000,000","-28,000,000","-25,000,000","-24,000,000","-23,000,000","-24,000,000","-22,000,000","-23,000,000","-23,000,000","-19,000,000","-17,000,000","-17,000,000","-19,000,000","-16,000,000","-21,000,000","-19,000,000","-20,000,000","-17,000,000","-16,000,000","-17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
