name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalRevenue,"10,876,300,000","3,026,800,000","2,818,500,000","2,653,900,000","2,377,100,000","2,426,000,000","2,323,400,000","1,987,500,000","1,862,000,000","2,151,000,000","2,100,600,000","2,015,300,000","1,958,500,000","2,224,700,000","2,129,000,000","1,981,400,000","1,866,900,000","1,943,900,000","1,840,800,000","1,666,500,000","1,560,100,000","1,651,100,000","1,635,900,000","1,548,200,000","1,451,200,000","1,430,500,000","1,459,600,000","1,351,500,000","1,327,100,000","1,426,512,000","1,358,742,000","1,314,172,000","1,246,074,000","1,245,735,000","1,153,062,000","1,136,067,000","1,079,805,000","1,145,978,000","1,103,376,000","1,061,107,000","981,604,000","948,709,000","1,032,754,000","1,017,738,000","940,585,000","949,886,000","948,463,000","884,798,000","770,954,000","758,296,000","716,573,000","685,184,000","660,012,000","755,282,000","863,658,000","846,817,000","770,714,000","777,270,000","733,851,000","688,836,000","651,084,000","659,423,000","636,418,000","606,598,000","568,991,000","508,115,000","446,995,000","443,642,000","409,395,000","403,963,000","384,103,000","387,119,000","355,261,000","342,039,000","314,798,000","304,893,000","277,774,000","267,046,000","268,115,000","270,865,000","255,976,000","260,372,000","252,581,000","274,146,000","316,672,000","369,449,000","354,694,000","335,510,000","300,049,000","269,100,000","256,900,000","247,400,000","237,200,000","233,400,000","229,000,000","227,900,000","228,500,000","222,000,000","223,500,000","227,000,000","211,800,000","197,600,000","184,900,000","198,900,000","194,800,000","188,600,000","189,000,000","207,600,000","198,000,000","185,500,000","178,200,000","173,600,000","155,500,000","151,800,000","150,500,000","154,800,000","146,900,000","113,100,000","112,300,000","115,700,000","116,600,000","116,300,000","156,100,000","108,400,000","108,400,000","105,200,000","105,200,000","105,200,000","105,200,000"
	OperatingRevenue,"10,876,300,000","3,026,800,000","2,818,500,000","2,653,900,000","2,377,100,000","2,426,000,000","2,323,400,000","1,987,500,000","1,862,000,000","2,151,000,000","2,100,600,000","2,015,300,000","1,958,500,000","2,224,700,000","2,129,000,000","1,981,400,000","1,866,900,000","1,943,900,000","1,840,800,000","1,666,500,000","1,560,100,000","1,651,100,000","1,635,900,000","1,548,200,000","1,451,200,000","1,430,500,000","1,459,600,000","1,351,500,000","1,327,100,000","1,426,512,000","1,358,742,000","1,314,172,000","1,246,074,000","1,245,735,000","1,153,062,000","1,136,067,000","1,079,805,000","1,145,978,000","1,103,376,000","1,061,107,000","981,604,000","948,709,000","1,032,754,000","1,017,738,000","940,585,000","949,886,000","948,463,000","884,798,000","770,954,000","758,296,000","716,573,000","685,184,000","660,012,000","755,282,000","863,658,000","846,817,000","770,714,000","777,270,000","733,851,000","688,836,000","651,084,000","659,423,000","636,418,000","606,598,000","568,991,000","508,115,000","446,995,000","443,642,000","409,395,000","403,963,000","384,103,000","387,119,000","355,261,000","342,039,000","314,798,000","304,893,000","277,774,000","267,046,000","268,115,000","270,865,000","255,976,000","260,372,000","252,581,000","274,146,000","316,672,000","369,449,000","354,694,000","335,510,000","300,049,000","269,100,000","256,900,000","247,400,000","237,200,000","233,400,000","229,000,000","227,900,000","228,500,000","222,000,000","223,500,000","227,000,000","211,800,000","197,600,000","184,900,000","198,900,000","194,800,000","188,600,000","189,000,000","207,600,000","198,000,000","185,500,000","178,200,000","173,600,000","155,500,000","151,800,000","150,500,000","154,800,000","146,900,000","113,100,000","112,300,000","115,700,000","116,600,000","116,300,000","156,100,000","108,400,000","108,400,000","105,200,000","105,200,000","105,200,000","105,200,000"
CostOfRevenue,"7,474,500,000","2,085,600,000","1,928,600,000","1,810,700,000","1,649,600,000","1,660,400,000","1,588,500,000","1,383,700,000","1,302,200,000","1,472,300,000","1,438,700,000","1,367,700,000","1,330,700,000","1,509,700,000","1,440,800,000","1,336,600,000","1,260,000,000","1,308,600,000","1,234,700,000","1,113,900,000","1,044,200,000","1,105,100,000","1,098,600,000","1,050,900,000","992,000,000","972,100,000","995,600,000","919,000,000","902,500,000","969,990,000","927,087,000","897,405,000","857,218,000","856,429,000","789,214,000","776,279,000","741,913,000","790,527,000","759,047,000","726,946,000","672,333,000","653,872,000","709,277,000","696,516,000","636,461,000","639,866,000","638,746,000","595,499,000","521,762,000","516,664,000","492,180,000","471,034,000","453,633,000","514,876,000","582,407,000","570,227,000","519,808,000","522,463,000","494,709,000","463,212,000","440,516,000","495,170,000","418,123,000","396,934,000","373,023,000","330,738,000","285,420,000","282,421,000","263,425,000","262,287,000","250,417,000","254,031,000","233,230,000","226,194,000","208,677,000","203,200,000","182,653,000","175,019,000","176,063,000","178,485,000","170,735,000","170,947,000","161,659,000","172,171,000","199,501,000","237,765,000","230,715,000","218,933,000","196,618,000","175,600,000","167,500,000","161,500,000","156,600,000","153,800,000","149,900,000","147,000,000","148,400,000","142,800,000","143,100,000","145,700,000","137,500,000","126,600,000","116,900,000","126,700,000","123,700,000","119,900,000","120,200,000","135,900,000","130,000,000","121,300,000","116,800,000","115,100,000","104,400,000","101,300,000","99,600,000","103,000,000","100,800,000","78,900,000","76,700,000","78,000,000","79,700,000",,,,,,,,
GrossProfit,"3,401,800,000","941,200,000","889,900,000","843,200,000","727,500,000","765,600,000","734,900,000","603,800,000","559,800,000","678,700,000","661,900,000","647,600,000","627,800,000","715,000,000","688,200,000","644,800,000","606,900,000","635,300,000","606,100,000","552,600,000","515,900,000","546,000,000","537,300,000","497,300,000","459,200,000","458,400,000","464,000,000","432,500,000","424,600,000","456,522,000","431,655,000","416,767,000","388,856,000","389,306,000","363,848,000","359,788,000","337,892,000","355,451,000","344,329,000","334,161,000","309,271,000","294,837,000","323,477,000","321,222,000","304,124,000","310,020,000","309,717,000","289,299,000","249,192,000","241,632,000","224,393,000","214,150,000","206,379,000","240,406,000","281,251,000","276,590,000","250,906,000","254,807,000","239,142,000","225,624,000","210,568,000","164,253,000","218,295,000","209,664,000","195,968,000","177,377,000","161,575,000","161,221,000","145,970,000","141,676,000","133,686,000","133,088,000","122,031,000","115,845,000","106,121,000","101,693,000","95,121,000","92,027,000","92,052,000","92,380,000","85,241,000","89,425,000","90,922,000","101,975,000","117,171,000","131,684,000","123,979,000","116,577,000","103,431,000","93,500,000","89,400,000","85,900,000","80,600,000","79,600,000","79,100,000","80,900,000","80,100,000","79,200,000","80,400,000","81,300,000","74,300,000","71,000,000","68,000,000","72,200,000","71,100,000","68,700,000","68,800,000","71,700,000","68,000,000","64,200,000","61,400,000","58,500,000","51,100,000","50,500,000","50,900,000","51,800,000","46,100,000","34,200,000","35,600,000","37,700,000","36,900,000",,,,,,,,
OperatingExpense,"1,226,300,000","333,300,000","318,700,000","311,600,000","262,700,000","265,800,000","259,100,000","246,400,000","242,900,000","248,900,000","248,300,000","239,200,000","235,100,000","248,900,000","244,000,000","236,600,000","230,000,000","235,900,000","228,200,000","212,400,000","201,800,000","206,900,000","204,700,000","197,000,000","189,500,000","169,400,000","169,200,000","166,100,000","164,400,000","168,155,000","161,287,000","160,957,000","154,701,000","144,500,000","136,828,000","135,775,000","130,935,000","132,231,000","128,659,000","127,985,000","123,992,000","128,177,000","137,418,000","124,161,000","118,039,000","119,466,000","120,583,000","113,674,000","104,148,000","103,172,000","100,103,000","98,672,000","95,694,000","98,006,000","109,931,000","108,367,000","100,610,000","101,309,000","95,792,000","92,211,000","87,971,000","39,619,000","109,738,000","116,654,000","97,577,000","83,518,000","75,486,000","75,175,000","68,637,000","65,672,000","63,383,000","64,034,000","60,748,000","58,227,000","53,749,000","52,434,000","49,950,000","47,585,000","47,852,000","47,348,000","44,968,000","48,111,000","48,348,000","50,354,000","55,653,000","61,774,000","59,589,000","57,140,000","52,745,000","48,900,000","48,300,000","46,600,000","45,000,000","43,900,000","42,800,000","41,700,000","41,600,000","39,700,000","41,300,000","40,700,000","38,200,000","36,800,000","34,400,000","36,900,000","36,100,000","34,600,000","34,900,000","37,200,000","35,800,000","34,100,000","33,800,000","32,500,000","30,600,000","28,700,000","29,300,000","30,300,000","29,700,000","25,100,000","24,900,000","25,800,000","25,300,000",,,,,,,,
	SellingGeneralAndAdministration,"1,226,300,000","333,300,000","318,700,000","311,600,000","262,700,000","265,800,000","259,100,000","246,400,000","242,900,000","248,900,000","248,300,000","239,200,000","235,100,000","248,900,000","244,000,000","236,600,000","230,000,000","235,900,000","228,200,000","212,400,000","201,800,000","206,900,000","204,700,000","197,000,000","189,500,000","169,400,000","169,200,000","166,100,000","164,400,000","168,155,000","161,287,000","160,957,000","154,701,000","144,500,000","136,828,000","135,775,000","130,935,000","132,231,000","128,659,000","127,985,000","123,992,000","128,177,000","137,418,000","124,161,000","118,039,000","119,466,000","120,583,000","113,674,000","104,148,000","103,172,000","100,103,000","98,672,000","95,694,000","98,006,000","109,931,000","108,367,000","100,610,000","101,309,000","95,792,000","92,211,000","87,971,000","94,348,000","85,742,000","82,950,000","79,801,000","69,429,000","62,422,000","62,476,000","57,823,000","55,745,000","53,647,000","54,301,000","51,315,000","48,727,000","44,616,000","42,868,000","41,142,000","38,772,000","38,780,000","38,806,000","36,570,000","36,610,000","36,398,000","38,814,000","43,988,000","49,931,000","48,353,000","45,895,000","41,873,000","38,500,000","37,400,000","35,800,000","34,300,000","33,800,000","33,200,000","32,300,000","32,700,000","31,400,000","31,700,000","32,000,000","30,500,000","29,300,000","27,100,000","29,600,000","28,700,000","27,700,000","27,800,000","29,900,000","28,700,000","27,100,000","26,100,000","25,500,000","23,500,000","21,900,000","21,800,000","23,200,000","22,500,000","19,000,000","18,600,000","19,100,000","18,400,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,"18,249,000","18,704,000","17,776,000","14,089,000","13,064,000","12,699,000","10,814,000","9,927,000","9,736,000","9,733,000","9,433,000","9,500,000","9,133,000","9,566,000","8,808,000","8,813,000","9,072,000","8,542,000","8,398,000","11,501,000","11,950,000","11,540,000","11,665,000","11,843,000","11,236,000","11,245,000","10,872,000","10,400,000","10,900,000","10,800,000","10,700,000","10,100,000","9,600,000","9,400,000","8,900,000","8,300,000","9,600,000","8,700,000","7,700,000","7,500,000","7,300,000","7,300,000","7,400,000","6,900,000","7,100,000","7,300,000","7,100,000","7,000,000","7,700,000","7,000,000","7,100,000","6,800,000","7,500,000","7,100,000","7,200,000","6,100,000","6,300,000","6,700,000","6,900,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,"18,249,000","18,704,000","17,776,000","14,089,000","13,064,000","12,699,000","10,814,000","9,927,000","9,736,000","9,733,000","9,433,000","9,500,000","9,133,000","9,566,000","8,808,000","8,813,000","9,072,000","8,542,000","8,398,000","11,501,000","11,950,000","11,540,000","11,665,000","11,843,000","11,236,000","11,245,000","10,872,000","10,400,000","10,900,000","10,800,000","10,700,000","10,100,000","9,600,000","9,400,000","8,900,000","8,300,000","9,600,000","8,700,000","7,700,000","7,500,000","7,300,000","7,300,000","7,400,000","6,900,000","7,100,000","7,300,000","7,100,000","7,000,000","7,700,000","7,000,000","7,100,000","6,800,000","7,500,000","7,100,000","7,200,000","6,100,000","6,300,000","6,700,000","6,900,000",,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,849,000","8,302,000","8,014,000","8,151,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,652,000","3,648,000","3,526,000","3,514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
