name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalRevenue,"1,460,860,000","364,467,000","379,150,000","371,658,000","345,585,000","336,630,000","318,441,000","296,411,000","249,242,000","306,627,000","329,138,000","363,769,000","315,047,000","330,051,000","356,346,000","413,613,000","359,864,000","361,055,000","392,615,000","369,373,000","285,846,000","280,121,000","266,017,000","252,787,000","207,248,000","223,626,000","243,541,000","235,138,000","198,960,000","207,402,000","199,651,000","192,204,000","170,575,000","165,859,000","172,152,000","168,171,000","141,852,000","145,030,000","156,379,000","137,927,000","123,192,000","123,524,000","129,064,000","121,936,000","99,958,000","100,985,000","79,809,000","67,258,000","51,204,000","54,293,000","45,808,000","40,385,000","45,408,000","58,194,000","62,012,000","55,994,000","52,876,000","55,067,000","47,905,000","43,952,000","41,753,000","42,097,000","36,201,000","32,464,000","32,464,000","27,377,000","27,378,000","20,815,000","20,815,000","15,177,000","15,177,000","15,177,000","15,177,000"
	OperatingRevenue,"1,460,860,000","364,467,000","379,150,000","371,658,000","345,585,000","336,630,000","318,441,000","296,411,000","249,242,000","306,627,000","329,138,000","363,769,000","315,047,000","330,051,000","356,346,000","413,613,000","359,864,000","361,055,000","392,615,000","369,373,000","285,846,000","280,121,000","266,017,000","252,787,000","207,248,000","223,626,000","243,541,000","235,138,000","198,960,000","207,402,000","199,651,000","192,204,000","170,575,000","165,859,000","172,152,000","168,171,000","141,852,000","145,030,000","156,379,000","137,927,000","123,192,000","123,524,000","129,064,000","121,936,000","99,958,000","100,985,000","79,809,000","67,258,000","51,204,000","54,293,000","45,808,000","40,385,000","45,408,000","58,194,000","62,012,000","55,994,000","52,876,000","55,067,000","47,905,000","43,952,000","41,753,000","42,097,000","36,201,000","32,464,000","32,464,000","27,377,000","27,378,000","20,815,000","20,815,000","15,177,000","15,177,000","15,177,000","15,177,000"
CostOfRevenue,"764,462,000","198,462,000","193,276,000","191,130,000","181,594,000","189,751,000","165,649,000","159,962,000","146,366,000","182,424,000","176,280,000","183,532,000","166,136,000","163,303,000","161,162,000","178,638,000","156,502,000","152,262,000","168,060,000","163,077,000","128,579,000","124,786,000","121,226,000","115,084,000","92,838,000","101,583,000","110,237,000","106,435,000","91,133,000","93,485,000","90,561,000","87,977,000","81,291,000","84,337,000","79,339,000","78,249,000","66,211,000","69,856,000","70,420,000","63,017,000","54,508,000","57,100,000","58,605,000","55,230,000","46,292,000","45,466,000","39,878,000","36,797,000","30,657,000","34,381,000","29,085,000","28,613,000","29,547,000","31,663,000","32,590,000","29,047,000","28,476,000","31,440,000","26,200,000","23,633,000","22,422,000","21,948,000","18,864,000","19,560,000",,,,,,,,,
GrossProfit,"696,398,000","166,005,000","185,874,000","180,528,000","163,991,000","146,879,000","152,792,000","136,449,000","102,876,000","124,203,000","152,858,000","180,237,000","148,911,000","166,748,000","195,184,000","234,975,000","203,362,000","208,793,000","224,555,000","206,296,000","157,267,000","155,335,000","144,791,000","137,703,000","114,410,000","122,043,000","133,304,000","128,703,000","107,827,000","113,917,000","109,090,000","104,227,000","89,284,000","81,522,000","92,813,000","89,922,000","75,641,000","75,174,000","85,959,000","74,910,000","68,684,000","66,424,000","70,459,000","66,706,000","53,666,000","55,519,000","39,931,000","30,461,000","20,547,000","19,912,000","16,723,000","11,772,000","15,861,000","26,531,000","29,422,000","26,947,000","24,400,000","23,627,000","21,705,000","20,319,000","19,331,000","20,149,000","17,337,000","12,904,000",,,,,,,,,
OperatingExpense,"343,635,000","88,349,000","87,522,000","85,450,000","82,314,000","76,452,000","78,080,000","75,309,000","77,645,000","74,378,000","77,905,000","84,073,000","78,983,000","75,357,000","69,633,000","70,466,000","67,557,000","61,619,000","60,416,000","57,971,000","51,333,000","51,955,000","47,800,000","44,252,000","39,424,000","41,127,000","38,617,000","38,093,000","34,557,000","36,865,000","35,115,000","34,533,000","32,865,000","31,105,000","31,477,000","30,157,000","26,476,000","26,281,000","24,156,000","21,819,000","22,221,000","21,803,000","23,154,000","20,790,000","18,848,000","16,705,000","19,386,000","14,750,000","15,216,000","15,242,000","13,075,000","13,558,000","13,836,000","11,737,000","12,333,000","14,174,000","11,860,000","11,275,000","8,891,000","10,213,000","8,279,000","9,511,000","6,999,000","5,389,000",,,,,,,,,
	SellingGeneralAndAdministration,"204,062,000","51,583,000","53,245,000","50,259,000","48,975,000","44,686,000","46,370,000","43,725,000","45,807,000","43,909,000","45,745,000","49,201,000","46,487,000","43,856,000","38,724,000","38,653,000","39,011,000","35,030,000","34,875,000","32,011,000","28,553,000","29,847,000","27,257,000","25,840,000","21,935,000","23,358,000","22,396,000","22,979,000","20,327,000","23,055,000","21,668,000","21,171,000","20,081,000","20,227,000","19,976,000","19,674,000","17,678,000","17,011,000","16,394,000","14,590,000","15,081,000","15,223,000","16,653,000","14,180,000","13,117,000","11,936,000","12,327,000","12,316,000","11,166,000","10,097,000","8,546,000","8,824,000","8,179,000","7,384,000","8,203,000","9,727,000","8,986,000","8,619,000","6,537,000","7,825,000","6,150,000","7,281,000","5,307,000","4,078,000",,,,,,,,,
		GeneralAndAdministrativeExpense,"125,882,000","32,167,000","32,557,000","31,066,000","30,092,000","27,444,000","29,038,000","26,399,000","27,124,000","25,071,000","26,776,000","28,538,000","27,212,000","27,572,000","25,245,000","24,117,000","25,495,000","21,576,000","21,491,000","19,875,000","17,726,000","19,637,000","16,797,000","16,151,000","13,901,000","14,718,000","14,679,000","15,017,000","12,778,000","15,126,000","14,172,000","13,124,000","12,916,000","13,049,000","13,175,000","12,829,000","11,810,000","9,937,000","10,609,000","8,736,000","9,949,000","9,943,000","10,997,000","8,333,000","8,169,000","6,633,000","7,800,000","7,384,000","6,828,000","5,797,000","4,758,000","4,944,000","4,990,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,"125,882,000","32,167,000","32,557,000","31,066,000","30,092,000","27,444,000","29,038,000","26,399,000","27,124,000","25,071,000","26,776,000","28,538,000","27,212,000","27,572,000","25,245,000","24,117,000","25,495,000","21,576,000","21,491,000","19,875,000","17,726,000","19,637,000","16,797,000","16,151,000","13,901,000","14,718,000","14,679,000","15,017,000","12,778,000","15,126,000","14,172,000","13,124,000","12,916,000","13,049,000","13,175,000","12,829,000","11,810,000","9,937,000","10,609,000","8,736,000","9,949,000","9,943,000","10,997,000","8,333,000","8,169,000","6,633,000","7,800,000","7,384,000","6,828,000","5,797,000","4,758,000","4,944,000","4,990,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"78,180,000","19,416,000","20,688,000","19,193,000","18,883,000","17,242,000","17,332,000","17,326,000","18,683,000","18,838,000","18,969,000","20,663,000","19,275,000","16,284,000","13,479,000","14,536,000","13,516,000","13,454,000","13,384,000","12,136,000","10,827,000","10,210,000","10,460,000","9,689,000","8,034,000","8,640,000","7,717,000","7,962,000","7,549,000","7,929,000","7,496,000","8,047,000","7,165,000","7,178,000","6,801,000","6,845,000","5,868,000","7,074,000","5,785,000","5,854,000","5,132,000","5,280,000","5,656,000","5,847,000","4,948,000","5,303,000","4,527,000","4,932,000","4,338,000","4,300,000","3,788,000","3,880,000","3,189,000",,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"139,573,000","36,766,000","34,277,000","35,191,000","33,339,000","31,766,000","31,710,000","31,584,000","31,838,000","30,469,000","32,160,000","34,872,000","32,496,000","31,501,000","30,909,000","31,813,000","28,546,000","26,589,000","25,541,000","25,960,000","22,780,000","22,108,000","20,543,000","18,412,000","17,489,000","17,769,000","16,221,000","15,114,000","14,230,000","13,810,000","13,447,000","13,362,000","12,784,000","10,878,000","11,501,000","10,483,000","8,798,000","9,270,000","7,762,000","7,229,000","7,140,000","6,580,000","6,501,000","6,610,000","5,731,000","5,292,000","4,981,000","4,729,000","4,158,000","5,098,000","4,569,000","4,734,000","4,142,000","4,353,000","4,130,000","4,447,000","2,874,000","2,656,000","2,354,000","2,388,000","2,129,000","2,230,000","1,692,000","1,311,000",,,,,,,,,
