name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-523,000","2,078,000","-2,295,000","-108,000","47,000","-40,000",,"1,515,000",,,,,,,,,,,,,,,,,,,,
OperatingIncome,"352,763,000","77,656,000","98,352,000","95,078,000","81,677,000","70,427,000","74,712,000","61,140,000","25,231,000","49,825,000","74,953,000","96,164,000","69,928,000","91,391,000","125,551,000","164,509,000","135,805,000","147,174,000","164,139,000","148,325,000","105,934,000","103,380,000","96,991,000","93,451,000","74,986,000","80,916,000","94,687,000","90,610,000","73,270,000","77,052,000","73,975,000","69,694,000","56,419,000","50,417,000","61,336,000","59,765,000","49,165,000","48,893,000","61,803,000","53,091,000","46,463,000","44,621,000","47,305,000","45,916,000","34,818,000","38,814,000","20,545,000","15,711,000","5,331,000","4,670,000","3,648,000","-1,786,000","2,025,000","14,794,000","17,089,000","12,773,000","12,540,000","12,352,000","12,814,000","10,106,000","11,052,000","10,638,000","10,338,000","7,515,000","32,464,000","-54,726,000","27,378,000","20,815,000","20,815,000","-42,470,000","15,177,000","15,177,000","15,177,000"
NetNonOperatingInterestIncomeExpense,"-1,839,000","-649,000","-288,000","-407,000","-495,000","173,000","1,168,000","1,856,000","3,073,000","2,501,000","3,734,000","4,051,000","3,952,000","4,132,000","3,884,000","729,000","311,000","86,000","-125,000","468,000","308,000","469,000","373,000","270,000","192,000","34,000","-40,000","-112,000","-184,000","66,000","-4,000","0","-139,000","24,000","63,000","-35,000","-53,000","-222,000","55,000","615,000","-129,000","-96,000","-209,000","-170,000","-206,000","-439,000","-350,000","-191,000","-208,000","-229,000","-266,000","-367,000","-390,000",,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,"173,000","1,168,000","1,856,000","3,073,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,000","96,000","209,000","170,000","206,000",,,"191,000","208,000","229,000","266,000","367,000","390,000",,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"1,839,000","649,000","288,000","407,000","495,000","-173,000","-1,168,000",,,"-2,501,000","-3,734,000","-4,051,000","-3,952,000","-4,132,000","-3,884,000","-729,000","-311,000","-86,000","125,000","-468,000","-308,000","-469,000","-373,000","-270,000","-192,000","-34,000","40,000","112,000","184,000","-66,000","4,000",,"139,000","-24,000","-63,000","35,000","53,000","222,000","-55,000","-615,000",,,,,"206,000",,"350,000","191,000",,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"15,557,000","7,514,000","3,423,000","-2,798,000","7,418,000","-5,027,000","-33,358,000","-13,482,000","19,756,000","-49,366,000","-1,328,000","-4,416,000","-1,622,000","5,342,000","-1,265,000","-1,732,000","5,738,000","1,162,000","-3,458,000","-7,160,000","-4,982,000","2,426,000","-2,711,000","1,697,000","-4,960,000","1,597,000","-4,993,000","-3,006,000","8,837,000","2,637,000","3,776,000","-706,000","1,704,000","-1,458,000","-1,345,000","-129,000","551,000","-645,000","-1,591,000","3,262,000","-2,380,000","1,657,000","2,072,000","-412,000","-712,000","453,000","-322,000","-26,000","-66,000","223,000","-75,000","464,000","-148,000","-288,000","-103,000","489,000","47,000","267,000","309,000","-8,000","44,000","-2,181,000","-2,006,000","-1,104,000",,,,,,,,,
	GainOnSaleOfSecurity,"15,120,000","7,147,000","3,634,000","-2,826,000","7,165,000","-5,186,000","11,302,000","-12,766,000","19,565,000","-5,332,000","-808,000","-5,074,000","-1,613,000","4,661,000","-1,688,000","-2,118,000","5,295,000","1,093,000","-3,917,000","-7,183,000","-4,453,000","1,820,000","-2,905,000","1,556,000","-4,967,000","2,100,000","-5,125,000","-3,167,000","8,752,000","2,579,000","3,614,000","-945,000","1,370,000","-1,564,000","-1,563,000","110,000","481,000","-1,634,000",,,,,,,"-720,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"0","0","0","0",,"-23,000","-44,601,000","-1,165,000",,"-44,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,591,000","3,262,000","-2,380,000","1,657,000","2,072,000","-412,000","-712,000","453,000","-322,000","-26,000","-66,000","223,000","-75,000","464,000","-148,000","-288,000","-103,000","489,000","47,000","267,000","309,000","-8,000","44,000","-2,181,000","-2,006,000","-1,104,000",,,,,,,,,
		ImpairmentOfCapitalAssets,"0","0","0","0",,"-477,000","44,601,000","1,165,000",,"44,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"437,000","367,000","-211,000","28,000","253,000","182,000","-59,000","449,000","191,000","216,000","-520,000","658,000","-9,000","681,000","423,000","386,000","443,000","69,000","459,000","23,000","-529,000","606,000","194,000","141,000","7,000","-503,000","132,000","161,000","85,000","58,000","162,000","239,000","334,000","106,000","218,000","-239,000","70,000","989,000",,,,,,,"8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"366,481,000","84,521,000","101,487,000","91,873,000","88,600,000","65,596,000","42,522,000","49,514,000","48,060,000","2,960,000","77,359,000","95,799,000","72,258,000","100,865,000","128,170,000","163,506,000","141,854,000","148,422,000","160,556,000","141,633,000","101,260,000","106,275,000","94,653,000","95,418,000","70,218,000","82,547,000","89,654,000","87,492,000","81,923,000","79,755,000","77,747,000","68,988,000","57,984,000","48,983,000","60,054,000","59,601,000","49,663,000","48,026,000","60,267,000","56,968,000","43,954,000","46,182,000","49,168,000","45,334,000","33,900,000","38,828,000","19,873,000","15,494,000","5,057,000","4,664,000","3,307,000","-1,689,000","1,487,000","14,201,000","16,792,000","13,079,000","12,492,000","12,582,000","13,321,000","10,215,000","11,492,000","8,015,000","7,990,000","6,057,000",,,,,,,,,
TaxProvision,"88,615,000","19,253,000","26,788,000","22,196,000","20,378,000","15,920,000","6,992,000","11,148,000","11,294,000","7,263,000","20,232,000","23,278,000","17,342,000","25,399,000","27,418,000","41,889,000","35,520,000","95,466,000","44,959,000","37,530,000","26,328,000","31,146,000","25,426,000","28,387,000","20,890,000","21,869,000","26,897,000","26,248,000","24,577,000","23,324,000","22,547,000","20,705,000","17,453,000","12,388,000","17,716,000","17,881,000","14,536,000","13,114,000","17,832,000","17,119,000","13,406,000","14,327,000","14,899,000","13,827,000","10,522,000","11,560,000","6,558,000","5,149,000","1,633,000","1,507,000","1,041,000","-524,000","461,000","4,746,000","5,310,000","4,058,000","3,997,000","3,899,000","3,505,000","3,611,000","4,507,000","-9,592,000","999,000","2,799,000",,,,,,,,,
NetIncomeCommonStockholders,"278,416,000","65,087,000","75,402,000","69,800,000","68,127,000","49,339,000","35,604,000","38,226,000","36,403,000","-4,450,000","57,253,000","72,272,000","55,159,000","75,559,000","100,517,000","121,617,000","106,334,000","52,956,000","115,597,000","104,116,000","74,945,000","75,132,000","69,235,000","67,058,000","49,326,000","60,704,000","62,791,000","61,299,000","57,359,000","56,431,000","55,200,000","48,283,000","40,531,000","36,595,000","42,338,000","41,720,000","35,127,000","34,912,000","42,435,000","37,742,000","29,915,000","31,086,000","32,869,000","30,736,000","23,068,000","27,062,000","13,226,000","10,306,000","3,397,000","3,122,000","2,255,000","-1,229,000","1,271,000","9,060,000","10,893,000","8,552,000","8,149,000","8,337,000","8,557,000","6,388,000","6,613,000","16,636,000","6,479,000","3,059,000","3,059,000","2,638,000","2,639,000","1,075,000","1,075,000","503,000","503,000","503,000","503,000"
	NetIncome,"278,416,000","65,087,000","75,402,000","69,800,000","68,127,000","49,339,000","35,604,000","38,226,000","36,403,000","-4,450,000","57,253,000","72,272,000","55,159,000","75,559,000","100,517,000","121,617,000","106,334,000","52,956,000","115,597,000","104,116,000","74,945,000","75,132,000","69,235,000","67,058,000","49,326,000","60,704,000","62,791,000","61,299,000","57,359,000","56,431,000","55,200,000","48,283,000","40,531,000","36,595,000","42,338,000","41,720,000","35,127,000","34,912,000","42,435,000","37,742,000","29,915,000","31,086,000","32,869,000","30,736,000","23,068,000","27,062,000","13,226,000","10,306,000","3,397,000","3,122,000","2,255,000","-1,229,000","1,271,000","9,060,000","10,893,000","8,552,000","8,149,000","8,337,000","8,557,000","6,388,000","6,613,000","16,636,000","6,479,000","3,059,000","3,059,000","2,638,000","2,639,000","1,075,000","1,075,000","503,000","503,000","503,000","503,000"
		NetIncomeIncludingNoncontrollingInterests,"277,866,000","65,268,000","74,699,000","69,677,000","68,222,000","49,676,000","35,530,000","38,366,000","36,766,000","-4,303,000","57,127,000","72,521,000","54,916,000","75,466,000","100,752,000","121,617,000","106,334,000","52,956,000","115,597,000","104,103,000","74,932,000","75,129,000","69,227,000","67,031,000","49,328,000","60,678,000","62,757,000","61,244,000","57,346,000","56,431,000","55,200,000","48,283,000","40,531,000","36,595,000","42,338,000","41,720,000","35,127,000","34,912,000","42,435,000","39,849,000","30,548,000","31,855,000","34,269,000","31,507,000","23,378,000","27,268,000","13,315,000","10,345,000","3,424,000","3,157,000","2,266,000","-1,165,000","1,026,000","9,455,000","11,482,000","9,021,000","8,495,000","8,683,000","9,816,000","6,604,000","6,985,000","17,607,000","6,991,000","3,258,000","3,059,000","3,064,000","2,639,000","1,075,000","1,075,000","583,000","503,000","503,000","503,000"
			NetIncomeContinuousOperations,"277,866,000","65,268,000","74,699,000","69,677,000","68,222,000","49,676,000","35,530,000","38,366,000","36,766,000","-4,303,000","57,127,000","72,521,000","54,916,000","75,466,000","100,752,000","121,617,000","106,334,000","52,956,000","115,597,000","104,103,000","74,932,000","75,129,000","69,227,000","67,031,000","49,328,000","60,678,000","62,757,000","61,244,000","57,346,000","56,431,000","55,200,000","48,283,000","40,531,000","36,595,000","42,338,000","41,720,000","35,127,000","34,912,000","42,435,000","39,849,000","30,548,000","31,855,000","34,269,000","31,507,000","23,378,000","27,268,000","13,315,000","10,345,000","3,424,000","3,157,000","2,266,000","-1,165,000","1,026,000","9,060,000","10,893,000","8,552,000","8,149,000","8,337,000","8,557,000","6,388,000","6,613,000","16,636,000","6,479,000","3,059,000","3,059,000","2,638,000","2,639,000","1,075,000","1,075,000","503,000","503,000","503,000","503,000"
		MinorityInterests,"550,000","-181,000","703,000","123,000","-95,000","-337,000","74,000","-140,000","-363,000","-147,000","126,000","-249,000","243,000","93,000","-235,000","0","0","0","0","13,000","13,000","3,000","8,000","27,000","-2,000","26,000","34,000","55,000","13,000",,,,,"0","0","0","0","0","0","-2,107,000","-633,000","-769,000","-1,400,000","-771,000","-310,000","-206,000","-89,000","-39,000","-27,000","-35,000","-11,000","-64,000","245,000","-395,000","-589,000","-469,000","-346,000","-346,000","-1,259,000","-216,000","-372,000","-971,000","-512,000","-199,000",,,,,,,,,
DilutedNIAvailtoComStockholders,"278,416,000","65,087,000","75,402,000","69,800,000","68,127,000","49,339,000","35,604,000","38,226,000","36,403,000","-4,450,000","57,253,000","72,272,000","55,159,000","75,559,000","100,517,000","121,617,000","106,334,000","52,956,000","115,597,000","104,116,000","74,945,000","75,132,000","69,235,000","67,058,000","49,326,000","60,704,000","62,791,000","61,299,000","57,359,000","56,431,000","55,200,000","48,283,000","40,531,000","36,595,000","42,338,000","41,720,000","35,127,000","34,912,000","42,435,000","37,742,000","29,915,000","31,086,000","32,869,000","30,736,000","23,068,000","27,062,000","13,226,000","10,306,000","3,397,000","3,122,000","2,255,000","-1,229,000","1,271,000","9,060,000","10,893,000","8,552,000","8,149,000","8,337,000","8,557,000","6,388,000","6,613,000","16,636,000","6,479,000","3,059,000","3,059,000","2,638,000","2,639,000","1,075,000","1,075,000","503,000","503,000","503,000","503,000"
BasicEPS,,"1.22","1.41","1.31","1.27","0.92","0.67","0.72","0.69","-0.08","1.08","1.36","1.04","1.42","1.88","2.27","1.98","0.99","2.16","1.95","1.4","1.42","1.3","1.26","0.93","1.15","1.19","1.16","1.09","1.08","1.06","0.93","0.78","0.71","0.82","0.81","0.68","0.68","0.83","0.74","0.63",,"0.68","0.65","0.49",,"0.28","0.22","0.07",,"0.05","-0.03","0.03",,"0.24","0.19","0.18",,"0.2","0.15","0.15",,"0","0.055","0.055",,"0.045","0.01","0.01",,"0.003","0.003","0.003"
DilutedEPS,,"1.21","1.4","1.29","1.26","0.92","0.66","0.71","0.68","-0.08","1.07","1.34","1.02","1.4","1.84","2.21","1.93","0.96","2.11","1.91","1.38","1.39","1.29","1.25","0.92","1.14","1.18","1.15","1.08","1.07","1.05","0.92","0.77","0.7","0.81","0.8","0.67","0.67","0.81","0.72","0.61",,"0.66","0.63","0.47",,"0.28","0.22","0.07",,"0.05","-0.03","0.03",,"0.23","0.19","0.18",,"0.19","0.14","0.15",,"0","0.05","0.055",,"0.045","0.01","0.01",,"0.003","0.003","0.003"
BasicAverageShares,,"53,222,000","53,387,000","53,472,000","53,541,000","53,187,000","53,098,000","53,040,000","53,075,000","52,916,000","52,928,000","53,042,000","53,001,000","53,243,000","53,571,000","53,662,000","53,694,000","53,460,000","53,440,000","53,380,000","53,368,000","53,097,000","53,071,000","53,065,000","52,898,000","52,714,000","52,675,000","52,657,000","52,486,000","52,153,000","52,088,000","52,068,000","51,970,000","51,660,000","51,495,000","51,462,000","51,407,000","51,110,000","51,090,000","50,989,000","48,446,000",,"47,483,000","47,310,000","47,099,000",,"46,533,000","46,220,000","46,098,000",,"45,573,000","45,431,000","45,094,000",,"44,685,000","44,355,000","44,095,000",,"43,362,000","42,974,000","42,909,000",,"27,052,000","40,385,000","40,385,000",,"39,348,000","39,008,000","39,008,000",,"38,547,000","38,547,000","38,547,000"
DilutedAverageShares,,"53,626,000","53,834,000","53,999,000","54,201,000","53,865,000","53,664,000","53,530,000","53,676,000","52,916,000","53,622,000","53,848,000","53,874,000","54,107,000","54,696,000","54,992,000","55,182,000","54,923,000","54,698,000","54,471,000","54,370,000","53,873,000","53,761,000","53,788,000","53,621,000","53,434,000","53,392,000","53,442,000","53,267,000","52,873,000","52,792,000","52,769,000","52,724,000","52,487,000","52,367,000","52,385,000","52,350,000","52,116,000","52,102,000","52,071,000","49,582,000",,"48,747,000","48,610,000","48,690,000",,"47,700,000","47,333,000","47,191,000",,"46,695,000","45,431,000","46,152,000",,"46,375,000","46,132,000","46,041,000",,"45,731,000","45,631,000","45,602,000",,"32,987,000","49,584,000","49,584,000",,"45,252,000","44,912,000","44,912,000",,"38,547,000","38,547,000","38,547,000"
TotalOperatingIncomeAsReported,"367,883,000","84,803,000","101,986,000","92,252,000","88,842,000","65,241,000","41,413,000","47,209,000","44,796,000","243,000","74,145,000","91,090,000","68,315,000","96,052,000","123,863,000","162,391,000","141,100,000","148,267,000","160,222,000","141,142,000","101,481,000","105,200,000","94,086,000","95,007,000","70,019,000","83,016,000","89,562,000","87,443,000","82,022,000","79,631,000","77,589,000","68,749,000","57,789,000","48,853,000","59,773,000","59,875,000","49,646,000","47,259,000","60,007,000","56,445,000","45,177,000","46,070,000","49,232,000","46,122,000","34,098,000","38,814,000","20,545,000","15,711,000","5,331,000","4,670,000","3,648,000","-1,286,000","2,025,000","14,794,000","17,089,000","12,773,000","12,540,000","12,352,000","12,814,000","10,106,000","11,052,000","10,638,000","10,338,000","7,515,000",,,,,,,,,
TotalExpenses,"1,108,097,000","286,811,000","280,798,000","276,580,000","263,908,000","266,203,000","243,729,000","235,271,000","224,011,000","256,802,000","254,185,000","267,605,000","245,119,000","238,660,000","230,795,000","249,104,000","224,059,000","213,881,000","228,476,000","221,048,000","179,912,000","176,741,000","169,026,000","159,336,000","132,262,000","142,710,000","148,854,000","144,528,000","125,690,000","130,350,000","125,676,000","122,510,000","114,156,000","115,442,000","110,816,000","108,406,000","92,687,000","96,137,000","94,576,000","84,836,000","76,729,000","78,903,000","81,759,000","76,020,000","65,140,000","62,171,000","59,264,000","51,547,000","45,873,000","49,623,000","42,160,000","42,171,000","43,383,000","43,400,000","44,923,000","43,221,000","40,336,000","42,715,000","35,091,000","33,846,000","30,701,000","31,459,000","25,863,000","24,949,000",,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"278,416,000","65,087,000","75,402,000","69,800,000","68,127,000","49,339,000","35,604,000","38,226,000","36,403,000","-4,450,000","57,253,000","72,272,000","55,159,000","75,559,000","100,517,000","121,617,000","106,334,000","52,956,000","115,597,000","104,116,000","74,945,000","75,132,000","69,235,000","67,058,000","49,326,000","60,704,000","62,791,000","61,299,000","57,359,000","56,431,000","55,200,000","48,283,000","40,531,000","36,595,000","42,338,000","41,720,000","35,127,000","34,912,000","42,435,000","37,742,000","29,915,000","31,086,000","32,869,000","30,736,000","23,068,000","27,062,000","13,226,000","10,306,000","3,397,000","3,122,000","2,255,000","-1,229,000","1,271,000","9,060,000","10,893,000","8,552,000","8,149,000","8,337,000","8,557,000","6,388,000","6,613,000","16,636,000","6,479,000","3,059,000","3,059,000","2,638,000","2,639,000","1,075,000","1,075,000","503,000","503,000","503,000","503,000"
