name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"15,618,000,000","4,134,000,000","3,654,000,000","3,807,000,000","4,023,000,000","4,212,000,000","3,668,000,000","1,960,000,000","3,226,000,000","3,596,000,000","3,559,000,000","3,627,000,000","3,575,000,000","3,636,000,000","3,485,000,000","3,684,000,000","3,630,000,000","-59,000,000","4,333,000,000","4,318,000,000","4,292,000,000","4,313,000,000","4,091,000,000","4,206,000,000","4,051,000,000","3,879,000,000","3,631,000,000","3,858,000,000","3,797,000,000","4,152,000,000","4,144,000,000","4,451,000,000","4,276,000,000","4,182,000,000","4,017,000,000","4,240,000,000","4,024,000,000","3,767,000,000","3,663,000,000","3,997,000,000","4,092,000,000","3,900,000,000","3,931,000,000","4,213,000,000","3,997,000,000","3,652,000,000","3,309,000,000","3,446,000,000","3,410,000,000"
	OperatingRevenue,"15,618,000,000","4,134,000,000","3,654,000,000","3,807,000,000","4,023,000,000","4,212,000,000","3,668,000,000","1,960,000,000","3,226,000,000","3,596,000,000","3,559,000,000","3,627,000,000","3,575,000,000","3,636,000,000","3,485,000,000","3,684,000,000","3,630,000,000","-59,000,000","4,333,000,000","4,318,000,000","4,292,000,000","4,313,000,000","4,091,000,000","4,206,000,000","4,051,000,000","3,879,000,000","3,631,000,000","3,858,000,000","3,797,000,000","4,152,000,000","4,144,000,000","4,451,000,000","4,276,000,000","4,182,000,000","4,017,000,000","4,240,000,000","4,024,000,000","3,767,000,000","3,663,000,000","3,997,000,000","4,092,000,000","3,900,000,000","3,931,000,000","4,213,000,000","3,997,000,000","3,652,000,000","3,309,000,000","3,446,000,000","3,410,000,000"
CostOfRevenue,"13,182,000,000","3,543,000,000","3,138,000,000","3,205,000,000","3,296,000,000","3,433,000,000","3,021,000,000","1,947,000,000","2,725,000,000","2,909,000,000","2,882,000,000","2,958,000,000","2,962,000,000","2,967,000,000","2,834,000,000","2,958,000,000","2,947,000,000","-44,000,000","3,450,000,000","3,419,000,000","3,445,000,000","3,238,000,000","3,256,000,000","3,348,000,000","3,265,000,000","3,161,000,000","2,862,000,000","3,076,000,000","3,056,000,000","3,343,000,000","3,388,000,000","3,611,000,000","3,508,000,000","3,426,000,000","3,338,000,000","3,464,000,000","3,339,000,000","3,158,000,000","3,058,000,000","3,272,000,000","3,373,000,000","3,221,000,000","3,294,000,000","3,518,000,000","3,353,000,000","3,210,000,000","2,807,000,000","2,903,000,000","2,848,000,000"
GrossProfit,"2,436,000,000","591,000,000","516,000,000","602,000,000","727,000,000","779,000,000","647,000,000","13,000,000","501,000,000","687,000,000","677,000,000","669,000,000","613,000,000","669,000,000","651,000,000","726,000,000","683,000,000","-15,000,000","883,000,000","899,000,000","847,000,000","1,075,000,000","835,000,000","858,000,000","786,000,000","718,000,000","769,000,000","782,000,000","741,000,000","809,000,000","756,000,000","840,000,000","768,000,000","756,000,000","679,000,000","776,000,000","685,000,000","609,000,000","605,000,000","725,000,000","719,000,000","679,000,000","637,000,000","695,000,000","644,000,000","442,000,000","502,000,000","543,000,000","562,000,000"
OperatingExpense,"1,223,000,000","328,000,000","300,000,000","303,000,000","292,000,000","315,000,000","265,000,000","252,000,000","288,000,000","333,000,000","296,000,000","303,000,000","290,000,000","305,000,000","263,000,000","290,000,000","289,000,000","63,000,000","351,000,000","334,000,000","321,000,000","344,000,000","312,000,000","313,000,000","310,000,000","275,000,000","272,000,000","284,000,000","279,000,000","303,000,000","295,000,000","297,000,000","287,000,000","289,000,000","255,000,000","267,000,000","256,000,000","278,000,000","235,000,000","249,000,000","249,000,000","257,000,000","241,000,000","259,000,000","223,000,000","229,000,000","228,000,000","216,000,000","212,000,000"
	SellingGeneralAndAdministration,"1,075,000,000","291,000,000","263,000,000","266,000,000","255,000,000","278,000,000","229,000,000","217,000,000","252,000,000","298,000,000","262,000,000","260,000,000","256,000,000","242,000,000","232,000,000","260,000,000","259,000,000","46,000,000","317,000,000","301,000,000","288,000,000","311,000,000","278,000,000","279,000,000","277,000,000","252,000,000","249,000,000","261,000,000","255,000,000","278,000,000","270,000,000","272,000,000","261,000,000","264,000,000","228,000,000","241,000,000","230,000,000","254,000,000","215,000,000","230,000,000","228,000,000","234,000,000","222,000,000","240,000,000","205,000,000","211,000,000","207,000,000","199,000,000","198,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"148,000,000","37,000,000","37,000,000","37,000,000","37,000,000","37,000,000","36,000,000","35,000,000","36,000,000","35,000,000","34,000,000","43,000,000","34,000,000","63,000,000","31,000,000","30,000,000","30,000,000","17,000,000","34,000,000","33,000,000","33,000,000","33,000,000","34,000,000","34,000,000","33,000,000","23,000,000","23,000,000","23,000,000","24,000,000","25,000,000","25,000,000","25,000,000","26,000,000","25,000,000","27,000,000","26,000,000","26,000,000","24,000,000","20,000,000","19,000,000","21,000,000","23,000,000","19,000,000","19,000,000","18,000,000","18,000,000","21,000,000","17,000,000","14,000,000"
		DepreciationAndAmortizationInIncomeStatement,"148,000,000","37,000,000","37,000,000","37,000,000","37,000,000","37,000,000","36,000,000","35,000,000","36,000,000","35,000,000","34,000,000","43,000,000","34,000,000","63,000,000","31,000,000","30,000,000","30,000,000","17,000,000","34,000,000","33,000,000","33,000,000","33,000,000","34,000,000","34,000,000","33,000,000","23,000,000","23,000,000","23,000,000","24,000,000","25,000,000","25,000,000","25,000,000","26,000,000","25,000,000","27,000,000","26,000,000","26,000,000","24,000,000","20,000,000","19,000,000","21,000,000","23,000,000","19,000,000","19,000,000","18,000,000","18,000,000","21,000,000","17,000,000","14,000,000"
			Amortization,"148,000,000","37,000,000","37,000,000","37,000,000","37,000,000","37,000,000","36,000,000","35,000,000","36,000,000","35,000,000","34,000,000","43,000,000","34,000,000","63,000,000","31,000,000","30,000,000","30,000,000","17,000,000","34,000,000","33,000,000","33,000,000","33,000,000","34,000,000","34,000,000","33,000,000","23,000,000","23,000,000","23,000,000","24,000,000","25,000,000","25,000,000","25,000,000","26,000,000","25,000,000","27,000,000","26,000,000","26,000,000","24,000,000","20,000,000","19,000,000","21,000,000","23,000,000","19,000,000","19,000,000","18,000,000","18,000,000","21,000,000","17,000,000","14,000,000"
				AmortizationOfIntangiblesIncomeStatement,"148,000,000","37,000,000","37,000,000","37,000,000","37,000,000","37,000,000","36,000,000","35,000,000","36,000,000","35,000,000","34,000,000","43,000,000","34,000,000","63,000,000","31,000,000","30,000,000","30,000,000","17,000,000","34,000,000","33,000,000","33,000,000","33,000,000","34,000,000","34,000,000","33,000,000","23,000,000","23,000,000","23,000,000","24,000,000","25,000,000","25,000,000","25,000,000","26,000,000","25,000,000","27,000,000","26,000,000","26,000,000","24,000,000","20,000,000","19,000,000","21,000,000","23,000,000","19,000,000","19,000,000","18,000,000","18,000,000","21,000,000","17,000,000","14,000,000"
