name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
		NetIncomeIncludingNoncontrollingInterests,"640,000,000","66,000,000","294,000,000","204,000,000","76,000,000","211,000,000","185,000,000","365,000,000","418,000,000","346,000,000","854,000,000","1,421,000,000","209,000,000","262,000,000","255,000,000","293,000,000","607,000,000","-186,000,000","-22,000,000","644,000,000","566,000,000","-1,000,000","-38,000,000","440,000,000","899,000,000","-45,000,000","-140,000,000","442,000,000","395,000,000","142,000,000","3,000,000","335,000,000","367,000,000","-308,000,000","-273,000,000","222,000,000","323,000,000","-45,000,000","-381,000,000","201,000,000","400,000,000","-205,000,000","-340,000,000","221,000,000","151,000,000","-322,000,000","-201,000,000","96,000,000","30,000,000","-82,000,000","-391,000,000","-234,000,000","-42,000,000","-641,000,000","-310,000,000","-95,000,000","-93,000,000","-33,000,000","-195,000,000","-132,000,000","-25,000,000","156,000,000","22,000,000","-81,000,000","-15,000,000","259,000,000","53,000,000","-56,000,000","7,422,000","375,100,000","97,253,000","24,225,000","90,040,000","392,296,000","76,588,000","18,368,000","10,290,000","251,632,000","49,972,000","6,506,000","48,251,000","132,491,000","-33,118,000","-45,306,000","-17,178,000","88,360,000","-38,676,000","-41,773,000","3,972,000","92,700,000","18,200,000","2,200,000","21,800,000","72,600,000","-25,200,000","3,900,000","15,400,000","58,600,000",,"1,500,000","10,400,000","36,700,000","4,800,000",,"7,300,000","29,900,000","2,700,000","800,000","12,900,000","23,100,000","5,400,000","11,700,000","12,100,000","17,600,000","7,800,000","7,300,000","8,500,000","11,800,000","5,200,000","4,100,000","4,800,000","6,800,000","2,700,000","1,600,000","2,200,000","4,000,000","1,700,000","1,200,000","1,400,000","2,800,000","1,100,000","800,000"
			NetIncomeContinuousOperations,"640,000,000","66,000,000","294,000,000","204,000,000","76,000,000","211,000,000","185,000,000","365,000,000","418,000,000","346,000,000","854,000,000","1,421,000,000","209,000,000","262,000,000","255,000,000","293,000,000","607,000,000","-186,000,000","-22,000,000","644,000,000","566,000,000","-1,000,000","-38,000,000","440,000,000","899,000,000","-45,000,000","-140,000,000","442,000,000","395,000,000","142,000,000","3,000,000","335,000,000","367,000,000","-308,000,000","-273,000,000","222,000,000","323,000,000","-45,000,000","-381,000,000","201,000,000","400,000,000","-205,000,000","-340,000,000","221,000,000","151,000,000","-322,000,000","-201,000,000","96,000,000","30,000,000","-82,000,000","-391,000,000","-234,000,000","-42,000,000","-641,000,000","-310,000,000","-95,000,000","-93,000,000","-33,000,000","-195,000,000","-132,000,000","-25,000,000","160,000,000","22,000,000","-81,000,000","-16,000,000","259,000,000","51,000,000","-58,000,000","7,422,000","375,100,000","97,253,000","24,225,000","90,040,000","392,296,000","76,588,000","18,368,000","9,240,000","250,219,000","50,234,000","7,404,000","47,295,000","132,292,000","-32,824,000","-45,254,000","-17,880,000","87,978,000","-38,909,000","-42,271,000","3,451,000","92,900,000","18,100,000","2,300,000","21,900,000","72,500,000","-25,300,000","3,700,000","15,400,000","58,600,000",,"1,500,000","10,400,000","36,700,000","5,900,000",,"7,300,000","29,300,000","3,000,000","800,000","13,400,000","23,800,000","6,700,000","11,800,000","11,200,000","18,100,000","8,000,000","7,300,000","8,600,000","12,300,000","5,200,000","4,100,000","4,800,000","6,800,000","2,700,000","1,600,000","2,200,000","4,000,000","1,700,000","1,200,000","1,400,000","2,800,000","1,100,000","800,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4,000,000",,,"-1,000,000",,"-2,000,000","-2,000,000",,,,,,,,,"-1,050,000","-1,413,000","262,000","898,000","-956,000","-199,000","294,000","52,000","-702,000","-382,000","-233,000","-498,000","-521,000","200,000","-100,000","100,000","100,000","-100,000","-100,000","-200,000",,,,,"0",,"1,100,000","200,000","0","-600,000","300,000",,"500,000","700,000","1,300,000","100,000","-900,000","500,000","200,000",,"100,000","500,000",,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"640,000,000","66,000,000","294,000,000","204,000,000","76,000,000","211,000,000","185,000,000","365,000,000","418,000,000","346,000,000","854,000,000","1,421,000,000","209,000,000","262,000,000","255,000,000","293,000,000","607,000,000","-186,000,000","-22,000,000","644,000,000","566,000,000","-1,000,000","-38,000,000","440,000,000","899,000,000","-45,000,000","-140,000,000","442,000,000","395,000,000","142,000,000","3,000,000","335,000,000","367,000,000","-308,000,000","-273,000,000","222,000,000","323,000,000","-45,000,000","-381,000,000","201,000,000","400,000,000","-205,000,000","-340,000,000","221,000,000","151,000,000","-322,000,000","-201,000,000","96,000,000","30,000,000","-82,000,000","-391,000,000","-234,000,000","-42,000,000","-641,000,000","-310,000,000","-95,000,000","-93,000,000","-33,000,000","-195,000,000","-132,000,000","-25,000,000","160,000,000","22,000,000","-81,000,000","-16,000,000","259,000,000","51,000,000","-58,000,000","7,422,000","375,100,000","97,253,000","24,225,000","90,040,000","392,296,000","76,588,000","18,368,000","9,240,000","250,219,000","50,234,000","7,404,000","47,295,000","132,292,000","-32,824,000","-45,254,000","-17,880,000","87,978,000","-38,909,000","-42,271,000","3,451,000","92,900,000","18,100,000","2,300,000","21,900,000","72,500,000","-25,300,000","3,700,000","15,400,000","58,600,000",,"1,500,000","10,400,000","36,700,000","5,900,000",,"7,300,000","29,300,000","3,000,000","800,000","13,400,000","23,800,000","6,700,000","11,800,000","11,200,000","18,100,000","8,000,000","7,300,000","8,600,000","12,300,000","5,200,000","4,100,000","4,800,000","6,800,000","2,700,000","1,600,000","2,200,000","4,000,000","1,700,000","1,200,000","1,400,000","2,800,000",,
BasicEPS,,"0.23","1.03","0.71","0.26","0.73","0.64","1.27","1.44","1.18","2.89","4.78","0.7","0.87","0.84","0.96","1.98","-0.6","-0.07","2.08","1.84","-0.003","-0.13","1.46","2.93","-0.14","-0.45","1.42","1.27","0.46","0.01","1.07","1.18","-1","-0.89","0.73","1.07","-0.15","-1.21","0.63",,"-0.62","-1.03","0.67",,"-0.97","-0.61","0.29",,"-0.25","-1.21","-0.72",,"-2","-0.97","-0.3",,"-0.1","-0.62","-0.42",,"0.52","0.07","-0.26",,"0.86","0.17","-0.19",,"1.23","0.32","0.08",,"1.32","0.26","0.065",,"0.895","0.19","0.035",,"0.505","-0.1","-0.145",,"0.36","-0.135","-0.163",,"0.368","0.075","0.01",,"0.3","-0.105","0.015",,"0.25","0","0.01",,"0.17","0.015","0",,"0.135","0.015","0.005",,"0.12","0.035","0.06",,"0.09","0.04","0.04",,"0.065","0.03","0.025",,"0.04","0.02","0.01",,"0.03","0.015","0.01",,"0.02","0.01","0.01"
DilutedEPS,,"0.23","1.02","0.71","0.26","0.72","0.63","1.25","1.43","1.18","2.89","4.75","0.69","0.86","0.83","0.95","1.95","-0.6","-0.07","2.06","1.81","-0.003","-0.13","1.4","2.79","-0.14","-0.45","1.32","1.19","0.44","0.01","1.04","1.15","-1","-0.89","0.71","1.05","-0.15","-1.21","0.63",,"-0.62","-1.03","0.66",,"-0.97","-0.61","0.29",,"-0.25","-1.21","-0.72",,"-2","-0.97","-0.3",,"-0.1","-0.62","-0.42",,"0.5","0.07","-0.26",,"0.83","0.16","-0.19",,"1.18","0.31","0.08",,"1.26","0.25","0.06",,"0.845","0.17","0.025",,"0.46","-0.12","-0.165",,"0.315","-0.15","-0.163",,"0.345","0.07","0.01",,"0.29","-0.105","0.015",,"0.24","0","0.01",,"0.165","0.015","0",,"0.135","0.015","0.005",,"0.12","0.035","0.06",,"0.09","0.04","0.04",,"0.065","0.03","0.025",,"0.04","0.02","0.01",,"0.03","0.015","0.01",,"0.02","0.01","0.01"
BasicAverageShares,,"283,000,000","285,000,000","286,000,000","288,000,000","290,000,000","289,000,000","288,000,000","290,000,000","292,000,000","295,000,000","297,000,000","299,000,000","302,000,000","305,000,000","306,000,000","307,000,000","308,000,000","309,000,000","309,000,000","308,000,000","303,000,000","301,000,000","301,000,000","307,000,000","311,000,000","312,000,000","311,000,000","310,000,000","311,000,000","313,000,000","313,000,000","310,000,000","309,000,000","308,000,000","304,000,000","301,000,000","304,000,000","316,000,000","317,000,000",,"332,000,000","331,000,000","331,000,000",,"332,000,000","329,000,000","328,000,000",,"325,000,000","324,000,000","323,000,000",,"321,000,000","319,000,000","318,000,000",,"315,000,000","313,000,000","311,000,000",,"309,000,000","307,000,000","306,000,000",,"301,000,000","302,000,000","308,000,000",,"305,632,000","304,076,000","302,238,000",,"297,787,000","294,836,000","289,910,000",,"283,778,000","279,686,000","277,496,000",,"274,206,000","273,304,000","271,460,000",,"264,678,000","261,382,000","258,553,528",,"253,304,000","124,834,000","245,820,000",,"241,666,667","240,952,381","246,666,667",,"234,400,000","223,164,000","223,164,000",,"215,882,353","219,720,000","219,720,000",,"217,037,037","200,000,000","160,000,000",,"198,333,333","191,428,571","196,666,667",,"201,111,111","200,000,000","182,500,000",,"189,230,769","173,333,333","164,000,000",,"170,000,000","135,000,000","160,000,000",,"133,333,333","113,333,333","120,000,000",,"140,000,000","149,568,000","149,568,000"
DilutedAverageShares,,"285,000,000","287,000,000","289,000,000","290,000,000","292,000,000","293,000,000","292,000,000","292,000,000","294,000,000","296,000,000","299,000,000","301,000,000","304,000,000","307,000,000","310,000,000","311,000,000","308,000,000","309,000,000","313,000,000","312,000,000","303,000,000","301,000,000","315,000,000","322,000,000","311,000,000","312,000,000","335,000,000","332,000,000","323,000,000","322,000,000","322,000,000","319,000,000","309,000,000","308,000,000","312,000,000","307,000,000","304,000,000","316,000,000","320,000,000",,"332,000,000","331,000,000","337,000,000",,"332,000,000","329,000,000","332,000,000",,"325,000,000","324,000,000","323,000,000",,"321,000,000","319,000,000","318,000,000",,"315,000,000","313,000,000","311,000,000",,"319,000,000","315,000,000","306,000,000",,"311,000,000","314,000,000","308,000,000",,"316,833,000","316,049,000","315,576,000",,"311,463,000","307,779,000","299,632,000",,"296,050,000","293,238,000","290,444,000",,"286,798,000","274,608,000","272,764,000",,"277,808,000","262,686,000","258,553,528",,"269,912,000","131,214,000","256,476,000",,"250,000,000","240,952,381","246,666,667",,"244,166,667","223,164,000","223,164,000",,"222,424,242","219,720,000","219,720,000",,"217,037,037","200,000,000","160,000,000",,"198,333,333","191,428,571","196,666,667",,"201,111,111","200,000,000","182,500,000",,"189,230,769","173,333,333","164,000,000",,"170,000,000","135,000,000","160,000,000",,"133,333,333","113,333,333","120,000,000",,"140,000,000","149,568,000","149,568,000"
TotalOperatingIncomeAsReported,"939,000,000","102,000,000","340,000,000","322,000,000","175,000,000","251,000,000","149,000,000","471,000,000","401,000,000","361,000,000","268,000,000","415,000,000","196,000,000","242,000,000","258,000,000","300,000,000","753,000,000","-21,000,000","-41,000,000","743,000,000","717,000,000","-4,000,000","-49,000,000","560,000,000","536,000,000","-31,000,000","-119,000,000","512,000,000","400,000,000","162,000,000","24,000,000","362,000,000","344,000,000","-292,000,000","-252,000,000","233,000,000","309,000,000","-39,000,000","-364,000,000","215,000,000","365,000,000","-183,000,000","-374,000,000","227,000,000","145,000,000","-303,000,000","-252,000,000","98,000,000","83,000,000","-107,000,000","-417,000,000","-245,000,000","-62,000,000","-304,000,000","-364,000,000","-97,000,000","-38,000,000","7,000,000","-274,000,000","-183,000,000","-72,000,000","215,000,000","14,000,000","-119,000,000","24,000,000","347,000,000","49,000,000","-96,000,000","-37,000","519,283,000","124,794,000","24,960,000","94,450,000","557,508,000","101,867,000","21,772,000","9,576,000","369,123,000","71,246,000","6,282,000","67,373,000","188,501,000","-52,057,000","-68,378,000","-31,153,000","125,368,000","-60,154,000","-64,377,000","7,925,000","129,600,000","23,700,000","-900,000","29,400,000","102,500,000","12,400,000","5,300,000","20,500,000","72,400,000","7,700,000",,"12,500,000","55,800,000","5,200,000","-6,300,000","9,600,000","41,100,000","2,800,000",,"17,200,000","33,400,000","6,600,000","7,500,000","16,200,000","24,400,000","10,100,000","9,800,000","11,700,000","16,200,000","6,600,000","5,900,000","6,700,000","10,400,000","3,800,000","2,000,000","3,100,000","5,900,000","2,300,000","1,400,000","1,800,000","4,100,000",,
TotalExpenses,"5,573,000,000","1,687,000,000","1,486,000,000","1,229,000,000","1,171,000,000","1,422,000,000","1,002,000,000","988,000,000","986,000,000","1,230,000,000","1,078,000,000","793,000,000","1,031,000,000","1,046,000,000","1,026,000,000","837,000,000","829,000,000","1,181,000,000","1,000,000,000","706,000,000","810,000,000","1,153,000,000","947,000,000","711,000,000","772,000,000","1,101,000,000","934,000,000","691,000,000","786,000,000","964,000,000","967,000,000","853,000,000","776,000,000","1,101,000,000","993,000,000","708,000,000","899,000,000","1,004,000,000","1,077,000,000","733,000,000","993,000,000","1,244,000,000","1,073,000,000","752,000,000","938,000,000","1,201,000,000","905,000,000","713,000,000","874,000,000","1,250,000,000","1,199,000,000","875,000,000","494,000,000","1,941,000,000","1,234,000,000","879,000,000","1,010,000,000","1,418,000,000","909,000,000","576,000,000","682,000,000","1,063,000,000","764,000,000","526,000,000","592,000,000","914,000,000","626,000,000","461,000,000","548,605,000","899,168,000","590,934,000","406,293,000","494,870,000","917,219,000","428,138,000","331,609,000","447,830,000","855,225,000","382,244,000","325,636,000","396,066,000","630,326,000","292,213,000","250,328,000","268,740,000","514,951,000","280,054,000","219,176,000","286,386,000","471,100,000","315,200,000","187,000,000","248,400,000","417,700,000","233,400,000","172,900,000","183,600,000","318,800,000","182,100,000","117,800,000","131,300,000","215,300,000","124,100,000","86,900,000","108,900,000","198,600,000","90,900,000","80,000,000","98,900,000","183,300,000","79,700,000","66,700,000","91,000,000","125,100,000","72,000,000","69,700,000","74,900,000","90,900,000","48,000,000","39,300,000","38,700,000","48,700,000","29,200,000","21,900,000","22,100,000","29,300,000","22,000,000","15,600,000","16,100,000","19,400,000",,
NetIncomeFromContinuingAndDiscontinuedOperation,"640,000,000","66,000,000","294,000,000","204,000,000","76,000,000","211,000,000","185,000,000","365,000,000","418,000,000","346,000,000","854,000,000","1,421,000,000","209,000,000","262,000,000","255,000,000","293,000,000","607,000,000","-186,000,000","-22,000,000","644,000,000","566,000,000","-1,000,000","-38,000,000","440,000,000","899,000,000","-45,000,000","-140,000,000","442,000,000","395,000,000","142,000,000","3,000,000","335,000,000","367,000,000","-308,000,000","-273,000,000","222,000,000","323,000,000","-45,000,000","-381,000,000","201,000,000","400,000,000","-205,000,000","-340,000,000","221,000,000","151,000,000","-322,000,000","-201,000,000","96,000,000","30,000,000","-82,000,000","-391,000,000","-234,000,000","-42,000,000","-641,000,000","-310,000,000","-95,000,000","-93,000,000","-33,000,000","-195,000,000","-132,000,000","-25,000,000","160,000,000","22,000,000","-81,000,000","-16,000,000","259,000,000","51,000,000","-58,000,000","7,422,000","375,100,000","97,253,000","24,225,000","90,040,000","392,296,000","76,588,000","18,368,000","9,240,000","250,219,000","50,234,000","7,404,000","47,295,000","132,292,000","-32,824,000","-45,254,000","-17,880,000","87,978,000","-38,909,000","-42,271,000","3,451,000","92,900,000","18,100,000","2,300,000","21,900,000","72,500,000","-25,300,000","3,700,000","15,400,000","58,600,000",,"1,500,000","10,400,000","36,700,000","5,900,000",,"7,300,000","29,300,000","3,000,000","800,000","13,400,000","23,800,000","6,700,000","11,800,000","11,200,000","18,100,000","8,000,000","7,300,000","8,600,000","12,300,000","5,200,000","4,100,000","4,800,000","6,800,000","2,700,000","1,600,000","2,200,000","4,000,000","1,700,000","1,200,000","1,400,000","2,800,000",,
NormalizedIncome,"647,191,011.236","66,000,000","294,000,000","204,000,000","83,300,000","211,000,000","185,000,000","365,000,000","412,890,000","347,850,000","855,460,000","1,421,730,000","180,369,863.014","262,989,000","261,468,000","284,738,000","607,000,000","-186,000,000","-22,000,000","644,000,000","566,000,000","-1,000,000","-38,000,000","440,000,000","898,400,000","-45,000,000","-140,000,000","442,000,000","396,989,924.433","142,000,000","2,350,000","334,054,000","369,600,000","-308,650,000","-302,900,000","229,792,000","299,509,090.909","-82,050,000","-382,930,000","207,699,000","410,400,000","-205,000,000","-325,684,210.526","240,217,391.304","155,550,000","-221,250,000","-247,100,917.431","101,850,000","47,550,000","-6,709,090.909","-377,904,306.22","-206,790,697.674","39,864,406.78","-390,750,000","-264,015,345.269","-76,800,000","97,102,941.176","17,700,000","-190,971,074.38","-130,307,692.308","-20,200,000","161,950,000","25,600,000","-76,040,816.327","-1,000,000","265,400,544.959","51,000,000","-58,000,000","10,653,161.377","381,606,240.635","97,253,000","24,500,485.8","98,204,764.047","392,714,669.36","76,588,000","18,368,000","56,818,274.137","256,689,821.029","50,234,000","7,404,000","51,608,879.106","141,987,187.073","-32,824,000","-45,254,000","-17,880,000","87,978,000","-38,909,000","-42,271,000","3,451,000","92,900,000","18,100,000","2,300,000","20,057,943.925","69,840,075.259","11,819,691.12","3,369,642.857","13,726,086.957","48,487,314.286",,"0","8,576,623.377","36,117,460.317","4,532,926.829",,"6,481,308.411","27,596,511.628","2,162,790.698","0","12,175,634.518","23,252,873.563","5,691,397.849","5,306,508.876","10,448,780.488","17,536,575.875","7,165,217.391","6,817,924.528","8,114,516.129","11,875,862.069","4,567,567.568","3,839,682.54","4,405,479.452","6,670,476.19","2,507,142.857","1,333,333.333","2,062,500","3,868,852.459","1,438,461.538","947,368.421","1,095,652.174","2,669,767.442",,
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","9,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"53,000,000","13,000,000","14,000,000","14,000,000","12,000,000","10,000,000","11,000,000","10,000,000","11,000,000","10,000,000","11,000,000","10,000,000","11,000,000","11,000,000","11,000,000","10,000,000","11,000,000","10,000,000","11,000,000","10,000,000","11,000,000","11,000,000","11,000,000",,,,,,"9,000,000","8,000,000","7,000,000","7,000,000","10,000,000","7,000,000","7,000,000","6,000,000","10,000,000","7,000,000","4,000,000","5,000,000","7,000,000","10,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-31,000,000","-14,000,000","-15,000,000","-14,000,000","12,000,000","-11,000,000","-11,000,000","-11,000,000","88,000,000","-10,000,000","-11,000,000","-11,000,000","76,000,000","-11,000,000","-11,000,000","-11,000,000","38,000,000","-10,000,000","-11,000,000","-11,000,000","14,000,000","-12,000,000","-11,000,000","-8,000,000","-12,000,000","1,000,000","-9,000,000","-3,000,000","3,000,000","-8,000,000","-8,000,000","-8,000,000","-2,000,000","-8,000,000","-8,000,000","-7,000,000","-2,000,000","-7,000,000","-4,000,000","-5,000,000","2,000,000","-10,000,000","-6,000,000","3,000,000","4,000,000","0","6,000,000","0","2,000,000","-2,000,000","7,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"943,000,000","104,000,000","340,000,000","322,000,000","177,000,000","255,000,000","150,000,000","478,000,000","425,000,000","384,000,000","295,000,000","446,000,000","230,000,000","276,000,000","287,000,000","329,000,000","765,000,000","-6,000,000","-27,000,000","759,000,000","727,000,000","5,000,000","-41,000,000","560,000,000","543,000,000","-31,000,000","-119,000,000","512,000,000","406,000,000","164,000,000","25,000,000","361,000,000","347,000,000","-291,000,000","-253,000,000","234,000,000","340,000,000","-26,000,000","-364,000,000","215,000,000","368,000,000","-183,000,000","-374,000,000","247,000,000","152,000,000","-148,000,000","-274,000,000","102,000,000","105,000,000","-7,000,000","-411,000,000","-231,000,000","366,000,000","-287,000,000","-340,000,000","-75,000,000","118,000,000","85,000,000","-269,000,000","-181,000,000","-69,000,000","218,000,000","20,000,000","-113,000,000","49,000,000","356,000,000","49,000,000","-96,000,000","5,175,000","528,683,000","124,794,000","25,348,000","103,562,000","558,104,000","101,867,000","21,772,000","15,300,000","378,501,000","71,246,000","6,262,000","73,625,000","202,552,000","-52,057,000","-68,378,000","38,515,000","125,368,000","-60,154,000","-64,377,000","7,925,000","129,600,000","23,700,000","-900,000","29,400,000","102,500,000","12,400,000","5,300,000","20,500,000","72,400,000","7,700,000","0","12,500,000","55,800,000","5,200,000","-6,300,000","9,600,000","41,100,000","2,800,000","0","17,200,000","33,400,000","6,600,000","7,500,000","16,200,000","24,400,000","10,100,000","9,800,000","11,700,000","16,200,000","6,600,000","5,900,000","6,700,000","10,400,000","3,800,000","2,000,000","3,100,000","5,900,000","2,300,000","1,400,000","1,800,000","4,100,000","17,300,000","13,700,000"
EBITDA,"1,346,000,000"
ReconciledCostOfRevenue,"1,501,000,000","546,000,000","430,000,000","250,000,000","275,000,000","560,000,000","252,000,000","256,000,000","236,000,000","474,000,000","376,000,000","155,000,000","244,000,000","385,000,000","388,000,000","183,000,000","199,000,000","468,000,000","359,000,000","124,000,000","171,000,000","469,000,000","357,000,000","135,000,000","179,000,000","498,000,000","362,000,000","125,000,000","182,000,000","352,000,000","375,000,000","314,000,000","170,000,000","463,000,000","361,000,000","142,000,000","232,000,000","370,000,000","396,000,000","156,000,000","312,000,000","509,000,000","394,000,000","210,000,000","299,000,000","556,000,000","332,000,000","189,000,000","263,000,000","620,000,000","559,000,000","285,000,000","315,000,000","892,000,000","519,000,000","261,000,000","427,000,000","747,000,000","365,000,000","137,000,000","205,000,000","439,000,000","309,000,000","139,000,000","221,000,000","481,000,000","262,000,000","129,000,000","212,407,000","483,849,000","267,574,000","161,170,000","208,994,000","484,810,000","196,948,000","137,420,000","157,302,000","535,969,000","176,070,000","119,304,000","178,728,000","378,955,000","96,296,000","68,149,000","135,290,000","292,138,000","106,932,000","67,537,000","131,872,000","291,300,000","167,900,000","78,200,000","122,900,000","260,900,000","126,900,000","80,200,000","97,500,000","204,200,000","95,300,000","55,100,000","66,300,000","130,100,000","59,300,000","35,000,000","50,700,000","123,100,000","44,300,000","39,600,000","50,900,000","124,100,000","41,800,000","35,800,000","54,200,000","82,400,000","39,900,000","40,200,000","43,400,000","60,400,000","27,600,000","23,300,000","23,300,000","32,500,000","16,900,000","12,600,000","14,400,000","19,400,000","14,000,000","9,200,000","9,400,000","12,300,000",,
ReconciledDepreciation,"403,000,000","146,000,000","94,000,000","105,000,000","58,000,000","46,000,000","40,000,000","37,000,000","39,000,000","39,000,000","35,000,000","37,000,000","37,000,000","34,000,000","36,000,000","38,000,000","39,000,000","34,000,000","32,000,000","31,000,000","32,000,000","49,000,000","45,000,000","46,000,000","48,000,000","50,000,000","50,000,000","49,000,000","55,000,000","53,000,000","56,000,000","56,000,000","57,000,000","58,000,000","56,000,000","56,000,000","86,000,000","66,000,000","56,000,000","56,000,000","68,000,000","54,000,000","51,000,000","43,000,000","42,000,000","44,000,000","46,000,000","48,000,000","50,000,000","48,000,000","46,000,000","48,000,000","46,000,000","48,000,000","54,000,000","50,000,000","49,000,000","42,000,000","37,000,000","36,000,000","37,000,000","38,000,000","37,000,000","35,000,000","27,000,000","22,000,000","23,000,000","23,000,000","22,089,000","19,744,000","16,960,000","16,207,000","17,598,000","29,068,000","17,624,000","13,223,000","17,310,000","24,956,000","25,067,000","24,306,000","27,350,000","28,257,000","27,939,000","27,355,000","19,396,000","18,689,000","16,559,000","15,024,000","15,325,000","10,700,000","10,800,000","9,900,000","9,400,000","15,400,000","8,300,000","7,400,000","6,500,000","6,600,000","8,300,000","5,500,000","6,400,000","5,400,000","5,200,000","4,500,000","5,100,000","3,900,000","3,700,000","3,200,000","3,100,000","2,800,000","2,600,000","2,300,000","2,400,000","2,200,000","1,900,000","1,400,000","2,100,000","1,000,000","300,000","600,000","400,000","600,000","400,000","300,000","400,000","400,000","400,000","300,000","300,000","300,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"640,000,000","66,000,000","294,000,000","204,000,000","76,000,000","211,000,000","185,000,000","365,000,000","418,000,000","346,000,000","854,000,000","1,421,000,000","209,000,000","262,000,000","255,000,000","293,000,000","607,000,000","-186,000,000","-22,000,000","644,000,000","566,000,000","-1,000,000","-38,000,000","440,000,000","899,000,000","-45,000,000","-140,000,000","442,000,000","395,000,000","142,000,000","3,000,000","335,000,000","367,000,000","-308,000,000","-273,000,000","222,000,000","323,000,000","-45,000,000","-381,000,000","201,000,000","400,000,000","-205,000,000","-340,000,000","221,000,000","151,000,000","-322,000,000","-201,000,000","96,000,000","30,000,000","-82,000,000","-391,000,000","-234,000,000","-42,000,000","-641,000,000","-310,000,000","-95,000,000","-93,000,000","-33,000,000","-195,000,000","-132,000,000","-25,000,000","160,000,000","22,000,000","-81,000,000","-16,000,000","259,000,000","51,000,000","-58,000,000","7,422,000","375,100,000","97,253,000","24,225,000","90,040,000","392,296,000","76,588,000","18,368,000","9,240,000","250,219,000","50,234,000","7,404,000","47,295,000","132,292,000","-32,824,000","-45,254,000","-17,880,000","87,978,000","-38,909,000","-42,271,000","3,451,000","92,900,000","18,100,000","2,300,000","21,900,000","72,500,000","-25,300,000","3,700,000","15,400,000","58,600,000",,"1,500,000","10,400,000","36,700,000","5,900,000",,"7,300,000","29,300,000","3,000,000","800,000","13,400,000","23,800,000","6,700,000","11,800,000","11,200,000","18,100,000","8,000,000","7,300,000","8,600,000","12,300,000","5,200,000","4,100,000","4,800,000","6,800,000","2,700,000","1,600,000","2,200,000","4,000,000","1,700,000","1,200,000","1,400,000","2,800,000",,
