name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
TotalRevenue,"8,408,300,000","2,183,200,000","2,071,800,000","2,102,000,000","2,051,300,000","1,990,900,000","1,729,100,000","1,528,500,000","1,723,000,000","1,772,900,000","1,761,400,000","1,795,700,000","1,740,100,000","1,768,700,000","1,759,700,000","1,854,200,000","1,776,400,000","1,735,300,000","1,679,500,000","1,626,900,000","1,572,100,000","1,550,800,000","1,508,700,000","1,541,500,000","1,485,500,000","1,454,800,000","1,468,100,000","1,516,000,000","1,528,000,000","1,604,800,000","1,559,600,000","1,615,800,000","1,550,100,000","1,583,900,000","1,504,900,000","1,552,300,000","1,498,900,000","1,532,200,000","1,487,800,000","1,532,300,000","1,483,300,000","941,700,000","1,699,600,000","1,725,700,000","1,659,300,000","1,637,100,000","1,640,800,000","1,680,100,000","1,554,700,000","1,521,800,000","1,549,300,000","1,455,400,000","1,426,200,000","1,511,500,000","1,724,800,000","1,828,900,000","1,645,200,000","1,714,000,000","1,680,400,000","1,523,500,000","1,389,900,000","1,411,400,000","1,417,600,000","1,409,700,000","1,337,200,000","1,346,100,000","1,362,500,000","1,418,600,000","1,346,300,000","1,434,000,000","1,336,200,000","1,324,000,000","1,246,700,000","1,231,100,000","1,204,100,000","1,192,200,000","1,150,600,000","1,105,300,000","1,114,500,000","1,056,300,000","930,800,000","912,600,000","966,700,000","960,800,000","963,200,000","933,100,000","1,001,700,000","993,400,000","965,300,000","944,800,000","961,000,000","928,500,000","933,900,000","884,600,000","860,200,000","871,500,000","843,600,000","836,400,000","835,600,000","844,800,000","828,900,000","808,900,000","819,300,000","797,700,000","796,600,000","776,700,000","783,500,000","780,500,000","773,200,000","736,700,000","733,700,000","718,600,000","667,700,000","641,900,000","638,100,000","662,200,000","666,500,000","629,700,000","655,900,000","667,500,000","669,800,000","649,400,000","609,200,000","626,600,000","659,900,000","448,600,000","469,900,000","431,400,000","449,800,000","422,700,000","446,000,000","413,900,000","416,600,000","381,600,000","409,900,000","373,900,000","387,000,000","367,100,000","380,600,000","330,800,000","329,600,000","271,600,000","280,200,000","249,700,000","250,900,000","226,300,000"
	OperatingRevenue,"8,408,300,000","2,183,200,000","2,071,800,000","2,102,000,000","2,051,300,000","1,990,900,000","1,729,100,000","1,528,500,000","1,723,000,000","1,772,900,000","1,761,400,000","1,795,700,000","1,740,100,000","1,768,700,000","1,759,700,000","1,854,200,000","1,776,400,000","1,735,300,000","1,679,500,000","1,626,900,000","1,572,100,000","1,550,800,000","1,508,700,000","1,541,500,000","1,485,500,000","1,454,800,000","1,468,100,000","1,516,000,000","1,528,000,000","1,604,800,000","1,559,600,000","1,615,800,000","1,550,100,000","1,583,900,000","1,504,900,000","1,552,300,000","1,498,900,000","1,532,200,000","1,487,800,000","1,532,300,000","1,483,300,000","941,700,000","1,699,600,000","1,725,700,000","1,659,300,000","1,637,100,000","1,640,800,000","1,680,100,000","1,554,700,000","1,521,800,000","1,549,300,000","1,455,400,000","1,426,200,000","1,511,500,000","1,724,800,000","1,828,900,000","1,645,200,000","1,714,000,000","1,680,400,000","1,523,500,000","1,389,900,000","1,411,400,000","1,417,600,000","1,409,700,000","1,337,200,000","1,346,100,000","1,362,500,000","1,418,600,000","1,346,300,000","1,434,000,000","1,336,200,000","1,324,000,000","1,246,700,000","1,231,100,000","1,204,100,000","1,192,200,000","1,150,600,000","1,105,300,000","1,114,500,000","1,056,300,000","930,800,000","912,600,000","966,700,000","960,800,000","963,200,000","933,100,000","1,001,700,000","993,400,000","965,300,000","944,800,000","961,000,000","928,500,000","933,900,000","884,600,000","860,200,000","871,500,000","843,600,000","836,400,000","835,600,000","844,800,000","828,900,000","808,900,000","819,300,000","797,700,000","796,600,000","776,700,000","783,500,000","780,500,000","773,200,000","736,700,000","733,700,000","718,600,000","667,700,000","641,900,000","638,100,000","662,200,000","666,500,000","629,700,000","655,900,000","667,500,000","669,800,000","649,400,000","609,200,000","626,600,000","659,900,000","448,600,000","469,900,000","431,400,000","449,800,000","422,700,000","446,000,000","413,900,000","416,600,000","381,600,000","409,900,000","373,900,000","387,000,000","367,100,000","380,600,000","330,800,000","329,600,000","271,600,000","280,200,000","249,700,000","250,900,000","226,300,000"
CostOfRevenue,"6,095,500,000","1,598,100,000","1,517,400,000","1,525,700,000","1,454,300,000","1,419,800,000","1,244,900,000","1,145,600,000","1,237,900,000","1,288,200,000","1,289,700,000","1,313,400,000","1,274,700,000","1,297,200,000","1,300,500,000","1,352,800,000","1,293,000,000","1,269,700,000","1,227,900,000","1,174,300,000","1,129,700,000","1,125,400,000","1,091,100,000","1,107,400,000","1,062,900,000","1,062,500,000","1,062,200,000","1,098,400,000","1,098,000,000","1,189,700,000","1,158,900,000","1,187,600,000","1,142,900,000","1,167,600,000","1,102,700,000","1,134,800,000","1,097,200,000","1,134,500,000","1,095,800,000","1,132,500,000","1,095,700,000","781,300,000","1,263,900,000","1,254,800,000","1,204,900,000","1,195,300,000","1,187,800,000","1,189,700,000","1,113,900,000","1,106,700,000","1,113,300,000","1,065,100,000","1,081,100,000","1,133,100,000","1,290,500,000","1,338,600,000","1,221,200,000","1,231,400,000","1,214,800,000","1,113,700,000","1,025,500,000","1,021,900,000","1,026,900,000","1,016,700,000","982,000,000","934,800,000","966,500,000","992,600,000","958,500,000","1,001,000,000","946,800,000","933,400,000","880,200,000","858,400,000","848,600,000","820,800,000","786,500,000","760,200,000","761,300,000","709,800,000","621,900,000","616,000,000","653,900,000","649,000,000","644,200,000","579,700,000","622,400,000","610,500,000","591,800,000","576,900,000","595,600,000","578,400,000","585,500,000","558,900,000","547,300,000","548,900,000","533,100,000","530,600,000","536,300,000","542,100,000","537,200,000","517,100,000","529,900,000","521,400,000","522,400,000","509,100,000","521,700,000","519,100,000","498,800,000","474,100,000","475,100,000","466,100,000","431,100,000","413,300,000","415,800,000","432,200,000","433,900,000","406,600,000","422,300,000","425,600,000","436,300,000","390,900,000","407,300,000","423,700,000","434,700,000","295,100,000","304,500,000","280,100,000","301,200,000","276,600,000","300,700,000",,,,,,,,,,,,,,,
GrossProfit,"2,312,800,000","585,100,000","554,400,000","576,300,000","597,000,000","571,100,000","484,200,000","382,900,000","485,100,000","484,700,000","471,700,000","482,300,000","465,400,000","471,500,000","459,200,000","501,400,000","483,400,000","465,600,000","451,600,000","452,600,000","442,400,000","425,400,000","417,600,000","434,100,000","422,600,000","392,300,000","405,900,000","417,600,000","430,000,000","415,100,000","400,700,000","428,200,000","407,200,000","416,300,000","402,200,000","417,500,000","401,700,000","397,700,000","392,000,000","399,800,000","387,600,000","160,400,000","435,700,000","470,900,000","454,400,000","441,800,000","453,000,000","490,400,000","440,800,000","415,100,000","436,000,000","390,300,000","345,100,000","378,400,000","434,300,000","490,300,000","424,000,000","482,600,000","465,600,000","409,800,000","364,400,000","389,500,000","390,700,000","393,000,000","355,200,000","411,300,000","396,000,000","426,000,000","387,800,000","433,000,000","389,400,000","390,600,000","366,500,000","372,700,000","355,500,000","371,400,000","364,100,000","345,100,000","353,200,000","346,500,000","308,900,000","296,600,000","312,800,000","311,800,000","319,000,000","353,400,000","379,300,000","382,900,000","373,500,000","367,900,000","365,400,000","350,100,000","348,400,000","325,700,000","312,900,000","322,600,000","310,500,000","305,800,000","299,300,000","302,700,000","291,700,000","291,800,000","289,400,000","276,300,000","274,200,000","267,600,000","261,800,000","261,400,000","274,400,000","262,600,000","258,600,000","252,500,000","236,600,000","228,600,000","222,300,000","230,000,000","232,600,000","223,100,000","233,600,000","241,900,000","233,500,000","258,500,000","201,900,000","202,900,000","225,200,000","153,500,000","165,400,000","151,300,000","148,600,000","146,100,000","145,300,000",,,,,,,,,,,,,,,
OperatingExpense,"1,248,500,000","332,300,000","296,900,000","307,000,000","312,300,000","301,800,000","258,300,000","219,400,000","281,000,000","273,100,000","265,300,000","265,700,000","276,300,000","274,500,000","270,500,000","287,500,000","295,000,000","286,000,000","277,200,000","276,700,000","283,300,000","279,800,000","270,300,000","269,200,000","278,200,000","266,300,000","268,100,000","273,800,000","300,900,000","285,300,000","276,300,000","297,000,000","296,700,000","298,900,000","285,700,000","293,500,000","300,900,000","296,300,000","293,900,000","292,700,000","296,500,000","150,000,000","326,400,000","330,000,000","364,500,000","345,000,000","346,400,000","338,900,000","340,100,000","341,400,000","323,100,000","300,100,000","304,200,000","309,800,000","325,500,000","341,000,000","328,000,000","333,000,000","330,400,000","270,800,000","248,300,000","262,400,000","252,600,000","251,300,000","244,800,000","281,400,000","266,900,000","292,500,000","292,000,000","307,100,000","273,100,000","274,300,000","257,900,000","269,000,000","253,300,000","265,500,000","249,500,000","236,500,000","239,500,000","231,400,000","205,700,000","203,300,000","209,600,000","208,400,000","209,200,000","241,900,000","254,800,000","257,900,000","253,600,000","252,400,000","252,600,000","243,200,000","244,800,000","232,100,000","220,900,000","227,300,000","220,100,000","216,800,000","213,100,000","217,600,000","209,100,000","210,200,000","210,000,000","202,800,000","202,800,000","199,500,000","193,900,000","194,700,000","209,600,000","207,700,000","205,300,000","196,300,000","185,100,000","186,700,000","180,400,000","184,000,000","187,000,000","184,100,000","191,700,000","193,900,000","189,900,000","219,800,000","171,500,000","167,800,000","187,100,000","126,200,000","124,100,000","110,000,000","107,000,000","111,800,000","99,500,000",,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,248,500,000","332,300,000","296,900,000","307,000,000","312,300,000","301,800,000","258,300,000","219,400,000","281,000,000","273,100,000","265,300,000","265,700,000","276,300,000","274,500,000","270,500,000","287,500,000","295,000,000","286,000,000","277,200,000","276,700,000","283,300,000","279,800,000","270,300,000","269,200,000","278,200,000","266,300,000","268,100,000","273,800,000","300,900,000","285,300,000","276,300,000","297,000,000","296,700,000","298,900,000","285,700,000","293,500,000","300,900,000","296,300,000","293,900,000","292,700,000","296,500,000","150,000,000","326,400,000","330,000,000","364,500,000","345,000,000","346,400,000","338,900,000","340,100,000","341,400,000","323,100,000","300,100,000","304,200,000","309,800,000","325,500,000","341,000,000","328,000,000","333,000,000","330,400,000","270,800,000","248,300,000","262,400,000","252,600,000","251,300,000","244,800,000","281,400,000","266,900,000","292,500,000","292,000,000","307,100,000","273,100,000","274,300,000","257,900,000","269,000,000","253,300,000","265,500,000","249,500,000","236,500,000","239,500,000","231,400,000","205,700,000","203,300,000","209,600,000","208,400,000","209,200,000","202,600,000","215,800,000","218,700,000","214,200,000","212,300,000","214,700,000","207,300,000","208,300,000","198,200,000","188,900,000","196,000,000","190,100,000","186,900,000","183,900,000","188,700,000","180,300,000","181,100,000","181,100,000","174,900,000","175,300,000","170,400,000","167,100,000","172,300,000","180,000,000","180,100,000","179,300,000","171,500,000","161,000,000","160,100,000","157,000,000","161,200,000","164,400,000","162,200,000","165,800,000","171,100,000","166,600,000","169,700,000","156,000,000","161,900,000","166,300,000","113,800,000","110,100,000","98,900,000","106,300,000","96,400,000","88,700,000",,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,"286,000,000",,"276,700,000",,"279,800,000",,"269,200,000",,"266,300,000",,"273,800,000",,"285,300,000","276,300,000","297,000,000",,,"285,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,"286,000,000",,"276,700,000",,"279,800,000",,"269,200,000",,"266,300,000",,"273,800,000",,"285,300,000","276,300,000","297,000,000",,,"285,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"296,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,300,000","39,000,000","39,200,000","39,400,000","40,100,000","37,900,000","35,900,000","36,500,000","33,900,000","32,000,000","31,300,000","30,000,000","29,900,000","29,200,000","28,900,000","28,800,000","29,100,000","28,900,000","27,900,000","27,500,000","29,100,000","26,800,000","22,400,000","29,600,000","27,600,000","26,000,000","24,800,000","24,100,000","26,600,000","23,400,000","22,800,000","22,600,000","21,900,000","25,900,000","22,800,000","23,300,000","50,100,000","15,500,000","5,900,000","20,800,000","12,400,000","14,000,000","11,100,000","700,000","15,400,000","10,800,000",,,,,,,,,,,,,,,
