name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"7,822,000,000","2,072,600,000","1,906,900,000","2,012,300,000","1,830,200,000","2,023,700,000","1,865,100,000","1,737,400,000","1,929,900,000","2,368,400,000","2,001,700,000","2,236,284,000","1,593,617,000","1,117,876,000","1,077,814,000","1,111,680,000","1,056,177,000","1,075,538,000","957,931,000","932,253,000","916,034,000","759,982,000","675,574,000","723,601,000","772,031,000","832,849,000","809,527,000","847,028,000","818,594,000","820,866,000","797,271,000","731,068,000","695,249,000","681,482,000","631,398,000","638,002,000","615,510,000","610,400,000","587,593,000","609,820,000","583,309,000","534,639,000","498,840,000","478,899,000","455,259,000","393,241,000","375,707,000","374,137,000","363,927,000","359,188,000","330,455,000","334,013,000","377,960,000","405,211,000","396,017,000","390,194,000","383,327,000","365,268,000","354,834,000","325,722,000","314,264,000","294,420,000","268,889,000","261,902,000","262,409,000","269,369,000","255,865,000","270,241,000","244,884,000","224,388,000","202,894,000","206,508,000","188,228,000","206,356,000","167,189,000","174,856,000","169,523,000","177,640,000","161,422,000","179,808,000","177,325,000","46,953,000","228,532,000","241,669,000","266,545,000","264,790,000","255,163,000","249,164,000","258,859,000","563,368,000","172,400,000","194,000,000","191,200,000","180,200,000","160,500,000","172,100,000","158,100,000","147,100,000","142,800,000","138,100,000","136,500,000","128,800,000","109,800,000","109,100,000","105,700,000","95,600,000","104,600,000","115,100,000","109,700,000","94,200,000","87,800,000","85,800,000","79,700,000","76,500,000","66,600,000","71,400,000","70,800,000"
	OperatingRevenue,"7,822,000,000","2,072,600,000","1,906,900,000","2,012,300,000","1,830,200,000","2,023,700,000","1,865,100,000","1,737,400,000","1,929,900,000","2,368,400,000","2,001,700,000","2,236,284,000","1,593,617,000","1,117,876,000","1,077,814,000","1,111,680,000","1,056,177,000","1,075,538,000","957,931,000","932,253,000","916,034,000","759,982,000","675,574,000","723,601,000","772,031,000","832,849,000","809,527,000","847,028,000","818,594,000","820,866,000","797,271,000","731,068,000","695,249,000","681,482,000","631,398,000","638,002,000","615,510,000","610,400,000","587,593,000","609,820,000","583,309,000","534,639,000","498,840,000","478,899,000","455,259,000","393,241,000","375,707,000","374,137,000","363,927,000","359,188,000","330,455,000","334,013,000","377,960,000","405,211,000","396,017,000","390,194,000","383,327,000","365,268,000","354,834,000","325,722,000","314,264,000","294,420,000","268,889,000","261,902,000","262,409,000","269,369,000","255,865,000","270,241,000","244,884,000","224,388,000","202,894,000","206,508,000","188,228,000","206,356,000","167,189,000","174,856,000","169,523,000","177,640,000","161,422,000","179,808,000","177,325,000","46,953,000","228,532,000","241,669,000","266,545,000","264,790,000","255,163,000","249,164,000","258,859,000","563,368,000","172,400,000","194,000,000","191,200,000","180,200,000","160,500,000","172,100,000","158,100,000","147,100,000","142,800,000","138,100,000","136,500,000","128,800,000","109,800,000","109,100,000","105,700,000","95,600,000","104,600,000","115,100,000","109,700,000","94,200,000","87,800,000","85,800,000","79,700,000","76,500,000","66,600,000","71,400,000","70,800,000"
CostOfRevenue,"5,453,000,000","1,420,200,000","1,304,600,000","1,432,200,000","1,296,000,000","1,518,200,000","1,298,900,000","1,250,700,000","1,351,200,000","1,693,500,000","1,402,300,000","1,621,608,000","1,204,600,000","820,851,000","775,802,000","787,713,000","745,296,000","807,098,000","704,728,000","658,290,000","646,327,000","540,793,000","463,093,000","486,212,000","516,851,000","565,221,000","552,458,000","579,264,000","563,239,000","566,569,000","549,813,000","506,410,000","485,680,000","481,357,000","443,265,000","445,121,000","432,622,000","429,920,000","416,314,000","436,393,000","413,928,000","387,305,000","351,689,000","336,155,000","322,064,000","275,253,000","266,470,000","260,673,000","255,538,000","258,806,000","235,629,000","242,380,000","271,475,000","299,415,000","288,343,000","281,693,000","278,112,000","268,782,000","259,117,000","234,872,000","227,698,000","215,672,000","202,691,000","185,161,000","187,319,000","199,932,000","188,899,000","202,870,000","187,354,000","169,299,000","152,990,000","153,855,000","140,710,000","153,169,000","123,764,000","127,294,000","124,247,000","131,589,000","118,138,000","134,452,000","132,545,000","27,016,000","171,814,000","179,363,000","195,579,000","192,114,000","181,144,000","175,047,000","174,852,000","399,583,000","110,300,000","127,100,000","125,300,000","115,400,000","104,500,000","112,500,000","102,000,000","94,700,000","93,100,000","87,200,000","86,800,000","87,500,000","66,300,000","66,600,000","65,500,000","57,100,000","67,800,000","70,400,000","65,700,000",,,,,,,,
GrossProfit,"2,369,000,000","652,400,000","602,300,000","580,100,000","534,200,000","505,500,000","566,200,000","486,700,000","578,700,000","674,900,000","599,400,000","614,676,000","389,017,000","297,025,000","302,012,000","323,967,000","310,881,000","268,440,000","253,203,000","273,963,000","269,707,000","219,189,000","212,481,000","237,389,000","255,180,000","267,628,000","257,069,000","267,764,000","255,355,000","254,297,000","247,458,000","224,658,000","209,569,000","200,125,000","188,133,000","192,881,000","182,888,000","180,480,000","171,279,000","173,427,000","169,381,000","147,334,000","147,151,000","142,744,000","133,195,000","117,988,000","109,237,000","113,464,000","108,389,000","100,382,000","94,826,000","91,633,000","106,485,000","105,796,000","107,674,000","108,501,000","105,215,000","96,486,000","95,717,000","90,850,000","86,566,000","78,748,000","66,198,000","76,741,000","75,090,000","69,437,000","66,966,000","67,371,000","57,530,000","55,089,000","49,904,000","52,653,000","47,518,000","53,187,000","43,425,000","47,562,000","45,276,000","46,051,000","43,284,000","45,356,000","44,780,000","19,937,000","56,718,000","62,306,000","70,966,000","72,676,000","74,019,000","74,117,000","84,007,000","163,785,000","62,100,000","66,900,000","65,900,000","64,800,000","56,000,000","59,600,000","56,100,000","52,400,000","49,700,000","50,900,000","49,700,000","41,300,000","43,500,000","42,500,000","40,200,000","38,500,000","36,800,000","44,700,000","44,000,000",,,,,,,,
OperatingExpense,"1,493,000,000","388,300,000","385,300,000","376,800,000","342,600,000","344,400,000","359,500,000","327,300,000","361,400,000","448,800,000","430,300,000","414,039,000","321,710,000","203,569,000","176,833,000","200,444,000","179,602,000","177,277,000","151,192,000","160,262,000","154,849,000","156,389,000","92,385,000","104,105,000","112,999,000","116,419,000","104,991,000","111,904,000","106,935,000","117,334,000","111,481,000","92,335,000","87,723,000","88,907,000","78,262,000","80,327,000","79,221,000","80,018,000","74,437,000","72,562,000","75,271,000","74,825,000","71,698,000","86,382,000","66,818,000","66,639,000","58,604,000","63,812,000","57,213,000","58,584,000","49,067,000","54,906,000","50,737,000","55,542,000","55,220,000","52,579,000","51,329,000","50,275,000","50,073,000","45,081,000","44,449,000","42,332,000","40,723,000","41,195,000","42,610,000","39,837,000","39,810,000","40,732,000","39,313,000","38,866,000","40,266,000","34,592,000","36,035,000","38,268,000","32,778,000","33,720,000","32,975,000","33,454,000","32,114,000","32,056,000","34,313,000","31,266,000","40,250,000","39,117,000","41,513,000","46,353,000","46,734,000","46,190,000","48,920,000","92,328,000","33,200,000","36,500,000","37,000,000","36,000,000","30,700,000","33,500,000","31,300,000","29,700,000","27,600,000","28,000,000","27,100,000","26,300,000","22,100,000","20,700,000","19,300,000","18,300,000","17,600,000","16,900,000","15,800,000",,,,,,,,
	SellingGeneralAndAdministration,"1,030,000,000","263,500,000","269,000,000","262,100,000","235,400,000","235,200,000","252,700,000","216,800,000","243,400,000","323,700,000","292,200,000","290,959,000","259,723,000","168,047,000","146,839,000","171,157,000","147,201,000","144,145,000","117,838,000","127,574,000","122,341,000","130,687,000","70,757,000","80,610,000","89,751,000","91,404,000","82,206,000","88,992,000","84,771,000","93,117,000","88,359,000","72,982,000","70,081,000","71,142,000","63,402,000","63,874,000","64,300,000","64,774,000","59,743,000","59,163,000","62,029,000","61,099,000","57,676,000","73,943,000","54,816,000","53,414,000","46,604,000","51,243,000","44,631,000","42,470,000","37,395,000","42,346,000","38,787,000","44,275,000","43,841,000","42,036,000","40,445,000","38,898,000","39,679,000","34,915,000","34,945,000","32,703,000","31,293,000","40,336,000","41,743,000","38,868,000","38,892,000","39,659,000","38,342,000","37,822,000","39,495,000","33,847,000","35,252,000","37,088,000","31,694,000","32,675,000","31,975,000","32,378,000","30,702,000","30,707,000","32,828,000","20,208,000","36,590,000","35,359,000","37,723,000","36,345,000","36,707,000","35,766,000","37,717,000","69,314,000","26,300,000","30,600,000","30,200,000","30,100,000","24,400,000","26,900,000","24,900,000","23,300,000","21,500,000","22,100,000","20,900,000","15,300,000","11,500,000","11,300,000","10,000,000","-1,300,000","12,700,000","9,000,000","8,700,000",,,,,,,,
	ResearchAndDevelopment,"176,000,000","52,500,000","43,800,000","42,000,000","37,700,000","38,400,000","36,500,000","38,200,000","49,000,000","59,600,000","58,600,000","57,120,000","34,545,000","25,881,000","20,132,000","19,388,000","22,049,000","23,655,000","24,709,000","23,338,000","23,464,000","19,104,000","16,289,000","18,029,000","17,953,000","19,361,000","17,239,000","17,750,000","16,863,000","18,328,000","16,391,000","14,221,000","12,946,000","12,754,000","10,921,000","11,280,000","11,334,000","10,260,000","10,753,000","10,145,000","10,149,000","9,279,000","9,894,000","9,132,000","8,888,000","9,721,000","9,362,000","10,425,000","10,695,000","10,966,000","10,157,000","10,765,000","10,559,000","9,656,000","9,713,000","9,631,000","9,981,000","10,355,000","9,237,000","9,026,000","8,816,000","8,495,000","8,068,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,300,000","4,700,000","3,900,000","4,200,000",,,"3,500,000","3,300,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"287,000,000","72,300,000","72,500,000","72,700,000","69,500,000","70,800,000","70,300,000","72,300,000","69,000,000","65,500,000","79,500,000","65,960,000","27,442,000","9,641,000","9,862,000","9,899,000","10,352,000","9,477,000","8,645,000","9,350,000","9,044,000","6,598,000","5,339,000","5,466,000","5,295,000","5,654,000","5,546,000","5,162,000","5,301,000","5,889,000","6,731,000","5,132,000","4,696,000","5,011,000","3,939,000","5,173,000","3,587,000","4,984,000","3,941,000","3,254,000","3,093,000","4,447,000","4,128,000","3,307,000","3,114,000","3,504,000","2,638,000","2,144,000","1,887,000","5,148,000","1,515,000","1,795,000","1,391,000","1,611,000","1,666,000","912,000","903,000","1,022,000","1,157,000","1,140,000","688,000","1,134,000","1,362,000","859,000","867,000","969,000","918,000","1,073,000","971,000","1,044,000","771,000","745,000","783,000","1,180,000","1,084,000","1,045,000","1,000,000","1,076,000","1,412,000","1,349,000","1,485,000","1,805,000","3,660,000","3,758,000","3,790,000","10,008,000","10,027,000","10,424,000","11,203,000","23,014,000","6,900,000","5,900,000","6,800,000","5,900,000","6,300,000","6,600,000","6,400,000","6,400,000","6,100,000","5,900,000","6,200,000","5,700,000","5,900,000","5,500,000","5,100,000","5,000,000","4,900,000","4,400,000","3,800,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"287,000,000","72,300,000","72,500,000","72,700,000","69,500,000","70,800,000","70,300,000","72,300,000","69,000,000","65,500,000","79,500,000","65,960,000","27,442,000","9,641,000","9,862,000","9,899,000","10,352,000","9,477,000","8,645,000","9,350,000","9,044,000","6,598,000","5,339,000","5,466,000","5,295,000","5,654,000","5,546,000","5,162,000","5,301,000","5,889,000","6,731,000","5,132,000","4,696,000","5,011,000","3,939,000","5,173,000","3,587,000","4,984,000","3,941,000","3,254,000","3,093,000","4,447,000","4,128,000","3,307,000","3,114,000","3,504,000","2,638,000","2,144,000","1,887,000","5,148,000","1,515,000","1,795,000","1,391,000","1,611,000","1,666,000","912,000","903,000","1,022,000","1,157,000","1,140,000","688,000","1,134,000","1,362,000","859,000","867,000","969,000","918,000","1,073,000","971,000","1,044,000","771,000","745,000","783,000","1,180,000","1,084,000","1,045,000","1,000,000","1,076,000","1,412,000","1,349,000","1,485,000","1,805,000","3,660,000","3,758,000","3,790,000","10,008,000","10,027,000","10,424,000","11,203,000","23,014,000","6,900,000","5,900,000","6,800,000","5,900,000","6,300,000","6,600,000","6,400,000","6,400,000","6,100,000","5,900,000","6,200,000","5,700,000","5,900,000","5,500,000","5,100,000","5,000,000","4,900,000","4,400,000","3,800,000",,,,,,,,
			Amortization,"287,000,000","72,300,000","72,500,000","72,700,000","69,500,000","70,800,000","70,300,000","72,300,000","69,000,000","65,500,000","79,500,000","65,960,000","27,442,000","9,641,000","9,862,000","9,899,000","10,352,000","9,477,000","8,645,000","9,350,000","9,044,000","6,598,000","5,339,000","5,466,000","5,295,000","5,654,000","5,546,000","5,162,000","5,301,000","5,889,000","6,731,000","5,132,000","4,696,000","5,011,000","3,939,000","5,173,000","3,587,000","4,984,000","3,941,000","3,254,000","3,093,000","4,447,000","4,128,000","3,307,000","3,114,000","3,504,000","2,638,000","2,144,000","1,887,000","5,148,000","1,515,000","1,795,000","1,391,000","1,611,000","1,666,000","912,000","903,000","1,022,000","1,157,000","1,140,000","688,000","1,134,000","1,362,000","859,000","867,000","969,000","918,000","1,073,000","971,000","1,044,000","771,000","745,000","783,000","1,180,000","1,084,000","1,045,000","1,000,000","1,076,000","1,412,000","1,349,000","1,485,000","1,805,000","3,660,000","3,758,000","3,790,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
