name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,"846,222,000",,,,,,,,,,,,,,,"915,257,000",,,,,"825,851,000","808,765,000","748,743,000","693,527,000","651,684,000","602,944,000","568,226,000","543,789,000","500,888,000","465,343,000","431,906,000","398,937,000","385,330,000","375,592,000","389,329,000","368,135,000","346,247,000","315,294,000","297,199,000","282,234,000","279,189,000","259,780,000","244,342,000","230,438,000","216,071,000","192,928,000","177,652,000","176,974,000","164,372,000","159,896,000","153,016,000","144,125,000","130,257,000","116,224,000","113,797,000","121,265,000","110,438,000","106,587,000","103,553,000","105,412,000","100,208,000","97,956,000","94,460,000","97,617,000","103,351,000","97,470,000","93,961,000","103,239,000","92,056,000","90,149,000","84,582,000","91,000,000","198,100,000","88,800,000","82,000,000","118,100,000","73,500,000","62,200,000","61,300,000","74,200,000","72,200,000","58,300,000","52,000,000","69,600,000","59,400,000","59,000,000","52,500,000","58,100,000","56,200,000","48,600,000","53,100,000","60,600,000","54,600,000","62,200,000","64,800,000","67,100,000","64,200,000","58,700,000","59,800,000","52,700,000","45,400,000","42,000,000","39,800,000","51,200,000","33,100,000","38,600,000","38,100,000","46,400,000","37,900,000","37,100,000","34,500,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,135,000","346,247,000","315,294,000","297,199,000","282,234,000","279,189,000","259,780,000","244,342,000","230,438,000","216,071,000","192,928,000","177,652,000","176,974,000","164,372,000","159,896,000","153,016,000","144,125,000","130,257,000","116,224,000","113,797,000","121,265,000","110,438,000","106,587,000","103,553,000","105,412,000","100,208,000","97,956,000","94,460,000","97,617,000","103,351,000","97,470,000","93,961,000","103,239,000","92,056,000","90,149,000","84,582,000","91,000,000","198,100,000","88,800,000","82,000,000","118,100,000","73,500,000","62,200,000","61,300,000","74,200,000","72,200,000","58,300,000","52,000,000","69,600,000","59,400,000","59,000,000","52,500,000","58,100,000","56,200,000","48,600,000","53,100,000","60,600,000","54,600,000","62,200,000","64,800,000","67,100,000","64,200,000","58,700,000","59,800,000","52,700,000","45,400,000","42,000,000","39,800,000","51,200,000","33,100,000","38,600,000","38,100,000","46,400,000","37,900,000","37,100,000","34,500,000",,,,
	OtherTaxes,"1,047,000,000","316,000,000","277,000,000","239,000,000","215,000,000","113,445,000","126,810,000","80,319,000","157,360,000","199,746,000","203,098,000","204,414,000","192,906,000","190,086,000","209,043,000","194,268,000","179,084,000","158,343,000","125,912,000","130,114,000","130,293,000","103,642,000","91,909,000","93,480,000","60,679,000","87,500,000","105,677,000","122,138,000","106,429,000","151,153,000","204,969,000","205,469,000","195,973,000","165,378,000","172,438,000","151,197,000","134,931,000","135,597,000","120,096,000","118,186,000","121,516,000","101,880,000","98,526,000","104,266,000","105,877,000","89,301,000","74,244,000","78,064,000","75,465,000","55,648,000","47,823,000","23,492,000","47,400,000","40,930,000","97,771,000","95,345,000","86,750,000","58,267,000","47,111,000","62,047,000","40,648,000","46,245,000","54,066,000","46,858,000","53,694,000","63,098,000","56,383,000","37,613,000","41,913,000","38,091,000","29,952,000","29,788,000","36,084,000","22,620,000","21,359,000","11,695,000","30,193,000","20,901,000","16,932,000","18,008,000","16,040,000","14,242,000","18,687,000","25,372,000","37,032,000","31,572,000","24,248,000","20,674,000","18,415,000","12,400,000","14,200,000","12,400,000","13,700,000","10,300,000","13,800,000","13,300,000","14,500,000","17,300,000","13,000,000","12,400,000","17,300,000","15,400,000","10,000,000","11,200,000","11,500,000","7,000,000","7,900,000","7,800,000","9,800,000","6,300,000","7,300,000","4,700,000","10,000,000","8,900,000","6,100,000","10,500,000","9,800,000","8,300,000","7,100,000","7,000,000","5,900,000","4,800,000","4,200,000","3,200,000","6,000,000","6,200,000","5,500,000","4,600,000","6,700,000",,,,
	OtherOperatingExpenses,"980,000,000","284,000,000","240,000,000","239,000,000","217,000,000","216,990,000","212,974,000","175,613,000","227,329,000","209,919,000","227,767,000","184,589,000","169,549,000","237,246,000","193,134,000","201,063,000","180,202,000","202,449,000","190,977,000","204,318,000","210,949,000","202,869,000","219,429,000","186,767,000","209,248,000","234,172,000","221,125,000","238,359,000","271,994,000","291,720,000","292,706,000","279,209,000","287,175,000","259,728,000","266,921,000","285,493,000","220,396,000","623,899,000","45,953,000","48,149,000",,,,,,,,,,,,,,,,"832,824,000","469,844,000","-74,531,000","-47,898,000","-46,091,000","35,293,000",,,,,,,,,"77,927,000","-22,720,000",,,"131,558,000","-25,996,000",,"-291,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"7,613,000,000","2,627,000,000","2,046,000,000","1,591,000,000","1,349,000,000","566,398,000","151,230,000","-668,005,000","408,287,000","1,034,270,000","847,855,000","1,057,592,000","973,302,000","1,097,228,000","1,487,441,000","1,208,839,000","1,013,937,000","739,606,000","283,321,000","206,312,000","255,671,000","154,212,000","-128,811,000","-155,536,000","-581,106,000","-162,896,000","56,409,000","162,202,000","-181,374,000","580,245,000","1,312,233,000","1,409,179,000","1,341,878,000","1,037,333,000","1,140,890,000","925,368,000","827,345,000","383,359,000","663,951,000","558,107,000","692,919,000","802,199,000","1,033,461,000","946,907,000","361,779,000","414,393,000","341,213,000","220,863,000","289,497,000","778,019,000","104,707,000","47,064,000","346,883,000","830,447,000","2,424,325,000","291,978,000","413,294,000","580,474,000","366,872,000","468,422,000","361,077,000","391,075,000","483,894,000","477,514,000","651,201,000","832,807,000","522,156,000","418,920,000","332,267,000","255,234,000","292,430,000","242,447,000","189,084,000","101,005,000","193,312,000","176,868,000","238,085,000","70,697,000","61,700,000","69,640,000","-20,706,000","-18,447,000","123,947,000","234,239,000","354,024,000","273,760,000","203,658,000","139,235,000","79,581,000","27,300,000","-53,300,000","15,600,000","-9,500,000","23,500,000","19,200,000","32,500,000","38,200,000","74,100,000","48,800,000","28,600,000","41,200,000","57,000,000","46,300,000","73,600,000","32,000,000","41,400,000","38,000,000","73,500,000","42,800,000","76,200,000","18,700,000","26,100,000","33,000,000","14,100,000","26,800,000","31,600,000","29,500,000","40,600,000","24,400,000","13,800,000","20,900,000","25,400,000","6,100,000","13,100,000","19,100,000","23,400,000","-6,600,000","3,500,000","21,500,000","-198,100,000","64,400,000","70,000,000","69,900,000"
NetNonOperatingInterestIncomeExpense,"-178,000,000","-38,000,000","-48,000,000","-45,000,000","-47,000,000","-53,121,000","-53,242,000","-54,213,000","-44,690,000","-40,695,000","-39,620,000","-49,908,000","-54,906,000","-56,020,000","-63,632,000","-63,444,000","-61,956,000","-63,362,000","-69,082,000","-70,413,000","-71,515,000","-71,325,000","-70,858,000","-71,108,000","-68,390,000","-62,993,000","-60,571,000","-60,484,000","-53,345,000","-49,735,000","-49,704,000","-51,867,000","-50,152,000","-52,510,000","-59,382,000","-61,647,000","-61,921,000","-59,354,000","-53,154,000","-50,775,000","-50,269,000","-56,591,000","-52,186,000","-51,253,000","-50,333,000","-41,371,000","-32,890,000","-29,897,000","-25,428,000","-27,307,000","-30,407,000","-24,811,000","-18,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"178,000,000","38,000,000","48,000,000","45,000,000","47,000,000","53,121,000","53,242,000","54,213,000","44,690,000","40,695,000","39,620,000","49,908,000","54,906,000","56,020,000","63,632,000","63,444,000","61,956,000","63,362,000","69,082,000","70,413,000","71,515,000","71,325,000","70,858,000","71,108,000","68,390,000","62,993,000","60,571,000","60,484,000","53,345,000","49,735,000","49,704,000","51,867,000","50,152,000","52,510,000","59,382,000","61,647,000","61,921,000","59,354,000",,,"50,269,000","56,591,000","52,186,000","51,253,000","50,333,000","41,371,000","32,890,000","29,897,000","25,428,000","27,307,000","30,407,000","24,811,000","18,376,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"40,695,000","39,620,000","49,908,000","54,906,000","56,020,000","63,632,000","63,444,000","61,956,000","63,362,000","69,082,000","70,413,000","71,515,000","71,325,000","70,858,000","71,108,000","68,390,000","62,993,000","60,571,000","60,484,000","53,345,000","49,735,000","49,704,000","51,867,000","50,152,000",,"59,382,000","61,647,000","61,921,000","59,354,000","53,154,000","50,775,000",,,,,,,"32,890,000","29,897,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-1,502,000,000","-90,000,000","-569,000,000","-422,000,000","-421,000,000","-85,517,000","-150,543,000","-423,044,000","-332,594,000","-162,367,000","-10,778,000","81,682,000","-91,160,000","47,132,000","22,554,000","-252,459,000","-138,622,000","-262,891,000","-68,259,000","-73,432,000","-144,774,000","-276,897,000","-72,581,000","-153,633,000","-61,472,000","-172,937,000","-6,270,759,000","-113,196,000","-1,612,000","618,083,000","452,591,000","-256,499,000","-260,937,000","-65,741,000","-359,953,000","171,509,000","-4,405,000","-769,827,000","-50,608,000","138,907,000","-122,516,000","-503,976,000","-82,054,000","-352,430,000","-85,724,000","-233,449,000","-347,136,000","-80,907,000","-66,912,000","-124,477,000","-69,743,000","-45,809,000","-63,732,000","515,277,000","1,331,313,000","-917,265,000","-533,409,000","-39,769,000","-29,819,000","33,552,000","-77,453,000","-39,589,000","75,702,000","67,567,000","76,034,000","-132,343,000","11,624,000","-41,588,000","-18,879,000","31,947,000","-9,187,000","-29,997,000","-37,097,000","-121,041,000","27,920,000","2,680,000","-23,469,000","1,065,000","-64,000","97,000","-3,103,000","60,382,000","1,272,000","1,250,000","-639,000","-3,115,000","35,000","763,000","646,000","-1,500,000","554,500,000","31,400,000","26,900,000","-2,200,000","-1,600,000","-100,000","-1,000,000","-4,000,000","200,000","1,000,000","1,300,000","-3,000,000","-1,400,000",,"-500,000","1,800,000","-1,000,000","500,000","-600,000","-46,100,000","33,800,000","12,300,000","8,300,000","4,900,000","12,700,000","600,000","1,800,000","-1,600,000","-200,000","5,000,000","-600,000","900,000","11,700,000","-2,000,000","700,000","-1,100,000","19,300,000","11,600,000","-300,000",,,,
	GainOnSaleOfSecurity,"-1,152,000,000","136,000,000","-494,000,000","-427,000,000","-367,000,000","69,304,000","-3,978,000","-126,362,000","1,205,773,000","-62,347,000","85,902,000","177,300,000","-20,580,000","132,095,000","-52,081,000","-185,883,000","-59,771,000","-45,032,000","-6,606,000","9,446,000","62,020,000","-65,787,000","5,117,000","-44,373,000","5,435,000","4,970,000","29,239,000","-48,493,000","76,208,000","750,154,000","469,125,000","-229,270,000","-155,736,000","40,504,000","-293,387,000","191,490,000","-104,956,000","66,416,000","4,671,000","188,449,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-359,000,000","-235,000,000","-81,000,000","7,000,000","-50,000,000","-148,040,000","-149,966,000","-292,182,000","-1,556,475,000","-108,172,000","-105,798,000","-104,121,000","-76,192,000","-106,183,000","71,327,000","-58,025,000","-79,578,000","-218,662,000","-61,879,000","-87,850,000","-209,945,000","-193,912,000","-69,786,000","-88,264,000","-62,470,000","-171,827,000","-6,308,605,000","-74,083,000","-67,829,000","-103,747,000","4,804,000","-35,179,000","-101,863,000","-97,513,000","-77,734,000","-24,814,000","110,685,000","-850,738,000","-55,279,000","-49,542,000","-122,516,000","-503,976,000","-82,054,000","-352,430,000","-85,724,000","-233,449,000","-347,136,000","-80,907,000","-66,912,000","-124,477,000","-69,743,000","-45,809,000","-63,732,000","515,277,000","1,331,313,000","-917,265,000","-533,409,000","-39,769,000","-29,819,000","33,552,000","-77,453,000","-39,589,000","75,702,000","67,567,000","76,034,000","-132,343,000","11,624,000","-41,588,000","-18,879,000","31,947,000","-9,187,000","-29,997,000","-37,097,000","-121,041,000","27,920,000","2,680,000","-23,469,000","1,065,000","-64,000","97,000","-3,103,000","60,382,000","1,272,000","1,250,000","-639,000","-3,115,000","35,000","763,000","646,000","-1,500,000","554,500,000","31,400,000","26,900,000","-2,200,000","-1,600,000","-100,000","-1,000,000","-4,000,000","200,000","1,000,000","1,300,000","-3,000,000","-1,400,000",,"-500,000","1,800,000","-1,000,000","500,000","-600,000","-46,100,000","33,800,000","12,300,000","8,300,000","4,900,000","12,700,000","600,000","1,800,000","-1,600,000","-200,000","5,000,000","-600,000","900,000","11,700,000","-2,000,000","700,000","-1,100,000","19,300,000","11,600,000","-300,000",,,,
		ImpairmentOfCapitalAssets,"376,000,000","206,000,000","82,000,000","44,000,000","44,000,000","142,440,000","78,990,000","305,415,000","1,572,935,000","228,135,000","105,275,000","112,130,000","72,356,000","186,087,000","44,617,000","51,708,000","64,609,000","153,442,000","53,677,000","78,934,000","193,187,000","297,946,000","177,990,000","72,714,000","71,617,000","168,171,000","6,307,420,000","68,519,000","69,436,000","535,637,000","55,542,000","39,035,000","113,361,000","109,509,000","85,917,000","37,967,000","53,548,000","1,020,496,000","62,875,000","54,217,000","133,147,000","499,624,000","83,431,000","358,654,000","89,328,000","239,782,000","352,908,000","80,362,000","69,595,000","123,911,000","69,404,000","47,046,000","65,471,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,"53,677,000",,,,,,,,,,,,,,,"109,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,"-226,000",,,,,,,,,,,,,,,"0",,,,,"-7,596,000","-4,675,000","-10,631,000","4,352,000","-1,377,000","-6,224,000","-3,604,000","-6,333,000","-5,772,000","545,000","-2,683,000","566,000","339,000","-1,237,000","-1,739,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"17,000,000","-29,000,000","1,000,000","51,000,000","-6,000,000","-5,600,000","-70,976,000","13,233,000","16,460,000","119,963,000","-523,000","8,009,000","-3,836,000","79,904,000","115,944,000","-6,317,000","-14,969,000","-65,220,000","-8,202,000","-8,916,000","-16,758,000","104,034,000","108,204,000","-15,550,000","9,147,000","-3,656,000","-1,185,000","-5,564,000","1,607,000","431,890,000","60,346,000","3,856,000","11,498,000","11,996,000","8,183,000","13,153,000","164,233,000","-55,474,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"9,000,000","9,000,000","6,000,000","-2,000,000","-4,000,000","-6,781,000","3,401,000","-4,500,000","18,108,000","8,152,000","9,118,000","8,503,000","5,612,000","21,220,000","3,308,000","-8,551,000","727,000","803,000","226,000","4,972,000","3,151,000","-17,198,000","-7,912,000","-20,996,000","-4,437,000","-6,080,000","8,607,000","9,380,000","-9,991,000","-28,324,000","-21,338,000","7,950,000","-3,338,000","-8,732,000","11,168,000","4,833,000","-10,134,000","-8,407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"5,933,000,000","2,499,000,000","1,429,000,000","1,124,000,000","881,000,000","427,760,000","-52,555,000","-1,145,262,000","31,003,000","831,208,000","797,457,000","1,089,366,000","827,236,000","1,088,340,000","1,446,363,000","892,936,000","813,359,000","413,353,000","145,980,000","62,467,000","39,382,000","-194,010,000","-272,250,000","-380,277,000","-710,968,000","-398,826,000","-6,274,921,000","-11,478,000","-236,331,000","1,148,593,000","1,715,120,000","1,100,813,000","1,030,789,000","919,082,000","721,555,000","1,035,230,000","761,019,000","-445,822,000","560,189,000","646,239,000","520,134,000","241,632,000","899,221,000","543,224,000","225,722,000","139,573,000","-38,813,000","110,059,000","197,157,000","626,235,000","4,557,000","-23,556,000","264,775,000","735,092,000","2,393,952,000","256,412,000","370,112,000","511,080,000","318,598,000","465,869,000","335,321,000","352,520,000","465,996,000","464,294,000","629,831,000","748,220,000","518,438,000","386,876,000","311,603,000","298,900,000","262,343,000","212,745,000","152,024,000","97,568,000","179,604,000","165,741,000","210,963,000","57,111,000","42,866,000","55,555,000","-35,860,000","-48,493,000","114,977,000","224,865,000","340,096,000","254,538,000","188,943,000","124,417,000","65,659,000","10,100,000","484,300,000","32,200,000","3,100,000","6,000,000","3,900,000","22,200,000","28,200,000","61,100,000","41,000,000","24,100,000","37,300,000","49,900,000","43,400,000","70,400,000","27,300,000","39,900,000","33,400,000","71,300,000","39,500,000","27,800,000","50,500,000","36,600,000","39,100,000","16,500,000","37,200,000","29,600,000","28,900,000","35,500,000","18,600,000","11,700,000","14,100,000","19,600,000","11,200,000","3,600,000","11,200,000","13,200,000","3,100,000","6,000,000","12,300,000",,,,
TaxProvision,"1,269,000,000","514,000,000","334,000,000","217,000,000","204,000,000","90,294,000","-10,088,000","-235,878,000","21,190,000","194,687,000","182,335,000","241,525,000","191,810,000","195,572,000","255,411,000","196,205,000","174,770,000","-2,017,115,000","45,439,000","39,414,000","10,865,000","-51,658,000","-82,250,000","-87,719,000","-239,192,000","-114,530,000","-2,199,182,000","-16,746,000","-66,583,000","704,005,000","611,502,000","394,460,000","369,861,000","338,888,000","259,057,000","375,538,000","266,294,000","59,177,000","204,698,000","250,461,000","196,125,000","120,934,000","358,343,000","247,650,000","91,749,000","85,900,000","32,093,000","50,187,000","79,142,000","225,808,000","361,000","-6,850,000","106,065,000","273,620,000","837,667,000","69,177,000","129,156,000","149,885,000","114,595,000","158,816,000","117,654,000","109,895,000","166,860,000","132,877,000","203,124,000","284,564,000","174,677,000","137,420,000","108,900,000","92,145,000","90,033,000","67,808,000","51,171,000","23,058,000","62,185,000","56,950,000","74,407,000","12,692,000","13,979,000","17,447,000","-11,619,000","-23,696,000","43,014,000","88,662,000","124,849,000","93,091,000","72,466,000","46,900,000","24,169,000","-20,400,000","-28,600,000","11,600,000","-2,000,000","-4,000,000","-2,000,000","8,900,000","1,200,000","17,900,000","9,800,000","-500,000","14,200,000","14,800,000","12,000,000","22,800,000","1,400,000","8,500,000","400,000","23,200,000","9,900,000","-14,800,000","9,500,000","2,400,000","8,800,000","-22,000,000","1,400,000","-3,900,000","-1,300,000","-4,600,000","-2,000,000","-2,900,000","-8,200,000","-2,700,000","-2,200,000","-3,700,000","-700,000","-7,000,000","-5,400,000","400,000","1,100,000",,,,
NetIncomeCommonStockholders,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,513,000","358,034,000","202,366,000","306,063,000","216,792,000","237,204,000","297,278,000","329,559,000","424,849,000","461,797,000","341,904,000","247,598,000","200,845,000","204,137,000","169,552,000","142,179,000","98,095,000","71,752,000","114,661,000","106,033,000","126,667,000","41,661,000","26,129,000","35,350,000","-26,999,000","-27,554,000","69,204,000","133,446,000","212,526,000","158,688,000","113,722,000","74,657,000","38,836,000","30,000,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000",,,,
	NetIncome,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,956,000","361,195,000","204,003,000","307,053,000","217,667,000","242,625,000","299,136,000","331,417,000","426,707,000","463,656,000","343,761,000","249,456,000","202,703,000","206,755,000","172,310,000","144,937,000","100,853,000","74,510,000","117,419,000","108,791,000","129,425,000","44,419,000","28,887,000","38,108,000","-24,241,000","-24,797,000","71,963,000","136,203,000","215,247,000","161,447,000","116,477,000","77,517,000","41,490,000","30,500,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000",,,,
		NetIncomeIncludingNoncontrollingInterests,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,956,000","361,195,000","204,003,000","307,053,000","217,667,000","242,625,000","299,136,000","331,417,000","426,707,000","463,656,000","343,761,000","249,456,000","202,703,000","206,755,000","172,310,000","144,937,000","100,853,000","74,510,000","117,419,000","108,791,000","129,425,000","44,419,000","28,887,000","38,108,000","-24,241,000","-24,797,000","71,963,000","136,203,000","215,247,000","161,447,000","116,477,000","77,517,000","41,490,000","30,500,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000","2,100,000","-3,300,000","-2,500,000","-2,400,000"
			NetIncomeContinuousOperations,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,956,000","361,195,000","204,003,000","307,053,000","217,667,000","242,625,000","299,136,000","331,417,000","426,707,000","463,656,000","343,761,000","249,456,000","202,703,000","206,755,000","172,310,000","144,937,000","100,853,000","74,510,000","117,419,000","108,791,000","136,556,000","44,419,000","28,887,000","38,108,000","-24,241,000","-24,797,000","71,963,000","136,203,000","215,247,000","161,447,000","116,477,000","77,517,000","41,490,000","30,500,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000","2,100,000","-3,300,000","-2,500,000","-2,400,000"
