name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-7,131,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0",,,"443,000","3,161,000","1,637,000","990,000","875,000","5,421,000","1,858,000","1,858,000","1,858,000","1,859,000","1,857,000","1,858,000","1,858,000","2,618,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,758,000","2,757,000","2,759,000","2,757,000","2,721,000","2,759,000","2,755,000","2,860,000","2,654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,513,000","358,034,000","202,366,000","306,063,000","216,792,000","237,204,000","297,278,000","329,559,000","424,849,000","461,797,000","341,904,000","247,598,000","200,845,000","204,137,000","169,552,000","142,179,000","98,095,000","71,752,000","114,661,000","106,033,000","126,667,000","41,661,000","26,129,000","35,350,000","-26,999,000","-27,554,000","69,204,000","133,446,000","212,526,000","158,688,000","113,722,000","74,657,000","38,836,000","30,000,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000",,,,
BasicEPS,,"3.42","1.88","1.56","1.17","0.58","-0.07","-1.57","0.02","1.1","1.06","1.47","1.1","1.55","2.06","1.21","1.11","4.22","0.17","0.04","0.05","-0.25","-0.35","-0.53","-0.86","-0.52","-7.47","0.01","-0.31","0.82","2.03","1.3","1.22",,"0.855","1.22","0.92","-0.94","0.665","0.74","0.61",,"1.015","0.555","0.26",,"-0.14","0.12","0.235",,"0.01","-0.035","0.32",,"3.15","0.36","0.49",,"0.415","0.63","0.445",,"0.615","0.68","0.88",,"0.715","0.52","0.425",,"0.36","0.305","0.213",,"0.25","0.233","0.278",,"0.058","0.078","-0.058",,"0.15","0.288","0.458",,"0.245","0.16","0.083",,"0.938","0.033","0.008",,"0.01","0.023","0.043",,"0.05","0.04","0.038",,"0.05","0.075","0.04",,"0.053","0.075","0.048",,"0.065","0.053","0.048",,"0.058","0.053","0.048",,"0.035","0.025","0.038",,"0.023","0.013","0.02",,"0.015","0.01","0.02",,"-0.008","-0.005","-0.005"
DilutedEPS,,"3.39","1.88","1.55","1.16","0.58","-0.07","-1.57","0.02","1.1","1.06","1.46","1.1","1.54","2.05","1.2","1.1","4.2","0.17","0.04","0.05","-0.25","-0.35","-0.53","-0.86","-0.52","-7.47","0.01","-0.31","0.81","2.01","1.29","1.21",,"0.845","1.21","0.91","-0.94","0.655","0.735","0.6",,"1.005","0.55","0.26",,"-0.14","0.12","0.23",,"0.01","-0.035","0.315",,"3.1","0.355","0.48",,"0.41","0.62","0.44",,"0.605","0.67","0.865",,"0.7","0.51","0.415",,"0.355","0.3","0.208",,"0.248","0.228","0.273",,"0.055","0.075","-0.058",,"0.148","0.283","0.448",,"0.238","0.158","0.083",,"0.92","0.033","0.008",,"0.01","0.023","0.043",,"0.05","0.04","0.035",,"0.048","0.073","0.04",,"0.053","0.075","0.048",,"0.065","0.053","0.048",,"0.058","0.053","0.048",,"0.035","0.025","0.038",,"0.023","0.013","0.02",,"0.015","0.01","0.02",,"-0.008","-0.005","-0.005"
BasicAverageShares,,"581,000,000","581,000,000","580,000,000","580,000,000","579,624,000","579,055,000","578,719,000","578,462,000","578,200,000","577,839,000","577,460,000","577,207,000","577,000,000","577,254,000","576,135,000","575,775,000","575,400,000","574,783,000","574,439,000","573,935,000","567,300,000","547,838,000","547,335,000","546,715,000","546,400,000","545,920,000","545,504,000","544,998,000","544,600,000","543,984,000","543,099,000","542,278,000",,"540,942,000","540,032,000","538,716,000","537,800,000","535,882,000","533,748,000","533,348,000",,"532,106,000","531,660,000","510,400,000",,"502,000,000","501,600,000","500,740,000",,"499,070,000","496,414,000","495,982,000",,"494,310,000","493,072,000","490,860,000",,"486,972,000","486,454,000","485,526,000",,"483,822,000","483,226,000","482,236,000",,"478,688,000","476,504,000","474,586,000",,"469,644,000","465,552,000","462,580,000",,"458,464,000","457,528,000","457,708,000",,"462,484,000","462,948,000","461,940,000",,"462,768,000","463,480,000","465,536,000",,"466,236,000","466,664,000","471,308,000",,"547,093,333","633,846,154","680,000,000",,"590,000,000","591,111,111","635,294,118",,"624,000,000","615,000,000","616,000,000",,"628,000,000","634,666,667","647,500,000",,"628,571,429","641,333,333","623,157,895",,"630,769,231","651,428,571","637,894,737",,"622,608,696","638,095,238","635,789,474",,"588,571,429","584,000,000","594,666,667",,"595,555,556","584,000,000","595,000,000",,"566,666,667","560,000,000","560,000,000",,"595,200,000","595,200,000","595,200,000"
DilutedAverageShares,,"585,000,000","584,000,000","584,000,000","583,000,000","580,885,000","579,055,000","578,719,000","580,283,000","580,800,000","581,271,000","580,247,000","580,222,000","580,300,000","581,559,000","580,375,000","579,726,000","579,200,000","578,736,000","578,483,000","578,593,000","567,300,000","547,838,000","547,335,000","546,715,000","546,400,000","545,920,000","549,683,000","544,998,000","549,200,000","549,518,000","548,676,000","548,071,000",,"547,152,000","545,478,000","544,526,000","537,800,000","541,964,000","539,970,000","540,484,000",,"538,584,000","538,664,000","517,638,000",,"502,000,000","509,000,000","507,738,000",,"504,844,000","496,414,000","500,408,000",,"501,860,000","502,270,000","499,526,000",,"494,850,000","494,522,000","493,354,000",,"492,272,000","491,774,000","491,846,000",,"489,800,000","486,828,000","484,228,000",,"478,708,000","474,836,000","470,484,000",,"465,480,000","464,524,000","464,896,000",,"468,312,000","470,756,000","461,940,000",,"468,564,000","472,188,000","475,808,000",,"477,048,000","476,708,000","473,116,000",,"557,500,000","633,846,154","680,000,000",,"590,000,000","591,111,111","635,294,118",,"624,000,000","615,000,000","660,000,000",,"661,052,632","656,551,724","647,500,000",,"628,571,429","641,333,333","623,157,895",,"630,769,231","651,428,571","637,894,737",,"622,608,696","638,095,238","635,789,474",,"588,571,429","584,000,000","594,666,667",,"595,555,556","584,000,000","595,000,000",,"566,666,667","560,000,000","560,000,000",,"595,200,000","595,200,000","595,200,000"
TotalOperatingIncomeAsReported,"6,102,000,000","2,528,000,000","1,471,000,000","1,171,000,000","932,000,000","487,662,000","-2,714,000","-1,086,549,000","57,585,000","863,751,000","827,959,000","1,130,771,000","876,530,000","1,123,140,000","1,506,687,000","964,931,000","874,588,000","475,912,000","214,836,000","127,908,000","107,746,000","-105,487,000","-193,480,000","-288,173,000","-638,141,000","-329,753,000","-6,222,957,000","39,626,000","-172,995,000","1,226,652,000","1,786,162,000","1,144,730,000","1,084,279,000","980,324,000","769,769,000","1,092,044,000","833,074,000","-378,061,000","605,747,000","692,339,000","559,772,000","302,575,000","950,030,000","588,253,000","272,451,000","174,611,000","-11,695,000","140,501,000","219,902,000","654,108,000","35,303,000","18,000","281,412,000","751,179,000","2,392,183,000","243,103,000","380,720,000","519,817,000","324,858,000","447,618,000","337,035,000","350,376,000","461,788,000","454,834,000","628,428,000","754,875,000","522,156,000","394,689,000","320,095,000","306,523,000","274,500,000","226,736,000","171,436,000","101,005,000","193,312,000","176,868,000","226,129,000","70,697,000","61,700,000","69,640,000","-20,706,000","-37,658,000","123,947,000","234,239,000","354,024,000","273,760,000","203,658,000","139,235,000","79,581,000","27,300,000","-53,300,000","15,600,000","-9,500,000","23,500,000","19,200,000","32,500,000","38,200,000","74,100,000","48,800,000","28,600,000","41,200,000","57,000,000","46,300,000","73,600,000","32,000,000","41,400,000","38,000,000","73,500,000","42,800,000","76,200,000","18,700,000","26,100,000","33,000,000","14,100,000","26,800,000","31,600,000","29,500,000","40,600,000","24,400,000","13,800,000","20,900,000","25,400,000","6,100,000","13,100,000","19,100,000","23,400,000","-6,600,000","3,500,000","21,500,000",,,,
RentExpenseSupplemental,,,,,,,,,,,,,,,,,,,"251,943,000",,,,,,,,,,,,,,,"288,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"12,056,000,000","3,281,000,000","3,185,000,000","2,901,000,000","2,689,000,000","2,317,243,000","2,150,908,000","1,881,023,000","3,066,156,000","3,193,472,000","3,339,945,000","3,428,926,000","3,066,365,000","3,272,453,000","3,194,246,000","3,192,324,000","2,710,374,000","2,694,344,000","2,352,897,000","2,388,854,000","2,284,973,000","2,179,827,000","2,116,716,000","1,968,108,000","1,909,592,000","1,949,560,000","2,073,954,000","2,346,878,000","2,411,660,000","2,869,243,000","3,258,237,000","2,994,655,000","2,873,563,000","2,648,639,000","2,673,864,000","2,688,103,000","2,457,853,000","2,328,214,000","2,286,233,000","2,162,763,000","2,113,732,000","1,970,816,000","1,852,283,000","1,623,343,000","1,535,327,000","1,374,767,000","1,240,862,000","1,137,105,000","1,081,196,000","982,843,000","902,142,000","813,975,000","811,326,000","203,067,000","795,181,000","1,573,372,000","1,157,523,000","595,799,000","575,693,000","540,730,000","549,429,000","541,468,000","484,354,000","441,574,000","433,335,000","367,658,000","412,289,000","365,004,000","355,889,000","434,817,000","279,080,000","276,574,000","275,236,000","337,948,000","239,416,000","247,886,000","226,293,000","267,464,000","218,169,000","220,863,000","207,209,000","255,861,000","230,225,000","231,809,000","243,229,000","253,837,000","190,056,000","176,907,000","172,232,000","201,200,000","280,100,000","171,600,000","168,500,000","171,300,000","172,100,000","150,800,000","161,600,000","163,900,000","144,300,000","143,200,000","139,500,000","147,300,000","123,900,000","123,500,000","127,000,000","115,000,000","115,000,000","110,500,000","112,600,000","121,900,000","108,700,000","116,400,000","119,200,000","135,200,000","114,300,000","108,900,000","107,300,000","101,500,000","87,500,000","86,700,000","77,700,000","94,400,000","77,900,000","74,900,000","76,800,000","94,600,000","85,100,000","75,100,000","74,800,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,956,000","361,195,000","204,003,000","307,053,000","217,667,000","242,625,000","299,136,000","331,417,000","426,707,000","463,656,000","343,761,000","249,456,000","202,703,000","206,755,000","172,310,000","144,937,000","100,853,000","74,510,000","117,419,000","108,791,000","136,556,000","44,419,000","28,887,000","38,108,000","-24,241,000","-24,797,000","71,963,000","136,203,000","215,247,000","161,447,000","116,477,000","77,517,000","41,490,000","30,500,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000",,,,
NormalizedIncome,"5,851,646,000","2,063,637,454.982","1,537,750,000","1,247,200,000","998,090,000","399,581,959.828","82,227,640","-578,734,240","265,825,460","767,100,739.847","630,441,920","790,761,380","709,940,440","871,512,322.164","1,175,170,280","886,979,240","748,674,710","2,588,684,400","147,795,650","70,095,400","135,023,000","48,198,343.013","-144,731,700","-190,427,510","-434,132,900","-165,354,963.879","5,848,900","78,813,600","-175,780,880","24,423,450","800,303,440","875,600,360","825,791,360","616,182,388.137","700,015,440","553,019,360","491,001,150","4,810,300","387,606,390.57","310,706,788.504","400,328,345.869","448,282,400","590,233,167.875","524,653,500","189,693,600","205,414,850","154,732,400","112,461,550","158,162,200","480,020,046.826","68,414,044.327","15,781,907.709","196,949,200","137,994,247.904","690,811,317.902","848,003,483.25","588,224,121.552","389,300,901.141","223,096,545.65","284,938,967.394","267,944,084.2","269,872,478.512","250,540,747.097","283,187,101.619","375,194,387.826","545,666,138.74","336,053,467.25","276,271,765.589","214,984,107.489","184,656,632.703","178,344,130.775","165,373,086.343","125,463,217.735","166,945,684.958","99,165,851.518","107,031,870.515","151,747,444.775","43,590,679.099","28,930,129.007","38,041,462.767","-22,143,403.151","-61,026,200","71,166,867.417","135,445,862.384","215,651,423.554","163,422,765.524","116,455,423.678","77,041,619.055","41,081,791.834","31,400,000","180,200,000","511,801.242","-11,040,000","11,320,000","6,860,000","13,360,000","27,957,446.809","46,028,150.573","31,047,804.878","24,000,000","22,294,906.166","37,210,220.441","32,412,903.226","47,600,000","26,374,358.974","29,983,458.647","33,988,023.952","47,762,692.847","30,049,620.253","70,260,000","13,558,415.842","22,706,557.377","23,868,030.691","35,560,000","23,577,956.989","33,140,000","29,120,000","41,060,000","20,720,000","11,600,000","22,660,000","21,760,000","6,380,000","8,500,000","11,480,000","20,860,000","-3,080,000","-5,226,666.667","11,473,170.732",,,,
InterestExpense,"178,000,000","38,000,000","48,000,000","45,000,000","47,000,000","53,121,000","53,242,000","54,213,000","44,690,000","40,695,000","39,620,000","49,908,000","54,906,000","56,020,000","63,632,000","63,444,000","61,956,000","63,362,000","69,082,000","70,413,000","71,515,000","71,325,000","70,858,000","71,108,000","68,390,000","62,993,000","60,571,000","60,484,000","53,345,000","49,735,000","49,704,000","51,867,000","50,152,000","52,510,000","59,382,000","61,647,000","61,921,000","59,354,000",,,"50,269,000","56,591,000","52,186,000","51,253,000","50,333,000","41,371,000","32,890,000","29,897,000","25,428,000","27,307,000","30,407,000","24,811,000","18,376,000",,"12,095,000",,,,,"10,818,000",,"7,519,000",,,,"19,985,000",,"14,687,000",,,,,"16,683,000","13,954,000","15,632,000",,,,,"14,182,000",,,,,,"16,107,000",,,,,,,,,"13,600,000",,,,,,,,"1,400,000",,,,,,,,,,,,,,"2,400,000",,,,,,,,,,,"9,100,000",,,,,
NetInterestIncome,"-178,000,000","-38,000,000","-48,000,000","-45,000,000","-47,000,000","-53,121,000","-53,242,000","-54,213,000","-44,690,000","-40,695,000","-39,620,000","-49,908,000","-54,906,000","-56,020,000","-63,632,000","-63,444,000","-61,956,000","-63,362,000","-69,082,000","-70,413,000","-71,515,000","-71,325,000","-70,858,000","-71,108,000","-68,390,000","-62,993,000","-60,571,000","-60,484,000","-53,345,000","-49,735,000","-49,704,000","-51,867,000","-50,152,000","-52,510,000","-59,382,000","-61,647,000","-61,921,000","-59,354,000","-53,154,000","-50,775,000","-50,269,000","-56,591,000","-52,186,000","-51,253,000","-50,333,000","-41,371,000","-32,890,000","-29,897,000","-25,428,000","-27,307,000","-30,407,000","-24,811,000","-18,376,000",,"-12,095,000",,,,,"-10,818,000",,"-7,519,000",,,,"-19,985,000",,"-14,687,000",,,,,"-16,683,000","-13,954,000","-15,632,000",,,,,"-14,182,000",,,,,,"-16,107,000",,,,,,,,,"-13,600,000",,,,,,,,"-1,400,000",,,,,,,,,,,,,,"-2,400,000",,,,,,,,,,,"-9,100,000",,,,,
EBIT,"6,111,000,000","2,537,000,000","1,477,000,000","1,169,000,000","928,000,000","480,881,000","687,000","-1,091,049,000","75,693,000","871,903,000","837,077,000","1,139,274,000","882,142,000","1,144,360,000","1,509,995,000","956,380,000","875,315,000","476,715,000","215,062,000","132,880,000","110,897,000","-122,685,000","-201,392,000","-309,169,000","-642,578,000","-335,833,000","-6,214,350,000","49,006,000","-182,986,000","1,198,328,000","1,764,824,000","1,152,680,000","1,080,941,000","971,592,000","780,937,000","1,096,877,000","822,940,000","-286,477,000","663,951,000","558,107,000","570,403,000","298,223,000","951,407,000","594,477,000","276,055,000","180,944,000","-5,923,000","139,956,000","222,585,000","653,542,000","34,964,000","1,255,000","283,151,000","830,447,000","2,424,325,000","291,978,000","413,294,000","580,474,000","366,872,000","468,422,000","361,077,000","391,075,000","483,894,000","477,514,000","651,201,000","832,807,000","522,156,000","418,920,000","332,267,000","255,234,000","292,430,000","242,447,000","189,084,000","101,005,000","193,312,000","176,868,000","238,085,000","70,697,000","61,700,000","69,640,000","-20,706,000","-18,447,000","123,947,000","234,239,000","354,024,000","273,760,000","203,658,000","139,235,000","79,581,000","27,300,000","-53,300,000","15,600,000","-9,500,000","23,500,000","19,200,000","32,500,000","38,200,000","74,100,000","48,800,000","28,600,000","41,200,000","57,000,000","46,300,000","73,600,000","32,000,000","41,400,000","38,000,000","73,500,000","42,800,000","76,200,000","18,700,000","26,100,000","33,000,000","14,100,000","26,800,000","31,600,000","29,500,000","40,600,000","24,400,000","13,800,000","20,900,000","25,400,000","6,100,000","13,100,000","19,100,000","23,400,000","-6,600,000","3,500,000","21,500,000","-198,100,000","64,400,000","70,000,000","69,900,000"
EBITDA,"9,762,000,000"
ReconciledCostOfRevenue,"5,345,000,000","1,382,000,000","1,342,000,000","1,312,000,000","1,309,000,000","1,250,632,000","1,165,313,000","1,048,792,000","1,458,201,000","1,421,361,000","1,430,029,000","1,417,228,000","1,327,181,000","1,378,801,000","1,353,811,000","1,272,447,000","1,150,000,000","1,206,981,000","1,130,755,000","1,155,316,000","1,109,957,000","1,136,886,000","1,158,494,000","1,110,110,000","1,198,280,000","1,057,026,000","1,040,890,000","1,233,888,000","1,310,278,000","1,432,496,000","1,449,979,000","1,375,530,000","1,301,249,000","1,230,527,000","1,259,090,000","1,205,316,000","1,119,892,000","2,984,947,000","446,006,000","417,818,000","461,736,000","445,614,000","447,209,000","379,290,000","405,778,000","375,196,000","352,662,000","337,748,000","344,638,000","299,909,000","274,398,000","282,081,000","316,651,000","476,377,000","280,270,000","268,269,000","250,804,000","263,782,000","249,190,000","217,811,000","185,267,000","217,064,000","171,855,000","163,181,000","165,698,000","103,770,000","161,455,000","137,382,000","132,273,000","140,522,000","112,015,000","104,192,000","100,440,000","33,836,000","107,236,000","104,670,000","72,417,000","116,482,000","79,447,000","82,911,000","75,996,000","121,648,000","87,262,000","90,232,000","94,287,000","65,744,000","56,699,000","50,057,000","52,948,000","89,800,000","42,900,000","44,000,000","49,200,000","21,500,000","69,000,000","60,100,000","69,200,000","58,700,000","22,700,000","60,400,000","56,600,000","47,400,000","41,500,000","28,200,000","48,800,000","34,500,000","36,900,000","39,700,000","36,900,000","41,700,000","33,000,000","38,600,000","31,000,000","47,900,000","31,800,000","28,900,000","26,700,000","30,100,000","26,300,000","26,400,000","25,900,000","33,500,000","28,900,000","23,900,000","22,400,000","33,500,000","29,000,000","25,000,000","24,700,000",,,,
ReconciledDepreciation,"3,651,000,000","910,000,000","927,000,000","914,000,000","900,000,000","870,564,000","823,050,000","706,679,000","1,000,060,000","959,208,000","953,597,000","957,304,000","879,595,000","919,963,000","918,180,000","848,674,000","748,591,000","881,745,000","846,222,000","865,384,000","816,036,000","862,524,000","899,511,000","862,491,000","928,891,000","769,457,000","722,172,000","909,227,000","912,788,000","1,013,930,000","1,040,018,000","996,602,000","946,491,000","915,257,000","928,800,000","910,531,000","846,388,000","786,344,000","825,851,000","808,765,000","748,743,000","693,527,000","651,684,000","602,944,000","568,226,000","543,789,000","500,888,000","465,343,000","431,906,000","398,937,000","385,330,000","375,592,000","389,329,000","368,135,000","346,247,000","315,294,000","297,199,000","282,234,000","279,189,000","259,780,000","244,342,000","230,438,000","216,071,000","192,928,000","177,652,000","176,974,000","164,372,000","159,896,000","153,016,000","144,125,000","130,257,000","116,224,000","113,797,000","121,265,000","110,438,000","106,587,000","103,553,000","105,412,000","100,208,000","97,956,000","94,460,000","97,617,000","103,351,000","97,470,000","93,961,000","103,239,000","92,056,000","90,149,000","84,582,000","91,000,000","198,100,000","88,800,000","82,000,000","118,100,000","73,500,000","62,200,000","61,300,000","74,200,000","93,700,000","58,300,000","52,000,000","69,600,000","59,400,000","69,800,000","52,500,000","58,100,000","56,200,000","48,600,000","53,100,000","60,600,000","54,600,000","62,200,000","64,800,000","67,100,000","64,200,000","58,600,000","59,800,000","52,700,000","45,300,000","42,000,000","39,800,000","51,200,000","33,100,000","38,500,000","38,100,000","46,400,000","37,900,000","37,100,000","34,500,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"4,664,000,000","1,985,000,000","1,095,000,000","907,000,000","677,000,000","337,466,000","-42,467,000","-909,384,000","9,813,000","636,521,000","615,122,000","847,841,000","635,426,000","892,768,000","1,190,952,000","696,731,000","638,589,000","2,430,468,000","100,541,000","23,053,000","28,517,000","-142,352,000","-190,000,000","-292,558,000","-471,776,000","-284,296,000","-4,075,739,000","5,268,000","-169,748,000","444,588,000","1,103,618,000","706,353,000","660,928,000","580,194,000","462,498,000","659,692,000","494,725,000","-504,999,000","355,491,000","395,778,000","324,009,000","120,698,000","540,878,000","295,574,000","133,973,000","53,673,000","-70,906,000","59,872,000","118,015,000","400,427,000","4,196,000","-16,706,000","158,710,000","461,472,000","1,556,285,000","178,206,000","240,956,000","361,195,000","204,003,000","307,053,000","217,667,000","242,625,000","299,136,000","331,417,000","426,707,000","463,656,000","343,761,000","249,456,000","202,703,000","206,755,000","172,310,000","144,937,000","100,853,000","74,510,000","117,419,000","108,791,000","136,556,000","44,419,000","28,887,000","38,108,000","-24,241,000","-24,797,000","71,963,000","136,203,000","215,247,000","161,447,000","116,477,000","77,517,000","41,490,000","30,500,000","512,900,000","20,600,000","5,100,000","10,000,000","5,900,000","13,300,000","27,000,000","43,200,000","31,200,000","24,600,000","23,100,000","35,100,000","31,400,000","47,600,000","25,900,000","31,400,000","33,000,000","48,100,000","29,600,000","42,600,000","41,000,000","34,200,000","30,300,000","38,500,000","35,800,000","33,500,000","30,200,000","40,100,000","20,600,000","14,600,000","22,300,000","22,300,000","13,400,000","7,300,000","11,900,000","20,200,000","8,500,000","5,600,000","11,200,000",,,,
TotalUnusualItemsExcludingGoodwill,"-1,511,000,000","-99,000,000","-575,000,000","-420,000,000","-417,000,000","-78,736,000","-153,944,000","-418,544,000","-350,702,000","-170,519,000","-19,896,000","73,179,000","-96,772,000","25,912,000","19,246,000","-243,908,000","-139,349,000","-263,694,000","-68,485,000","-78,404,000","-147,925,000","-259,699,000","-64,669,000","-132,637,000","-57,035,000","-166,857,000","-6,279,366,000","-122,576,000","8,379,000","646,407,000","473,929,000","-264,449,000","-257,599,000","-57,009,000","-371,121,000","166,676,000","5,729,000","-784,322,000","-50,608,000","138,907,000","-122,516,000","-503,976,000","-82,054,000","-352,430,000","-85,724,000","-233,449,000","-347,136,000","-80,907,000","-66,912,000","-124,477,000","-69,743,000","-45,809,000","-63,732,000","515,277,000","1,331,313,000","-917,265,000","-533,409,000","-39,769,000","-29,819,000","33,552,000","-77,453,000","-39,589,000","75,702,000","67,567,000","76,034,000","-132,343,000","11,624,000","-41,588,000","-18,879,000","31,947,000","-9,187,000","-29,997,000","-37,097,000","-121,041,000","27,920,000","2,680,000","-23,469,000","1,065,000","-64,000","97,000","-3,103,000","60,382,000","1,272,000","1,250,000","-639,000","-3,115,000","35,000","763,000","646,000","-1,500,000","554,500,000","31,400,000","26,900,000","-2,200,000","-1,600,000","-100,000","-1,000,000","-4,000,000","200,000","1,000,000","1,300,000","-3,000,000","-1,400,000",,"-500,000","1,800,000","-1,000,000","500,000","-600,000","-46,100,000","33,800,000","12,300,000","8,300,000","4,900,000","12,700,000","600,000","1,800,000","-1,600,000","-200,000","5,000,000","-600,000","900,000","11,700,000","-2,000,000","700,000","-1,100,000","19,300,000","11,600,000","-300,000",,,,
