name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
	NetIncome,"4,654,000,000","1,610,000,000","1,217,000,000","1,020,000,000","807,000,000","1,246,000,000","814,000,000","766,000,000","396,000,000","714,000,000","387,000,000","314,000,000","253,000,000","296,000,000","493,000,000","273,000,000","168,000,000","9,553,000,000","48,000,000","139,000,000","155,000,000","454,000,000","189,000,000","3,067,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000","-40,000,000","-87,000,000","-83,000,000","-94,000,000","-67,000,000","-85,000,000","-107,000,000","-110,000,000","-85,000,000","-95,000,000","-81,000,000","24,000,000","-1,035,000,000","-112,000,000","-205,000,000","-1,495,000,000","-322,000,000","-276,000,000","-358,000,000","-468,000,000","-407,000,000","-360,000,000","-381,000,000","-396,000,000","-133,000,000","-382,000,000","-459,000,000","-336,000,000","76,000,000","-355,000,000","-352,000,000","-339,000,000","-3,294,000,000","-415,000,000","-293,000,000","-57,000,000","37,000,000","-37,000,000","-181,000,000","-1,860,490,000","-238,852,000","-201,999,000","-174,167,000","-305,686,000","-317,427,000","-273,865,000","-280,699,000","-241,097,000","-210,018,000","-196,821,000","-180,714,000","-66,132,000","-35,000","-57,000","-33,000"
		NetIncomeIncludingNoncontrollingInterests,"5,320,000,000","1,834,000,000","1,407,000,000","1,158,000,000","921,000,000","1,401,000,000","932,000,000","876,000,000","467,000,000","822,000,000","467,000,000","386,000,000","317,000,000","360,000,000","584,000,000","339,000,000","223,000,000","9,617,000,000","92,000,000","195,000,000","211,000,000","569,000,000","250,000,000","3,114,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000","-40,000,000","-87,000,000","-83,000,000","-94,000,000","-67,000,000","-85,000,000","-107,000,000","-110,000,000","-85,000,000","-95,000,000","-81,000,000","24,000,000","-2,430,000,000","-159,000,000","-334,000,000","-1,495,000,000","-322,000,000","-274,000,000","-356,000,000","-465,000,000","-406,000,000","-359,000,000","-379,000,000","-399,000,000","-131,000,000","-382,000,000","-459,000,000","-344,000,000","79,000,000","-352,000,000","-349,000,000","-334,000,000","-3,328,000,000","-409,000,000","-289,000,000","-137,000,000","51,000,000","-188,000,000","-341,000,000","-4,358,111,000","-493,411,000","-431,421,000","-371,565,000","-654,568,000","-680,038,000","-636,649,000","-684,661,000","-587,725,000","-523,464,000","-494,136,000","-449,620,000","-250,578,000","-164,153,000","-140,930,000","-83,175,000"
			NetIncomeContinuousOperations,"5,320,000,000","1,834,000,000","1,407,000,000","1,158,000,000","921,000,000","1,401,000,000","932,000,000","876,000,000","467,000,000","822,000,000","467,000,000","386,000,000","317,000,000","360,000,000","584,000,000","339,000,000","223,000,000","9,617,000,000","92,000,000","195,000,000","211,000,000","569,000,000","250,000,000","3,114,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000","-40,000,000","-87,000,000","-83,000,000","-94,000,000","-67,000,000","-85,000,000","-107,000,000","-110,000,000","-85,000,000","-95,000,000","-81,000,000","24,000,000","-2,430,000,000","-159,000,000","-334,000,000","-1,495,000,000","-322,000,000","-276,000,000","-358,000,000","-468,000,000","-407,000,000","-360,000,000","-381,000,000","-378,000,000","-333,000,000","-402,000,000","-459,000,000","-336,000,000","76,000,000","-355,000,000","-352,000,000","-339,000,000","-2,529,000,000","-415,000,000","-293,000,000","-57,000,000","37,000,000","-37,000,000","-181,000,000","-1,632,982,000","-238,852,000","-201,999,000","-174,167,000","-305,686,000","-317,427,000","-273,865,000","-280,699,000","638,570,000","-523,464,000","-494,136,000","-449,620,000","-250,578,000","-164,153,000","-140,930,000","-83,175,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18,000,000","200,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-765,000,000",,,,,,,"-227,508,000",,,,,,,,,,,,,,,
		MinorityInterests,"-666,000,000","-224,000,000","-190,000,000","-138,000,000","-114,000,000","-155,000,000","-118,000,000","-110,000,000","-71,000,000","-108,000,000","-80,000,000","-72,000,000","-64,000,000","-64,000,000","-91,000,000","-66,000,000","-55,000,000","-64,000,000","-44,000,000","-56,000,000","-56,000,000","-115,000,000","-61,000,000","-47,000,000",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,395,000,000","47,000,000","129,000,000",,,"-2,000,000","-2,000,000","-3,000,000","-1,000,000","-1,000,000","-2,000,000",,"-2,000,000",,,"8,000,000","-3,000,000","-3,000,000","-3,000,000","-5,000,000","34,000,000","-6,000,000","-4,000,000","80,000,000","-14,000,000","151,000,000","160,000,000","2,497,621,000","254,559,000","229,422,000","197,398,000","348,882,000","362,611,000","362,784,000","403,962,000","346,628,000","313,446,000","297,315,000","268,906,000","184,446,000","164,118,000","140,873,000","83,142,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","814,000","732,000","727,000","727,000","726,000","243,000",,,,,,,,,,
AverageDilutionEarnings,"70,000,000","0",,,"38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,724,000,000","1,610,000,000","1,217,000,000","1,020,000,000","845,000,000","1,246,000,000","814,000,000","766,000,000","396,000,000","714,000,000","387,000,000","314,000,000","253,000,000","296,000,000","493,000,000","273,000,000","168,000,000","9,553,000,000","48,000,000","139,000,000","155,000,000","454,000,000","189,000,000","3,067,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000","-40,000,000","-87,000,000","-83,000,000","-94,000,000","-67,000,000","-85,000,000","-107,000,000","-110,000,000","-85,000,000","-95,000,000","-81,000,000","24,000,000","-1,035,000,000","-112,000,000","-205,000,000","-1,495,000,000","-322,000,000","-276,000,000","-358,000,000","-468,000,000","-407,000,000","-360,000,000","-381,000,000","-396,000,000","-133,000,000","-382,000,000","-459,000,000","-336,000,000","75,000,000","-356,000,000","-353,000,000","-340,000,000","-3,295,000,000","-416,000,000","-294,000,000","-58,000,000","36,000,000","-38,000,000","-182,000,000","-1,861,304,000","-239,584,000","-202,726,000","-174,894,000","-306,412,000","-317,670,000","-273,865,000","-280,699,000","-241,097,000","-210,018,000","-196,821,000","-180,714,000","-66,132,000","-35,000","-57,000","-33,000"
BasicEPS,,"9.17","6.69","5.48","4.22","6.33","4.01","3.72","1.91","3.36","1.77","1.41","1.13","1.31","2.14","1.17","0.71","39.66","0.19","0.53","0.58","1.69","0.7","16.73","-1.858","-1.205","0.531","-1.205","-0.807","-0.487","-0.542","-0.464","-0.387","0.42","-0.752","-1.062","-0.464",,"-0.962","-0.929","-1.051",,"-0.874","-1.084","-1.073",,"-0.929","-0.796","0.232","-3.019","-0.332","-0.597",,"-0.951","-0.818","-1.073",,"-1.217","-1.084","-1.15",,"-0.453","-1.327","-1.604",,"0.265","-1.305","-1.283",,"-12.044","-1.537","-1.106",,"0.133","-0.144","-0.686",,"-0.896","-0.763","-0.653",,"-1.194","-1.183","-1.327",,"-1.029","-0.984","-0.896",,"-0","-0","-0"
DilutedEPS,,"8.93","6.5","5.29","4.11","6.05","3.9","3.63","1.86","3.28","1.74","1.39","1.11","1.29","2.11","1.15","0.7","34.56","0.19","0.52","0.57","1.67","0.69","15.17","-1.858","-1.205","0.531","-1.205","-0.807","-0.487","-0.542","-0.464","-0.387","0.387","-0.752","-1.062","-0.464",,"-0.962","-0.929","-1.051",,"-0.874","-1.084","-1.073",,"-0.929","-0.796","0.232","-3.019","-0.332","-0.597",,"-0.952","-0.818","-1.073",,"-1.217","-1.084","-1.15",,"-0.453","-1.327","-1.604",,"0.1","-1.305","-1.283",,"-12.044","-1.537","-1.106",,"0.077","-0.144","-0.686",,"-0.896","-0.763","-0.653",,"-1.194","-1.183","-1.327",,"-1.029","-0.984","-0.896",,"-0","-0","-0"
BasicAverageShares,,"175,623,846","181,925,180","185,916,505","191,404,527","196,906,511","202,826,502","205,777,438","207,831,305","212,648,072","218,499,213","222,392,274","224,630,122","227,005,966","230,554,633","234,241,769","237,762,295","240,833,636","253,923,805","263,460,911","269,004,817","268,584,368","271,263,259","183,362,776","101,552,093","101,366,475","101,205,399","101,074,644","100,959,008","99,681,274","98,370,273","97,631,842","96,242,322","93,888,994","93,064,281","90,963,133","90,716,051",,"90,143,922","89,964,965","89,907,282",,"98,033,516","98,798,205","102,377,414",,"102,274,865","102,274,859","102,193,558","342,751,766","342,675,557","341,873,993",,"338,302,128","336,047,801","334,631,026",,"333,866,574","332,368,256","331,045,790",,"295,592,593","287,216,368","287,005,261",,"285,921,367","274,533,517","274,251,889",,"273,615,421","271,732,729","266,834,914",,"266,347,371","266,263,929","266,256,281",,"266,245,902","266,244,813","266,191,918",,"266,061,346","230,595,904","211,381,773",,"203,413,614","200,813,548","200,657,426",,"200,506,350","200,506,350","200,506,350"
DilutedAverageShares,,"180,417,622","187,166,071","199,077,390","205,872,536","212,077,917","208,722,129","210,906,946","212,810,613","217,778,099","222,355,867","225,942,172","227,595,365","230,131,933","233,607,414","237,073,566","241,420,722","278,257,245","258,341,851","267,309,261","273,199,509","272,624,270","275,373,202","205,214,266","101,552,093","101,366,475","102,481,924","101,074,644","100,959,008","99,681,274","98,370,273","97,631,842","96,242,322","100,742,330","93,064,281","90,963,133","90,716,051",,"90,143,922","89,964,965","89,907,282",,"98,033,516","98,798,205","102,377,414",,"102,274,865","102,274,859","103,877,329","342,751,766","342,675,557","341,873,993",,"338,302,128","336,047,801","334,631,026",,"333,866,574","332,368,256","331,045,790",,"295,592,593","287,216,368","287,005,261",,"915,585,543","274,533,517","274,251,889",,"273,615,421","271,732,729","266,834,914",,"576,719,414","266,263,929","266,256,281",,"266,245,902","266,244,813","266,191,918",,"266,061,346","230,595,904","211,381,773",,"203,413,614","200,813,548","200,657,426",,"200,506,350","200,506,350","200,506,350"
TotalOperatingIncomeAsReported,"10,526,000,000","2,956,000,000","2,927,000,000","2,575,000,000","2,068,000,000","2,462,000,000","2,172,000,000","1,969,000,000","1,802,000,000","1,959,000,000","1,586,000,000","1,541,000,000","1,425,000,000","1,439,000,000","1,380,000,000","1,360,000,000","1,042,000,000","1,204,000,000","909,000,000","1,052,000,000","941,000,000","1,439,000,000","924,000,000","690,000,000","302,000,000","323,000,000","273,000,000","269,000,000","249,000,000","277,000,000","218,000,000","250,000,000","243,000,000","246,000,000","220,000,000","236,000,000","223,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"40,827,000,000","10,211,000,000","10,228,000,000","10,236,000,000","10,152,000,000","10,127,000,000","9,853,000,000","9,725,000,000","9,929,000,000","9,770,000,000","9,850,000,000","9,744,000,000","9,786,000,000","9,673,000,000","9,494,000,000","9,465,000,000","9,546,000,000","9,426,000,000","9,404,000,000","9,170,000,000","9,129,000,000","8,627,000,000","8,906,000,000","4,920,000,000","2,210,000,000","2,169,000,000","2,158,000,000","2,129,000,000","2,095,000,000","2,063,000,000","2,053,000,000","2,007,000,000","1,952,000,000","1,895,000,000","1,890,000,000","1,731,000,000","1,683,000,000","1,692,000,000","1,669,000,000","1,615,000,000","1,597,000,000","1,576,000,000","1,571,000,000","1,520,000,000","1,501,000,000","1,480,000,000","1,529,000,000","1,517,000,000","1,484,000,000","1,430,000,000","1,389,000,000","1,328,000,000","1,336,000,000","1,428,000,000","1,393,000,000","1,359,000,000","1,468,000,000","1,418,000,000","1,299,000,000","1,269,000,000","1,250,000,000","1,322,000,000","1,237,000,000","1,367,000,000","1,223,000,000","1,255,000,000","1,213,000,000","1,220,000,000","1,168,000,000","3,592,000,000","1,224,000,000","1,039,000,000","1,007,000,000","1,090,000,000","1,105,000,000","1,092,000,000","5,387,015,000","1,196,038,000","1,150,205,000","1,116,742,000","1,440,306,000","1,294,657,000","1,226,223,000","1,187,801,000","1,204,224,000","1,062,243,000","1,020,820,000","933,369,000","626,515,000","407,249,000","339,667,000","189,820,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,654,000,000","1,610,000,000","1,217,000,000","1,020,000,000","807,000,000","1,246,000,000","814,000,000","766,000,000","396,000,000","714,000,000","387,000,000","314,000,000","253,000,000","296,000,000","493,000,000","273,000,000","168,000,000","9,553,000,000","48,000,000","139,000,000","155,000,000","454,000,000","189,000,000","3,067,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000","-40,000,000","-87,000,000","-83,000,000","-94,000,000","-67,000,000","-85,000,000","-107,000,000","-110,000,000","-85,000,000","-95,000,000","-81,000,000","24,000,000","-1,035,000,000","-112,000,000","-205,000,000","-1,495,000,000","-322,000,000","-276,000,000","-358,000,000","-468,000,000","-407,000,000","-360,000,000","-381,000,000","-396,000,000","-133,000,000","-382,000,000","-459,000,000","-336,000,000","76,000,000","-355,000,000","-352,000,000","-339,000,000","-2,529,000,000","-415,000,000","-293,000,000","-57,000,000","37,000,000","-37,000,000","-181,000,000","-1,632,982,000","-238,852,000","-201,999,000","-174,167,000","-305,686,000","-317,427,000","-273,865,000","-280,699,000","-241,097,000","-210,018,000","-196,821,000","-180,714,000","-66,132,000","-35,000","-57,000","-33,000"
NormalizedIncome,"5,119,541,640.576","1,631,387,755.102","1,316,468,643.101","1,123,004,864.489","1,036,237,467.018","1,150,342,598.187","816,521,190.261","744,142,034.549","727,419,354.839","709,590,128.755","424,801,011.804","462,651,063.83","222,463,302.752","523,734,806.63","498,056,277.056","365,778,947.368","173,330,677.291","9,488,800,000","147,796,610.169","304,308,641.975","235,466,101.695","554,068,035.944","316,819,548.872","3,493,600,000","-174,200,000","-113,600,000","68,400,000","-26,600,000","-66,600,000","-24,000,000","-45,850,000","-39,800,000","-31,150,000","42,250,000","-59,600,000","-53,100,000","-5,600,000","-43,250,000","-87,000,000","-44,650,000","-83,600,000","-54,000,000","-80,450,000","-70,600,000","-66,450,000","-37,550,000","-92,400,000","-59,550,000","26,600,000","1,441,247,078.464","7,600,000","-111,400,000","-183,078,442.438","-315,500,000","-278,600,000","-333,300,000","-341,900,000","-352,400,000","-341,150,000","-379,700,000","-372,000,000","-374,400,000","-385,200,000","-406,200,000","-353,400,000","-278,768,518.519","-363,400,000","-347,200,000","-337,200,000","-274,851,203.501","-379,000,000","-332,000,000","-135,814,814.815","-134,000,000","-25,000,000","-181,600,000","1,890,630,736.438","-190,405,000","-162,254,400","-192,173,000","-309,839,800","-264,076,800","-259,470,400","-220,782,000","-250,574,600","-192,512,000","-179,178,000","-168,338,000","-32,945,000","10,218,000","5,421,000","10,516,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"624,000","675,000","5,435,000","16,141,000","8,241,000","8,421,000","1,664,000"
InterestExpense,"4,037,000,000","1,034,000,000","1,016,000,000","1,004,000,000","983,000,000","965,000,000","946,000,000","957,000,000","980,000,000","964,000,000","963,000,000","945,000,000","925,000,000","910,000,000","901,000,000","878,000,000","851,000,000","840,000,000","788,000,000","749,000,000","713,000,000","728,000,000","724,000,000","593,000,000","454,000,000","435,000,000","353,000,000","229,000,000","289,000,000","273,000,000","217,000,000","210,000,000","211,000,000","211,000,000","214,000,000","211,000,000","210,000,000",,,"225,000,000","237,000,000","245,000,000","244,000,000","241,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283,300,000","251,128,000","230,914,000","189,049,000","131,081,000","112,243,000","45,426,000"
NetInterestIncome,"-4,037,000,000","-1,034,000,000","-1,016,000,000","-1,004,000,000","-983,000,000","-965,000,000","-946,000,000","-957,000,000","-980,000,000","-964,000,000","-963,000,000","-945,000,000","-925,000,000","-910,000,000","-901,000,000","-878,000,000","-851,000,000","-840,000,000","-788,000,000","-749,000,000","-713,000,000","-728,000,000","-724,000,000","-593,000,000","-454,000,000","-435,000,000","-353,000,000","-229,000,000","-289,000,000","-273,000,000","-217,000,000","-210,000,000","-211,000,000","-211,000,000","-214,000,000","-211,000,000","-210,000,000","-216,000,000","-229,000,000","-225,000,000","-237,000,000","-245,000,000","-244,000,000","-241,000,000","-233,000,000","-232,000,000","-222,000,000","-219,000,000","-204,000,000","-206,000,000","-216,000,000","-463,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-282,676,000","-250,453,000","-225,479,000","-172,908,000","-122,840,000","-103,822,000","-43,762,000"
EBIT,"10,425,000,000","3,092,000,000","2,770,000,000","2,443,000,000","2,120,000,000","2,620,000,000","2,055,000,000","1,999,000,000","1,476,000,000","1,896,000,000","1,556,000,000","1,415,000,000","1,361,000,000","1,272,000,000","1,594,000,000","1,258,000,000","1,102,000,000","1,271,000,000","906,000,000","992,000,000","949,000,000","1,507,000,000","990,000,000","528,000,000","294,000,000","325,000,000","265,000,000","142,000,000","243,000,000","273,000,000","223,000,000","230,000,000","238,000,000","246,000,000","201,000,000","173,000,000","177,000,000","150,000,000","211,000,000","210,000,000","214,000,000","245,000,000","231,000,000","271,000,000","269,000,000","190,000,000","240,000,000","254,000,000","251,000,000","263,000,000","301,000,000","334,000,000","-1,294,000,000","208,000,000","230,000,000","205,000,000","85,000,000","107,000,000","200,000,000","156,000,000","163,000,000","66,000,000","146,000,000","7,000,000","119,000,000","63,000,000","110,000,000","51,000,000","108,000,000","-2,344,000,000","15,000,000","175,000,000","210,000,000","117,000,000","112,000,000","86,000,000","-4,236,273,000","-17,527,000","8,208,000","-38,408,000","-333,290,000","-250,813,000","-297,748,000","-314,004,000","-269,556,000","-240,164,000","-243,008,000","-218,706,000","-60,499,000","-33,072,000","-28,687,000","-37,749,000"
EBITDA,"19,770,000,000"
ReconciledCostOfRevenue,"28,411,000,000","7,140,000,000","7,170,000,000","7,141,000,000","6,960,000,000","6,960,000,000","6,695,000,000","6,578,000,000","6,666,000,000","6,561,000,000","6,642,000,000","6,476,000,000","6,501,000,000","6,407,000,000","6,222,000,000","6,104,000,000","6,085,000,000","6,076,000,000","6,074,000,000","5,974,000,000","5,997,000,000","5,933,000,000","5,891,000,000","3,627,000,000","1,509,000,000","1,414,000,000","1,482,000,000","1,466,000,000","1,445,000,000","1,404,000,000","1,382,000,000","1,344,000,000","1,314,000,000","916,000,000","1,397,000,000","1,179,000,000","1,150,000,000","1,935,000,000","858,000,000","831,000,000","814,000,000","794,000,000","792,000,000","784,000,000","768,000,000","747,000,000","788,000,000","766,000,000","751,000,000","736,000,000","715,000,000","713,000,000","703,000,000","710,000,000","698,000,000","681,000,000","663,000,000","679,000,000","647,000,000","631,000,000","608,000,000","615,000,000","611,000,000","626,000,000","579,000,000","586,000,000","569,000,000","559,000,000","528,000,000","525,000,000","515,000,000","512,000,000","495,000,000","484,000,000","479,000,000","485,000,000","491,503,000","453,448,000","345,787,000","329,462,000","590,180,000","561,288,000","486,428,000","472,147,000",,,,,,,,
ReconciledDepreciation,"9,345,000,000","2,280,000,000","2,270,000,000","2,354,000,000","2,441,000,000","2,409,000,000","2,370,000,000","2,428,000,000","2,497,000,000","2,461,000,000","2,415,000,000","2,500,000,000","2,550,000,000","2,534,000,000","2,482,000,000","2,592,000,000","2,710,000,000","2,742,000,000","2,701,000,000","2,595,000,000","2,550,000,000","2,495,000,000","2,437,000,000","1,436,000,000","539,000,000","545,000,000","538,000,000","528,000,000","514,000,000","534,000,000","535,000,000","528,000,000","505,000,000","500,000,000","493,000,000","436,000,000","425,000,000","466,000,000","424,000,000","415,000,000","408,000,000","411,000,000","405,000,000","393,000,000","383,000,000","390,000,000","385,000,000","380,000,000","369,000,000","327,000,000","329,000,000","321,000,000","329,000,000","332,000,000","328,000,000","321,000,000","329,000,000","334,000,000","334,000,000","331,000,000","330,000,000","334,000,000","340,000,000","358,000,000","365,000,000","375,000,000","378,000,000","381,000,000","390,000,000","371,000,000","364,000,000","370,000,000","361,000,000","362,000,000","386,000,000","370,000,000","-55,797,000","513,660,000","492,168,000","486,969,000","817,783,000","775,438,000","720,952,000","695,895,000","695,189,000","628,106,000","603,687,000","546,100,000","303,924,000","191,439,000","159,874,000","90,078,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"4,654,000,000","1,610,000,000","1,217,000,000","1,020,000,000","807,000,000","1,246,000,000","814,000,000","766,000,000","396,000,000","714,000,000","387,000,000","314,000,000","253,000,000","296,000,000","493,000,000","273,000,000","168,000,000","9,553,000,000","48,000,000","139,000,000","155,000,000","454,000,000","189,000,000","3,067,000,000","-188,000,000","-122,000,000","54,000,000","-122,000,000","-81,000,000","-48,000,000","-53,000,000","-45,000,000","-37,000,000","39,000,000","-70,000,000","-96,000,000","-42,000,000","-40,000,000","-87,000,000","-83,000,000","-94,000,000","-67,000,000","-85,000,000","-107,000,000","-110,000,000","-85,000,000","-95,000,000","-81,000,000","24,000,000","-1,035,000,000","-112,000,000","-205,000,000","-1,495,000,000","-322,000,000","-276,000,000","-358,000,000","-468,000,000","-407,000,000","-360,000,000","-381,000,000","-378,000,000","-333,000,000","-402,000,000","-459,000,000","-336,000,000","76,000,000","-355,000,000","-352,000,000","-339,000,000","-2,529,000,000","-415,000,000","-293,000,000","-57,000,000","37,000,000","-37,000,000","-181,000,000","-1,632,982,000","-238,852,000","-201,999,000","-174,167,000","-305,686,000","-317,427,000","-273,865,000","-280,699,000","-241,097,000","-210,018,000","-196,821,000","-180,714,000","-66,132,000","-35,000","-57,000","-33,000"
TotalUnusualItemsExcludingGoodwill,"-559,000,000","-24,000,000","-124,000,000","-128,000,000","-283,000,000","113,000,000","-3,000,000","26,000,000","-352,000,000","5,000,000","-48,000,000","-181,000,000","42,000,000","-229,000,000","-6,000,000","-104,000,000","-6,000,000","107,000,000","-128,000,000","-206,000,000","-90,000,000","-137,000,000","-136,000,000","-711,000,000","-23,000,000","-14,000,000","-24,000,000","-159,000,000","-24,000,000","-24,000,000","-11,000,000","-8,000,000","-9,000,000","-5,000,000","-16,000,000","-66,000,000","-56,000,000","5,000,000","0","-59,000,000","-16,000,000","-13,000,000","-7,000,000","-56,000,000","-67,000,000","-73,000,000","-4,000,000","-33,000,000","-4,000,000","-3,052,000,000","-184,000,000","-144,000,000","-1,555,000,000","-10,000,000","4,000,000","-38,000,000","-194,000,000","-84,000,000","-29,000,000","-2,000,000","-10,000,000","69,000,000","-28,000,000","-88,000,000","29,000,000","485,000,000","14,000,000","-8,000,000","-3,000,000","-2,444,000,000","-60,000,000","65,000,000","112,000,000","285,000,000","-20,000,000","1,000,000","-4,678,024,000","-80,745,000","-66,241,000","30,010,000","6,923,000","-88,917,000","-23,991,000","-59,917,000","15,796,000","-17,506,000","-17,643,000","-12,376,000","-33,187,000","-10,253,000","-5,478,000","-10,549,000"
TotalUnusualItems,"-559,000,000","-24,000,000","-124,000,000","-128,000,000","-283,000,000","113,000,000","-3,000,000","26,000,000","-352,000,000","5,000,000","-48,000,000","-181,000,000","42,000,000","-229,000,000","-6,000,000","-104,000,000","-6,000,000","107,000,000","-128,000,000","-206,000,000","-90,000,000","-137,000,000","-136,000,000","-711,000,000","-23,000,000","-14,000,000","-24,000,000","-159,000,000","-24,000,000","-24,000,000","-11,000,000","-8,000,000","-9,000,000","-5,000,000","-16,000,000","-66,000,000","-56,000,000","5,000,000","0","-59,000,000","-16,000,000","-13,000,000","-7,000,000","-56,000,000","-67,000,000","-73,000,000","-4,000,000","-33,000,000","-4,000,000","-3,052,000,000","-184,000,000","-144,000,000","-1,555,000,000","-10,000,000","4,000,000","-38,000,000","-194,000,000","-84,000,000","-29,000,000","-2,000,000","-10,000,000","69,000,000","-28,000,000","-88,000,000","29,000,000","485,000,000","14,000,000","-8,000,000","-3,000,000","-2,444,000,000","-60,000,000","65,000,000","112,000,000","285,000,000","-20,000,000","1,000,000","-4,678,024,000","-80,745,000","-66,241,000","30,010,000","6,923,000","-88,917,000","-23,991,000","-59,917,000","15,796,000","-17,506,000","-17,643,000","-12,376,000","-33,187,000","-10,253,000","-5,478,000","-10,549,000"
NormalizedEBITDA,"20,329,000,000","5,396,000,000","5,164,000,000","4,925,000,000","4,844,000,000","4,916,000,000","4,428,000,000","4,401,000,000","4,325,000,000","4,352,000,000","4,019,000,000","4,096,000,000","3,869,000,000","4,035,000,000","4,082,000,000","3,954,000,000","3,818,000,000","3,906,000,000","3,735,000,000","3,793,000,000","3,589,000,000","4,139,000,000","3,563,000,000","2,675,000,000","856,000,000","884,000,000","827,000,000","829,000,000","781,000,000","831,000,000","769,000,000","766,000,000","752,000,000","751,000,000","710,000,000","675,000,000","658,000,000","611,000,000","635,000,000","684,000,000","638,000,000","669,000,000","643,000,000","720,000,000","719,000,000","653,000,000","629,000,000","667,000,000","624,000,000","3,642,000,000","814,000,000","799,000,000","590,000,000","550,000,000","554,000,000","564,000,000","608,000,000","525,000,000","563,000,000","489,000,000","503,000,000","331,000,000","514,000,000","453,000,000","455,000,000","-47,000,000","474,000,000","440,000,000","501,000,000","471,000,000","439,000,000","480,000,000","459,000,000","194,000,000","518,000,000","455,000,000","385,954,000","576,878,000","566,617,000","418,551,000","477,570,000","613,542,000","447,195,000","441,808,000","409,837,000","405,448,000","378,322,000","339,770,000","276,612,000","168,620,000","136,665,000","62,878,000"
