name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,01/31/2019,11/30/2018,08/31/2018,05/31/2018,04/30/2018,02/28/2018,01/31/2018,11/30/2017,08/31/2017,05/31/2017,04/30/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989
NetNonOperatingInterestIncomeExpense,"-188,901,000","-42,471,000","-43,284,000","-58,120,000","-45,026,000","-46,012,000","-46,179,000","-65,637,000","-47,450,000","-44,335,000","-43,743,000","-61,196,000","-43,239,000","-41,362,000",,"-39,006,000","-54,341,000","-41,958,000",,"-39,340,000",,"-38,889,000","-51,400,000","-35,675,000",,"-34,198,000","-33,306,000","-45,788,000","-34,051,000","-32,832,000","-35,010,000","-47,065,000","-31,779,000","-34,536,000","-37,060,000","-49,426,000","-36,162,000","-39,490,000","-42,431,000","-60,896,000","-42,091,000","-41,323,000","-41,104,000","-58,145,000","-39,743,000","-38,923,000","-39,094,000","-53,812,000","-39,916,000","-39,576,000","-37,253,000","-49,426,000","-36,833,000","-36,309,000","-36,340,000","-236,870,000","31,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"194,318,000","42,471,000","43,284,000","63,537,000","45,026,000","46,012,000","46,179,000","71,326,000","47,450,000","44,335,000","43,743,000","68,592,000","43,239,000","41,362,000",,"39,006,000","59,977,000","41,958,000",,"39,340,000",,"38,889,000","54,902,000","35,675,000",,"34,198,000","33,306,000","48,159,000","34,051,000","32,832,000","35,010,000","48,670,000","31,779,000","34,536,000","37,060,000","51,276,000","36,162,000","39,490,000","42,431,000","62,502,000","42,091,000","41,323,000","41,104,000","59,542,000","39,743,000","38,923,000","39,094,000","55,870,000","39,916,000","39,576,000","37,253,000","52,052,000","36,833,000","36,309,000","36,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"44,335,000","43,743,000","57,597,000","43,239,000","41,362,000",,"39,006,000","54,340,000","41,958,000",,"39,340,000",,"38,889,000","51,401,000","35,675,000",,"34,198,000","33,306,000","45,789,000","34,051,000","32,832,000","35,010,000","47,065,000","31,779,000","34,536,000","37,060,000","49,426,000","36,162,000","39,490,000","42,431,000","60,896,000","42,091,000","41,323,000","41,104,000","58,145,000","39,743,000","38,923,000","39,094,000","53,813,000","39,916,000","39,576,000","37,253,000","49,427,000","36,833,000","36,309,000","36,340,000",,"-31,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"200,000","400,000","600,000","300,000","500,000","800,000","1,000,000","500,000","600,000","400,000","400,000","200,000","100,000","100,000",,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"200,000","400,000","600,000","300,000","500,000","800,000","1,000,000","500,000","600,000","400,000","400,000","200,000","100,000","100,000",,,,,,,,
PretaxIncome,"3,039,879,000","584,289,000","711,201,000","985,910,000","758,479,000","435,755,000","569,046,000","952,408,000","444,223,000","363,603,000","456,280,000","719,579,000","504,284,000","358,658,000",,"448,812,000","536,898,000","503,807,000",,"165,758,000",,"429,865,000","656,227,000","493,895,000",,"349,771,000","425,596,000","657,578,000","502,323,000","349,828,000","402,985,000","622,207,000","482,170,000","326,733,000","371,502,000","580,775,000","442,790,000","297,854,000","341,295,000","575,324,000","413,939,000","276,248,000","322,172,000","501,911,000","387,507,000","261,728,000","301,840,000","470,197,000","353,009,000","232,172,000","268,868,000","423,313,000","319,032,000","194,072,000","224,088,000","369,834,000","273,750,000","182,789,000","207,373,000","382,074,000","247,703,000","168,297,000","209,313,000","340,279,000","237,862,000","162,105,000","195,903,000","338,223,000","228,248,000","154,012,000","181,554,000","318,389,000","235,239,000","125,074,000","194,523,000","335,043,000","229,411,000","146,604,000","194,845,000","333,391,000","202,530,000","127,865,000","169,221,000","287,186,000","165,014,000","102,871,000","136,077,000","43,477,000","104,025,000","51,736,000","87,788,000","171,220,000","109,265,000","63,600,000","91,100,000","156,300,000","93,100,000","57,000,000","81,300,000","146,700,000","86,200,000","55,100,000","76,100,000","130,500,000","74,100,000","47,100,000","60,800,000","108,500,000","59,700,000","43,400,000","55,400,000","89,900,000","53,100,000","39,400,000","45,800,000","74,800,000","46,800,000","34,700,000","36,600,000","56,800,000","32,300,000","25,800,000","28,200,000","42,000,000","23,800,000","18,000,000","20,700,000","34,900,000","15,600,000",,,,,,
TaxProvision,"630,954,000","112,534,000","155,966,000","200,139,000","162,315,000","89,809,000","126,613,000","211,951,000","101,327,000","64,321,000","105,942,000","154,350,000","98,335,000","64,020,000",,"97,406,000","136,616,000","137,086,000",,"-123,772,000",,"148,862,000","222,327,000","162,195,000",,"112,626,000","147,471,000","230,810,000","174,808,000","121,215,000","144,873,000","221,070,000","173,099,000","115,010,000","133,192,000","207,105,000","157,633,000","105,024,000","123,208,000","204,125,000","148,356,000","100,001,000","118,720,000","178,179,000","138,921,000","94,798,000","110,715,000","168,728,000","125,636,000","84,116,000","96,792,000","154,380,000","116,287,000","70,739,000","80,788,000","133,708,000","100,061,000","66,925,000","76,002,000","138,328,000","89,065,000","61,593,000","76,797,000","123,104,000","86,271,000","59,089,000","72,014,000","124,771,000","83,820,000","56,990,000","67,180,000","111,771,000","87,450,000","30,981,000","72,000,000","125,650,000","86,000,000","54,950,000","73,100,000","125,950,000","76,553,000","48,590,000","64,310,000","109,200,000","62,700,000","39,100,000","52,000,000","17,000,000","40,500,000","20,000,000","34,000,000","66,000,000","42,000,000","24,500,000","35,100,000","57,600,000","34,400,000","21,000,000","30,000,000","54,600,000","32,300,000","20,700,000","28,600,000","49,000,000","28,000,000","17,700,000","22,800,000","41,000,000","22,100,000","16,100,000","20,600,000","35,000,000","20,700,000","15,600,000","18,200,000","29,600,000","18,600,000","13,800,000","14,600,000","22,900,000","12,500,000","9,800,000","11,100,000","16,400,000","9,500,000","7,200,000","8,100,000","13,700,000","6,000,000",,,,,,
NetIncomeCommonStockholders,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
	NetIncome,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
		NetIncomeIncludingNoncontrollingInterests,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
			NetIncomeContinuousOperations,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
DilutedNIAvailtoComStockholders,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
BasicEPS,,"23","26.45","36.72","27.15","15.27","19.05","31.67","14.66","12.7","14.67","21.47","16.35","11.71","11.71","13.71","15.27","13.62","13.62","10.58","10.58","10.17","15.52","11.7","11.7","8.29","9.61","14.58","10.99","7.58","8.46","13.02","9.77","6.64","7.42","11.5","8.62","5.73","6.39","10.59","7.39","4.86","5.52","8.65","6.43","4.25","4.79","7.35","5.42","3.41","3.85","5.77","4.19","2.49","2.86",,"3.18","2.05","2.25",,"2.51","1.69","2.04",,"2.19","1.46","1.74",,"1.9","1.26","1.49",,"1.88","1.18","1.54",,"1.71","1.06","1.37",,"1.33","0.81","1.06",,"0.98","0.6","0.78",,"0.57","0.28","0.46",,"0.5","0.28","0.4",,"0.39","0.24","0.34",,"0.35","0.23","0.31",,"0.31","0.2","0.25",,"0.25","0.18","0.23",,"0.22","0.16","0.19",,"0.19","0.14","0.15",,"0.14","0.11","0.12",,"0.1","0.08","0.09",,"0.07","0.05","0.06",,"0.05","0.02","0.03"
DilutedEPS,,"22.3","25.69","35.72","26.48","14.93","18.61","30.93","14.39","12.39","14.3","20.95","15.99","11.49","11.49","13.47","15.02","13.42","13.42","10.38","10.38","10","15.27","11.44","11.44","8.08","9.36","14.3","10.77","7.43","8.29","12.75","9.57","6.51","7.27","11.28","8.46","5.63","6.29","10.42","7.27","4.78","5.41","8.46","6.28","4.15","4.68","7.18","5.29","3.34","3.77","5.66","4.12","2.46","2.82",,"3.13","2.03","2.23",,"2.49","1.67","2.02",,"2.17","1.45","1.73",,"1.89","1.25","1.48",,"1.86","1.16","1.52",,"1.68","1.04","1.35",,"1.3","0.79","1.04",,"0.96","0.58","0.76",,"0.56","0.28","0.46",,"0.5","0.28","0.4",,"0.39","0.24","0.34",,"0.35","0.22","0.31",,"0.3","0.19","0.25",,"0.25","0.18","0.23",,"0.22","0.16","0.19",,"0.19","0.14","0.15",,"0.14","0.11","0.12",,"0.1","0.08","0.09",,"0.07","0.05","0.06",,"0.05","0.02","0.03"
BasicAverageShares,,"20,513,000","20,988,000","21,400,000","21,956,000","22,648,000","23,223,000","23,383,000","23,386,000","23,570,000","23,875,000","24,417,000","24,836,000","25,166,000","25,166,000","25,629,000","26,212,000","26,926,000","26,926,000","27,355,000","27,355,000","27,638,000","27,963,000","28,358,000","28,358,000","28,606,000","28,951,000","29,280,000","29,809,000","30,170,000","30,498,000","30,813,000","31,643,000","31,903,000","32,132,000","32,495,000","33,073,000","33,647,000","34,111,000","35,047,000","35,922,000","36,258,000","36,845,000","37,421,000","38,644,000","39,281,000","39,865,000","41,019,000","41,978,000","43,399,000","44,669,000","46,640,000","48,377,000","49,436,000","50,114,000",,"54,652,000","56,517,000","58,325,000",,"63,237,000","63,201,000","64,855,000",,"69,142,000","70,476,000","71,082,000",,"75,909,000","76,784,000","76,588,000",,"78,521,000","79,692,000","79,711,000",,"83,897,000","86,618,000","88,741,000",,"94,666,000","98,446,000","98,808,000",,"103,961,000","106,846,000","107,984,000",,"112,364,000","113,908,000","116,717,000",,"134,424,000","139,642,857","140,000,000",,"150,512,821","150,000,000","150,882,353",,"154,000,000","149,565,217","153,225,806",,"148,709,677","147,000,000","115,337,257",,"150,400,000","151,666,667","151,304,348",,"147,272,727","148,750,000","145,263,158",,"148,421,053","149,285,714","146,666,667",,"141,428,571","145,454,545","142,500,000",,"143,000,000","135,000,000","140,000,000",,"137,142,857","116,000,000","123,333,333",,"106,000,000","95,000,000","120,000,000"
DilutedAverageShares,,"21,158,000","21,609,000","22,000,000","22,515,000","23,168,000","23,778,000","23,942,000","23,828,000","24,160,000","24,493,000","25,019,000","25,394,000","25,643,000","25,643,000","26,097,000","26,649,000","27,329,000","27,329,000","27,882,000","27,882,000","28,096,000","28,424,000","29,005,000","29,005,000","29,340,000","29,703,000","29,847,000","30,405,000","30,778,000","31,138,000","31,469,000","32,301,000","32,540,000","32,761,000","33,129,000","33,716,000","34,261,000","34,676,000","35,625,000","36,529,000","36,904,000","37,586,000","38,262,000","39,590,000","40,237,000","40,864,000","41,984,000","42,955,000","44,378,000","45,634,000","47,543,000","49,212,000","50,186,000","50,824,000",,"55,456,000","57,165,000","58,915,000",,"63,792,000","63,740,000","65,444,000",,"69,901,000","71,227,000","71,813,000",,"76,583,000","77,474,000","77,152,000",,"79,494,000","80,860,000","80,748,000",,"85,202,000","88,028,000","90,422,000",,"96,811,000","100,393,000","101,206,000",,"106,644,000","109,797,000","110,605,000",,"113,037,000","114,496,000","117,050,000",,"134,424,000","139,642,857","140,000,000",,"150,512,821","150,000,000","150,882,353",,"154,000,000","156,363,636","153,225,806",,"153,666,667","154,736,842","115,337,257",,"150,400,000","151,666,667","151,304,348",,"147,272,727","148,750,000","145,263,158",,"148,421,053","149,285,714","146,666,667",,"141,428,571","145,454,545","142,500,000",,"143,000,000","135,000,000","140,000,000",,"137,142,857","116,000,000","123,333,333",,"106,000,000","95,000,000","120,000,000"
TotalOperatingIncomeAsReported,"3,228,780,000","626,760,000","754,485,000","1,044,030,000","803,505,000","481,767,000","615,225,000","1,018,045,000","491,673,000","407,938,000","500,023,000","780,775,000","547,523,000","400,020,000",,"487,818,000","591,239,000","545,765,000",,"205,098,000",,"468,754,000","707,627,000","529,570,000",,"383,969,000","458,902,000","703,366,000","536,374,000","382,660,000","437,995,000","669,272,000","513,949,000","361,269,000","408,562,000","630,201,000","478,952,000","337,344,000","383,726,000","636,220,000","456,030,000","317,571,000","363,276,000","560,056,000","427,250,000","300,651,000","340,934,000","524,009,000","392,925,000","271,748,000","306,121,000","472,739,000","355,865,000","230,381,000","260,428,000","417,596,000","305,232,000","214,696,000","238,539,000","416,839,000","273,034,000","196,885,000","237,375,000","378,370,000","264,977,000","188,923,000","222,996,000","373,118,000","253,169,000","178,345,000","205,293,000","351,170,000","259,462,000","148,719,000","216,313,000","363,755,000","251,321,000","168,526,000","215,105,000","360,090,000","221,883,000","147,498,000","188,326,000","311,922,000","182,433,000","121,149,000","155,504,000","71,777,000","127,866,000","77,280,000","110,768,000","199,575,000","126,684,000","80,100,000","105,700,000","171,800,000","104,300,000","67,300,000","89,700,000","155,200,000","90,500,000","58,100,000","78,700,000","133,300,000","76,800,000","49,200,000","61,800,000","109,700,000","60,500,000","43,400,000","55,400,000","90,000,000","53,100,000","39,200,000","45,500,000","74,200,000","46,600,000","34,200,000","35,800,000","56,000,000","31,800,000","25,200,000","27,800,000","41,600,000","23,700,000","17,900,000","20,500,000","35,500,000","17,800,000",,,,,,
TotalExpenses,"12,374,380,000","2,742,990,000","2,914,419,000","3,869,454,000","2,847,518,000","2,429,051,000","2,539,036,000","3,527,923,000","2,287,626,000","2,105,725,000","2,293,015,000","3,207,661,000","2,235,483,000","2,050,548,000",,"2,153,915,000","2,967,529,000","2,114,387,000",,"2,207,928,000",,"2,120,377,000","2,804,978,000","2,089,437,000",,"1,905,250,000","2,008,943,000","2,695,403,000","2,057,298,000","1,874,532,000","1,948,048,000","2,621,132,000","1,979,072,000","1,782,382,000","1,851,702,000","2,419,495,000","1,862,593,000","1,653,150,000","1,709,852,000","2,459,194,000","1,749,848,000","1,537,627,000","1,627,764,000","2,203,530,000","1,684,616,000","1,503,418,000","1,583,407,000","2,117,987,000","1,585,444,000","1,389,198,000","1,485,541,000","1,972,420,000","1,466,125,000","1,275,844,000","1,328,816,000","1,814,898,000","1,352,928,000","1,233,181,000","1,239,753,000","1,793,675,000","1,244,259,000","1,142,359,000","1,218,280,000","1,624,337,000","1,208,694,000","1,111,434,000","1,170,073,000","1,565,912,000","1,164,264,000","1,075,470,000","1,132,783,000","1,531,067,000","1,078,925,000","1,055,336,000","1,069,890,000","1,471,972,000","1,108,701,000","990,710,000","1,066,935,000","1,469,257,000","1,066,562,000","973,198,000","1,030,309,000","1,531,415,000","1,042,377,000","960,162,000","1,020,548,000","1,442,197,000","1,012,091,000","896,719,000","952,798,000","1,293,070,000","932,731,000","844,100,000","900,800,000","1,220,900,000","865,900,000","785,200,000","811,200,000","1,061,700,000","653,200,000","549,000,000","596,600,000","813,000,000","561,100,000","488,800,000","507,300,000","719,900,000","463,700,000","382,400,000","407,600,000","538,800,000","372,400,000","324,900,000","344,300,000","449,600,000","311,600,000","269,000,000","287,000,000","383,200,000","251,000,000","217,100,000","224,700,000","308,100,000","216,100,000","179,200,000","195,300,000","278,400,000","167,200,000",,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"2,408,925,000","471,755,000","555,235,000","785,771,000","596,164,000","345,946,000","442,433,000","740,457,000","342,896,000","299,282,000","350,338,000","565,229,000","405,949,000","294,638,000",,"351,406,000","400,282,000","366,721,000",,"289,530,000",,"281,003,000","433,900,000","331,700,000",,"237,145,000","278,125,000","426,768,000","327,515,000","228,613,000","258,112,000","401,137,000","309,071,000","211,723,000","238,310,000","373,670,000","285,157,000","192,830,000","218,087,000","371,199,000","265,583,000","176,247,000","203,452,000","323,732,000","248,586,000","166,930,000","191,125,000","301,469,000","227,373,000","148,056,000","172,076,000","268,933,000","202,745,000","123,333,000","143,300,000","236,126,000","173,689,000","115,864,000","131,371,000","243,746,000","158,638,000","106,704,000","132,516,000","217,175,000","151,591,000","103,016,000","123,889,000","213,452,000","144,428,000","97,022,000","114,374,000","206,615,000","147,789,000","94,093,000","122,523,000","209,393,000","143,411,000","91,654,000","121,745,000","207,441,000","125,977,000","79,275,000","104,911,000","177,986,000","102,314,000","63,771,000","84,077,000","26,477,000","63,525,000","31,736,000","53,788,000","105,220,000","67,265,000","39,100,000","56,000,000","98,700,000","58,700,000","36,000,000","51,300,000","92,100,000","53,900,000","34,400,000","47,500,000","81,500,000","46,100,000","29,400,000","38,000,000","67,500,000","37,600,000","27,300,000","34,800,000","54,900,000","32,400,000","23,800,000","27,600,000","45,200,000","28,200,000","20,900,000","22,000,000","33,900,000","19,800,000","16,000,000","17,100,000","25,600,000","14,300,000","10,800,000","12,600,000","21,200,000","9,600,000","5,800,000","7,400,000","12,500,000","5,300,000","1,900,000","3,600,000"
