name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000
		NetIncomeIncludingNoncontrollingInterests,"987,864,000","217,178,000","305,463,000","266,813,000","198,410,000","184,818,000","230,230,000","39,444,000","150,608,000","114,302,000","105,731,000","130,039,000","119,205,000","83,323,000","186,029,000","117,729,000","97,586,000","250,305,000","118,362,000","72,443,000","52,959,000","52,615,000","92,458,000","41,179,000","72,912,000","83,078,000","93,048,000","70,110,000","69,315,000","85,256,000","84,434,000","58,266,000","60,121,000","79,857,000","71,708,000","46,366,000","62,814,000","75,371,000","54,162,000","11,646,000","65,690,000","68,149,000","72,081,000","62,357,000","54,123,000","57,883,000","53,794,000","39,031,000","51,451,000","66,182,000","62,444,000","46,802,000","-98,718,000","60,246,000","65,848,000","41,008,000","43,215,000","40,879,000","45,713,000","35,867,000","36,374,000","36,602,000","44,052,000","36,284,000","32,035,000","32,783,000","32,896,000","25,651,000","23,343,000","25,493,000","26,079,000","18,664,000","18,701,000","16,588,000","17,475,000","14,173,000","13,602,000","14,683,000","15,849,000","-9,846,000","11,315,000","12,744,000","14,109,000","2,241,000","7,141,000","9,640,000"
			NetIncomeContinuousOperations,"987,864,000","217,178,000","305,463,000","266,813,000","198,410,000","184,818,000","230,230,000","39,444,000","150,608,000","114,302,000","105,731,000","130,039,000","119,205,000","83,323,000","186,029,000","117,729,000","97,586,000","250,305,000","118,362,000","72,443,000","52,959,000","52,615,000","92,458,000","41,179,000","72,912,000","83,078,000","93,048,000","70,110,000","69,315,000","85,256,000","84,434,000","58,266,000","60,121,000","79,857,000","71,708,000","46,366,000","62,814,000","75,371,000","54,162,000","11,646,000","65,690,000","68,149,000","72,081,000","62,386,000","54,553,000","58,370,000","49,396,000","50,710,000","50,729,000","61,314,000","62,444,000","46,802,000","-98,718,000","48,907,000","57,527,000","40,811,000","40,055,000","38,313,000","43,575,000","33,178,000","34,296,000","34,002,000","41,509,000","34,062,000","30,111,000","30,613,000","30,738,000","23,497,000","21,623,000","23,578,000","24,198,000","15,243,000","16,503,000","14,872,000","15,825,000","13,007,000","12,097,000","13,582,000","14,613,000","5,048,000","10,275,000","11,643,000","12,874,000","766,000","5,846,000","9,640,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-29,000","-430,000","-487,000","-28,000","-11,679,000","722,000","4,868,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,378,000","4,426,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-22,404,000","-8,725,000","-8,727,000","-3,223,000","-1,729,000","-2,174,000","-9,259,000","-2,113,000","-7,033,000","-11,531,000","-10,687,000","-9,581,000","-6,864,000","-8,108,000","-9,659,000","-8,660,000","-6,187,000","-8,343,000","-7,622,000","-5,534,000","-4,146,000","-3,163,000","-7,365,000","-3,992,000","-3,851,000","-4,307,000","-6,402,000","-4,785,000","-6,747,000","-10,475,000","-9,068,000","-6,641,000","-5,000,000","-5,960,000","-7,065,000","-5,561,000","-4,352,000","-5,188,000","-7,487,000","-6,560,000","-7,770,000","-6,968,000","-8,107,000","-3,780,000","-6,334,000","-4,378,000","-4,426,000","-4,841,000","-2,990,000","-3,347,000","-4,613,000","-9,243,000","-8,058,000","-11,339,000","-8,321,000","-197,000","-3,160,000","-2,566,000","-2,138,000","-2,689,000","-2,078,000","-2,600,000","-2,543,000","-2,222,000","-1,924,000","-2,170,000","-2,158,000","-2,154,000","-1,720,000","-1,915,000","-1,881,000","-3,421,000","-2,198,000","-1,716,000","-1,650,000","-1,166,000","-1,505,000","-1,101,000","-1,236,000","-1,105,000","-1,040,000","-1,101,000","-1,235,000","-1,475,000","-1,295,000","-1,233,000"
DilutedNIAvailtoComStockholders,"965,460,000","208,453,000","296,736,000","263,590,000","196,681,000","182,644,000","220,971,000","37,331,000","143,575,000","102,771,000","95,044,000","120,458,000","112,341,000","75,215,000","176,370,000","109,069,000","91,399,000","241,962,000","110,740,000","66,909,000","48,813,000","49,452,000","85,093,000","37,187,000","69,061,000","78,771,000","86,646,000","65,325,000","62,568,000","74,781,000","75,366,000","51,625,000","55,121,000","73,897,000","64,643,000","40,805,000","58,462,000","70,183,000","46,675,000","5,086,000","57,920,000","61,181,000","63,974,000","58,577,000","47,789,000","53,505,000","49,368,000","34,190,000","48,461,000","62,835,000","57,831,000","37,559,000","-106,776,000","48,907,000","57,527,000","40,811,000","40,055,000","38,313,000","43,575,000","33,178,000","34,296,000","34,002,000","41,509,000","34,062,000","30,111,000","30,613,000","30,738,000","23,497,000","21,623,000","23,578,000","24,198,000","15,243,000","16,503,000","14,872,000","15,825,000","13,007,000","12,097,000","13,582,000","14,613,000","-10,951,000","10,275,000","11,643,000","12,874,000","766,000","5,846,000","8,407,000"
BasicEPS,,"0.72","1.02","0.89","0.66","0.61","0.74","0.12","0.48","0.34","0.54","0.77","0.71","0.48","1.12","0.69","0.57","1.52","0.72","0.44","0.32","0.32","0.55","0.27","0.53","0.61","0.665","0.495","0.47","0.555","0.555","0.365","0.385","0.51","0.44","0.27","0.375","0.445","0.295","0.485","0.37","0.39","0.4",,"0.3","0.335","0.31",,"0.3","0.385","0.36",,"-0.67","0.305","0.36",,"0.255","0.24","0.27",,"0.215","0.21","0.26",,"0.19","0.195","0.198",,"0.14","0.153","0.158",,"0.11","0.1","0.108",,"0.083","0.093","0.1",,"0.07","0.08","0.088",,"0.055","0.08"
DilutedEPS,,"0.72","1.01","0.89","0.66","0.61","0.74","0.12","0.48","0.34","0.54","0.77","0.71","0.47","1.11","0.68","0.57","1.51","0.71","0.44","0.32","0.32","0.55","0.26","0.53","0.6","0.66","0.495","0.465","0.55","0.55","0.36","0.38","0.51","0.435","0.265","0.375","0.445","0.295","0.485","0.365","0.39","0.395",,"0.295","0.335","0.305",,"0.295","0.38","0.355",,"-0.67","0.3","0.355",,"0.25","0.24","0.265",,"0.21","0.21","0.255",,"0.18","0.185","0.19",,"0.135","0.148","0.155",,"0.105","0.095","0.103",,"0.08","0.09","0.098",,"0.068","0.078","0.085",,"0.055","0.08"
BasicAverageShares,,"287,887,000","291,502,000","294,914,000","296,425,000","299,106,000","299,255,000","299,140,000","299,388,000","300,528,000","177,039,000","156,768,000","157,519,000","158,213,000","158,168,000","159,003,000","159,321,000","159,143,000","154,560,000","152,525,000","152,304,000","153,173,000","153,901,000","139,952,000","129,287,000","129,505,000","130,328,000","131,488,000","133,780,000","134,754,000","136,292,000","141,414,000","143,670,000","145,948,000","147,530,000","152,068,000","155,512,000","157,502,000","157,208,000","157,078,000","156,842,000","156,696,000","160,152,000",,"159,794,000","159,402,000","159,194,000",,"163,078,000","162,472,000","161,108,000",,"159,670,000","159,470,000","158,924,000",,"158,438,000","158,054,000","161,388,889",,"159,516,279","161,914,286","159,650,000",,"158,478,947","156,989,744","155,635,443",,"154,450,000","154,609,836","153,638,095",,"150,027,273","148,720,000","147,209,302",,"146,630,303","146,832,432","146,130,000",,"146,785,714","145,537,500","147,131,429",,"105,900,000","105,244,000"
DilutedAverageShares,,"288,466,000","292,507,000","296,139,000","297,671,000","300,493,000","300,491,000","300,246,000","300,838,000","302,342,000","177,543,000","157,262,000","158,018,000","158,711,000","158,706,000","159,677,000","160,035,000","159,827,000","155,402,000","153,555,000","153,255,000","153,991,000","154,875,000","140,948,000","130,160,000","130,353,000","131,146,000","132,392,000","134,612,000","135,474,000","137,234,000","142,644,000","144,868,000","147,008,000","148,578,000","153,302,000","156,648,000","158,288,000","158,086,000","158,384,000","158,130,000","157,752,000","161,662,000",,"161,466,000","160,688,000","160,678,000",,"165,272,000","164,376,000","162,596,000",,"159,670,000","162,264,000","162,212,000",,"161,300,000","161,012,000","164,433,962",,"163,314,286","161,914,286","162,780,392",,"167,283,333","165,475,676","161,778,947",,"160,170,370","159,850,847","156,116,129",,"157,171,429","156,547,368","154,390,244",,"151,212,500","150,911,111","149,876,923",,"152,222,222","150,232,258","151,458,824",,"105,900,000","105,244,000"
TotalOperatingIncomeAsReported,"1,358,876,000","320,976,000","400,083,000","362,558,000","275,259,000","251,982,000","290,419,000","107,574,000","243,979,000","196,162,000","174,037,000","221,726,000","199,492,000","166,986,000","223,162,000","190,737,000","156,170,000","149,575,000","172,471,000","131,852,000","104,970,000","105,267,000","121,106,000","56,202,000","107,805,000","123,165,000","137,772,000","103,600,000","104,615,000","123,984,000","124,398,000","88,917,000","97,291,000","111,907,000","107,384,000","69,369,000","90,774,000","116,582,000","80,488,000","9,812,000","92,348,000","96,580,000","108,610,000","88,144,000","78,199,000","83,143,000","82,107,000","71,485,000","73,849,000","88,702,000","92,646,000","67,445,000","-81,878,000","82,765,000","93,097,000","66,785,000","59,911,000","58,431,000","66,232,000","51,066,000","51,193,000","52,303,000","63,527,000","52,401,000","48,135,000","50,028,000","50,524,000","39,490,000","38,219,000","40,778,000","41,614,000","29,184,000","30,432,000","26,103,000","27,181,000","22,411,000","21,783,000","23,755,000","25,317,000","20,947,000","17,995,000","20,782,000","22,687,000","8,527,000","11,966,000","15,972,000"
TotalExpenses,"7,164,886,000","1,873,005,000","1,802,254,000","1,774,879,000","1,714,748,000","1,678,211,000","1,627,396,000","1,564,378,000","1,659,619,000","1,791,599,000","931,904,000","713,426,000","683,547,000","713,569,000","634,508,000","642,427,000","638,807,000","904,678,000","866,436,000","830,388,000","814,792,000","836,554,000","818,386,000","690,862,000","572,135,000","599,185,000","611,024,000","602,949,000","560,368,000","573,307,000","580,497,000","585,060,000","519,161,000","522,215,000","522,301,000","548,983,000","487,972,000","486,445,000","485,810,000","502,782,000","441,191,000","433,925,000","434,161,000","431,611,000","378,183,000","360,383,000","358,031,000","353,565,000","324,686,000","320,249,000","348,664,000","186,932,000","326,877,000","318,298,000","312,660,000","277,047,000","250,730,000","250,031,000","243,745,000","225,946,000","209,225,000","208,394,000","196,781,000","186,367,000","177,024,000","168,640,000","173,059,000","164,449,000","157,307,000","147,771,000","150,977,000","147,720,000","132,128,000","119,221,000","107,703,000","110,654,000","102,790,000","105,706,000","102,411,000","89,031,000","97,288,000","94,835,000","88,268,000","89,290,000","68,708,000","66,659,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"965,460,000","208,453,000","296,736,000","263,590,000","196,681,000","182,644,000","220,971,000","37,331,000","143,575,000","102,771,000","95,044,000","120,458,000","112,341,000","75,215,000","176,370,000","109,069,000","91,399,000","241,962,000","110,740,000","66,909,000","48,813,000","49,452,000","85,093,000","37,187,000","69,061,000","78,771,000","86,646,000","65,325,000","62,568,000","74,781,000","75,366,000","51,625,000","55,121,000","73,897,000","64,643,000","40,805,000","58,462,000","70,183,000","46,675,000","5,086,000","57,920,000","61,181,000","63,974,000","58,577,000","47,789,000","53,505,000","44,942,000","34,190,000","48,461,000","62,835,000","57,831,000","37,559,000","-106,776,000","48,907,000","57,527,000","40,811,000","40,055,000","38,313,000","43,575,000","33,178,000","34,296,000","34,002,000","41,509,000","34,062,000","30,111,000","30,613,000","30,738,000","23,497,000","21,623,000","23,578,000","24,198,000","15,243,000","16,503,000","14,872,000","15,825,000","13,007,000","12,097,000","13,582,000","14,613,000","5,048,000","10,275,000","11,643,000","12,874,000","766,000","5,846,000","8,407,000"
NormalizedIncome,"965,460,000","208,453,000","296,736,000","263,590,000","196,681,000","182,644,000","220,971,000","37,331,000","143,575,000","102,771,000","95,044,000","120,458,000","112,341,000","75,215,000","176,370,000","109,069,000","91,399,000","241,962,000","110,740,000","66,909,000","48,813,000","49,452,000","85,093,000","37,187,000","69,061,000","78,771,000","86,646,000","65,325,000","62,568,000","74,781,000","75,366,000","51,625,000","55,121,000","73,897,000","64,643,000","40,805,000","58,462,000","59,698,644.979","63,137,157.185","5,086,000","57,920,000","61,181,000","63,974,000","58,606,000","48,219,000","53,992,000","44,970,000","45,869,000","47,739,000","57,967,000","57,831,000","139,925,550.065","-10,794,400","48,907,000","57,527,000","40,811,000","40,055,000","38,520,360.118","44,234,752.202","33,178,000","34,296,000","34,002,000","41,509,000","34,062,000","30,111,000","31,275,302.798","31,313,307.665","23,497,000","21,623,000","23,578,000","24,198,000","18,338,676.825","16,503,000","16,827,013.512","16,814,062.5","13,007,000","12,097,000","13,582,000","14,613,000","5,048,000","10,275,000","11,643,000","12,874,000","766,000","5,846,000","9,165,290.49"
InterestIncome,"19,320,000","3,311,000","6,320,000","5,455,000","4,234,000","8,274,000","29,983,000","2,787,000","2,506,000","11,071,000","11,232,000","6,176,000","2,934,000","3,322,000","3,134,000","2,568,000","11,694,000","2,875,000","2,347,000","1,832,000","1,607,000","1,353,000","42,473,000","1,758,000","1,092,000","1,292,000","1,142,000","1,315,000","1,160,000","1,282,000","1,192,000","2,093,000","2,944,000","5,288,000","3,338,000","3,647,000","2,536,000","2,187,000","1,983,000","2,818,000","2,368,000","2,259,000","2,501,000","3,535,000","1,631,000","4,072,000","1,537,000","1,930,000","1,319,000","690,000","731,000","690,000","1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"333,651,000","87,767,000","82,187,000","80,556,000","83,141,000","85,073,000","82,976,000","82,855,000","92,644,000","84,047,000","96,161,000","65,616,000","59,081,000","55,938,000","46,356,000","47,720,000","45,605,000","44,425,000","40,764,000","48,361,000","41,297,000","52,448,000","43,077,000","28,647,000","13,300,000","14,126,000","13,243,000","9,647,000","13,429,000","10,350,000","11,010,000","9,451,000","16,457,000","8,025,000","7,879,000","8,065,000","7,063,000","14,609,000","3,545,000","4,185,000","3,698,000","4,878,000","4,087,000","4,706,000","4,315,000","4,299,000","4,841,000","4,815,000","4,141,000","4,423,000","4,171,000","623,000","2,222,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-314,331,000","-84,456,000","-75,867,000","-75,101,000","-78,907,000","-76,799,000","-52,993,000","-80,068,000","-90,138,000","-72,976,000","-84,929,000","-59,440,000","-56,147,000","-52,616,000","-43,222,000","-45,152,000","-33,911,000","-41,550,000","-38,417,000","-46,529,000","-39,690,000","-51,095,000","-604,000","-26,889,000","-12,208,000","-12,834,000","-12,101,000","-8,332,000","-12,269,000","-9,068,000","-9,818,000","-7,358,000","-13,513,000","-2,737,000","-4,541,000","-4,418,000","-4,527,000","-12,422,000","-1,562,000","-1,367,000","-1,330,000","-2,619,000","-1,586,000","-1,171,000","-2,684,000","-227,000","-3,304,000","-2,885,000","-2,822,000","-3,733,000","-3,440,000","67,000","-1,022,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,378,196,000","324,287,000","406,403,000","368,013,000","279,493,000","260,256,000","320,402,000","110,361,000","246,485,000","207,233,000","185,269,000","227,902,000","202,426,000","170,308,000","226,296,000","193,305,000","167,864,000","152,450,000","174,818,000","133,684,000","106,577,000","106,620,000","163,579,000","57,960,000","108,897,000","124,457,000","138,914,000","104,915,000","105,775,000","125,266,000","125,590,000","91,010,000","100,235,000","117,195,000","110,722,000","73,016,000","93,310,000","118,769,000","82,471,000","12,630,000","94,716,000","98,839,000","111,111,000","91,679,000","79,830,000","87,215,000","83,644,000","73,415,000","75,168,000","89,392,000","93,377,000","68,135,000","-80,678,000","82,765,000","93,097,000","66,785,000","59,911,000","58,745,000","67,235,000","54,154,000","51,193,000","52,303,000","63,527,000","52,401,000","48,135,000","51,033,000","51,397,000","43,216,000","38,219,000","40,778,000","41,614,000","34,129,000","30,432,000","29,226,000","28,761,000","23,668,000","21,783,000","23,755,000","25,317,000","31,940,000","17,995,000","20,782,000","22,687,000","13,409,000","11,966,000","15,972,000"
EBITDA,"3,069,580,000"
ReconciledCostOfRevenue,"3,773,725,000","967,997,000","944,172,000","936,310,000","925,246,000","922,195,000","900,921,000","893,740,000","933,871,000","1,038,578,000","427,720,000","302,276,000","305,230,000","313,071,000","265,013,000","264,544,000","252,386,000","509,068,000","493,883,000","469,149,000","455,936,000","468,383,000","462,626,000","345,680,000","258,728,000","270,565,000","272,666,000","254,217,000","250,255,000","257,796,000","259,839,000","253,373,000","232,937,000","235,170,000","230,745,000","229,951,000","217,465,000","210,268,000","204,391,000","213,071,000","194,218,000","185,931,000","191,536,000","191,439,000","168,332,000","154,205,000","151,041,000","152,322,000","146,202,000","144,881,000","162,828,000","153,537,000","146,760,000","154,311,000","144,177,000","125,129,000","117,661,000","116,513,000","116,309,000","107,326,000","103,555,000","105,766,000","98,190,000","89,063,000","88,863,000","86,912,000","93,183,000","90,104,000","87,378,000","79,350,000","80,440,000","88,144,000","71,773,000","67,274,000","62,162,000","66,327,000","62,682,000","64,395,000","66,886,000","65,774,000","64,141,000","60,718,000","61,493,000","65,843,000","44,607,000","43,250,000"
