name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"2,463,997,000","645,130,000","623,206,000","598,059,000","597,602,000","613,435,000","622,433,000","653,532,000","682,329,000","683,919,000","685,145,000","669,517,000","662,494,000","652,743,000","652,867,000","639,808,000","633,016,000","630,704,000","624,122,000","612,480,000","604,100,000","605,489,000","606,074,000","595,154,000","619,083,000","703,193,000","696,289,000","679,112,000","666,371,000","664,660,000","664,078,000","652,568,000","633,442,000","630,929,000","629,446,000","635,078,000","539,162,000","513,752,000","556,144,000","543,781,000","527,659,000","512,383,000","511,958,000","498,059,000","520,623,000","470,621,000","527,356,000","510,937,000","488,690,000","464,400,000","492,757,000","505,150,000","515,144,000","528,986,000","538,319,000","535,525,000","522,812,000","513,790,000","527,456,000","531,746,000","526,165,000","512,853,000","513,865,000","491,939,000","520,979,000","492,652,000","504,406,000","499,503,000","488,502,000","462,841,000","491,485,000","488,596,000","462,661,000","419,059,000","472,976,000","483,144,000","486,050,000","471,271,000","506,735,000","514,717,000","516,201,000","535,949,000","552,382,000","544,411,000","537,901,000","514,563,000","537,254,000","493,113,000","485,410,000","415,218,000","453,700,000","446,700,000","437,600,000","392,049,000","341,000,000","316,200,000","288,300,000","233,721,000","203,700,000","164,900,000","145,000,000","131,985,000","124,500,000","114,300,000","107,600,000","125,300,000","100,600,000","94,800,000","91,700,000","78,100,000","61,500,000","50,200,000","41,300,000","37,700,000","29,500,000","23,400,000","23,400,000"
	OperatingRevenue,"2,463,997,000","645,130,000","623,206,000","598,059,000","597,602,000","613,435,000","622,433,000","653,532,000","682,329,000","683,919,000","685,145,000","669,517,000","662,494,000","652,743,000","652,867,000","639,808,000","633,016,000","630,704,000","624,122,000","612,480,000","604,100,000","605,489,000","606,074,000","595,154,000","619,083,000","703,193,000","696,289,000","679,112,000","666,371,000","664,660,000","664,078,000","652,568,000","633,442,000","630,929,000","629,446,000","635,078,000","539,162,000","513,752,000","556,144,000","543,781,000","527,659,000","512,383,000","511,958,000","498,059,000","520,623,000","470,621,000","527,356,000","510,937,000","488,690,000","464,400,000","492,757,000","505,150,000","515,144,000","528,986,000","538,319,000","535,525,000","526,085,000","484,213,000","537,472,000","540,046,000","528,380,000","531,859,000","523,933,000","494,074,000","523,406,000","-1,516,282,000","507,049,000","502,497,000","2,495,000","458,209,000","494,993,000","493,082,000","467,203,000","411,705,000","479,586,000","486,607,000","487,369,000","472,627,000","506,735,000","514,313,000","522,084,000","1,693,000","1,665,000","555,751,000","1,972,000","1,809,000","1,876,000","1,334,000","505,408,000","-1,332,930,000","453,700,000","446,700,000","437,600,000","413,800,000","341,000,000","316,200,000","288,300,000","247,500,000","203,700,000","164,900,000","145,000,000","150,800,000","124,500,000","114,300,000","107,600,000","125,300,000","100,600,000","94,800,000","91,700,000","78,100,000","61,500,000","50,200,000","41,300,000","37,700,000","29,500,000","23,400,000","23,400,000"
CostOfRevenue,"948,792,000","235,394,000","237,142,000","229,602,000","246,654,000","223,496,000","228,534,000","223,098,000","241,257,000","226,692,000","224,452,000","224,276,000","232,908,000","219,188,000","220,176,000","216,710,000","223,560,000","201,604,000","209,669,000","208,408,000","206,588,000","193,580,000","205,076,000","194,713,000","212,856,000","221,056,000","227,439,000","222,916,000","233,757,000","211,369,000","220,372,000","220,376,000","231,447,000","214,149,000","216,278,000","219,974,000","199,865,000","170,770,000","194,515,000","192,338,000","193,082,000","177,142,000","186,209,000","181,569,000","207,710,000","184,697,000","216,294,000","204,524,000","207,054,000","182,103,000","200,372,000","197,954,000","210,524,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"1,515,205,000","409,736,000","386,064,000","368,457,000","350,948,000","389,939,000","393,899,000","430,434,000","441,072,000","457,227,000","460,693,000","445,241,000","429,586,000","433,555,000","432,691,000","423,098,000","409,456,000","429,100,000","414,453,000","404,072,000","397,512,000","411,909,000","400,998,000","400,441,000","406,227,000","482,137,000","468,850,000","456,196,000","432,614,000","453,291,000","443,706,000","432,192,000","401,995,000","416,780,000","413,168,000","415,104,000","339,297,000","342,982,000","361,629,000","351,443,000","334,577,000","335,241,000","325,749,000","316,490,000","312,913,000","285,924,000","311,062,000","306,413,000","281,636,000","282,297,000","292,385,000","307,196,000","304,620,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"894,778,000","235,644,000","228,438,000","215,351,000","215,345,000","212,922,000","211,464,000","217,811,000","226,940,000","226,512,000","222,895,000","214,837,000","219,596,000","214,249,000","207,258,000","205,444,000","212,587,000","212,643,000","196,667,000","193,522,000","193,141,000","187,839,000","191,625,000","194,423,000","189,602,000","195,173,000","211,349,000","210,012,000","214,443,000","202,741,000","200,437,000","203,888,000","202,743,000","196,013,000","291,774,000","344,071,000","221,768,000","164,814,000","177,502,000","185,732,000","188,425,000","176,068,000","174,673,000","169,995,000","179,403,000","165,312,000","183,866,000","184,884,000","163,040,000","153,675,000","159,289,000","160,110,000","160,439,000","-739,937,000","381,749,000","369,666,000","375,846,000","-136,498,000","380,849,000","383,140,000","390,590,000","374,580,000","373,081,000","351,618,000","378,960,000","375,188,000","374,505,000","358,529,000","357,546,000","335,406,000","367,114,000","347,810,000","323,345,000","295,687,000","325,050,000","323,429,000","331,377,000","301,557,000","344,424,000","330,122,000","330,769,000","347,260,000","414,048,000","349,284,000","340,663,000","325,781,000","335,091,000","299,670,000","300,766,000","1,851,212,000","-261,600,000","-257,100,000","-251,000,000","1,396,075,000","-209,300,000","-182,500,000","-171,200,000","741,160,000","-117,100,000","-94,900,000","-81,700,000","507,259,000","-77,500,000","-69,200,000","-65,100,000","-68,400,000","-61,200,000","-57,000,000","-55,900,000","-49,300,000","-38,100,000","-30,100,000","-23,500,000","-22,500,000","-21,000,000",,
	SellingGeneralAndAdministration,"56,506,000","13,404,000","13,041,000","14,678,000","15,383,000","11,093,000","10,859,000","11,835,000","14,518,000","11,630,000","11,417,000","14,329,000","15,381,000","12,393,000","12,640,000","12,502,000","16,278,000","11,858,000","12,567,000","13,626,000","14,173,000","10,432,000","12,395,000","18,296,000","16,717,000","14,140,000","15,290,000","15,730,000","19,922,000","9,652,000","9,968,000","13,752,000","17,576,000","15,161,000","14,438,000","16,086,000","16,496,000","10,070,000","10,096,000","13,394,000","13,688,000","11,144,000","10,121,000","10,908,000","11,435,000","8,852,000","10,224,000","10,090,000","10,721,000","8,518,000","9,881,000","10,201,000","10,394,000","236,353,000","9,849,000","11,774,000","12,481,000","14,639,000","13,137,000","11,549,000","9,966,000","10,827,000","14,448,000","9,584,000","13,817,000","26,787,000","14,243,000","14,211,000","17,060,000","16,156,000","12,044,000","13,048,000","9,988,000","9,956,000","8,708,000","8,970,000","11,176,000","13,492,000","10,673,000","11,527,000","10,800,000","11,810,000","9,525,000","7,325,000","6,754,000","6,946,000","6,223,000","6,518,000","6,698,000","6,596,000","5,000,000","5,000,000","5,900,000","6,118,000","5,300,000","5,400,000","4,900,000","5,064,000","3,800,000","3,200,000","3,000,000","3,157,000","2,300,000","2,000,000","2,100,000","2,000,000","2,000,000","1,900,000","2,200,000","2,100,000","1,200,000","1,300,000","2,400,000","2,700,000","800,000",,
		GeneralAndAdministrativeExpense,"56,506,000","13,404,000","13,041,000","14,678,000","15,383,000","11,093,000","10,859,000","11,835,000","14,518,000","11,630,000","11,417,000","14,329,000","15,381,000","12,393,000","12,640,000","12,502,000","16,278,000","11,858,000","12,567,000","13,626,000","14,173,000","10,432,000","12,395,000","18,296,000","16,717,000","14,140,000","15,290,000","15,730,000","19,922,000","9,652,000","9,968,000","13,752,000","17,576,000","15,161,000","14,438,000","16,086,000","16,496,000","10,072,000",,,,,,,,,,,,,"212,184,000","206,173,000",,"236,353,000","9,849,000","11,774,000","12,481,000","14,639,000","13,137,000","11,549,000","9,966,000","10,827,000","14,448,000","9,584,000","13,817,000","26,787,000","14,243,000","14,211,000","17,060,000","16,156,000","12,044,000","13,048,000","9,988,000","9,956,000","8,708,000","8,970,000","11,176,000","13,492,000","10,673,000","11,527,000","10,800,000","11,810,000","9,525,000","7,325,000","6,754,000","6,946,000","6,223,000","6,518,000","6,698,000","6,596,000","5,000,000","5,000,000","5,900,000","6,118,000","5,300,000","5,400,000","4,900,000","5,064,000","3,800,000","3,200,000","3,000,000","3,157,000","2,300,000","2,000,000","2,100,000","2,000,000","2,000,000","1,900,000","2,200,000","2,100,000","1,200,000","1,300,000","2,400,000","2,700,000","800,000",,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,849,000","11,774,000","12,481,000",,"13,137,000","11,549,000","9,966,000","10,827,000","14,448,000","9,584,000","13,817,000","26,787,000","14,243,000","14,211,000","17,060,000","16,156,000","12,044,000","13,048,000","9,988,000","9,956,000","8,708,000","8,970,000","11,176,000","13,492,000","10,673,000","11,527,000","10,800,000","11,810,000","9,525,000","7,325,000","6,754,000","6,946,000","6,223,000","6,518,000","6,698,000","6,600,000","5,000,000","5,000,000","5,900,000","6,100,000","5,300,000","5,400,000","4,900,000","5,100,000","3,800,000","3,200,000","3,000,000","3,200,000","2,300,000","2,000,000","2,100,000","2,000,000","2,000,000","1,900,000","2,200,000","2,100,000","1,200,000","1,300,000","2,400,000","2,700,000","800,000",,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,827,000","1,983,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,743,000","53,824,000",,"54,991,000","55,206,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"56,506,000","13,404,000","13,041,000","14,678,000","15,383,000","11,093,000","10,859,000","11,835,000","14,518,000","11,630,000","11,417,000","14,329,000","15,381,000","12,393,000","12,640,000","12,502,000","16,278,000","11,858,000","12,567,000","13,626,000","14,173,000","10,432,000","12,395,000","18,296,000","16,717,000","14,140,000","15,290,000","15,730,000","19,922,000","9,652,000","9,968,000","13,752,000","17,576,000","15,161,000","14,438,000","16,086,000","16,496,000","10,072,000",,,,,,,,,,,,,"156,441,000","152,349,000",,"213,575,000","-57,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"838,272,000","222,240,000","215,397,000","200,673,000","199,962,000","201,829,000","200,605,000","205,976,000","212,422,000","214,882,000","211,478,000","200,508,000","204,215,000","201,856,000","194,618,000","192,942,000","196,309,000","200,785,000","184,100,000","179,896,000","178,968,000","177,407,000","179,230,000","176,127,000","172,885,000","181,033,000","196,059,000","194,282,000","194,521,000","193,089,000","190,469,000","190,136,000","185,167,000","180,852,000","277,336,000","327,985,000","205,272,000","154,744,000","167,406,000","172,338,000","174,737,000","164,924,000","164,552,000","159,087,000","167,968,000","148,490,000","176,099,000","174,794,000","152,319,000","143,554,000","147,477,000","149,909,000","150,045,000","153,227,000","152,157,000","145,485,000","146,598,000","146,130,000","151,103,000","155,032,000","152,821,000","147,560,000","143,255,000","139,906,000","143,590,000","130,017,000","129,701,000","128,957,000","127,568,000","122,591,000","125,970,000","123,981,000","115,610,000","102,616,000","115,346,000","116,555,000","117,816,000","113,394,000","118,120,000","117,509,000","116,587,000","117,145,000","116,836,000","114,341,000","113,738,000","114,733,000","112,099,000","112,626,000","111,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"838,272,000","222,240,000","215,397,000","200,673,000","199,962,000","201,829,000","200,605,000","205,976,000","212,422,000","214,882,000","211,478,000","200,508,000","204,215,000","201,856,000","194,618,000","192,942,000","196,309,000","200,785,000","184,100,000","179,896,000","178,968,000","177,407,000","179,230,000","176,127,000","172,885,000","181,033,000","196,059,000","194,282,000","194,521,000","193,089,000","190,469,000","190,136,000","185,167,000","180,852,000","277,336,000","327,985,000","205,272,000","154,744,000","167,406,000","172,338,000","174,737,000","164,924,000","164,552,000","159,087,000","167,968,000","148,490,000","176,099,000","174,794,000","152,319,000","143,554,000","147,477,000","149,909,000","150,045,000","153,227,000","152,157,000","145,485,000","146,598,000","146,130,000","151,103,000","155,032,000","152,821,000","147,560,000","143,255,000","139,906,000","143,590,000","130,017,000","129,701,000","128,957,000","127,568,000","122,591,000","125,970,000","123,981,000","115,610,000","102,616,000","115,346,000","116,555,000","117,816,000","113,394,000","118,120,000","117,509,000","116,587,000","117,145,000","116,836,000","114,341,000","113,738,000","114,733,000","112,099,000","112,626,000","111,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"838,272,000","222,240,000","215,397,000","200,673,000","199,962,000","201,829,000","200,605,000","205,976,000","212,422,000","214,882,000","211,478,000","200,508,000","204,215,000","201,856,000","194,618,000","192,942,000","196,309,000","200,785,000","184,100,000","179,896,000","178,968,000","177,407,000","179,230,000","176,127,000","172,885,000","181,033,000","196,059,000","194,282,000","194,521,000","193,089,000","190,469,000","190,136,000","185,167,000","180,852,000","277,336,000","327,985,000","205,272,000","154,744,000","167,406,000","172,338,000","174,737,000","164,924,000","164,552,000","159,087,000","167,968,000","156,460,000","173,642,000","174,794,000","152,319,000","143,554,000","147,477,000","149,909,000","150,045,000","153,227,000","152,157,000","145,485,000","146,598,000","146,130,000","151,103,000","155,032,000","152,821,000","147,560,000","143,255,000","139,906,000","143,590,000","130,017,000","129,701,000","128,957,000","127,568,000","122,591,000","125,970,000","123,981,000","115,610,000","102,616,000","115,346,000","116,555,000","117,816,000","113,394,000","118,120,000","117,509,000","116,587,000","116,218,000","115,908,000","113,350,000","112,805,000","113,740,000","111,332,000","112,626,000","111,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,457,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","927,000","928,000","991,000","933,000","993,000","767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,457,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","927,000","928,000","991,000","933,000","993,000","767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,,,,,"153,000","350,000","262,000","187,000","53,000","-3,030,000","265,000","246,000","238,000","111,000","280,000","274,000","213,000","-232,000","228,000","220,000","262,000","424,000","426,000","413,000","350,000","219,000","329,000","326,000","43,000","248,000","260,000","646,000","222,000","-157,000","493,000","428,000","407,000","-88,000",,,,,,,,,,,,,,,,,,,"-375,846,000",,"-382,885,000","-383,274,000","-390,590,000","-382,882,000","-373,081,000","-353,388,000","-381,750,000",,"-374,505,000","-360,126,000",,"-327,938,000","-367,114,000","-349,537,000","-330,751,000","-292,093,000","-326,900,000","-325,280,000","-332,785,000","-300,589,000","-353,637,000","-331,719,000","-332,160,000",,,"-350,697,000",,,,,"-300,766,000",,"-266,600,000","-262,100,000","-256,900,000","-254,500,000","-214,600,000","-187,900,000","-176,100,000","-146,300,000","-120,900,000","-98,100,000","-84,700,000","-81,900,000","-79,800,000","-71,200,000","-67,200,000","-70,400,000","-63,200,000","-58,900,000","-58,100,000","-51,400,000","-39,300,000","-31,400,000","-25,900,000","-25,200,000","-21,800,000",,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,457,000","1,646,000",,"1,603,000","1,931,000","1,982,000",,"-1,129,517,000","219,743,000","212,407,000","592,613,000","-1,417,507,000","599,494,000","599,833,000","618,393,000","599,075,000","588,459,000","555,516,000","603,303,000","-849,421,000","605,066,000","575,487,000","212,918,000","524,597,000","596,214,000","560,318,000","528,498,000","475,208,000","527,896,000","523,184,000","535,170,000","475,260,000","569,268,000","532,805,000","535,542,000","218,305,000","287,687,000","578,315,000","220,171,000","204,102,000","216,769,000","180,526,000","482,948,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"620,427,000","174,092,000","157,626,000","153,106,000","135,603,000","177,017,000","182,435,000","212,623,000","214,132,000","230,715,000","237,798,000","230,404,000","209,990,000","219,306,000","225,433,000","217,654,000","196,869,000","216,457,000","217,786,000","210,550,000","204,371,000","224,070,000","209,373,000","206,018,000","216,625,000","286,964,000","257,501,000","246,184,000","218,171,000","250,550,000","243,269,000","228,304,000","199,252,000","220,767,000","121,394,000","71,033,000","117,529,000","178,168,000","184,127,000","165,711,000","146,152,000","159,173,000","151,076,000","146,495,000","133,510,000","120,612,000","127,196,000","121,529,000","118,596,000","128,622,000","133,096,000","147,086,000","144,181,000","649,489,000","156,570,000","165,859,000","146,966,000","650,288,000","146,607,000","148,606,000","135,575,000","138,273,000","140,784,000","140,321,000","142,019,000","117,464,000","129,901,000","140,974,000","130,956,000","127,435,000","124,371,000","140,786,000","139,316,000","123,372,000","147,926,000","159,715,000","154,673,000","169,714,000","162,311,000","184,595,000","185,432,000","188,689,000","138,334,000","195,127,000","197,238,000","188,782,000","202,163,000","193,443,000","184,644,000","-1,435,994,000","715,300,000","703,800,000","688,600,000","-1,004,026,000","550,300,000","498,700,000","459,500,000","-507,439,000","320,800,000","259,800,000","226,700,000","-375,274,000","202,000,000","183,500,000","172,700,000","193,700,000","161,800,000","151,800,000","147,600,000","127,400,000","99,600,000","80,300,000","64,800,000","60,200,000","50,500,000","23,400,000","23,400,000"
NetNonOperatingInterestIncomeExpense,"-255,544,000","-71,932,000","-69,326,000","-44,959,000","-69,327,000","-117,481,000","-82,440,000","-82,485,000","-85,695,000","-102,710,000","-88,186,000","-111,540,000","-96,493,000","-93,705,000","-106,631,000","-95,114,000","-113,903,000","-96,962,000","-89,264,000","-92,149,000","-107,905,000","-97,882,000","-83,104,000","-32,292,000","-215,828,000","-113,048,000","-116,556,000","-106,852,000","-111,091,000","-111,252,000","-120,303,000","-117,026,000","-115,236,000","-152,627,000","-123,554,000","-127,054,000","-202,452,000","-51,553,000","-43,789,000","-115,359,000","-118,531,000","-129,914,000","-108,053,000","-120,244,000","-120,404,000","-127,227,000","-122,646,000","-112,927,000","-116,269,000","-145,093,000","-121,699,000","-112,499,000","-120,841,000","-104,495,000","-119,877,000","-119,663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
