name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
EBIT,"4,540,000,000","978,000,000","845,000,000","836,000,000","1,882,000,000","927,000,000","829,000,000","723,000,000","205,000,000","2,038,000,000","949,000,000","1,128,000,000","1,199,000,000","1,624,000,000","927,000,000","340,000,000","1,173,000,000","1,248,000,000","837,000,000","1,062,000,000","1,156,000,000","810,000,000","666,000,000","1,059,000,000","909,000,000","-166,000,000","831,000,000","1,003,000,000","1,155,000,000","1,068,000,000","1,457,000,000","1,115,000,000","1,249,000,000","1,201,000,000","1,140,000,000","1,433,000,000","1,339,000,000","864,000,000","978,000,000","343,000,000","585,000,000","576,500,000","328,500,000","342,300,000","471,000,000","305,300,000","247,300,000","469,800,000","-119,000,000","359,400,000"
EBITDA,"6,675,000,000"
ReconciledCostOfRevenue,"8,628,000,000","2,529,000,000","2,085,000,000","1,464,000,000","2,550,000,000","1,314,000,000","1,194,000,000","973,000,000","1,228,000,000","1,437,000,000","1,340,000,000","1,356,000,000","1,541,000,000","1,786,000,000","1,704,000,000","1,639,000,000","1,589,000,000","1,709,000,000","1,591,000,000","1,667,000,000","1,639,000,000","1,601,000,000","1,520,000,000","1,304,000,000","1,282,000,000","1,418,000,000","1,723,000,000","1,655,000,000","1,628,000,000","1,905,000,000","2,162,000,000","2,112,000,000","2,139,000,000","1,965,000,000","2,010,000,000","1,696,000,000","1,382,000,000","1,221,000,000","1,345,000,000","1,024,000,000","879,000,000","1,098,700,000","1,354,400,000","1,363,000,000","1,125,200,000","2,206,000,000","1,294,900,000","1,167,100,000","1,471,100,000","828,200,000"
ReconciledDepreciation,"2,135,000,000","540,000,000","526,000,000","528,000,000","541,000,000","528,000,000","539,000,000","532,000,000","565,000,000","661,000,000","578,000,000","579,000,000","593,000,000","587,000,000","569,000,000","571,000,000","570,000,000","564,000,000","562,000,000","577,000,000","558,000,000","557,000,000","549,000,000","552,000,000","551,000,000","584,000,000","617,000,000","570,000,000","538,000,000","522,000,000","520,000,000","502,000,000","496,000,000","479,000,000","473,000,000","442,000,000","412,000,000","409,000,000","403,000,000","333,000,000","281,000,000","284,300,000","287,800,000","263,700,000","256,100,000","265,100,000","261,700,000","269,700,000","282,300,000","293,100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,784,000,000","637,000,000","495,000,000","-757,000,000","1,409,000,000","607,000,000","455,000,000","-637,000,000","-306,000,000","610,000,000","506,000,000","518,000,000","556,000,000","494,000,000","732,000,000","-141,000,000","524,000,000","-1,006,000,000","373,000,000","376,000,000","440,000,000","209,000,000","-188,000,000","372,000,000","315,000,000","-695,000,000","186,000,000","333,000,000","429,000,000","126,000,000","329,000,000","284,000,000","287,000,000","340,000,000","286,000,000","277,000,000","294,000,000","208,000,000","331,000,000","154,000,000","399,000,000","147,500,000","151,900,000","132,200,000","155,000,000","63,300,000","10,800,000","46,000,000","-160,700,000","127,200,000"
TotalUnusualItemsExcludingGoodwill,"-1,624,000,000","-22,000,000","-4,000,000","-1,602,000,000","4,000,000","55,000,000","-11,000,000","-1,005,000,000","-971,000,000","929,000,000","3,000,000","10,000,000",,"-102,000,000","588,000,000","-923,000,000",,"-150,000,000","-7,000,000","0","-6,000,000","-346,000,000","-426,000,000","4,000,000","-235,000,000","-1,584,000,000","-385,000,000","-50,000,000","-77,000,000","-272,000,000",,,,"0","-1,000,000",,"225,000,000",,"20,000,000","25,000,000","62,000,000","-1,200,000","-166,200,000","17,900,000","-500,000","12,900,000","3,600,000","-6,900,000","6,500,000","4,100,000"
TotalUnusualItems,"-1,624,000,000","-22,000,000","-4,000,000","-1,602,000,000","4,000,000","55,000,000","-11,000,000","-1,005,000,000","-971,000,000","929,000,000","3,000,000","10,000,000",,"-102,000,000","588,000,000","-923,000,000",,"-150,000,000","-7,000,000","0","-6,000,000","-346,000,000","-426,000,000","4,000,000","-235,000,000","-1,584,000,000","-385,000,000","-50,000,000","-77,000,000","-272,000,000",,,,"0","-1,000,000",,"225,000,000",,"20,000,000","25,000,000","62,000,000","-1,200,000","-166,200,000","17,900,000","-500,000","12,900,000","3,600,000","-6,900,000","6,500,000","4,100,000"
NormalizedEBITDA,"8,299,000,000","1,540,000,000","1,375,000,000","2,966,000,000","2,419,000,000","1,400,000,000","1,379,000,000","2,260,000,000","1,741,000,000","1,770,000,000","1,524,000,000","1,697,000,000","1,792,000,000","2,313,000,000","908,000,000","1,834,000,000","1,743,000,000","1,962,000,000","1,406,000,000","1,639,000,000","1,720,000,000","1,713,000,000","1,641,000,000","1,607,000,000","1,695,000,000","2,002,000,000","1,833,000,000","1,623,000,000","1,770,000,000","1,590,000,000","1,977,000,000","1,617,000,000","1,745,000,000","1,680,000,000","1,614,000,000","1,875,000,000","1,526,000,000","1,273,000,000","1,361,000,000","651,000,000","804,000,000","862,000,000","782,500,000","588,100,000","727,600,000","557,500,000","505,400,000","746,400,000","156,800,000","648,400,000"
TaxRateForCalcs,"0.166","0.156","0.208","0.243","0.198","0.221","0.229","0.27","0.27","0.27","0.226","0.219","0.233","0.352","0.163","0.261","0.232","0.4","0.293","0.361","0.356","0.4","0.4","0.362","0.329","0.4","0.371","0.356","0.348","0.041","0.24","0.26","0.25","0.087","0.24","0.22","0.3","0.35","0.135","0.196","0.239","0.283","0.35","0.35","0.323","0.35","0.281","0.15","0.347","0.295"
TaxEffectOfUnusualItems,"-269,584,000","-3,434,838.71","-832,000","-389,286,000","792,000","12,168,750","-2,519,000","-271,350,000","-262,170,000","250,830,000","678,000","2,190,000","0","-35,930,322.581","95,844,000","-240,903,000","0","-60,000,000","-2,051,000","0","-2,136,000","-138,400,000","-170,400,000","1,448,000","-77,315,000","-633,600,000","-142,835,000","-17,800,000","-26,796,000","0","0","0","0","0","-240,000","0","67,500,000","0","2,690,582.96","4,891,304.348","14,842,892.768","-340,010.065","-58,170,000","6,265,000","-161,502.189","4,515,000","1,010,354.223","-1,032,407.71","2,255,632.267","1,209,286.776"
