name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalRevenue,"5,256,328,000","1,410,358,000","1,400,046,000","1,319,409,000","1,126,515,000","1,073,389,000","1,058,166,000","896,210,000","987,364,000","1,009,206,000","1,048,457,000","1,060,666,000","990,782,000","1,026,944,000","1,058,233,000","1,033,498,000","925,020,000","891,117,000","872,987,000","839,912,000","754,096,000","745,738,000","782,611,000","755,435,000","707,733,000","734,572,000","779,474,000","762,151,000","696,245,000","721,048,000","743,586,000","702,987,000","620,276,000","592,470,000","616,458,000","590,304,000","532,575,000","527,345,000","544,493,000","541,505,000","497,140,000","485,132,000","494,475,000","480,255,000","422,679,000","398,972,000","395,981,000","368,250,000","317,795,000","310,924,000","322,763,000","316,175,000","295,143,000","335,836,000","415,874,000","417,840,000","368,174,000","358,685,000","363,298,000","359,617,000","319,942,000","319,419,000","337,569,000","330,812,000","291,631,000","285,211,000","275,076,000","264,346,000","236,770,000","224,036,000","215,117,000","202,129,000","182,769,000","173,976,000","176,873,000","163,817,000","152,865,000","149,712,000","149,931,000","139,669,000","127,147,000","124,404,000","128,960,000","128,605,000","120,270,000","120,475,000","122,385,000","120,144,000","112,799,000","112,317,000","108,527,000","106,195,000","99,346,000","99,478,000","99,266,000","95,640,000","88,694,000","82,488,000","88,275,000","84,490,000","73,591,000","72,606,000","77,300,000","74,862,000","68,262,000","67,100,000","62,900,000","60,400,000","57,700,000","59,500,000","63,100,000","66,000,000","55,000,000","55,100,000","54,000,000","50,100,000","46,100,000","46,900,000","47,900,000","46,100,000","42,900,000","40,400,000","41,400,000","37,100,000","37,000,000","33,700,000","33,700,000","33,700,000","33,700,000"
	OperatingRevenue,"5,256,328,000","1,410,358,000","1,400,046,000","1,319,409,000","1,126,515,000","1,073,389,000","1,058,166,000","896,210,000","987,364,000","1,009,206,000","1,048,457,000","1,060,666,000","990,782,000","1,026,944,000","1,058,233,000","1,033,498,000","925,020,000","891,117,000","872,987,000","839,912,000","754,096,000","745,738,000","782,611,000","755,435,000","707,733,000","734,572,000","779,474,000","762,151,000","696,245,000","721,048,000","743,586,000","702,987,000","620,276,000","592,470,000","616,458,000","590,304,000","532,575,000","527,345,000","544,493,000","541,505,000","497,140,000","485,132,000","494,475,000","480,255,000","422,679,000","398,972,000","395,981,000","368,250,000","317,795,000","310,924,000","322,763,000","316,175,000","295,143,000","335,836,000","415,874,000","417,840,000","368,174,000","358,685,000","363,298,000","359,617,000","319,942,000","319,419,000","337,569,000","330,812,000","291,631,000","285,211,000","275,076,000","264,346,000","236,770,000","224,036,000","215,117,000","202,129,000","182,769,000","173,976,000","176,873,000","163,817,000","152,865,000","149,712,000","149,931,000","139,669,000","127,147,000","124,404,000","128,960,000","128,605,000","120,270,000","120,475,000","122,385,000","120,144,000","112,799,000","112,317,000","108,527,000","106,195,000","99,346,000","99,478,000","99,266,000","95,640,000","88,694,000","82,488,000","88,275,000","84,490,000","73,591,000","72,606,000","77,300,000","74,862,000","68,262,000","67,100,000","62,900,000","60,400,000","57,700,000","59,500,000","63,100,000","66,000,000","55,000,000","55,100,000","54,000,000","50,100,000","46,100,000","46,900,000","47,900,000","46,100,000","42,900,000","40,400,000","41,400,000","37,100,000","37,000,000","33,700,000","33,700,000","33,700,000","33,700,000"
CostOfRevenue,"3,481,268,000","942,392,000","913,391,000","856,969,000","768,516,000","741,769,000","705,315,000","621,036,000","718,411,000","732,052,000","737,350,000","742,032,000","727,461,000","728,361,000","747,529,000","731,094,000","692,468,000","667,035,000","634,033,000","603,775,000","577,889,000","571,258,000","578,271,000","555,579,000","541,782,000","560,964,000","570,514,000","555,760,000","527,705,000","545,916,000","550,267,000","521,017,000","483,209,000","469,916,000","464,908,000","443,723,000","417,013,000","1,253,336,000","130,148,000","129,481,000","126,803,000","121,733,000","124,177,000","123,365,000","112,452,000","187,799,000","59,645,000","55,577,000","47,592,000","44,693,000","41,602,000","37,674,000","31,406,000","36,670,000","77,223,000","85,699,000","111,419,000","38,226,000","104,592,000","100,753,000","92,520,000","54,253,000","98,303,000","94,836,000","83,363,000","15,080,000","79,225,000","74,359,000","66,252,000","62,395,000","54,566,000","50,972,000","45,304,000","51,384,000","40,779,000","39,501,000","36,981,000","35,410,000","37,086,000","33,228,000","30,155,000","28,485,000","31,748,000","31,391,000","29,551,000","31,399,000","30,667,000","29,447,000","29,724,000","26,707,000","25,261,000","23,258,000","22,887,000","25,348,000","23,945,000","24,175,000","23,876,000","22,169,000","22,953,000","23,088,000","20,937,000","76,756,000","6,000,000","24,727,000","22,853,000","13,100,000","10,800,000","12,700,000","12,200,000","20,200,000","11,600,000","12,000,000","5,700,000","19,900,000","9,800,000","11,000,000","28,100,000","10,600,000","10,700,000","11,100,000","10,000,000",,,,,,,,
GrossProfit,"1,775,060,000","467,966,000","486,655,000","462,440,000","357,999,000","331,620,000","352,851,000","275,174,000","268,953,000","277,154,000","311,107,000","318,634,000","263,321,000","298,583,000","310,704,000","302,404,000","232,552,000","224,082,000","238,954,000","236,137,000","176,207,000","174,480,000","204,340,000","199,856,000","165,951,000","173,608,000","208,960,000","206,391,000","168,540,000","175,132,000","193,319,000","181,970,000","137,067,000","122,554,000","151,550,000","146,581,000","115,562,000","-725,991,000","414,345,000","412,024,000","370,337,000","363,399,000","370,298,000","356,890,000","310,227,000","211,173,000","336,336,000","312,673,000","270,203,000","266,231,000","281,161,000","278,501,000","263,737,000","299,166,000","338,651,000","332,141,000","256,755,000","320,459,000","258,706,000","258,864,000","227,422,000","265,166,000","239,266,000","235,976,000","208,268,000","270,131,000","195,851,000","189,987,000","170,518,000","161,641,000","160,551,000","151,157,000","137,465,000","122,592,000","136,094,000","124,316,000","115,884,000","114,302,000","112,845,000","106,441,000","96,992,000","95,919,000","97,212,000","97,214,000","90,719,000","89,076,000","91,718,000","90,697,000","83,075,000","85,610,000","83,266,000","82,937,000","76,459,000","74,130,000","75,321,000","71,465,000","64,818,000","60,319,000","65,322,000","61,402,000","52,654,000","-4,150,000","71,300,000","50,135,000","45,409,000","54,000,000","52,100,000","47,700,000","45,500,000","39,300,000","51,500,000","54,000,000","49,300,000","35,200,000","44,200,000","39,100,000","18,000,000","36,300,000","37,200,000","35,000,000","32,900,000",,,,,,,,
OperatingExpense,"383,458,000","95,475,000","103,245,000","96,396,000","88,342,000","77,318,000","82,607,000","76,008,000","85,783,000","88,890,000","93,580,000","84,145,000","84,895,000","79,738,000","82,319,000","81,923,000","83,212,000","80,625,000","75,079,000","75,705,000","68,085,000","61,033,000","66,936,000","66,420,000","66,403,000","59,686,000","69,106,000","65,492,000","64,975,000","62,834,000","67,057,000","59,275,000","57,015,000","45,709,000","53,474,000","49,008,000","49,618,000","-785,673,000","330,873,000","326,771,000","313,490,000","297,634,000","299,285,000","290,052,000","269,314,000","227,909,000","271,106,000","251,896,000","236,054,000","231,852,000","242,140,000","238,821,000","233,136,000","245,999,000","272,066,000","268,227,000","350,919,000","-28,972,000","332,313,000","321,984,000","297,615,000","-63,058,000","303,706,000","295,109,000","270,819,000","7,489,000","248,713,000","241,417,000","221,631,000","206,670,000","195,515,000","185,091,000","173,698,000","162,331,000","161,975,000","153,446,000","145,966,000","141,111,000","139,720,000","132,895,000","123,882,000","118,480,000","123,085,000","124,415,000","119,033,000","117,053,000","115,902,000","113,306,000","109,985,000","347,855,000","20,176,000","19,367,000","18,261,000","316,017,000","17,686,000","17,289,000","16,794,000","269,446,000","16,067,000","15,624,000","14,617,000","112,730,000","60,200,000","15,306,000","14,216,000","47,300,000","44,800,000","39,000,000","37,600,000","30,300,000","41,300,000","42,900,000","42,600,000","29,200,000","35,900,000","30,600,000","10,600,000","29,100,000","29,300,000","27,500,000","26,600,000",,,,,,,,
	SellingGeneralAndAdministration,"223,757,000","51,947,000","61,724,000","57,800,000","52,286,000","41,657,000","46,826,000","44,053,000","51,649,000","52,431,000","53,011,000","50,112,000","50,571,000","46,082,000","51,493,000","48,672,000","48,121,000","47,516,000","45,975,000","44,619,000","39,095,000","35,312,000","39,220,000","39,468,000","38,391,000","33,100,000","42,025,000","40,355,000","38,109,000","35,779,000","38,369,000","36,827,000","33,842,000","29,624,000","32,432,000","31,009,000","30,752,000","-781,770,000","302,146,000","300,247,000","287,946,000","273,344,000","275,889,000","268,039,000","248,193,000","249,118,000","237,350,000","218,635,000","201,500,000","194,720,000","205,702,000","202,350,000","198,218,000","211,636,000","236,660,000","232,782,000","14,786,000","804,072,000","13,368,000","13,621,000","12,016,000","701,864,000","12,309,000","12,689,000","12,080,000","632,329,000","10,559,000","10,720,000","143,989,000","133,228,000","129,609,000","8,977,000","8,222,000","7,889,000","7,780,000","7,584,000","7,141,000","7,477,000","7,027,000","7,160,000","6,572,000","5,881,000","6,554,000","6,449,000","6,125,000","6,602,000","6,437,000","6,569,000","6,115,000","5,674,000","5,834,000","6,065,000","5,609,000","5,309,000","5,835,000","5,614,000","5,527,000","4,554,000","4,918,000","5,044,000","4,381,000","-154,582,000","59,300,000","4,586,000","4,403,000","46,500,000","43,900,000","38,300,000","36,800,000","29,500,000","40,700,000","42,500,000","42,200,000","28,700,000","35,200,000","30,000,000","10,100,000","28,800,000","28,800,000","27,000,000","26,100,000",,,,,,,,
		GeneralAndAdministrativeExpense,"223,757,000","51,947,000","61,724,000","57,800,000","52,286,000","41,657,000","46,826,000","44,053,000","51,649,000","52,431,000","53,011,000","50,112,000","50,571,000","46,082,000","51,493,000","48,672,000","48,121,000","47,516,000","45,975,000","44,619,000","39,095,000","35,312,000","39,220,000","39,468,000","38,391,000","33,100,000","42,025,000","40,355,000","38,109,000","35,779,000","38,369,000","36,827,000","33,842,000","29,624,000","32,432,000","31,009,000","30,752,000","-781,770,000","302,146,000","300,247,000","287,946,000","273,344,000","275,889,000","268,039,000","248,193,000","249,118,000","237,350,000","218,635,000","201,500,000","194,720,000","205,702,000","202,350,000","198,218,000","211,636,000","236,660,000","232,782,000","14,786,000","804,072,000","13,368,000","13,621,000","12,016,000","701,864,000","12,309,000","12,689,000","12,080,000","632,329,000","10,559,000","10,720,000","143,989,000","133,228,000","129,609,000","8,977,000","8,222,000","7,889,000","7,780,000","7,584,000","7,141,000","7,477,000","7,027,000","7,160,000","6,572,000","5,881,000","6,554,000","6,449,000","6,125,000","6,602,000","6,437,000","6,569,000","6,115,000","5,674,000","5,834,000","6,065,000","5,609,000","5,309,000","5,835,000","5,614,000","5,527,000","4,554,000","4,918,000","5,044,000","4,381,000",,,"4,586,000","4,403,000",,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270,907,000","268,502,000","257,989,000","248,048,000","247,157,000","239,376,000","221,498,000","218,378,000","213,380,000","196,260,000","180,801,000","176,999,000","183,755,000","181,265,000","176,725,000","185,127,000","209,767,000","208,217,000","-201,525,000","1,311,226,000","-196,595,000","-187,005,000","-176,255,000","1,193,138,000","-179,432,000","-170,762,000","-160,058,000","1,012,395,000","-148,659,000","-143,613,000","-134,244,000","-124,381,000","-120,674,000","-115,270,000","-108,450,000","-104,694,000","-102,843,000","-97,127,000","-91,857,000","-89,741,000","-88,488,000","-83,830,000","-78,761,000","-76,929,000","-77,408,000","-77,917,000","-74,107,000","-72,563,000","-72,048,000","-70,766,000","-67,744,000","-68,331,000","-65,247,000","-64,444,000","-60,878,000","-60,198,000","-59,463,000","-56,253,000","-53,274,000","-49,257,000","-51,792,000","-49,053,000","-43,421,000",,,"-41,202,000","-38,216,000",,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,393,000","3,457,000","3,268,000","3,390,000","3,412,000","3,500,000","3,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,"53,549,000","9,970,000","15,674,000","14,983,000","12,922,000","9,783,000","11,821,000","10,910,000","9,850,000","18,510,000","11,280,000","11,587,000","11,172,000","9,608,000","12,069,000","11,342,000","11,099,000","12,914,000","10,700,000","9,314,000","8,790,000","8,069,000","10,185,000","9,363,000","10,244,000","6,197,000","10,808,000","10,321,000","10,042,000","8,218,000","10,118,000","9,836,000","7,973,000","7,643,000","8,395,000","7,602,000","7,270,000","6,010,000","8,336,000","7,652,000","7,683,000","4,818,000","8,154,000","7,529,000","7,192,000","6,491,000","7,204,000","6,209,000","5,425,000","4,305,000","6,155,000","5,737,000","6,898,000","11,530,000","8,454,000","6,772,000","-8,103,000","59,923,000","-6,462,000","-9,002,000","-11,112,000",,"-6,969,000","-8,666,000","-8,484,000","51,226,000","-6,768,000","-8,460,000","-7,855,000","-7,231,000","-6,172,000","-6,850,000","-5,842,000","-4,362,000","-4,290,000","-4,924,000","-4,007,000","-3,649,000","-4,446,000","-4,257,000","-3,961,000","-3,387,000","-3,536,000","-3,435,000","-2,871,000","-3,449,000","-3,134,000","-3,112,000","-2,770,000","-2,458,000","-2,796,000","-2,398,000","-2,548,000","-3,418,000","-3,105,000","-2,866,000","-2,888,000","-2,374,000","-2,455,000","-2,888,000","-2,316,000",,,"-2,688,000","-2,406,000",,,,,,,,,,,,,,,,,,,,,,,,
