name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988
	DepreciationAmortizationDepletionIncomeStatement,"31,333,000","8,484,000","7,688,000","7,511,000","7,650,000","6,547,000","7,346,000","7,302,000","7,288,000","6,777,000","6,055,000","5,920,000","5,930,000","5,936,000","7,784,000","7,850,000","7,895,000","7,821,000","8,122,000","7,973,000","7,946,000","8,067,000","8,158,000","8,294,000","8,396,000","8,350,000","8,438,000","9,105,000","9,173,000","9,413,000","8,355,000","7,998,000","7,985,000","7,789,000","6,691,000","6,532,000","6,640,000","6,623,000","4,859,000","5,103,000","5,132,000","5,209,000","5,446,000","4,753,000","4,266,000","3,854,000","3,736,000","3,836,000","3,975,000","4,058,000","4,110,000","3,827,000","3,815,000","3,868,000","4,327,000","4,044,000","4,315,000","2,893,000","2,027,000","1,764,000","1,588,000","2,088,000","1,782,000","1,646,000","1,288,000","1,358,000","968,000","226,000","222,000","222,000","1,223,000","1,227,000","1,336,000","1,409,000","1,461,000","1,459,000","1,460,000","1,481,000","8,738,000","8,820,000","9,034,000","9,165,000","9,541,000","9,450,000","9,512,000",,"19,698,000","20,921,000","19,965,000","18,200,000","18,600,000","18,500,000","12,900,000","12,300,000","9,700,000","6,500,000","6,800,000","6,900,000","6,100,000","6,000,000","5,500,000","4,800,000","4,800,000","5,700,000","3,000,000","3,300,000","3,400,000","4,300,000","1,800,000","1,700,000","1,600,000","1,200,000","1,200,000","1,100,000","1,100,000","800,000","700,000","700,000","600,000","400,000","300,000","300,000","200,000","300,000","200,000","200,000","100,000","200,000","200,000","200,000",,,,
		DepreciationAndAmortizationInIncomeStatement,"31,333,000","8,484,000","7,688,000","7,511,000","7,650,000","6,547,000","7,346,000","7,302,000","7,288,000","6,777,000","6,055,000","5,920,000","5,930,000","5,936,000","7,784,000","7,850,000","7,895,000","7,821,000","8,122,000","7,973,000","7,946,000","8,067,000","8,158,000","8,294,000","8,396,000","8,350,000","8,438,000","9,105,000","9,173,000","9,413,000","8,355,000","7,998,000","7,985,000","7,789,000","6,691,000","6,532,000","6,640,000","6,623,000","4,859,000","5,103,000","5,132,000","5,209,000","5,446,000","4,753,000","4,266,000","3,854,000","3,736,000","3,836,000","3,975,000","4,058,000","4,110,000","3,827,000","3,815,000","3,868,000","4,327,000","4,044,000","4,315,000","2,893,000","2,027,000","1,764,000","1,588,000","2,088,000","1,782,000","1,646,000","1,288,000","1,358,000","968,000","226,000","222,000","222,000","1,223,000","1,227,000","1,336,000","1,409,000","1,461,000","1,459,000","1,460,000","1,481,000","8,738,000","8,820,000","9,034,000","9,165,000","9,541,000","9,450,000","9,512,000",,"19,698,000","20,921,000","19,965,000","18,200,000","18,600,000","18,500,000","12,900,000","12,300,000","9,700,000","6,500,000","6,800,000","6,900,000","6,100,000","6,000,000","5,500,000","4,800,000","4,800,000","5,700,000","3,000,000","3,300,000","3,400,000","4,300,000","1,800,000","1,700,000","1,600,000","1,200,000","1,200,000","1,100,000","1,100,000","800,000","700,000","700,000","600,000","400,000","300,000","300,000","200,000","300,000","200,000","200,000","100,000","200,000","200,000","200,000",,,,
			DepreciationIncomeStatement,,,,,,,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"31,333,000","8,484,000","7,688,000","7,511,000","7,650,000","6,547,000","7,346,000","7,302,000","7,288,000","6,777,000","6,055,000","5,920,000","5,930,000","5,936,000","7,784,000","7,850,000","7,895,000","7,821,000","8,122,000","7,973,000","7,946,000","8,067,000","8,158,000","8,294,000","8,396,000","8,350,000","8,438,000","9,105,000","9,173,000","9,413,000","8,355,000","7,998,000","7,985,000","7,789,000","6,691,000","6,532,000","6,640,000","6,623,000","4,859,000","5,103,000","5,132,000","5,209,000","5,446,000","4,753,000","4,266,000","3,854,000","3,736,000","3,836,000","3,975,000","4,058,000","4,110,000","3,827,000","3,815,000","3,868,000","4,327,000","4,044,000","4,315,000","2,893,000","2,027,000","1,764,000","1,588,000","2,088,000","1,782,000","1,646,000","1,288,000","1,358,000","968,000","226,000","222,000","222,000","1,223,000","1,227,000","1,336,000","1,409,000","1,461,000","1,459,000","1,460,000","1,481,000","8,738,000","8,820,000","9,034,000","9,165,000","9,541,000","9,450,000","9,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"31,333,000","8,484,000","7,688,000","7,511,000","7,650,000","6,547,000","7,346,000","7,302,000","7,288,000","6,777,000","6,055,000","5,920,000","5,930,000","5,936,000","7,784,000","7,850,000","7,895,000","7,821,000","8,122,000","7,973,000","7,946,000","8,067,000","8,158,000","8,294,000","8,396,000","8,350,000","8,438,000","9,105,000","9,173,000","9,413,000","8,355,000","7,998,000","7,985,000","7,789,000","6,691,000","6,532,000","6,640,000","6,623,000","4,859,000","5,103,000","5,132,000","5,209,000","5,446,000","4,753,000","4,266,000","3,854,000","3,736,000","3,836,000","3,975,000","4,058,000","4,110,000","3,827,000","3,815,000","3,868,000","4,327,000","4,044,000","4,315,000","2,893,000","2,027,000","1,764,000","1,588,000","2,088,000","1,782,000","1,646,000","1,288,000","1,358,000","968,000","226,000","222,000","222,000","1,223,000","1,227,000","1,336,000","1,409,000","1,461,000","1,459,000","1,460,000","1,481,000","8,738,000","8,820,000","9,034,000","9,165,000","9,541,000","9,450,000","9,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,103,000","5,132,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,392,000",,"6,089,000","32,607,000","3,816,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"388,543,000","96,169,000","116,764,000","73,450,000","102,159,000","90,585,000","67,390,000","63,463,000","68,267,000","44,459,000","52,201,000","9,296,000","4,122,000","48,537,000","13,615,000","23,330,000","22,480,000","17,577,000","17,210,000","12,807,000","7,977,000","10,846,000","-1,343,000","10,411,000","6,337,000","23,855,000","45,506,000","26,000,000","42,475,000","37,376,000","62,933,000","54,898,000","51,213,000","55,938,000","66,854,000","46,352,000","37,054,000","29,261,000","57,605,000","35,209,000","27,705,000","32,505,000","51,248,000","24,530,000","24,226,000","17,110,000","28,945,000","11,978,000","11,511,000","22,341,000","21,465,000","8,896,000","8,367,000","3,538,000","58,161,000","35,712,000","32,924,000","26,437,000","46,068,000","20,349,000","21,259,000","20,983,000","31,899,000","21,508,000","15,088,000","11,278,000","10,991,000","26,514,000","24,492,000","23,212,000","29,023,000","26,270,000","24,526,000","530,000","-16,093,000","-13,650,000","-9,331,000","-9,655,000","7,103,000","-31,603,000","-16,924,000","-5,912,000","-32,173,000","-4,230,000","23,545,000","16,001,000","8,310,000","-578,000","-8,401,000","13,900,000","62,000,000","49,700,000","60,300,000","59,900,000","68,600,000","64,800,000","100,300,000","91,300,000","90,400,000","83,600,000","79,100,000","73,500,000","70,600,000","62,200,000","55,100,000","48,700,000","47,900,000","37,300,000","33,400,000","29,300,000","28,000,000","27,200,000","24,400,000","22,400,000","20,600,000","17,400,000","15,100,000","12,900,000","10,100,000","8,500,000","7,000,000","5,500,000","4,700,000","3,800,000","3,400,000","2,700,000","2,400,000","1,900,000","1,700,000","1,500,000","-4,800,000","3,000,000","2,300,000","1,700,000"
NetNonOperatingInterestIncomeExpense,"-50,146,000","-12,986,000","-11,056,000","-13,178,000","-12,925,000","-11,518,000","-15,252,000","-18,960,000","-31,018,000","-11,198,000","-9,372,000","-9,816,000","-11,382,100","-10,275,300","-9,282,000","-9,746,000","-10,820,000","-11,001,000","-8,961,000","-10,557,000","-8,569,000","-9,400,000","-24,735,000","-740,000","-4,100,000","-5,700,000","-2,945,000","-2,800,000","-2,600,000","-2,600,000","-1,938,000","-1,300,000","-1,300,000","-600,000","-814,000","-1,000,000","-1,200,000","-1,100,000","-726,000","-300,000","-500,000","-400,000","-866,000","200,000","600,000","600,000","483,000","400,000","400,000","300,000","-40,000","500,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,"700,000","1,600,000","900,000","1,200,000","1,000,000","1,000","1,000","1,319,000","900,000","-441,000","-954,000","1,200,000","-357,000","3,156,000","900,000","3,197,000","80,000","700,000","900,000","897,000","800,000","900,000","1,200,000","817,000","700,000","800,000","700,000","662,000","700,000","700,000","800,000","620,000","700,000","700,000","800,000","1,144,000","1,000,000","900,000","900,000","809,000","700,000","700,000","800,000","857,000","900,000","1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"51,946,000","12,986,000","12,856,000","13,178,000","12,925,000","11,518,000","12,052,000","19,660,000","32,618,000","12,098,000","10,572,000","10,816,000","11,383,100","10,276,300","10,601,000","10,646,000","10,820,000","11,001,000","10,161,000","10,557,000","11,725,000","10,300,000","27,932,000","820,000","4,800,000","6,600,000","3,842,000","3,600,000","3,500,000","3,800,000","2,755,000","2,000,000","2,100,000","1,300,000","1,476,000","1,700,000","1,900,000","1,900,000","1,346,000","1,000,000","1,200,000","1,200,000","2,010,000","800,000","300,000","300,000","326,000","300,000","300,000","500,000","897,000","400,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,"-800","-700",,"2,000,000",,,,,,,,"90,000","1,300,000","600,000",,"900,000","1,000,000","600,000",,"1,000,000","1,400,000","1,200,000",,"-4,200,000","700,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
