name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
DilutedNIAvailtoComStockholders,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","682,000,000","19,000,000","717,000,000","608,000,000","562,000,000","415,000,000","518,000,000","458,000,000","455,000,000","294,001,000","452,199,000","349,074,000","367,258,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-67,128,000","74,399,000","32,327,000","-425,391,000","-51,486,000","77,930,000","36,389,000"
BasicEPS,,"2.42","2.45","2.09","1.84","1.79","1.51","1.41","1.68","2.08","2.08","2.01","1.81","0.87","1.83","1.5","1.42","0.21","1.34","1.1","1","0.86","1.08","0.89","0.86","0.79","0.86","0.81","0.89","0.7","0.88","0.8","0.73","0.052","0.73","0.698","0.625","0.488","0.619","0.556","0.538","0.015","0.565","0.477","0.431",,"0.396","0.35","0.347",,"0.346","0.267","0.281",,"-0.149","-0.574","0.34",,"0.232","0.186","0.158",,"0.142","-0.23","0.127",,"0.106","0.12","0.093",,"0.098","0.066","0.074",,"0.074","0.032","-0.425",,"0.078","0.05"
DilutedEPS,,"2.41","2.44","2.08","1.83","1.78","1.51","1.41","1.68","2.07","2.07","2","1.8","0.87","1.82","1.5","1.41","0.21","1.34","1.1","1","0.86","1.08","0.89","0.86","0.79","0.86","0.81","0.89","0.69","0.87","0.8","0.73","0.052","0.727","0.696","0.623","0.486","0.617","0.555","0.536","0.015","0.563","0.476","0.429",,"0.394","0.349","0.346",,"0.345","0.267","0.28",,"-0.149","-0.574","0.338",,"0.231","0.185","0.157",,"0.142","-0.23","0.127",,"0.106","0.12","0.093",,"0.098","0.066","0.074",,"0.074","0.032","-0.425",,"0.078","0.05"
BasicAverageShares,,"982,000,000","986,000,000","990,000,000","994,000,000","996,000,000","1,001,000,000","1,004,000,000","1,005,000,000","1,008,000,000","1,013,000,000","1,020,000,000","1,026,000,000","1,032,000,000","1,037,000,000","1,043,000,000","1,051,000,000","1,057,000,000","1,063,000,000","1,070,000,000","1,078,000,000","1,087,000,000","1,096,000,000","1,098,000,000","1,109,000,000","1,121,000,000","1,130,000,000","1,138,000,000","1,148,000,000","1,153,000,000","1,157,000,000","1,165,000,000","1,185,000,000","12,010,000,000","1,210,000,000","1,210,000,000","1,230,000,000","1,240,000,000","1,250,000,000","1,260,000,000","1,270,000,000","1,270,000,000","1,270,000,000","1,270,000,000","1,300,000,000",,"1,310,000,000","1,310,000,000","1,300,000,000",,"1,299,360,000","1,297,430,000","1,296,360,000",,"1,295,360,000","1,300,730,000","1,314,260,000",,"1,353,570,000","1,358,650,000","1,358,470,000",,"1,356,840,000","1,352,520,000","1,000,000,000",,"1,000,000,000","1,000,000,000","1,000,000,000",,"607,295,918","901,742,424","804,256,757",,"1,005,391,892","1,010,218,750","1,000,920,000",,"999,102,564","727,780,000"
DilutedAverageShares,,"986,000,000","990,000,000","994,000,000","998,000,000","1,001,000,000","1,005,000,000","1,008,000,000","1,010,000,000","1,013,000,000","1,019,000,000","1,025,000,000","1,032,000,000","1,038,000,000","1,043,000,000","1,049,000,000","1,057,000,000","1,063,000,000","1,068,000,000","1,075,000,000","1,082,000,000","1,090,000,000","1,099,000,000","1,101,000,000","1,112,000,000","1,124,000,000","1,133,000,000","1,141,000,000","1,152,000,000","1,157,000,000","1,160,000,000","1,169,000,000","1,189,000,000","12,050,000,000","1,210,000,000","1,220,000,000","1,230,000,000","1,250,000,000","1,250,000,000","1,260,000,000","1,270,000,000","1,270,000,000","1,270,000,000","1,280,000,000","1,310,000,000",,"1,310,000,000","1,310,000,000","1,310,000,000",,"1,303,590,000","1,301,180,000","1,299,750,000",,"1,295,360,000","1,300,730,000","1,322,200,000",,"1,362,280,000","1,366,870,000","1,365,940,000",,"1,361,340,000","1,352,520,000","1,000,000,000",,"1,000,000,000","1,000,000,000","1,000,000,000",,"607,295,918","901,742,424","804,256,757",,"1,005,391,892","1,010,218,750","1,000,920,000",,"999,102,564","727,780,000"
TotalOperatingIncomeAsReported,"10,082,000,000","2,827,000,000","2,717,000,000","2,341,000,000","2,197,000,000","2,058,000,000","2,105,000,000","1,707,000,000","2,211,000,000","2,399,000,000","2,655,000,000","2,397,000,000","2,213,000,000","1,234,000,000","2,287,000,000","1,936,000,000","1,825,000,000","1,522,000,000","1,941,000,000","1,653,000,000","1,506,000,000","1,363,000,000","1,670,000,000","1,380,000,000","1,348,000,000","1,107,000,000","1,369,000,000","1,251,000,000","1,351,000,000","1,018,000,000","1,420,000,000","1,383,000,000","1,285,000,000","920,000,000","1,248,000,000","1,228,000,000","1,107,000,000","899,000,000","1,064,000,000","974,000,000","1,000,000,000","-10,000,000","1,002,000,000","885,000,000","836,000,000","569,000,000","766,000,000","717,000,000","700,000,000","468,126,000","673,503,000","557,186,000","561,293,000","462,356,000","-279,264,000","-1,233,204,000","515,607,000","172,056,000","353,303,000","268,816,000","313,938,000","45,988,000","274,760,000","-273,966,000","182,713,000",,,,,,,,,"-102,947,000","118,900,000","49,945,000","-667,760,000","-115,603,000","126,527,000","52,749,000"
TotalExpenses,"8,657,000,000","2,373,000,000","2,222,000,000","2,112,000,000","1,950,000,000","1,998,000,000","1,709,000,000","1,587,000,000","1,844,000,000","1,995,000,000","1,814,000,000","1,703,000,000","1,675,000,000","1,823,000,000","1,580,000,000","1,563,000,000","1,610,000,000","1,777,000,000","1,434,000,000","1,367,000,000","1,176,000,000","1,392,000,000","1,198,000,000","1,216,000,000","1,058,000,000","1,412,000,000","1,173,000,000","1,058,000,000","967,000,000","1,408,000,000","1,101,000,000","994,000,000","892,000,000","1,110,000,000","956,000,000","868,000,000","799,000,000","949,000,000","854,000,000","846,000,000","758,000,000","1,738,000,000","816,000,000","782,000,000","665,000,000","865,000,000","662,000,000","648,000,000","608,000,000","830,292,000","684,527,000","722,203,000","594,809,000","-1,720,367,000","1,617,442,000","2,479,708,000","666,477,000","900,631,000","729,547,000","728,143,000","601,165,000","793,175,000","627,209,000","1,120,455,000","555,740,000",,,,,,,,,"670,521,000","475,269,000","506,948,000","1,179,975,000","624,838,000","412,908,000","396,008,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","682,000,000","19,000,000","717,000,000","608,000,000","562,000,000","415,000,000","518,000,000","458,000,000","455,000,000","294,001,000","452,199,000","349,074,000","367,258,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-62,179,000","74,399,000","32,327,000","-430,340,000","-51,486,000","77,930,000","36,389,000"
NormalizedIncome,"8,256,227,000","2,297,256,110.521","2,280,308,000","1,923,386,000","1,755,355,000","1,659,029,059.041","1,600,690,000","1,384,720,000","1,788,424,000","1,999,030,303.03","2,167,832,000","1,922,798,000","1,835,805,000","1,422,121,810.7","1,899,000,000","1,679,295,000","1,597,856,000","227,600,000","1,435,920,000","1,190,737,000","1,108,047,000","925,883,295.195","1,184,000,000","1,046,360,000","980,510,000","883,921,951.22","964,709,000","976,725,000","946,183,000","808,158,887.786","996,410,000","926,932,000","865,240,000","705,747,530.187","881,103,000","840,432,000","760,440,000","626,655,480.984","774,172,607.88","705,035,971.223","684,726,726.727","23,550,000","705,182,524.272","609,363,228.7","563,344,497.608","436,391,752.577","517,323,337.679","449,649,368.864","448,453,237.41","321,146,593.902","440,285,065.275","342,225,137.768","350,974,967.345","301,535,200","337,444,212.23","260,275,150.684","324,679,518.81","57,687,771.422","321,554,036.632","194,300,561.047","214,931,600.048","49,324,800","193,196,931.981","-70,554,800","126,644,137.945","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-49,705,887.679","66,880,321.447","20,177,372.234","-435,408,850.809","-59,145,000","78,151,651.118","32,737,951.378"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000",,,"9,000,000","9,000,000","9,000,000","9,000,000","12,000,000","17,000,000","11,000,000","12,000,000",,"11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"431,000,000","108,000,000","110,000,000","106,000,000","107,000,000","105,000,000","105,000,000","101,000,000","69,000,000","64,000,000","63,000,000","51,000,000","46,000,000","47,000,000","48,000,000","48,000,000","43,000,000","41,000,000","35,000,000","39,000,000","39,000,000","30,000,000","23,000,000","22,000,000","20,000,000","12,000,000","15,000,000","17,000,000","17,000,000","16,000,000","11,000,000","15,000,000","6,000,000","7,000,000","3,000,000","5,000,000","5,000,000","7,000,000","4,000,000","3,000,000","6,000,000","7,000,000","6,000,000","2,000,000","10,000,000","9,000,000","11,000,000","17,000,000","15,000,000","23,442,000","24,098,000","31,771,000","35,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-431,000,000","-108,000,000","-110,000,000","-106,000,000","-107,000,000","-105,000,000","-105,000,000","-101,000,000","-69,000,000","-64,000,000","-63,000,000","-51,000,000","-46,000,000","-47,000,000","-48,000,000","-48,000,000","-43,000,000","-41,000,000","-35,000,000","-39,000,000","-39,000,000","-30,000,000","-23,000,000","-22,000,000","-20,000,000","-12,000,000","-15,000,000","-17,000,000","-17,000,000","10,000,000","-11,000,000","-15,000,000","-6,000,000","26,000,000","3,000,000","-5,000,000","-5,000,000","2,000,000","5,000,000","6,000,000","3,000,000","5,000,000","11,000,000","9,000,000","2,000,000","39,000,000","0","-17,000,000","-15,000,000","32,469,000","-24,098,000","-31,771,000","-35,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"10,738,000,000","2,931,000,000","2,926,000,000","2,584,000,000","2,297,000,000","2,273,000,000","2,020,000,000","1,791,000,000","2,056,000,000","2,539,000,000","2,597,000,000","2,570,000,000","2,249,000,000","1,262,000,000","2,312,000,000","1,970,000,000","1,846,000,000","1,525,000,000","1,967,000,000","1,667,000,000","1,517,000,000","1,341,000,000","1,656,000,000","1,387,000,000","1,357,000,000","1,037,000,000","1,367,000,000","1,258,000,000","1,357,000,000","1,023,000,000","1,429,000,000","1,388,000,000","1,287,000,000","918,000,000","1,262,000,000","1,238,000,000","1,107,000,000","901,000,000","1,070,000,000","976,000,000","1,005,000,000","-5,000,000","1,036,000,000","894,000,000","846,000,000","591,000,000","778,000,000","730,000,000","710,000,000","481,775,000","697,492,000","568,217,000","585,676,000","717,248,000","-279,264,000","-1,233,204,000","515,607,000","172,056,000","353,303,000","268,816,000","313,938,000","45,988,000","274,760,000","-273,966,000","182,713,000","-1,810,037,000","734,407,000","734,407,000","734,407,000","-1,598,326,000","648,333,000","648,333,000","648,333,000","-49,669,000","118,900,000","49,945,000","-667,760,000","-115,603,000","126,527,000","52,749,000"
EBITDA,"11,464,000,000"
ReconciledCostOfRevenue,"4,489,000,000","1,089,000,000","1,166,000,000","1,130,000,000","1,104,000,000","970,000,000","940,000,000","915,000,000","962,000,000","936,000,000","937,000,000","853,000,000","811,000,000","843,000,000","822,000,000","797,000,000","752,000,000","725,000,000","723,000,000","644,000,000","594,000,000","579,000,000","575,000,000","551,000,000","520,000,000","565,000,000","584,000,000","488,000,000","468,000,000","618,000,000","511,000,000",,,"452,000,000","452,000,000",,,"1,565,000,000","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"726,000,000","189,000,000","188,000,000","186,000,000","163,000,000","150,000,000","141,000,000","145,000,000","144,000,000","146,000,000","137,000,000","122,000,000","117,000,000","113,000,000","111,000,000","115,000,000","120,000,000","116,000,000","118,000,000","111,000,000","92,000,000","92,000,000","93,000,000","93,000,000","95,000,000","93,000,000","94,000,000","92,000,000","87,000,000","84,000,000","83,000,000","81,000,000","73,000,000","71,000,000","64,000,000","61,000,000","62,000,000","62,000,000","58,000,000","56,000,000","54,000,000","52,000,000","51,000,000","49,000,000","42,000,000","42,000,000","36,000,000","35,000,000","35,000,000","38,427,000","36,242,000","35,721,000","30,987,000","30,050,000","28,742,000","27,950,000","25,264,000","26,152,000","22,274,000","25,028,000","24,188,000","24,730,000","25,139,000","24,693,000","25,220,000",,,,,,,,,"30,986,000","28,183,000","30,593,000","29,789,000","27,565,000","27,593,000","18,929,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"8,687,000,000","2,379,000,000","2,414,000,000","2,066,000,000","1,828,000,000","1,785,000,000","1,513,000,000","1,420,000,000","1,693,000,000","2,100,000,000","2,108,000,000","2,048,000,000","1,862,000,000","899,000,000","1,899,000,000","1,569,000,000","1,492,000,000","227,000,000","1,430,000,000","1,177,000,000","1,081,000,000","933,000,000","1,184,000,000","983,000,000","959,000,000","890,000,000","977,000,000","921,000,000","1,020,000,000","801,000,000","1,015,000,000","931,000,000","870,000,000","623,000,000","879,000,000","848,000,000","766,000,000","605,000,000","772,000,000","700,000,000","682,000,000","19,000,000","717,000,000","608,000,000","562,000,000","415,000,000","518,000,000","458,000,000","455,000,000","294,001,000","452,199,000","349,074,000","367,258,000","239,442,000","-193,582,000","-746,653,000","446,878,000","304,233,000","314,461,000","252,286,000","214,906,000","40,902,000","193,004,000","-310,460,000","126,744,000","66,680,000","66,680,000","66,680,000","66,680,000","59,515,000","59,515,000","59,515,000","59,515,000","-62,179,000","74,399,000","32,327,000","-430,340,000","-51,486,000","77,930,000","36,389,000"
TotalUnusualItemsExcludingGoodwill,"511,000,000","97,000,000","156,000,000","171,000,000","87,000,000","153,000,000","-111,000,000","42,000,000","-112,000,000","119,000,000","-72,000,000","154,000,000","31,000,000","-707,000,000","0","-135,000,000","-128,000,000","-1,000,000","-8,000,000","-19,000,000","-37,000,000","10,000,000",,"-88,000,000","-30,000,000","7,000,000","17,000,000","-75,000,000","97,000,000","-9,000,000","26,000,000","6,000,000","7,000,000","-121,000,000","-3,000,000","11,000,000","8,000,000","-32,000,000","-3,000,000","-7,000,000","-4,000,000","-7,000,000","17,000,000","-2,000,000","-2,000,000","-30,000,000","1,000,000","13,000,000","10,000,000","-42,262,000","17,744,000","10,531,000","24,383,000","-95,528,000","-805,589,000","-1,649,570,000","188,292,000","378,478,000","-10,879,000","88,787,000","-40,000","-14,038,000","-292,000","-399,842,000","152,000",,,,,,,,,"-20,007,000","11,262,000","18,785,000","7,836,000","12,765,000","-350,000","5,650,000"
TotalUnusualItems,"511,000,000","97,000,000","156,000,000","171,000,000","87,000,000","153,000,000","-111,000,000","42,000,000","-112,000,000","119,000,000","-72,000,000","154,000,000","31,000,000","-707,000,000","0","-135,000,000","-128,000,000","-1,000,000","-8,000,000","-19,000,000","-37,000,000","10,000,000",,"-88,000,000","-30,000,000","7,000,000","17,000,000","-75,000,000","97,000,000","-9,000,000","26,000,000","6,000,000","7,000,000","-121,000,000","-3,000,000","11,000,000","8,000,000","-32,000,000","-3,000,000","-7,000,000","-4,000,000","-7,000,000","17,000,000","-2,000,000","-2,000,000","-30,000,000","1,000,000","13,000,000","10,000,000","-42,262,000","17,744,000","10,531,000","24,383,000","-95,528,000","-805,589,000","-1,649,570,000","188,292,000","378,478,000","-10,879,000","88,787,000","-40,000","-14,038,000","-292,000","-399,842,000","152,000",,,,,,,,,"-20,007,000","11,262,000","18,785,000","7,836,000","12,765,000","-350,000","5,650,000"
NormalizedEBITDA,"10,953,000,000","3,023,000,000","2,958,000,000","2,599,000,000","2,373,000,000","2,270,000,000","2,272,000,000","1,894,000,000","2,312,000,000","2,566,000,000","2,806,000,000","2,538,000,000","2,335,000,000","2,082,000,000","2,423,000,000","2,220,000,000","2,094,000,000","1,642,000,000","2,093,000,000","1,797,000,000","1,646,000,000","1,423,000,000","1,749,000,000","1,568,000,000","1,482,000,000","1,123,000,000","1,444,000,000","1,425,000,000","1,347,000,000","1,116,000,000","1,486,000,000","1,463,000,000","1,353,000,000","1,110,000,000","1,329,000,000","1,288,000,000","1,161,000,000","995,000,000","1,131,000,000","1,039,000,000","1,063,000,000","54,000,000","1,070,000,000","945,000,000","890,000,000","663,000,000","813,000,000","752,000,000","735,000,000","562,464,000","715,990,000","593,407,000","592,280,000","842,826,000","555,067,000","444,316,000","352,579,000","-180,270,000","386,456,000","205,057,000","338,166,000","84,756,000","300,191,000","150,569,000","207,781,000","-1,810,037,000","734,407,000","734,407,000","734,407,000","-1,598,326,000","648,333,000","648,333,000","648,333,000","1,324,000","135,821,000","61,753,000","-645,807,000","-100,803,000","154,470,000","66,028,000"
TaxRateForCalcs,"0.157","0.157","0.143","0.166","0.165","0.177","0.21","0.16","0.148","0.152","0.169","0.187","0.155","0.26","0.161","0.183","0.173","0.4","0.26","0.277","0.269","0.288","0.275","0.28","0.283","0.132","0.277","0.257","0.239","0.205","0.285","0.322","0.32","0.316","0.299","0.312","0.305","0.323","0.276","0.281","0.318","0.35","0.305","0.318","0.328","0.287","0.323","0.358","0.345","0.358","0.329","0.35","0.332","0.35","0.341","0.39","0.351","0.349","0.348","0.347","0.36","0.4","0.339","0.4","0.343","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.377","0.332","0.353","0.353","0.4","0.367","0.354"
TaxEffectOfUnusualItems,"80,227,000","15,256,110.521","22,308,000","28,386,000","14,355,000","27,029,059.041","-23,310,000","6,720,000","-16,576,000","18,030,303.03","-12,168,000","28,798,000","4,805,000","-183,878,189.3","0","-24,705,000","-22,144,000","-400,000","-2,080,000","-5,263,000","-9,953,000","2,883,295.195","0","-24,640,000","-8,490,000","921,951.22","4,709,000","-19,275,000","23,183,000","-1,841,112.214","7,410,000","1,932,000","2,240,000","-38,252,469.813","-897,000","3,432,000","2,440,000","-10,344,519.016","-827,392.12","-1,964,028.777","-1,273,273.273","-2,450,000","5,182,524.272","-636,771.3","-655,502.392","-8,608,247.423","323,337.679","4,649,368.864","3,453,237.41","-15,116,406.098","5,830,065.275","3,682,137.768","8,099,967.345","-33,434,800","-274,562,787.77","-642,641,849.316","66,093,518.81","131,932,771.422","-3,785,963.368","30,801,561.047","-14,399.952","-5,615,200","-99,068.019","-159,936,800","52,137.945","0","0","0","0","0","0","0","0","-7,533,887.679","3,743,321.447","6,635,372.234","2,767,149.191","5,106,000","-128,348.882","1,998,951.378"
