name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
OtherIncomeExpense,"-206,100,000","-151,700,000","-20,600,000","-17,400,000","-16,400,000","-202,000,000","-82,100,000","-47,700,000","-22,100,000","-106,100,000","13,200,000","-13,400,000","-14,800,000","5,700,000","-9,100,000","-3,100,000","-7,800,000","-17,000,000","12,000,000","-5,600,000","1,100,000","-14,300,000","-202,100,000","-12,900,000","-18,200,000","-3,800,000","-400,000","900,000",,"-19,200,000","-400,000","-4,300,000","1,000,000","800,000","-41,300,000","-56,100,000","-67,600,000","-10,700,000","-33,400,000","-109,800,000","3,800,000","-6,300,000","-10,000,000","-218,000,000","-300,000","-2,200,000","-44,400,000","-2,600,000","-136,700,000","-116,500,000","-43,700,000","139,100,000","-36,000,000","-183,800,000","-6,200,000","-3,800,000","-4,200,000","7,000,000","-2,800,000","-3,500,000","-3,700,000","-4,500,000","-700,000","-3,100,000","-3,200,000","9,000,000","-3,600,000","-300,000",,"10,200,000","-2,600,000","-3,600,000","-2,800,000","0","900,000","-1,600,000","-1,400,000","4,800,000","100,000","300,000","100,000","-100,100,000",,"700,000","1,300,000","7,500,000","-5,700,000","200,000","200,000","-3,600,000","300,000","400,000","2,500,000","-700,000","100,000","400,000"
	EarningsFromEquityInterest,"-188,500,000","-144,500,000","-15,100,000","-12,400,000","-16,500,000","-87,400,000","-8,200,000","-9,400,000","-13,200,000","-85,000,000","-4,000,000","-11,500,000","-11,600,000","-30,100,000","-5,600,000","-100,000","0","-19,200,000","-2,200,000","-3,100,000","-2,900,000","-6,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-17,100,000","-6,100,000","-4,600,000","-4,700,000","-1,700,000","-115,000,000","-75,800,000","-40,900,000","-8,000,000","-25,900,000","15,500,000","-1,700,000","-3,300,000","35,700,000","-4,600,000","-4,100,000","-8,800,000","400,000","13,700,000","-2,700,000","2,800,000","-7,100,000","-203,400,000","-14,500,000","-17,500,000","-4,500,000","0","0",,"-19,700,000","-300,000","-4,700,000","0","0","-42,300,000","-56,400,000","-67,800,000","-14,100,000","-33,400,000","-109,800,000","3,800,000","-6,300,000","-10,000,000","-218,000,000","-300,000","-2,200,000","-44,400,000","-2,600,000","-136,700,000","-116,500,000","-43,700,000","139,100,000","-36,000,000","-183,800,000","-6,200,000","-3,800,000","-4,200,000","7,000,000","-2,800,000","-3,500,000","-3,700,000","-4,500,000","-700,000","-3,100,000","-3,200,000","9,000,000","-3,600,000","-300,000",,"10,200,000","-2,600,000","-3,600,000","-2,800,000","0","900,000","-1,600,000","-1,400,000","4,800,000","100,000","300,000","100,000","-100,100,000",,"700,000","1,300,000","7,500,000","-5,700,000","200,000","200,000","-3,600,000","300,000","400,000","2,500,000","-700,000","100,000","400,000"
		RestructuringAndMergernAcquisition,"16,600,000","5,400,000","4,600,000","3,800,000","2,800,000","4,200,000","9,800,000","4,000,000","7,600,000","7,500,000","8,500,000","1,500,000","3,000,000","3,900,000","9,200,000","3,800,000","9,500,000","5,400,000","3,700,000","4,100,000","4,400,000","7,200,000","7,200,000","14,500,000","11,900,000","0","0","0",,"0","0","1,800,000","0","0","700,000","3,000,000","4,900,000","11,100,000",,,,"0","0","0","0","1,800,000","2,600,000","1,400,000","5,600,000","7,300,000","12,300,000","12,300,000","31,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,800,000","19,400,000",,,"25,500,000","1,100,000","500,000",,,,"4,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"66,000,000","34,500,000","31,600,000","4,300,000","9,600,000",,,,"0",,"300,000",,"900,000",,,"1,100,000","0","196,200,000",,"5,600,000","4,500,000",,,,"-300,000","300,000","2,900,000",,"0","41,600,000","54,200,000","64,000,000","1,200,000",,,,"31,100,000","4,200,000","218,000,000","300,000","400,000","41,800,000","1,200,000","131,100,000","109,200,000","31,400,000","-151,400,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"-500,000","-700,000","0","-900,000","1,100,000","-44,800,000","-31,500,000","-5,300,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,"-8,800,000","24,000,000","-200,000","-300,000","39,800,000","4,600,000",,"700,000","6,700,000","17,400,000","1,400,000","8,300,000","100,000",,,,"0",,,,"-20,000,000","0","0","0","0","0","800,000","1,100,000","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-500,000","-1,100,000","-900,000","-300,000","1,800,000","400,000","1,900,000","2,600,000","-900,000","4,800,000","1,700,000","-200,000","100,000","100,000","1,100,000","1,100,000","1,000,000","1,800,000","500,000","200,000","100,000","-1,100,000","1,300,000","1,600,000","-700,000","700,000","-400,000","900,000",,"500,000","-100,000","400,000","1,000,000","800,000","1,000,000","300,000","200,000","2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,575,100,000","276,900,000","470,700,000","427,400,000","400,100,000","201,300,000","318,700,000","300,100,000","322,600,000","284,900,000","369,500,000","328,600,000","312,800,000","357,300,000","340,300,000","312,600,000","310,600,000","295,700,000","356,700,000","333,400,000","296,200,000","294,700,000","126,900,000","291,700,000","252,600,000","261,900,000","350,800,000","298,700,000","284,500,000","79,000,000","295,400,000","290,700,000","220,200,000","313,400,000","263,400,000","91,100,000","183,300,000","199,100,000","223,100,000","178,600,000","223,100,000","259,000,000","296,000,000","91,300,000","260,000,000","260,800,000","229,700,000","270,300,000","116,200,000","80,500,000","212,100,000","372,000,000","200,400,000","-177,600,000","145,400,000","67,700,000","123,800,000","131,000,000","109,000,000","133,700,000","94,400,000","108,900,000","116,400,000","114,200,000","104,200,000","96,800,000","102,900,000","103,900,000","105,600,000","92,900,000","100,800,000","98,200,000","91,800,000","89,900,000","72,000,000","97,500,000","88,000,000","99,200,000","100,400,000","98,400,000","88,500,000","-55,900,000","91,500,000","93,700,000","80,000,000","88,900,000","89,500,000","96,200,000","81,600,000","82,000,000","85,300,000","88,600,000","70,600,000","74,400,000","72,200,000","39,200,000"
TaxProvision,"282,800,000","-36,200,000","119,900,000","95,400,000","103,700,000","-35,000,000","58,500,000","73,800,000","75,800,000","-5,100,000","71,500,000","77,700,000","77,900,000","56,200,000","77,400,000","76,900,000","72,700,000","-368,800,000","133,400,000","130,000,000","108,400,000","105,100,000","41,200,000","110,700,000","95,700,000","89,500,000","135,600,000","108,400,000","112,000,000","28,500,000","109,600,000","111,700,000","87,600,000","76,700,000","92,300,000","34,700,000","58,400,000","72,100,000","70,300,000","29,100,000","80,300,000","68,000,000","102,400,000","45,100,000","101,900,000","112,900,000","95,200,000","110,400,000","51,000,000","44,600,000","91,100,000","145,800,000","87,000,000","-46,000,000","56,700,000","27,000,000","47,700,000","48,900,000","42,000,000","46,500,000","40,500,000","42,000,000","39,100,000","43,400,000","39,600,000","36,800,000","39,100,000","39,500,000","40,100,000","35,300,000","38,300,000","37,300,000","34,900,000","34,200,000","27,300,000","37,100,000","33,400,000","37,700,000","38,200,000","37,400,000","33,600,000","-17,000,000","34,800,000","35,600,000","30,400,000","32,400,000","34,500,000","37,000,000","31,400,000","31,600,000","32,800,000","34,100,000","27,200,000","26,800,000","26,000,000","14,100,000"
NetIncomeCommonStockholders,"1,290,400,000","313,100,000","350,300,000","331,100,000","295,900,000","235,400,000","260,000,000","225,500,000","246,300,000","289,300,000","298,300,000","251,500,000","234,200,000","300,900,000","263,400,000","234,900,000","237,700,000","664,400,000","223,200,000","202,900,000","187,800,000","189,500,000","85,600,000","180,800,000","156,700,000","172,200,000","215,000,000","190,300,000","172,400,000","50,300,000","185,800,000","179,000,000","132,500,000","236,600,000","171,400,000","56,300,000","124,600,000","127,000,000","152,700,000","149,200,000","142,900,000","191,000,000","193,500,000","46,500,000","158,200,000","147,600,000","134,200,000","159,700,000","65,000,000","35,600,000","120,500,000","225,900,000","113,000,000","-131,700,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","16,800,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
	NetIncome,"1,290,400,000","313,100,000","350,300,000","331,100,000","295,900,000","235,400,000","260,000,000","225,500,000","246,300,000","289,300,000","298,300,000","251,500,000","234,200,000","300,900,000","263,400,000","234,900,000","237,700,000","664,400,000","223,200,000","202,900,000","187,800,000","189,500,000","85,600,000","180,800,000","156,700,000","172,200,000","215,000,000","190,300,000","172,400,000","50,300,000","185,800,000","179,000,000","132,500,000","236,600,000","171,400,000","56,300,000","124,600,000","127,000,000","152,700,000","149,200,000","142,900,000","191,000,000","193,500,000","46,500,000","158,200,000","147,600,000","134,200,000","159,700,000","65,000,000","35,600,000","120,500,000","225,900,000","113,000,000","-131,700,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","16,800,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
		NetIncomeIncludingNoncontrollingInterests,"1,292,300,000","313,100,000","350,800,000","332,000,000","296,400,000","236,300,000","260,200,000","226,300,000","246,800,000","290,000,000","298,000,000","250,900,000","234,900,000","301,100,000","262,900,000","235,700,000","237,900,000","664,500,000","223,300,000","203,400,000","187,800,000","189,600,000","85,700,000","181,000,000","156,900,000","172,400,000","215,200,000","190,300,000","172,500,000","50,500,000","185,800,000","179,000,000","132,600,000","236,700,000","171,100,000","56,400,000","124,900,000","127,000,000","152,800,000","149,500,000","142,800,000","191,000,000","193,600,000","46,200,000","158,100,000","147,900,000","134,500,000","159,900,000","65,200,000","35,900,000","121,000,000","226,200,000","113,400,000","-131,600,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","16,800,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
			NetIncomeContinuousOperations,"1,292,300,000","313,100,000","350,800,000","332,000,000","296,400,000","236,300,000","260,200,000","226,300,000","246,800,000","290,000,000","298,000,000","250,900,000","234,900,000","301,100,000","262,900,000","235,700,000","237,900,000","664,500,000","223,300,000","203,400,000","187,800,000","189,600,000","85,700,000","181,000,000","156,900,000","172,400,000","215,200,000","190,300,000","172,500,000","50,500,000","185,800,000","179,000,000","132,600,000","236,700,000","171,100,000","56,400,000","124,900,000","127,000,000","152,800,000","149,500,000","142,800,000","191,000,000","193,600,000","46,200,000","158,100,000","147,900,000","134,500,000","159,900,000","65,200,000","35,900,000","121,000,000","226,200,000","113,400,000","-131,700,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","54,600,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-37,800,000",,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-1,900,000","0","-500,000","-900,000","-500,000","-900,000","-200,000","-800,000","-500,000","-700,000","300,000","600,000","-700,000","-200,000","500,000","-800,000","-200,000","-100,000","-100,000","-500,000","0","-100,000","-100,000","-200,000","-200,000","-200,000","-200,000","0","-100,000","-200,000","0","0","-100,000","-100,000","300,000","-100,000","-300,000","0","-100,000","-300,000","100,000","0","-100,000","300,000","100,000","-300,000","-300,000","-200,000","-200,000","-300,000","-500,000","-300,000","-400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,290,400,000","313,100,000","350,300,000","331,100,000","295,900,000","235,400,000","260,000,000","225,500,000","246,300,000","289,300,000","298,300,000","251,500,000","234,200,000","300,900,000","263,400,000","234,900,000","237,700,000","664,400,000","223,200,000","202,900,000","187,800,000","189,500,000","85,600,000","180,800,000","156,700,000","172,200,000","215,000,000","190,300,000","172,400,000","50,300,000","185,800,000","179,000,000","132,500,000","236,600,000","171,400,000","56,300,000","124,600,000","127,000,000","152,700,000","149,200,000","142,900,000","191,000,000","193,500,000","46,500,000","158,200,000","147,600,000","134,200,000","159,700,000","65,000,000","35,600,000","120,500,000","225,900,000","113,000,000","-131,700,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","16,800,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
BasicEPS,,"0.99","1.1","1.04","0.93","0.74","0.81","0.71","0.77","0.91","0.93","0.78","0.73","0.93","0.81","0.72","0.72","1.99","0.66","0.6","0.55","0.56","0.25","0.53","0.45","0.5","0.62","0.54","0.49","0.14","0.52","0.5","0.37","0.66","0.47","0.16","0.34","0.35","0.42","0.41","0.39",,"0.52","0.12","0.41",,"0.35","0.42","0.17",,"0.32","0.6","0.3",,"0.49","0.22","0.41",,"0.36","0.45","0.28",,"0.393","0.347","0.313",,"0.307","0.3","0.293",,"0.273","0.267","0.24",,"0.187","0.247","0.067",,"0.253","0.24","0.213",,"0.22","0.227","0.193",,"0.207","0.227","0.193",,"0.2","0.207","0.167",,"0.173","0.173"
DilutedEPS,,"0.98","1.1","1.03","0.93","0.74","0.81","0.71","0.77","0.9","0.93","0.78","0.72","0.92","0.81","0.71","0.72","1.98","0.66","0.6","0.55","0.55","0.25","0.52","0.45","0.49","0.61","0.54","0.49","0.14","0.52","0.5","0.37","0.65","0.47","0.15","0.34","0.35","0.42","0.4","0.38",,"0.52","0.12","0.41",,"0.35","0.42","0.17",,"0.32","0.59","0.3",,"0.48","0.22","0.41",,"0.35","0.45","0.28",,"0.387","0.347","0.307",,"0.3","0.293","0.287",,"0.273","0.26","0.24",,"0.187","0.247","0.067",,"0.253","0.24","0.213",,"0.22","0.227","0.193",,"0.207","0.227","0.193",,"0.2","0.207","0.167",,"0.173","0.173"
BasicAverageShares,,"317,600,000","318,600,000","319,500,000","319,400,000","319,300,000","319,200,000","319,000,000","319,600,000","319,600,000","320,600,000","321,700,000","322,300,000","324,100,000","325,500,000","327,400,000","330,700,000","333,700,000","336,500,000","338,100,000","339,900,000","340,200,000","342,600,000","343,900,000","345,400,000","347,000,000","348,900,000","350,700,000","353,300,000","354,400,000","356,300,000","356,200,000","359,800,000","361,000,000","361,700,000","362,900,000","362,700,000","363,200,000","365,400,000","367,900,000","371,000,000",,"373,200,000","378,200,000","382,200,000",,"384,000,000","382,500,000","381,400,000",,"379,700,000","379,200,000","378,900,000",,"182,300,000","182,000,000","183,400,000",,"187,800,000","192,700,000","193,700,000",,"197,550,000","202,500,000","206,400,000",,"210,000,000","213,750,000","222,300,000",,"226,950,000","229,650,000","234,000,000",,"243,300,000","243,750,000","244,950,000",,"247,200,000","251,250,000","253,650,000",,"256,650,000","257,100,000","257,700,000",,"263,550,000","263,850,000","263,250,000",,"262,368,816","263,577,888","260,269,865",,"266,405,259","262,988,006"
DilutedAverageShares,,"318,500,000","319,400,000","320,000,000","319,800,000","319,900,000","319,700,000","319,600,000","320,200,000","320,500,000","321,700,000","322,800,000","323,500,000","325,500,000","326,900,000","328,800,000","332,200,000","335,600,000","338,500,000","340,000,000","341,900,000","341,600,000","344,000,000","345,200,000","346,700,000","348,400,000","350,300,000","352,000,000","354,800,000","355,900,000","357,700,000","357,600,000","361,000,000","362,300,000","363,000,000","364,400,000","364,100,000","364,300,000","366,400,000","368,900,000","372,500,000",,"374,700,000","380,200,000","384,000,000",,"386,100,000","384,700,000","383,300,000",,"381,100,000","379,900,000","379,900,000",,"184,100,000","183,900,000","185,100,000",,"189,700,000","194,600,000","195,600,000",,"199,650,000","205,050,000","209,250,000",,"213,900,000","218,100,000","226,500,000",,"230,700,000","233,550,000","237,600,000",,"243,300,000","243,750,000","244,950,000",,"247,200,000","251,250,000","253,650,000",,"256,650,000","257,100,000","257,700,000",,"263,550,000","263,850,000","263,250,000",,"262,368,816","263,577,888","260,269,865",,"266,405,259","262,988,006"
TotalOperatingIncomeAsReported,"2,076,200,000","501,700,000","564,200,000","517,900,000","492,400,000","432,700,000","447,900,000","395,200,000","433,000,000","459,200,000","467,800,000","437,400,000","422,800,000","483,200,000","440,300,000","408,200,000","404,200,000","406,800,000","448,100,000","425,500,000","388,100,000","391,900,000","417,900,000","382,100,000","345,500,000","353,900,000","442,900,000","389,200,000","372,800,000","166,400,000","382,400,000","378,300,000","306,100,000","402,600,000","352,300,000","181,200,000","274,200,000","288,800,000","317,900,000","387,000,000","326,900,000","366,800,000","408,500,000","401,200,000","376,200,000","389,400,000","367,600,000","400,800,000","381,300,000","329,200,000","386,900,000","520,700,000","353,000,000","-111,600,000","167,000,000","85,600,000","142,200,000","139,900,000","128,300,000","153,100,000","114,700,000","129,700,000","133,400,000","134,000,000","122,400,000","115,400,000","119,400,000","122,900,000","119,500,000","109,600,000","116,500,000","116,200,000","110,000,000","106,500,000","87,300,000","113,500,000","105,400,000","118,100,000","118,200,000","116,300,000","106,900,000","62,000,000","110,400,000","111,800,000","98,900,000","102,200,000","114,200,000","115,900,000","101,700,000","105,100,000","103,500,000","102,600,000","79,400,000","79,400,000","75,300,000","70,700,000"
TotalExpenses,"9,201,700,000","2,445,000,000","2,365,100,000","2,290,200,000","2,102,300,000","2,092,900,000","2,082,900,000","2,018,300,000","2,112,900,000","2,091,600,000","2,194,600,000","2,166,200,000","2,044,500,000","2,057,300,000","2,128,600,000","2,114,100,000","2,023,400,000","2,163,500,000","2,136,400,000","2,107,500,000","2,016,500,000","1,989,900,000","2,001,000,000","1,963,700,000","1,895,300,000","1,941,800,000","1,911,300,000","1,932,300,000","1,805,900,000","2,048,700,000","1,890,900,000","1,853,300,000","1,777,200,000","1,749,100,000","1,780,900,000","1,884,600,000","1,668,500,000","1,772,800,000","1,697,500,000","1,673,600,000","1,659,100,000","1,655,100,000","1,701,900,000","1,666,000,000","1,589,100,000","1,637,600,000","1,666,000,000","1,663,100,000","1,570,300,000","1,655,200,000","1,673,400,000","1,683,200,000","1,671,300,000","1,273,300,000","667,000,000","741,900,000","637,000,000","656,100,000","677,900,000","655,300,000","650,900,000","636,500,000","653,700,000","645,800,000","615,100,000","622,700,000","610,600,000","595,700,000","557,700,000","578,100,000","583,400,000","567,000,000","527,300,000","531,400,000","560,700,000","523,800,000","489,200,000","487,200,000","491,500,000","481,900,000","445,000,000","501,500,000","472,200,000","464,200,000","436,500,000","426,900,000","424,900,000","417,600,000","399,800,000","383,700,000","387,100,000","353,000,000","324,100,000","298,000,000","279,700,000","265,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,290,400,000","313,100,000","350,300,000","331,100,000","295,900,000","235,400,000","260,000,000","225,500,000","246,300,000","289,300,000","298,300,000","251,500,000","234,200,000","300,900,000","263,400,000","234,900,000","237,700,000","664,400,000","223,200,000","202,900,000","187,800,000","189,500,000","85,600,000","180,800,000","156,700,000","172,200,000","215,000,000","190,300,000","172,400,000","50,300,000","185,800,000","179,000,000","132,500,000","236,600,000","171,400,000","56,300,000","124,600,000","127,000,000","152,700,000","149,200,000","142,900,000","191,000,000","193,500,000","46,500,000","158,200,000","147,600,000","134,200,000","159,700,000","65,000,000","35,600,000","120,500,000","225,900,000","113,000,000","-131,700,000","88,700,000","40,700,000","76,100,000","82,100,000","67,000,000","87,200,000","53,900,000","66,900,000","77,300,000","70,800,000","64,600,000","60,000,000","63,800,000","64,400,000","65,500,000","57,600,000","62,500,000","60,900,000","56,900,000","55,700,000","44,700,000","60,400,000","54,600,000","61,500,000","62,200,000","61,000,000","54,900,000","-38,900,000","56,700,000","58,100,000","49,600,000","56,500,000","55,000,000","59,200,000","50,200,000","50,400,000","52,500,000","54,500,000","43,400,000","47,600,000","46,200,000","25,100,000"
NormalizedIncome,"1,304,422,000","317,553,000","353,727,000","334,747,200","297,159,700","319,350,000","321,886,288.045","256,297,700","252,420,000","308,207,000","285,799,323.41","252,798,800","236,675,000","270,815,281.276","266,955,800","237,987,300","244,440,800","664,160,000","214,623,800","204,544,300","186,024,800","194,067,899.559","222,895,000","189,790,000","167,567,500","175,162,199.313","215,000,000","190,300,000","172,400,000","62,893,037.975","185,988,700","181,895,200","132,500,000","236,600,000","198,895,000","91,211,600","170,771,800","135,993,972.878","175,575,481.847","241,109,854.423","140,467,727.476","195,645,945.946","200,040,540.541","188,200,000","158,382,423.077","149,030,000","163,060,000","161,390,000","153,855,000","111,325,000","148,905,000","141,318,225.806","136,400,000","4,494,144.144","92,482,255.846","42,984,490.399","78,681,744.75","77,712,977.099","68,721,100.917","89,482,722.513","56,305,000","69,664,462.81","77,764,862.543","72,721,891.419","66,583,877.159","54,421,487.603","66,032,069.971","64,585,948.027","65,500,000","51,275,780.409","64,112,103.175","63,132,586.558","58,635,511.983","55,700,000","44,141,250","61,391,179.487","55,468,636.364","58,524,193.548","62,138,047.809","60,814,024.39","54,837,966.102","30,758,139.535","56,700,000","57,665,955.176","48,794,000","51,733,408.324","58,502,793.296","59,076,923.077","50,076,960.784","52,612,682.927","52,315,357.562","54,253,950.339","41,863,172.805","48,047,849.462","46,136,011.08","24,843,877.551"
InterestIncome,"2,500,000","500,000","600,000","600,000","800,000","1,200,000","500,000","3,300,000","300,000","1,000,000","2,000,000","1,400,000","1,900,000","600,000","500,000","200,000","200,000","0","300,000","300,000","300,000","0","200,000","200,000","500,000","200,000","100,000","100,000","300,000","0","100,000","300,000","100,000","200,000","100,000","100,000","300,000","200,000","300,000","200,000","300,000","0","0","100,000","200,000","200,000","400,000","100,000","0","300,000","500,000","500,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"314,600,000","79,700,000","78,100,000","78,400,000","78,400,000","78,200,000","88,900,000","91,600,000","96,600,000","95,100,000","98,000,000","98,500,000","100,400,000","121,700,000","88,200,000","88,200,000","85,900,000","83,800,000","81,200,000","80,500,000","80,400,000","80,300,000","79,500,000","82,600,000","83,000,000","82,900,000","81,600,000","81,400,000","79,300,000","78,300,000","77,500,000","77,300,000","77,400,000","80,000,000","79,900,000","80,000,000","79,500,000","46,000,000","93,200,000","98,800,000","104,300,000","104,800,000","108,300,000","111,400,000","115,700,000","120,400,000","122,000,000","130,500,000","134,500,000","147,100,000","144,800,000","150,500,000","153,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-312,100,000","-79,200,000","-77,500,000","-77,800,000","-77,600,000","-77,000,000","-88,400,000","-88,300,000","-96,300,000","-94,100,000","-96,000,000","-97,100,000","-98,500,000","-121,100,000","-87,700,000","-88,000,000","-85,700,000","-83,800,000","-80,900,000","-80,200,000","-80,100,000","-80,300,000","-79,300,000","-82,400,000","-82,500,000","-82,700,000","-81,500,000","-81,300,000","-79,000,000","-78,300,000","-77,400,000","-77,000,000","-77,300,000","-79,800,000","-79,800,000","-79,900,000","-79,200,000","-45,800,000","-92,900,000","-98,600,000","-104,000,000","-104,800,000","-108,300,000","-111,300,000","-115,500,000","-120,200,000","-121,600,000","-130,400,000","-134,500,000","-146,800,000","-144,300,000","-150,000,000","-152,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
