name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"66,037,000,000","19,166,000,000","15,229,000,000","15,857,000,000","14,123,000,000","19,823,000,000","15,432,000,000","14,099,000,000","18,310,000,000","17,143,000,000","18,678,000,000","17,497,000,000","16,302,000,000","15,662,000,000","16,289,000,000","21,185,000,000","14,805,000,000","15,993,000,000","16,104,000,000","17,245,000,000","16,269,000,000","12,076,000,000","17,723,000,000","15,244,000,000","18,433,000,000","17,044,000,000","18,031,000,000","16,166,000,000","18,710,000,000","19,119,000,000","18,846,000,000","18,266,000,000","17,085,000,000","18,458,000,000","16,337,000,000","15,721,000,000","17,683,000,000","17,333,000,000","16,503,000,000","18,398,000,000","15,916,000,000","16,745,000,000","20,458,000,000","17,150,000,000","15,912,000,000","12,837,000,000","12,338,000,000","14,246,000,000","13,190,000,000","12,341,000,000","10,238,000,000","8,266,000,000","10,216,000,000","13,885,000,000","13,378,000,000","13,715,000,000","13,027,000,000","13,821,000,000","13,055,000,000","13,219,000,000","12,912,000,000","12,893,000,000","12,551,000,000","11,409,000,000","11,585,000,000","11,546,000,000","12,012,000,000","10,949,000,000","10,294,000,000","10,053,000,000","10,048,000,000","9,579,000,000","9,503,000,000","9,746,000,000","8,816,000,000","8,878,000,000","8,377,000,000","8,801,000,000","8,124,000,000","8,272,000,000","8,002,000,000","8,176,000,000","7,970,000,000","7,811,000,000","7,971,000,000","11,458,000,000","6,253,000,000","6,570,000,000","7,666,000,000"
	OperatingRevenue,"66,037,000,000","19,166,000,000","15,229,000,000","15,857,000,000","14,123,000,000","19,823,000,000","15,432,000,000","14,099,000,000","18,310,000,000","17,143,000,000","18,678,000,000","17,497,000,000","16,302,000,000","15,662,000,000","16,289,000,000","21,185,000,000","14,805,000,000","15,993,000,000","16,104,000,000","17,245,000,000","16,269,000,000","12,076,000,000","17,723,000,000","15,244,000,000","18,433,000,000","17,044,000,000","18,031,000,000","16,166,000,000","18,710,000,000","19,119,000,000","18,846,000,000","18,266,000,000","17,085,000,000","18,458,000,000","16,337,000,000","15,721,000,000","17,683,000,000","17,333,000,000","16,503,000,000","18,398,000,000","15,916,000,000","16,745,000,000","20,458,000,000","17,150,000,000","15,912,000,000","12,837,000,000","12,338,000,000","14,246,000,000","13,190,000,000","12,341,000,000","10,238,000,000","8,266,000,000","10,216,000,000","13,885,000,000","13,378,000,000","13,715,000,000","13,027,000,000","13,821,000,000","13,055,000,000","13,219,000,000","12,912,000,000","12,893,000,000","12,551,000,000","11,409,000,000","11,585,000,000","11,546,000,000","12,012,000,000","10,949,000,000","10,294,000,000","10,053,000,000","10,048,000,000","9,579,000,000","9,503,000,000","9,746,000,000","8,816,000,000","8,878,000,000","8,377,000,000","8,801,000,000","8,124,000,000","8,272,000,000","8,002,000,000","8,176,000,000","7,970,000,000","7,811,000,000","7,971,000,000","11,458,000,000","6,253,000,000","6,570,000,000","7,666,000,000"
NetNonOperatingInterestIncomeExpense,"-920,000,000","-224,000,000","-240,000,000","-228,000,000","-228,000,000","-230,000,000","-229,000,000","-232,000,000","-222,000,000","-224,000,000","-223,000,000","-274,000,000","-234,000,000","-260,000,000","-267,000,000","-309,000,000","-286,000,000","-278,000,000","-284,000,000","-295,000,000","-296,000,000","-291,000,000","-292,000,000","-306,000,000","-312,000,000","-300,000,000","-302,000,000","-308,000,000","-298,000,000","-297,000,000","-295,000,000","-312,000,000","-312,000,000","-323,000,000","-317,000,000","-321,000,000","-323,000,000","-348,000,000","-345,000,000","-362,000,000","-379,000,000","262,000,000","-451,000,000","-443,000,000","-438,000,000","311,000,000","-430,000,000",,,,,,,"267,000,000","-263,000,000",,"-1,630,000,000","-310,000,000","-287,000,000","-267,000,000","-1,628,000,000","-229,000,000","-246,000,000","-214,000,000","-211,000,000","-197,000,000","-194,000,000","-137,000,000","-131,000,000",,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"920,000,000","224,000,000","240,000,000","228,000,000","228,000,000","230,000,000","229,000,000","232,000,000","222,000,000","224,000,000","223,000,000","274,000,000","234,000,000","260,000,000","267,000,000","309,000,000","286,000,000","278,000,000","284,000,000","295,000,000","296,000,000","291,000,000","292,000,000","306,000,000","312,000,000","300,000,000","302,000,000","308,000,000","298,000,000","297,000,000","295,000,000","312,000,000","312,000,000","323,000,000","317,000,000","321,000,000","323,000,000","348,000,000","345,000,000","362,000,000","379,000,000","-262,000,000","451,000,000","443,000,000","438,000,000","-311,000,000","430,000,000",,,,,,,"-267,000,000","263,000,000",,"1,630,000,000","310,000,000","287,000,000","267,000,000","1,628,000,000","229,000,000","246,000,000","214,000,000","211,000,000","197,000,000","194,000,000","137,000,000","131,000,000",,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"2,619,000,000","661,000,000","663,000,000","664,000,000","631,000,000","499,000,000","455,000,000","456,000,000","439,000,000","451,000,000","419,000,000","478,000,000","494,000,000","452,000,000","479,000,000","475,000,000","474,000,000","406,000,000","301,000,000","382,000,000","374,000,000","419,000,000","366,000,000","487,000,000","487,000,000","486,000,000","484,000,000","518,000,000","495,000,000","544,000,000","518,000,000","490,000,000","478,000,000","474,000,000","476,000,000","490,000,000","480,000,000","461,000,000","455,000,000","393,000,000","597,000,000","654,000,000","720,000,000","592,000,000","566,000,000","647,000,000","624,000,000","544,000,000","513,000,000","601,000,000","602,000,000","572,000,000","554,000,000","445,000,000","421,000,000","371,000,000","395,000,000","1,783,000,000","1,679,000,000","1,718,000,000","1,664,000,000","1,592,000,000","1,527,000,000","335,000,000","328,000,000","323,000,000","348,000,000","301,000,000","299,000,000","309,000,000","292,000,000","356,000,000","483,000,000","696,000,000","250,000,000","300,000,000","76,000,000","848,000,000","51,000,000","196,000,000","275,000,000","377,000,000","346,000,000","373,000,000","411,000,000","401,000,000","671,000,000","695,000,000","665,000,000"
	SecuritiesAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"838,000,000","1,298,000,000","559,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,"0","0","0","0","-260,000,000",,,,,,,,,,,"0","0",,,"-3,579,000,000","-720,000,000","1,159,000,000","1,272,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,"0","0","0","0","260,000,000",,,,,,,,,,,"0","0",,,"0","1,868,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,148,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"8,126,000,000","1,306,000,000","2,042,000,000","4,487,000,000","291,000,000","164,000,000","923,000,000","197,000,000","5,643,000,000","-37,000,000","2,791,000,000","2,297,000,000","1,744,000,000","2,471,000,000","1,079,000,000","1,101,000,000","1,656,000,000","1,054,000,000","501,000,000","1,002,000,000","817,000,000","-3,565,000,000","548,000,000","-100,000,000","2,922,000,000","1,135,000,000","2,163,000,000","1,113,000,000","3,059,000,000","2,076,000,000","2,952,000,000","1,950,000,000","1,826,000,000","1,268,000,000","976,000,000","561,000,000","1,247,000,000","-477,000,000","-1,010,000,000","3,338,000,000","-409,000,000","1,520,000,000","5,306,000,000","1,720,000,000","1,483,000,000","3,000,000","385,000,000","2,371,000,000","1,191,000,000","179,000,000","-1,175,000,000","-2,374,000,000","-960,000,000","1,449,000,000","1,589,000,000","1,326,000,000","867,000,000","1,576,000,000","1,387,000,000","1,633,000,000","1,443,000,000","1,067,000,000","1,314,000,000","836,000,000","1,046,000,000","803,000,000","985,000,000","1,463,000,000","1,149,000,000","726,000,000","1,000,000,000","1,106,000,000","963,000,000","727,000,000","707,000,000","799,000,000","425,000,000","208,000,000","438,000,000","557,000,000","520,000,000","-420,000,000","239,000,000","493,000,000","427,000,000","437,000,000","312,000,000","192,000,000","475,000,000"
