name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
		OtherSpecialCharges,"-152,310,000","-16,765,000",,,,"0","44,814,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"748,000","76,000",,"417,000","541,000","571,000","382,000","300,000","373,000","643,000","-1,752,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"0",,,"135,545,000",,"0","0","0","0","0","0","0","-2,075,000","6,947,000","13,040,000","25,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"18,429,000","6,410,000","211,000","-3,682,000","15,490,000","4,392,000","1,869,000","-10,399,000","-1,515,000","579,000","8,024,000","-247,000","-824,000","-1,026,000","-827,000","1,120,000","899,000","1,795,000","1,171,000","-407,000","889,000","3,320,000","1,954,000","1,248,000","1,884,000","1,059,000","5,367,000","-468,000","-962,000","-251,000","-287,000","175,000","-229,000","-152,000","5,000","-280,000","211,000","550,000","-748,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"969,870,000","177,097,000","198,833,000","379,187,000","214,753,000","156,155,000","14,167,000","58,956,000","96,854,000","110,582,000","53,098,000","91,006,000","21,053,000","110,966,000","37,953,000","75,072,000","-42,871,000","28,377,000","-61,940,000","-142,751,000","48,497,000","106,185,000","44,748,000","77,191,000","60,307,000","96,667,000","51,792,000","79,512,000","44,240,000","92,288,000","46,448,000","79,256,000","56,691,000","86,472,000","56,624,000","71,563,000","51,780,000","77,909,000","46,811,000","60,493,000","50,383,000","66,942,000","44,427,000","48,200,000","42,615,000","46,727,000","29,385,000","30,407,000","27,566,000","38,403,000","22,480,000","25,618,000","29,025,000","51,313,000","28,825,000","42,465,000","22,138,000","63,847,000","18,660,000","19,481,000","12,173,000","37,446,000","11,574,000","26,289,000","10,563,000","25,553,000","-2,073,000","-501,000","-17,541,000","12,785,000","2,502,000","15,852,000","3,323,000","9,886,000","8,171,000","19,756,000","-2,257,000","-20,022,000","23,630,000","27,316,000","-6,640,000","29,297,000","-14,515,000","-20,774,000","-2,194,000","11,133,000","6,936,000","5,413,000","17,773,000","26,000,000","8,200,000","40,700,000","42,200,000","48,200,000","36,600,000","37,700,000","33,500,000","43,300,000","28,600,000","31,000,000","31,400,000","32,800,000","-9,700,000","22,100,000","20,500,000","20,200,000","10,800,000","10,900,000","11,100,000","12,900,000","6,200,000","6,600,000","6,900,000","7,600,000"
TaxProvision,"176,310,000","-32,262,000","49,968,000","107,951,000","50,653,000","36,548,000","-2,797,000","3,879,000","21,757,000","42,881,000","11,710,000","-12,400,000","258,000","26,946,000","26,200,000","28,802,000","-23,284,000","-78,930,000","-13,760,000","-50,470,000","12,064,000","39,700,000","14,264,000","29,280,000","20,140,000","30,904,000","21,426,000","28,357,000","15,889,000","33,144,000","12,602,000","26,216,000","18,955,000","25,054,000","18,430,000","25,049,000","15,105,000","19,086,000","15,436,000","19,009,000","16,162,000","21,918,000","13,963,000","15,977,000","13,424,000","10,033,000","9,310,000","10,294,000","8,163,000","12,687,000","2,413,000","8,433,000","9,029,000","17,672,000","10,044,000","12,337,000","7,545,000","25,028,000","6,166,000","5,433,000","3,981,000","14,876,000","1,966,000","8,045,000","2,793,000","10,743,000","-352,000","318,000","-2,834,000","7,548,000","2,342,000","4,824,000","2,859,000","3,009,000","2,697,000","6,902,000","-745,000","-5,604,000","8,034,000","9,061,000","-2,324,000","10,254,000","-8,199,000","-10,555,000","-812,000","7,236,000","1,293,000","3,031,000","14,985,000","9,500,000","5,200,000","14,300,000","13,400,000","18,100,000","17,000,000","14,700,000","13,400,000","17,700,000","11,200,000","12,500,000","13,200,000","13,800,000","9,700,000","9,500,000","8,800,000","8,700,000","4,600,000","4,700,000","5,000,000","5,800,000","2,800,000","3,000,000","3,100,000","3,400,000"
NetIncomeCommonStockholders,"793,560,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","30,484,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000","58,823,000","31,375,000","41,484,000","34,221,000","45,024,000","30,464,000","32,223,000","29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","29,900,000","14,593,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-8,066,000","-8,454,000","-53,580,000","3,897,000","3,914,000","2,382,000","2,788,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,200,000","6,200,000","6,100,000","7,100,000","3,400,000","3,600,000","3,800,000","4,200,000"
	NetIncome,"793,560,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","30,484,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000","58,823,000","31,375,000","41,484,000","34,221,000","45,024,000","30,464,000","32,223,000","29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","29,900,000","14,593,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-8,066,000","-8,454,000","-53,580,000","3,897,000","3,914,000","2,382,000","2,788,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,200,000","6,200,000","6,100,000","7,100,000","3,400,000","3,600,000","3,800,000","4,200,000"
		NetIncomeIncludingNoncontrollingInterests,"793,560,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","30,484,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000","58,823,000","31,375,000","41,484,000","34,221,000","45,024,000","30,464,000","32,223,000","29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","29,900,000","14,593,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-8,066,000","-8,454,000","-53,580,000","3,897,000","3,914,000","2,382,000","2,788,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,100,000","6,200,000","6,100,000","7,100,000","3,400,000","3,600,000","3,800,000","4,200,000"
			NetIncomeContinuousOperations,"793,560,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","30,484,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000","58,823,000","31,375,000","41,484,000","34,221,000","45,024,000","30,464,000","32,223,000","29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","30,128,000","14,593,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-6,316,000","-10,219,000","-1,382,000","3,897,000","5,643,000","2,382,000","2,788,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,200,000","6,200,000","6,100,000","7,100,000","3,400,000","3,600,000","3,800,000","4,200,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"-228,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-39,924,000",,"-12,259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,765,000","-39,939,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"793,560,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","30,484,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000","58,823,000","31,375,000","41,484,000","34,221,000","45,024,000","30,464,000","32,223,000","29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","29,900,000","14,593,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-8,066,000","-8,454,000","-53,580,000","3,897,000","3,914,000","2,382,000","2,788,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,200,000","6,200,000","6,100,000","7,100,000","3,400,000","3,600,000","3,800,000","4,200,000"
BasicEPS,,"2.54","1.78","3.16","1.86","1.34","0.19","0.62","0.84","0.76","0.46","1.15","0.23","0.93","0.13","0.51","-0.22","1.18","-0.53","-1.03","0.44","0.8","0.37","0.58","0.49","0.8","0.37","0.61","0.33","0.67","0.38","0.59","0.41","0.67","0.41","0.5","0.39","0.63","0.34","0.44","0.37","0.48","0.32","0.33","0.3",,"0.21","0.21","0.2",,"0.21","0.18","0.21",,"0.2","0.32","0.22",,"0.12","0.13","0.08",,"0.08","0.16","0.07",,"-0.02","-0.01","-0.13",,"0","0.08","0",,"0.07","0.16","-0.02","-0.18",,"0.22","-0.05","0.23",,"-0.1","-0.62","0.05",,"0.03","0.03","0.19",,"0.25","0.28","0.3",,"0.23","0.2","0.26",,"0.18","0.18","0.19",,"0.13","0.06","0.06",,"0.035","0.018","0.02",,"0.005","0.006","0.006"
DilutedEPS,,"2.5","1.76","3.13","1.84","1.33","0.19","0.61","0.83","0.75","0.46","1.13","0.23","0.92","0.13","0.5","-0.22","1.16","-0.53","-1.03","0.43","0.79","0.36","0.57","0.48","0.78","0.36","0.61","0.32","0.66","0.38","0.58","0.4","0.65","0.4","0.49","0.38","0.61","0.33","0.43","0.36","0.46","0.31","0.32","0.29",,"0.2","0.2","0.19",,"0.21","0.18","0.21",,"0.19","0.3","0.21",,"0.11","0.13","0.08",,"0.08","0.16","0.07",,"-0.02","-0.01","-0.13",,"0","0.08","0",,"0.07","0.13","-0.02","-0.18",,"0.16","-0.05","0.17",,"-0.1","-0.62","0.04",,"0.03","0.03","0.18",,"0.25","0.27","0.29",,"0.22","0.19","0.25",,"0.18","0.18","0.19",,"0.13","0.06","0.06",,"0.035","0.018","0.02",,"0.005","0.006","0.006"
BasicAverageShares,,"82,500,000","83,600,000","85,712,000","88,352,000","89,339,000","89,378,000","89,323,000","89,219,000","89,428,000","89,846,000","90,112,000","89,882,000","90,400,000","90,854,000","91,048,000","91,005,000","90,785,000","90,624,000","89,297,000","82,835,000","82,637,000","82,638,000","82,559,000","82,451,000","82,677,000","82,989,000","83,203,000","86,539,000","87,647,000","88,513,000","89,521,000","91,669,000","92,205,000","92,689,000","93,574,000","93,595,000","93,488,000","93,522,000","93,350,000","93,416,000","94,691,000","96,057,000","96,886,000","96,442,000",,"95,473,000","95,657,000","95,963,000",,"94,872,000","94,370,000","93,898,000",,"94,539,000","94,845,000","97,790,000",,"104,728,000","104,259,000","103,521,000",,"113,523,000","113,525,000","113,769,000",,"112,542,000","111,880,000","111,324,000",,"121,767,000","132,129,000","130,311,000",,"78,026,000","79,234,000","80,492,000","81,379,000",,"83,719,000","84,613,000","83,883,000",,"86,341,000","86,551,000","86,048,000",,"86,291,000","87,040,000","88,537,000",,"105,600,000","102,857,143","100,333,333",,"100,000,000","100,500,000","98,461,538",,"102,777,778","101,111,111","100,000,000",,"96,923,077","92,169,000","89,088,000",,"92,372,000","84,468,000","83,580,000",,"81,448,000","80,444,000","81,608,000"
DilutedAverageShares,,"83,800,000","84,800,000","86,589,000","89,139,000","90,081,000","89,955,000","89,780,000","90,066,000","90,561,000","90,887,000","91,188,000","91,004,000","91,701,000","92,148,000","92,156,000","91,005,000","92,152,000","90,624,000","89,297,000","84,095,000","83,939,000","83,803,000","83,476,000","83,464,000","83,890,000","84,113,000","84,271,000","87,773,000","88,956,000","89,708,000","90,744,000","93,209,000","93,946,000","94,355,000","95,188,000","95,537,000","95,716,000","95,611,000","95,423,000","96,199,000","97,037,000","98,259,000","99,340,000","99,451,000",,"98,797,000","98,855,000","99,649,000",,"97,657,000","96,523,000","95,763,000",,"98,552,000","98,895,000","101,363,000",,"109,197,000","109,571,000","108,263,000",,"116,255,000","115,743,000","115,798,000",,"112,542,000","111,880,000","112,416,000",,"124,318,000","135,335,000","133,180,000",,"128,934,000","127,959,000","80,492,000","81,379,000",,"132,299,000","84,613,000","129,578,000",,"86,341,000","86,870,000","86,816,000",,"88,757,000","90,512,000","90,672,000",,"105,600,000","106,666,667","103,793,103",,"104,545,455","105,789,474","102,400,000",,"102,777,778","101,111,111","100,000,000",,"96,923,077","92,169,000","89,088,000",,"92,372,000","84,468,000","83,580,000",,"81,448,000","80,444,000","81,608,000"
TotalOperatingIncomeAsReported,"915,751,000","185,404,000","230,221,000","274,714,000","225,412,000","178,130,000","87,650,000","99,651,000","124,718,000","136,139,000","69,147,000","116,002,000","48,799,000","129,606,000","52,724,000","86,096,000","-8,711,000","62,894,000","-24,349,000","-98,388,000","53,514,000","108,687,000","48,726,000","83,299,000","64,429,000","101,621,000","52,474,000","85,220,000","48,682,000","95,840,000","49,391,000","81,761,000","59,170,000","88,757,000","58,743,000","73,987,000","54,005,000","79,661,000","49,768,000","62,722,000","53,556,000","69,463,000","47,250,000","51,568,000","45,781,000","53,074,000","32,763,000","34,230,000","29,198,000","41,744,000","27,521,000","30,761,000","34,451,000","55,781,000","34,682,000","47,575,000","26,330,000","68,003,000","23,580,000","23,065,000","18,474,000","41,072,000","15,963,000","30,595,000","15,620,000","29,742,000","1,186,000","5,138,000","-10,786,000","15,225,000","5,477,000","15,786,000","6,171,000","10,835,000","13,991,000","19,846,000","2,789,000","-12,886,000","29,121,000","34,678,000","12,508,000","33,947,000","7,771,000","-3,459,000","6,996,000","12,648,000","433,000","6,386,000","21,871,000","37,100,000","31,700,000","39,700,000","44,000,000","45,700,000","34,100,000","35,400,000","40,200,000","41,200,000","26,700,000","28,700,000","29,500,000","31,600,000","24,000,000","21,200,000","19,700,000","19,300,000","9,800,000","10,300,000","10,600,000","12,600,000","6,000,000","6,600,000","7,100,000","7,600,000"
TotalExpenses,"3,812,156,000","1,118,577,000","924,290,000","891,303,000","877,986,000","933,785,000","905,246,000","871,327,000","892,613,000","1,062,047,000","929,613,000","955,238,000","918,873,000","948,418,000","851,836,000","895,278,000","913,010,000","935,269,000","821,934,000","843,787,000","558,383,000","584,890,000","508,776,000","518,666,000","484,469,000","531,235,000","441,204,000","459,033,000","417,412,000","482,287,000","415,534,000","431,415,000","384,176,000","431,891,000","351,890,000","371,954,000","352,649,000","394,794,000","323,694,000","333,578,000","315,615,000","358,231,000","298,534,000","313,975,000","283,786,000","328,417,000","262,110,000","277,635,000","263,124,000","284,149,000","239,948,000","239,210,000","239,082,000","291,540,000","263,024,000","296,364,000","263,769,000","280,388,000","249,539,000","280,426,000","245,723,000","264,317,000","225,397,000","253,498,000","215,309,000","259,558,000","224,125,000","269,431,000","210,610,000","240,184,000","196,411,000","212,071,000","202,496,000","233,107,000","182,913,000","193,472,000","201,493,000","242,700,000","191,406,000","201,479,000","185,220,000","213,259,000","216,334,000","251,025,000","217,760,000","247,447,000","219,437,000","216,125,000","171,522,000","185,800,000","155,100,000","146,000,000","127,300,000","144,700,000","134,700,000","125,600,000","109,400,000","121,500,000","113,700,000","97,600,000","89,600,000","93,800,000","86,000,000","76,200,000","71,100,000","77,200,000","54,200,000","48,500,000","40,100,000","43,100,000","40,000,000","37,900,000","31,400,000","32,500,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"793,560,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","30,484,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000","58,823,000","31,375,000","41,484,000","34,221,000","45,024,000","30,464,000","32,223,000","29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","29,900,000","14,593,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-46,240,000","-10,219,000","-13,641,000","3,897,000","5,643,000","2,382,000","2,788,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,200,000","6,200,000","6,100,000","7,100,000","3,400,000","3,600,000","3,800,000","4,200,000"
NormalizedIncome,"673,923,410","198,830,210","150,191,479","175,252,255","164,588,960","120,253,462.22","50,935,280","57,091,638","76,306,000","70,950,074.958","42,745,826.961","103,144,660","25,583,836","86,979,015.915","14,727,020","42,883,232","23,677,180","117,114,600","-24,451,000","-28,758,528","46,400,272","72,520,837.454","41,759,317","52,899,493","45,740,088","73,186,483.257","34,258,800","53,523,169","31,614,972","62,894,332.524","38,230,935","57,484,836","39,971,096","61,459,905.611","38,242,600","46,582,900","36,745,800","57,684,426.998","32,509,060.37","42,346,692.741","34,885,274.418","45,304,466.792","30,834,968.645","32,604,728.9","29,452,667.535","37,568,021.915","21,183,104.475","22,079,519.19","20,641,114.96","27,957,938.599","20,180,367.838","17,944,365.29","20,854,398.484","33,561,427.104","19,341,335.126","30,234,421.759","14,248,247.132","38,141,687.581","12,291,123.151","19,290,490.632","8,217,572.661","22,410,275.33","10,057,103.853","18,123,941.725","9,347,097.416","33,658,400","92,982.151","10,410,000","4,651,641.069","5,903,000","1,583,800","17,544,482.21","8,627,600","24,310,188.044","5,504,816.791","9,306,722.818","1,743,790.873","10,062,067.426","23,353,079.475","17,313,379.887","4,665,050","18,755,050.756","13,301,000","15,663,200","1,033,665.451","1,726,200","-3,673,319.637","-684,600","1,817,200","20,307,692.308","17,520,000","27,372,972.973","30,028,436.019","28,538,796.68","18,100,000","21,657,824.934","24,120,000","24,280,000","16,122,377.622","17,180,000","17,120,000","18,220,000","880,000","12,060,000","11,220,000","11,020,000","5,660,000","5,780,000","5,860,000","6,920,000","3,640,000","3,480,000","3,680,000","4,080,000"
InterestIncome,"1,893,000"
InterestExpense,"118,513,000","33,375,000","31,599,000","27,390,000","26,149,000","28,454,000","30,538,000","30,296,000","26,349,000","29,162,000","24,073,000","24,749,000","24,847,000","27,127,000","26,984,000","37,604,000","35,059,000","39,323,000","38,762,000","43,956,000","5,906,000","8,271,000","5,932,000","7,356,000","6,006,000","7,779,000","6,049,000","5,240,000","3,480,000","4,714,000","2,656,000","2,680,000","2,250,000","3,684,000","2,124,000","2,144,000","2,436,000","2,302,000","2,209,000","2,153,000","2,195,000","3,353,000","2,282,000","2,797,000","2,784,000","7,203,000","3,005,000","3,180,000","3,384,000","3,757,000","4,914,000","4,011,000","4,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-116,620,000","-31,482,000","-31,599,000","-27,390,000","-26,149,000","-26,367,000","-30,538,000","-30,296,000","-26,349,000","-26,136,000","-24,073,000","-24,749,000","-24,847,000","-24,561,000","-26,984,000","-37,604,000","-35,059,000","-36,312,000","-38,762,000","-43,956,000","-5,906,000","-5,822,000","-5,932,000","-7,356,000","-6,006,000","-6,013,000","-6,049,000","-5,240,000","-3,480,000","-3,301,000","-2,656,000","-2,680,000","-2,250,000","-2,133,000","-2,124,000","-2,144,000","-2,436,000","-2,302,000","-2,209,000","-2,153,000","-2,195,000","-2,104,000","-2,282,000","-2,797,000","-2,784,000","-6,047,000","-3,005,000","-3,180,000","-3,384,000","-2,927,000","-4,914,000","-4,011,000","-4,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,088,383,000","210,472,000","230,432,000","406,577,000","240,902,000","184,609,000","44,705,000","89,252,000","123,203,000","139,744,000","77,171,000","115,755,000","45,900,000","138,093,000","64,937,000","112,676,000","-7,812,000","67,700,000","-23,178,000","-98,795,000","54,403,000","114,456,000","50,680,000","84,547,000","66,313,000","104,446,000","57,841,000","84,752,000","47,720,000","97,002,000","49,104,000","81,936,000","58,941,000","90,156,000","58,748,000","73,707,000","54,216,000","77,329,000","50,712,000","62,646,000","52,578,000","70,295,000","46,709,000","50,997,000","45,399,000","53,930,000","32,390,000","33,587,000","30,950,000","42,160,000","27,394,000","29,629,000","33,205,000","58,544,000","34,682,000","47,575,000","26,330,000","68,003,000","23,580,000","23,065,000","18,474,000","39,622,000","15,963,000","30,595,000","15,620,000","29,742,000","1,186,000","5,138,000","-10,786,000","15,225,000","5,477,000","15,786,000","6,171,000","10,835,000","13,991,000","19,846,000","2,789,000","-12,886,000","29,121,000","34,678,000","12,508,000","33,947,000","7,771,000","-3,459,000","6,996,000","12,648,000","433,000","6,386,000","21,871,000","37,100,000","31,700,000","39,700,000","44,000,000","45,700,000","34,100,000","35,400,000","40,200,000","41,200,000","26,700,000","28,700,000","29,500,000","31,600,000","24,000,000","21,200,000","19,700,000","19,300,000","9,800,000","10,300,000","10,600,000","12,600,000","6,000,000","6,600,000","7,100,000","7,600,000"
EBITDA,"1,300,788,000"
ReconciledCostOfRevenue,"1,444,093,000","399,587,000","359,237,000","350,802,000","334,467,000","351,428,000","329,767,000","322,551,000","341,278,000","514,560,000","343,920,000","366,382,000","325,706,000","407,842,000","336,112,000","367,637,000","357,209,000","398,378,000","332,207,000","352,004,000","237,609,000","279,063,000","223,122,000","231,422,000","212,041,000","257,217,000","192,661,000","211,436,000","177,762,000","235,875,000","188,059,000","203,178,000","170,821,000","210,108,000","161,735,000","177,904,000","163,737,000","200,214,000","151,143,000","161,247,000","146,463,000","180,282,000","142,696,000","152,461,000","133,316,000","164,959,000","125,897,000","138,336,000","123,046,000","146,499,000","118,120,000","117,100,000","116,644,000","153,253,000","123,919,000","151,889,000","125,776,000","149,933,000","126,969,000","143,990,000","123,020,000","145,418,000","116,056,000","137,081,000","105,148,000","138,516,000","110,876,000","140,739,000","95,056,000","124,441,000","100,196,000","114,386,000","95,476,000","110,515,000","94,378,000","103,440,000","102,333,000","102,866,000","93,503,000","106,045,000","88,341,000","113,640,000","94,960,000","112,701,000","117,367,000","135,075,000","99,282,000","111,879,000","80,634,000","97,400,000","74,900,000","74,400,000","60,400,000","79,400,000","66,500,000","62,900,000","52,200,000","66,400,000","58,500,000","48,600,000","45,300,000","50,500,000","42,800,000","39,000,000","34,100,000","37,100,000","22,500,000","20,000,000","17,400,000","19,200,000","14,700,000","14,800,000","12,700,000","13,400,000"
