name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalRevenue,"5,414,000,000","1,496,400,000","1,557,300,000","1,377,900,000","982,400,000","1,179,600,000","1,321,400,000","1,270,600,000","958,200,000","1,100,432,000","1,420,246,000","1,279,468,000","938,955,000","1,020,218,000","1,219,640,000","1,202,403,000","802,004,000","970,478,000","1,087,732,000","1,063,524,000","843,859,000","948,815,000","1,103,901,000","977,298,000","788,734,000","844,556,000","1,082,249,000","921,419,000","691,347,000","856,373,000","1,003,723,000","669,225,000","428,629,000","544,996,000","665,320,000","562,682,000","385,000,000","504,071,000","593,901,000","545,717,000","393,979,000","329,608,000","534,756,000","492,952,000","356,512,000","427,981,000","509,303,000","504,630,000","340,944,000","373,866,000","488,311,000","465,989,000","375,063,000","471,484,000","599,210,000","598,698,000","453,934,000","530,411,000","620,217,000","595,101,000","462,186,000","529,744,000","604,107,000","588,641,000","483,964,000","499,135,000","566,734,000","546,371,000","392,003,000","435,679,000","506,181,000","470,603,000","351,097,000","416,153,000","511,859,000","471,887,000","324,157,000","400,823,000","484,412,000","475,374,000","331,828,000","440,113,000","499,697,000","477,409,000","300,831,000","498,607,000","380,305,000","362,474,000","276,131,000","335,100,000","353,800,000","328,900,000","241,000,000","281,000,000","312,400,000","277,700,000","186,500,000","238,800,000","271,700,000","232,200,000","158,200,000","183,400,000","201,500,000","200,500,000","136,500,000","167,400,000","191,100,000","175,900,000","129,900,000","125,100,000","144,600,000","136,700,000","95,300,000"
	OperatingRevenue,"5,414,000,000","1,496,400,000","1,557,300,000","1,377,900,000","982,400,000","1,179,600,000","1,321,400,000","1,270,600,000","958,200,000","1,100,432,000","1,420,246,000","1,279,468,000","938,955,000","1,020,218,000","1,219,640,000","1,202,403,000","802,004,000","970,478,000","1,087,732,000","1,063,524,000","843,859,000","948,815,000","1,103,901,000","977,298,000","788,734,000","844,556,000","1,082,249,000","921,419,000","691,347,000","856,373,000","1,003,723,000","669,225,000","428,629,000","544,996,000","665,320,000","562,682,000","385,000,000","504,071,000","593,901,000","545,717,000","393,979,000","329,608,000","534,756,000","492,952,000","356,512,000","427,981,000","509,303,000","504,630,000","340,944,000","373,866,000","488,311,000","465,989,000","375,063,000","471,484,000","599,210,000","598,698,000","453,934,000","530,411,000","620,217,000","595,101,000","462,186,000","529,744,000","604,107,000","588,641,000","483,964,000","499,135,000","566,734,000","546,371,000","392,003,000","435,679,000","506,181,000","470,603,000","351,097,000","416,189,000","511,859,000","471,887,000","324,157,000","400,823,000","484,412,000","475,374,000","331,828,000","440,113,000","499,697,000","477,409,000","300,831,000","498,607,000","380,305,000","362,474,000","276,131,000","335,100,000","353,800,000","328,900,000","241,000,000","281,000,000","312,400,000","277,700,000","186,500,000","238,800,000","271,700,000","232,200,000","158,200,000","183,400,000","201,500,000","200,500,000","136,500,000","167,400,000","191,100,000","175,900,000","129,900,000","125,100,000","144,600,000","136,700,000","95,300,000"
CostOfRevenue,"4,065,600,000","1,149,700,000","1,115,400,000","992,800,000","807,700,000","854,200,000","916,900,000","890,100,000","815,800,000","841,850,000","999,601,000","922,601,000","796,048,000","792,934,000","906,656,000","886,486,000","691,612,000","711,376,000","796,054,000","789,430,000","696,792,000","723,752,000","811,333,000","730,597,000","644,100,000","659,707,000","819,744,000","721,266,000","617,086,000","691,043,000","808,130,000","533,623,000","402,794,000","443,964,000","522,212,000","455,906,000","372,413,000","427,657,000","470,317,000","443,629,000","370,150,000","256,651,000","423,291,000","396,501,000","335,403,000","357,136,000","395,508,000","386,932,000","321,331,000","314,069,000","370,561,000","354,211,000","326,586,000","367,340,000","447,594,000","459,260,000","378,722,000","399,005,000","452,851,000","417,079,000","368,406,000","392,537,000","456,094,000","435,376,000","400,001,000","387,140,000","431,945,000","418,473,000","342,860,000","340,321,000","395,977,000","366,972,000","318,535,000","342,384,000","407,721,000","370,753,000","302,464,000","343,150,000","386,282,000","364,180,000","307,931,000","362,870,000","393,815,000","383,948,000","273,667,000","295,279,000","284,879,000","265,642,000","231,773,000","129,200,000","254,100,000","238,600,000","201,300,000","179,600,000","192,300,000","170,800,000","134,400,000","155,900,000","170,200,000","148,200,000","111,700,000","122,700,000","127,700,000","130,000,000","97,800,000","112,900,000","125,000,000","115,900,000","87,700,000","81,100,000","88,800,000","85,800,000","64,000,000"
GrossProfit,"1,348,400,000","346,700,000","441,900,000","385,100,000","174,700,000","325,400,000","404,500,000","380,500,000","142,400,000","258,582,000","420,645,000","356,867,000","142,907,000","227,284,000","312,984,000","315,917,000","110,392,000","259,102,000","291,678,000","274,094,000","147,067,000","225,063,000","292,568,000","246,701,000","144,634,000","184,849,000","262,505,000","200,153,000","74,261,000","165,330,000","195,593,000","135,602,000","25,835,000","101,032,000","143,108,000","106,776,000","12,587,000","76,414,000","123,584,000","102,088,000","23,829,000","72,957,000","111,465,000","96,451,000","21,109,000","70,845,000","113,795,000","117,698,000","19,613,000","59,797,000","117,750,000","111,778,000","48,477,000","104,144,000","151,616,000","139,438,000","75,212,000","131,406,000","167,366,000","178,022,000","93,780,000","137,207,000","148,013,000","153,265,000","83,963,000","111,995,000","134,789,000","127,898,000","49,143,000","95,358,000","110,204,000","103,631,000","32,562,000","73,769,000","104,138,000","101,134,000","21,693,000","57,673,000","98,130,000","111,194,000","23,897,000","77,243,000","105,882,000","93,461,000","27,164,000","203,328,000","95,426,000","96,832,000","44,358,000","205,900,000","99,700,000","90,300,000","39,700,000","101,400,000","120,100,000","106,900,000","52,100,000","82,900,000","101,500,000","84,000,000","46,500,000","60,700,000","73,800,000","70,500,000","38,700,000","54,500,000","66,100,000","60,000,000","42,200,000","44,000,000","55,800,000","50,900,000","31,300,000"
OperatingExpense,"316,700,000","96,700,000","77,600,000","68,300,000","74,200,000","84,700,000","3,500,000","73,600,000","84,300,000","73,737,000","75,382,000","70,938,000","73,542,000","79,689,000","72,233,000","39,838,000","70,600,000","70,369,000","63,400,000","59,260,000","69,895,000","69,553,000","51,907,000","58,063,000","60,440,000","44,804,000","80,920,000","61,077,000","47,086,000","45,044,000","53,519,000","37,419,000","41,733,000","38,201,000","34,265,000","37,362,000","36,144,000","36,495,000","32,489,000","42,825,000","59,153,000","47,818,000","32,466,000","33,456,000","27,252,000","36,113,000","29,956,000","27,050,000","32,477,000","45,262,000","28,535,000","38,772,000","37,586,000","43,541,000","36,659,000","34,540,000","32,281,000","29,873,000","30,418,000","41,427,000","35,961,000","34,857,000","33,298,000","33,645,000","32,678,000","28,215,000","27,075,000","29,693,000","30,292,000","24,015,000","28,104,000","30,371,000","33,101,000","23,664,000","29,416,000","30,976,000","31,189,000","28,565,000","29,469,000","29,293,000","28,877,000","26,472,000","26,076,000","28,993,000","24,964,000","163,416,000","24,582,000","25,257,000","24,212,000","147,100,000","24,100,000","25,400,000","23,600,000","50,900,000","44,900,000","45,500,000","42,600,000","42,900,000","41,500,000","35,600,000","32,100,000","31,500,000","30,800,000","30,600,000","30,100,000","29,600,000","29,100,000","28,900,000","27,700,000","24,300,000","22,100,000","21,800,000","21,800,000"
	SellingGeneralAndAdministration,"351,000,000","102,800,000","86,000,000","82,400,000","79,800,000","84,900,000","71,100,000","71,200,000","78,700,000","73,745,000","78,281,000","72,382,000","78,292,000","70,922,000","68,441,000","71,070,000","70,121,000","67,001,000","57,219,000","68,373,000","69,535,000","70,287,000","56,348,000","61,509,000","59,861,000","57,114,000","54,887,000","56,783,000","49,450,000","50,006,000","48,427,000","36,566,000","34,247,000","37,459,000","37,140,000","37,843,000","37,649,000","38,000,000","32,095,000","35,275,000","33,029,000","29,752,000","33,487,000","31,664,000","29,235,000","34,865,000","31,235,000","33,559,000","33,571,000","32,545,000","32,932,000","36,766,000","37,157,000","33,878,000","37,734,000","42,039,000","37,696,000","36,165,000","36,439,000","44,309,000","38,273,000","38,102,000","35,254,000","33,505,000","36,161,000","33,549,000","33,526,000","31,868,000","31,918,000","32,069,000","30,957,000","30,190,000","31,721,000","25,403,000","29,595,000","28,915,000","30,721,000","28,428,000","29,457,000","29,157,000","28,794,000","26,406,000","26,254,000","28,734,000","24,555,000","26,500,000","24,012,000","24,664,000","23,592,000","21,600,000","23,400,000","24,900,000","22,700,000","22,100,000","19,700,000","20,900,000","19,300,000","18,600,000","18,900,000","16,300,000","15,300,000","15,100,000","15,000,000","15,100,000","14,700,000","14,600,000","14,300,000","14,700,000","14,100,000","13,200,000","10,900,000","10,900,000","11,200,000"
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,338,000","9,512,000","0","89,000","275,000","307,000","0","0","9,240,000","25,901,000","18,573,000","0","0","2,000","3,000","114,000","22,000","13,000","23,000","51,000","163,000","136,000","139,000","145,000","134,000","178,000","310,000","170,000","186,000","203,000","257,000","175,000","140,000","164,000","132,000","189,000","193,000","148,000","355,000","201,000","181,000","154,000","197,000","245,000","112,000","58,000","137,000","12,000","136,000","83,000","66,000","-179,000","259,000","409,000","543,000","570,000","593,000","620,000","700,000","700,000","500,000","900,000","600,000","900,000","900,000","700,000","1,100,000","1,000,000","800,000","500,000","500,000","500,000","400,000","500,000","600,000","500,000","400,000","400,000",,,"500,000","500,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,200,000","24,300,000","23,700,000","22,600,000","23,200,000","21,600,000","18,500,000","16,300,000","15,900,000","15,300,000","15,100,000","14,900,000","14,400,000","14,300,000","13,800,000","13,200,000","11,100,000","11,200,000","10,400,000","10,100,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,200,000","24,300,000","23,700,000","22,600,000","23,200,000","21,600,000","18,500,000","16,300,000","15,900,000","15,300,000","15,100,000","14,900,000","14,400,000","14,300,000","13,800,000","13,200,000","11,100,000","11,200,000","10,400,000","10,100,000"
	OtherOperatingExpenses,"-34,300,000","-6,100,000","-8,400,000","-14,100,000","-5,600,000","-200,000","-67,600,000","2,400,000","5,600,000","-8,000","-2,899,000","-1,444,000","-4,750,000","8,767,000","3,792,000","-31,232,000","479,000","3,368,000","6,181,000","-9,113,000","360,000","-734,000","-4,441,000","-3,446,000","579,000","-12,310,000","26,033,000","4,294,000","-2,364,000","-4,962,000","5,092,000","-2,485,000","-2,026,000","742,000","-2,964,000","-756,000","-1,812,000","-1,505,000","394,000","-1,690,000","223,000","-507,000","-1,021,000","1,792,000","-1,985,000","1,245,000","-1,393,000","-6,531,000","-1,107,000","12,694,000","-4,448,000","1,843,000","293,000","9,524,000","-1,220,000","-7,633,000","-5,593,000","-6,602,000","-6,191,000","-3,068,000","-2,515,000","-3,502,000","-2,131,000",,"-3,647,000","-5,466,000","-6,640,000","-2,368,000","-1,774,000","-8,409,000","-3,054,000",,"1,226,000",,"-424,000","1,949,000","410,000",,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
