name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"5,905,000,000","1,572,500,000","1,511,800,000","1,545,800,000","1,274,900,000","1,027,400,000","1,129,700,000","305,500,000","1,116,100,000","1,341,200,000","1,354,500,000","1,323,094,000","1,282,571,000","1,155,269,000","789,651,000","826,913,000","816,085,000","769,036,000","806,247,000","796,463,000","776,224,000","742,910,000","765,597,000","769,422,000","756,451,000","733,967,000","739,297,000","700,956,000","664,138,000","651,361,000","645,940,000","652,146,000","641,080,000","644,702,000","714,435,000","761,371,000","798,246,000","743,811,000","707,044,000","712,551,000","736,059,000","676,450,000","710,905,000","687,879,000","667,023,000","630,221,000","638,256,000","598,311,000","592,323,000","555,806,000","620,426,000","580,817,000","612,226,000","571,086,000","617,887,000","620,586,000","613,494,000","585,841,000","629,450,000","625,244,000","596,258,000","601,721,000","613,993,000","561,777,000","569,243,000","524,366,000","294,627,000","304,169,000","289,306,000","276,688,000","288,731,000","301,453,000","330,771,000","296,947,000","316,122,000","324,968,000","225,210,000","163,518,000","175,399,000","165,029,000","153,596,000","135,967,000","145,534,000","132,732,000","106,229,000","87,365,000","91,082,000","62,413,000","53,262,000","45,800,000","47,600,000","45,400,000","32,800,000","39,100,000","41,600,000","40,100,000","33,400,000","29,900,000","29,200,000","29,600,000","22,800,000","16,300,000","15,900,000","16,000,000","14,600,000","13,800,000","15,400,000","15,600,000","12,800,000","13,900,000","12,300,000","12,200,000","7,600,000","10,500,000","10,600,000","10,600,000","10,600,000"
	OperatingRevenue,"5,905,000,000","1,572,500,000","1,511,800,000","1,545,800,000","1,274,900,000","1,027,400,000","1,129,700,000","305,500,000","1,116,100,000","1,341,200,000","1,354,500,000","1,323,094,000","1,282,571,000","1,155,269,000","785,741,000","801,726,000","787,901,000","809,612,000","848,411,000","836,059,000","811,324,000","780,067,000","805,275,000","810,680,000","797,022,000","773,287,000","778,876,000","739,156,000","702,026,000","689,276,000","683,722,000","689,837,000","678,011,000","683,872,000","758,149,000","804,540,000","842,832,000","781,444,000","741,918,000","748,415,000","772,428,000","572,693,000","750,546,000","721,301,000","697,717,000","630,221,000","638,256,000","598,311,000","592,323,000","555,806,000","620,426,000","580,817,000","612,226,000","571,086,000","617,887,000","620,586,000","613,494,000","585,841,000","629,450,000","625,244,000","596,258,000","601,721,000","613,993,000","561,777,000","569,243,000","524,366,000","294,627,000","304,169,000","289,306,000","276,688,000","288,731,000","301,453,000","330,771,000","296,947,000","316,122,000","324,968,000","225,210,000","163,518,000","175,399,000","165,029,000","153,596,000","135,967,000","145,534,000","132,732,000","97,732,000","87,365,000","91,082,000","62,413,000","53,262,000","45,800,000","47,600,000","45,400,000","32,800,000","39,100,000","41,600,000","40,100,000","33,400,000","29,900,000","29,200,000","29,600,000","22,800,000","16,300,000","15,900,000","16,000,000","14,600,000","13,800,000","15,400,000","15,600,000","12,800,000","13,900,000","12,300,000","12,200,000","7,600,000","10,500,000","10,600,000","10,600,000","10,600,000"
CostOfRevenue,"3,148,000,000","915,100,000","812,500,000","769,500,000","650,900,000","507,000,000","528,200,000","174,900,000","657,900,000","754,900,000","758,700,000","731,726,000","709,204,000","663,419,000","451,872,000","470,993,000","461,680,000","451,654,000","464,583,000","456,774,000","439,886,000","435,779,000","444,744,000","443,929,000","433,396,000","428,963,000","423,370,000","396,419,000","372,824,000","373,240,000","367,395,000","364,510,000","363,615,000","370,762,000","410,047,000","430,799,000","452,283,000","434,319,000","408,364,000","415,860,000","427,973,000","409,653,000","419,448,000","402,290,000","389,348,000","377,719,000","376,848,000","356,249,000","354,081,000","1,427,861,000","0","964,786,000","362,091,000","339,372,000","367,137,000","363,710,000","357,251,000","340,413,000","359,395,000","360,209,000","342,621,000","337,114,000","340,876,000","314,608,000","335,613,000","324,479,000","179,001,000","180,381,000","171,299,000","166,439,000","172,981,000","181,665,000","201,795,000","181,772,000","193,021,000","198,961,000","134,814,000","101,638,000","108,413,000","101,161,000","84,297,000","82,261,000","87,547,000","79,980,000","64,771,000","41,995,000","64,718,000","29,481,000","26,798,000","22,900,000","25,300,000","24,400,000","19,100,000","22,100,000","22,800,000","22,100,000","21,000,000","18,500,000","18,100,000","17,900,000","13,200,000","10,000,000","9,600,000","9,500,000","6,800,000","8,600,000","9,700,000","7,300,000","6,400,000","9,000,000","7,700,000","9,700,000","5,200,000",,,,
GrossProfit,"2,757,000,000","657,400,000","699,300,000","776,300,000","624,000,000","520,400,000","601,500,000","130,600,000","458,200,000","586,300,000","595,800,000","591,368,000","573,367,000","491,850,000","337,779,000","355,920,000","354,405,000","317,382,000","341,664,000","339,689,000","336,338,000","307,131,000","320,853,000","325,493,000","323,055,000","305,004,000","315,927,000","304,537,000","291,314,000","278,121,000","278,545,000","287,636,000","277,465,000","273,940,000","304,388,000","330,572,000","345,963,000","309,492,000","298,680,000","296,691,000","308,086,000","266,797,000","291,457,000","285,589,000","277,675,000","252,502,000","261,408,000","242,062,000","238,242,000","-872,055,000","620,426,000","-383,969,000","250,135,000","231,714,000","250,750,000","256,876,000","256,243,000","245,428,000","270,055,000","265,035,000","253,637,000","264,607,000","273,117,000","247,169,000","233,630,000","199,887,000","115,626,000","123,788,000","118,007,000","110,249,000","115,750,000","119,788,000","128,976,000","115,175,000","123,101,000","126,007,000","90,396,000","61,880,000","66,986,000","63,868,000","69,299,000","53,706,000","57,987,000","52,752,000","41,458,000","45,370,000","26,364,000","32,932,000","26,464,000","22,900,000","22,300,000","21,000,000","13,700,000","17,000,000","18,800,000","18,000,000","12,400,000","11,400,000","11,100,000","11,700,000","9,600,000","6,300,000","6,300,000","6,500,000","7,800,000","5,200,000","5,700,000","8,300,000","6,400,000","4,900,000","4,600,000","2,500,000","2,400,000",,,,
OperatingExpense,"1,697,400,000","431,300,000","460,200,000","398,400,000","407,500,000","393,500,000","405,300,000","296,000,000","402,700,000","401,900,000","416,000,000","392,988,000","390,981,000","367,422,000","181,936,000","174,233,000","181,653,000","213,038,000","173,684,000","199,065,000","196,051,000","193,283,000","182,279,000","176,156,000","182,524,000","174,338,000","173,755,000","269,843,000","267,836,000","266,278,000","261,388,000","259,694,000","259,414,000","261,209,000","211,108,000","209,345,000","212,648,000","236,199,000","200,014,000","168,676,000","169,334,000","147,659,000","161,092,000","156,552,000","156,634,000","160,633,000","150,130,000","159,761,000","145,755,000","-933,081,000","532,902,000","140,274,000","149,300,000","-30,122,000","349,844,000","143,285,000","137,684,000","134,698,000","136,176,000","136,615,000","128,857,000","65,559,000","145,062,000","125,332,000","104,729,000","88,573,000","73,332,000","90,145,000","61,708,000","60,352,000","60,300,000","61,917,000","74,682,000","73,282,000","73,466,000","73,164,000","51,593,000","40,057,000","38,583,000","36,671,000","44,603,000","33,527,000","35,352,000","32,162,000","26,080,000","33,876,000","11,496,000","21,254,000","18,618,000","15,900,000","15,900,000","14,900,000","11,900,000","12,600,000","13,200,000","12,100,000","8,500,000","9,700,000","8,400,000","7,600,000","6,000,000","4,300,000","3,800,000","3,800,000","5,700,000","3,400,000","3,500,000","5,900,000","4,900,000","3,200,000","2,900,000","400,000","2,300,000",,,,
	SellingGeneralAndAdministration,"1,352,900,000","333,700,000","376,500,000","316,500,000","326,200,000","302,100,000","317,600,000","204,100,000","307,000,000","304,100,000","309,700,000","286,968,000","286,928,000","239,945,000","125,084,000","132,659,000","121,263,000","151,664,000","107,201,000","130,096,000","125,815,000","122,174,000","114,376,000","109,974,000","116,504,000","106,662,000","107,614,000","228,091,000","224,914,000","222,099,000","221,135,000","212,511,000","212,048,000","200,537,000","131,140,000","128,730,000","135,577,000","163,378,000","137,615,000","111,885,000","115,997,000","95,766,000","108,897,000","102,322,000","103,476,000","120,967,000","96,288,000","107,108,000","94,575,000","-986,090,000","482,847,000","93,332,000","104,870,000","121,002,000","110,149,000","98,103,000","97,892,000","97,004,000","98,935,000","98,993,000","93,499,000","123,981,000","113,866,000","97,604,000","75,011,000","60,445,000","39,248,000","46,001,000","46,213,000","43,980,000","43,808,000","45,084,000","55,416,000","54,424,000","54,986,000","55,844,000","38,764,000","29,326,000","29,312,000","28,283,000","27,038,000","26,513,000","26,195,000","23,175,000","19,145,000","28,739,000","7,407,000","5,886,000","5,372,000","5,500,000","5,300,000","5,000,000","3,700,000","4,800,000","5,000,000","4,900,000","4,400,000","4,200,000","4,600,000","4,200,000","3,200,000","7,800,000","2,200,000","2,100,000","4,100,000","6,900,000","2,000,000","4,400,000","3,600,000","5,500,000","1,800,000","300,000","1,500,000",,,,
		GeneralAndAdministrativeExpense,"1,352,900,000","333,700,000","376,500,000","316,500,000","326,200,000","302,100,000","317,600,000","204,100,000","307,000,000","304,100,000","309,700,000","286,968,000","286,928,000","239,945,000","125,084,000","132,659,000","121,263,000","151,664,000","107,201,000","130,096,000","125,815,000","122,174,000","114,376,000","109,974,000","116,504,000","106,662,000","107,614,000","228,091,000","224,914,000","222,099,000","221,135,000","212,511,000","212,048,000","200,537,000","131,140,000","128,730,000","135,577,000","163,378,000",,,,,,,,,,,,,,,,,,,,,,,,"95,121,000","85,984,000","73,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,519,000","108,845,000","107,841,000","104,625,000","104,613,000","104,309,000","69,502,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"1,352,900,000","333,700,000","376,500,000","316,500,000","326,200,000","302,100,000","317,600,000","204,100,000","307,000,000","304,100,000","309,700,000","286,968,000","286,928,000","239,945,000","125,084,000","132,659,000","121,263,000","151,664,000","107,201,000","130,096,000","125,815,000","122,174,000","114,376,000","109,974,000","116,504,000","106,662,000","107,614,000","118,572,000","116,069,000","114,258,000","116,510,000","107,898,000","107,739,000","131,035,000","131,140,000","128,730,000","135,577,000","163,378,000",,,,,,,,,,,,,,,,,,,,,,,,"95,121,000","85,984,000","73,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,860,000","27,882,000","24,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
