name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,09/30/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987
NetNonOperatingInterestIncomeExpense,"-169,100,000","-39,000,000","-47,800,000","-37,300,000","-45,000,000","-47,200,000","-43,000,000","-49,300,000","-41,100,000","-46,700,000","-43,200,000","-46,000,000","-47,000,000","-30,700,000","-40,900,000","-45,100,000","-49,400,000","-39,700,000","-36,200,000","-36,400,000","-25,800,000","-27,200,000","-25,500,000","-33,500,000","-26,100,000","-18,800,000","-24,200,000","-23,500,000","-31,300,000","-31,000,000","-25,200,000","-24,600,000","-26,700,000","1,800,000","4,900,000","3,600,000","4,400,000","5,900,000","5,400,000","4,100,000","4,100,000","5,100,000","7,700,000","-200,000","-5,600,000","-7,000,000","-12,800,000","-10,000,000","0","-14,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"25,200,000","7,500,000","6,800,000","6,500,000","4,400,000","8,300,000","7,800,000","7,700,000","9,700,000","8,200,000","9,900,000","7,100,000","7,900,000","13,200,000","16,800,000","10,600,000","9,100,000","11,200,000","7,000,000","7,900,000","7,100,000","9,100,000","8,200,000","5,400,000","5,700,000","12,900,000","11,100,000","8,300,000","3,500,000","4,800,000","6,200,000","6,000,000","4,400,000","3,500,000","4,900,000","3,600,000","4,400,000","5,900,000","6,800,000","4,100,000","4,100,000","5,100,000","7,700,000","4,600,000","4,800,000","5,400,000","3,800,000","4,300,000","16,000,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"194,300,000","46,500,000","54,600,000","43,800,000","49,400,000","55,500,000","50,800,000","57,000,000","50,800,000","54,900,000","53,100,000","53,100,000","54,900,000","43,900,000","57,700,000","55,700,000","58,500,000","50,900,000","43,200,000","44,300,000","32,900,000","36,300,000","33,700,000","38,900,000","31,800,000","31,700,000","35,300,000","31,800,000","34,800,000","35,800,000","31,400,000","30,600,000","31,100,000","1,700,000","0","0",,"0","1,400,000","0","0","0","0","4,800,000","10,400,000","12,400,000","16,600,000","14,300,000","16,000,000","18,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"46,700,000","43,200,000",,"47,000,000","30,700,000","40,900,000","45,100,000","49,400,000",,,,"25,800,000",,,,,,,,,,,,,,"-4,900,000",,,,"-5,400,000",,,,,,"5.6","-7,000,000",,,"-11,900,000","-14,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-232,700,000","-44,800,000","-99,500,000","-45,600,000","-42,800,000","111,300,000","10,500,000","36,500,000","-209,700,000","-1,081,100,000","-28,500,000","-352,300,000","21,500,000","-82,000,000","-9,800,000","-81,100,000","-37,800,000","-28,200,000","59,700,000","10,500,000","4,400,000","-34,700,000","-31,900,000","14,000,000","88,400,000","-43,800,000","-49,700,000","-23,800,000","39,500,000","-20,500,000","-2,800,000","-45,500,000","-21,500,000","-152,000,000","0","31,900,000","-30,000,000","-29,300,000","-50,900,000","-63,100,000","54,300,000","-5,000,000","4,200,000","-47,800,000","654,400,000","1,400,000","-56,600,000","21,600,000","17,000,000","13,500,000","-1,438,300,000","28,000,000","738,800,000","148,000,000","44,900,000","59,600,000","-16,000,000","-7,600,000","-56,400,000","63,500,000","42,500,000","30,700,000","-312,600,000","-6,700,000","12,900,000","-23,700,000","15,500,000","49,500,000","-6,400,000","-23,000,000","5,600,000","-4,200,000","4,100,000","-24,900,000","27,200,000","-30,100,000","-3,200,000","7,500,000","-9,600,000","-2,100,000","-900,000","-13,900,000","-7,600,000","-3,800,000","-2,700,000","500,000","4,800,000","-700,000","-691,400,000","-3,700,000","3,100,000","2,500,000","-224,500,000","-700,000","4,900,000","4,100,000","3,500,000","2,700,000","-1,300,000","1,300,000","3,100,000","2,600,000","2,900,000","-46,400,000","4,600,000","3,000,000","4,000,000","1,400,000","500,000","8,800,000","11,900,000","3,900,000","-17,500,000","6,800,000",,"-300,000","1,300,000","9,600,000","-12,100,000","35,100,000","1,000,000","900,000","16,200,000","1,500,000","200,000","200,000","2,600,000","400,000","2,500,000","3,400,000",,,,,,,,
	GainOnSaleOfSecurity,"-78,500,000","-43,700,000","-100,100,000","111,100,000","-45,800,000","110,000,000","5,800,000","34,100,000","-214,200,000","30,600,000","-53,800,000","20,800,000","22,600,000","-78,800,000","-2,200,000","-78,700,000","-32,200,000","-26,700,000","58,600,000","9,100,000","8,900,000","-30,100,000","-32,400,000","14,700,000","87,800,000","-41,100,000","-48,600,000","-16,000,000","45,100,000","47,300,000","27,100,000","-38,700,000","43,400,000","-29,600,000","-2,900,000","32,300,000","-17,000,000","-28,300,000","11,500,000","-44,000,000","55,100,000","-5,700,000","4,300,000","-31,700,000","-30,900,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","685,600,000",,"0","0","0",,"-767,900,000","6,000,000","28,700,000","59,800,000","35,800,000","30,900,000","45,500,000","11,800,000","16,500,000","5,500,000","15,400,000","3,900,000","19,400,000","2,000,000","12,900,000","14,200,000","11,300,000","19,000,000","15,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-158,100,000","0","0","-158,100,000",,"0","0","0",,"-1,108,300,000","15,600,000","-369,400,000",,,,,,,,,,,,,,,"0",,,"-68,100,000","-35,300,000",,,"-122,800,000",,,"-13,000,000","-1,000,000","-62,400,000","-19,100,000","-800,000","700,000","-100,000","-16,100,000","-300,000","-600,000","-24,200,000","21,600,000","17,000,000","13,500,000","-670,400,000","22,000,000","710,100,000","88,200,000","9,100,000","28,700,000","-61,500,000","-19,400,000","-72,900,000","58,000,000","27,100,000","26,800,000","-332,000,000","-8,700,000",,"-37,900,000","4,200,000","30,500,000","-22,200,000","-23,000,000","5,600,000","-4,200,000","4,100,000","-24,900,000","27,200,000","-30,100,000","-3,200,000","7,500,000","-9,600,000","-2,100,000","-900,000","-13,900,000","-7,600,000","-3,800,000","-2,700,000","500,000","4,800,000","-700,000","-691,400,000","-3,700,000","3,100,000","2,500,000","-224,500,000","-700,000","4,900,000","4,100,000","3,500,000","2,700,000","-1,300,000","1,300,000","3,100,000","2,600,000","2,900,000","-46,400,000","4,600,000","3,000,000","4,000,000","1,400,000","500,000","8,800,000","11,900,000","3,900,000","-17,500,000","6,800,000",,"-300,000","1,300,000","9,600,000","-12,100,000","35,100,000","1,000,000","900,000","16,200,000","1,500,000","200,000","200,000","2,600,000","400,000","2,500,000","3,400,000",,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,"-15,600,000","369,400,000",,,,,,,,,,,,,,,"0",,,"58,400,000","67,000,000",,,,,,,,,,,,,,,,,,,,,"600,000",,,"8,800,000","-800,000","10,300,000",,"-1,700,000",,,"-400,000",,,,,,,,,,,"600,000","2,200,000","300,000","3,400,000",,,,,"0","6,400,000",,"4,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"158,100,000","0",,,,"0","0","0",,"1,108,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-22,600,000",,,"-17,900,000","-27,900,000","51,200,000",,"74,600,000",,,"-26,400,000",,,,,,,,,,,"-4,700,000","22,700,000","-27,500,000","26,700,000",,,,,"900,000","7,500,000",,"-800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-9,700,000","31,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,"0","-158,100,000",,,,,,,,,,,,,,,,,,,,,,,"0",,,"-9,700,000","31,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,900,000","-1,100,000","600,000","1,400,000","3,000,000","1,300,000","4,700,000","2,400,000","4,500,000","-3,400,000","9,700,000","-3,700,000","-1,100,000","-3,200,000","-7,600,000","-2,400,000","-5,600,000","-1,500,000","1,100,000","1,400,000","-4,500,000","-4,600,000","500,000","-700,000","600,000","-2,700,000","-1,100,000","-7,800,000","-5,600,000","300,000","5,400,000","-6,800,000","-64,900,000","400,000","2,900,000","-400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"2,224,800,000","885,900,000","554,300,000","559,200,000","225,400,000","358,900,000","66,000,000","73,000,000","-317,000,000","-1,214,100,000","52,200,000","-270,800,000","176,600,000","145,300,000","342,600,000","70,100,000","-6,500,000","59,200,000","237,400,000","68,700,000","8,700,000","11,700,000","12,300,000","-7,200,000","225,700,000","141,700,000","172,100,000","462,700,000","326,700,000","381,200,000","284,600,000","333,100,000","218,400,000","116,700,000","625,600,000","454,600,000","547,500,000","586,800,000","689,100,000","354,700,000","855,400,000","729,700,000","836,800,000","722,800,000","1,307,000,000","404,700,000","736,900,000","232,000,000","120,800,000","100,000,000","-187,400,000","82,800,000","1,383,800,000","1,626,500,000","1,182,600,000","650,700,000","452,900,000","396,200,000","272,400,000","43,700,000","75,600,000","114,000,000","-261,500,000","-100,700,000","86,500,000","115,600,000","140,300,000","57,900,000","-31,400,000","-73,500,000","70,800,000","19,200,000","-148,100,000","-41,400,000","14,000,000","-46,600,000","-12,400,000","12,300,000","9,900,000","7,100,000","-11,800,000","-43,700,000","6,800,000","18,000,000","7,200,000","1,500,000","45,300,000","77,100,000","-679,500,000","21,200,000","83,500,000","109,100,000","-125,000,000","58,400,000","134,200,000","74,000,000","-111,400,000","42,000,000","139,100,000","61,600,000","76,300,000","45,000,000","100,900,000","2,600,000","70,700,000","49,600,000","52,000,000","75,200,000","45,500,000","34,700,000","36,700,000","21,700,000","-26,300,000","-24,300,000","-44,900,000","-173,800,000","6,900,000","34,500,000","8,800,000","62,400,000","36,800,000","33,400,000","44,700,000","28,700,000","41,500,000","37,900,000","30,000,000","27,200,000","36,200,000","34,200,000",,,,,,,,
TaxProvision,"597,700,000","245,500,000","176,600,000","115,900,000","59,700,000","-480,900,000","38,100,000","-2,700,000","-133,000,000","-288,800,000","69,200,000","-51,700,000","46,600,000","32,700,000","90,600,000","3,700,000","-49,900,000","490,200,000","17,600,000","-22,600,000","9,700,000","-5,500,000","-30,100,000","-9,800,000","-28,700,000","-14,300,000","10,100,000","72,600,000","30,700,000","27,000,000","77,600,000","82,700,000","-2,600,000","-6,600,000","146,900,000","108,900,000","-78,100,000","163,300,000","188,600,000","87,000,000","230,700,000","205,100,000","186,000,000","175,900,000","281,300,000","109,600,000","138,800,000","125,300,000","50,400,000","32,800,000","-330,300,000","30,700,000","451,200,000","497,700,000","354,000,000","159,200,000","100,900,000","100,800,000","85,300,000","6,600,000","24,100,000","7,400,000","-61,200,000","-27,200,000","42,300,000","51,500,000","54,100,000","38,500,000","-7,900,000","-6,700,000","28,100,000","7,600,000","-200,000","-13,300,000","-8,100,000","-14,900,000","20,700,000","3,900,000","3,200,000","2,300,000","2,100,000","-14,400,000","2,600,000","6,900,000","1,200,000","-300,000","17,000,000","28,900,000","65,200,000","8,000,000","31,300,000","40,900,000","-9,300,000","20,600,000","47,200,000","26,000,000","-45,100,000","15,300,000","50,800,000","22,500,000","27,800,000","16,400,000","34,500,000","10,900,000","27,100,000","19,400,000","20,300,000","29,500,000","17,600,000","12,900,000","19,600,000","16,300,000","-22,700,000","-1,800,000","-15,000,000","-60,100,000","3,000,000","14,800,000","1,200,000","23,900,000","14,700,000","13,400,000","15,400,000","10,100,000","16,600,000","14,900,000","6,200,000","10,300,000","14,300,000","14,200,000",,,,,,,,
EarningsFromEquityInterestNetOfTax,"7,800,000","21,000,000","-1,200,000","-4,500,000","-7,500,000","-11,500,000","-32,500,000","-29,800,000","-20,000,000","-25,100,000","-23,000,000","-11,200,000","-100,000","-600,000","-2,300,000","1,700,000","-3,300,000","1,200,000","9,800,000","5,800,000","-100,000","-2,600,000","-1,700,000","-13,700,000","2,500,000","-500,000","-1,300,000","900,000","-1,400,000","7,400,000","-4,100,000","-2,200,000","-3,300,000","2,500,000","6,700,000","-300,000","4,700,000","7,200,000","6,400,000","4,200,000","900,000","1,800,000","-5,600,000","-4,300,000","1,100,000","3,800,000","6,900,000","-8,500,000","-11,800,000","2,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,630,600,000","664,800,000","371,900,000","437,200,000","156,700,000","827,900,000","-6,200,000","47,400,000","-203,000,000","-921,000,000","-44,100,000","-233,100,000","130,800,000","112,300,000","247,500,000","67,900,000","42,300,000","-431,100,000","227,500,000","97,300,000","-900,000","11,900,000","39,200,000","-10,200,000","256,800,000","155,000,000","160,000,000","390,600,000","294,800,000","357,600,000","201,400,000","242,100,000","205,100,000","124,400,000","485,900,000","344,600,000","628,800,000","429,400,000","507,300,000","273,300,000","623,600,000","526,000,000","649,200,000","542,100,000","1,025,600,000","297,700,000","396,100,000","222,600,000","107,800,000","100,600,000","146,900,000","58,800,000","959,800,000","1,184,700,000","862,500,000","520,800,000","394,000,000","305,500,000","202,600,000","42,200,000","65,900,000","109,000,000","-192,000,000","-71,600,000","55,000,000","76,100,000","94,100,000","38,800,000","-8,400,000","-66,800,000","42,700,000","9,200,000","-63,800,000","-28,100,000","-6,900,000","-36,600,000","-75,700,000","8,100,000","-47,400,000","4,800,000","-24,100,000","-29,300,000","-24,200,000","11,100,000","-414,500,000","-7,000,000","28,300,000","48,200,000","-899,400,000","13,200,000","52,200,000","60,700,000","-178,200,000","36,900,000","87,000,000","45,300,000","-87,900,000","26,700,000","85,000,000","39,100,000","47,900,000","21,100,000","66,400,000","-8,300,000","43,600,000","30,200,000","28,900,000","45,000,000","26,100,000","14,700,000","15,700,000","5,400,000","-3,600,000","-46,300,000","-77,000,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000",,,,,,,,
	NetIncome,"1,630,600,000","664,800,000","371,900,000","437,200,000","156,700,000","827,900,000","-6,200,000","47,400,000","-203,000,000","-921,000,000","-44,100,000","-233,100,000","130,800,000","112,300,000","247,500,000","67,900,000","42,300,000","-431,100,000","227,500,000","97,300,000","-900,000","11,900,000","39,200,000","-10,200,000","256,800,000","155,000,000","160,000,000","390,600,000","294,800,000","360,700,000","201,900,000","248,400,000","217,500,000","124,400,000","485,900,000","344,600,000","628,800,000","429,400,000","507,300,000","273,300,000","623,600,000","526,000,000","649,200,000","542,100,000","1,025,600,000","297,700,000","396,100,000","222,600,000","107,800,000","100,600,000","146,900,000","58,800,000","959,800,000","1,184,700,000","862,500,000","520,800,000","394,000,000","305,500,000","202,600,000","42,200,000","65,900,000","109,000,000","-180,900,000","-71,600,000","55,000,000","76,100,000","94,100,000","38,800,000","-8,400,000","-66,800,000","42,700,000","9,200,000","-63,800,000","-28,100,000","-6,900,000","-36,600,000","-75,700,000","8,100,000","-47,400,000","4,800,000","-24,100,000","-29,300,000","-24,200,000","11,100,000","-414,500,000","-7,000,000","28,300,000","48,200,000","-899,400,000","13,200,000","52,200,000","60,700,000","-178,200,000","36,900,000","87,000,000","45,300,000","-87,900,000","26,700,000","85,000,000","39,100,000","47,900,000","21,100,000","66,400,000","-8,300,000","43,600,000","30,200,000","28,900,000","45,000,000","26,100,000","14,700,000","15,700,000","5,400,000","-3,600,000","-46,300,000","-77,000,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000",,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"1,634,900,000","661,400,000","376,500,000","438,800,000","158,200,000","828,300,000","-4,600,000","45,900,000","-204,000,000","-950,400,000","-40,000,000","-230,300,000","129,900,000","112,000,000","249,700,000","68,100,000","40,100,000","-429,800,000","229,600,000","97,100,000","-1,100,000","14,600,000","40,700,000","-11,100,000","256,900,000","155,500,000","160,700,000","391,000,000","294,600,000","361,600,000","202,900,000","248,200,000","217,700,000","125,800,000","485,400,000","345,400,000","630,300,000","430,700,000","506,900,000","271,900,000","625,600,000","526,400,000","645,200,000","542,600,000","1,026,800,000","298,900,000","396,500,000","223,500,000","109,000,000","102,500,000","148,500,000","58,100,000","961,300,000","1,188,600,000","864,400,000","522,400,000","397,500,000","307,200,000","203,600,000","42,600,000","66,900,000","110,500,000","-180,900,000","-71,500,000","57,100,000","78,300,000","97,500,000","38,400,000","-7,700,000","-91,000,000","38,400,000","700,000","-67,200,000","-35,700,000","-18,000,000","-48,200,000","-80,800,000","6,500,000","-52,700,000","600,000","-35,800,000","-41,300,000","-33,600,000","3,500,000","-420,700,000","-13,000,000","26,800,000","49,500,000","-925,900,000","14,800,000","63,800,000","73,900,000","-194,500,000","50,100,000","98,800,000","50,700,000","-66,700,000","58,400,000","121,200,000","74,400,000","90,200,000","62,700,000","109,300,000","50,600,000","93,900,000","68,500,000","57,100,000","89,700,000","60,100,000","36,200,000","42,500,000","28,400,000","2,900,000","-47,500,000","-77,000,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000","30,000,000","38,800,000","37,000,000","31,500,000","28,300,000","27,600,000","28,700,000","27,100,000"
			NetIncomeContinuousOperations,"1,634,900,000","661,400,000","376,500,000","438,800,000","158,200,000","828,300,000","-4,600,000","45,900,000","-204,000,000","-950,400,000","-40,000,000","-230,300,000","129,900,000","112,000,000","249,700,000","68,100,000","40,100,000","-429,800,000","229,600,000","97,100,000","-1,100,000","14,600,000","40,700,000","-11,100,000","256,900,000","155,500,000","160,700,000","391,000,000","294,600,000","361,600,000","202,900,000","248,200,000","217,700,000","125,800,000","485,400,000","345,400,000","630,300,000","430,700,000","506,900,000","271,900,000","625,600,000","526,400,000","645,200,000","542,600,000","1,026,800,000","298,900,000","396,500,000","223,500,000","109,000,000","102,500,000","153,200,000","58,800,000","959,800,000","1,184,700,000","862,500,000","520,800,000","394,000,000","305,500,000","202,600,000","42,200,000","65,900,000","109,000,000","-180,900,000","-71,600,000","55,000,000","76,100,000","94,100,000","38,800,000","-8,400,000","-66,800,000","42,700,000","11,600,000","100,000","-28,100,000","22,100,000","-31,700,000","-33,100,000","8,400,000","6,700,000","4,800,000","-13,900,000","-29,300,000","4,200,000","11,100,000","6,000,000","1,800,000","28,300,000","48,200,000","-744,700,000","13,200,000","52,200,000","68,200,000","-115,700,000","37,800,000","87,000,000","48,000,000","-66,300,000","26,700,000","88,300,000","39,100,000","48,500,000","28,600,000","66,400,000","-8,300,000","43,600,000","30,200,000","31,700,000","45,700,000","27,900,000","21,800,000","17,100,000","5,400,000","-3,600,000","-22,500,000","-29,900,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000","30,000,000","38,800,000","37,000,000","31,500,000","28,300,000","27,600,000","28,700,000","27,100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,400,000","-63,900,000",,"-29,000,000",,"-42,300,000",,"-54,100,000",,,,,,"-420,500,000","-8,800,000",,,,,,,,,,,,,,,,"-7,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,"0",,,"-4,900,000",,,,,"3,900,000",,"-28,400,000",,,,,,"0",,,"-7,500,000",,,,,,,,,,,,,,,"0",,,"-5,900,000",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-300,000",,,,,,,,,,,,,,,"6,600,000","-900,000",,"-2,700,000","-21,600,000",,"-3,300,000",,"-600,000",,,,,,"-2,800,000","-700,000","-1,800,000","-1,200,000","-1,400,000",,,"-23,800,000",,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-4,300,000","3,400,000","-4,600,000","-1,600,000","-1,500,000","-400,000","-1,600,000","1,500,000","1,000,000","29,400,000","-4,100,000","-2,800,000","900,000","300,000","-2,200,000","-200,000","2,200,000","-1,300,000","-2,100,000","200,000","200,000","-2,700,000","-1,500,000","900,000","-100,000","-500,000","-700,000","-400,000","200,000","-900,000","-1,000,000","200,000","-200,000","-1,400,000","500,000","-800,000","-1,500,000","-1,300,000","400,000","1,400,000","-2,000,000","-400,000","4,000,000","-500,000","-1,200,000","-1,200,000","-400,000","-900,000","-1,200,000","-1,900,000","-1,600,000","700,000","-1,500,000","-3,900,000","-1,900,000","-1,600,000","-3,500,000","-1,700,000","-1,000,000","-400,000","-1,000,000","-1,500,000","0","-100,000","-2,100,000","-2,200,000","-3,400,000","400,000","-700,000","24,200,000","4,300,000","8,500,000","3,400,000","7,600,000","11,100,000","11,600,000","5,100,000","1,600,000","5,300,000","4,200,000","11,700,000","12,000,000","9,400,000","7,600,000","6,200,000","6,000,000","1,500,000","-1,300,000","26,500,000","-1,600,000","-11,600,000","-13,200,000","16,300,000","-13,200,000","-11,800,000","-5,400,000","-21,200,000","-31,700,000","-36,200,000","-35,300,000","-42,300,000","-41,600,000","-42,900,000","-58,900,000","-50,300,000","-38,300,000","-28,200,000","-44,700,000","-34,000,000","-21,500,000","-26,800,000","-23,000,000","-6,500,000","1,200,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,100,000","500,000","6,300,000","12,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,630,600,000","664,800,000","371,900,000","437,200,000","156,700,000","827,900,000","-6,200,000","47,400,000","-203,000,000","-921,000,000","-44,100,000","-233,100,000","130,800,000","112,300,000","247,500,000","67,900,000","42,300,000","-431,100,000","227,500,000","97,300,000","-900,000","11,900,000","39,200,000","-10,200,000","256,800,000","155,000,000","160,000,000","390,600,000","294,800,000","357,600,000","201,400,000","242,100,000","205,100,000","124,400,000","485,900,000","344,600,000","628,800,000","429,400,000","507,300,000","273,300,000","623,600,000","526,000,000","649,200,000","542,100,000","1,025,600,000","297,700,000","396,100,000","222,600,000","107,800,000","100,600,000","146,900,000","58,800,000","959,800,000","1,184,700,000","862,500,000","520,800,000","394,000,000","305,500,000","202,600,000","42,200,000","65,900,000","109,000,000","-192,000,000","-71,600,000","55,000,000","76,100,000","94,100,000","38,800,000","-8,400,000","-66,800,000","42,700,000","9,200,000","-63,800,000","-28,100,000","-6,900,000","-36,600,000","-75,700,000","8,100,000","-47,400,000","4,800,000","-24,100,000","-29,300,000","-24,200,000","11,100,000","-414,500,000","-7,000,000","28,300,000","48,200,000","-899,400,000","13,200,000","52,200,000","60,700,000","-178,200,000","36,900,000","87,000,000","45,300,000","-87,900,000","26,700,000","85,000,000","39,100,000","47,900,000","21,100,000","66,400,000","-8,300,000","43,600,000","30,200,000","28,900,000","45,000,000","26,100,000","14,700,000","15,700,000","5,400,000","-3,600,000","-46,300,000","-77,000,000","-113,700,000","3,900,000","19,700,000","7,600,000","38,500,000","22,100,000","20,000,000","29,300,000","18,600,000","24,900,000","23,000,000","23,800,000","16,900,000","21,900,000","20,000,000",,,,,,,,
