name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001
TotalRevenue,"56,694,925,000","15,046,693,000","14,965,153,000","13,419,284,000","13,263,795,000","12,088,125,000","11,762,185,000","10,835,271,000","10,991,305,000","11,141,505,000","11,358,958,000","11,055,650,000","11,099,688,000","10,454,129,000","10,605,546,000","10,642,249,000","10,838,854,000","10,067,832,000","10,054,493,000","9,640,906,000","9,356,787,000","8,762,182,000","9,005,603,000","8,965,580,000","8,969,044,000","8,397,053,000","8,465,984,000","8,364,511,000","8,275,066,000","7,931,590,000","8,343,257,000","8,267,319,000","8,240,180,000","7,567,483,000","7,799,696,000","7,524,994,000","7,707,935,000","7,493,320,000","7,668,036,000","7,288,259,000","7,640,790,000","7,259,828,000","7,589,108,000","7,174,073,000","7,204,355,000","6,496,293,000","6,478,193,000","5,833,073,000","5,975,495,000","5,537,823,000","5,747,687,000","5,505,449,000","5,537,348,000","5,657,563,000","6,470,608,000","6,561,045,000","6,593,201,000","6,057,623,000","6,101,957,000","5,573,351,000","5,543,684,000","5,169,353,000","5,166,359,000","4,388,911,000","4,805,327,000","4,491,112,000","4,543,016,000","4,309,054,000","4,497,610,000","4,216,384,000","4,071,372,000","3,806,549,000","4,050,241,000","3,682,304,000","3,574,488,000","3,462,341,000","3,418,429,000","3,189,023,000","3,327,447,000","3,084,605,000","3,350,660,000","3,410,102,000","3,408,510,000"
	OperatingRevenue,"56,694,925,000","15,046,693,000","14,965,153,000","13,419,284,000","13,263,795,000","12,088,125,000","11,762,185,000","10,835,271,000","10,991,305,000","11,141,505,000","11,358,958,000","11,055,650,000","11,099,688,000","10,454,129,000","10,605,546,000","10,149,787,000","10,314,999,000","9,585,442,000","9,523,222,000","9,149,958,000","8,867,036,000","8,317,671,000","8,515,517,000","8,489,238,000","8,434,757,000","7,945,565,000","8,013,163,000","7,888,505,000","7,770,382,000","7,493,329,000","7,895,715,000","7,777,340,000","7,735,638,000","7,130,667,000","7,358,749,000","7,086,667,000","7,198,140,000","7,058,042,000","7,668,036,000","7,288,259,000","7,640,790,000","7,259,828,000","7,589,108,000","7,174,073,000","7,204,355,000","6,496,293,000","6,478,193,000","5,833,073,000","5,975,495,000","5,537,823,000","5,747,687,000","5,505,449,000","5,537,348,000","5,657,563,000","6,470,608,000","6,561,045,000","6,593,201,000","6,057,623,000","6,101,957,000","5,573,351,000","5,543,684,000","5,169,353,000","5,166,359,000","4,388,911,000","4,805,327,000","4,491,112,000","4,543,016,000","4,309,054,000","4,497,610,000","4,216,384,000","4,071,372,000","3,806,549,000","4,050,241,000","3,682,304,000","3,574,488,000","3,462,341,000","3,418,429,000","3,189,023,000","3,327,447,000","3,084,605,000","3,350,660,000","3,410,102,000","3,408,510,000"
CostOfRevenue,"38,383,577,000","10,522,734,000","10,048,364,000","8,953,068,000","8,859,411,000","8,492,893,000","7,863,889,000","7,394,731,000","7,462,617,000","7,782,334,000","7,711,199,000","7,621,034,000","7,571,390,000","7,399,780,000","7,308,121,000","7,419,118,000","7,519,726,000","7,219,438,000","7,002,233,000","6,754,233,000","6,447,156,000","6,258,026,000","6,275,571,000","6,310,040,000","6,279,492,000","6,027,237,000","5,903,465,000","5,860,106,000","5,750,161,000","5,690,951,000","5,803,967,000","5,798,699,000","5,703,823,000","5,337,341,000","5,350,349,000","5,175,394,000","5,269,916,000","5,262,957,000","5,301,843,000","5,039,369,000","5,269,885,000","5,143,462,000","5,337,568,000","4,958,686,000","4,894,727,000","4,579,069,000","4,533,713,000","3,988,261,000","4,043,845,000","3,847,492,000","3,963,733,000","3,845,095,000","3,866,721,000","4,035,238,000","4,582,800,000","4,656,268,000","4,670,520,000","4,404,573,000","4,396,880,000","3,979,030,000","3,933,842,000","3,764,287,000","3,734,115,000","3,037,721,000","3,351,442,000","3,622,456,000","3,222,708,000","3,015,860,000","3,088,093,000","3,041,812,000","2,841,456,000","2,697,464,000","2,743,366,000","2,592,642,000","2,463,793,000","2,423,413,000","2,312,668,000","2,179,533,000","2,171,686,000","2,022,697,000","2,122,904,000","2,204,921,000","2,226,061,000"
GrossProfit,"18,311,348,000","4,523,959,000","4,916,789,000","4,466,216,000","4,404,384,000","3,595,232,000","3,898,296,000","3,440,540,000","3,528,688,000","3,359,171,000","3,647,759,000","3,434,616,000","3,528,298,000","3,054,349,000","3,297,425,000","3,223,131,000","3,319,128,000","2,848,394,000","3,052,260,000","2,886,673,000","2,909,631,000","2,504,156,000","2,730,032,000","2,655,540,000","2,689,552,000","2,369,816,000","2,562,519,000","2,504,405,000","2,524,905,000","2,240,639,000","2,539,290,000","2,468,620,000","2,536,357,000","2,230,142,000","2,449,347,000","2,349,600,000","2,438,019,000","2,230,363,000","2,366,193,000","2,248,890,000","2,370,905,000","2,116,366,000","2,251,540,000","2,215,387,000","2,309,628,000","1,917,224,000","1,944,480,000","1,844,812,000","1,931,650,000","1,690,331,000","1,783,954,000","1,660,354,000","1,670,627,000","1,622,325,000","1,887,808,000","1,904,777,000","1,922,681,000","1,653,050,000","1,705,077,000","1,594,321,000","1,609,842,000","1,405,066,000","1,432,244,000","1,351,190,000","1,453,885,000","868,656,000","1,320,308,000","1,293,194,000","1,409,517,000","1,174,572,000","1,229,916,000","1,109,085,000","1,306,875,000","1,089,662,000","1,110,695,000","1,038,928,000","1,105,761,000","1,009,490,000","1,155,761,000","1,061,908,000","1,227,756,000","1,205,181,000","1,182,449,000"
OperatingExpense,"9,738,129,000","2,462,379,000","2,482,495,000","2,507,527,000","2,285,728,000","1,941,717,000","2,007,627,000","1,895,837,000","1,815,955,000","1,870,226,000","1,880,496,000","1,863,123,000","1,810,355,000","1,667,723,000","1,668,413,000","1,770,460,000","1,699,402,000","1,565,630,000","1,566,380,000","1,590,111,000","2,044,196,000","1,365,503,000","1,398,073,000","1,460,342,000","1,383,609,000","1,281,772,000","1,341,259,000","1,410,797,000","1,391,386,000","1,219,606,000","1,351,581,000","1,389,255,000","1,357,591,000","1,278,860,000","1,376,263,000","1,365,613,000","1,345,272,000","1,289,598,000","1,317,054,000","1,308,107,000","1,309,709,000","1,226,652,000","1,269,994,000","1,292,451,000","1,359,816,000","1,145,278,000","1,117,197,000","1,131,118,000","1,124,544,000","1,036,721,000","1,033,981,000","984,767,000","935,411,000","957,867,000","1,069,931,000","1,115,422,000","1,056,172,000","1,009,182,000","970,355,000","945,082,000","921,475,000","839,358,000","816,573,000","844,059,000","815,760,000","738,759,000","802,368,000","778,395,000","803,668,000","738,397,000","764,758,000","732,270,000","731,782,000","674,795,000","689,953,000","688,833,000","701,639,000","641,669,000","726,564,000","803,455,000","792,770,000","816,902,000","768,192,000"
	SellingGeneralAndAdministration,"9,738,129,000","2,462,379,000","2,482,495,000","2,507,527,000","2,285,728,000","1,941,717,000","2,007,627,000","1,895,837,000","1,815,955,000","1,870,226,000","1,880,496,000","1,863,123,000","1,810,355,000","1,667,723,000","1,668,413,000","1,770,460,000","1,699,402,000","1,565,630,000","1,566,380,000","1,590,111,000","2,044,196,000","1,365,503,000","1,398,073,000","1,460,342,000","1,383,609,000","1,281,772,000","1,341,259,000","1,410,797,000","1,391,386,000","1,219,606,000","1,351,581,000","1,389,255,000","1,357,591,000","1,278,860,000","1,376,263,000","1,365,613,000","1,345,272,000","1,289,598,000","1,317,054,000","1,308,107,000","1,309,709,000","1,226,652,000","1,269,994,000","1,292,451,000","1,359,816,000","1,145,278,000","1,117,197,000","1,131,118,000","1,124,544,000","1,036,721,000","1,033,981,000","984,767,000","935,411,000","957,867,000","1,069,931,000","1,115,422,000","1,056,172,000","1,009,182,000","970,355,000","945,082,000","921,475,000","839,358,000","816,573,000","844,059,000","815,760,000","738,759,000","802,368,000","778,395,000","803,668,000","738,397,000","764,758,000","732,270,000","731,782,000","674,795,000","689,953,000","688,833,000","701,639,000","641,669,000","726,564,000","803,455,000","792,770,000","816,902,000","768,192,000"
		GeneralAndAdministrativeExpense,"3,947,315,000","1,047,565,000","1,028,070,000","992,558,000","879,122,000","802,231,000","780,451,000","741,888,000","697,751,000","707,573,000","689,373,000","689,883,000","626,191,000","647,687,000","598,397,000","680,219,000","592,264,000","566,241,000","564,591,000","582,342,000","1,057,968,000","494,014,000","509,246,000","519,798,000","449,839,000","451,440,000","465,466,000","486,683,000","516,673,000","420,962,000","444,007,000","471,137,000","458,341,000","441,605,000","448,053,000","472,612,000","458,631,000","455,551,000","448,852,000","468,920,000","455,233,000","454,314,000","432,517,000","471,610,000","527,442,000","435,499,000","385,726,000","432,793,000","410,057,000","413,335,000","412,121,000","432,602,000","410,532,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,"0","0",,,"0","509,793,000",,,,"0",,,"0","64,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"3,947,315,000","1,047,565,000","1,028,070,000","992,558,000","879,122,000","802,231,000","780,451,000","741,888,000","697,751,000","707,573,000","689,373,000","689,883,000","626,191,000","647,687,000","598,397,000","680,219,000","592,264,000","566,241,000","564,591,000","582,342,000","548,175,000","494,014,000","509,246,000","519,798,000","449,839,000","451,440,000","465,466,000","486,683,000","452,291,000","420,962,000","444,007,000","471,137,000","458,341,000","441,605,000","448,053,000","472,612,000","458,631,000","455,551,000","448,852,000","468,920,000","455,233,000","454,314,000","432,517,000","471,610,000","527,442,000","435,499,000","385,726,000","432,793,000","410,057,000","413,335,000","412,121,000","432,602,000","410,532,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"5,790,814,000","1,414,814,000","1,454,425,000","1,514,969,000","1,406,606,000","1,139,486,000","1,227,176,000","1,153,949,000","1,118,204,000","1,162,653,000","1,191,123,000","1,173,240,000","1,184,164,000","1,020,036,000","1,070,016,000","1,090,241,000","1,107,138,000","999,389,000","1,001,789,000","1,007,769,000","986,228,000","871,489,000","888,827,000","940,544,000","933,770,000","830,332,000","875,793,000","924,114,000","874,713,000","798,644,000","907,574,000","918,118,000","899,250,000","837,255,000","928,210,000","893,001,000","886,641,000","834,047,000","868,202,000","839,187,000","854,476,000","772,338,000","837,477,000","820,841,000","832,374,000","709,779,000","731,471,000","698,325,000","714,487,000","623,386,000","621,860,000","552,165,000","524,879,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
