name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,565,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"8,573,219,000","2,061,580,000","2,434,294,000","1,958,689,000","2,118,656,000","1,653,515,000","1,890,669,000","1,544,703,000","1,712,733,000","1,488,945,000","1,767,263,000","1,571,493,000","1,717,943,000","1,386,626,000","1,629,012,000","1,452,671,000","1,619,726,000","1,282,764,000","1,485,880,000","1,296,562,000","865,435,000","1,138,653,000","1,331,959,000","1,195,198,000","1,305,943,000","1,088,044,000","1,221,260,000","1,093,608,000","1,133,519,000","1,021,033,000","1,187,709,000","1,079,365,000","1,178,766,000","951,282,000","1,073,084,000","983,987,000","1,092,747,000","940,765,000","1,049,139,000","940,783,000","1,061,196,000","889,714,000","981,546,000","922,936,000","949,812,000","771,946,000","827,283,000","713,694,000","807,106,000","653,610,000","749,973,000","675,587,000","735,216,000","664,458,000","817,877,000","789,355,000","866,509,000","643,868,000","734,722,000","649,239,000","688,367,000","565,708,000","615,671,000","507,131,000","638,125,000","129,897,000","517,940,000","514,799,000","605,849,000","436,175,000","465,158,000","376,815,000","575,093,000","414,867,000","420,742,000","350,095,000","404,122,000","367,821,000","429,197,000","258,453,000","434,986,000","388,279,000","414,257,000"
NetNonOperatingInterestIncomeExpense,"-36,523,000","-3,947,000","-5,133,000","-3,255,000","-24,188,000","-515,000","1,831,000","-6,214,000","7,710,000","12,819,000","21,945,000","19,903,000","16,054,000","13,462,000","15,126,000","17,602,000","6,848,000","5,619,000","6,729,000","7,458,000","4,936,000","4,752,000","5,249,000","5,000,000","3,968,000","2,184,000","3,074,000","4,279,000","2,411,000","5,435,000","7,288,000","2,816,000","3,223,000","3,612,000","3,098,000","4,759,000","3,663,000","6,218,000","4,218,000","8,302,000","7,807,000","5,026,000","6,354,000","8,006,000","7,034,000","6,386,000","4,657,000","4,940,000","5,340,000","2,510,000","2,464,000","3,700,000","5,364,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"27,592,000","7,269,000","6,050,000","9,722,000","4,551,000","8,407,000","10,685,000","7,855,000","12,671,000","21,386,000","27,419,000","27,394,000","21,402,000","19,081,000","19,631,000","22,755,000","12,687,000","9,459,000","11,436,000","12,366,000","8,549,000","8,728,000","8,297,000","8,952,000","7,679,000","6,727,000","7,126,000","8,111,000","6,441,000","9,340,000","10,099,000","8,141,000","7,513,000","7,960,000","6,756,000","7,016,000","7,251,000","9,859,000","8,767,000","11,488,000","11,304,000","9,246,000","10,512,000","11,936,000","9,861,000","9,893,000","9,393,000","8,556,000","7,401,000","7,029,000","6,945,000","7,922,000","8,649,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"64,115,000","11,216,000","11,183,000","12,977,000","28,739,000","8,922,000","8,854,000","14,069,000","4,961,000","8,567,000","5,474,000","7,491,000","5,348,000","5,619,000","4,505,000","5,153,000","5,839,000","3,840,000","4,707,000","4,908,000","3,613,000","3,976,000","3,048,000","3,952,000","3,711,000","4,543,000","4,052,000","3,832,000","4,030,000","3,905,000","2,811,000","5,325,000","4,290,000","4,348,000","3,658,000","2,257,000","3,588,000","3,641,000","4,549,000","3,186,000","3,497,000","4,220,000","4,158,000","3,930,000","2,827,000","3,507,000","4,736,000","3,616,000","2,061,000","4,519,000","4,481,000","4,222,000","3,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-68,308,000","-7,183,000","-23,029,000","-37,629,000","-467,000","109,443,000","94,367,000","244,866,000","-39,670,000","7,792,000","11,439,000","-30,644,000","-29,690,000","-23,834,000","-33,654,000","-13,659,000","-14,016,000","-43,586,000","1,515,000","-12,019,000","4,029,000","-24,895,000","-6,087,000","258,715,000","-16,207,000","532,364,000","4,029,000","-16,426,000","-3,839,000","-21,508,000","-2,979,000","5,877,000","-6,051,000","-4,766,000","7,395,000","-23,842,000","50,175,000","234,366,000","-6,901,000","-2,931,000","-2,550,000","3,800,000","5,127,000","4,456,000","1,003,000","-4,185,000","12,688,000","-2,040,000","-9,166,000","-16,730,000","2,668,000","-256,805,000","7,191,000","26,563,000","-28,152,000","-6,284,000","-7,994,000","-10,716,000","6,385,000","-1,408,000","-12,602,000","-9,716,000","-5,691,000","-16,989,000","47,043,000","12,012,000","-19,893,000","1,677,000","59,852,000","33,024,000","5,205,000","-7,347,000","-20,374,000","-86,857,000","87,736,000","8,047,000","3,080,000","28,841,000","1,500,000","-125,170,000","9,827,000","-213,926,000","-96,469,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,000","47,000","-55,000",,"-22,000","-868,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-236,000","-70,000","-516,000","-686,000","-552,000","682,000","-9,000","-530,000","-192,000","-2,425,000","-12,664,000","6,201,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,"0","0",,,"3,855,000","8,242,000","-12,349,000",,"295,246,000","0","553,577,000",,"0","0","0","0","0","0","0","18,015,000","-484,000","49,224,000","223,767,000","-6,901,000","-2,900,000","-2,589,000","3,753,000","5,182,000","3,515,000","1,025,000","-3,317,000","12,688,000","-2,040,000","-9,166,000","-16,730,000","2,668,000","-256,805,000","7,191,000","26,563,000","-28,152,000","-6,284,000","-7,994,000","-10,716,000","6,385,000","-1,408,000","-12,602,000","-9,716,000","-5,691,000","-16,989,000","47,043,000","12,012,000","-19,893,000","1,677,000","59,852,000","33,024,000","5,205,000","-10,508,000","-20,304,000","-86,341,000","88,422,000","8,599,000","2,398,000","28,850,000","2,030,000","-124,978,000","12,252,000","-201,262,000","-102,670,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-18,015,000","484,000","-49,224,000","-223,767,000","465,000","433,000","435,000","415,000","408,000","407,000","396,000","369,000","348,000","60,000","3,276,000","2,637,000","3,565,000","256,001,000","3,176,000","-13,009,000","3,105,000","4,383,000","4,355,000","5,811,000","8,323,000","7,133,000","6,838,000","6,316,000","6,079,000","6,064,000","-51,999,000","-7,415,000","5,384,000","5,611,000","-66,099,000","-35,777,000","7,008,000","5,915,000","1,936,000","107,438,000","-86,398,000",,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,436,000","2,467,000","2,154,000","-4,168,000","-5,590,000","-3,922,000","-1,421,000","2,948,000","-13,036,000","1,980,000","5,890,000","14,093,000","-6,233,000","804,000","-10,367,000","-13,554,000","25,047,000","1,901,000","3,639,000","4,905,000","-14,708,000","-5,725,000","5,764,000","3,400,000","-388,000","10,925,000","4,956,000","-4,597,000","14,509,000","-7,288,000","6,247,000","2,753,000","-12,213,000","4,593,000","18,368,000","-21,097,000","-2,024,000",,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,"0","0",,,"3,855,000","8,242,000","-12,349,000",,"295,246,000","0","553,577,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-68,308,000","-7,183,000","-23,029,000","-37,629,000","-467,000","109,443,000","94,367,000","244,866,000","-39,670,000","7,792,000","11,439,000","-30,644,000","-29,690,000","-23,834,000","-33,654,000","-13,659,000","-14,016,000","-43,586,000","1,515,000","-15,874,000","-4,213,000","-12,546,000","-6,087,000","-36,531,000","-16,207,000","-21,213,000","4,029,000","-16,426,000","-3,839,000","-21,508,000","-2,979,000","5,877,000","-6,051,000","-4,766,000","-10,620,000","-23,358,000","951,000","10,599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"8,468,388,000","2,050,450,000","2,406,132,000","1,917,805,000","2,094,001,000","1,762,443,000","1,986,867,000","1,783,355,000","1,680,773,000","1,509,556,000","1,800,647,000","1,560,752,000","1,704,307,000","1,376,254,000","1,610,484,000","1,456,614,000","1,612,558,000","1,244,797,000","1,494,124,000","1,292,001,000","874,400,000","1,118,510,000","1,331,121,000","1,458,913,000","1,293,704,000","1,622,592,000","1,228,363,000","1,081,461,000","1,132,091,000","1,004,960,000","1,192,018,000","1,088,058,000","1,175,938,000","950,128,000","1,083,577,000","964,904,000","1,146,585,000","1,181,349,000","1,046,456,000","946,154,000","1,066,453,000","898,540,000","993,027,000","935,398,000","957,849,000","774,147,000","844,628,000","716,594,000","803,280,000","639,390,000","755,105,000","422,482,000","747,771,000","698,962,000","808,521,000","806,874,000","877,821,000","649,578,000","773,489,000","684,290,000","709,385,000","584,078,000","641,165,000","526,133,000","711,887,000","161,932,000","523,715,000","542,469,000","688,403,000","490,962,000","484,168,000","382,287,000","565,752,000","337,381,000","513,150,000","781,737,000","267,717,000","402,985,000","433,254,000","133,310,000","441,611,000","155,668,000","204,341,000"
TaxProvision,"1,984,134,000","392,921,000","586,402,000","480,382,000","524,429,000","300,950,000","464,810,000","477,931,000","428,134,000","257,474,000","425,479,000","415,204,000","435,658,000","235,534,000","319,160,000","408,243,000","554,417,000","325,257,000","305,582,000","308,827,000","169,599,000","231,302,000","271,372,000","328,132,000","343,421,000","222,734,000","359,682,000","293,336,000","281,861,000","261,768,000","299,776,000","327,890,000","294,125,000","227,797,000","271,931,000","237,577,000","272,522,000","-5,749,000","280,425,000","309,999,000","303,622,000","184,350,000","281,270,000","252,533,000","258,780,000","208,397,000","239,072,000","206,331,000","239,761,000","177,511,000","230,307,000","116,506,000","211,242,000","196,554,000","215,288,000","256,611,000","270,250,000","115,782,000","267,931,000","253,043,000","235,968,000","171,542,000","235,308,000","23,758,000","213,088,000","57,820,000","195,869,000","179,738,000","202,392,000","150,350,000","164,617,000","82,676,000","196,883,000","117,408,000","178,576,000","112,752,000","135,576,000","153,134,000","164,637,000","55,536,000","167,813,000","145,057,000","122,665,000"
NetIncomeCommonStockholders,"6,391,640,000","1,634,942,000","1,791,024,000","1,416,248,000","1,549,426,000","1,440,859,000","1,500,276,000","1,287,929,000","1,228,202,000","1,234,740,000","1,356,968,000","1,130,427,000","1,249,516,000","1,124,449,000","1,274,720,000","1,029,524,000","1,043,020,000","863,703,000","1,123,660,000","932,453,000","669,468,000","838,752,000","1,004,476,000","1,069,226,000","897,247,000","1,326,520,000","818,899,000","737,628,000","793,697,000","690,726,000","831,530,000","701,016,000","817,336,000","671,300,000","751,846,000","671,000,000","810,258,000","1,101,802,000","698,817,000","578,282,000","689,219,000","643,923,000","642,086,000","611,933,000","628,013,000","503,017,000","534,714,000","445,482,000","490,597,000","399,760,000","444,817,000","254,692,000","443,969,000","411,436,000","479,866,000","434,820,000","469,089,000","406,557,000","381,285,000","316,794,000","345,400,000","296,722,000","284,232,000","346,445,000","342,264,000","69,680,000","214,940,000","229,135,000","305,280,000","209,786,000","196,273,000","182,990,000","210,409,000","123,089,000","174,340,000","120,505,000","132,141,000","118,721,000","126,871,000","38,147,000","114,461,000","10,611,000","81,676,000"
	NetIncome,"6,391,640,000","1,634,942,000","1,791,024,000","1,416,248,000","1,549,426,000","1,440,859,000","1,500,276,000","1,287,929,000","1,228,202,000","1,234,740,000","1,356,968,000","1,130,427,000","1,249,516,000","1,124,449,000","1,274,720,000","1,029,524,000","1,043,020,000","863,703,000","1,123,660,000","932,453,000","669,468,000","838,752,000","1,004,476,000","1,069,226,000","897,247,000","1,326,520,000","818,899,000","737,628,000","793,697,000","690,726,000","831,530,000","701,016,000","817,336,000","671,300,000","751,846,000","671,000,000","810,258,000","1,101,802,000","698,817,000","578,282,000","689,219,000","643,923,000","642,086,000","611,933,000","628,013,000","503,017,000","534,714,000","445,482,000","490,597,000","399,760,000","444,817,000","254,692,000","443,969,000","411,436,000","479,866,000","434,820,000","469,089,000","406,557,000","381,285,000","316,794,000","345,400,000","296,722,000","284,232,000","346,445,000","342,264,000","69,680,000","214,940,000","229,135,000","305,280,000","209,786,000","196,273,000","182,990,000","210,409,000","123,089,000","174,340,000","120,505,000","132,141,000","118,721,000","126,871,000","38,147,000","114,461,000","10,611,000","81,676,000"
		NetIncomeIncludingNoncontrollingInterests,"6,484,254,000","1,657,529,000","1,819,730,000","1,437,423,000","1,569,572,000","1,461,493,000","1,522,057,000","1,305,424,000","1,252,639,000","1,252,082,000","1,375,168,000","1,145,548,000","1,268,649,000","1,140,720,000","1,291,324,000","1,048,371,000","1,058,141,000","919,540,000","1,188,542,000","983,174,000","704,801,000","887,208,000","1,059,749,000","1,130,781,000","950,283,000","1,399,858,000","868,681,000","788,125,000","850,230,000","743,192,000","892,242,000","760,168,000","881,813,000","722,331,000","811,646,000","727,327,000","874,063,000","1,187,098,000","766,031,000","636,155,000","762,831,000","714,190,000","711,757,000","682,865,000","699,069,000","565,750,000","605,556,000","510,263,000","563,519,000","461,879,000","524,798,000","305,976,000","536,529,000","502,408,000","593,233,000","550,263,000","607,571,000","533,796,000","505,558,000","431,247,000","473,417,000","412,536,000","405,857,000","502,375,000","498,799,000","104,112,000","327,846,000","362,731,000","486,011,000","340,612,000","319,551,000","299,611,000","368,869,000","219,973,000","334,574,000","251,175,000","277,075,000","249,851,000","268,617,000","77,774,000","273,798,000","24,777,000","200,138,000"
			NetIncomeContinuousOperations,"6,484,254,000","1,657,529,000","1,819,730,000","1,437,423,000","1,569,572,000","1,461,493,000","1,522,057,000","1,305,424,000","1,252,639,000","1,252,082,000","1,375,168,000","1,145,548,000","1,268,649,000","1,140,720,000","1,291,324,000","1,048,371,000","1,058,141,000","919,540,000","1,188,542,000","983,174,000","704,801,000","887,208,000","1,059,749,000","1,130,781,000","950,283,000","1,399,858,000","868,681,000","788,125,000","850,230,000","743,192,000","892,242,000","760,168,000","881,813,000","722,331,000","811,646,000","727,327,000","874,063,000","1,187,098,000","766,031,000","636,155,000","762,831,000","714,190,000","711,757,000","682,865,000","699,069,000","565,750,000","605,556,000","510,263,000","563,519,000","461,879,000","524,798,000","305,976,000","536,529,000","411,436,000","479,866,000","434,820,000","469,089,000","406,557,000","381,285,000","316,794,000","345,400,000","296,722,000","284,232,000","346,445,000","342,264,000","69,680,000","214,940,000","229,135,000","305,280,000","209,786,000","196,273,000","715,189,000","210,409,000","123,089,000","174,340,000","120,505,000","132,141,000","118,721,000","126,871,000","38,147,000","114,461,000","10,611,000","81,676,000"
