name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"127,004,000,000","33,584,000,000","26,779,000,000","34,167,000,000","32,474,000,000","37,518,000,000","35,480,000,000","16,778,000,000","32,709,000,000","30,826,000,000","35,473,000,000","36,060,000,000","34,878,000,000","38,399,000,000","35,791,000,000","36,760,000,000","36,099,000,000","37,715,000,000","33,623,000,000","36,984,000,000","41,200,000,000","43,918,000,000","42,825,000,000","42,372,000,000","37,265,000,000","39,621,000,000","38,843,000,000","38,180,000,000","35,712,000,000","39,617,000,000","39,255,000,000","39,649,000,000","37,408,000,000","40,485,000,000","38,983,000,000","39,075,000,000","36,884,000,000","39,307,000,000","37,576,000,000","37,614,000,000","37,759,000,000","37,990,000,000","36,719,000,000","39,373,000,000","36,194,000,000","36,882,000,000","34,060,000,000","33,174,000,000","31,476,000,000","32,327,000,000","26,784,000,000","23,047,000,000","22,431,000,000"
	OperatingRevenue,"127,004,000,000","33,584,000,000","26,779,000,000","34,167,000,000","32,474,000,000","37,518,000,000","35,480,000,000","16,778,000,000","32,709,000,000","30,826,000,000","35,473,000,000","36,060,000,000","34,878,000,000","38,399,000,000","35,791,000,000","36,760,000,000","36,099,000,000","37,715,000,000","33,623,000,000","36,984,000,000","41,200,000,000","43,918,000,000","42,825,000,000","42,372,000,000","37,265,000,000","39,621,000,000","38,843,000,000","38,180,000,000","35,712,000,000","39,617,000,000","39,255,000,000","39,649,000,000","37,408,000,000","40,485,000,000","38,983,000,000","39,075,000,000","36,884,000,000","39,307,000,000","37,576,000,000","37,614,000,000","37,759,000,000","37,990,000,000","36,719,000,000","39,373,000,000","36,194,000,000","36,882,000,000","34,060,000,000","33,174,000,000","31,476,000,000","32,327,000,000","26,784,000,000","23,047,000,000","22,431,000,000"
CostOfRevenue,"109,126,000,000","29,586,000,000","22,986,000,000","29,160,000,000","27,394,000,000","32,621,000,000","29,428,000,000","16,682,000,000","30,082,000,000","29,098,000,000","31,161,000,000","31,471,000,000","31,535,000,000","35,092,000,000","31,597,000,000","33,067,000,000","33,198,000,000","32,703,000,000","29,403,000,000","31,887,000,000","35,771,000,000","39,077,000,000","37,084,000,000","36,489,000,000","32,475,000,000","34,733,000,000","33,564,000,000","33,915,000,000","31,842,000,000","35,235,000,000","35,107,000,000","36,777,000,000","35,002,000,000","36,210,000,000","33,791,000,000","34,399,000,000","32,973,000,000","42,293,000,000","33,046,000,000","32,946,000,000","33,158,000,000","33,396,000,000","31,946,000,000","33,979,000,000","31,850,000,000","32,974,000,000","29,587,000,000","28,609,000,000","27,591,000,000","32,827,000,000","25,373,000,000","29,384,000,000","24,611,000,000"
GrossProfit,"17,878,000,000","3,998,000,000","3,793,000,000","5,007,000,000","5,080,000,000","4,897,000,000","6,052,000,000","96,000,000","2,627,000,000","1,728,000,000","4,312,000,000","4,589,000,000","3,343,000,000","3,307,000,000","4,194,000,000","3,693,000,000","2,901,000,000","5,012,000,000","4,220,000,000","5,097,000,000","5,429,000,000","4,841,000,000","5,741,000,000","5,883,000,000","4,790,000,000","4,888,000,000","5,279,000,000","4,265,000,000","3,870,000,000","4,382,000,000","4,148,000,000","2,872,000,000","2,406,000,000","4,275,000,000","5,192,000,000","4,676,000,000","3,911,000,000","-2,986,000,000","4,530,000,000","4,668,000,000","4,601,000,000","4,594,000,000","4,773,000,000","5,394,000,000","4,344,000,000","3,908,000,000","4,473,000,000","4,565,000,000","3,885,000,000","-500,000,000","1,411,000,000","-6,337,000,000","-2,180,000,000"
OperatingExpense,"8,554,000,000","2,478,000,000","2,148,000,000","2,125,000,000","1,803,000,000","2,130,000,000","1,628,000,000","1,310,000,000","1,970,000,000","2,282,000,000","2,008,000,000","2,102,000,000","2,099,000,000","2,478,000,000","2,584,000,000","2,216,000,000","2,372,000,000","2,434,000,000","2,304,000,000","2,479,000,000","2,684,000,000","3,321,000,000","2,724,000,000","2,847,000,000","2,818,000,000","3,029,000,000","4,282,000,000","2,977,000,000","3,117,000,000","2,953,000,000","2,921,000,000","3,343,000,000","2,941,000,000","3,629,000,000","2,876,000,000","2,925,000,000","2,952,000,000","5,347,000,000","2,849,000,000","2,847,000,000","2,988,000,000","3,253,000,000","2,967,000,000","2,943,000,000","3,000,000,000","3,584,000,000","2,740,000,000","2,662,000,000","2,684,000,000","3,337,000,000","3,405,000,000","4,090,000,000","2,497,000,000"
	SellingGeneralAndAdministration,,,"2,148,000,000","2,125,000,000","1,803,000,000","2,130,000,000","1,628,000,000","1,310,000,000","1,970,000,000","2,282,000,000","2,008,000,000","2,102,000,000","2,099,000,000","2,478,000,000","2,584,000,000","2,216,000,000","2,372,000,000","2,434,000,000","2,304,000,000","2,479,000,000","2,684,000,000","3,321,000,000","2,724,000,000","2,847,000,000","2,818,000,000","3,029,000,000","4,282,000,000","2,977,000,000","3,117,000,000","2,953,000,000","2,921,000,000","3,343,000,000","2,941,000,000","3,629,000,000","2,876,000,000","2,925,000,000","2,939,000,000","4,909,000,000","2,849,000,000","2,847,000,000","2,988,000,000","3,253,000,000","2,967,000,000","2,943,000,000","3,000,000,000","3,699,000,000","2,740,000,000","2,662,000,000","2,684,000,000","3,370,000,000","3,364,000,000","2,936,000,000","2,497,000,000"
	OtherOperatingExpenses,,,,,,,,,,,"2,987,000,000","3,144,000,000","3,306,000,000","3,224,000,000","3,064,000,000","2,996,000,000","3,014,000,000","2,995,000,000","2,892,000,000","2,675,000,000","2,666,000,000","2,537,000,000","2,306,000,000","2,063,000,000","1,886,000,000","1,741,000,000","1,506,000,000","1,318,000,000","1,168,000,000","1,185,000,000","1,053,000,000","926,000,000","875,000,000","892,000,000","625,000,000","575,000,000","13,000,000",,,,,,,,,,,,,"-223,000,000","41,000,000",,
OperatingIncome,"9,324,000,000","1,520,000,000","1,645,000,000","2,882,000,000","3,277,000,000","2,767,000,000","4,424,000,000","-1,214,000,000","657,000,000","-554,000,000","2,304,000,000","2,487,000,000","1,244,000,000","829,000,000","1,610,000,000","1,477,000,000","529,000,000","2,578,000,000","1,916,000,000","2,618,000,000","2,745,000,000","1,520,000,000","3,017,000,000","3,036,000,000","1,972,000,000","1,859,000,000","997,000,000","1,288,000,000","753,000,000","1,429,000,000","1,227,000,000","-471,000,000","-535,000,000","646,000,000","2,316,000,000","1,751,000,000","959,000,000","-8,333,000,000","1,681,000,000","1,821,000,000","1,613,000,000","1,341,000,000","1,806,000,000","2,451,000,000","1,344,000,000","324,000,000","1,733,000,000","1,903,000,000","1,201,000,000","-3,837,000,000","-1,994,000,000","-10,427,000,000","-4,677,000,000"
NetNonOperatingInterestIncomeExpense,"-804,000,000","-2,464,000,000","570,000,000","541,000,000","549,000,000","-1,257,000,000","172,000,000","110,000,000","118,000,000","-1,109,000,000","-37,000,000","169,000,000","624,000,000","-1,980,000,000","490,000,000","771,000,000","399,000,000","-132,000,000","14,000,000","-181,000,000","17,000,000","-344,000,000","-26,000,000","25,000,000","-42,000,000","-317,000,000","7,000,000","-95,000,000","131,000,000","-302,000,000","143,000,000","-19,000,000","-14,000,000","-211,000,000","-147,000,000","190,000,000","80,000,000","-522,000,000","190,000,000","21,000,000","165,000,000","-348,000,000","51,000,000","153,000,000","455,000,000","505,000,000","114,000,000","-250,000,000","148,000,000","-343,000,000","-715,000,000","-2,967,000,000","-805,000,000"
	InterestIncomeNonOperating,"146,000,000","-2,237,000,000","800,000,000","784,000,000","799,000,000","-982,000,000","499,000,000","413,000,000","311,000,000","-909,000,000","169,000,000","364,000,000","805,000,000","-1,795,000,000","651,000,000","930,000,000","549,000,000","13,000,000","165,000,000","-49,000,000","161,000,000","-194,000,000","122,000,000","172,000,000","85,000,000","-204,000,000","119,000,000","13,000,000","241,000,000","-198,000,000","239,000,000","81,000,000","89,000,000","-94,000,000","-82,000,000","251,000,000","171,000,000","-389,000,000","318,000,000","139,000,000","275,000,000","-213,000,000","152,000,000","308,000,000","604,000,000","753,000,000","377,000,000","0","485,000,000","-14,000,000","473,000,000","408,000,000","425,000,000"
