name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalRevenue,"7,574,400,000","2,072,561,000","1,984,164,000","1,793,370,000","1,724,305,000","1,627,820,000","1,538,271,000","1,524,485,000","1,515,107,000","1,413,265,000","949,828,000","941,293,000","858,435,000","870,106,000","784,535,000","752,157,000","640,799,000","651,634,000","578,165,000","544,135,000","714,718,000","458,706,000","413,783,000","431,608,000","398,080,000","417,935,000","309,816,000","166,076,000","138,509,000","144,556,000","178,987,000","138,421,000","118,451,000","351,157,000","221,700,000","310,750,000","328,368,000","333,994,000","336,006,000","418,305,000","438,737,000","563,340,000","659,200,000","114,424,000","73,662,000","65,524,000","23,795,000","31,622,000","22,429,000","33,889,000","24,957,000","19,064,000","23,979,000","32,811,000","31,609,000","69,409,000","41,675,000","50,992,000","41,014,000","38,196,000","68,810,000","94,254,000","53,289,000","29,726,000","39,087,000","63,756,000","36,207,000","32,321,000","28,606,000","39,835,000","26,828,000","18,541,000","17,513,000","10,604,000","18,352,000","17,576,000","22,609,000","43,784,000","34,276,000","42,330,000","40,695,000","51,525,000","40,368,000","21,443,000","19,057,000","19,704,000","13,866,000","37,034,000","7,523,000","29,600,000","9,600,000","15,300,000","4,000,000","11,700,000","18,400,000","7,200,000","3,200,000","11,200,000","13,500,000","12,200,000","6,900,000","4,800,000","2,900,000","3,100,000","2,500,000","8,200,000","2,300,000","6,500,000","5,100,000","2,700,000","6,500,000","4,800,000","5,600,000","18,000,000","4,400,000","4,600,000","900,000","1,000,000","1,000,000","1,000,000","900,000","800,000","800,000","800,000","800,000","600,000","600,000","600,000","500,000"
	OperatingRevenue,"7,573,400,000","2,072,561,000","1,984,164,000","1,793,370,000","1,723,305,000","1,627,820,000","1,538,271,000","1,524,485,000","1,515,107,000","1,413,265,000","949,828,000","941,293,000","858,435,000","870,106,000","784,535,000","752,157,000","640,799,000","651,634,000","578,165,000","544,135,000","714,718,000","458,706,000","413,783,000","431,608,000","398,080,000","417,935,000","309,816,000","166,076,000","138,509,000","144,556,000","178,987,000","138,421,000","118,451,000","351,157,000","221,700,000","310,750,000","328,368,000","333,994,000","336,006,000","418,305,000","438,737,000","563,340,000","659,200,000","114,424,000","73,662,000","65,524,000","23,795,000","31,622,000","22,429,000","33,889,000","24,957,000","19,064,000","23,979,000","32,811,000","31,609,000","69,409,000","41,675,000","50,992,000","41,014,000","38,196,000","68,810,000","94,254,000","53,289,000","29,726,000","39,087,000","30,927,000","36,207,000","32,321,000","28,606,000","22,513,000","26,828,000","18,541,000","14,931,000","1,602,000","18,352,000","17,576,000","22,609,000","43,784,000","34,276,000","42,330,000","40,695,000","51,525,000","40,368,000","21,443,000","19,057,000","19,704,000","13,866,000","37,034,000","7,523,000","29,600,000","9,600,000","15,300,000","4,000,000","11,700,000","18,400,000","7,200,000","3,200,000","11,200,000","13,500,000","12,200,000","6,900,000","4,800,000","2,900,000","3,100,000","2,500,000","8,200,000","2,300,000","6,500,000","5,100,000","2,700,000","6,500,000","4,800,000","5,600,000","18,000,000","4,400,000","4,600,000","900,000","1,000,000","1,000,000","1,000,000","900,000","800,000","800,000","800,000","800,000","600,000","600,000","600,000","500,000"
CostOfRevenue,"904,200,000","247,387,000","236,512,000","227,972,000","192,329,000","203,101,000","186,182,000","184,520,000","162,497,000","185,012,000","131,914,000","135,740,000","95,092,000","122,289,000","111,255,000","104,382,000","71,613,000","84,052,000","72,874,000","71,205,000","46,988,000","60,482,000","54,077,000","45,252,000","50,649,000","63,385,000","31,960,000","16,860,000","12,307,000","14,027,000","14,184,000","17,300,000","15,476,000","22,264,000","27,339,000","37,931,000","42,743,000","87,715,000","38,536,000","114,423,000","39,211,000","30,127,000","38,406,000","9,306,000","2,666,000","3,049,000","3,228,000","3,086,000","3,367,000","3,647,000","3,712,000","3,267,000","3,576,000","4,215,000","4,194,000","3,701,000","3,576,000","3,672,000","3,562,000","3,401,000","3,269,000","3,177,000","3,113,000","2,885,000","2,995,000","2,783,000","2,796,000","2,489,000","2,030,000","2,009,000","1,466,000","1,328,000","846,000","-4,230,000","1,651,000","1,538,000","3,515,000","6,601,000","6,577,000","6,462,000","8,641,000","9,670,000","10,663,000","921,000","837,000","7,362,000","-1,167,000","-1,010,000","-1,103,000","-1,000,000","-1,000,000","-200,000","-1,200,000","-1,400,000","-1,100,000","-1,100,000","-900,000","-1,000,000","-1,000,000","-800,000","-800,000","-700,000","-800,000","-900,000","-800,000","-1,000,000","-1,000,000","-700,000","-1,000,000","-1,000,000","-800,000","-900,000","-900,000","-1,100,000","-900,000","-900,000","-800,000","-700,000","-700,000","2,000,000","-600,000","-500,000","-400,000","-500,000",,,,,
GrossProfit,"6,670,200,000","1,825,174,000","1,747,652,000","1,565,398,000","1,531,976,000","1,424,719,000","1,352,089,000","1,339,965,000","1,352,610,000","1,228,253,000","817,914,000","805,553,000","763,343,000","747,817,000","673,280,000","647,775,000","569,186,000","567,582,000","505,291,000","472,930,000","667,730,000","398,224,000","359,706,000","386,356,000","347,431,000","354,550,000","277,856,000","149,216,000","126,202,000","130,529,000","164,803,000","121,121,000","102,975,000","328,893,000","194,361,000","272,819,000","285,625,000","246,279,000","297,470,000","303,882,000","399,526,000","533,213,000","620,794,000","105,118,000","70,996,000","62,475,000","20,567,000","28,536,000","19,062,000","30,242,000","21,245,000","15,797,000","20,403,000","28,596,000","27,415,000","65,708,000","38,099,000","47,320,000","37,452,000","34,795,000","65,541,000","91,077,000","50,176,000","26,841,000","36,092,000","60,973,000","33,411,000","29,832,000","26,576,000","37,826,000","25,362,000","17,213,000","16,667,000","14,834,000","16,701,000","16,038,000","19,094,000","37,183,000","27,699,000","35,868,000","32,054,000","41,855,000","29,705,000","20,522,000","18,220,000","12,342,000","15,033,000","38,044,000","8,626,000","30,600,000","10,600,000","15,500,000","5,200,000","13,100,000","19,500,000","8,300,000","4,100,000","12,200,000","14,500,000","13,000,000","7,700,000","5,500,000","3,700,000","4,000,000","3,300,000","9,200,000","3,300,000","7,200,000","6,100,000","3,700,000","7,300,000","5,700,000","6,500,000","19,100,000","5,300,000","5,500,000","1,700,000","1,700,000","1,700,000","-1,000,000","1,500,000","1,300,000","1,200,000","1,300,000",,,,,
OperatingExpense,"3,891,200,000","949,451,000","691,940,000","1,601,759,000","648,050,000","678,427,000","678,048,000","612,732,000","630,786,000","675,288,000","715,622,000","535,593,000","486,535,000","591,091,000","467,805,000","474,835,000","440,361,000","441,458,000","575,657,000","416,700,000","386,889,000","358,360,000","378,425,000","382,660,000","361,074,000","406,730,000","346,056,000","318,252,000","301,459,000","279,990,000","266,163,000","302,226,000","313,175,000","324,797,000","316,378,000","328,976,000","310,974,000","323,561,000","297,845,000","314,058,000","307,517,000","308,319,000","299,706,000","270,267,000","230,135,000","231,366,000","219,289,000","195,997,000","178,564,000","167,804,000","168,704,000","171,857,000","172,101,000","168,818,000","157,158,000","156,021,000","136,205,000","138,792,000","150,365,000","159,509,000","149,115,000","124,984,000","110,888,000","105,620,000","88,081,000","80,969,000","74,328,000","70,171,000","67,062,000","65,904,000","59,390,000","57,610,000","51,397,000","122,909,000","59,558,000","105,045,000","-112,000","70,847,000","63,550,000","59,894,000","58,117,000","55,018,000","50,107,000","37,970,000","33,615,000","26,743,000","30,205,000","28,592,000","27,187,000","28,500,000","24,500,000","25,900,000","25,600,000","25,400,000","21,600,000","17,900,000","16,400,000","18,700,000","20,200,000","14,200,000","13,300,000","11,000,000","11,100,000","12,300,000","11,900,000","11,500,000","11,300,000","17,500,000","12,000,000","12,100,000","11,100,000","11,100,000","9,700,000","10,500,000","8,200,000","6,500,000","5,200,000","4,600,000","4,300,000","1,300,000","3,600,000","3,000,000","2,600,000","2,600,000",,,,,
	SellingGeneralAndAdministration,"840,100,000","255,165,000","198,189,000","194,669,000","192,077,000","211,843,000","184,551,000","191,804,000","182,258,000","195,277,000","159,674,000","156,502,000","147,045,000","153,210,000","137,295,000","137,303,000","129,808,000","134,794,000","120,710,000","127,249,000","113,326,000","109,908,000","106,055,000","111,652,000","105,214,000","96,549,000","99,772,000","94,394,000","85,860,000","78,527,000","75,224,000","77,446,000","74,212,000","75,188,000","87,754,000","106,521,000","92,879,000","110,452,000","97,684,000","117,514,000","111,146,000","121,881,000","110,654,000","96,663,000","71,523,000","62,478,000","48,855,000","40,915,000","35,552,000","32,574,000","36,572,000","32,526,000","28,520,000","24,208,000","27,190,000","28,889,000","21,623,000","23,452,000","21,416,000","23,322,000","16,537,000","15,838,000","14,773,000","14,370,000","12,879,000","12,811,000","10,738,000","10,814,000","9,627,000","11,657,000","10,600,000","10,160,000","9,722,000","7,454,000","9,974,000","10,202,000","11,452,000","12,019,000","12,928,000","13,348,000","11,095,000","10,393,000","11,991,000","10,176,000","7,496,000","7,997,000","6,543,000","6,658,000","6,608,000","8,400,000","6,400,000","5,500,000","5,800,000","5,900,000","4,800,000","4,200,000","3,300,000","3,700,000","2,800,000","2,600,000","2,200,000","2,400,000","1,800,000","1,900,000","1,800,000","2,100,000","1,700,000","1,700,000","1,600,000","11,100,000","10,300,000","10,200,000","8,800,000","9,400,000","7,300,000","5,600,000","4,400,000","3,900,000","3,600,000","600,000","3,000,000","2,500,000","2,200,000","2,100,000",,,,,
	ResearchAndDevelopment,"3,051,100,000","694,286,000","493,751,000","1,407,090,000","455,973,000","466,584,000","493,497,000","420,928,000","448,528,000","480,011,000","555,948,000","379,091,000","339,490,000","437,881,000","330,510,000","337,532,000","310,553,000","306,664,000","454,947,000","289,451,000","273,563,000","248,452,000","272,370,000","271,008,000","255,860,000","310,181,000","246,284,000","223,858,000","215,599,000","201,463,000","190,939,000","224,780,000","238,963,000","249,609,000","228,624,000","222,455,000","218,095,000","213,109,000","200,161,000","196,544,000","196,371,000","186,438,000","189,052,000","173,604,000","158,612,000","168,888,000","170,434,000","155,082,000","143,012,000","135,230,000","132,132,000","139,331,000","143,581,000","144,610,000","129,968,000","127,132,000","114,582,000","115,340,000","128,949,000","136,187,000","132,578,000","109,146,000","96,115,000","91,250,000","75,202,000","68,158,000","63,590,000","59,357,000","57,435,000","54,247,000","48,790,000","47,450,000","41,675,000","45,772,000","50,035,000","50,712,000","53,117,000","58,828,000","50,622,000","46,546,000","47,022,000","44,625,000","38,116,000","27,794,000","26,119,000","25,145,000","21,348,000","19,824,000","18,604,000","18,100,000","16,400,000","19,000,000","18,600,000","18,100,000","15,700,000","12,600,000","12,200,000","14,000,000","16,400,000","10,800,000","10,300,000","7,900,000","8,500,000","9,500,000","9,300,000","8,400,000","8,600,000","15,100,000","9,400,000",,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,314,000","2,110,000","1,975,000","2,000,000","1,700,000","1,400,000","1,200,000","1,400,000","1,100,000","1,100,000","900,000","1,000,000","1,000,000","800,000","800,000","700,000","800,000","900,000","800,000","1,000,000","1,000,000","700,000","1,000,000","1,000,000","800,000","900,000","900,000","1,100,000","900,000","900,000","800,000","700,000","700,000","700,000","600,000","500,000","400,000","500,000",,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,314,000","2,110,000","1,975,000","2,000,000","1,700,000","1,400,000","1,200,000","1,400,000","1,100,000","1,100,000","900,000","1,000,000","1,000,000","800,000","800,000","700,000","800,000","900,000","800,000","1,000,000","1,000,000","700,000","1,000,000","1,000,000","800,000","900,000","900,000","1,100,000","900,000","900,000","800,000","700,000","700,000","700,000","600,000","500,000","400,000","500,000",,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-451,000","44,131,000","-64,681,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
