name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"17,931,000,000","4,678,000,000","4,665,000,000","4,476,000,000","4,112,000,000","4,067,000,000","3,861,000,000","3,561,000,000","3,729,000,000","3,846,000,000","3,967,000,000","3,946,000,000","3,696,000,000","3,842,000,000","3,822,000,000","3,739,000,000","3,511,000,000","3,652,000,000","3,716,000,000","3,677,000,000","3,440,000,000","3,460,000,000","3,548,000,000","3,425,000,000","3,176,000,000","3,246,000,000","3,360,000,000","3,315,000,000","3,040,000,000","3,437,000,000","3,602,000,000","3,561,000,000","3,396,000,000","3,500,000,000","3,621,000,000","3,526,000,000","3,336,000,000","3,434,000,000","3,461,000,000","3,459,000,000","3,295,000,000","3,406,000,000","3,522,000,000","3,347,000,000","3,103,000,000","3,187,000,000","3,235,000,000","3,158,000,000","2,935,000,000","3,006,000,000","3,023,000,000","2,952,000,000","2,810,000,000","3,108,000,000","3,525,000,000","3,489,000,000","3,266,000,000","3,361,000,000","3,403,000,000","3,358,000,000","3,188,000,000","3,283,000,000","3,441,000,000","3,410,000,000","3,229,000,000","3,372,000,000","3,375,000,000","3,289,000,000","3,038,000,000","3,208,000,000","3,274,000,000","3,138,000,000","2,896,000,000","2,968,000,000","2,975,000,000","2,915,000,000","2,716,000,000","2,812,000,000","2,896,000,000","2,825,000,000","2,609,000,000","2,791,000,000","2,897,000,000","2,915,000,000","2,719,000,000","2,884,331,000","3,124,649,000","3,265,711,000","3,217,309,000","3,336,400,000","3,395,100,000","3,334,600,000","3,070,600,000","3,467,000,000","3,160,300,000","882,000,000","769,400,000","735,300,000","761,800,000","535,200,000","364,900,000","350,400,000","352,800,000","227,300,000","124,600,000","124,700,000","120,000,000","111,200,000","46,500,000","46,000,000","47,100,000","44,900,000","24,700,000","24,500,000","19,600,000","16,600,000","14,500,000","14,400,000","14,300,000","13,500,000","10,100,000","5,700,000","5,800,000","3,600,000","1,400,000","1,200,000","1,000,000","800,000","700,000","700,000","700,000","600,000","600,000","500,000","500,000","500,000","400,000","500,000","400,000","400,000","400,000"
	OperatingRevenue,"17,931,000,000","4,678,000,000","4,665,000,000","4,476,000,000","4,112,000,000","4,067,000,000","3,861,000,000","3,561,000,000","3,729,000,000","3,846,000,000","3,967,000,000","3,946,000,000","3,696,000,000","3,842,000,000","3,822,000,000","3,739,000,000","3,511,000,000","3,652,000,000","3,716,000,000","3,677,000,000","3,440,000,000","3,460,000,000","3,548,000,000","3,425,000,000","3,176,000,000","3,246,000,000","3,360,000,000","3,315,000,000","3,040,000,000","3,437,000,000","3,602,000,000","3,561,000,000","3,396,000,000","3,500,000,000","3,621,000,000","3,526,000,000","3,336,000,000","3,434,000,000","3,461,000,000","3,459,000,000","3,295,000,000","3,406,000,000","3,522,000,000","3,347,000,000","3,103,000,000","3,187,000,000","3,235,000,000","3,158,000,000","2,935,000,000","3,006,000,000","3,023,000,000","2,952,000,000","2,810,000,000","3,108,000,000","3,525,000,000","3,489,000,000","3,266,000,000","3,361,000,000","3,403,000,000","3,358,000,000","3,188,000,000","3,283,000,000","3,441,000,000","3,410,000,000","3,229,000,000","3,372,000,000","3,375,000,000","3,289,000,000","3,038,000,000","3,208,000,000","3,274,000,000","3,138,000,000","2,896,000,000","2,968,000,000","2,975,000,000","2,915,000,000","2,716,000,000","2,812,000,000","2,896,000,000","2,825,000,000","2,609,000,000","2,791,000,000","2,897,000,000","2,915,000,000","2,719,000,000","2,884,331,000","3,124,649,000","3,265,711,000","3,217,309,000","3,336,400,000","3,395,100,000","3,334,600,000","3,070,600,000","3,467,000,000","3,160,300,000","882,000,000","769,400,000","735,300,000","761,800,000","535,200,000","364,900,000","350,400,000","352,800,000","227,300,000","124,600,000","124,700,000","120,000,000","111,200,000","46,500,000","46,000,000","47,100,000","44,900,000","24,700,000","24,500,000","19,600,000","16,600,000","14,500,000","14,400,000","14,300,000","13,500,000","10,100,000","5,700,000","5,800,000","3,600,000","1,400,000","1,200,000","1,000,000","800,000","700,000","700,000","700,000","600,000","600,000","500,000","500,000","500,000","400,000","500,000","400,000","400,000","400,000"
CostOfRevenue,"11,111,000,000","2,955,000,000","2,906,000,000","2,736,000,000","2,514,000,000","2,500,000,000","2,332,000,000","2,180,000,000","2,329,000,000","2,314,000,000","2,441,000,000","2,443,000,000","2,298,000,000","2,379,000,000","2,373,000,000","2,313,000,000","2,184,000,000","2,263,000,000","2,302,000,000","2,290,000,000","2,166,000,000","2,147,000,000","2,216,000,000","2,130,000,000","1,993,000,000","2,027,000,000","2,095,000,000","2,163,000,000","1,946,000,000","2,170,000,000","2,299,000,000","2,301,000,000","2,232,000,000","2,267,000,000","2,325,000,000","2,311,000,000","2,209,000,000","2,224,000,000","2,229,000,000","2,260,000,000","2,166,000,000","2,145,000,000","2,261,000,000","2,140,000,000","1,995,000,000","1,941,000,000","2,006,000,000","1,996,000,000","1,881,000,000","1,874,000,000","1,856,000,000","1,786,000,000","1,725,000,000","1,972,000,000","2,221,000,000","2,181,000,000","2,092,000,000","2,133,000,000","2,143,000,000","2,092,000,000","2,034,000,000","2,107,000,000","2,181,000,000","2,199,000,000","2,100,000,000","2,212,000,000","2,202,000,000","2,173,000,000","2,044,000,000","2,117,000,000","2,151,000,000","2,040,000,000","1,920,000,000","1,917,000,000","1,920,000,000","1,887,000,000","1,793,000,000","1,743,000,000","1,746,000,000","1,689,000,000","1,565,000,000","1,595,000,000","1,693,000,000","1,732,000,000","1,646,000,000","1,762,093,000","1,871,048,000","1,949,143,000","1,955,716,000","2,158,700,000","2,584,300,000","1,868,100,000","1,674,400,000","1,938,600,000","1,821,900,000","437,800,000","397,500,000","375,400,000","388,900,000","275,700,000","187,700,000","182,200,000","186,500,000","127,700,000","69,600,000","66,900,000","65,100,000","63,600,000","25,500,000","25,700,000","27,000,000","30,300,000","13,000,000","13,000,000","9,900,000","8,300,000","6,900,000","7,100,000","6,900,000","6,600,000","4,500,000","2,300,000","2,700,000","1,300,000","600,000","500,000","500,000","300,000","300,000",,,,,,,,,,,,
GrossProfit,"6,820,000,000","1,723,000,000","1,759,000,000","1,740,000,000","1,598,000,000","1,567,000,000","1,529,000,000","1,381,000,000","1,400,000,000","1,532,000,000","1,526,000,000","1,503,000,000","1,398,000,000","1,463,000,000","1,449,000,000","1,426,000,000","1,327,000,000","1,389,000,000","1,414,000,000","1,387,000,000","1,274,000,000","1,313,000,000","1,332,000,000","1,295,000,000","1,183,000,000","1,219,000,000","1,265,000,000","1,152,000,000","1,094,000,000","1,267,000,000","1,303,000,000","1,260,000,000","1,164,000,000","1,233,000,000","1,296,000,000","1,215,000,000","1,127,000,000","1,210,000,000","1,232,000,000","1,199,000,000","1,129,000,000","1,261,000,000","1,261,000,000","1,207,000,000","1,108,000,000","1,246,000,000","1,229,000,000","1,162,000,000","1,054,000,000","1,132,000,000","1,167,000,000","1,166,000,000","1,085,000,000","1,136,000,000","1,304,000,000","1,308,000,000","1,174,000,000","1,228,000,000","1,260,000,000","1,266,000,000","1,154,000,000","1,176,000,000","1,260,000,000","1,211,000,000","1,129,000,000","1,160,000,000","1,173,000,000","1,116,000,000","994,000,000","1,091,000,000","1,123,000,000","1,098,000,000","976,000,000","1,051,000,000","1,055,000,000","1,028,000,000","923,000,000","1,069,000,000","1,150,000,000","1,136,000,000","1,044,000,000","1,196,000,000","1,204,000,000","1,183,000,000","1,073,000,000","1,122,238,000","1,253,601,000","1,316,568,000","1,261,593,000","1,177,700,000","810,800,000","1,466,500,000","1,396,200,000","1,528,400,000","1,338,400,000","444,200,000","371,900,000","359,900,000","372,900,000","259,500,000","177,200,000","168,200,000","166,300,000","99,600,000","55,000,000","57,800,000","54,900,000","47,600,000","21,000,000","20,300,000","20,100,000","14,600,000","11,700,000","11,500,000","9,700,000","8,300,000","7,600,000","7,300,000","7,400,000","6,900,000","5,600,000","3,400,000","3,100,000","2,300,000","800,000","700,000","500,000","500,000","400,000",,,,,,,,,,,,
OperatingExpense,"3,863,000,000","1,002,000,000","986,000,000","945,000,000","930,000,000","946,000,000","835,000,000","791,000,000","827,000,000","840,000,000","790,000,000","800,000,000","775,000,000","740,000,000","721,000,000","749,000,000","720,000,000","711,000,000","706,000,000","709,000,000","718,000,000","691,000,000","666,000,000","680,000,000","674,000,000","644,000,000","660,000,000","644,000,000","640,000,000","683,000,000","706,000,000","692,000,000","692,000,000","703,000,000","693,000,000","692,000,000","713,000,000","682,000,000","666,000,000","730,000,000","724,000,000","701,000,000","697,000,000","701,000,000","681,000,000","673,000,000","686,000,000","654,000,000","642,000,000","639,000,000","640,000,000","625,000,000","626,000,000","704,000,000","672,000,000","676,000,000","663,000,000","712,000,000","695,000,000","632,000,000","664,000,000","640,000,000","700,000,000","646,000,000","694,000,000","660,000,000","764,000,000","653,000,000","628,000,000","643,000,000","659,000,000","656,000,000","632,000,000","609,000,000","620,000,000","620,000,000","624,000,000","686,000,000","684,000,000","672,000,000","675,000,000","813,000,000","1,089,000,000","742,000,000","729,000,000","737,642,000","777,800,000","807,138,000","844,420,000","1,022,000,000","1,218,200,000","668,600,000","608,500,000","697,000,000","668,700,000","183,300,000","168,000,000","161,400,000","169,600,000","122,400,000","88,400,000","83,900,000","83,100,000","48,300,000","29,400,000","-700,000","28,500,000","60,300,000","11,500,000","7,200,000","10,900,000","10,600,000","6,300,000","5,800,000","4,800,000","4,300,000","3,700,000","3,500,000","3,600,000","3,200,000","2,500,000","1,500,000","1,700,000","1,500,000","600,000","700,000","400,000","600,000","400,000",,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,827,000,000","483,000,000","458,000,000","438,000,000","448,000,000","496,000,000","412,000,000","355,000,000","411,000,000","433,000,000","379,000,000","381,000,000","400,000,000","351,000,000","332,000,000","355,000,000","362,000,000","357,000,000","346,000,000","343,000,000","380,000,000","364,000,000","322,000,000","333,000,000","351,000,000","333,000,000","322,000,000","316,000,000","336,000,000","366,000,000","365,000,000","347,000,000","362,000,000","363,000,000","347,000,000","347,000,000","370,000,000","356,000,000","335,000,000","407,000,000","407,000,000","407,000,000","380,000,000","382,000,000","382,000,000","396,000,000","369,000,000","345,000,000","351,000,000","365,000,000","339,000,000","323,000,000","337,000,000","382,000,000","369,000,000","358,000,000","368,000,000","371,000,000","365,000,000","343,000,000","353,000,000","348,000,000","344,000,000","328,000,000","368,000,000","324,000,000","309,000,000","313,000,000","330,000,000","318,000,000","316,000,000","317,000,000","316,000,000","295,000,000","297,000,000","301,000,000","323,000,000","407,000,000","376,000,000","359,000,000","387,000,000","452,000,000","383,000,000","398,000,000","389,000,000","387,974,000","411,185,000","444,830,000","494,011,000","610,500,000","765,200,000","284,300,000","258,200,000","305,400,000","294,700,000","83,700,000","81,900,000","77,500,000","81,900,000","59,800,000","42,800,000","41,900,000","41,700,000","25,400,000","14,500,000","-15,300,000","13,900,000","46,100,000","6,100,000","2,400,000","5,900,000","6,000,000","3,500,000","3,200,000","2,900,000","2,500,000","2,200,000","2,200,000","2,300,000","1,900,000","1,700,000","1,000,000","1,200,000","1,200,000","400,000","500,000","200,000","400,000","200,000",,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"1,827,000,000","483,000,000","458,000,000","438,000,000","448,000,000","496,000,000","412,000,000","355,000,000","411,000,000","433,000,000","379,000,000","381,000,000","400,000,000","351,000,000","332,000,000","355,000,000","362,000,000","357,000,000","346,000,000","343,000,000","380,000,000","364,000,000","322,000,000","333,000,000","351,000,000","333,000,000","322,000,000","316,000,000","336,000,000","366,000,000","365,000,000","347,000,000","362,000,000","363,000,000","347,000,000","347,000,000","370,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"1,215,000,000","310,000,000","311,000,000","297,000,000","297,000,000","309,000,000","274,000,000","228,000,000","246,000,000","251,000,000","254,000,000","250,000,000","265,000,000","234,000,000","231,000,000","240,000,000","252,000,000","245,000,000","238,000,000","241,000,000","276,000,000","262,000,000","230,000,000","233,000,000","243,000,000","220,000,000","216,000,000","215,000,000","223,000,000","233,000,000","223,000,000","234,000,000","243,000,000","238,000,000","232,000,000","223,000,000","238,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"612,000,000","173,000,000","147,000,000","141,000,000","151,000,000","187,000,000","138,000,000","127,000,000","165,000,000","182,000,000","125,000,000","131,000,000","135,000,000","117,000,000","101,000,000","115,000,000","110,000,000","112,000,000","108,000,000","102,000,000","104,000,000","102,000,000","92,000,000","100,000,000","108,000,000","113,000,000","106,000,000","101,000,000","113,000,000","133,000,000","142,000,000","113,000,000","119,000,000","125,000,000","115,000,000","124,000,000","132,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"1,999,000,000","510,000,000","517,000,000","500,000,000","472,000,000","436,000,000","419,000,000","414,000,000","402,000,000","395,000,000","404,000,000","409,000,000","366,000,000","370,000,000","376,000,000","384,000,000","347,000,000","342,000,000","350,000,000","356,000,000","328,000,000","313,000,000","336,000,000","340,000,000","312,000,000","301,000,000","330,000,000","322,000,000","292,000,000","307,000,000","329,000,000","339,000,000","317,000,000","327,000,000","344,000,000","339,000,000","323,000,000","326,000,000","331,000,000","323,000,000","317,000,000","294,000,000","317,000,000","319,000,000","299,000,000","277,000,000","317,000,000","309,000,000","291,000,000","274,000,000","301,000,000","302,000,000","289,000,000","297,000,000","326,000,000","318,000,000","297,000,000","296,000,000","331,000,000","322,000,000","310,000,000","321,000,000","340,000,000","345,000,000","328,000,000","325,000,000","369,000,000","346,000,000","321,000,000","318,000,000","345,000,000","348,000,000","325,000,000","313,000,000","325,000,000","325,000,000","302,000,000","304,000,000","311,000,000","313,000,000","294,000,000","343,000,000","352,000,000","341,000,000","335,000,000","349,668,000","366,615,000","362,308,000","350,409,000","411,500,000","453,000,000","384,300,000","350,300,000","391,600,000","374,000,000","99,600,000","86,100,000","83,900,000","87,700,000","62,600,000","45,600,000","42,000,000","41,400,000","22,900,000","14,900,000","14,600,000","14,600,000","14,200,000","5,400,000","4,800,000","5,000,000","4,600,000","2,800,000","2,600,000","1,900,000","1,800,000","1,500,000","1,300,000","1,300,000","1,300,000","800,000","500,000","500,000","300,000","200,000","200,000","200,000","200,000","200,000",,,,,,,,,,,,
