name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"4,759,440,000","1,277,233,000","1,183,049,000","1,150,842,000","1,148,316,000","1,111,597,000","1,082,773,000","1,266,124,000","978,241,000","826,016,000","942,181,000","790,372,000","772,052,000","807,085,000","682,432,000","621,276,000","693,656,000","619,922,000","602,874,000","766,183,000","629,155,000","620,115,000","704,565,000","602,155,000","606,300,000","643,201,000","580,622,000","510,404,000","462,847,000","450,865,000","415,151,000","460,089,000","434,682,000","416,746,000","430,185,000","419,474,000","490,616,000","494,916,000","512,105,000","520,748,000","500,064,000","457,608,000","501,393,000","335,901,000","165,768,000","164,512,000","158,696,000","158,618,000","157,952,000","162,614,000","157,535,000","147,370,000","165,529,000","167,136,000","162,495,000","209,299,000","176,486,000","169,841,000","166,304,000","171,432,000","168,007,000","180,918,000","187,695,000","180,273,000","181,513,000","158,599,000","175,422,000","172,277,000","172,374,000","160,612,000","176,529,000","165,626,000","166,241,000","156,281,000","150,167,000","154,687,000","163,025,000","133,506,000","164,980,000","157,823,000","159,162,000","154,528,000","155,457,000","146,026,000","144,834,000","132,534,000","121,371,000","113,479,000","110,323,000","78,393,000","133,316,000","126,902,000","109,572,000","104,027,000","94,061,000","85,014,000","75,785,000"
	OperatingRevenue,"4,759,440,000","1,277,233,000","1,183,049,000","1,150,842,000","1,148,316,000","1,111,597,000","1,082,773,000","1,266,124,000","978,241,000","826,016,000","942,181,000","790,372,000","772,052,000","807,085,000","682,432,000","621,276,000","693,656,000","619,922,000","602,874,000","766,183,000","629,155,000","620,115,000","704,565,000","602,155,000","606,300,000","643,201,000","580,622,000","510,404,000","462,847,000","450,865,000","415,151,000","460,089,000","434,682,000","416,746,000","430,185,000","419,474,000","490,616,000","494,916,000","512,105,000","520,748,000","500,064,000","457,608,000","501,393,000","335,901,000","165,768,000","164,512,000","158,696,000","158,618,000","157,952,000","162,614,000","157,535,000","147,370,000","165,529,000","167,136,000","162,495,000","209,299,000","176,486,000","169,841,000","166,304,000","171,432,000","168,007,000","160,672,000","192,577,000","180,273,000","187,338,000","158,599,000","180,246,000","172,277,000","172,374,000","170,803,000","179,948,000","167,056,000","169,615,000","138,806,000","154,414,000","154,687,000","170,454,000","139,229,000","165,598,000","160,591,000","158,874,000","2,950,000","2,340,000","1,544,000","2,420,000","133,358,000","127,186,000","113,895,000","110,312,000","78,393,000","133,316,000","126,902,000","109,572,000","104,027,000","94,061,000","85,014,000","75,785,000"
CostOfRevenue,"1,248,487,000","321,925,000","308,996,000","290,232,000","327,334,000","290,977,000","291,281,000","313,654,000","274,192,000","230,189,000","244,268,000","218,344,000","226,126,000","220,134,000","182,574,000","168,179,000","186,801,000","175,698,000","164,731,000","199,780,000","184,455,000","171,773,000","185,138,000","168,591,000","171,874,000","177,004,000","161,619,000","145,714,000","147,295,000","130,424,000","124,766,000","137,413,000","134,680,000","121,007,000","130,935,000","137,587,000","153,828,000","138,954,000","146,550,000","147,106,000","141,977,000","129,626,000","144,074,000","92,736,000","52,062,000","46,230,000","46,803,000","48,474,000","49,709,000","49,618,000","46,621,000","42,513,000","49,568,000","46,325,000","44,157,000","48,108,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"3,510,953,000","955,308,000","874,053,000","860,610,000","820,982,000","820,620,000","791,492,000","952,470,000","704,049,000","595,827,000","697,913,000","572,028,000","545,926,000","586,951,000","499,858,000","453,097,000","506,855,000","444,224,000","438,143,000","566,403,000","444,700,000","448,342,000","519,427,000","433,564,000","434,426,000","466,197,000","419,003,000","364,690,000","315,552,000","320,441,000","290,385,000","322,676,000","300,002,000","295,739,000","299,250,000","281,887,000","336,788,000","355,962,000","365,555,000","373,642,000","358,087,000","327,982,000","357,319,000","243,165,000","113,706,000","118,282,000","111,893,000","110,144,000","108,243,000","112,996,000","110,914,000","104,857,000","115,961,000","120,811,000","118,338,000","161,191,000","176,486,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"1,893,544,000","478,032,000","462,189,000","474,272,000","479,051,000","487,647,000","478,106,000","470,838,000","430,233,000","358,288,000","349,747,000","354,167,000","357,544,000","345,871,000","318,337,000","265,803,000","269,748,000","285,807,000","262,652,000","291,131,000","282,814,000","284,134,000","286,803,000","291,216,000","305,228,000","360,646,000","315,611,000","277,342,000","231,671,000","245,485,000","212,273,000","227,402,000","228,536,000","228,533,000","220,293,000","220,645,000","237,816,000","267,039,000","256,088,000","238,185,000","253,295,000","242,882,000","253,870,000","174,919,000","85,888,000","86,929,000","80,781,000","77,253,000","80,899,000","85,593,000","77,611,000","70,093,000","73,611,000","82,878,000","80,624,000","76,441,000","97,809,000","22,348,000","120,243,000","116,463,000","116,540,000","-50,554,000","145,509,000","119,692,000","113,256,000","86,258,000","108,111,000","107,392,000","107,077,000","93,945,000","101,799,000","99,959,000","96,742,000","93,717,000","83,447,000","88,871,000","87,583,000","76,404,000","86,783,000","79,577,000","76,689,000","64,203,000","83,106,000","86,267,000","72,612,000","67,826,000","56,693,000","53,703,000","49,516,000","332,487,000","-42,475,000","-46,062,000","-47,958,000","273,156,000","-39,883,000","-35,768,000","-32,038,000"
	SellingGeneralAndAdministration,"293,167,000","73,823,000","66,970,000","74,342,000","78,032,000","66,144,000","74,348,000","64,664,000","69,689,000","65,542,000","65,199,000","66,276,000","69,701,000","56,698,000","62,244,000","57,615,000","62,428,000","59,709,000","57,656,000","60,077,000","53,617,000","56,433,000","58,157,000","56,934,000","50,543,000","65,509,000","59,375,000","57,027,000","56,288,000","65,987,000","58,203,000","60,375,000","63,203,000","63,067,000","55,034,000","54,909,000","56,197,000","78,207,000","55,886,000","51,415,000","60,159,000","50,797,000","53,341,000","51,840,000","30,902,000","33,784,000","28,861,000","30,246,000","32,265,000","31,655,000","27,396,000","25,685,000","31,510,000","40,780,000","34,727,000","34,178,000","35,153,000","34,251,000","35,145,000","30,260,000","29,854,000","30,219,000","25,851,000","25,144,000","23,048,000","20,339,000","19,665,000","18,629,000","18,799,000","13,250,000","15,747,000","15,081,000","15,036,000","12,542,000","10,843,000","12,170,000","12,174,000","13,000,000","12,376,000","10,762,000","9,945,000","9,640,000","8,796,000","9,201,000","8,183,000","6,428,000","5,987,000","5,984,000","5,351,000","6,107,000","6,107,000","4,278,000","4,072,000","3,235,000","2,832,000","3,144,000","2,718,000"
		GeneralAndAdministrativeExpense,"293,167,000","73,823,000","66,970,000","74,342,000","78,032,000","66,144,000","74,348,000","64,664,000","69,689,000","65,542,000","65,199,000","66,276,000","69,701,000","56,698,000","62,244,000","57,615,000","62,428,000","59,709,000","57,656,000","60,077,000","53,617,000","56,433,000","58,157,000","56,934,000","50,543,000","65,509,000","59,375,000","57,027,000","56,288,000","65,987,000","58,203,000","60,375,000","63,203,000","63,067,000","55,034,000","54,909,000","56,197,000",,,,,,,,,,,,,,,,,,,,"35,153,000",,"35,145,000","30,260,000","29,854,000",,"25,851,000","25,144,000","23,048,000","20,339,000","19,665,000","18,629,000","18,799,000","13,250,000","15,747,000","15,081,000","15,036,000","12,542,000","10,843,000","12,170,000","12,174,000","13,000,000","12,376,000","10,762,000","9,945,000","9,640,000","8,796,000","9,201,000","8,183,000","6,428,000","5,987,000","5,984,000","5,351,000","6,107,000","6,107,000","4,278,000","4,072,000","3,235,000","2,832,000","3,144,000","2,718,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,153,000",,"35,145,000","30,260,000","29,854,000",,"25,851,000","25,144,000","23,048,000","20,339,000","19,665,000","18,628,000","18,799,000","13,250,000","15,747,000","15,081,000","15,036,000","12,542,000","10,843,000","12,170,000","12,174,000","13,000,000","12,376,000","10,762,000","9,945,000","9,640,000","8,796,000","9,201,000","8,183,000","6,428,000","5,987,000","5,984,000","5,351,000","6,107,000","6,107,000","4,278,000","4,072,000","3,235,000","2,832,000","3,144,000","2,718,000"
			OtherGandA,"293,167,000","73,823,000","66,970,000","74,342,000","78,032,000","66,144,000","74,348,000","64,664,000","69,689,000","65,542,000","65,199,000","66,276,000","69,701,000","56,698,000","62,244,000","57,615,000","62,428,000","59,709,000","57,656,000","60,077,000","53,617,000","56,433,000","58,157,000","56,934,000","50,543,000","65,509,000","59,375,000","57,027,000","56,288,000","65,987,000","58,203,000","60,375,000","63,203,000","63,067,000","55,034,000","54,909,000","56,197,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,820,000",,"48,298,000","28,996,000","12,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
