name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992
	DepreciationAmortizationDepletionIncomeStatement,"69,961,000","23,818,000","25,170,000","10,303,000","10,670,000","11,250,000","11,680,000","10,069,000","76,900,000","52,266,000","46,276,000","40,729,000","41,723,000","66,479,000","39,077,000","38,993,000","39,210,000","38,767,000","21,629,000","26,963,000","29,049,000","34,719,000","32,218,000","54,550,000","29,615,000","116,160,000","27,963,000","29,911,000","28,123,000","33,038,000","30,584,000","28,663,000","26,797,000","28,964,000","26,521,000","35,173,000","28,094,000","32,704,000","18,362,000","18,030,000","19,156,000","26,208,000","22,022,000","14,650,000","15,896,000","30,338,000","17,674,000","22,113,000","21,244,000","147,613,000","25,539,000","24,923,000","24,229,000","26,881,000","31,762,000","189,447,000","78,935,000","112,887,000","83,484,000","92,992,000","69,876,000","86,763,000","87,489,000","97,775,000","104,356,000","136,579,000","190,084,000","196,597,000","187,213,000","237,188,000","203,724,000","201,106,000","197,535,000","167,707,000","247,175,000","139,249,000","129,519,000","112,045,000","136,857,000","98,326,000","83,093,000","28,540,000","159,420,000","165,111,000","156,884,000","482,745,000","307,060,000","312,597,000","282,485,000","692,400,000","90,300,000","192,200,000","237,600,000","244,900,000","190,300,000","206,600,000","125,500,000","30,400,000","26,200,000","21,500,000","21,000,000","9,500,000","3,300,000","3,700,000","3,700,000","3,700,000","3,600,000","3,700,000","3,700,000","3,700,000","3,800,000","3,700,000","3,800,000","3,800,000","4,000,000","3,700,000","4,600,000","5,500,000"
		DepreciationAndAmortizationInIncomeStatement,"69,961,000","23,818,000","25,170,000","10,303,000","10,670,000","11,250,000","11,680,000","10,069,000","76,900,000","52,266,000","46,276,000","40,729,000","41,723,000","66,479,000","39,077,000","38,993,000","39,210,000","38,767,000","21,629,000","26,963,000","29,049,000","34,719,000","32,218,000","54,550,000","29,615,000","116,160,000","27,963,000","29,911,000","28,123,000","33,038,000","30,584,000","28,663,000","26,797,000","28,964,000","26,521,000","35,173,000","28,094,000","32,704,000","18,362,000","18,030,000","19,156,000","26,208,000","22,022,000","14,650,000","15,896,000","30,338,000","17,674,000","22,113,000","21,244,000","147,613,000","25,539,000","24,923,000","24,229,000","26,881,000","31,762,000","189,447,000","78,935,000","112,887,000","83,484,000","92,992,000","69,876,000","86,763,000","87,489,000","97,775,000","104,356,000","136,579,000","190,084,000","196,597,000","187,213,000","237,188,000","203,724,000","201,106,000","197,535,000","167,707,000","247,175,000","139,249,000","129,519,000","112,045,000","136,857,000","98,326,000","83,093,000","28,540,000","159,420,000","165,111,000","156,884,000","482,745,000","307,060,000","312,597,000","282,485,000","692,400,000","90,300,000","192,200,000","237,600,000","244,900,000","190,300,000","206,600,000","125,500,000","30,400,000","26,200,000","21,500,000","21,000,000","9,500,000","3,300,000","3,700,000","3,700,000","3,700,000","3,600,000","3,700,000","3,700,000","3,700,000","3,800,000","3,700,000","3,800,000","3,800,000","4,000,000","3,700,000","4,600,000","5,500,000"
			DepreciationIncomeStatement,"41,402,000","10,780,000","10,104,000","10,061,000","10,457,000","10,987,000","11,221,000","9,669,000","24,738,000","25,247,000","23,090,000","21,091,000","18,971,000","18,373,000","18,925,000","18,805,000","19,257,000","18,775,000","17,263,000","18,339,000","19,888,000","20,355,000","17,951,000","17,575,000","15,795,000","15,512,000","15,625,000","15,500,000","15,568,000","16,948,000","14,133,000","15,257,000","14,818,000","14,368,000","13,489,000","17,036,000","14,016,000","14,991,000","13,150,000","12,225,000","12,115,000","13,346,000","17,484,000","12,450,000","13,439,000","13,289,000","15,364,000","17,349,000","17,895,000","16,253,000","15,289,000","16,877,000","16,214,000","18,996,000","17,337,000","42,845,000","42,603,000","40,565,000","39,345,000","38,659,000","39,138,000","26,103,000","43,306,000","42,581,000","43,853,000","41,024,000","37,730,000","43,848,000","45,150,000","49,350,000","44,581,000","43,072,000","42,511,000","38,080,000","50,514,000","41,697,000","42,553,000","49,177,000","47,679,000","71,764,000","59,321,000","5,062,000","142,948,000","146,530,000","137,599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"28,559,000","13,038,000","15,066,000","242,000","213,000","263,000","459,000","400,000","52,162,000","27,019,000","23,186,000","19,638,000","22,752,000","48,106,000","20,152,000","20,188,000","19,953,000","19,992,000","4,366,000","8,624,000","9,161,000","14,364,000","14,267,000","36,975,000","13,820,000","100,648,000","12,338,000","14,411,000","12,555,000","16,090,000","16,451,000","13,406,000","11,979,000","14,596,000","13,032,000","18,137,000","14,078,000","17,713,000","5,212,000","5,805,000","7,041,000","12,862,000","4,538,000","2,200,000","2,457,000","17,049,000","2,310,000","4,764,000","3,349,000","131,360,000","10,250,000","8,046,000","8,015,000","7,885,000","14,425,000","146,602,000","36,332,000","72,322,000","44,139,000","54,333,000","30,738,000","60,660,000","44,183,000","55,194,000","60,503,000","95,555,000","152,354,000","152,749,000","142,063,000","187,838,000","159,143,000","158,034,000","155,024,000","129,627,000","196,661,000","97,552,000","86,966,000","62,868,000","89,178,000","26,562,000","23,772,000","23,478,000","16,472,000","18,581,000","19,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"28,559,000","13,038,000","15,066,000","242,000","213,000","263,000","459,000","400,000","52,162,000","27,019,000","23,186,000","19,638,000","22,752,000","48,106,000","20,152,000","20,188,000","19,953,000","19,992,000","4,366,000","8,624,000","9,161,000","14,364,000","14,267,000","36,975,000","13,820,000","100,648,000","12,338,000","14,411,000","12,555,000","16,090,000","16,451,000","13,406,000","11,979,000","14,596,000","13,032,000","18,137,000","14,078,000","17,713,000","5,212,000","5,805,000","7,041,000","12,862,000","4,538,000","2,200,000","2,457,000","17,049,000","2,310,000","4,764,000","3,349,000","131,360,000","10,250,000","8,046,000","8,015,000","7,885,000","14,425,000","146,602,000","36,332,000","72,322,000","44,139,000","54,333,000","30,738,000","60,660,000","44,183,000","55,194,000","60,503,000","95,555,000","152,354,000","152,749,000","142,063,000","187,838,000","159,143,000","158,034,000","155,024,000","129,627,000","196,661,000","97,552,000","86,966,000","62,868,000","89,178,000","26,562,000","23,772,000","23,478,000","16,472,000","18,581,000","19,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,364,000","4,999,000","200,000","2,305,000",,,"354,005,000",,,,,,,,,,,,,"27,542,000",,,,,,,,"2,096,000","0",,"22,247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"851,679,000","231,917,000","220,590,000","209,914,000","189,258,000","212,582,000","200,167,000","195,594,000","34,193,000","164,616,000","185,852,000","154,310,000","79,873,000","133,920,000","172,832,000","168,437,000","89,950,000","94,360,000","-18,589,000","75,635,000","37,060,000","112,820,000","85,584,000","22,921,000","21,417,000","8,626,000","87,130,000","62,769,000","35,119,000","110,372,000","100,953,000","95,690,000","71,712,000","112,952,000","122,004,000","106,696,000","84,551,000","85,294,000","78,033,000","97,476,000","62,765,000","55,455,000","46,740,000","58,231,000","37,336,000","14,640,000","35,934,000","23,726,000","3,527,000","-119,542,000","7,121,000","3,907,000","-32,068,000","-21,781,000","-22,638,000","-393,992,000","70,012,000","-405,655,000","104,137,000","54,371,000","92,967,000","-10,898,000","109,546,000","81,221,000","73,711,000","200,075,000","21,317,000","172,551,000","100,096,000","-35,054,000","117,210,000","109,313,000","42,579,000","178,502,000","12,511,000","120,183,000","93,489,000","61,536,000","37,174,000","34,650,000","27,783,000","-411,546,000","37,724,000","84,193,000","73,206,000","-42,170,000","4,726,000","38,031,000","67,330,000","61,700,000","38,400,000","51,700,000","61,100,000","57,800,000","49,900,000","75,500,000","34,700,000","27,700,000","22,800,000","20,800,000","23,400,000","-1,400,000","1,800,000","1,500,000","1,600,000","1,000,000","0","2,400,000","3,800,000","2,200,000","2,400,000","2,300,000","2,600,000","2,100,000","2,100,000","1,800,000","1,000,000","700,000"
NetNonOperatingInterestIncomeExpense,"-130,493,000","-34,586,000","-31,850,000","-32,219,000","-31,838,000","-43,306,000","-43,189,000","-45,647,000","-44,866,000","-43,082,000","-42,132,000","-37,206,000","-31,143,000","-27,856,000","-27,610,000","-27,356,000","-26,505,000","-30,739,000","-25,036,000","-24,728,000","-24,792,000","-26,488,000","-27,118,000","-26,528,000","-26,214,000","-24,017,000","-15,992,000","-15,214,000","-14,064,000","-9,843,000","-14,009,000","-14,046,000","-14,064,000","-8,044,000","-7,623,000","-7,658,000","-7,189,000","-1,434,000","-602,000","-190,000","-461,000","234,000","-201,000","-205,000","-53,000","229,000","229,000","343,000","312,000","-81,000","1,029,000","1,183,000","2,264,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,"1,116,000","1,646,000",,,,,,,,,,,,"474,000","613,000","789,000","1,174,000","886,000","1,529,000","1,224,000","1,150,000","1,302,000","1,666,000","1,550,000","1,666,000","1,635,000","1,672,000","2,374,000","2,444,000","3,728,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"130,493,000","34,586,000","31,850,000","32,219,000","31,838,000","43,306,000","43,189,000","45,647,000","44,866,000","43,082,000","42,132,000","37,206,000","31,143,000","27,856,000","27,610,000","27,356,000","26,505,000","30,739,000","25,036,000","24,728,000","24,792,000","26,488,000","27,118,000","27,644,000","27,860,000","28,366,000","15,992,000","15,214,000","14,064,000","14,195,000","14,009,000","14,046,000","14,064,000","10,652,000","7,623,000","7,658,000","7,663,000","2,047,000","1,391,000","1,364,000","1,347,000","1,295,000","1,425,000","1,355,000","1,355,000","1,437,000","1,321,000","1,323,000","1,323,000","1,753,000","1,345,000","1,261,000","1,464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-465,038,000","-424,152,000","-39,212,000","-355,000","-1,319,000","-3,480,000","-1,923,000","17,410,000","-261,866,000","15,571,000","1,229,000","45,972,000","651,000","131,111,000","8,113,000","171,141,000","-4,619,000","-8,513,000","-10,216,000","10,230,000","-7,714,000","40,056,000","11,700,000","-283,675,000","14,251,000","-21,232,000","34,398,000","-1,638,000","6,988,000","11,371,000","3,501,000","-69,750,000","-1,958,000","7,135,000","13,466,000","-1,082,000","1,093,000","-3,597,000","-3,640,000","-20,551,000","-4,031,000","-11,494,000","-10,569,000","-2,878,000","-1,074,000","-34,351,000","39,000","-4,249,000","-17,693,000","-938,164,000","49,931,000","59,646,000","-2,757,000","273,655,000","-65,511,000","-448,093,000","18,497,000","-464,640,000","15,850,000","13,537,000","8,647,000","-188,450,000","11,863,000","16,304,000","4,904,000","-118,025,000","14,263,000","585,693,000","-16,246,000","-168,208,000","-457,000","17,046,000","7,176,000","13,126,000","5,660,000","-4,342,000","-247,250,000","19,692,000","-49,493,000","-164,226,000","-12,132,000","-99,812,000","-12,943,000","-13,731,000","-6,522,000","-29,578,000","69,907,000","-1,929,000","-616,000","-20,500,000","47,900,000","800,000","67,400,000","110,600,000","9,800,000","-2,900,000","69,300,000","-1,200,000","-1,600,000","-1,800,000","-1,900,000","1,000,000","700,000","800,000","700,000","-1,900,000","700,000","2,600,000","200,000","300,000","2,000,000","800,000","-1,400,000","1,300,000","200,000","100,000","200,000","400,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,"8,644,000","4,495,000","598,000","308,000",,,,,,,,,,"1,364,000","-1,362,000","-309,000","-105,000","1,764,000","-277,000","4,065,000",,"846,000",,,,,,"37,875,000","-12,305,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
