name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992
TotalRevenue,"2,983,277,000","806,070,000","801,835,000","707,760,000","667,612,000","651,407,000","639,770,000","555,450,000","1,228,765,000","1,217,680,000","1,246,874,000","1,186,658,000","1,105,843,000","1,104,103,000","1,104,592,000","1,059,122,000","995,075,000","950,585,000","828,434,000","767,387,000","760,833,000","811,162,000","764,102,000","745,439,000","819,179,000","848,728,000","838,561,000","771,132,000","772,512,000","830,754,000","782,231,000","756,315,000","740,247,000","724,455,000","756,872,000","799,411,000","742,249,000","765,251,000","714,470,000","680,612,000","640,600,000","596,943,000","516,884,000","485,404,000","460,213,000","426,379,000","421,652,000","402,858,000","385,926,000","367,156,000","336,577,000","340,045,000","332,010,000","350,995,000","369,280,000","1,595,331,000","1,602,349,000","1,852,502,000","1,515,833,000","1,512,394,000","1,594,968,000","1,514,994,000","1,602,971,000","1,612,322,000","1,550,578,000","1,706,842,000","1,483,297,000","1,960,216,000","1,647,097,000","1,715,710,000","1,505,081,000","1,501,152,000","1,470,737,000","1,804,603,000","1,610,270,000","1,526,511,000","1,392,066,000","1,338,988,000","1,192,496,000","1,117,795,000","971,649,000","-474,597,000","1,256,332,000","1,371,448,000","1,315,677,000","1,302,238,000","1,115,020,000","1,098,077,000","1,002,803,000","936,200,000","793,200,000","777,400,000","728,900,000","767,100,000","640,500,000","703,400,000","523,100,000","390,200,000","326,300,000","265,700,000","279,600,000","42,000,000","11,200,000","10,900,000","11,100,000","11,600,000","11,600,000","11,700,000","13,100,000","11,600,000","11,600,000","11,500,000","12,100,000","11,500,000","11,600,000","11,700,000","11,300,000","11,500,000"
	OperatingRevenue,"2,983,277,000","806,070,000","801,835,000","707,760,000","667,612,000","651,407,000","639,770,000","555,450,000","1,228,765,000","1,217,680,000","1,246,874,000","1,186,658,000","1,105,843,000","1,104,103,000","1,104,592,000","1,059,122,000","995,075,000","950,585,000","828,434,000","767,387,000","760,833,000","811,162,000","764,102,000","745,439,000","819,179,000","848,728,000","838,561,000","771,132,000","772,512,000","830,754,000","782,231,000","756,315,000","740,247,000","724,455,000","756,872,000","799,411,000","742,249,000","765,251,000","714,470,000","680,612,000","640,600,000","596,943,000","516,884,000","485,404,000","460,213,000","426,379,000","421,652,000","402,858,000","385,926,000","367,156,000","336,577,000","340,045,000","332,010,000","350,995,000","369,280,000","1,595,331,000","1,602,349,000","1,852,502,000","1,515,833,000","1,512,394,000","1,594,968,000","1,514,994,000","1,602,971,000","1,612,322,000","1,550,578,000","1,706,842,000","1,483,297,000","1,960,216,000","1,647,097,000","1,715,710,000","1,505,081,000","1,501,152,000","1,470,737,000","1,804,603,000","1,610,270,000","1,526,511,000","1,392,066,000","1,338,988,000","1,192,496,000","1,117,795,000","971,649,000","-474,597,000","1,256,332,000","1,371,448,000","1,315,677,000","1,302,238,000","1,115,020,000","1,098,077,000","1,002,803,000","936,200,000","793,200,000","777,400,000","728,900,000","767,100,000","640,500,000","703,400,000","523,100,000","390,200,000","326,300,000","265,700,000","279,600,000","42,000,000","11,200,000","10,900,000","11,100,000","11,600,000","11,600,000","11,700,000","13,100,000","11,600,000","11,600,000","11,500,000","12,100,000","11,500,000","11,600,000","11,700,000","11,300,000","11,500,000"
CostOfRevenue,"839,308,000","234,543,000","232,211,000","193,099,000","179,455,000","173,263,000","169,823,000","148,853,000","323,221,000","294,575,000","296,385,000","276,389,000","260,071,000","253,722,000","237,238,000","218,224,000","201,962,000","199,727,000","166,290,000","139,033,000","145,958,000","212,468,000","179,131,000","170,397,000","193,734,000","198,071,000","205,261,000","183,276,000","191,553,000","236,690,000","226,192,000","211,100,000","209,194,000","222,574,000","248,856,000","272,822,000","255,082,000","270,277,000","261,932,000","236,690,000","223,571,000","218,412,000","188,642,000","181,472,000","172,718,000","171,112,000","148,558,000","144,329,000","136,155,000","122,849,000","107,298,000","106,721,000","123,609,000","120,020,000","134,210,000","869,791,000","862,414,000","1,016,316,000","801,589,000","784,823,000","838,460,000","689,592,000","853,577,000","856,243,000","821,818,000","888,290,000","804,150,000","905,423,000","776,896,000","796,445,000","657,108,000","673,981,000","729,055,000","958,926,000","883,575,000","839,656,000","793,606,000","743,274,000","734,989,000","703,324,000","636,616,000","-135,625,000","777,526,000","861,287,000","828,250,000","650,728,000","548,526,000","496,575,000","432,842,000","179,800,000","407,600,000","267,400,000","202,600,000","457,300,000","214,500,000","196,300,000","176,300,000","180,500,000","155,500,000","148,500,000","158,600,000","16,500,000","100,000","-200,000","-100,000",,"200,000","100,000","100,000","200,000","100,000","200,000","300,000","300,000","300,000","400,000","300,000","300,000"
GrossProfit,"2,143,969,000","571,527,000","569,624,000","514,661,000","488,157,000","478,144,000","469,947,000","406,597,000","905,544,000","923,105,000","950,489,000","910,269,000","845,772,000","850,381,000","867,354,000","840,898,000","793,113,000","750,858,000","662,144,000","628,354,000","614,875,000","598,694,000","584,971,000","575,042,000","625,445,000","650,657,000","633,300,000","587,856,000","580,959,000","594,064,000","556,039,000","545,215,000","531,053,000","501,881,000","508,016,000","526,589,000","487,167,000","494,974,000","452,538,000","443,922,000","417,029,000","378,531,000","328,242,000","303,932,000","287,495,000","255,267,000","273,094,000","258,529,000","249,771,000","244,307,000","229,279,000","233,324,000","208,401,000","230,975,000","235,070,000","725,540,000","739,935,000","836,186,000","714,244,000","727,571,000","756,508,000","825,402,000","749,394,000","756,079,000","728,760,000","818,552,000","679,147,000","1,054,793,000","870,201,000","919,265,000","847,973,000","827,171,000","741,682,000","845,677,000","726,695,000","686,855,000","598,460,000","595,714,000","457,507,000","414,471,000","335,033,000","-338,972,000","478,806,000","510,161,000","487,427,000","651,510,000","566,494,000","601,502,000","569,961,000","756,400,000","385,600,000","510,000,000","526,300,000","309,800,000","426,000,000","507,100,000","346,800,000","209,700,000","170,800,000","117,200,000","121,000,000","25,500,000","11,100,000","11,100,000","11,200,000",,"11,400,000","11,600,000","13,000,000","11,400,000","11,500,000","11,300,000","11,800,000","11,200,000","11,300,000","11,300,000","11,000,000","11,200,000"
OperatingExpense,"1,292,290,000","339,610,000","349,034,000","304,747,000","298,899,000","265,562,000","269,780,000","211,003,000","871,351,000","758,489,000","764,637,000","755,959,000","765,899,000","716,461,000","694,522,000","672,461,000","703,163,000","656,498,000","680,733,000","552,719,000","577,815,000","485,874,000","499,387,000","552,121,000","604,028,000","642,031,000","546,170,000","525,087,000","545,840,000","483,692,000","455,086,000","449,525,000","459,341,000","388,929,000","386,012,000","419,893,000","402,616,000","409,680,000","374,505,000","346,446,000","354,264,000","323,076,000","281,502,000","245,701,000","250,159,000","240,627,000","237,160,000","234,803,000","246,244,000","363,849,000","222,158,000","229,417,000","240,469,000","252,756,000","257,708,000","1,119,532,000","669,923,000","1,241,841,000","610,107,000","673,200,000","663,541,000","836,300,000","639,848,000","674,858,000","655,049,000","618,477,000","657,830,000","882,242,000","770,105,000","954,319,000","730,763,000","717,858,000","699,103,000","667,175,000","714,184,000","566,672,000","504,971,000","534,178,000","420,333,000","379,821,000","307,250,000","72,574,000","441,082,000","425,968,000","414,221,000","693,680,000","561,768,000","563,471,000","502,631,000","694,700,000","347,200,000","458,300,000","465,200,000","252,000,000","376,100,000","431,600,000","312,100,000","182,000,000","148,000,000","96,400,000","97,600,000","26,900,000","9,300,000","9,600,000","9,600,000","10,600,000","11,400,000","9,200,000","9,200,000","9,200,000","9,100,000","9,000,000","9,200,000","9,100,000","9,200,000","9,500,000","10,000,000","10,500,000"
	SellingGeneralAndAdministration,"981,280,000","249,426,000","256,890,000","242,311,000","232,653,000","209,480,000","218,820,000","159,005,000","688,718,000","614,720,000","631,761,000","636,616,000","635,476,000","570,775,000","577,705,000","558,023,000","587,016,000","547,687,000","588,459,000","470,326,000","494,006,000","404,958,000","421,222,000","447,660,000","518,583,000","478,651,000","471,348,000","448,746,000","472,460,000","407,198,000","384,816,000","382,505,000","393,528,000","323,036,000","324,259,000","350,668,000","340,940,000","346,208,000","331,639,000","305,301,000","311,626,000","274,666,000","237,924,000","213,771,000","216,541,000","193,166,000","201,674,000","197,345,000","208,383,000","192,826,000","176,869,000","187,872,000","195,847,000","128,816,000","225,946,000","576,080,000","590,988,000","621,190,000","526,623,000","580,208,000","593,665,000","560,452,000","552,359,000","577,083,000","550,693,000","359,047,000","467,746,000","685,645,000","555,350,000","532,351,000","527,039,000","516,752,000","501,568,000","499,468,000","467,009,000","427,423,000","373,356,000","422,133,000","283,476,000","259,248,000","224,157,000","-37,125,000","281,662,000","260,857,000","257,337,000","210,935,000","254,708,000","250,874,000","220,146,000","2,300,000","256,900,000","266,100,000","227,600,000","7,100,000","185,800,000","225,000,000","186,600,000","151,600,000","121,800,000","74,900,000","76,600,000","17,400,000","6,000,000","5,900,000","5,900,000","6,900,000","7,800,000","5,500,000","5,500,000","5,500,000","5,300,000","5,300,000","5,400,000","5,300,000","5,200,000","5,800,000","5,400,000","5,000,000"
		GeneralAndAdministrativeExpense,"414,821,000","110,261,000","103,502,000","113,393,000","87,665,000","74,723,000","88,961,000","68,204,000","256,021,000","241,940,000","207,880,000","225,514,000","213,616,000","210,629,000","190,903,000","188,363,000","184,184,000","189,860,000","235,580,000","150,222,000","143,595,000","129,954,000","128,829,000","152,135,000","136,242,000","147,364,000","134,122,000","129,349,000","114,794,000","130,882,000","108,193,000","109,719,000","94,816,000","97,254,000","75,977,000","103,515,000","98,026,000","117,118,000","94,876,000","92,231,000","91,788,000","87,256,000","84,628,000","80,553,000","76,291,000","80,113,000","78,327,000","77,336,000","77,231,000","76,724,000","70,134,000","68,970,000","73,634,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"414,821,000","110,261,000","103,502,000","113,393,000","87,665,000","74,723,000","88,961,000","68,204,000","256,021,000","241,940,000","207,880,000","225,514,000","213,616,000","210,629,000","190,903,000","188,363,000","184,184,000","189,860,000","235,580,000","150,222,000","143,595,000","129,954,000","128,829,000","152,135,000","136,242,000","147,364,000","134,122,000","129,349,000","114,794,000","130,882,000","108,193,000","109,719,000","94,816,000","97,254,000","75,977,000","103,515,000","98,026,000","117,118,000","94,876,000","92,231,000","91,788,000","87,256,000","84,628,000","80,553,000","76,291,000","80,113,000","78,327,000","77,336,000","77,231,000","76,724,000","70,134,000","68,970,000","73,634,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"566,459,000","139,165,000","153,388,000","128,918,000","144,988,000","134,757,000","129,859,000","90,801,000","432,697,000","372,780,000","423,881,000","411,102,000","421,860,000","360,146,000","386,802,000","369,660,000","402,832,000","357,827,000","352,879,000","320,104,000","350,411,000","275,004,000","292,393,000","295,525,000","382,341,000","331,287,000","337,226,000","319,397,000","357,666,000","276,316,000","276,623,000","272,786,000","298,712,000","225,782,000","248,282,000","247,153,000","242,914,000","229,090,000","236,763,000","213,070,000","219,838,000","187,410,000","153,296,000","133,218,000","140,250,000","113,053,000","123,347,000","120,009,000","131,152,000","116,102,000","106,735,000","118,902,000","122,213,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"241,049,000","66,366,000","66,974,000","52,133,000","55,576,000","44,832,000","39,280,000","41,929,000","105,733,000","91,503,000","86,600,000","78,614,000","88,700,000","79,207,000","77,740,000","75,445,000","76,937,000","70,044,000","70,645,000","55,430,000","54,760,000","46,197,000","45,947,000","49,911,000","55,830,000","47,220,000","46,859,000","46,430,000","45,257,000","43,456,000","39,686,000","38,357,000","39,016,000","36,929,000","35,232,000","34,052,000","33,582,000","30,768,000","24,504,000","23,115,000","23,482,000","22,202,000","21,556,000","17,280,000","17,722,000","17,123,000","17,812,000","15,345,000","16,617,000","15,046,000","14,751,000","16,422,000","18,088,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
