name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"1,327,576,000","340,308,000","334,242,000","329,405,000","323,621,000","320,284,000","317,879,000","314,365,000","312,524,000","310,543,000","308,421,000","306,289,000","306,408,000","307,452,000","305,777,000","302,452,000","299,288,000","295,501,000","292,428,000","288,552,000","288,614,000","286,271,000","287,554,000","286,466,000","281,876,000","272,625,000","265,780,000","262,539,000","258,422,000","255,917,000","255,022,000","250,382,000","248,796,000","245,630,000","243,678,000","239,332,000","236,447,000","230,196,000","223,528,000","214,142,000","205,726,000","203,646,000","196,965,000","189,844,000","181,523,000","176,751,000","172,286,000","168,684,000","264,402,000","261,010,000","257,995,000","256,619,000","254,995,000","236,743,000","246,052,000","303,240,000","354,281,000","386,436,000","373,587,000","363,217,000","373,049,000","412,228,000","399,513,000","390,690,000","373,604,000","348,907,000","414,766,000","444,830,000","400,991,000","355,986,000","325,311,000","256,045,000","229,113,000","251,600,000","268,123,000","265,299,000","269,758,000","275,002,000","301,441,000","317,409,000","327,816,000","283,799,000","255,155,000","231,197,000","213,413,000","197,355,000","173,086,000","70,254,000","34,071,000","27,676,000","22,800,000","18,700,000","15,600,000","13,200,000","10,500,000","5,300,000","4,000,000"
	OperatingRevenue,"1,327,576,000","340,308,000","334,242,000","329,405,000","323,621,000","320,284,000","317,879,000","314,365,000","312,524,000","310,543,000","308,421,000","306,289,000","306,408,000","307,452,000","305,777,000","302,452,000","299,288,000","295,501,000","292,428,000","288,552,000","288,614,000","286,271,000","287,554,000","286,466,000","281,876,000","272,625,000","265,780,000","262,539,000","258,422,000","255,917,000","255,022,000","250,382,000","248,796,000","245,630,000","243,678,000","239,332,000","236,447,000","230,196,000","223,528,000","214,142,000","205,726,000","203,646,000","196,965,000","189,844,000","181,523,000","176,751,000","172,286,000","168,684,000","264,402,000","261,010,000","257,995,000","256,619,000","254,995,000","236,743,000","246,052,000","303,240,000","354,281,000","386,436,000","373,587,000","363,217,000","373,049,000","412,228,000","399,513,000","390,690,000","373,604,000","348,907,000","414,766,000","444,830,000","400,991,000","355,986,000","325,311,000","256,045,000","229,113,000","251,600,000","268,123,000","265,299,000","269,758,000","275,002,000","301,441,000","317,409,000","327,816,000","283,799,000","255,155,000","231,197,000","213,413,000","197,355,000","173,086,000","70,254,000","34,071,000","27,676,000","22,800,000","18,700,000","15,600,000","13,200,000","10,500,000","5,300,000","4,000,000"
CostOfRevenue,"191,933,000","49,368,000","47,801,000","47,796,000","46,968,000","45,972,000","45,024,000","43,608,000","45,573,000","46,454,000","44,443,000","44,066,000","45,504,000","48,368,000","48,249,000","47,365,000","48,152,000","47,680,000","47,333,000","47,644,000","50,669,000","49,100,000","49,807,000","48,753,000","50,582,000","48,996,000","47,218,000","48,221,000","48,353,000","47,477,000","46,933,000","45,989,000","48,026,000","46,575,000","46,554,000","46,630,000","47,254,000","42,040,000","41,460,000","42,844,000","41,256,000","42,016,000","41,694,000","40,667,000","40,869,000","36,088,000","39,751,000","40,590,000","59,729,000","71,376,000","56,736,000","57,476,000","60,308,000","58,632,000","55,880,000","86,033,000","124,234,000","148,057,000","149,984,000","147,836,000","150,640,000","150,076,000","144,480,000","147,149,000","138,912,000","121,547,000","129,281,000","136,555,000","124,842,000","129,097,000","121,945,000","102,235,000","91,482,000","100,376,000","114,413,000","115,589,000","115,829,000","135,283,000","140,086,000","146,296,000","149,702,000","105,555,000","83,518,000","80,308,000","74,340,000","54,106,000","52,104,000","16,838,000","10,289,000","1,894,000","9,100,000","6,100,000","5,500,000","4,900,000","4,000,000","2,000,000","2,000,000"
GrossProfit,"1,135,643,000","290,940,000","286,441,000","281,609,000","276,653,000","274,312,000","272,855,000","270,757,000","266,951,000","264,089,000","263,978,000","262,223,000","260,904,000","259,084,000","257,528,000","255,087,000","251,136,000","247,821,000","245,095,000","240,908,000","237,945,000","237,171,000","237,747,000","237,713,000","231,294,000","223,629,000","218,562,000","214,318,000","210,069,000","208,440,000","208,089,000","204,393,000","200,770,000","199,055,000","197,124,000","192,702,000","189,193,000","188,156,000","182,068,000","171,298,000","164,470,000","161,630,000","155,271,000","149,177,000","140,654,000","140,663,000","132,535,000","128,094,000","204,673,000","189,634,000","201,259,000","199,143,000","194,687,000","178,111,000","190,172,000","217,207,000","230,047,000","238,379,000","223,603,000","215,381,000","222,409,000","262,152,000","255,033,000","243,541,000","234,692,000","227,360,000","285,485,000","308,275,000","276,149,000","226,889,000","203,366,000","153,810,000","137,631,000","151,224,000","153,710,000","149,710,000","153,929,000","139,719,000","161,355,000","171,113,000","178,114,000","178,244,000","171,637,000","150,889,000","139,073,000","143,249,000","120,982,000","53,416,000","23,782,000","25,782,000","13,700,000","12,600,000","10,100,000","8,300,000","6,500,000","3,300,000","2,000,000"
OperatingExpense,"268,840,000","68,828,000","65,136,000","68,630,000","66,246,000","69,804,000","66,206,000","63,977,000","60,687,000","65,523,000","58,362,000","60,530,000","60,652,000","65,118,000","62,531,000","62,077,000","65,717,000","71,389,000","64,036,000","65,948,000","62,674,000","68,409,000","62,971,000","61,446,000","64,527,000","65,347,000","64,100,000","65,353,000","65,832,000","66,219,000","68,589,000","61,272,000","61,185,000","68,881,000","64,411,000","60,621,000","55,929,000","52,836,000","66,006,000","64,500,000","66,088,000","65,405,000","63,353,000","63,459,000","69,614,000","69,323,000","66,394,000","69,963,000","115,585,000","109,348,000","115,701,000","114,533,000","115,198,000","185,597,000","116,396,000","148,162,000","176,821,000","554,931,000","193,675,000","206,955,000","207,488,000","235,143,000","228,423,000","215,290,000","206,863,000","192,954,000","220,395,000","242,156,000","216,612,000","175,853,000","163,191,000","118,918,000","107,226,000","128,297,000","182,625,000","283,162,000","168,106,000","163,042,000","179,795,000","4,815,034,000","205,489,000","586,096,000","584,426,000","11,389,874,000","1,490,273,000","1,476,937,000","1,466,769,000","459,101,000","84,931,000","23,692,000","13,700,000","14,600,000","13,500,000","11,500,000","11,600,000","9,100,000","8,000,000"
	SellingGeneralAndAdministration,"188,311,000","47,984,000","45,570,000","48,822,000","45,935,000","50,401,000","46,498,000","45,775,000","43,329,000","50,422,000","43,743,000","45,577,000","44,520,000","50,076,000","48,819,000","48,322,000","50,342,000","58,616,000","51,321,000","52,438,000","49,330,000","54,664,000","48,647,000","47,158,000","47,784,000","50,147,000","49,081,000","49,006,000","48,680,000","48,895,000","52,269,000","45,578,000","42,746,000","51,115,000","46,955,000","43,722,000","37,753,000","36,777,000","50,597,000","49,039,000","51,323,000","52,284,000","49,865,000","50,385,000","56,020,000","56,390,000","51,926,000","56,139,000","92,454,000","95,959,000","87,649,000","88,238,000","87,175,000","85,760,000","91,194,000","109,776,000","130,898,000","156,650,000","124,541,000","141,032,000","130,539,000","166,351,000","164,258,000","152,417,000","148,880,000","146,324,000","166,700,000","190,361,000","171,755,000","134,847,000","122,704,000","85,442,000","75,409,000","80,429,000","91,084,000","92,770,000","99,427,000","84,623,000","113,981,000","115,903,000","105,786,000","104,033,000","103,053,000","100,179,000","95,617,000","91,623,000","81,843,000","37,039,000","17,315,000","18,385,000","8,800,000","10,200,000","9,400,000","8,300,000","7,800,000","6,300,000","5,600,000"
		GeneralAndAdministrativeExpense,"148,434,000","36,222,000","36,160,000","38,601,000","37,451,000","37,494,000","38,109,000","36,885,000","36,725,000","36,560,000","33,886,000","33,178,000","34,001,000","32,897,000","34,951,000","31,753,000","33,067,000","33,128,000","32,654,000","32,964,000","31,008,000","32,845,000","30,000,000","27,401,000","27,757,000","27,640,000","28,115,000","24,677,000","26,298,000","25,138,000","27,965,000","21,927,000","22,457,000","26,051,000","24,055,000","20,453,000","19,649,000","16,024,000","27,669,000","22,726,000","23,508,000","24,512,000","24,775,000","28,206,000","33,629,000","36,080,000","33,514,000","32,957,000","43,755,000","47,271,000","42,634,000","42,939,000","49,148,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"148,434,000","36,222,000","36,160,000","38,601,000","37,451,000","37,494,000","38,109,000","36,885,000","36,725,000","36,560,000","33,886,000","33,178,000","34,001,000","32,897,000","34,951,000","31,753,000","33,067,000","33,128,000","32,654,000","32,964,000","31,008,000","32,845,000","30,000,000","27,401,000","27,757,000","27,640,000","28,115,000","24,677,000","26,298,000","25,138,000","27,965,000","21,927,000","22,457,000","26,051,000","24,055,000","20,453,000","19,649,000","16,024,000","27,669,000","22,726,000","23,508,000","24,512,000","24,775,000","28,206,000","33,629,000","36,080,000","33,514,000","32,957,000","43,755,000","47,271,000","42,634,000","42,939,000","49,148,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"39,877,000","11,762,000","9,410,000","10,221,000","8,484,000","12,907,000","8,389,000","8,890,000","6,604,000","13,862,000","9,857,000","12,399,000","10,519,000","17,179,000","13,868,000","16,569,000","17,275,000","25,488,000","18,667,000","19,474,000","18,322,000","21,819,000","18,647,000","19,757,000","20,027,000","22,507,000","20,966,000","24,329,000","22,382,000","23,757,000","24,304,000","23,651,000","20,289,000","25,064,000","22,900,000","23,269,000","18,104,000","20,753,000","22,928,000","26,313,000","27,815,000","27,772,000","25,090,000","22,179,000","22,391,000","20,310,000","18,412,000","23,182,000","48,699,000","48,688,000","45,015,000","45,299,000","38,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"80,529,000","20,844,000","19,566,000","19,808,000","20,311,000","19,403,000","19,708,000","18,202,000","17,358,000","15,101,000","14,619,000","14,953,000","16,132,000","15,042,000","13,712,000","13,755,000","15,375,000","12,773,000","12,715,000","13,510,000","13,344,000","13,745,000","14,324,000","14,288,000","16,743,000","15,200,000","15,019,000","16,347,000","17,152,000","17,324,000","16,320,000","15,694,000","18,439,000","17,766,000","17,456,000","16,899,000","18,176,000","16,059,000","15,409,000","15,461,000","14,765,000","13,121,000","13,488,000","13,074,000","13,594,000","12,933,000","14,468,000","13,824,000","20,382,000","10,584,000","24,940,000","23,234,000","24,802,000","19,419,000","22,337,000","32,891,000","38,351,000","38,873,000","39,897,000","36,254,000","45,162,000","36,834,000","33,188,000","31,041,000","28,033,000","18,888,000","27,460,000","26,974,000","22,017,000","17,689,000","17,697,000","15,253,000","16,707,000","14,956,000","13,820,000","13,253,000","13,777,000","10,948,000","9,613,000","13,012,000","14,780,000","15,939,000","21,649,000","20,659,000","19,887,000","15,228,000","14,485,000","7,114,000","4,429,000","3,803,000","3,400,000","3,100,000","3,000,000","2,200,000","2,600,000","1,900,000","1,600,000"
