name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"-620,000,000",,,,,,,,,,,"-6,000,000","-9,000,000","16,000,000","-1,000,000",,"-13,000,000","34,000,000","-4,000,000","-1,000,000","11,000,000","-3,000,000","-3,000,000","-1,000,000","2,304,000,000","13,000,000","-9,000,000",,"-18,000,000","5,000,000",,"-1,000,000","-9,000,000","-3,000,000","0",,,"-5,000,000",,"-3,000,000",,"-4,000,000","-13,000,000",,,"1,000,000",,,,"-2,000,000"
	OtherNonOperatingIncomeExpenses,"61,000,000","-5,000,000","6,000,000","49,000,000","11,000,000","-5,000,000","19,000,000","-59,000,000","7,000,000","-4,000,000","-31,000,000","-3,000,000","13,000,000","16,000,000","-1,000,000","0","2,000,000","-7,000,000","-13,000,000","-19,000,000","1,000,000","-11,000,000","1,000,000","1,000,000","28,000,000","-2,000,000","-9,000,000","-5,000,000","8,000,000","122,000,000","-11,000,000","-77,000,000","-3,000,000","46,000,000","1,000,000","-95,000,000","16,000,000","-3,000,000","29,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,883,000,000","514,000,000","533,000,000","497,000,000","339,000,000","291,000,000","221,000,000","160,000,000","338,000,000","336,000,000","198,000,000","291,000,000","215,000,000","398,000,000","468,000,000","466,000,000","393,000,000","371,000,000","188,000,000","120,000,000","212,000,000","310,000,000","173,000,000","53,000,000","9,000,000","180,000,000","31,000,000","149,000,000","304,000,000","1,126,000,000","392,000,000","284,000,000","390,000,000","442,000,000","440,000,000","303,000,000","430,000,000","499,000,000","600,000,000","1,013,000,000","1,159,000,000","558,000,000","152,000,000","129,000,000","122,000,000","175,000,000","153,000,000","340,000,000","522,000,000","527,000,000","180,000,000","-54,000,000","-289,000,000","-2,476,000,000","44,000,000","182,000,000","349,000,000","423,000,000","375,000,000","172,000,000","230,000,000","145,000,000","14,000,000","83,000,000","277,000,000","291,000,000","272,000,000","291,000,000","237,000,000","148,000,000","56,000,000","-30,000,000","46,000,000","211,000,000","201,000,000","165,000,000","180,000,000","202,000,000","113,000,000"
TaxProvision,"45,000,000","13,000,000","7,000,000","15,000,000","10,000,000","11,000,000","-2,000,000","-6,000,000","18,000,000","18,000,000","-2,000,000","-692,000,000","20,000,000","14,000,000","18,000,000","5,000,000","12,000,000","212,000,000","7,000,000","6,000,000","18,000,000","13,000,000","6,000,000","-17,000,000","30,000,000","15,000,000","-3,000,000","12,000,000","13,000,000","193,000,000","11,000,000","-36,000,000","-5,000,000","14,000,000","13,000,000","-45,000,000","14,000,000","7,000,000","18,000,000","0","13,000,000","-5,000,000","12,000,000","10,000,000","29,000,000","25,000,000","4,000,000","-39,000,000","4,000,000","-6,000,000","1,000,000","27,000,000","-16,000,000","316,000,000","-16,000,000","22,000,000","5,000,000","20,000,000","20,000,000","-370,000,000","18,000,000","5,000,000","-5,000,000","76,000,000","3,000,000","4,000,000",,"11,000,000","8,000,000","4,000,000","2,000,000","4,000,000","-113,000,000","6,000,000","3,000,000","5,000,000","6,000,000","4,000,000","3,000,000"
NetIncomeCommonStockholders,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
	NetIncome,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
			NetIncomeContinuousOperations,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
BasicEPS,,"2.27","2.33","2.11","1.41","1.12","0.87","0.65","1.23","1.21","0.75","3.57","0.69","1.35","1.57","1.61","1.33","0.55","0.62","0.39","0.66","1","0.56","0.23","-0.07","0.55","0.11","0.44","0.9","2.84","1.17","0.98","1.21","1.27","1.2","0.97","1.16","1.33","1.48","2.46","2.57","1.32","0.33",,"0.21","0.32","0.32",,"1.05","1.07","0.36",,"-0.56","-5.73","0.12",,"0.68","0.77","0.67",,"0.39","0.25","0.03",,"0.56","0.6","0.57",,"0.49","0.31","0.12",,"0.35","0.46","0.44",,"0.41","0.49","0.27"
DilutedEPS,,"2.23","2.28","2.07","1.39","1.12","0.86","0.64","1.22","1.2","0.74","3.54","0.69","1.34","1.54","1.57","1.31","0.55","0.62","0.38","0.65","1","0.55","0.23","-0.07","0.55","0.11","0.43","0.88","2.78","1.13","0.95","1.17","1.24","1.16","0.94","1.13","1.3","1.42","2.37","2.48","1.28","0.32",,"0.21","0.31","0.31",,"1","1.03","0.35",,"-0.56","-5.73","0.12",,"0.65","0.73","0.64",,"0.37","0.23","0.03",,"0.53","0.57","0.54",,"0.45","0.29","0.11",,"0.32","0.41","0.4",,"0.37","0.43","0.24"
BasicAverageShares,,"221,000,000","226,000,000","228,000,000","233,000,000","249,000,000","257,000,000","257,000,000","261,000,000","262,000,000","266,000,000","275,000,000","281,000,000","285,000,000","287,000,000","287,000,000","286,000,000","288,000,000","290,000,000","294,000,000","296,000,000","296,000,000","299,000,000","299,000,000","298,000,000","299,000,000","302,000,000","316,000,000","323,000,000","328,000,000","327,000,000","326,000,000","327,000,000","336,000,000","357,000,000","359,000,000","358,000,000","369,000,000","394,000,000","411,000,000","446,000,000","427,000,000","421,000,000",,"437,000,000","469,000,000","471,000,000",,"493,000,000","498,000,000","494,000,000",,"489,000,000","487,000,000","485,000,000",,"507,000,000","526,000,000","531,000,000",,"546,000,000","571,000,000","576,000,000",,"489,000,000","482,000,000","479,000,000",,"472,000,000","466,000,000","462,000,000",,"455,000,000","450,000,000","445,000,000",,"429,000,000","408,000,000","402,000,000"
DilutedAverageShares,,"225,000,000","231,000,000","233,000,000","237,000,000","251,000,000","259,000,000","260,000,000","263,000,000","265,000,000","270,000,000","278,000,000","284,000,000","287,000,000","292,000,000","293,000,000","291,000,000","291,000,000","292,000,000","297,000,000","300,000,000","298,000,000","301,000,000","300,000,000","298,000,000","301,000,000","308,000,000","323,000,000","330,000,000","336,000,000","337,000,000","337,000,000","338,000,000","346,000,000","368,000,000","371,000,000","369,000,000","379,000,000","409,000,000","427,000,000","463,000,000","439,000,000","433,000,000",,"453,000,000","486,000,000","487,000,000",,"520,000,000","520,000,000","512,000,000",,"489,000,000","487,000,000","494,000,000",,"530,000,000","556,000,000","560,000,000",,"577,000,000","598,000,000","602,000,000",,"521,000,000","507,000,000","506,000,000",,"507,000,000","500,000,000","494,000,000",,"498,000,000","500,000,000","499,000,000",,"476,000,000","463,000,000","456,000,000"
TotalOperatingIncomeAsReported,"2,059,000,000","580,000,000","586,000,000","507,000,000","386,000,000","348,000,000","251,000,000","267,000,000","376,000,000","384,000,000","273,000,000","332,000,000","236,000,000","416,000,000","503,000,000","505,000,000","441,000,000","433,000,000","255,000,000","196,000,000","266,000,000","370,000,000","221,000,000","102,000,000","27,000,000","229,000,000","86,000,000","207,000,000","343,000,000","1,053,000,000","456,000,000","410,000,000","444,000,000","444,000,000","478,000,000","447,000,000","465,000,000","555,000,000","624,000,000","1,057,000,000","1,210,000,000","605,000,000","236,000,000","190,000,000","179,000,000","206,000,000","231,000,000","381,000,000","560,000,000","578,000,000","221,000,000","-20,000,000","-258,000,000","-2,437,000,000","80,000,000","197,000,000","363,000,000","420,000,000","396,000,000","188,000,000","247,000,000","166,000,000","12,000,000","72,000,000","253,000,000","284,000,000","265,000,000","281,000,000","237,000,000","147,000,000","57,000,000","-37,000,000","53,000,000","218,000,000","210,000,000","171,000,000","182,000,000","219,000,000","119,000,000"
TotalExpenses,"9,909,000,000","2,535,000,000","2,528,000,000","2,499,000,000","2,347,000,000","2,273,000,000","2,062,000,000","2,187,000,000","2,340,000,000","2,312,000,000","2,288,000,000","2,102,000,000","2,066,000,000","2,292,000,000","2,465,000,000","2,336,000,000","2,351,000,000","2,448,000,000","2,326,000,000","2,196,000,000","2,360,000,000","2,491,000,000","2,494,000,000","2,472,000,000","2,548,000,000","2,740,000,000","2,780,000,000","2,713,000,000","2,973,000,000","3,260,000,000","3,323,000,000","2,887,000,000","2,960,000,000","3,068,000,000","3,009,000,000","2,977,000,000","3,060,000,000","3,112,000,000","3,108,000,000","3,425,000,000","3,239,000,000","2,587,000,000","2,575,000,000","2,665,000,000","2,513,000,000","2,506,000,000","2,462,000,000","2,267,000,000","2,485,000,000","2,449,000,000","2,332,000,000","2,289,000,000","2,383,000,000","4,629,000,000","2,930,000,000","2,666,000,000","2,721,000,000","2,973,000,000","2,884,000,000","2,527,000,000","2,578,000,000","2,829,000,000","2,785,000,000","2,457,000,000","2,036,000,000","2,016,000,000","1,819,000,000","1,897,000,000","1,734,000,000","1,700,000,000","1,500,000,000","1,334,000,000","1,329,000,000","1,538,000,000","1,519,000,000","1,380,000,000","1,438,000,000","1,515,000,000","1,453,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
NormalizedIncome,"1,844,832,713.755","501,974,708.171","526,986,866.792","488,788,732.394","327,058,997.05","281,924,398.625","223,830,000","218,290,000","321,893,491.124","318,000,000","214,110,000","930,710,000","204,976,744.186","390,753,768.844","472,115,384.615","455,064,377.682","391,664,122.137","186,390,000","230,101,063.83","127,300,000","237,924,528.302","328,616,129.032","246,156,069.364","136,400,000","-4,400,000","180,583,333.333","82,970,000","144,355,704.698","304,401,315.789","421,755,772.647","386,831,632.653","323,320,000","396,660,000","443,493,212.67","428,940,909.091","348,000,000","416,967,441.86","492,985,971.944","582,000,000","1,011,000,000","1,141,056,082.83","558,020,000","154,736,842.105","121,767,441.86","95,286,885.246","144,857,142.857","186,006,535.948","383,150,000","520,977,011.494","542,130,000","285,405,555.556","-14,580,000","-250,328,719.723","-838,760,000","89,520,000","183,736,263.736","363,713,467.049","411,574,468.085","364,466,666.667","562,000,000","213,843,478.261","132,275,862.069","14,800,000","7,000,000","262,129,963.899","283,054,982.818","271,400,000","271,340,206.186","224,168,776.371","139,135,135.135","51,107,142.857","-18,400,000","162,600,000","208,886,255.924","209,820,895.522","160,969,696.97","169,166,666.667","206,821,782.178","114,867,256.637"
InterestIncome,"2,000,000","1,000,000","0","0","1,000,000","0","1,000,000","1,000,000","4,000,000","4,000,000","11,000,000","17,000,000","21,000,000","22,000,000","24,000,000","15,000,000","10,000,000","6,000,000","7,000,000","5,000,000","5,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","2,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","5,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","1,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,000,000","1,000,000","2,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"239,000,000","62,000,000","59,000,000","59,000,000","59,000,000","52,000,000","50,000,000","49,000,000","49,000,000","48,000,000","55,000,000","55,000,000","55,000,000","56,000,000","58,000,000","54,000,000","60,000,000","61,000,000","61,000,000","62,000,000","60,000,000","50,000,000","50,000,000","51,000,000","47,000,000","48,000,000","47,000,000","55,000,000","48,000,000","50,000,000","54,000,000","50,000,000","52,000,000","49,000,000","44,000,000","51,000,000","53,000,000","55,000,000","55,000,000","56,000,000","59,000,000","58,000,000","69,000,000","63,000,000","59,000,000","46,000,000","46,000,000","47,000,000","41,000,000","41,000,000","45,000,000","39,000,000","35,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-237,000,000","-61,000,000","-59,000,000","-59,000,000","-58,000,000","-52,000,000","-49,000,000","-48,000,000","-45,000,000","-44,000,000","-44,000,000","-38,000,000","-34,000,000","-34,000,000","-34,000,000","-39,000,000","-50,000,000","-55,000,000","-54,000,000","-57,000,000","-55,000,000","-49,000,000","-49,000,000","-50,000,000","-46,000,000","-47,000,000","-46,000,000","-53,000,000","-47,000,000","-49,000,000","-53,000,000","-49,000,000","-51,000,000","-48,000,000","-39,000,000","-49,000,000","-51,000,000","-53,000,000","-53,000,000","-53,000,000","-57,000,000","-56,000,000","-68,000,000","-62,000,000","-57,000,000","-44,000,000","-44,000,000","-45,000,000","-39,000,000","-40,000,000","-44,000,000","-37,000,000","-32,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,122,000,000","576,000,000","592,000,000","556,000,000","398,000,000","343,000,000","271,000,000","209,000,000","387,000,000","384,000,000","253,000,000","346,000,000","270,000,000","454,000,000","526,000,000","520,000,000","453,000,000","432,000,000","249,000,000","182,000,000","272,000,000","360,000,000","223,000,000","104,000,000","56,000,000","228,000,000","78,000,000","204,000,000","352,000,000","1,176,000,000","446,000,000","334,000,000","442,000,000","491,000,000","484,000,000","354,000,000","483,000,000","554,000,000","655,000,000","1,069,000,000","1,218,000,000","616,000,000","221,000,000","192,000,000","181,000,000","221,000,000","199,000,000","387,000,000","563,000,000","568,000,000","225,000,000","-15,000,000","-254,000,000","-2,359,000,000","103,000,000","233,000,000","383,000,000","447,000,000","401,000,000","217,000,000","250,000,000","167,000,000","8,000,000","72,000,000","253,000,000","284,000,000","269,000,000","282,000,000","235,000,000","147,000,000","58,000,000","2,000,000","59,000,000","222,000,000","221,000,000","173,000,000","182,000,000","219,000,000","126,000,000"
EBITDA,"2,536,000,000"
ReconciledCostOfRevenue,"8,044,000,000","2,063,000,000","2,058,000,000","2,028,000,000","1,895,000,000","1,834,000,000","1,622,000,000","1,753,000,000","1,881,000,000","1,849,000,000","1,819,000,000","1,619,000,000","1,583,000,000","1,788,000,000","1,950,000,000","1,800,000,000","1,819,000,000","1,899,000,000","1,757,000,000","1,583,000,000","1,704,000,000","1,840,000,000","1,824,000,000","1,821,000,000","1,902,000,000","2,067,000,000","2,062,000,000","1,974,000,000","2,205,000,000","2,493,000,000","2,547,000,000","2,192,000,000","2,262,000,000","2,337,000,000","2,306,000,000","2,283,000,000","2,377,000,000","2,478,000,000","2,478,000,000","2,799,000,000","2,603,000,000","1,996,000,000","2,080,000,000","2,121,000,000","1,991,000,000","2,001,000,000","1,959,000,000","1,738,000,000","1,968,000,000","1,920,000,000","1,814,000,000","1,737,000,000","1,780,000,000","1,734,000,000","2,269,000,000","2,008,000,000","2,092,000,000","2,329,000,000","2,284,000,000","1,962,000,000","2,002,000,000","2,247,000,000","2,163,000,000","2,074,000,000","1,733,000,000","1,709,000,000","1,553,000,000","1,639,000,000","1,492,000,000","1,467,000,000","1,283,000,000","1,107,000,000","1,087,000,000","1,299,000,000","1,272,000,000","1,125,000,000","1,186,000,000","1,241,000,000","1,207,000,000"
ReconciledDepreciation,"414,000,000","108,000,000","104,000,000","103,000,000","99,000,000","96,000,000","99,000,000","100,000,000","94,000,000","93,000,000","92,000,000","134,000,000","135,000,000","138,000,000","134,000,000","137,000,000","143,000,000","157,000,000","161,000,000","176,000,000","182,000,000","191,000,000","200,000,000","200,000,000","198,000,000","209,000,000","208,000,000","212,000,000","203,000,000","208,000,000","218,000,000","211,000,000","211,000,000","229,000,000","228,000,000","222,000,000","221,000,000","218,000,000","212,000,000","217,000,000","224,000,000","191,000,000","182,000,000","187,000,000","188,000,000","190,000,000","189,000,000","196,000,000","188,000,000","192,000,000","204,000,000","224,000,000","226,000,000","228,000,000","253,000,000","213,000,000","211,000,000","215,000,000","205,000,000","201,000,000","236,000,000","215,000,000","199,000,000","176,000,000","150,000,000","149,000,000","137,000,000","121,000,000","112,000,000","120,000,000","113,000,000","101,000,000","105,000,000",,,"116,000,000","113,000,000","114,000,000","100,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,838,000,000","501,000,000","526,000,000","482,000,000","329,000,000","280,000,000","223,000,000","166,000,000","320,000,000","318,000,000","200,000,000","983,000,000","195,000,000","384,000,000","450,000,000","461,000,000","381,000,000","159,000,000","181,000,000","114,000,000","194,000,000","297,000,000","167,000,000","70,000,000","-21,000,000","165,000,000","34,000,000","137,000,000","291,000,000","933,000,000","381,000,000","320,000,000","395,000,000","428,000,000","427,000,000","348,000,000","416,000,000","492,000,000","582,000,000","1,013,000,000","1,146,000,000","563,000,000","140,000,000","119,000,000","93,000,000","150,000,000","149,000,000","379,000,000","518,000,000","533,000,000","179,000,000","-81,000,000","-273,000,000","-2,792,000,000","60,000,000","160,000,000","344,000,000","403,000,000","355,000,000","542,000,000","212,000,000","140,000,000","19,000,000","7,000,000","274,000,000","287,000,000","272,000,000","280,000,000","229,000,000","144,000,000","54,000,000","-34,000,000","159,000,000","205,000,000","198,000,000","160,000,000","174,000,000","198,000,000","110,000,000"
TotalUnusualItemsExcludingGoodwill,"-7,000,000","-1,000,000","-1,000,000","-7,000,000","2,000,000","-2,000,000","-1,000,000","-63,000,000","-2,000,000","0","-17,000,000","63,000,000","-11,000,000","-7,000,000","-23,000,000","6,000,000","-11,000,000","-33,000,000","-51,000,000","-14,000,000","-48,000,000","-33,000,000","-82,000,000","-80,000,000","-20,000,000","-17,000,000","-59,000,000","-8,000,000","-14,000,000","617,000,000","-6,000,000","-4,000,000","-2,000,000","-16,000,000","-2,000,000","0","-1,000,000","-1,000,000","0","2,000,000","5,000,000","6,000,000","-16,000,000","-3,000,000","-3,000,000","6,000,000","-38,000,000","-5,000,000","-3,000,000","-11,000,000","-107,000,000","-81,000,000","-24,000,000","-2,382,000,000","-36,000,000","-27,000,000","-20,000,000","-9,000,000","-10,000,000","-25,000,000","-2,000,000","8,000,000","7,000,000","0","12,000,000","4,000,000","1,000,000","9,000,000","5,000,000","5,000,000","3,000,000","-26,000,000","-6,000,000","-4,000,000","-12,000,000","-1,000,000","5,000,000","-9,000,000","-5,000,000"
TotalUnusualItems,"-7,000,000","-1,000,000","-1,000,000","-7,000,000","2,000,000","-2,000,000","-1,000,000","-63,000,000","-2,000,000","0","-17,000,000","63,000,000","-11,000,000","-7,000,000","-23,000,000","6,000,000","-11,000,000","-33,000,000","-51,000,000","-14,000,000","-48,000,000","-33,000,000","-82,000,000","-80,000,000","-20,000,000","-17,000,000","-59,000,000","-8,000,000","-14,000,000","617,000,000","-6,000,000","-4,000,000","-2,000,000","-16,000,000","-2,000,000","0","-1,000,000","-1,000,000","0","2,000,000","5,000,000","6,000,000","-16,000,000","-3,000,000","-3,000,000","6,000,000","-38,000,000","-5,000,000","-3,000,000","-11,000,000","-107,000,000","-81,000,000","-24,000,000","-2,382,000,000","-36,000,000","-27,000,000","-20,000,000","-9,000,000","-10,000,000","-25,000,000","-2,000,000","8,000,000","7,000,000","0","12,000,000","4,000,000","1,000,000","9,000,000","5,000,000","5,000,000","3,000,000","-26,000,000","-6,000,000","-4,000,000","-12,000,000","-1,000,000","5,000,000","-9,000,000","-5,000,000"
NormalizedEBITDA,"2,543,000,000","685,000,000","697,000,000","666,000,000","495,000,000","441,000,000","371,000,000","372,000,000","483,000,000","477,000,000","362,000,000","417,000,000","416,000,000","599,000,000","683,000,000","651,000,000","607,000,000","622,000,000","461,000,000","372,000,000","502,000,000","584,000,000","505,000,000","384,000,000","274,000,000","454,000,000","345,000,000","424,000,000","569,000,000","767,000,000","670,000,000","549,000,000","655,000,000","736,000,000","714,000,000","576,000,000","705,000,000","773,000,000","867,000,000","1,284,000,000","1,437,000,000","801,000,000","419,000,000","382,000,000","372,000,000","405,000,000","426,000,000","588,000,000","754,000,000","771,000,000","536,000,000","290,000,000","-4,000,000","251,000,000","392,000,000","473,000,000","614,000,000","671,000,000","616,000,000","443,000,000","488,000,000","374,000,000","200,000,000","248,000,000","391,000,000","429,000,000","405,000,000","394,000,000","342,000,000","262,000,000","168,000,000","129,000,000","170,000,000","226,000,000","233,000,000","290,000,000","290,000,000","342,000,000","231,000,000"
TaxRateForCalcs,"0.024","0.025","0.013","0.03","0.029","0.038","0.17","0.17","0.053","0.054","0.17","0.17","0.093","0.035","0.038","0.011","0.031","0.17","0.037","0.05","0.085","0.042","0.035","0.17","0.17","0.083","0.17","0.081","0.043","0.171","0.028","0.17","0.17","0.032","0.03","0.17","0.033","0.014","0.03","0","0.011","0.17","0.079","0.078","0.238","0.143","0.026","0.17","0.008","0.17","0.006","0.18","0.055","0.18","0.18","0.121","0.014","0.047","0.053","0.2","0.078","0.034","0.4","0.4","0.011","0.014","0.4","0.038","0.034","0.027","0.036","0.4","0.4","0.028","0.015","0.03","0.033","0.02","0.027"
