name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TaxProvision,"1,289,000,000","281,000,000","20,000,000","362,000,000","626,000,000","686,000,000","289,000,000","296,000,000","112,000,000","458,000,000","229,000,000","227,000,000","328,000,000","-95,000,000","169,000,000","169,000,000","249,000,000","-92,000,000","305,000,000","272,000,000","317,000,000","418,000,000","245,000,000","105,000,000","109,000,000","231,000,000","305,000,000","171,000,000","404,000,000","418,000,000","409,000,000","310,000,000","249,000,000","422,000,000","193,000,000","180,000,000","321,000,000","150,000,000","325,000,000","179,000,000","346,000,000","328,000,000","38,000,000","-409,000,000","215,000,000","67,000,000","123,000,000","21,000,000","-13,000,000","175,000,000","4,000,000","72,000,000","143,000,000","-693,000,000","-621,000,000","-111,000,000","79,000,000","277,000,000","408,000,000","641,000,000","691,000,000","519,000,000","484,000,000","541,000,000","641,000,000","216,000,000","-1,014,000,000","492,000,000","415,000,000","442,000,000","-124,000,000","452,000,000","460,000,000","308,000,000","206,000,000","129,000,000","203,000,000","-43,000,000","-37,000,000","57,000,000","88,000,000","15,000,000","-67,000,000","-30,000,000","155,000,000","156,000,000","255,000,000","168,000,000","216,000,000","145,000,000","199,000,000","343,000,000","461,000,000","310,000,000","320,000,000","378,000,000","414,000,000","388,000,000","359,000,000","260,000,000","317,000,000","219,000,000","11,000,000","286,000,000","103,000,000","109,000,000","149,000,000","165,000,000","151,000,000","-18,000,000","-32,000,000","81,000,000","-287,000,000","-4,000,000","-14,000,000","69,000,000","24,000,000",,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,000,000",,"689,000,000","1,113,000,000","1,496,000,000",,"1,033,000,000","1,263,000,000","1,350,000,000",,"1,183,000,000","903,000,000","1,084,000,000",,"303,000,000","1,050,000,000","527,000,000","506,000,000","595,000,000","684,000,000","693,000,000","145,000,000","162,000,000","483,000,000","-562,000,000","255,000,000","312,000,000","466,000,000","344,000,000",,,,
NetIncomeCommonStockholders,"1,485,000,000","790,000,000","508,000,000","1,595,000,000","-1,408,000,000","2,598,000,000","1,126,000,000","1,224,000,000","513,000,000","1,707,000,000","889,000,000","821,000,000","1,261,000,000","-312,000,000","833,000,000","637,000,000","946,000,000","1,220,000,000","637,000,000","550,000,000","666,000,000","811,000,000","491,000,000","242,000,000","217,000,000","460,000,000","621,000,000","326,000,000","648,000,000","795,000,000","750,000,000","614,000,000","587,000,000","810,000,000","310,000,000","434,000,000","709,000,000","394,000,000","723,000,000","423,000,000","766,000,000","724,000,000","165,000,000","-620,000,000","519,000,000","296,000,000","367,000,000","145,000,000","120,000,000","518,000,000","221,000,000","389,000,000","-274,000,000","-1,129,000,000","-923,000,000","25,000,000","348,000,000","760,000,000","978,000,000","1,403,000,000","1,495,000,000","1,213,000,000","1,158,000,000","1,207,000,000","1,415,000,000","1,041,000,000","-1,548,000,000","1,149,000,000","1,123,000,000","1,142,000,000","56,000,000","1,034,000,000","949,000,000","761,000,000","691,000,000","588,000,000","665,000,000","447,000,000","248,000,000","344,000,000","426,000,000","264,000,000","226,000,000","168,000,000","500,000,000","547,000,000","644,000,000","459,000,000","561,000,000","425,000,000","490,000,000","770,000,000","1,035,000,000","760,000,000","713,000,000","885,000,000","936,000,000","871,000,000","824,000,000","643,000,000","767,000,000","595,000,000","292,000,000","764,000,000","424,000,000","397,000,000","446,000,000","519,000,000","542,000,000","163,000,000","194,000,000","402,000,000","-275,000,000","259,000,000","326,000,000","397,000,000","320,000,000","-139,800,000","-845,800,000","229,600,000","-70,100,000"
	NetIncome,"1,599,000,000","817,000,000","538,000,000","1,625,000,000","-1,381,000,000","2,624,000,000","1,153,000,000","1,250,000,000","549,000,000","1,773,000,000","931,000,000","851,000,000","1,292,000,000","-269,000,000","870,000,000","676,000,000","975,000,000","1,249,000,000","666,000,000","579,000,000","695,000,000","840,000,000","520,000,000","271,000,000","246,000,000","489,000,000","650,000,000","355,000,000","677,000,000","824,000,000","781,000,000","645,000,000","600,000,000","821,000,000","316,000,000","434,000,000","709,000,000","394,000,000","723,000,000","423,000,000","766,000,000","724,000,000","165,000,000","-620,000,000","519,000,000","296,000,000","367,000,000","145,000,000","120,000,000","518,000,000","221,000,000","389,000,000","-274,000,000","-1,129,000,000","-923,000,000","25,000,000","348,000,000","760,000,000","978,000,000","1,403,000,000","1,495,000,000","1,213,000,000","1,158,000,000","1,207,000,000","1,415,000,000","1,041,000,000","-1,548,000,000","1,149,000,000","1,123,000,000","1,142,000,000","56,000,000","1,034,000,000","949,000,000","761,000,000","691,000,000","588,000,000","665,000,000","447,000,000","248,000,000","344,000,000","426,000,000","264,000,000","226,000,000","168,000,000","500,000,000","547,000,000","644,000,000","459,000,000","561,000,000","425,000,000","490,000,000","770,000,000","1,035,000,000","760,000,000","713,000,000","885,000,000","936,000,000","871,000,000","824,000,000","643,000,000","767,000,000","595,000,000","292,000,000","764,000,000","424,000,000","397,000,000","446,000,000","519,000,000","542,000,000","163,000,000","194,000,000","402,000,000","-275,000,000","259,000,000","326,000,000","397,000,000","320,000,000","-139,800,000","-845,800,000","229,600,000","-70,100,000"
		NetIncomeIncludingNoncontrollingInterests,"1,566,000,000","791,000,000","531,000,000","1,631,000,000","-1,387,000,000","2,624,000,000","1,153,000,000","1,250,000,000","549,000,000","1,773,000,000","931,000,000","851,000,000","1,292,000,000","-269,000,000","870,000,000","676,000,000","975,000,000","1,249,000,000","666,000,000","579,000,000","695,000,000","840,000,000","520,000,000","271,000,000","246,000,000","489,000,000","650,000,000","355,000,000","677,000,000","824,000,000","781,000,000","645,000,000","600,000,000","821,000,000","316,000,000","434,000,000","709,000,000","394,000,000","723,000,000","423,000,000","766,000,000","724,000,000","165,000,000","-620,000,000","519,000,000","296,000,000","367,000,000","145,000,000","120,000,000","518,000,000","221,000,000","389,000,000","-274,000,000","-1,129,000,000","-923,000,000","25,000,000","348,000,000","760,000,000","978,000,000","1,403,000,000","1,495,000,000","1,213,000,000","1,158,000,000","1,207,000,000","1,415,000,000","1,041,000,000","-1,548,000,000","1,149,000,000","1,123,000,000","1,142,000,000","56,000,000","1,034,000,000","949,000,000","761,000,000","691,000,000","586,000,000","662,000,000","444,000,000","246,000,000","342,000,000","423,000,000","248,000,000","216,000,000","159,000,000","490,000,000","538,000,000","634,000,000","448,000,000","550,000,000","415,000,000","480,000,000","760,000,000","1,026,000,000","750,000,000","703,000,000","875,000,000","927,000,000","861,000,000","814,000,000","633,000,000","758,000,000","566,000,000","292,000,000","764,000,000","424,000,000","397,000,000","446,000,000","519,000,000","542,000,000","163,000,000","194,000,000","402,000,000","-275,000,000","259,000,000","326,000,000","397,000,000","320,000,000","-139,800,000","-845,800,000","229,600,000","-70,100,000"
			NetIncomeContinuousOperations,"5,159,000,000","1,112,000,000","206,000,000","1,435,000,000","2,406,000,000","2,624,000,000","1,153,000,000","1,250,000,000","549,000,000","1,773,000,000","931,000,000","851,000,000","1,292,000,000","-269,000,000","870,000,000","676,000,000","975,000,000","1,249,000,000","666,000,000","579,000,000","695,000,000","840,000,000","520,000,000","271,000,000","246,000,000","489,000,000","650,000,000","355,000,000","677,000,000","824,000,000","781,000,000","645,000,000","600,000,000","821,000,000","316,000,000","434,000,000","709,000,000","394,000,000","723,000,000","423,000,000","766,000,000","724,000,000","165,000,000","-620,000,000","519,000,000","296,000,000","367,000,000","145,000,000","120,000,000","518,000,000","221,000,000","389,000,000","-274,000,000","-1,129,000,000","-923,000,000","25,000,000","348,000,000","760,000,000","978,000,000","1,403,000,000","1,495,000,000","1,213,000,000","1,158,000,000","1,207,000,000","1,415,000,000","1,041,000,000","-1,548,000,000","1,149,000,000","1,123,000,000","1,142,000,000","56,000,000","1,034,000,000","1,124,000,000","775,000,000","692,000,000","590,000,000","668,000,000","450,000,000","250,000,000","346,000,000","429,000,000","280,000,000","236,000,000","177,000,000","519,000,000","556,000,000","654,000,000","470,000,000","561,000,000","464,000,000","490,000,000","770,000,000","1,035,000,000","789,000,000","713,000,000","885,000,000","936,000,000","876,000,000","824,000,000","643,000,000","767,000,000","570,000,000","292,000,000","764,000,000","424,000,000","397,000,000","446,000,000","519,000,000","542,000,000","163,000,000","194,000,000","402,000,000","-275,000,000","259,000,000","326,000,000","397,000,000","320,000,000","-139,300,000","-845,800,000","229,600,000","255,500,000"
			NetIncomeDiscontinuousOperations,"-3,593,000,000","-321,000,000","325,000,000","196,000,000","-3,793,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-175,000,000","-14,000,000","-1,000,000","0","0","0","0","0","0","0","0","0","-9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-500,000",,,"-325,600,000"
		MinorityInterests,"33,000,000","26,000,000","7,000,000","-6,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"2,000,000","3,000,000","3,000,000","2,000,000","2,000,000","3,000,000","16,000,000","10,000,000","9,000,000","10,000,000","9,000,000","10,000,000","11,000,000","11,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","10,000,000","10,000,000","9,000,000","10,000,000","10,000,000","10,000,000","9,000,000",,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"114,000,000","27,000,000","30,000,000","30,000,000","27,000,000","26,000,000","27,000,000","26,000,000","36,000,000","66,000,000","42,000,000","30,000,000","31,000,000","43,000,000","37,000,000","39,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","29,000,000","31,000,000","31,000,000","13,000,000","11,000,000","6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
