name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
	SpecialIncomeCharges,"6,000,000","-3,000,000","11,000,000","-3,000,000","1,000,000","1,400,000,000","-10,000,000","-23,000,000",,"-203,000,000","-3,000,000","-97,000,000","4,000,000","-1,000,000","10,000,000","-5,000,000","0","-3,000,000","-1,000,000","-5,000,000","-56,000,000","3,000,000","-4,000,000","-2,000,000","-5,000,000","-333,000,000","-5,000,000","-16,000,000","-6,000,000","-13,000,000","17,000,000","-3,000,000","-2,000,000","591,000,000","-6,000,000","-3,000,000","-5,000,000","-100,000,000","-2,000,000","82,000,000","3,000,000","3,000,000","1,000,000","82,000,000","7,000,000","40,000,000","13,000,000","80,000,000","-42,000,000","104,000,000","-39,000,000","52,000,000","-15,000,000","-75,000,000","36,000,000","63,000,000","26,000,000","156,000,000","-7,000,000","-320,000,000","4,000,000","24,000,000","22,000,000","15,000,000","6,000,000","49,000,000","1,000,000","-13,000,000","-38,000,000","-38,000,000","-33,000,000","-24,000,000","9,000,000"
		RestructuringAndMergernAcquisition,"-5,000,000","0","0","2,000,000","-7,000,000","2,000,000","8,000,000","-4,000,000",,,,"15,000,000","0","0","-12,000,000","3,000,000","0","2,000,000","0","-1,000,000","55,000,000","0","3,000,000","3,000,000","5,000,000","33,000,000","6,000,000","10,000,000","4,000,000","1,000,000","2,000,000","1,000,000","1,000,000","53,000,000","0","1,000,000","2,000,000",,,,,,,,,,,,,,,,,,"12,000,000",,"16,000,000","-26,000,000","6,000,000","102,000,000",,"0",,"14,000,000","1,000,000","14,000,000","24,000,000","31,000,000","38,000,000","33,000,000","30,000,000",,
		ImpairmentOfCapitalAssets,"2,000,000","0","0","1,000,000","1,000,000","0","2,000,000","25,000,000",,,,"83,000,000",,,,,,"0","0","0",,"1,000,000","0","1,000,000",,"125,000,000","1,000,000",,,"0","0",,,"79,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,"83,000,000",,,,,,"0","0","0",,"1,000,000","0","1,000,000",,"125,000,000","1,000,000",,,"0","0",,,"79,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,"0",,"1,000,000",,,,,"-4,000,000",,,,,,,,,,,,,"174,000,000","-3,000,000",,"1,000,000","10,000,000","-21,000,000","-3,000,000",,,,,,,,,,,,,,,,,,,,,,,"-48,000,000",,"-42,000,000","-130,000,000","1,000,000","218,000,000",,"-24,000,000",,"-29,000,000","-7,000,000","-63,000,000","-25,000,000","-18,000,000",,"5,000,000","3,000,000",,
		GainOnSaleOfBusiness,"3,000,000","-3,000,000","11,000,000","0","-5,000,000","1,402,000,000","0","-1,000,000",,"0","-3,000,000","1,000,000","0","-1,000,000","-2,000,000","-2,000,000","0","-1,000,000","-1,000,000","-6,000,000","-1,000,000","2,000,000","-1,000,000","2,000,000","0","-1,000,000","-1,000,000","-6,000,000","-1,000,000","-2,000,000","-2,000,000","-2,000,000","-1,000,000","738,000,000","-2,000,000","0","-1,000,000","-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"-7,000,000","-2,000,000","-2,000,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"101,000,000","-9,000,000","35,000,000","39,000,000","36,000,000","-65,000,000","30,000,000","28,000,000","24,000,000","28,000,000","10,000,000","15,000,000","13,000,000","-134,000,000","24,000,000","26,000,000","30,000,000","5,000,000","-6,000,000","3,000,000","1,000,000","0","-3,000,000","-2,000,000","-5,000,000","-2,000,000","-8,000,000","2,000,000","-5,000,000","2,000,000","-1,000,000","4,000,000","-1,000,000","-148,000,000","-2,000,000","4,000,000","-1,000,000","-12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"2,248,000,000","557,000,000","622,000,000","660,000,000","409,000,000","1,571,000,000","241,000,000","147,000,000","292,000,000","41,000,000","323,000,000","239,000,000","385,000,000","174,000,000","462,000,000","442,000,000","432,000,000","265,000,000","289,000,000","281,000,000","240,000,000","156,000,000","281,000,000","275,000,000","318,000,000","-270,000,000","225,000,000","227,000,000","306,000,000","-31,000,000","347,000,000","352,000,000","273,000,000","955,000,000","228,000,000","208,000,000","218,000,000","113,000,000","173,000,000","264,000,000","107,000,000","94,000,000","201,000,000","280,000,000","180,000,000","130,000,000","191,000,000","224,000,000","-3,000,000","86,000,000","49,000,000","122,000,000","-16,000,000","-183,000,000","152,000,000","247,000,000","218,000,000","313,000,000","131,000,000","168,000,000","204,000,000","174,000,000","181,000,000","146,000,000","161,000,000","142,000,000","74,000,000","123,000,000","23,000,000","-309,000,000","68,000,000","-104,000,000","72,000,000"
TaxProvision,"330,000,000","27,000,000","102,000,000","116,000,000","85,000,000","117,000,000","30,000,000","35,000,000","65,000,000","-3,000,000","53,000,000","28,000,000","46,000,000","76,000,000","54,000,000","97,000,000","65,000,000","60,000,000","57,000,000","40,000,000","56,000,000","-5,000,000","15,000,000","52,000,000","60,000,000","31,000,000","74,000,000","24,000,000","72,000,000","52,000,000","90,000,000","94,000,000","78,000,000","299,000,000","57,000,000","75,000,000","77,000,000","16,000,000","54,000,000","54,000,000","-76,000,000","-2,000,000","34,000,000","75,000,000","42,000,000","27,000,000","44,000,000","61,000,000","-20,000,000","85,000,000","-350,000,000","17,000,000","5,000,000","-43,000,000","-12,000,000","45,000,000","73,000,000","104,000,000","1,000,000","-44,000,000","60,000,000","94,000,000","72,000,000","42,000,000","45,000,000","-20,000,000","26,000,000","43,000,000","-8,000,000","12,000,000","29,000,000","10,000,000","17,000,000"
NetIncomeCommonStockholders,"1,890,000,000","524,000,000","506,000,000","538,000,000","322,000,000","1,453,000,000","207,000,000","107,000,000","218,000,000","43,000,000","263,000,000","209,000,000","337,000,000","99,000,000","401,000,000","344,000,000","363,000,000","203,000,000","226,000,000","231,000,000","183,000,000","160,000,000","262,000,000","221,000,000","257,000,000","-298,000,000","161,000,000","205,000,000","236,000,000","-84,000,000","253,000,000","259,000,000","196,000,000","654,000,000","172,000,000","133,000,000","142,000,000","95,000,000","117,000,000","210,000,000","183,000,000","95,000,000","167,000,000","203,000,000","142,000,000","58,000,000","145,000,000","160,000,000","15,000,000","3,000,000","396,000,000","102,000,000","-23,000,000","-157,000,000","155,000,000","132,000,000","142,000,000","211,000,000","126,000,000","-120,000,000","199,000,000","75,000,000","106,000,000","101,000,000","114,000,000","172,000,000","42,000,000","65,000,000","-12,000,000","-57,000,000","-99,000,000","-125,000,000","78,000,000"
	NetIncome,"1,890,000,000","524,000,000","506,000,000","538,000,000","322,000,000","1,453,000,000","207,000,000","107,000,000","218,000,000","43,000,000","263,000,000","209,000,000","337,000,000","99,000,000","401,000,000","344,000,000","363,000,000","203,000,000","226,000,000","231,000,000","183,000,000","160,000,000","262,000,000","221,000,000","257,000,000","-298,000,000","161,000,000","205,000,000","236,000,000","-84,000,000","253,000,000","259,000,000","196,000,000","654,000,000","172,000,000","133,000,000","142,000,000","95,000,000","117,000,000","210,000,000","183,000,000","95,000,000","167,000,000","203,000,000","142,000,000","58,000,000","145,000,000","160,000,000","18,000,000","5,000,000","399,000,000","104,000,000","-20,000,000","-155,000,000","158,000,000","134,000,000","145,000,000","214,000,000","128,000,000","-117,000,000","201,000,000","77,000,000","109,000,000","103,000,000","117,000,000","175,000,000","45,000,000","67,000,000","-10,000,000","-57,000,000","-99,000,000","-125,000,000","78,000,000"
