name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"13,327,563,000","3,291,493,000","3,479,570,000","3,465,601,000","3,090,899,000","2,828,773,000","3,207,638,000","3,091,595,000","2,476,487,000","2,482,975,000","2,666,528,000","2,589,874,000","2,410,608,000","2,314,957,000","2,482,717,000","2,456,073,000","2,282,681,000","2,190,808,000","2,339,830,000","2,290,829,000","2,156,259,000","2,099,302,000","2,220,955,000","2,176,689,000","2,096,150,000","1,949,052,000","2,080,201,000","2,035,518,000","1,901,903,000","1,764,178,000","1,876,872,000","1,847,088,000","1,727,943,000","1,621,234,000","1,728,025,000","1,714,969,000","1,585,009,000","1,488,385,000","1,601,558,000","1,562,849,000","1,529,392,000","1,391,307,000","1,535,453,000","1,479,318,000","1,382,738,000","1,310,330,000","1,425,887,000","1,381,241,000","1,280,067,000","1,173,697,000","1,258,239,000","1,251,377,000","1,163,749,000","1,114,631,000","1,111,272,000","704,430,000","646,220,000","604,288,000","661,778,000","643,108,000","613,145,000","558,332,000","597,144,000","591,199,000","536,547,000","514,964,000","542,906,000","521,209,000","466,239,000","427,618,000","455,162,000","435,167,000","403,294,000","367,047,000","412,182,000","393,112,000","339,475,000","314,241,000","359,579,000","343,181,000","295,489,000","278,377,000","293,996,000","280,676,000","239,063,000","216,891,000","251,413,000","226,359,000","195,758,000","183,200,000","208,400,000","196,100,000","166,400,000","160,000,000","172,800,000","165,200,000","118,300,000","78,000,000","87,500,000","82,400,000","68,500,000","64,700,000","70,400,000","68,800,000","55,300,000","50,900,000","57,200,000","50,600,000","42,800,000","42,400,000","44,700,000","43,300,000","36,700,000","35,500,000","37,800,000","35,400,000","28,500,000"
	OperatingRevenue,"13,327,563,000","3,291,493,000","3,479,570,000","3,465,601,000","3,090,899,000","2,828,773,000","3,207,638,000","3,091,595,000","2,476,487,000","2,482,975,000","2,666,528,000","2,589,874,000","2,410,608,000","2,314,957,000","2,482,717,000","2,456,073,000","2,282,681,000","2,190,808,000","2,339,830,000","2,290,829,000","2,156,259,000","2,099,302,000","2,220,955,000","2,176,689,000","2,096,150,000","1,949,052,000","2,080,201,000","2,035,518,000","1,901,903,000","1,764,178,000","1,876,872,000","1,847,088,000","1,727,943,000","1,621,234,000","1,728,025,000","1,714,969,000","1,585,009,000","1,488,385,000","1,601,558,000","1,562,849,000","1,529,392,000","1,391,307,000","1,535,453,000","1,479,318,000","1,382,738,000","1,310,330,000","1,425,887,000","1,381,241,000","1,280,067,000","1,173,697,000","1,258,239,000","1,251,377,000","1,163,749,000","1,114,631,000","1,111,272,000","704,430,000","646,220,000","604,288,000","661,778,000","643,108,000","613,145,000","558,332,000","597,144,000","591,199,000","536,547,000","514,964,000","542,906,000","521,209,000","466,239,000","427,618,000","455,162,000","435,167,000","403,294,000","367,047,000","412,182,000","393,112,000","339,475,000","314,241,000","359,579,000","343,181,000","295,489,000","278,377,000","293,996,000","280,676,000","239,063,000","216,891,000","251,413,000","226,359,000","195,758,000","183,200,000","208,400,000","196,100,000","166,400,000","160,000,000","172,800,000","165,200,000","118,300,000","78,000,000","87,500,000","82,400,000","68,500,000","64,700,000","70,400,000","68,800,000","55,300,000","50,900,000","57,200,000","50,600,000","42,800,000","42,400,000","44,700,000","43,300,000","36,700,000","35,500,000","37,800,000","35,400,000","28,500,000"
CostOfRevenue,"6,307,614,000","1,556,957,000","1,661,330,000","1,639,223,000","1,450,104,000","1,356,635,000","1,527,170,000","1,454,415,000","1,180,581,000","1,158,391,000","1,243,998,000","1,221,587,000","1,131,318,000","1,080,642,000","1,166,962,000","1,167,435,000","1,081,423,000","1,031,628,000","1,109,536,000","1,090,767,000","1,025,112,000","985,075,000","1,050,929,000","1,049,510,000","998,571,000","921,413,000","990,947,000","976,727,000","914,944,000","852,071,000","908,671,000","896,211,000","850,227,000","801,934,000","848,862,000","843,094,000","786,346,000","738,001,000","796,065,000","782,988,000","767,712,000","696,610,000","781,243,000","760,657,000","712,957,000","673,733,000","732,472,000","708,608,000","661,720,000","604,163,000","647,684,000","647,608,000","621,079,000","599,502,000","604,066,000","387,333,000","357,726,000","333,995,000","368,077,000","355,923,000","343,864,000","309,303,000","333,818,000","330,271,000","303,119,000","283,516,000","306,990,000","292,239,000","270,070,000","237,397,000","259,314,000","247,409,000","233,956,000","211,024,000","236,529,000","227,399,000","198,529,000","183,251,000","207,383,000","198,995,000","169,461,000","156,499,000","168,520,000","162,749,000","136,526,000","97,208,000","145,550,000","129,098,000","111,046,000","80,800,000","120,400,000","114,300,000","95,400,000","76,100,000","103,400,000","99,000,000","67,600,000","35,500,000","51,000,000","47,700,000","39,300,000","30,000,000","41,200,000","40,600,000","32,900,000","26,900,000","33,500,000","30,100,000","25,200,000","21,000,000","26,100,000","25,700,000","21,800,000","18,800,000","22,500,000","21,800,000","16,300,000"
GrossProfit,"7,019,949,000","1,734,536,000","1,818,240,000","1,826,378,000","1,640,795,000","1,472,138,000","1,680,468,000","1,637,180,000","1,295,906,000","1,324,584,000","1,422,530,000","1,368,287,000","1,279,290,000","1,234,315,000","1,315,755,000","1,288,638,000","1,201,258,000","1,159,180,000","1,230,294,000","1,200,062,000","1,131,147,000","1,114,227,000","1,170,026,000","1,127,179,000","1,097,579,000","1,027,639,000","1,089,254,000","1,058,791,000","986,959,000","912,107,000","968,201,000","950,877,000","877,716,000","819,300,000","879,163,000","871,875,000","798,663,000","750,384,000","805,493,000","779,861,000","761,680,000","694,697,000","754,210,000","718,661,000","669,781,000","636,597,000","693,415,000","672,633,000","618,347,000","569,534,000","610,555,000","603,769,000","542,670,000","515,129,000","507,206,000","317,097,000","288,494,000","270,293,000","293,701,000","287,185,000","269,281,000","249,029,000","263,326,000","260,928,000","233,428,000","231,448,000","235,916,000","228,970,000","196,169,000","190,221,000","195,848,000","187,758,000","169,338,000","156,023,000","175,653,000","165,713,000","140,946,000","130,990,000","152,196,000","144,186,000","126,028,000","121,878,000","125,476,000","117,927,000","102,537,000","119,683,000","105,863,000","97,261,000","84,712,000","102,400,000","88,000,000","81,800,000","71,000,000","83,900,000","69,400,000","66,200,000","50,700,000","42,500,000","36,500,000","34,700,000","29,200,000","34,700,000","29,200,000","28,200,000","22,400,000","24,000,000","23,700,000","20,500,000","17,600,000","21,400,000","18,600,000","17,600,000","14,900,000","16,700,000","15,300,000","13,600,000","12,200,000"
OperatingExpense,"4,102,781,000","1,058,655,000","1,063,641,000","1,030,795,000","949,690,000","937,866,000","955,455,000","900,690,000","872,345,000","883,081,000","886,167,000","870,213,000","834,504,000","806,275,000","830,607,000","809,488,000","778,412,000","756,345,000","768,331,000","742,617,000","727,990,000","706,517,000","722,217,000","702,118,000","678,953,000","665,019,000","673,994,000","673,023,000","636,586,000","609,095,000","624,433,000","614,403,000","590,596,000","563,540,000","578,783,000","575,614,000","547,579,000","527,413,000","542,175,000","536,258,000","514,179,000","487,786,000","513,160,000","496,293,000","473,344,000","472,461,000","494,384,000","491,469,000","449,902,000","444,122,000","461,359,000","454,094,000","429,334,000","434,527,000","414,735,000","228,709,000","214,338,000","206,608,000","210,985,000","205,627,000","192,089,000","185,000,000","188,242,000","182,692,000","168,462,000","168,217,000","168,331,000","160,843,000","142,588,000","149,909,000","142,039,000","135,193,000","125,566,000","117,177,000","127,291,000","120,987,000","107,605,000","99,819,000","111,473,000","106,417,000","97,390,000","95,136,000","91,219,000","87,047,000","80,585,000","102,662,000","77,058,000","72,468,000","65,226,000","83,600,000","65,800,000","62,200,000","54,700,000","67,000,000","53,900,000","52,500,000","40,100,000","33,300,000","26,100,000","25,200,000","21,300,000","28,000,000","21,000,000","20,500,000","16,300,000","18,700,000","17,000,000","15,100,000","13,000,000","17,500,000","13,500,000","13,100,000","11,100,000","15,100,000","11,100,000","10,100,000","9,000,000"
	SellingGeneralAndAdministration,"4,102,781,000","1,058,655,000","1,063,641,000","1,030,795,000","949,690,000","937,866,000","955,455,000","900,690,000","872,345,000","883,081,000","886,167,000","870,213,000","834,504,000","806,275,000","830,607,000","809,488,000","778,412,000","756,345,000","768,331,000","742,617,000","727,990,000","706,517,000","722,217,000","702,118,000","678,953,000","665,019,000","673,994,000","673,023,000","636,586,000","609,095,000","624,433,000","614,403,000","590,596,000","563,540,000","578,783,000","575,614,000","547,579,000","527,413,000","542,175,000","536,258,000","514,179,000","490,584,000","513,160,000","496,293,000","473,344,000","472,461,000","494,384,000","476,469,000","449,902,000","444,122,000","461,359,000","454,094,000","429,334,000","434,527,000","414,735,000","228,709,000","214,338,000","206,608,000","210,985,000","205,627,000","192,089,000","185,000,000","188,242,000","182,692,000","168,462,000","168,217,000","168,331,000","160,843,000","142,588,000","149,909,000","142,039,000","135,193,000","125,566,000","117,177,000","127,291,000","120,987,000","107,605,000","99,819,000","111,473,000","106,417,000","97,390,000","95,136,000","91,219,000","87,047,000","80,585,000","77,850,000","77,058,000","72,468,000","65,226,000","65,700,000","65,800,000","62,200,000","54,700,000","54,800,000","53,900,000","52,500,000","40,100,000","25,000,000","26,100,000","25,200,000","21,300,000","21,900,000","21,000,000","20,500,000","16,300,000","17,600,000","17,000,000","15,100,000","13,000,000","14,300,000","13,500,000","13,100,000","11,100,000","12,300,000","11,100,000","10,100,000","9,000,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000",,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000",,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,798,000",,,,,,"15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"2,917,168,000","675,881,000","754,599,000","795,583,000","691,105,000","534,272,000","725,013,000","736,490,000","423,561,000","441,503,000","536,363,000","498,074,000","444,786,000","428,040,000","485,148,000","479,150,000","422,846,000","402,835,000","461,963,000","457,445,000","403,157,000","407,710,000","447,809,000","425,061,000","418,626,000","362,620,000","415,260,000","385,768,000","350,373,000","303,012,000","343,768,000","336,474,000","287,120,000","255,760,000","300,380,000","296,261,000","251,084,000","222,971,000","263,318,000","243,603,000","247,501,000","206,911,000","241,050,000","222,368,000","196,437,000","164,136,000","199,031,000","181,164,000","168,445,000","125,412,000","149,196,000","149,675,000","113,336,000","80,602,000","92,471,000","88,388,000","74,156,000","63,685,000","82,716,000","81,558,000","77,192,000","64,029,000","75,084,000","78,236,000","64,966,000","63,231,000","67,585,000","68,127,000","53,581,000","40,312,000","53,809,000","52,565,000","43,772,000","38,846,000","48,362,000","44,726,000","33,341,000","31,171,000","40,723,000","37,769,000","28,638,000","26,742,000","34,257,000","30,880,000","21,952,000","17,021,000","28,805,000","24,793,000","19,486,000","18,800,000","22,200,000","19,600,000","16,300,000","16,900,000","15,500,000","13,700,000","10,600,000","9,200,000","10,400,000","9,500,000","7,900,000","6,700,000","8,200,000","7,700,000","6,100,000","5,300,000","6,700,000","5,400,000","4,600,000","3,900,000","5,100,000","4,500,000","3,800,000","1,600,000","4,200,000","3,500,000","3,200,000"
