name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"18,520,000,000","4,708,000,000","4,570,000,000","4,527,000,000","4,715,000,000","4,176,000,000","2,448,000,000","2,450,000,000","2,617,000,000","2,606,000,000","2,711,000,000","2,681,000,000","2,723,000,000","2,669,000,000","2,579,000,000","2,486,000,000","2,398,000,000","2,242,000,000","2,165,000,000","2,130,000,000","2,081,000,000","1,972,000,000","1,909,000,000","1,826,000,000","1,766,000,000","1,691,000,000","1,592,000,000","1,564,000,000","1,522,000,000","1,554,000,000","1,550,000,000","1,471,000,000","1,479,000,000","1,433,000,000","1,369,000,000","1,336,000,000","1,296,000,000","1,189,000,000","1,209,000,000","1,294,000,000","1,207,000,000","1,127,000,000","1,202,000,000","1,193,000,000","1,218,000,000","972,000,000","1,066,000,000","1,088,000,000","986,000,000","1,046,000,000","1,022,000,000","1,098,000,000","1,125,000,000","1,284,000,000","1,251,000,000","1,308,000,000","1,307,000,000","1,345,000,000","1,291,000,000","1,205,000,000","1,153,000,000","429,000,000","1,290,000,000","1,311,000,000","1,279,000,000","1,180,000,000","1,138,000,000","1,087,000,000","1,059,000,000","1,060,000,000","1,000,000,000","1,112,000,000","1,190,000,000","1,118,000,000","1,051,000,000","1,018,000,000","900,000,000","996,000,000","1,031,000,000","1,049,000,000","1,059,000,000","1,059,000,000","1,023,000,000","1,071,000,000","1,200,000,000","1,334,923,000","1,322,572,000","1,404,528,000","1,571,876,000","1,127,400,000","883,700,000","982,100,000","951,600,000","788,600,000","705,100,000","638,000,000","604,400,000","620,500,000","611,900,000","530,800,000","535,600,000","482,300,000","430,100,000","491,700,000","446,700,000","394,800,000","385,600,000","342,700,000","296,900,000","270,400,000","248,100,000","258,200,000","287,900,000","257,600,000","238,700,000","232,400,000","236,300,000","193,500,000","159,300,000","176,900,000","219,900,000","167,300,000","147,400,000","128,800,000","126,100,000","93,900,000","103,800,000","96,700,000","92,800,000","93,100,000","88,200,000",,,,,,,,,,
	OperatingRevenue,"18,520,000,000","4,708,000,000","4,570,000,000","4,527,000,000","4,715,000,000","4,176,000,000","2,448,000,000","2,450,000,000","2,617,000,000","2,606,000,000","2,711,000,000","2,681,000,000","2,723,000,000","2,669,000,000","2,579,000,000","2,486,000,000","2,398,000,000","2,242,000,000","2,165,000,000","2,130,000,000","2,081,000,000","1,972,000,000","1,909,000,000","1,826,000,000","1,766,000,000","1,691,000,000","1,592,000,000","1,564,000,000","1,522,000,000","1,554,000,000","1,550,000,000","1,471,000,000","1,479,000,000","1,433,000,000","1,369,000,000","1,336,000,000","1,296,000,000","1,189,000,000","1,209,000,000","1,294,000,000","1,207,000,000","1,127,000,000","1,202,000,000","1,193,000,000","1,218,000,000","972,000,000","1,066,000,000","1,088,000,000","986,000,000","1,046,000,000","1,022,000,000","1,098,000,000","1,125,000,000","1,284,000,000","1,251,000,000","1,308,000,000","1,307,000,000","1,345,000,000","1,291,000,000","1,205,000,000","1,153,000,000","429,000,000","1,290,000,000","1,311,000,000","1,279,000,000","1,180,000,000","1,138,000,000","1,087,000,000","1,059,000,000","1,060,000,000","1,000,000,000","1,112,000,000","1,190,000,000","1,118,000,000","1,051,000,000","1,018,000,000","900,000,000","996,000,000","1,031,000,000","1,049,000,000","1,059,000,000","1,059,000,000","1,023,000,000","1,071,000,000","1,200,000,000","1,334,923,000","1,322,572,000","1,404,528,000","1,571,876,000","1,127,400,000","883,700,000","982,100,000","951,600,000","788,600,000","705,100,000","638,000,000","604,400,000","620,500,000","611,900,000","530,800,000","535,600,000","482,300,000","430,100,000","491,700,000","446,700,000","394,800,000","385,600,000","342,700,000","296,900,000","270,400,000","248,100,000","258,200,000","287,900,000","257,600,000","238,700,000","232,400,000","236,300,000","193,500,000","159,300,000","176,900,000","219,900,000","167,300,000","147,400,000","128,800,000","126,100,000","93,900,000","103,800,000","96,700,000","92,800,000","93,100,000","88,200,000",,,,,,,,,,
PretaxIncome,"7,713,000,000","2,023,000,000","2,011,000,000","1,719,000,000","1,960,000,000","1,476,000,000","889,000,000","888,000,000","1,047,000,000","1,112,000,000","1,236,000,000","1,236,000,000","1,264,000,000","1,210,000,000","1,219,000,000","1,131,000,000","1,002,000,000","953,000,000","945,000,000","909,000,000","843,000,000","824,000,000","794,000,000","720,000,000","655,000,000","645,000,000","583,000,000","567,000,000","484,000,000","554,000,000","518,000,000","521,000,000","522,000,000","498,000,000","464,000,000","412,000,000","331,000,000","344,000,000","361,000,000","432,000,000","313,000,000","252,000,000","360,000,000","386,000,000","394,000,000","229,000,000","199,000,000","338,000,000","13,000,000","266,000,000","320,000,000","335,000,000","355,000,000","507,000,000","499,000,000","514,000,000","508,000,000","526,000,000","512,000,000","424,000,000","391,000,000","228,000,000","437,000,000","412,000,000","399,000,000","307,000,000","329,000,000","303,000,000","246,000,000","160,000,000","72,000,000","179,000,000","247,000,000","234,000,000","197,000,000","182,000,000","97,000,000","-113,000,000","-5,000,000","156,000,000","130,000,000","-29,000,000","26,000,000","-26,000,000","164,000,000","225,910,000","240,471,000","253,537,000","479,661,000","281,800,000","203,800,000","249,600,000","236,100,000","175,900,000","162,500,000","125,800,000","112,400,000","104,300,000","126,900,000","105,800,000","110,300,000","99,200,000","96,500,000","118,700,000","79,600,000","62,400,000","78,000,000","73,300,000","63,400,000","56,000,000","51,600,000","53,200,000","63,600,000","45,200,000","47,700,000","52,000,000","61,400,000","45,300,000","15,100,000","33,000,000","52,900,000","28,600,000","24,500,000","16,500,000","18,400,000","1,700,000","12,500,000","8,300,000","6,400,000","10,700,000","8,100,000",,,,,,,,,,
TaxProvision,"1,858,000,000","443,000,000","485,000,000","454,000,000","476,000,000","341,000,000","191,000,000","217,000,000","252,000,000","260,000,000","285,000,000","299,000,000","300,000,000","275,000,000","296,000,000","265,000,000","219,000,000","356,000,000","327,000,000","334,000,000","279,000,000","302,000,000","291,000,000","268,000,000","243,000,000","229,000,000","207,000,000","214,000,000","182,000,000","204,000,000","197,000,000","197,000,000","196,000,000","179,000,000","174,000,000","156,000,000","125,000,000","133,000,000","114,000,000","157,000,000","118,000,000","89,000,000","140,000,000","148,000,000","151,000,000","110,000,000","75,000,000","133,000,000","7,000,000","102,000,000","120,000,000","130,000,000","137,000,000","199,000,000","195,000,000","201,000,000","203,000,000","221,000,000","189,000,000","168,000,000","155,000,000","94,000,000","171,000,000","163,000,000","157,000,000","120,000,000","123,000,000","117,000,000","95,000,000","58,000,000","26,000,000","66,000,000","86,000,000","86,000,000","73,000,000","56,000,000","23,000,000","-34,000,000","-1,000,000","58,000,000","48,000,000","-16,000,000","13,000,000","-7,000,000","67,000,000","87,205,000","98,177,000","116,357,000","195,414,000","111,300,000","79,300,000","98,600,000","93,200,000","69,500,000","64,700,000","49,500,000","44,400,000","41,200,000","50,400,000","41,800,000","43,600,000","39,500,000","39,400,000","48,600,000","32,700,000","19,800,000","30,800,000","28,900,000","25,000,000","22,200,000","20,400,000","21,100,000","25,400,000","16,700,000","18,800,000","20,400,000","26,000,000","20,100,000","7,300,000","14,500,000","23,200,000","12,500,000","11,300,000","7,000,000","7,800,000","700,000","5,300,000","3,500,000","2,700,000","4,600,000","3,500,000",,,,,,,,,,
NetIncomeCommonStockholders,"5,360,000,000","1,449,000,000","1,406,000,000","1,117,000,000","1,388,000,000","1,050,000,000","615,000,000","621,000,000","757,000,000","801,000,000","913,000,000","887,000,000","925,000,000","885,000,000","885,000,000","813,000,000","746,000,000","550,000,000","575,000,000","530,000,000","525,000,000","478,000,000","470,000,000","406,000,000","392,000,000","378,000,000","365,000,000","330,000,000","291,000,000","329,000,000","312,000,000","302,000,000","318,000,000","297,000,000","282,000,000","233,000,000","198,000,000","189,000,000","238,000,000","261,000,000","195,000,000","163,000,000","220,000,000","238,000,000","243,000,000","119,000,000","124,000,000","205,000,000","6,000,000","164,000,000","200,000,000","205,000,000","218,000,000","308,000,000","304,000,000","295,000,000","305,000,000","308,000,000","1,534,000,000","292,000,000","273,000,000","467,000,000","266,000,000","251,000,000","243,000,000","187,000,000","207,000,000","186,000,000","145,000,000","53,000,000","-41,000,000","113,000,000","161,000,000","148,000,000","127,000,000","126,000,000","71,000,000","-79,000,000","-4,000,000","98,000,000","94,000,000","-13,000,000","13,000,000","102,000,000","97,000,000","138,705,000","142,294,000","137,180,000","284,247,000","170,500,000","124,500,000","151,000,000","142,900,000","106,400,000","97,800,000","76,300,000","68,000,000","63,100,000","76,500,000","64,000,000","66,700,000","59,700,000","57,100,000","70,100,000","46,900,000","42,600,000","47,200,000","44,400,000","38,400,000","33,800,000","31,200,000","32,100,000","38,200,000","28,500,000","22,200,000","31,600,000","35,400,000","25,200,000","7,800,000","18,500,000","29,700,000","16,100,000","13,200,000","9,500,000","10,600,000","1,000,000","7,200,000","4,800,000","3,700,000","6,100,000","4,600,000",,,,,,,,,,
	NetIncome,"5,855,000,000","1,580,000,000","1,526,000,000","1,265,000,000","1,484,000,000","1,135,000,000","698,000,000","671,000,000","795,000,000","852,000,000","951,000,000","937,000,000","964,000,000","935,000,000","923,000,000","866,000,000","783,000,000","597,000,000","618,000,000","575,000,000","564,000,000","522,000,000","503,000,000","452,000,000","412,000,000","416,000,000","376,000,000","353,000,000","302,000,000","350,000,000","321,000,000","324,000,000","326,000,000","319,000,000","290,000,000","256,000,000","206,000,000","211,000,000","247,000,000","275,000,000","195,000,000","163,000,000","220,000,000","238,000,000","243,000,000","119,000,000","124,000,000","205,000,000","6,000,000","164,000,000","200,000,000","205,000,000","218,000,000","308,000,000","304,000,000","295,000,000","305,000,000","308,000,000","1,534,000,000","292,000,000","273,000,000","467,000,000","266,000,000","251,000,000","243,000,000","187,000,000","207,000,000","186,000,000","145,000,000","53,000,000","-41,000,000","113,000,000","161,000,000","148,000,000","127,000,000","126,000,000","71,000,000","-79,000,000","-4,000,000","98,000,000","94,000,000","-13,000,000","13,000,000","102,000,000","97,000,000","138,705,000","142,294,000","137,180,000","284,247,000","170,500,000","124,500,000","151,000,000","142,900,000","106,400,000","97,800,000","76,300,000","68,000,000","63,100,000","76,500,000","64,000,000","66,700,000","59,700,000","57,100,000","70,100,000","46,900,000","42,600,000","47,200,000","44,400,000","38,400,000","33,800,000","31,200,000","32,100,000","38,200,000","28,500,000","22,200,000","31,600,000","35,400,000","25,200,000","7,800,000","18,500,000","29,700,000","16,100,000","13,200,000","9,500,000","10,600,000","1,000,000","7,200,000","4,800,000","3,700,000","6,100,000","4,600,000",,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"5,855,000,000","1,580,000,000","1,526,000,000","1,265,000,000","1,484,000,000","1,135,000,000","698,000,000","671,000,000","795,000,000","852,000,000","951,000,000","937,000,000","964,000,000","935,000,000","923,000,000","866,000,000","783,000,000","597,000,000","618,000,000","575,000,000","564,000,000","522,000,000","503,000,000","452,000,000","412,000,000","416,000,000","376,000,000","353,000,000","302,000,000","350,000,000","321,000,000","324,000,000","326,000,000","319,000,000","290,000,000","256,000,000","206,000,000","211,000,000","247,000,000","275,000,000","195,000,000","163,000,000","220,000,000","238,000,000","243,000,000","119,000,000","124,000,000","205,000,000","6,000,000","164,000,000","200,000,000","205,000,000","218,000,000","308,000,000","304,000,000","295,000,000","305,000,000","308,000,000","1,534,000,000","292,000,000","273,000,000","467,000,000","266,000,000","251,000,000","243,000,000","187,000,000","207,000,000","186,000,000","145,000,000","53,000,000","-41,000,000","113,000,000","161,000,000","148,000,000","127,000,000","126,000,000","71,000,000","-79,000,000","-4,000,000","98,000,000","94,000,000","-13,000,000","13,000,000","102,000,000","97,000,000","138,705,000","142,294,000","137,180,000","284,247,000","170,500,000","124,500,000","151,000,000","142,900,000","106,400,000","97,800,000","76,300,000","68,000,000","63,100,000","76,500,000","64,000,000","66,700,000","59,700,000","57,100,000","70,100,000","46,900,000","42,600,000","47,200,000","44,400,000","38,400,000","33,800,000","31,200,000","32,100,000","38,200,000","28,500,000","22,200,000","31,600,000","35,400,000","25,200,000","7,800,000","18,500,000","29,700,000","16,100,000","13,200,000","9,500,000","10,600,000","1,000,000","7,200,000","4,800,000","3,700,000","6,100,000","4,600,000","4,200,000","4,000,000","600,000","2,700,000","2,100,000","2,000,000","2,100,000","2,100,000","2,000,000","2,000,000"
			NetIncomeContinuousOperations,"5,855,000,000","1,580,000,000","1,526,000,000","1,265,000,000","1,484,000,000","1,135,000,000","698,000,000","671,000,000","795,000,000","852,000,000","951,000,000","937,000,000","964,000,000","935,000,000","923,000,000","866,000,000","783,000,000","597,000,000","618,000,000","575,000,000","564,000,000","522,000,000","503,000,000","452,000,000","412,000,000","416,000,000","376,000,000","353,000,000","302,000,000","350,000,000","321,000,000","324,000,000","326,000,000","319,000,000","290,000,000","256,000,000","206,000,000","211,000,000","247,000,000","275,000,000","195,000,000","163,000,000","220,000,000","238,000,000","243,000,000","119,000,000","124,000,000","205,000,000","6,000,000","164,000,000","200,000,000","205,000,000","218,000,000","308,000,000","304,000,000","313,000,000","305,000,000","305,000,000","323,000,000","256,000,000","236,000,000","134,000,000","266,000,000","249,000,000","242,000,000","187,000,000","206,000,000","186,000,000","151,000,000","102,000,000","46,000,000","113,000,000","161,000,000","148,000,000","124,000,000","126,000,000","74,000,000","-79,000,000","-4,000,000","98,000,000","82,000,000","-13,000,000","13,000,000","-19,000,000","97,000,000","138,705,000","142,294,000","137,180,000","284,247,000","170,500,000","124,500,000","151,000,000","142,900,000","106,400,000","97,800,000","76,300,000","68,000,000","63,100,000","76,500,000","64,000,000","66,700,000","59,700,000","57,100,000","70,100,000","46,900,000","42,600,000","47,200,000","44,400,000","38,400,000","33,800,000","31,200,000","32,100,000","38,200,000","28,500,000","28,900,000","31,600,000","35,400,000","25,200,000","7,800,000","18,500,000","29,700,000","16,100,000","13,200,000","9,500,000","10,600,000","1,000,000","7,200,000","4,800,000","3,700,000","6,100,000","4,600,000","4,200,000","4,000,000","600,000","2,700,000","2,100,000","2,000,000","2,100,000","2,100,000","2,000,000","2,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0",,"-18,000,000",,"3,000,000","1,211,000,000","36,000,000","37,000,000","333,000,000",,"2,000,000","1,000,000","0","1,000,000",,"-6,000,000","-49,000,000","-87,000,000",,,,"3,000,000",,"-3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
