name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
	InterestExpenseNonOperating,"224,000,000","54,000,000","56,000,000","57,000,000","57,000,000","58,000,000","62,000,000","58,000,000","53,000,000","56,000,000","56,000,000","55,000,000","56,000,000","59,000,000","54,000,000","46,000,000","47,000,000","50,000,000","43,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","43,000,000","38,000,000","29,000,000","29,000,000","28,000,000","30,000,000","29,000,000","29,000,000","29,000,000","30,000,000","29,000,000","32,000,000","22,000,000","8,000,000","7,000,000","8,000,000","8,000,000","9,000,000","9,000,000","9,000,000","9,000,000"
OtherIncomeExpense,"-97,000,000","-38,000,000","-14,000,000","-33,000,000","-12,000,000","-38,000,000","-6,000,000","-15,000,000","5,000,000","-15,000,000","10,000,000","-25,000,000","-1,000,000","30,000,000","-34,000,000","-1,000,000","3,000,000","-29,000,000","-9,000,000","2,000,000","11,000,000","-47,000,000","-1,000,000","17,000,000","28,000,000","-121,000,000","-11,000,000","-268,000,000","-1,000,000","-9,000,000","-6,000,000","-13,000,000","-4,000,000","-38,000,000","3,000,000","30,000,000","-12,000,000","-71,000,000","5,000,000","-4,000,000","-19,000,000","-105,000,000","-44,000,000","-24,000,000","-29,000,000"
	GainOnSaleOfSecurity,"-27,000,000","-7,000,000","-8,000,000","-9,000,000","-3,000,000","-7,000,000","-3,000,000","-6,000,000","-5,000,000","-2,000,000","-7,000,000","-7,000,000",,"-5,000,000","-9,000,000","-9,000,000","-8,000,000","-12,000,000","-7,000,000","-8,000,000","-2,000,000","-27,000,000","-5,000,000","-8,000,000","-9,000,000","-84,000,000","-6,000,000","-4,000,000","-8,000,000","-5,000,000","-7,000,000","-7,000,000","-9,000,000","-8,000,000",,"-2,000,000","-10,000,000",,"1,000,000","-3,000,000",,,,,
	SpecialIncomeCharges,"-76,000,000","-31,000,000","-12,000,000","-24,000,000","-9,000,000","-30,000,000","-4,000,000","-14,000,000","8,000,000","-18,000,000","14,000,000","-22,000,000","-5,000,000","28,000,000","-49,000,000","-5,000,000","-2,000,000","-13,000,000","-12,000,000","2,000,000","1,000,000","-35,000,000","-5,000,000","15,000,000","31,000,000","-46,000,000","-13,000,000","-268,000,000","-1,000,000","-13,000,000","-7,000,000","-12,000,000","-1,000,000","-36,000,000","-4,000,000","26,000,000","-8,000,000","-80,000,000","-8,000,000","-8,000,000","-19,000,000","-106,000,000","-64,000,000","-24,000,000","-29,000,000"
		RestructuringAndMergernAcquisition,"30,000,000","4,000,000","9,000,000","8,000,000","9,000,000","3,000,000","5,000,000","8,000,000","9,000,000","18,000,000","6,000,000","22,000,000","5,000,000","14,000,000","47,000,000","5,000,000","2,000,000","12,000,000","8,000,000","0","-1,000,000","20,000,000","4,000,000","-21,000,000","2,000,000","40,000,000","13,000,000","266,000,000","1,000,000","15,000,000","2,000,000","5,000,000","3,000,000","36,000,000","3,000,000","-20,000,000","7,000,000","80,000,000","6,000,000","24,000,000","25,000,000","46,000,000","51,000,000","20,000,000","37,000,000"
		ImpairmentOfCapitalAssets,"27,000,000","27,000,000","0","0",,"23,000,000","0","3,000,000",,,,,,,,,,"0","0",,,"0","1,000,000","0",,"0","0","2,000,000",,"1,000,000","6,000,000","0","0","0","0","0","1,000,000","0","2,000,000","3,000,000",,"60,000,000","0",,
		WriteOff,"16,000,000","0","3,000,000","13,000,000",,"4,000,000","0","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,"-4,000,000",,"-4,000,000",,,,,,,,,,"0","-1,000,000","13,000,000","-2,000,000","0","1,000,000",,,"0",,"-19,000,000","-6,000,000",,,"-5,000,000","-8,000,000"
		GainOnSaleOfPPE,"-3,000,000","0","0","-3,000,000","0","0","1,000,000","1,000,000","17,000,000","0","20,000,000",,,"42,000,000","-2,000,000",,,"-5,000,000","-4,000,000","-2,000,000","0","-1,000,000","0","-6,000,000","33,000,000","0","0","0",,"3,000,000","0","6,000,000",,"0","0","6,000,000",,,"0","0",,,,,
	OtherNonOperatingIncomeExpenses,"6,000,000","0","6,000,000",,,"-1,000,000","1,000,000","5,000,000","2,000,000","5,000,000","3,000,000","4,000,000","4,000,000","7,000,000","24,000,000","13,000,000","13,000,000","-4,000,000","10,000,000","8,000,000","12,000,000","15,000,000","9,000,000","10,000,000","6,000,000","9,000,000","8,000,000","4,000,000","8,000,000","9,000,000","8,000,000","6,000,000","6,000,000","6,000,000","7,000,000","6,000,000","6,000,000","9,000,000","12,000,000","7,000,000",,"1,000,000",,,
PretaxIncome,"2,488,000,000","506,000,000","659,000,000","636,000,000","687,000,000","420,000,000","597,000,000","482,000,000","497,000,000","437,000,000","528,000,000","455,000,000","381,000,000","418,000,000","418,000,000","437,000,000","417,000,000","430,000,000","413,000,000","345,000,000","337,000,000","231,000,000","333,000,000","332,000,000","332,000,000","69,000,000","273,000,000","-27,000,000","230,000,000","155,000,000","238,000,000","200,000,000","227,000,000","126,000,000","185,000,000","187,000,000","192,000,000","74,000,000","213,000,000","252,000,000","171,000,000","30,000,000","148,000,000","104,000,000","112,000,000"
TaxProvision,"454,000,000","93,000,000","107,000,000","125,000,000","129,000,000","62,000,000","118,000,000","106,000,000","74,000,000","53,000,000","95,000,000","84,000,000","69,000,000","73,000,000","71,000,000","55,000,000","67,000,000","350,000,000","117,000,000","98,000,000","98,000,000","77,000,000","96,000,000","108,000,000","128,000,000","49,000,000","83,000,000","9,000,000","65,000,000","29,000,000","71,000,000","61,000,000","72,000,000","22,000,000","54,000,000","59,000,000","52,000,000","84,000,000","52,000,000","79,000,000","59,000,000","20,000,000","53,000,000","38,000,000","35,000,000"
NetIncomeCommonStockholders,"2,037,000,000","414,000,000","552,000,000","512,000,000","559,000,000","359,000,000","479,000,000","377,000,000","423,000,000","384,000,000","433,000,000","371,000,000","312,000,000","345,000,000","347,000,000","384,000,000","352,000,000","81,000,000","298,000,000","247,000,000","238,000,000","154,000,000","239,000,000","224,000,000","204,000,000","22,000,000","189,000,000","-37,000,000","165,000,000","126,000,000","166,000,000","136,000,000","155,000,000","105,000,000","131,000,000","128,000,000","140,000,000","32,000,000","162,000,000","173,000,000","111,000,000","-44,000,000","94,000,000","66,000,000","76,000,000"
