name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,"600,000","1,700,000","100,000","100,000","-2,000,000","1,000,000","2,000,000","5,000,000","-3,000,000","-5,000,000","-1,000,000","-12,000,000","-8,000,000","-3,000,000","-3,000,000","1,000,000","-4,000,000","1,000,000","-6,000,000","-4,500,000","-3,900,000","-500,000","-2,600,000",,,"1,800,000","-3,800,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,"-1,500,000","-1,200,000","-900,000","-200,000","-1,000,000","-2,000,000","-2,000,000","-4,000,000","-1,000,000","-3,000,000","-3,000,000","-2,000,000","-3,000,000","-3,000,000","-3,000,000","-2,000,000","-2,000,000","-3,000,000","-2,000,000","-4,900,000","-1,800,000","-1,500,000","-1,300,000","-4,100,000","-2,200,000","-1,100,000","-1,900,000","-2,900,000","-2,800,000","-800,000","-1,200,000","-1,700,000","-2,400,000","-1,800,000","300,000","-2,300,000","-1,100,000","-800,000","-700,000","-600,000","-600,000","-600,000",,"-100,000","1,400,000","900,000","800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-82,300,000","1,200,000","-3,300,000","-19,300,000","-53,400,000","-12,500,000","-191,500,000","-9,100,000","-26,000,000","-21,400,000","-20,600,000","-30,800,000","-64,200,000","-42,300,000","-25,700,000","-23,700,000","-54,500,000","-27,200,000","-29,800,000","-46,500,000","-321,400,000","-77,000,000","-69,000,000","-105,000,000","-45,000,000","-67,000,000","-38,000,000","-42,000,000","-10,000,000","-1,000,000","-2,000,000","-4,000,000","-3,000,000","-14,000,000","0","16,000,000","-14,900,000","-14,000,000",,,"-10,400,000","-2,200,000",,,"-2,500,000","-2,500,000","800,000","-900,000","1,100,000","-6,700,000","-10,600,000","500,000","-66,300,000","-6,900,000","-4,400,000","100,000","-7,100,000","-2,200,000","-900,000","-1,300,000","-900,000","-1,300,000","-600,000","-3,300,000","-6,865,000","-5,504,000","-13,527,000","396,000","-2,582,000","1,985,000","2,177,000","546,000","-6,306,000","-18,666,000","3,381,000","4,238,000","-4,482,000","-6,738,000","-220,000","-3,531,000","-14,379,000","3,036,000","-5,664,000","2,827,000","6,957,000","1,222,000","-127,021,000","1,134,000","1,151,000","1,500,000","2,000,000","2,100,000","-55,900,000","2,900,000","3,800,000","5,000,000",,"400,000","300,000",
		RestructuringAndMergernAcquisition,"2,700,000","-1,200,000","2,600,000","700,000","-6,900,000","9,900,000","160,500,000","7,000,000","16,100,000","7,000,000","14,500,000","29,600,000","51,700,000","40,100,000","15,900,000","22,400,000","29,300,000","23,300,000","18,600,000","36,800,000","124,600,000","66,000,000","42,000,000","86,000,000","20,000,000","58,000,000","31,000,000","34,000,000","3,000,000","1,000,000","2,000,000","4,000,000","2,000,000","14,000,000","0","-16,000,000","8,300,000","2,600,000",,,,,,,"1,200,000","-100,000","1,400,000","100,000","-400,000","600,000","6,300,000","400,000","22,100,000","1,500,000",,,,,,,"600,000",,"1,800,000","2,200,000",,,,,"495,000","218,000","897,000","731,000","3,636,000","15,930,000",,,"6,443,000","8,000,000",,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"79,600,000","0","700,000","18,600,000","60,300,000","2,600,000","31,000,000","2,100,000","9,900,000","14,400,000","6,100,000","1,200,000","12,500,000","2,200,000","9,800,000","1,300,000","25,200,000","3,900,000","11,200,000","9,700,000","196,800,000","11,000,000","27,000,000","19,000,000","25,000,000","9,000,000","7,000,000","8,000,000","5,000,000",,,,"1,000,000","0",,,"6,600,000","11,400,000",,,,,,,"2,500,000","0","0",,"0","4,900,000","1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,"700,000","18,600,000","60,300,000","2,600,000","31,000,000","2,100,000","9,900,000","14,400,000","6,100,000","1,200,000","12,500,000","2,200,000","9,800,000","1,300,000","25,200,000","3,900,000","11,200,000","9,700,000","196,800,000","11,000,000","27,000,000","19,000,000","25,000,000","9,000,000","7,000,000","8,000,000","5,000,000",,,,"1,000,000","0",,,,"11,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000","-2,200,000","800,000","-700,000","1,200,000","2,600,000","-900,000","-11,200,000","5,400,000",,,,,,,"300,000",,"-1,200,000","1,100,000",,,,,"2,087,000","-2,203,000","-3,074,000","-1,277,000","2,670,000","2,736,000",,,"-1,961,000","-1,262,000",,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,700,000","100,000","-1,400,000","900,000","2,100,000","1,600,000","1,800,000","2,100,000","-4,500,000","2,900,000","-1,700,000","-4,100,000","1,200,000","1,000,000","400,000","-2,000,000","-1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"690,000,000","277,200,000","238,100,000","210,000,000","-35,300,000","162,200,000","-29,100,000","-172,600,000","-287,200,000","230,400,000","236,600,000","146,600,000","35,300,000","199,500,000","214,800,000","132,900,000","24,900,000","186,300,000","191,200,000","86,800,000","-268,900,000","124,000,000","73,000,000","-33,000,000","62,000,000","181,000,000","219,000,000","90,000,000","173,000,000","301,000,000","278,000,000","235,000,000","219,000,000","324,000,000","288,000,000","265,000,000","168,600,000","294,600,000","342,200,000","283,900,000","131,000,000","262,100,000","347,500,000","274,500,000","111,500,000","238,400,000","306,000,000","169,500,000","167,400,000","165,500,000","242,300,000","114,100,000","38,600,000","158,100,000","244,600,000","146,200,000","143,200,000","163,500,000","190,300,000","145,100,000","120,400,000","180,800,000","213,600,000","128,500,000","107,607,000","143,525,000","171,073,000","80,695,000","39,372,000","115,041,000","124,701,000","18,764,000","115,736,000","55,212,000","84,138,000","6,846,000","115,306,000","67,422,000","81,486,000","10,173,000","76,837,000","72,983,000","75,690,000","50,491,000","78,506,000","83,644,000","-103,838,000","39,642,000","53,586,000","54,500,000","93,400,000","47,400,000","-12,500,000","42,800,000","84,200,000","38,300,000","47,800,000","49,700,000","76,100,000","25,900,000"
TaxProvision,"188,400,000","59,500,000","44,800,000","45,300,000","38,800,000","42,400,000","10,000,000","-44,900,000","-38,200,000","-103,700,000","54,500,000","29,500,000","3,700,000","79,500,000","44,500,000","23,900,000","-16,400,000","268,100,000","47,400,000","27,300,000","-64,600,000","42,000,000","28,000,000","-11,000,000","21,000,000","50,000,000","59,000,000","26,000,000","49,000,000","86,000,000","77,000,000","73,000,000","66,000,000","87,000,000","83,000,000","84,000,000","41,400,000","78,900,000","128,500,000","90,500,000","36,600,000","93,100,000","114,000,000","90,400,000","38,300,000","70,000,000","100,800,000","48,700,000","53,300,000","54,400,000","64,800,000","37,300,000","-5,900,000","52,800,000","83,600,000","51,000,000","39,700,000","50,800,000","75,000,000","56,800,000","47,200,000","70,300,000","76,600,000","48,300,000","47,908,000","52,368,000","64,281,000","30,343,000","15,994,000","40,199,000","44,294,000","6,849,000","43,282,000","19,854,000","30,128,000","1,791,000","42,087,000","24,610,000","29,742,000","3,713,000","28,814,000","27,369,000","27,880,000","19,440,000","31,009,000","33,041,000","-41,017,000","15,659,000","21,822,000","22,200,000","38,100,000","19,300,000","-5,100,000","17,400,000","34,300,000","15,600,000","19,100,000","20,400,000","31,200,000","-18,700,000"
NetIncomeCommonStockholders,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,700,000","115,300,000","88,300,000","73,200,000","110,500,000","137,000,000","80,200,000","62,415,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,797,000","32,300,000","55,300,000","24,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
	NetIncome,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,700,000","115,300,000","88,300,000","73,200,000","110,500,000","137,000,000","80,200,000","62,415,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,797,000","32,300,000","55,300,000","24,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
		NetIncomeIncludingNoncontrollingInterests,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,800,000","115,400,000","90,100,000","77,600,000","113,800,000","140,600,000","84,200,000","75,915,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,797,000","32,300,000","55,300,000","24,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
			NetIncomeContinuousOperations,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,700,000","115,300,000","88,300,000","73,200,000","110,500,000","137,000,000","80,200,000","62,415,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,764,000","32,300,000","55,300,000","28,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,000",,,"-4,000,000",,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-100,000","-100,000","-1,800,000","-4,400,000","-3,300,000","-3,600,000","-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,700,000","115,300,000","88,300,000","73,200,000","110,500,000","137,000,000","80,200,000","62,415,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,797,000","32,300,000","55,300,000","24,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
BasicEPS,,"2.98","2.61","2.23","-1.01","1.63","-0.53","-1.75","-3.38","4.47","2.37","1.5","0.4","1.5","2.09","1.33","0.51","-1","1.76","0.73",,"0.98","0.55","-0.27","0.49","1.55","1.87","0.74","1.43","2.44","2.27","1.82","1.71","2.62","2.28","1.99",,"2.37","2.34","2.1",,"1.83","2.53","1.96","0.76","1.76","2.15","1.24",,"1.12","1.79","0.77",,"1.07","1.62","0.96",,"1.11","1.12","0.85",,"1.06","1.31","0.76",,"0.87","1","0.49",,"0.73","0.79","0.13",,"0.36","0.55","0.05",,"0.44","0.53","0.07",,"0.47","0.49","0.32",,"0.52","-0.65","0.25",,"0.33","0.56","0.24",,"0.25","0.5","0.23",,"0.29","0.45","0.17"
DilutedEPS,,"2.93","2.57","2.18","-1.01","1.61","-0.53","-1.75","-3.38","4.41","2.34","1.47","0.39","1.48","2.07","1.31","0.5","-1","1.75","0.72",,"0.98","0.55","-0.27","0.49","1.54","1.86","0.73","1.41","2.41","2.25","1.8","1.68","2.57","2.23","1.94",,"2.31","2.29","2.03",,"1.78","2.46","1.9","0.74","1.72","2.09","1.21",,"1.1","1.75","0.76",,"1.05","1.58","0.93",,"1.08","1.09","0.82",,"1.03","1.28","0.74",,"0.84","0.97","0.48",,"0.72","0.78","0.13",,"0.35","0.54","0.05",,"0.43","0.52","0.07",,"0.46","0.49","0.315",,"0.52","-0.65","0.246",,"0.326","0.56","0.24",,"0.25","0.5","0.23",,"0.29","0.45","0.17"
BasicAverageShares,,"73,200,000","74,000,000","73,800,000","73,600,000","73,600,000","73,500,000","73,100,000","73,700,000","74,700,000","76,700,000","78,200,000","79,000,000","80,200,000","81,300,000","81,900,000","81,700,000","81,700,000","81,700,000","81,600,000",,"82,600,000","82,700,000","83,300,000","83,900,000","84,900,000","85,600,000","86,500,000","87,300,000","88,100,000","88,400,000","88,900,000","89,200,000","90,100,000","90,400,000","90,800,000",,"91,100,000","91,300,000","92,200,000",,"92,200,000","92,200,000","93,900,000","95,800,000","95,500,000","95,500,000","97,200,000",,"98,800,000","99,400,000","99,200,000",,"98,800,000","99,300,000","99,500,000",,"101,600,000","102,600,000","103,900,000",,"104,200,000","104,500,000","105,100,000",,"104,688,000","104,198,000","103,048,000",,"101,896,000","101,192,000","100,481,000",,"99,072,270","98,703,840","98,377,228",,"98,412,022","98,301,441","98,161,220",,"97,506,076","97,437,461","97,108,788",,"96,530,102","96,713,414","97,092,017",,"98,807,754","98,750,000","100,416,667",,"101,600,000","99,800,000","98,695,652",,"101,034,483","99,777,778","100,274,000"
DilutedAverageShares,,"74,300,000","75,300,000","75,400,000","73,600,000","74,600,000","73,500,000","73,100,000","73,700,000","75,800,000","77,900,000","79,900,000","80,100,000","81,200,000","82,300,000","83,300,000","82,800,000","81,700,000","82,300,000","82,500,000",,"83,300,000","83,200,000","83,300,000","84,500,000","85,500,000","86,000,000","87,500,000","88,200,000","89,000,000","89,200,000","90,200,000","90,900,000","91,800,000","92,200,000","93,100,000",,"93,300,000","93,400,000","95,100,000",,"94,900,000","94,900,000","96,800,000","98,600,000","98,100,000","98,000,000","99,900,000",,"101,400,000","101,600,000","101,500,000",,"100,700,000","101,800,000","102,100,000",,"104,300,000","105,400,000","107,300,000",,"107,600,000","107,300,000","108,100,000",,"107,780,000","107,416,000","105,491,000",,"104,325,000","103,571,000","102,802,000",,"101,291,472","100,781,395","99,544,131",,"99,311,085","99,319,019","99,333,199",,"98,504,094","98,483,031","98,493,077",,"97,347,194","97,256,321","97,350,907",,"98,938,341","98,750,000","100,416,667",,"101,600,000","99,800,000","98,695,652",,"101,034,483","99,777,778","100,274,000"
TotalOperatingIncomeAsReported,"735,900,000","289,100,000","251,900,000","220,600,000","-25,700,000","170,400,000","-20,300,000","-168,000,000","-283,800,000","224,400,000","233,100,000","143,300,000","27,900,000","193,800,000","210,000,000","130,100,000","25,400,000","189,200,000","193,300,000","90,300,000","-267,800,000","128,000,000","76,000,000","-31,000,000","67,000,000","189,000,000","230,000,000","96,000,000","190,000,000","315,000,000","286,000,000","244,000,000","225,000,000","334,000,000","295,000,000","276,000,000","182,000,000","304,400,000","348,300,000","292,000,000","136,400,000","270,100,000","350,800,000","282,100,000","117,200,000","246,300,000","307,400,000","174,200,000","171,800,000","172,500,000","245,900,000","116,700,000","39,400,000","166,600,000","242,900,000","146,600,000","144,200,000","170,700,000","192,600,000","145,800,000","120,100,000","184,200,000","214,900,000","133,400,000","115,754,000","143,642,000","176,983,000","80,221,000","-883,203,000","114,834,000","123,672,000","20,605,000","124,859,000","60,458,000","82,953,000","5,526,000","116,562,000","69,519,000","84,648,000","17,688,000","79,045,000","74,448,000","86,133,000","53,588,000","-45,884,000","88,126,000","29,966,000","45,013,000","57,960,000","56,400,000","95,000,000","47,800,000","45,100,000","40,900,000","81,100,000","33,300,000","45,800,000","49,300,000","75,900,000","28,700,000"
RentExpenseSupplemental,,"1,400,000","5,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"5,164,600,000","1,527,500,000","1,248,900,000","1,136,400,000","1,259,300,000","1,249,900,000","1,022,300,000","646,400,000","1,531,900,000","1,504,900,000","1,452,500,000","1,254,700,000","1,413,600,000","1,489,700,000","1,455,200,000","1,236,800,000","1,449,300,000","1,425,400,000","1,441,100,000","1,210,300,000","1,512,200,000","1,509,000,000","1,676,000,000","1,478,000,000","1,759,000,000","1,690,000,000","1,702,000,000","1,480,000,000","1,685,000,000","1,717,000,000","1,706,000,000","1,460,000,000","1,639,000,000","1,667,000,000","1,620,000,000","1,393,000,000","1,446,400,000","1,527,700,000","1,513,700,000","1,301,400,000","1,471,900,000","1,535,500,000","1,553,800,000","1,244,300,000","1,306,000,000","1,301,800,000","1,223,300,000","979,000,000","1,165,700,000","1,065,900,000","1,120,300,000","906,600,000","1,107,500,000","1,083,900,000","1,186,000,000","967,000,000","1,096,700,000","1,099,100,000","1,106,500,000","924,500,000","910,600,000","959,500,000","950,100,000","818,000,000","846,738,000","851,840,000","850,401,000","671,721,000","899,923,000","772,941,000","759,111,000","571,414,000","690,286,000","568,977,000","624,824,000","472,205,000","569,326,000","561,651,000","556,191,000","449,312,000","538,043,000","542,647,000","509,562,000","464,241,000","386,157,000","524,392,000","554,701,000","441,150,000","407,817,000","452,400,000","446,800,000","384,500,000","398,000,000","403,700,000","389,900,000","321,200,000","310,300,000","356,400,000","345,200,000","259,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"501,600,000","217,700,000","193,300,000","164,700,000","-74,100,000","119,800,000","-39,100,000","-127,700,000","-249,000,000","334,100,000","182,100,000","117,100,000","31,600,000","120,000,000","170,300,000","109,000,000","41,300,000","-81,800,000","143,800,000","59,500,000","-204,300,000","82,000,000","45,000,000","-22,000,000","41,000,000","131,000,000","160,000,000","64,000,000","124,000,000","215,000,000","201,000,000","162,000,000","153,000,000","237,000,000","205,000,000","181,000,000","127,200,000","215,700,000","213,700,000","193,400,000","94,400,000","169,000,000","233,500,000","184,100,000","73,200,000","168,400,000","205,200,000","120,800,000","114,100,000","111,100,000","177,500,000","76,800,000","44,500,000","105,300,000","161,000,000","95,200,000","103,500,000","112,700,000","115,300,000","88,300,000","73,200,000","110,500,000","137,000,000","80,200,000","62,415,000","90,673,000","104,205,000","50,707,000","21,773,000","74,842,000","80,407,000","13,403,000","76,531,000","35,358,000","54,010,000","5,055,000","73,219,000","42,812,000","51,744,000","6,460,000","48,023,000","45,614,000","47,810,000","31,051,000","47,497,000","50,603,000","-62,821,000","23,983,000","31,764,000","32,300,000","55,300,000","28,100,000","-7,400,000","25,400,000","49,900,000","22,700,000","28,700,000","29,300,000","44,900,000","44,600,000"
NormalizedIncome,"561,428,521.739","216,756,800","195,979,600","179,831,200","-35,118,000","129,025,000","100,695,000","-120,966,000","-226,458,217.27","349,722,000","197,941,400","141,709,200","89,070,821.53","145,464,600","190,680,100","128,434,000","82,837,000","-65,840,000","164,931,200","91,330,400","39,811,528.449","134,140,000","87,160,000","47,216,000","67,451,612.903","181,750,000","191,347,000","94,530,000","139,768,786.127","221,426,000","204,610,000","166,823,000","154,397,260.274","250,158,000","204,288,000","174,170,000","141,836,298.932","228,802,800","214,012,000","195,170,600","102,975,267.176","170,418,542.541","232,290,503.597","186,648,561.02","75,760,358.744","170,165,939.597","204,663,529.412","121,441,415.929","113,350,238.949","115,597,703.927","185,265,167.148","76,463,453.111","87,595,000","109,895,635.674","163,896,156.991","95,134,883.721","108,631,634.078","114,216,452.599","115,845,296.9","89,091,109.58","73,747,176.08","111,294,524.336","137,384,831.461","82,259,610.895","66,534,000","94,168,754.245","112,649,204.427","50,459,904.244","23,322,200","73,550,622.404","79,003,273.975","13,056,294.074","80,478,733.843","47,311,785.916","51,839,663.054","1,925,714.286","76,065,057.95","47,090,533.06","51,883,701.053","8,702,235.329","57,009,851.608","43,716,515.6","51,387,696.393","29,312,449.031","43,287,937.903","49,863,713.667","14,025,493.971","23,296,941.728","31,073,400","31,400,000","54,100,000","26,840,000","26,140,000","23,660,000","47,620,000","19,700,000","28,700,000","29,060,000","44,720,000","44,600,000"
InterestIncome,"6,600,000","1,400,000","1,200,000","1,800,000","2,200,000","2,400,000","2,200,000","2,900,000","5,900,000","7,300,000","9,600,000","11,600,000","11,300,000","9,900,000","10,400,000","9,200,000","5,200,000","2,800,000","2,000,000","2,300,000","400,000","3,000,000","2,000,000","1,000,000","1,000,000","2,000,000","1,000,000","2,000,000","2,000,000","0","3,000,000","1,000,000","-1,000,000","0","2,000,000","2,000,000","1,600,000","1,500,000","1,300,000","1,300,000","1,700,000","2,700,000","2,400,000","4,200,000","2,500,000","1,800,000","1,600,000","1,800,000","2,000,000","1,200,000","6,400,000","2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"54,200,000","13,400,000","13,600,000","13,300,000","13,900,000","12,200,000","12,800,000","9,600,000","4,800,000","4,200,000","4,400,000","4,200,000","5,100,000","5,200,000","6,000,000","4,400,000","3,800,000","4,800,000","4,600,000","5,000,000","1,400,000","4,000,000","4,000,000","3,000,000","7,000,000","6,000,000","4,000,000","4,000,000","5,000,000","3,000,000","5,000,000","4,000,000","4,000,000","4,000,000","7,000,000","5,000,000","5,600,000","5,600,000","5,400,000","5,500,000","5,700,000","6,300,000","6,400,000","6,100,000","5,100,000","4,300,000","4,400,000","4,500,000","5,400,000","4,600,000","5,600,000","6,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-47,600,000","-12,000,000","-12,400,000","-11,500,000","-11,700,000","-9,800,000","-10,600,000","-6,700,000","1,100,000","3,100,000","5,200,000","7,400,000","6,200,000","4,700,000","4,400,000","4,800,000","1,400,000","-2,000,000","-2,600,000","-2,700,000","-1,000,000","-1,000,000","-2,000,000","-2,000,000","-6,000,000","-4,000,000","-3,000,000","-2,000,000","-3,000,000","-3,000,000","-2,000,000","-3,000,000","-5,000,000","-4,000,000","-5,000,000","-3,000,000","-4,000,000","-4,100,000","-4,100,000","-4,200,000","-4,000,000","-3,600,000","-4,000,000","-1,900,000","-2,600,000","-2,500,000","-2,800,000","-2,700,000","-3,400,000","-3,400,000","800,000","-3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
