name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
EBIT,"2,634,000,000","51,000,000","245,000,000","410,000,000","1,928,000,000","29,000,000","218,000,000","493,000,000","1,410,000,000","285,000,000","24,000,000","-134,000,000","1,801,000,000","239,000,000","-10,000,000","-70,000,000","1,622,000,000","25,000,000","-54,000,000","-7,000,000","1,447,000,000","21,000,000","-63,000,000","-53,000,000","1,287,000,000","37,000,000","-33,000,000","42,000,000","907,000,000","-96,000,000","-114,000,000","-34,000,000","1,497,000,000","-46,000,000","-72,000,000","-37,000,000","1,250,000,000","94,000,000","-67,000,000","-27,000,000","1,116,000,000","195,000,000","-83,000,000","-62,000,000","1,067,000,000","117,000,000","-96,000,000","-63,000,000","893,000,000","141,000,000","-94,000,000","-104,357,000","770,546,000","115,747,000","-63,442,000","-83,996,000","683,755,000","181,713,000","-95,187,000","-48,897,000","588,425,000","217,317,000","-98,652,000","-54,167,000","483,385,000","242,525,000","-98,862,000","-44,966,000","430,036,000","228,494,000","-72,921,000","-32,034,000","353,522,000","225,390,000","-83,365,000","-33,585,000","316,933,000","180,903,000","-77,404,000","-52,682,000","232,027,000","185,554,000","-81,673,000","-41,944,000","160,691,000","94,595,000","-91,195,000","89,232,000","60,513,000","82,600,000","-83,400,000","-63,300,000","45,800,000","105,600,000","-68,100,000","-15,400,000","-7,400,000","65,600,000","-25,500,000","-22,200,000","4,300,000","73,600,000","-34,100,000","-23,700,000","-2,500,000","50,300,000","-30,900,000","-26,600,000","-2,300,000","27,000,000","-11,600,000","-10,800,000","12,400,000","-169,000,000","4,500,000","800,000","3,100,000","5,000,000"
EBITDA,"3,189,000,000"
ReconciledCostOfRevenue,"1,769,000,000","471,000,000","356,000,000","406,000,000","536,000,000","312,000,000","212,000,000","273,000,000","374,000,000","284,000,000","235,000,000","224,000,000","301,000,000","231,000,000","192,000,000","171,000,000","242,000,000","185,000,000","132,000,000","121,000,000","176,000,000","149,000,000","129,000,000","114,000,000","157,000,000","142,000,000","113,000,000","58,000,000","166,000,000","155,000,000","127,000,000","135,000,000","128,000,000","131,000,000","97,000,000","0","137,000,000","157,000,000","135,000,000","125,000,000","152,000,000","159,000,000","121,000,000","112,000,000","118,000,000","130,000,000","114,000,000","152,000,000","157,000,000","178,000,000","176,000,000","210,911,000","110,053,000","178,160,000","160,321,000","153,203,000","154,023,000","173,017,000","144,015,000","126,361,000","111,206,000","113,680,000","79,979,000","62,821,000","52,349,000","138,504,000","65,409,000","47,296,000","64,613,000","88,459,000","48,070,000","39,760,000","74,303,000","93,395,000","51,872,000","48,587,000","67,899,000","97,540,000","52,170,000","153,936,000","23,642,000","42,257,000","14,574,000","52,594,000","81,888,000","99,424,000","51,840,000","-116,259,000","64,805,000","83,100,000","44,600,000","-63,600,000","70,200,000","63,300,000","21,000,000","-74,000,000","49,300,000","38,600,000","43,000,000","40,000,000","49,600,000","89,900,000","46,700,000","38,300,000","22,200,000","35,400,000","12,200,000","18,200,000","22,200,000","37,100,000","15,400,000","15,000,000","26,400,000","24,900,000","8,800,000","6,100,000","9,500,000","11,200,000"
ReconciledDepreciation,"555,000,000","215,000,000","114,000,000","113,000,000","113,000,000","91,000,000","46,000,000","50,000,000","54,000,000","57,000,000","57,000,000","59,000,000","54,000,000","55,000,000","57,000,000","62,000,000","64,000,000","62,000,000","65,000,000","62,000,000","62,000,000","57,000,000","55,000,000","63,000,000","62,000,000","58,000,000","55,000,000","61,000,000","59,000,000","57,000,000","54,000,000","50,000,000","47,000,000","50,000,000","50,000,000","63,000,000","57,000,000","58,000,000","54,000,000","57,000,000","52,000,000","61,000,000","72,000,000","63,000,000","61,000,000","61,000,000","56,000,000","58,000,000","55,000,000","68,000,000","75,000,000","85,551,000","63,019,000","65,361,000","60,742,000","82,088,000","56,938,000","51,360,000","41,715,000","41,802,000","41,435,000","27,449,000","28,044,000","30,527,000","57,871,000","-609,000","29,219,000","28,261,000","41,862,000","32,587,000","31,756,000","39,293,000","25,190,000","25,185,000","26,055,000","24,613,000","24,469,000","21,761,000","22,120,000","-129,054,000","58,436,000","85,978,000","59,484,000","280,416,000","-63,839,000","51,327,000","57,720,000","53,658,000","51,246,000","58,700,000","49,600,000","47,800,000","31,100,000","25,400,000","37,000,000","18,400,000","10,400,000","12,500,000","11,900,000","13,900,000","11,100,000","15,600,000","18,100,000","19,700,000","16,000,000","16,700,000","16,000,000","14,900,000","15,200,000","18,400,000","15,500,000","5,500,000","19,400,000","6,200,000","1,200,000","1,200,000","400,000","800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,172,000,000","100,000,000","228,000,000","380,000,000","1,464,000,000","20,000,000","198,000,000","445,000,000","1,084,000,000","240,000,000","57,000,000","-44,000,000","1,378,000,000","189,000,000","34,000,000","49,000,000","1,200,000,000","-21,000,000","-17,000,000","24,000,000","964,000,000","13,000,000","-30,000,000","-40,000,000","848,000,000","29,000,000","-31,000,000","62,000,000","501,000,000","-66,000,000","-84,000,000","-29,000,000","984,000,000","-37,000,000","-57,000,000","-19,000,000","822,000,000","71,000,000","-51,000,000","-21,000,000","734,000,000","118,000,000","-64,000,000","-57,000,000","688,000,000","73,000,000","-70,000,000","-48,000,000","576,000,000","80,000,000","-68,000,000","-70,675,000","484,820,000","85,040,000","-52,144,000","-61,860,000","444,179,000","116,002,000","-47,571,000","-11,315,000","368,351,000","145,362,000","-58,930,000","-18,854,000","298,648,000","155,247,000","-57,611,000","-31,897,000","300,507,000","148,843,000","-42,470,000","-42,104,000","264,033,000","149,066,000","-53,965,000","-24,688,000","222,968,000","125,371,000","-60,241,000","-102,162,000","144,481,000","119,868,000","-92,427,000","-61,289,000","-14,301,000","26,562,000","-48,079,000","17,145,000","297,085,000","57,300,000","-61,700,000","263,300,000","72,600,000","89,900,000","-49,200,000","-39,100,000","-2,200,000","41,800,000","-12,800,000","-19,800,000","500,000","44,700,000","-28,300,000","-15,700,000","-300,000","21,900,000","-21,100,000","-2,400,000","-3,800,000","14,300,000","-53,600,000","-8,600,000","7,000,000","-167,200,000","2,900,000","500,000","1,900,000","3,100,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,"4,000,000","3,000,000","1,000,000","5,000,000","1,000,000","-5,000,000","3,000,000","-3,000,000","5,000,000","2,000,000","1,000,000","3,000,000","4,000,000","-1,000,000","0","0","-4,000,000","-2,000,000","115,000,000","-263,000,000",,"1,000,000","22,000,000","2,000,000",,"3,000,000","1,000,000","-46,000,000","3,000,000","1,000,000","-7,000,000","7,000,000","1,000,000","9,000,000","-33,000,000","4,000,000","3,000,000","5,000,000","30,000,000","-7,000,000","-10,000,000","-9,000,000","-8,551,000","-9,957,000","-12,548,000","-9,011,000","-9,942,000","4,839,000","5,921,000","16,652,000","26,548,000","-9,313,000","-2,334,000","-1,621,000","-2,491,000","-3,199,000","-526,000","508,000","924,000","-3,846,000","-4,112,000","-4,286,000","-23,260,000","-6,284,000","-6,690,000","-5,902,000","64,207,000","-1,392,000","-7,397,000","-16,991,000","-49,288,000","-41,135,000","-60,467,000","-80,341,000","-70,574,000","-134,317,000","-70,296,000","-3,868,000","-78,914,000","422,206,000","-2,800,000","-10,100,000","497,900,000","63,900,000","14,000,000","3,300,000","-48,800,000","3,100,000","2,200,000","6,300,000","-7,200,000","-3,300,000","1,800,000","-2,900,000","2,200,000","2,000,000","1,300,000","2,100,000","34,900,000","700,000","500,000","-43,400,000","900,000","1,000,000","400,000","300,000","200,000","100,000",
TotalUnusualItems,,,,,,,,,,"4,000,000","3,000,000","1,000,000","5,000,000","1,000,000","-5,000,000","3,000,000","-3,000,000","5,000,000","2,000,000","1,000,000","3,000,000","4,000,000","-1,000,000","0","0","-4,000,000","-2,000,000","115,000,000","-263,000,000",,"1,000,000","22,000,000","2,000,000",,"3,000,000","1,000,000","-46,000,000","3,000,000","1,000,000","-7,000,000","7,000,000","1,000,000","9,000,000","-33,000,000","4,000,000","3,000,000","5,000,000","30,000,000","-7,000,000","-10,000,000","-9,000,000","-8,551,000","-9,957,000","-12,548,000","-9,011,000","-9,942,000","4,839,000","5,921,000","16,652,000","26,548,000","-9,313,000","-2,334,000","-1,621,000","-2,491,000","-3,199,000","-526,000","508,000","924,000","-3,846,000","-4,112,000","-4,286,000","-23,260,000","-6,284,000","-6,690,000","-5,902,000","64,207,000","-1,392,000","-7,397,000","-16,991,000","-49,288,000","-41,135,000","-60,467,000","-80,341,000","-70,574,000","-134,317,000","-70,296,000","-3,868,000","-78,914,000","422,206,000","-2,800,000","-10,100,000","497,900,000","63,900,000","14,000,000","3,300,000","-48,800,000","3,100,000","2,200,000","6,300,000","-7,200,000","-3,300,000","1,800,000","-2,900,000","2,200,000","2,000,000","1,300,000","2,100,000","34,900,000","700,000","500,000","-43,400,000","900,000","1,000,000","400,000","300,000","200,000","100,000",
NormalizedEBITDA,"3,189,000,000","266,000,000","359,000,000","523,000,000","2,041,000,000","120,000,000","264,000,000","543,000,000","1,464,000,000","342,000,000","81,000,000","-75,000,000","1,855,000,000","294,000,000","47,000,000","-8,000,000","1,686,000,000","87,000,000","11,000,000","55,000,000","1,509,000,000","78,000,000","-8,000,000","10,000,000","1,349,000,000","95,000,000","22,000,000","-12,000,000","1,229,000,000","-39,000,000","-60,000,000","16,000,000","1,544,000,000","4,000,000","-22,000,000","26,000,000","1,353,000,000","152,000,000","-13,000,000","37,000,000","1,161,000,000","255,000,000","-20,000,000","34,000,000","1,124,000,000","175,000,000","-45,000,000","-35,000,000","955,000,000","219,000,000","-10,000,000","-10,255,000","843,522,000","193,656,000","6,311,000","8,034,000","735,854,000","227,152,000","-70,124,000","-33,643,000","639,173,000","247,100,000","-68,987,000","-21,149,000","544,455,000","245,814,000","-70,151,000","-17,629,000","475,744,000","265,193,000","-36,879,000","30,519,000","384,996,000","257,265,000","-51,408,000","-73,179,000","342,794,000","210,061,000","-38,293,000","-1,413,000","331,598,000","331,999,000","58,152,000","309,046,000","295,008,000","216,218,000","-29,607,000","221,804,000","-310,447,000","144,100,000","-23,700,000","-513,400,000","13,000,000","117,000,000","-34,400,000","51,800,000","-100,000","75,900,000","-19,900,000","-1,100,000","18,700,000","87,400,000","-13,100,000","-6,200,000","11,700,000","65,700,000","-17,000,000","-46,600,000","12,200,000","44,900,000","47,300,000","-1,300,000","30,800,000","-163,200,000","5,400,000","1,800,000","3,600,000","5,800,000"
TaxRateForCalcs,"0.162","0.4","0.25","0.057","0.24","0.08","0.06","0.084","0.23","0.15","0.27","0.27","0.23","0.2","0.27","0.27","0.26","0.27","0.4","0.4","0.33","0.4","0.4","0.355","0.34","0.4","0.225","0.4","0.4","0.36","0.31","0.293","0.34","0.31","0.29","0.35","0.34","0.18","0.32","0.382","0.34","0.34","0.347","0.26","0.346","0.284","0.369","0.385","0.344","0.365","0.382","0.35","0.36","0.179","0.35","0.33","0.352","0.349","0.376","0.335","0.361","0.354","0.347","0.4","0.389","0.372","0.374","0.4","0.304","0.346","0.4","0.025","0.25","0.34","0.34","0.041","0.311","0.308","0.3","0.259","0.32","0.103","0.25","0.388","0.4","0.348","0.391","0.4","0.4","0.341","0.34","0.4","0.338","0.249","0.24","0.392","0.4","0.383","0.337","0.329","0.4","0.4","0.235","0.27","0.4","0.4","0.272","0.4","0.4","0.4","0.027","0.122","0.4","0.008","0.396","0.375","0.387","0.38"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46,000,000","-105,200,000","0","0","0","0","0","0","0","-15,640,000","0","0","-2,676,470.588","2,380,000","340,000","3,122,448.98","-8,571,428.571","1,384,030.418","852,941.176","1,846,846.847","11,538,461.538","-2,407,744.875","-3,650,793.651","-3,436,363.636","-2,992,850","-3,584,816.383","-2,248,875.179","-3,153,850","-3,277,320.58","1,704,005.054","2,068,641.294","6,256,785.855","8,884,772.103","-3,365,938.928","-825,117.726","-563,277.819","-996,400","-1,244,776.439","-195,822.126","190,059.881","369,600","-1,170,603.414","-1,421,348.855","-1,714,400","-592,738.34","-1,570,571.56","-2,274,842.874","-2,007,244.384","2,657,632.29","-433,276.307","-2,281,213.647","-5,097,359.23","-12,765,396.841","-13,155,098.359","-6,220,344.69","-20,075,958.593","-27,356,204.089","-53,726,800","-24,475,083.387","-1,513,805.785","-31,565,600","168,882,400","-953,739.931","-3,435,080.214","199,160,000","21,610,665.451","3,485,380.117","790,571.87","-19,125,349.922","1,240,000","843,657.817","2,121,761.658","-2,367,457.627","-1,320,000","720,000","-681,891.892","593,488.372","800,000","520,000","572,068.966","13,960,000","280,000","200,000","-1,181,488.203","110,204.082","400,000","3,321.471","118,750","75,000","38,709.677","0"
