name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
DilutedAverageShares,,"432,800,000","438,400,000","448,000,000","453,300,000","453,300,000","453,300,000","451,400,000","454,500,000","455,900,000","458,150,369","460,169,692","461,536,940","463,420,222","466,016,498","468,380,324","469,473,591","469,484,754","466,370,784","471,853,937","472,731,690","471,613,230","471,396,362","471,157,297","450,009,742",,"327,173,420","328,685,758","331,692,720",,"337,673,980","341,132,587","342,040,736",,"343,817,737","344,101,265","343,906,368","343,741,899","342,872,713","342,674,038","341,690,982",,"340,900,000","341,688,968","339,661,199",,"341,900,000","341,200,000","339,900,000",,"338,400,000","337,508,296","336,115,564",,"333,000,000","333,196,995","342,727,273",,"336,410,256","336,269,430","333,809,524",,"334,104,046","333,139,535","334,931,507",,"260,465,116","295,569,620","296,594,521",,"292,460,544","292,914,184","292,042,484",,"290,954,918","280,657,576","274,937,778",,"235,458,333","288,611,111","282,578,571",,"226,969,231","252,917,308","257,378,261",,"242,677,586","232,506,122","218,141,250",,"196,072,652","197,175,514","197,180,787","197,349,356",,"181,005,150","166,984,716","168,849,309",,"16,972,925","174,511,828","176,835,600",,"139,578,660","139,518,381","139,552,239",,"141,159,420","140,270,270","140,000,000",,"142,569,444","148,333,333","149,384,615",,"113,516,484","112,807,018","108,333,333",,"109,729,730","108,205,128","107,843,137"
TotalExpenses,"31,147,000,000","7,938,000,000","8,794,000,000","7,082,000,000","7,333,000,000","7,096,000,000","8,128,000,000","9,378,000,000","7,230,000,000","7,396,000,000","7,724,000,000","7,169,000,000","6,648,000,000","7,112,000,000","7,336,000,000","6,998,000,000","6,614,000,000","6,864,000,000","8,765,000,000","6,603,000,000","6,289,000,000","6,299,000,000","6,890,000,000","7,016,000,000","6,314,000,000","3,929,000,000","4,211,000,000","3,963,000,000","3,588,000,000","3,950,000,000","4,239,000,000","3,903,000,000","3,592,000,000","3,988,000,000","4,101,000,000","3,699,000,000","3,235,000,000","4,057,000,000","4,351,000,000","3,450,000,000","3,102,000,000","3,607,000,000","4,160,000,000","3,524,000,000","3,452,000,000","3,275,000,000","3,053,000,000","2,941,000,000","3,070,000,000","3,111,000,000","3,093,000,000","2,911,000,000","2,883,000,000","2,996,000,000","3,572,000,000","2,951,000,000","2,546,000,000","2,782,000,000","2,846,000,000","2,654,000,000","2,719,000,000","2,680,000,000","2,681,000,000","2,582,000,000","2,562,000,000","2,948,000,000","3,591,000,000","2,663,000,000","2,602,871,000","3,043,263,000","3,022,050,000","2,526,548,000","2,325,492,000","2,650,126,000","2,244,771,000","2,167,189,000","1,931,827,000","2,405,007,000","1,939,849,000","1,500,146,000","1,316,142,000","1,961,291,000","2,052,430,000","1,447,251,000","1,386,133,000","1,110,441,000","1,194,384,000","1,187,974,000","1,136,968,000","2,067,143,000","386,000,000","76,700,000","93,600,000","73,700,000","694,651,000","55,500,000","47,300,000","31,700,000","460,589,000","27,500,000","31,200,000","29,900,000","493,865,000","22,000,000","22,000,000","21,200,000","20,400,000","18,600,000","17,500,000","16,100,000","16,400,000","15,200,000","16,000,000","15,200,000","13,200,000","12,500,000","13,700,000","12,900,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","485,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","141,064,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
NormalizedIncome,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,185,236,959.762","1,092,651,778.955","1,153,388,000","1,042,541,000","368,813,229.572","1,244,936,000","1,305,128,000","1,090,890,000","1,628,999,300","-32,205,000","1,367,424,000","1,192,345,000","1,722,846,441.948","1,455,450,000","807,576,000","555,071,000","705,766,666.667","539,200,000","942,868,000","682,700,000","558,526,048.285","788,268,000","780,708,000","737,548,000","998,918,968.692","916,856,000","892,770,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","485,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","141,064,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","17,700,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
InterestIncome,"11,000,000","3,000,000","3,000,000","3,000,000","2,000,000","3,000,000","4,000,000","3,000,000","9,000,000","6,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"492,000,000","126,000,000","122,000,000","122,000,000","122,000,000","126,000,000","130,000,000","128,000,000","132,000,000","134,000,000","138,000,000","140,000,000","140,000,000","153,000,000","164,000,000","167,000,000","157,000,000","156,000,000","150,000,000","147,000,000","154,000,000","154,000,000","152,000,000","153,000,000","146,000,000","93,000,000","68,000,000","71,000,000","68,000,000","67,000,000","70,000,000","72,000,000","71,000,000","70,000,000","72,000,000","73,000,000","60,000,000","63,000,000","63,000,000","62,000,000","62,000,000","63,000,000","62,000,000","62,000,000","63,000,000","62,000,000","58,000,000","52,000,000","52,000,000","56,000,000","60,000,000","56,000,000","53,000,000","54,000,000","68,000,000","62,000,000","46,000,000","43,000,000","44,000,000","42,000,000","46,000,000","42,000,000","46,000,000","45,000,000","43,000,000","46,000,000","43,000,000","43,000,000","42,679,000","43,316,000","48,997,000","46,399,000","44,272,000","44,467,000","44,348,000","43,681,000","44,929,000","46,861,000","48,679,000","51,952,000","46,002,000","46,088,000","49,130,000","49,640,000","54,324,000","54,906,000","55,408,000","53,947,000","57,189,000","52,438,000","44,100,000","4,100,000","4,500,000","4,700,000","16,659,000","5,000,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-492,000,000","-126,000,000","-122,000,000","-122,000,000","-122,000,000","-126,000,000","-130,000,000","-128,000,000","-132,000,000","-134,000,000","-138,000,000","-140,000,000","-140,000,000","-153,000,000","-164,000,000","-167,000,000","-157,000,000","-156,000,000","-150,000,000","-147,000,000","-154,000,000","-154,000,000","-152,000,000","-153,000,000","-146,000,000","-93,000,000","-68,000,000","-71,000,000","-68,000,000","-67,000,000","-70,000,000","-72,000,000","-71,000,000","-70,000,000","-72,000,000","-73,000,000","-60,000,000","-63,000,000","-63,000,000","-62,000,000","-62,000,000","-63,000,000","-62,000,000","-62,000,000","-63,000,000","-62,000,000","-58,000,000","-52,000,000","-52,000,000","-56,000,000","-60,000,000","-56,000,000","-53,000,000","-54,000,000","-68,000,000","-62,000,000","-46,000,000","-43,000,000","-44,000,000","-42,000,000","-46,000,000","-42,000,000","-46,000,000","-45,000,000","-43,000,000","-46,000,000","-43,000,000","-43,000,000","-42,679,000","-43,316,000","-48,997,000","-46,399,000","-44,272,000","-44,467,000","-44,348,000","-43,681,000","-44,929,000","-46,861,000","-48,679,000","-51,952,000","-46,002,000","-46,088,000","-49,130,000","-49,640,000","-54,324,000","-54,906,000","-55,408,000","-53,947,000","-57,189,000","-52,438,000","-44,100,000","-4,100,000","-4,500,000","-4,700,000","-16,659,000","-5,000,000","-3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"10,308,000,000","2,671,000,000","2,173,000,000","2,704,000,000","2,760,000,000","2,878,000,000","1,466,000,000","-265,000,000","599,000,000","1,476,000,000","1,459,000,000","1,498,000,000","1,368,000,000","667,000,000","1,578,000,000","1,679,000,000","1,374,000,000","1,307,000,000","-5,000,000","1,652,000,000","1,375,000,000","2,023,000,000","1,789,000,000","1,034,000,000","709,000,000","843,000,000","728,000,000","1,156,000,000","869,000,000","854,000,000","1,031,000,000","984,000,000","898,000,000","1,156,000,000","1,143,000,000","1,079,000,000","1,135,000,000","693,000,000","850,000,000","538,000,000","1,145,000,000","935,000,000","196,000,000","791,000,000","419,000,000","1,196,000,000","893,000,000","871,000,000","931,000,000","1,217,000,000","648,000,000","692,000,000","745,000,000","161,000,000","115,000,000","945,000,000","576,000,000","756,000,000","840,000,000","856,000,000","876,000,000","831,000,000","754,000,000","752,000,000","662,000,000","286,000,000","-54,000,000","638,000,000","595,490,000","296,792,000","99,535,000","587,791,000","613,638,000","559,874,000","466,259,000","502,318,000","344,803,000","-274,731,000","-15,165,000","176,528,000","267,723,000","44,800,000","-469,805,000","199,407,000","222,362,000","188,251,000","220,593,000","184,794,000","264,702,000","446,085,000","44,100,000","4,100,000","4,500,000","4,700,000","596,850,000","5,000,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"287,000,000","71,000,000","71,000,000","73,000,000","72,000,000","73,000,000","72,000,000","72,000,000","73,000,000","76,000,000","76,000,000","77,000,000","76,000,000","86,000,000","83,000,000","85,000,000","85,000,000","260,000,000","0","0","0","144,000,000","320,000,000","5,000,000","7,000,000","35,000,000","51,000,000","55,000,000","30,000,000","30,000,000","27,000,000","30,000,000","21,000,000","27,000,000","30,000,000","23,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,"2,000,000","-1,000,000","1,000,000","-4,000,000","-2,000,000","-10,000,000","1,000,000","3,000,000","16,000,000","10,000,000","26,000,000","22,755,000","31,245,000","26,728,000","26,520,000","27,936,000","25,972,000",,"27,881,000","22,949,000","15,724,000",,"0","0","0","19,907,000","19,912,000","19,872,000","19,880,000","19,931,000","19,919,000","19,324,000","19,646,000","24,950,000",,"4,700,000","-1,400,000","2,400,000","-6,396,000","2,000,000","-4,400,000","-900,000","-1,804,000","-1,800,000","-900,000","-1,600,000","-3,447,000","-1,700,000","-200,000","-2,500,000","-2,500,000","-2,300,000","-4,500,000","-3,300,000",,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"8,539,000,000","2,141,000,000","1,833,000,000","2,265,000,000","2,300,000,000","2,418,000,000","1,194,000,000","-331,000,000","252,000,000","1,173,000,000","1,091,000,000","1,150,000,000","1,040,000,000","355,000,000","1,231,000,000","1,294,000,000","1,082,000,000","1,533,000,000","-70,000,000","1,305,000,000","1,093,000,000","1,610,000,000","1,360,000,000","726,000,000","439,000,000","683,000,000","528,000,000","942,000,000","681,000,000","555,000,000","785,000,000","779,000,000","734,000,000","998,000,000","916,000,000","891,000,000","953,000,000","765,000,000","640,000,000","328,000,000","973,000,000","750,000,000","-31,000,000","607,000,000","259,000,000","1,001,000,000","675,000,000","677,000,000","755,000,000","953,000,000","494,000,000","535,000,000","567,000,000","20,000,000","54,000,000","746,000,000","377,000,000","572,000,000","656,000,000","649,000,000","701,000,000","665,000,000","578,000,000","573,000,000","485,000,000","236,000,000","-112,000,000","467,000,000","433,028,000","281,875,000","-2,620,000","413,009,000","446,825,000","444,605,000","354,965,000","370,468,000","247,444,000","-168,646,000","-56,510,000","103,900,000","197,805,000","46,265,000","-442,590,000","131,517,000","141,064,000","113,788,000","140,753,000","113,928,000","174,513,000","152,063,000","14,800,000","69,200,000","129,000,000","238,500,000","39,651,000","171,500,000","236,200,000","112,800,000","127,654,000","130,000,000","77,900,000","125,700,000","86,933,000","52,500,000","56,800,000","93,500,000","86,900,000","97,400,000","51,900,000","1,400,000","44,700,000","-205,300,000","17,800,000","97,100,000","62,300,000","58,000,000","64,300,000","39,000,000","-127,300,000","40,600,000","42,200,000","55,000,000"
TotalUnusualItemsExcludingGoodwill,"0","-3,000,000","-24,000,000","-15,000,000","-4,000,000","0","0","0","0","-14,000,000","-2,000,000","-4,000,000","-3,000,000","-20,000,000","-16,000,000","-13,000,000","-10,000,000","-127,000,000","-50,000,000","-72,000,000","-111,000,000","-131,000,000","-115,000,000","-99,000,000","-149,000,000","-25,000,000","-14,000,000","-1,000,000","-2,000,000","-5,000,000","-4,000,000","-2,000,000","-4,000,000","-1,000,000","-1,000,000","-2,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"0","-3,000,000","-24,000,000","-15,000,000","-4,000,000","0","0","0","0","-14,000,000","-2,000,000","-4,000,000","-3,000,000","-20,000,000","-16,000,000","-13,000,000","-10,000,000","-127,000,000","-50,000,000","-72,000,000","-111,000,000","-131,000,000","-115,000,000","-99,000,000","-149,000,000","-25,000,000","-14,000,000","-1,000,000","-2,000,000","-5,000,000","-4,000,000","-2,000,000","-4,000,000","-1,000,000","-1,000,000","-2,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.13","0.159","0.107","0.123","0.128","0.121","0.107","0.158","0.148","0.126","0.174","0.153","0.153","0.309","0.129","0.144","0.111","0.244","0.244","0.133","0.105","0.139","0.17","0.176","0.221","0.089","0.2","0.132","0.15","0.295","0.183","0.146","0.113","0.081","0.144","0.115","0.11","0.085","0.187","0.311","0.102","0.14","0.085","0.167","0.272","0.117","0.192","0.173","0.141","0.179","0.16","0.159","0.181","0.085","0.085","0.155","0.289","0.198","0.176","0.203","0.155","0.157","0.184","0.19","0.216","0.017","0.4","0.215","0.217","0.4","0.4","0.237","0.215","0.137","0.159","0.192","0.175","0.4","0.115","0.166","0.108","0.4","0.147","0.122","0.161","0.147","0.148","0.129","0.159","0.032","0","0","0","0","0.021","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","-1,763,040.238","-348,221.045","-612,000","-459,000","-6,186,770.428","-2,064,000","-1,872,000","-1,110,000","-31,000,700","-12,205,000","-9,576,000","-11,655,000","-18,153,558.052","-19,550,000","-17,424,000","-32,929,000","-2,233,333.333","-2,800,000","-132,000","-300,000","-1,473,951.715","-732,000","-292,000","-452,000","-81,031.308","-144,000","-230,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
