name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"22,845,000,000","6,164,000,000","6,083,000,000","5,748,000,000","4,850,000,000","4,495,000,000","3,851,000,000","3,054,000,000","2,798,000,000","3,911,000,000","3,153,000,000","3,546,000,000","3,792,000,000","3,684,000,000","4,908,000,000","5,168,000,000","4,868,000,000","5,041,000,000","4,310,000,000","3,711,000,000","3,341,000,000","4,377,000,000","3,877,000,000","3,334,000,000","3,527,000,000","3,795,000,000","3,681,000,000","4,248,000,000","4,153,000,000","5,235,000,000","5,696,000,000","5,522,000,000","4,985,000,000","5,885,000,000","6,165,000,000","4,288,000,000","4,583,000,000","4,513,000,000","4,417,000,000","4,475,000,000","4,605,000,000","4,162,000,000","5,195,000,000","5,814,000,000","5,709,000,000","5,603,000,000","5,152,000,000","3,864,000,000","4,363,000,000","4,610,000,000","4,144,000,000","3,684,000,000","2,602,000,000","2,067,000,000","4,616,000,000","5,441,000,000","5,672,000,000","4,184,000,000","5,066,000,000","5,807,000,000","2,302,900,000","1,642,127,000","1,636,049,000","1,426,202,000","1,086,122,000","1,489,874,000","983,270,000","902,909,000","803,065,000","924,791,000","600,556,000","486,334,000","360,185,000","446,124,000","631,990,000","609,455,000","524,596,000","571,044,000","538,739,000","407,999,000","392,680,000","412,282,000","441,238,000","538,259,000","447,087,000","529,833,000","473,837,000","397,348,000","467,592,000","527,500,000","473,700,000","470,300,000","415,800,000","485,000,000","442,100,000","433,900,000","396,100,000","420,600,000","489,500,000","567,000,000","523,800,000","617,600,000","474,700,000","424,300,000","388,400,000","534,200,000","469,800,000","421,500,000","408,800,000","351,300,000","313,400,000","281,500,000","266,200,000","490,700,000","170,800,000","130,900,000","133,500,000","208,800,000","157,100,000","241,700,000","106,700,000","121,400,000","153,200,000","73,700,000","119,200,000","110,600,000","135,900,000","107,400,000","80,100,000","97,500,000","90,900,000","95,500,000","84,000,000","128,400,000","75,600,000","57,400,000","73,600,000","77,000,000","44,600,000","43,600,000","24,800,000"
	OperatingRevenue,"22,845,000,000","6,164,000,000","6,083,000,000","5,748,000,000","4,850,000,000","4,495,000,000","3,851,000,000","3,054,000,000","2,798,000,000","3,911,000,000","3,153,000,000","3,546,000,000","3,792,000,000","3,684,000,000","4,908,000,000","5,168,000,000","4,868,000,000","5,041,000,000","4,310,000,000","3,711,000,000","3,341,000,000","4,377,000,000","3,877,000,000","3,334,000,000","3,527,000,000","3,795,000,000","3,681,000,000","4,248,000,000","4,153,000,000","5,235,000,000","5,696,000,000","5,522,000,000","4,985,000,000","5,885,000,000","6,165,000,000","4,288,000,000","4,583,000,000","4,513,000,000","4,417,000,000","4,475,000,000","4,605,000,000","4,162,000,000","5,195,000,000","5,814,000,000","5,709,000,000","5,603,000,000","5,152,000,000","3,864,000,000","4,363,000,000","4,610,000,000","4,144,000,000","3,684,000,000","2,602,000,000","2,067,000,000","4,616,000,000","5,441,000,000","5,672,000,000","4,184,000,000","5,066,000,000","5,807,000,000","2,302,900,000","1,642,127,000","1,636,049,000","1,426,202,000","1,086,122,000","1,489,874,000","983,270,000","902,909,000","803,065,000","924,791,000","600,556,000","486,334,000","360,185,000","446,124,000","631,990,000","609,455,000","524,596,000","571,044,000","538,739,000","407,999,000","392,680,000","412,282,000","441,238,000","538,259,000","447,087,000","529,833,000","473,837,000","397,348,000","467,592,000","527,500,000","473,700,000","470,300,000","415,800,000","485,000,000","442,100,000","433,900,000","396,100,000","420,600,000","489,500,000","567,000,000","523,800,000","617,600,000","474,700,000","424,300,000","388,400,000","534,200,000","469,800,000","421,500,000","408,800,000","351,300,000","313,400,000","281,500,000","266,200,000","490,700,000","170,800,000","130,900,000","133,500,000","208,800,000","157,100,000","241,700,000","106,700,000","121,400,000","153,200,000","73,700,000","119,200,000","110,600,000","135,900,000","107,400,000","80,100,000","97,500,000","90,900,000","95,500,000","84,000,000","128,400,000","75,600,000","57,400,000","73,600,000","77,000,000","44,600,000","43,600,000","24,800,000"
CostOfRevenue,"14,030,000,000","3,723,000,000","3,551,000,000","3,550,000,000","3,206,000,000","3,066,000,000","2,868,000,000","2,613,000,000","3,108,000,000","3,400,000,000","3,028,000,000","3,354,000,000","3,323,000,000","3,302,000,000","3,527,000,000","3,357,000,000","3,259,000,000","3,268,000,000","3,220,000,000","2,945,000,000","2,589,000,000","3,342,000,000","3,411,000,000","3,879,000,000","7,234,000,000","7,712,000,000","7,433,000,000","6,424,000,000","6,955,000,000","7,301,000,000","4,405,000,000","4,095,000,000","3,703,000,000","3,955,000,000","4,251,000,000","3,383,000,000","3,048,000,000","3,063,000,000","2,890,000,000","2,913,000,000","2,695,000,000","2,660,000,000","2,827,000,000","2,824,000,000","2,659,000,000","2,402,000,000","2,534,000,000","2,339,000,000","2,220,000,000","2,131,000,000","1,986,000,000","2,089,000,000","1,843,000,000","4,664,000,000","2,874,000,000","3,182,000,000","3,140,000,000","3,726,000,000","2,702,000,000","3,269,000,000","952,100,000","653,510,000","794,726,000","608,385,000","480,491,000","456,475,000","434,368,000","390,586,000","366,926,000","436,671,000","369,979,000","371,679,000","277,839,000","284,254,000","265,312,000","279,235,000","247,470,000","259,840,000","239,139,000","206,924,000","235,671,000","239,807,000","247,157,000","269,164,000","196,501,000","221,537,000","278,886,000","253,322,000","262,040,000","274,200,000","227,700,000","245,600,000","192,800,000","205,900,000","207,400,000","215,800,000","188,500,000","237,500,000","267,400,000","269,200,000","252,200,000","277,500,000","230,600,000","238,900,000","204,800,000","270,400,000","216,200,000","221,500,000","224,200,000","251,200,000","192,800,000","172,700,000","164,800,000","348,600,000","73,800,000","74,800,000","66,500,000","79,400,000","66,900,000","96,700,000","48,500,000","54,700,000","72,700,000","32,000,000","49,600,000","42,800,000","45,900,000","41,300,000","29,900,000","33,900,000","27,500,000","34,200,000",,,,,,,,,
GrossProfit,"8,815,000,000","2,441,000,000","2,532,000,000","2,198,000,000","1,644,000,000","1,429,000,000","983,000,000","441,000,000","-310,000,000","511,000,000","125,000,000","192,000,000","469,000,000","382,000,000","1,381,000,000","1,811,000,000","1,609,000,000","1,773,000,000","1,090,000,000","766,000,000","752,000,000","1,035,000,000","466,000,000","-545,000,000","-3,707,000,000","-3,917,000,000","-3,752,000,000","-2,176,000,000","-2,802,000,000","-2,066,000,000","1,291,000,000","1,427,000,000","1,282,000,000","1,930,000,000","1,914,000,000","905,000,000","1,535,000,000","1,450,000,000","1,527,000,000","1,562,000,000","1,910,000,000","1,502,000,000","2,368,000,000","2,990,000,000","3,050,000,000","3,201,000,000","2,618,000,000","1,525,000,000","2,143,000,000","2,479,000,000","2,158,000,000","1,595,000,000","759,000,000","-2,597,000,000","1,742,000,000","2,259,000,000","2,532,000,000","458,000,000","2,364,000,000","2,538,000,000","1,350,800,000","988,617,000","841,323,000","817,817,000","605,631,000","1,033,399,000","548,902,000","512,323,000","436,139,000","488,120,000","230,577,000","114,655,000","82,346,000","161,870,000","366,678,000","330,220,000","277,126,000","311,204,000","299,600,000","201,075,000","157,009,000","172,475,000","194,081,000","269,095,000","250,586,000","308,296,000","194,951,000","144,026,000","205,552,000","253,300,000","246,000,000","224,700,000","223,000,000","279,100,000","234,700,000","218,100,000","207,600,000","183,100,000","222,100,000","297,800,000","271,600,000","340,100,000","244,100,000","185,400,000","183,600,000","263,800,000","253,600,000","200,000,000","184,600,000","100,100,000","120,600,000","108,800,000","101,400,000","142,100,000","97,000,000","56,100,000","67,000,000","129,400,000","90,200,000","145,000,000","58,200,000","66,700,000","80,500,000","41,700,000","69,600,000","67,800,000","90,000,000","66,100,000","50,200,000","63,600,000","63,400,000","61,300,000",,,,,,,,,
OperatingExpense,"529,000,000","153,000,000","130,000,000","134,000,000","112,000,000","206,000,000","101,000,000","120,000,000","152,000,000","140,000,000","151,000,000","151,000,000","181,000,000","148,000,000","136,000,000","192,000,000","161,000,000","321,000,000","206,000,000","107,000,000","195,000,000","219,000,000","120,000,000","186,000,000","169,000,000","183,000,000","193,000,000","198,000,000","200,000,000","187,000,000","205,000,000","274,000,000","171,000,000","280,000,000","207,000,000","266,000,000","180,000,000","169,000,000","189,000,000","170,000,000","166,000,000","169,000,000","180,000,000","173,000,000","114,000,000","104,000,000","116,000,000","101,000,000","95,000,000","186,000,000","74,000,000","89,000,000","62,000,000","-1,264,000,000","609,000,000","206,000,000","130,000,000","-696,000,000","451,000,000","92,000,000","83,900,000","126,458,000","76,003,000","78,223,000","73,881,000","103,706,000","89,351,000","81,880,000","78,540,000","35,269,000","81,930,000","67,953,000","40,970,000","55,369,000","54,412,000","88,994,000","85,800,000","87,096,000","93,524,000","78,665,000","69,466,000","79,405,000","84,087,000","94,461,000","82,538,000","102,998,000","96,554,000","70,846,000","84,108,000","98,500,000","89,300,000","89,700,000","86,400,000","104,600,000","99,600,000","83,100,000","77,800,000","66,800,000","85,700,000","84,100,000","74,000,000","89,400,000","73,700,000","73,800,000","78,000,000","94,400,000","83,100,000","69,200,000","62,800,000","22,000,000","57,200,000","56,200,000","48,200,000","40,700,000","39,600,000","84,400,000","42,400,000","56,100,000","31,600,000","35,600,000","23,000,000","18,100,000","23,600,000","17,400,000","21,800,000","21,700,000","18,000,000","15,100,000","14,800,000","12,500,000","12,600,000","10,800,000",,,,,,,,,
	SellingGeneralAndAdministration,"383,000,000","94,000,000","102,000,000","87,000,000","100,000,000","97,000,000","72,000,000","91,000,000","110,000,000","99,000,000","106,000,000","97,000,000","112,000,000","102,000,000","101,000,000","109,000,000","131,000,000","118,000,000","106,000,000","107,000,000","153,000,000","199,000,000","110,000,000","160,000,000","140,000,000","140,000,000","124,000,000","151,000,000","154,000,000","135,000,000","158,000,000","164,000,000","135,000,000","200,000,000","158,000,000","186,000,000","113,000,000","120,000,000","110,000,000","97,000,000","104,000,000","92,000,000","102,000,000","107,000,000","114,000,000","104,000,000","81,000,000","101,000,000","95,000,000","96,000,000","74,000,000","89,000,000","62,000,000","-31,000,000","90,000,000","126,000,000","136,000,000","152,000,000","131,000,000","139,000,000","48,900,000","46,242,000","45,062,000","35,135,000","30,631,000","24,925,000","27,705,000","27,721,000","21,614,000","25,605,000","26,186,000","25,363,000","15,560,000","26,639,000","16,421,000","20,711,000","18,012,000","19,086,000","16,447,000","16,360,000","16,412,000","13,909,000","14,962,000","16,142,000","14,409,000","14,954,000","18,729,000","16,518,000","20,749,000","22,500,000","15,200,000","17,300,000","15,700,000","24,600,000","24,500,000","19,100,000","19,500,000","13,500,000","26,900,000","29,500,000","26,700,000","39,200,000","28,500,000","30,400,000","42,800,000","54,300,000","49,200,000","41,000,000","40,900,000","700,000","39,300,000","37,900,000","31,100,000","11,400,000","25,300,000","72,200,000","26,900,000","24,900,000","20,600,000","19,600,000","15,600,000","12,800,000","11,900,000","11,100,000","11,300,000","11,600,000","8,300,000","7,000,000","7,200,000","6,000,000","6,300,000","4,800,000",,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,000,000","73,000,000","62,000,000","77,000,000","78,000,000","66,000,000",,,"35,000,000",,,,,,,"83,000,000","77,000,000","80,000,000",,,,,"6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"298,000,000",,,,,,,,,,,,,,,,"442,000,000",,,,"356,000,000",,"116,300,000","80,139,000","60,827,000","43,355,000","43,250,000","78,781,000","61,646,000","54,159,000","56,926,000","82,653,000","55,755,000","42,590,000","25,410,000","30,753,000","63,979,000","68,283,000","67,788,000","68,010,000","77,077,000","62,305,000","53,054,000","66,441,000","71,000,000","78,319,000","68,129,000","88,044,000","77,825,000","54,328,000","63,359,000","76,000,000","74,100,000","72,400,000","70,700,000","80,000,000","75,100,000","64,000,000","58,300,000","53,300,000","58,800,000","54,600,000","47,300,000","50,200,000","45,200,000","43,400,000","35,200,000","40,100,000","33,900,000","28,200,000","21,900,000","21,300,000","17,900,000","18,300,000","17,100,000","29,300,000","14,300,000","12,200,000","15,500,000","31,200,000","11,000,000","16,000,000","7,400,000","5,300,000","11,700,000","6,300,000","10,500,000","10,100,000","9,700,000","8,100,000","7,600,000","6,500,000","6,300,000","6,000,000",,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,000,000",,,,"356,000,000",,"116,300,000","80,139,000","60,827,000","43,355,000","43,250,000","78,781,000","61,646,000","54,159,000","56,926,000","82,653,000","55,755,000","42,590,000","25,410,000","30,753,000","63,979,000","68,283,000","67,788,000","68,010,000","77,077,000","62,305,000","53,054,000","66,441,000","71,000,000","78,319,000","68,129,000","88,044,000","77,825,000","54,328,000","63,359,000","76,000,000","74,100,000","72,400,000","70,700,000","80,000,000","75,100,000","64,000,000","58,300,000","53,300,000","58,800,000","54,600,000","47,300,000","50,200,000","45,200,000","43,400,000","35,200,000","40,100,000","33,900,000","28,200,000","21,900,000","21,300,000","17,900,000","18,300,000","17,100,000","29,300,000","14,300,000","12,200,000","15,500,000","31,200,000","11,000,000","16,000,000","7,400,000","5,300,000","11,700,000","6,300,000","10,500,000","10,100,000","9,700,000","8,100,000","7,600,000","6,500,000","6,300,000","6,000,000",,,,,,,,,
	OtherOperatingExpenses,"146,000,000","59,000,000","28,000,000","47,000,000","12,000,000","109,000,000","29,000,000","29,000,000","42,000,000","41,000,000","45,000,000","54,000,000","69,000,000","46,000,000","35,000,000","83,000,000","30,000,000","203,000,000","100,000,000",,"42,000,000","20,000,000","10,000,000","26,000,000","29,000,000","43,000,000","69,000,000","47,000,000","46,000,000","52,000,000","47,000,000","110,000,000","36,000,000","80,000,000","49,000,000","80,000,000","67,000,000","31,000,000","-73,000,000",,,,,"66,000,000",,,,,,,,,,,,,"-6,000,000","-2,000,000","-36,000,000","-47,000,000","-87,800,000","77,000","-29,886,000","-267,000",,,,,,"-72,989,000","-11,000",,,"-2,023,000","-25,988,000",,,,,,,,"-1,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
