name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"5,710,100,000","1,550,700,000","1,403,300,000","1,464,000,000","1,292,100,000","1,329,100,000","1,077,700,000","852,100,000","1,099,500,000","1,277,700,000","1,128,200,000","1,098,900,000","973,700,000","1,046,500,000","920,900,000","909,300,000","847,500,000","892,400,000","806,100,000","756,200,000","674,200,000","756,900,000","682,900,000","670,100,000","594,500,000","676,500,000","589,700,000","586,100,000","532,100,000","604,700,000","550,100,000","512,200,000","464,700,000","576,200,000","499,000,000","578,500,000","611,400,000","609,300,000","537,800,000","536,500,000","495,200,000","496,800,000","446,700,000","425,700,000","388,100,000","389,300,000","344,400,000","350,700,000","328,600,000","323,038,000","280,134,000","260,624,000","188,372,000","231,545,000","235,992,000","219,189,000","188,194,000","189,446,000","156,904,000","140,249,000","114,229,000","112,567,000","95,832,000","87,025,000","77,258,000","72,094,000","60,874,000","52,756,000","41,614,000","45,194,000","35,493,000","31,057,000","27,059,000","27,594,000","23,393,000","21,453,000","19,235,000","21,145,000","17,081,000","19,387,000","14,409,000","16,013,000","10,861,000","12,720,000","12,079,000","10,706,000","7,859,000","5,127,000","2,933,000"
	OperatingRevenue,"5,710,100,000","1,550,700,000","1,403,300,000","1,464,000,000","1,292,100,000","1,329,100,000","1,077,700,000","852,100,000","1,099,500,000","1,277,700,000","1,128,200,000","1,098,900,000","973,700,000","1,046,500,000","920,900,000","909,300,000","847,500,000","892,400,000","806,100,000","756,200,000","674,200,000","756,900,000","682,900,000","670,100,000","594,500,000","676,500,000","589,700,000","586,100,000","532,100,000","604,700,000","550,100,000","512,200,000","464,700,000","576,200,000","499,000,000","578,500,000","611,400,000","609,300,000","537,800,000","536,500,000","495,200,000","496,800,000","446,700,000","425,700,000","388,100,000","389,300,000","344,400,000","350,700,000","328,600,000","323,038,000","280,134,000","260,624,000","188,372,000","231,545,000","235,992,000","219,189,000","188,194,000","189,446,000","156,904,000","140,249,000","114,229,000","112,567,000","95,832,000","87,025,000","77,258,000","72,094,000","60,874,000","52,756,000","41,614,000","45,194,000","35,493,000","31,057,000","27,059,000","27,594,000","23,393,000","21,453,000","19,235,000","21,145,000","17,081,000","19,387,000","14,409,000","16,013,000","10,861,000","12,720,000","12,079,000","10,706,000","7,859,000","5,127,000","2,933,000"
CostOfRevenue,"1,751,600,000","489,900,000","431,900,000","440,300,000","389,500,000","433,300,000","353,400,000","349,200,000","361,300,000","381,700,000","342,600,000","339,900,000","304,100,000","310,800,000","278,600,000","277,000,000","253,700,000","259,100,000","239,300,000","228,300,000","208,100,000","229,700,000","195,900,000","199,200,000","189,500,000","217,700,000","193,900,000","199,600,000","195,300,000","211,300,000","189,500,000","167,800,000","149,300,000","178,200,000","142,300,000","173,300,000","177,100,000","171,400,000","147,700,000","150,100,000","139,300,000","133,900,000","121,200,000","119,100,000","109,300,000","107,200,000","93,800,000","93,900,000","88,100,000","89,879,000","81,130,000","70,439,000","59,668,000","66,205,000","66,417,000","63,133,000","58,387,000","54,246,000","48,434,000","46,141,000","37,721,000","37,622,000","33,599,000","28,048,000","25,577,000","23,532,000","18,757,000","17,129,000","14,351,000","15,390,000","12,771,000","11,429,000","11,223,000","20,595,000","10,407,000","7,906,000","8,738,000","9,512,000","8,340,000","9,225,000","7,507,000","9,246,000","5,750,000","6,659,000","6,135,000","5,875,000","3,365,000","2,238,000","1,801,000"
GrossProfit,"3,958,500,000","1,060,800,000","971,400,000","1,023,700,000","902,600,000","895,800,000","724,300,000","502,900,000","738,200,000","896,000,000","785,600,000","759,000,000","669,600,000","735,700,000","642,300,000","632,300,000","593,800,000","633,300,000","566,800,000","527,900,000","466,100,000","527,200,000","487,000,000","470,900,000","405,000,000","458,800,000","395,800,000","386,500,000","336,800,000","393,400,000","360,600,000","344,400,000","315,400,000","398,000,000","356,700,000","405,200,000","434,300,000","437,900,000","390,100,000","386,400,000","355,900,000","362,900,000","325,500,000","306,600,000","278,800,000","282,100,000","250,600,000","256,800,000","240,500,000","233,159,000","199,004,000","190,185,000","128,704,000","165,340,000","169,575,000","156,056,000","129,807,000","135,200,000","108,470,000","94,108,000","76,508,000","74,945,000","62,233,000","58,977,000","51,681,000","48,562,000","42,117,000","35,627,000","27,263,000","29,804,000","22,722,000","19,628,000","15,836,000","6,999,000","12,986,000","13,547,000","10,497,000","11,633,000","8,741,000","10,162,000","6,902,000","6,767,000","5,111,000","6,061,000","5,944,000","4,831,000","4,494,000","2,889,000","1,132,000"
OperatingExpense,"2,137,500,000","610,400,000","528,800,000","512,500,000","485,800,000","480,000,000","453,900,000","422,300,000","455,200,000","498,400,000","419,900,000","400,000,000","417,400,000","403,700,000","329,000,000","354,900,000","317,100,000","306,300,000","288,200,000","270,400,000","274,600,000","262,800,000","230,600,000","225,500,000","226,000,000","212,900,000","205,900,000","212,700,000","206,400,000","207,300,000","201,500,000","201,400,000","258,800,000","189,400,000","182,500,000","186,700,000","183,100,000","189,800,000","178,700,000","161,100,000","162,600,000","163,400,000","146,600,000","138,500,000","130,500,000","128,400,000","118,500,000","117,100,000","110,800,000","104,777,000","94,513,000","90,645,000","83,678,000","82,603,000","84,543,000","77,861,000","64,935,000","61,819,000","54,482,000","49,075,000","42,169,000","39,499,000","36,557,000","34,470,000","29,955,000","25,051,000","21,108,000","20,289,000","18,349,000","18,857,000","17,235,000","15,161,000","15,553,000","12,612,000","16,649,000","13,016,000","13,632,000","14,628,000","15,583,000","14,429,000","13,017,000","11,826,000","10,945,000","11,002,000","10,066,000","11,149,000","9,910,000","8,063,000","6,500,000"
	SellingGeneralAndAdministration,"1,466,500,000","427,000,000","363,300,000","350,200,000","326,000,000","330,200,000","298,900,000","279,100,000","308,100,000","341,800,000","284,000,000","279,200,000","273,400,000","283,800,000","221,400,000","259,800,000","221,600,000","219,200,000","204,800,000","185,800,000","201,100,000","193,700,000","168,000,000","170,800,000","172,800,000","160,300,000","154,900,000","163,300,000","162,000,000","160,000,000","154,000,000","161,200,000","215,800,000","147,700,000","139,300,000","145,500,000","141,500,000","148,100,000","129,000,000","120,900,000","124,200,000","122,000,000","111,200,000","106,500,000","99,100,000","95,800,000","91,600,000","88,600,000","82,800,000","79,006,000","69,863,000","67,276,000","62,366,000","61,740,000","62,692,000","57,504,000","48,634,000","45,696,000","40,163,000","38,883,000","33,945,000","31,051,000","28,578,000","27,265,000","23,810,000","20,784,000","16,521,000","15,934,000","14,204,000","14,616,000","12,600,000","11,535,000","10,243,000","7,879,000","12,242,000","9,389,000","10,209,000","10,602,000","11,693,000","9,784,000","8,785,000","8,035,000","7,452,000","7,666,000","6,835,000","6,626,000","5,395,000","3,976,000","3,138,000"
	ResearchAndDevelopment,"671,000,000","183,400,000","165,500,000","162,300,000","159,800,000","149,800,000","155,000,000","143,200,000","147,100,000","156,600,000","135,900,000","120,800,000","144,000,000","119,900,000","107,600,000","95,100,000","95,500,000","87,100,000","83,400,000","84,600,000","73,500,000","69,100,000","62,600,000","54,700,000","53,200,000","52,600,000","51,000,000","49,400,000","44,400,000","47,300,000","47,500,000","40,200,000","43,000,000","41,700,000","43,200,000","41,200,000","41,600,000","41,700,000","49,700,000","40,200,000","38,400,000","41,400,000","35,400,000","32,000,000","31,400,000","32,600,000","26,900,000","28,500,000","28,000,000","25,771,000","24,650,000","23,369,000","21,312,000","20,863,000","21,851,000","20,357,000","16,301,000","16,123,000","14,319,000","10,192,000","8,224,000","8,448,000","7,979,000","7,205,000","6,145,000","4,267,000","4,587,000","4,355,000","4,145,000","4,241,000","4,635,000","3,626,000","5,310,000","4,733,000","4,407,000","3,627,000","3,423,000","4,026,000","3,890,000","4,645,000","4,232,000","3,791,000","3,493,000","3,336,000","3,231,000","3,110,000","3,172,000","2,822,000","2,631,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"428,000","1,413,000","1,343,000","1,265,000","731,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"428,000","1,413,000","1,343,000","1,265,000","731,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-517,600,000","-378,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-428,000",,,,
OperatingIncome,"1,821,000,000","450,400,000","442,600,000","511,200,000","416,800,000","415,800,000","270,400,000","80,600,000","283,000,000","397,600,000","365,700,000","359,000,000","252,200,000","332,000,000","313,300,000","277,400,000","276,700,000","327,000,000","278,600,000","257,500,000","191,500,000","264,400,000","256,400,000","245,400,000","179,000,000","245,900,000","189,900,000","173,800,000","130,400,000","186,100,000","159,100,000","143,000,000","56,600,000","208,600,000","174,200,000","218,500,000","251,200,000","248,100,000","211,400,000","225,300,000","193,300,000","199,500,000","178,900,000","168,100,000","148,300,000","153,700,000","132,100,000","139,700,000","129,700,000","128,382,000","104,491,000","99,540,000","45,026,000","82,737,000","85,032,000","78,195,000","64,872,000","73,381,000","53,988,000","45,033,000","34,339,000","35,446,000","25,676,000","24,507,000","21,726,000","23,511,000","21,009,000","15,338,000","8,914,000","10,947,000","5,487,000","4,467,000","283,000","-5,613,000","-3,663,000","531,000","-3,135,000","-2,995,000","-6,842,000","-4,267,000","-6,115,000","-5,059,000","-5,834,000","-4,941,000","-4,122,000","-6,318,000","-5,416,000","-5,174,000","-5,368,000"
NetNonOperatingInterestIncomeExpense,"69,300,000","3,800,000","18,500,000","15,000,000","32,000,000","20,700,000","84,800,000","26,600,000","25,100,000","34,100,000","33,300,000","32,800,000","27,500,000","26,800,000","21,900,000","18,200,000","13,200,000","12,300,000","10,800,000","10,100,000","8,700,000","11,700,000","10,400,000","8,000,000","5,500,000","5,900,000","3,700,000","4,600,000","4,300,000","-1,300,000","2,000,000","-400,000","3,900,000","5,900,000","3,900,000","4,300,000","4,300,000","3,700,000","4,300,000","4,000,000","3,800,000","3,600,000","1,900,000","4,100,000","5,300,000","3,500,000","5,000,000","4,500,000","4,100,000","4,123,000","4,362,000","5,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"69,300,000",,,,"32,000,000","20,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900,000",,,,,"4,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"-69,300,000","-3,800,000","-18,500,000","-15,000,000",,,"-84,800,000","-26,600,000","-25,100,000","-34,100,000","-33,300,000","-32,800,000","-27,500,000","-26,800,000","-21,900,000","-18,200,000","-13,200,000","-12,300,000","-10,800,000","-10,100,000","-8,700,000","-11,700,000","-10,400,000","-8,000,000","-5,500,000","-5,900,000","-3,700,000","-4,600,000","-4,300,000","1,300,000","-2,000,000","400,000","-3,900,000","-5,900,000","-3,900,000","-4,300,000","-4,300,000","-3,700,000","-4,300,000","-4,000,000","-3,800,000",,,"-4,100,000","-5,300,000","-3,500,000","-5,000,000","-4,500,000","-4,100,000","-4,123,000","-4,362,000","-5,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,624,000","1,430,000","954,000","723,000","-1,682,000","692,000","626,000","606,000","-1,105,000","310,000","347,000","842,000","-1,446,000","378,000","527,000","498,000","-2,834,000","1,036,000","697,000","1,143,000",,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,624,000","1,430,000","954,000","723,000","-1,682,000","692,000","626,000","606,000","-1,105,000","310,000","347,000","842,000","-1,446,000","378,000","527,000","498,000","-2,834,000","1,036,000","697,000","1,143,000",,,,
PretaxIncome,"1,890,300,000","454,200,000","461,100,000","526,200,000","448,800,000","436,500,000","355,200,000","107,200,000","308,100,000","431,700,000","399,000,000","391,800,000","279,700,000","358,800,000","335,200,000","295,600,000","289,900,000","339,300,000","289,400,000","267,600,000","200,200,000","276,100,000","266,800,000","253,400,000","184,500,000","251,800,000","193,600,000","178,400,000","134,700,000","184,800,000","161,100,000","142,600,000","60,500,000","214,500,000","178,100,000","222,800,000","255,500,000","251,800,000","215,700,000","229,300,000","197,100,000","203,100,000","180,800,000","172,200,000","153,600,000","157,200,000","137,100,000","144,200,000","133,800,000","132,505,000","108,853,000","104,711,000","50,042,000","88,262,000","89,626,000","83,902,000","73,413,000","81,813,000","66,208,000","50,265,000","38,947,000","39,627,000","28,822,000","27,762,000","23,927,000","25,439,000","22,439,000","16,292,000","9,637,000","12,043,000","6,179,000","5,093,000","889,000",,,,,,,,,,,,,,,,
TaxProvision,"162,200,000","71,500,000","73,900,000","3,200,000","13,600,000","72,900,000","38,400,000","37,000,000","-8,100,000","69,000,000","300,000","75,400,000","-24,300,000","67,500,000","43,400,000","41,000,000","2,600,000","378,100,000","-8,100,000","46,100,000","20,400,000","72,100,000","55,800,000","68,900,000","48,100,000","61,800,000","26,300,000","43,900,000","37,700,000","38,000,000","37,400,000","38,600,000","16,200,000","48,300,000","21,300,000","63,700,000","66,600,000","76,900,000","32,400,000","74,400,000","53,600,000","51,900,000","58,400,000","54,800,000","49,500,000","36,000,000","50,500,000","55,500,000","48,500,000","54,953,000","44,329,000","42,323,000","21,900,000","37,504,000","32,032,000","32,720,000","28,632,000","32,660,000","25,289,000","19,602,000","15,145,000","15,986,000","11,559,000","11,080,000","9,469,000","-24,087,000","1,719,000","1,508,000","533,000","361,000","66,000","263,000","36,000",,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,704,600,000","380,600,000","380,500,000","517,200,000","426,300,000","365,200,000","313,900,000","68,000,000","313,500,000","357,700,000","396,800,000","318,300,000","306,500,000","292,500,000","292,500,000","255,300,000","287,600,000","-38,800,000","297,500,000","221,500,000","179,800,000","204,000,000","211,000,000","184,500,000","136,400,000","190,000,000","167,300,000","134,500,000","97,000,000","146,800,000","123,700,000","104,000,000","44,300,000","166,200,000","156,800,000","159,100,000","188,900,000","174,900,000","183,300,000","154,900,000","143,500,000","151,200,000","122,400,000","117,400,000","104,100,000","121,200,000","86,600,000","88,700,000","85,300,000","77,552,000","64,524,000","62,388,000","28,142,000","50,758,000","57,594,000","51,182,000","44,781,000","49,153,000","40,919,000","30,663,000","23,802,000","23,641,000","17,263,000","16,682,000","14,458,000","49,526,000","20,720,000","14,784,000","9,104,000","11,682,000","6,113,000","4,830,000","853,000","-4,855,000","-3,353,000","878,000","-2,293,000","-2,600,000","-6,464,000","-3,740,000","-5,617,000","-4,252,000","-4,798,000","-4,244,000","-3,407,000","-4,981,000","-4,020,000","-4,490,000","-5,032,000"
