name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"3,717,930,000","1,037,239,000","951,950,000","924,351,000","804,390,000","937,985,000","807,357,000","690,673,000","649,162,000","843,968,000","753,866,000","731,366,000","679,452,000","817,923,000","734,846,000","721,996,000","660,821,000","778,031,000","698,799,000","653,656,000","594,567,000","709,699,000","650,598,000","608,286,000","539,674,000","673,535,000","604,154,000","582,057,000","535,701,000","697,428,000","629,100,000","608,834,000","550,621,000","684,253,000","591,686,000","578,680,000","524,353,000","657,292,000","578,553,000","570,283,000","535,400,000","648,360,000","601,114,000","561,088,000","498,766,000","592,765,000","490,213,000","468,549,000","416,651,000","511,682,000","435,650,000","407,442,000","374,079,000","509,687,000","509,097,000","515,605,000","438,955,000","532,841,000","442,600,000","430,544,000","387,764,000","462,277,000","397,318,000","389,157,000","346,160,000","411,247,000","365,428,000","368,637,000","337,160,000","399,205,000","342,048,000","344,492,000","318,709,000","370,446,000","320,814,000","321,363,000","291,808,000","337,306,000","306,990,000","296,454,000","272,957,000","318,281,000","285,064,000","279,033,000","265,644,000","297,870,000","270,003,000","268,558,000","259,116,000","304,300,000","268,000,000","257,500,000","235,700,000","266,000,000","225,600,000","228,400,000","215,700,000"
	OperatingRevenue,"3,717,930,000","1,037,239,000","951,950,000","924,351,000","804,390,000","937,985,000","807,357,000","690,673,000","649,162,000","843,968,000","753,866,000","731,366,000","679,452,000","817,923,000","734,846,000","721,996,000","660,821,000","778,031,000","698,799,000","653,656,000","594,567,000","709,699,000","650,598,000","608,286,000","539,674,000","673,535,000","604,154,000","582,057,000","535,701,000","697,428,000","629,100,000","608,834,000","550,621,000","684,253,000","591,686,000","578,680,000","524,353,000","657,292,000","578,553,000","570,283,000","535,400,000","648,360,000","601,114,000","561,088,000","498,766,000","592,765,000","490,213,000","468,549,000","416,651,000","511,682,000","435,650,000","407,442,000","374,079,000","509,687,000","509,097,000","515,605,000","438,955,000","532,841,000","442,600,000","430,544,000","387,764,000","462,277,000","397,318,000","389,157,000","346,160,000","411,247,000","365,428,000","368,637,000","337,160,000","399,205,000","342,048,000","344,492,000","318,709,000","370,446,000","320,814,000","321,363,000","291,808,000","337,306,000","306,990,000","296,454,000","272,957,000","318,281,000","285,064,000","279,033,000","265,644,000","297,870,000","270,003,000","268,558,000","259,116,000","304,300,000","268,000,000","257,500,000","235,700,000","266,000,000","225,600,000","228,400,000","215,700,000"
CostOfRevenue,"1,546,377,000","430,106,000","396,130,000","387,447,000","332,694,000","378,941,000","337,749,000","292,703,000","274,753,000","345,670,000","318,810,000","311,828,000","291,133,000","340,357,000","315,592,000","309,371,000","285,888,000","322,812,000","298,522,000","278,739,000","251,667,000","291,089,000","281,104,000","260,710,000","239,767,000","282,788,000","264,625,000","259,145,000","236,896,000","303,046,000","285,549,000","280,658,000","257,980,000","308,896,000","273,113,000","269,837,000","245,100,000","300,504,000","270,396,000","271,275,000","258,298,000","302,201,000","286,697,000","264,897,000","237,259,000","276,175,000","234,158,000","221,924,000","198,725,000","241,694,000","210,457,000","201,208,000","186,157,000","245,449,000","260,417,000","256,594,000","217,803,000","262,239,000","223,591,000","215,451,000","196,285,000","228,677,000","203,261,000","196,722,000","175,820,000","203,154,000","186,422,000","188,212,000","174,365,000","200,748,000","176,293,000","176,573,000","168,433,000","194,203,000","168,950,000","164,952,000","158,150,000","178,711,000","164,067,000","155,372,000","147,820,000","165,582,000","154,040,000","152,184,000","141,688,000","151,340,000","144,326,000","143,685,000","139,144,000","156,500,000","142,200,000","137,100,000","124,200,000","139,000,000","120,500,000","120,900,000","115,100,000"
GrossProfit,"2,171,553,000","607,133,000","555,820,000","536,904,000","471,696,000","559,044,000","469,608,000","397,970,000","374,409,000","498,298,000","435,056,000","419,538,000","388,319,000","477,566,000","419,254,000","412,625,000","374,933,000","455,219,000","400,277,000","374,917,000","342,900,000","418,610,000","369,494,000","347,576,000","299,907,000","390,747,000","339,529,000","322,912,000","298,805,000","394,382,000","343,551,000","328,176,000","292,641,000","375,357,000","318,573,000","308,843,000","279,253,000","356,788,000","308,157,000","299,008,000","277,102,000","346,159,000","314,417,000","296,191,000","261,507,000","316,590,000","256,055,000","246,625,000","217,926,000","269,988,000","225,193,000","206,234,000","187,922,000","264,238,000","248,680,000","259,011,000","221,152,000","270,602,000","219,009,000","215,093,000","191,479,000","233,600,000","194,057,000","192,435,000","170,340,000","208,093,000","179,006,000","180,425,000","162,795,000","198,457,000","165,755,000","167,919,000","150,276,000","176,243,000","151,864,000","156,411,000","133,658,000","158,595,000","142,923,000","141,082,000","125,137,000","152,699,000","131,024,000","126,849,000","123,956,000","146,530,000","125,677,000","124,873,000","119,972,000","147,800,000","125,800,000","120,400,000","111,500,000","127,000,000","105,100,000","107,500,000","100,600,000"
OperatingExpense,"1,176,817,000","304,994,000","299,049,000","297,866,000","274,908,000","280,892,000","253,751,000","235,216,000","247,129,000","254,830,000","251,170,000","254,123,000","252,700,000","249,821,000","249,145,000","255,309,000","247,122,000","249,063,000","248,108,000","236,620,000","225,609,000","228,264,000","226,906,000","227,154,000","206,318,000","216,550,000","213,024,000","212,236,000","209,027,000","225,722,000","224,049,000","222,511,000","208,782,000","217,320,000","209,167,000","208,244,000","198,942,000","208,966,000","204,132,000","203,308,000","201,507,000","221,929,000","220,695,000","205,984,000","191,351,000","195,502,000","173,962,000","170,272,000","160,860,000","-1,072,889,000","155,232,000","147,377,000","138,288,000","166,019,000","174,893,000","186,468,000","165,261,000","178,179,000","155,044,000","154,268,000","145,697,000","159,068,000","141,033,000","140,988,000","134,925,000","142,154,000","130,908,000","132,042,000","129,927,000","143,103,000","127,798,000","124,080,000","120,272,000","125,292,000","114,969,000","116,186,000","106,102,000","110,064,000","105,537,000","101,960,000","94,355,000","134,165,000","95,612,000","89,456,000","96,861,000","103,288,000","94,331,000","92,410,000","96,484,000","109,600,000","98,100,000","93,500,000","92,000,000","96,800,000","82,900,000","83,300,000","83,600,000"
	SellingGeneralAndAdministration,"943,976,000","242,445,000","240,734,000","239,045,000","221,752,000","226,369,000","204,974,000","190,134,000","198,744,000","206,717,000","202,826,000","205,215,000","204,425,000","201,653,000","202,451,000","208,024,000","200,674,000","204,860,000","204,915,000","193,517,000","184,172,000","188,223,000","187,680,000","187,798,000","168,921,000","177,418,000","175,546,000","174,808,000","173,038,000","186,789,000","186,499,000","183,103,000","172,191,000","179,788,000","173,446,000","173,434,000","166,120,000","175,379,000","171,021,000","169,985,000","167,641,000","184,368,000","185,832,000","172,054,000","161,378,000","164,807,000","145,303,000","143,602,000","135,014,000","138,968,000","129,686,000","122,488,000","114,035,000","138,495,000","145,612,000","157,097,000","138,602,000","149,316,000","129,520,000","128,855,000","121,436,000","134,240,000","117,762,000","117,576,000","112,131,000","118,493,000","108,777,000","108,115,000","106,317,000","117,268,000","104,683,000","101,020,000","96,809,000","101,226,000","92,783,000","94,008,000","84,805,000","88,517,000","85,263,000","82,355,000","75,824,000","79,094,000","75,973,000","70,928,000","73,196,000","79,489,000","72,460,000","70,461,000","74,515,000","83,600,000","75,500,000","70,900,000","70,400,000","72,700,000","63,300,000","64,400,000","65,100,000"
	ResearchAndDevelopment,"169,766,000","45,615,000","42,276,000","42,603,000","39,272,000","39,866,000","34,656,000","31,193,000","34,387,000","35,300,000","36,015,000","36,582,000","36,053,000","36,205,000","34,838,000","35,315,000","34,713,000","32,542,000","32,477,000","32,854,000","31,392,000","30,155,000","30,139,000","30,701,000","28,973,000","31,110,000","29,711,000","29,794,000","28,461,000","31,323,000","30,352,000","32,125,000","29,497,000","30,597,000","29,046,000","29,003,000","27,700,000","28,001,000","27,896,000","27,966,000","28,667,000","30,115,000","30,068,000","29,605,000","26,351,000","26,466,000","24,992,000","23,105,000","22,465,000","23,731,000","22,309,000","22,075,000","21,570,000","24,771,000","26,553,000","26,704,000","24,254,000","25,889,000","22,699,000","22,455,000","21,336,000","21,823,000","20,478,000","20,562,000","19,939,000","20,840,000","19,315,000","20,936,000","20,802,000","22,208,000","20,190,000","20,164,000","20,655,000","20,918,000","19,277,000","19,338,000","18,470,000","18,695,000","17,469,000","17,704,000","16,757,000","18,147,000","16,170,000","15,503,000","14,807,000","14,959,000","14,093,000","13,909,000","13,373,000","17,200,000","13,900,000","13,600,000","12,800,000","15,400,000","11,500,000","11,200,000","10,800,000"
	DepreciationAmortizationDepletionIncomeStatement,"63,075,000","16,934,000","16,039,000","16,218,000","13,884,000","14,657,000","14,121,000","13,889,000","13,998,000","12,813,000","12,329,000","12,326,000","12,222,000","11,963,000","11,856,000","11,970,000","11,735,000","11,661,000","10,716,000","10,249,000","10,045,000","9,886,000","9,087,000","8,655,000","8,424,000","8,022,000","7,767,000","7,634,000","7,528,000","7,610,000","7,198,000","7,283,000","7,094,000","6,935,000","6,675,000","5,807,000","5,122,000","5,586,000","5,215,000","5,357,000","5,199,000","5,066,000","4,795,000","4,325,000","3,622,000","4,229,000","3,667,000","3,565,000","3,381,000","3,110,000","3,237,000","2,814,000","2,683,000","2,753,000","2,728,000","2,667,000","2,405,000","2,974,000","2,825,000","2,958,000","2,925,000","3,005,000","2,793,000","2,850,000","2,855,000","2,821,000","2,816,000","2,991,000","2,808,000","3,627,000","2,925,000","2,896,000","2,808,000","3,148,000","2,909,000","2,840,000","2,827,000","2,852,000","2,805,000","1,901,000","1,774,000","4,408,000","3,469,000","3,025,000","8,858,000","8,840,000","7,778,000","8,040,000","8,596,000","8,800,000","8,700,000","9,000,000","8,800,000","8,700,000","8,100,000","7,700,000","7,700,000"
		DepreciationAndAmortizationInIncomeStatement,"63,075,000","16,934,000","16,039,000","16,218,000","13,884,000","14,657,000","14,121,000","13,889,000","13,998,000","12,813,000","12,329,000","12,326,000","12,222,000","11,963,000","11,856,000","11,970,000","11,735,000","11,661,000","10,716,000","10,249,000","10,045,000","9,886,000","9,087,000","8,655,000","8,424,000","8,022,000","7,767,000","7,634,000","7,528,000","7,610,000","7,198,000","7,283,000","7,094,000","6,935,000","6,675,000","5,807,000","5,122,000","5,586,000","5,215,000","5,357,000","5,199,000","5,066,000","4,795,000","4,325,000","3,622,000","4,229,000","3,667,000","3,565,000","3,381,000","3,110,000","3,237,000","2,814,000","2,683,000","2,753,000","2,728,000","2,667,000","2,405,000","2,974,000","2,825,000","2,958,000","2,925,000","3,005,000","2,793,000","2,850,000","2,855,000","2,821,000","2,816,000","2,991,000","2,808,000","3,627,000","2,925,000","2,896,000","2,808,000","3,148,000","2,909,000","2,840,000","2,827,000","2,852,000","2,805,000","1,901,000","1,774,000","4,408,000","3,469,000","3,025,000","8,858,000","8,840,000","7,778,000","8,040,000","8,596,000","8,800,000","8,700,000","9,000,000","8,800,000","8,700,000","8,100,000","7,700,000","7,700,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,646,000",,,,,,,,,,,,
