name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991
			NetIncomeContinuousOperations,"982,600,000","199,900,000","259,800,000","286,300,000","289,000,000","255,800,000","234,400,000","219,200,000","240,300,000","871,100,000","277,500,000","249,700,000","369,600,000","257,100,000","247,600,000","228,400,000","211,300,000","443,872,000","190,273,000","179,556,000","158,071,000","182,081,000","167,079,000","158,069,000","151,416,000","208,597,000","160,417,000","171,280,000","155,773,000","185,936,000","155,510,000","157,361,000","147,226,000","165,703,000","136,323,000","111,353,000","124,914,000","143,530,000","116,708,000","114,813,000","108,309,000","121,676,000","110,281,000","106,311,000","88,979,000","107,311,000","84,263,000","71,281,000","59,725,000","71,924,000","56,410,000","59,588,000","51,559,000","72,061,000","75,199,000","75,673,000","63,582,000","72,230,000","65,140,000","61,229,000","51,434,000","56,731,000","50,814,000","48,093,000","37,686,000","50,408,000","39,194,000","35,562,000","28,011,000","24,786,000","27,382,000","23,550,000","18,134,000","1,897,000","19,785,000","16,856,000","14,746,000","8,358,000","19,024,000","15,033,000","17,456,000","14,510,000","17,084,000","13,133,000","13,862,000","11,760,000","14,870,000","11,102,000","13,626,000","9,700,000","14,600,000","12,800,000","12,000,000","7,800,000","7,400,000","10,600,000","10,600,000","10,700,000","8,800,000","11,600,000","10,100,000","5,800,000","7,400,000","7,000,000","5,700,000","8,800,000","9,200,000","6,700,000","4,200,000","3,200,000","8,100,000","3,200,000","6,500,000","3,900,000","7,700,000","7,200,000","3,000,000","1,200,000","2,200,000","1,800,000","200,000","400,000","1,300,000","1,200,000","1,200,000","1,200,000"
			NetIncomeDiscontinuousOperations,"170,000,000","87,900,000","29,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-1,912,000","-1,623,000","-616,000","-369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-700,000",,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,152,600,000","287,800,000","289,500,000","286,300,000","289,000,000","255,800,000","234,400,000","219,200,000","240,300,000","871,100,000","277,500,000","249,700,000","369,600,000","257,100,000","247,600,000","228,400,000","211,300,000","443,872,000","190,273,000","179,556,000","158,071,000","182,081,000","167,079,000","158,069,000","151,416,000","208,597,000","160,417,000","171,280,000","155,773,000","185,936,000","155,510,000","157,361,000","147,226,000","165,703,000","136,323,000","111,353,000","124,914,000","143,530,000","116,708,000","114,813,000","108,309,000","121,676,000","110,281,000","106,311,000","88,979,000","107,311,000","84,263,000","71,281,000","59,725,000","71,924,000","56,410,000","59,588,000","51,559,000","72,061,000","75,199,000","75,673,000","63,582,000","72,230,000","65,140,000","61,229,000","51,434,000","56,731,000","50,814,000","48,093,000","37,686,000","50,408,000","39,194,000","35,562,000","28,011,000","24,786,000","27,382,000","23,550,000","18,134,000","1,897,000","17,873,000","15,233,000","14,130,000","7,989,000","-6,946,000","15,033,000","17,456,000","14,510,000","17,084,000","13,133,000","13,862,000","11,760,000","14,870,000","11,102,000","13,626,000","9,700,000","14,600,000","12,800,000","12,000,000","7,800,000","7,400,000","10,600,000","10,600,000","10,700,000","8,800,000","11,600,000","10,100,000","5,800,000","7,400,000","7,000,000","5,700,000","8,800,000","9,200,000","6,700,000","4,200,000","3,200,000","8,100,000","3,200,000","6,500,000","3,200,000","7,700,000","7,200,000","3,000,000","1,200,000","2,200,000","1,800,000","200,000","400,000","1,000,000","1,200,000","1,200,000","1,200,000"
BasicEPS,,"2.73","2.75","2.72","2.75","2.44","2.24","2.1","2.3","8.37","2.67","2.4","3.57","2.49","2.39","2.21","2.05","4.33","1.86","1.76","1.55","1.79","1.65","1.56","1.5","2.07","1.59","1.7","1.55","1.86","1.55","1.58","1.48","1.67","1.37","1.12","1.26","1.46","1.19","1.18","1.12","1.26","1.15","1.11","0.93",,"0.89","0.76","0.64",,"0.62","0.66","0.57",,"0.84","0.85","0.71",,"0.74","0.69","0.59",,"0.58","0.55","0.44",,"0.46","0.415","0.33",,"0.37","0.32","0.245",,"0.285","0.24","0.225","0.125",,"0.24","0.28","0.235",,"0.215","0.225","0.19",,"0.18","0.225","0.16",,"0.105","0.1","0.065",,"0.085","0.085","0.088",,"0.048","0.043","0.024",,"0.029","0.024","0.036",,"0.028","0.018","0.014",,"0.014","0.028","0.013",,"0.016","0.006","0.003",,"0.004","0.001","0.002",,"0.004","0.004","0.004"
DilutedEPS,,"2.7","2.71","2.69","2.73","2.41","2.21","2.08","2.28","8.28","2.64","2.38","3.53","2.46","2.37","2.19","2.03","4.27","1.84","1.74","1.53","1.78","1.63","1.54","1.48","2.05","1.58","1.69","1.54","1.84","1.54","1.56","1.46","1.65","1.36","1.11","1.25","1.44","1.17","1.15","1.09","1.23","1.12","1.08","0.91",,"0.87","0.74","0.62",,"0.61","0.64","0.56",,"0.8","0.8","0.68",,"0.7","0.66","0.56",,"0.56","0.53","0.42",,"0.45","0.41","0.325",,"0.365","0.315","0.245",,"0.28","0.24","0.225","0.125",,"0.235","0.275","0.23",,"0.205","0.22","0.19",,"0.18","0.22","0.155",,"0.103","0.098","0.065",,"0.083","0.083","0.085",,"0.046","0.04","0.024",,"0.029","0.024","0.036",,"0.028","0.018","0.014",,"0.014","0.028","0.013",,"0.016","0.006","0.003",,"0.004","0.001","0.002",,"0.004","0.004","0.004"
BasicAverageShares,,"105,500,000","105,400,000","105,300,000","105,000,000","104,900,000","104,700,000","104,500,000","104,300,000","104,100,000","104,000,000","103,900,000","103,600,000","103,400,000","103,400,000","103,200,000","102,900,000","102,395,000","102,303,000","102,081,000","101,885,000","101,469,000","101,372,000","101,249,000","101,071,000","100,829,000","100,681,000","100,573,000","100,377,000","100,151,000","100,068,000","99,881,000","99,557,000","99,315,000","99,207,000","99,089,000","98,876,000","98,422,000","97,876,000","97,460,000","97,039,000","96,455,000","96,083,000","95,911,000","95,374,000",,"94,312,000","94,011,000","93,810,000",,"90,877,000","90,562,000","90,132,000",,"89,629,000","89,476,000","89,037,000",,"88,575,000","88,359,000","87,918,000",,"87,050,000","86,919,000","86,061,000",,"85,431,000","85,432,000","84,922,000",,"74,078,000","73,726,000","73,412,000",,"63,142,000","63,000,000","62,856,000","62,726,000",,"62,610,000","62,426,000","61,974,000",,"61,676,000","61,386,000","61,226,000",,"61,004,000","60,872,000","60,654,000",,"60,612,000","60,438,000","60,538,000",,"62,566,000","62,508,000","62,152,000",,"61,748,000","61,168,000","60,820,000",,"60,616,000","61,736,000","59,960,000",,"59,716,000","59,628,000","59,552,000",,"59,196,000","59,196,000","59,088,000",,"58,568,000","58,368,000","58,352,000",,"55,480,000","55,480,000","39,480,000",,"39,480,000","39,480,000","39,480,000"
DilutedAverageShares,,"106,700,000","106,700,000","106,400,000","106,000,000","106,000,000","105,900,000","105,500,000","105,300,000","105,200,000","105,200,000","105,100,000","104,700,000","104,500,000","104,600,000","104,400,000","104,200,000","103,863,000","103,680,000","103,409,000","103,078,000","102,580,000","102,522,000","102,466,000","102,318,000","101,833,000","101,607,000","101,569,000","101,361,000","101,122,000","101,006,000","100,823,000","100,572,000","100,380,000","100,302,000","100,162,000","99,986,000","99,576,000","99,757,000","99,619,000","99,307,000","98,662,000","98,308,000","98,412,000","98,153,000",,"96,671,000","96,449,000","96,036,000",,"92,908,000","92,712,000","92,302,000",,"94,251,000","94,398,000","93,447,000",,"93,559,000","92,915,000","92,300,000",,"90,963,000","91,043,000","89,711,000",,"87,096,000","86,928,000","86,314,000",,"75,346,000","74,936,000","74,572,000",,"64,110,000","63,726,000","63,374,000","63,652,000",,"63,602,000","63,982,000","63,652,000",,"63,454,000","62,944,000","62,594,000",,"62,376,000","62,320,000","62,434,000",,"60,612,000","60,438,000","60,538,000",,"62,566,000","62,508,000","62,152,000",,"61,748,000","61,168,000","60,820,000",,"60,616,000","61,736,000","59,960,000",,"59,716,000","59,628,000","59,552,000",,"59,196,000","59,196,000","59,088,000",,"58,568,000","58,368,000","58,352,000",,"55,480,000","55,480,000","39,480,000",,"39,480,000","39,480,000","39,480,000"
TotalOperatingIncomeAsReported,"1,480,200,000","320,600,000","403,500,000","418,000,000","400,500,000","380,700,000","367,600,000","333,600,000","349,200,000","398,400,000","385,200,000","368,400,000","346,400,000","364,400,000","377,500,000","354,300,000","300,200,000","346,983,000","310,747,000","294,258,000","258,256,000","289,104,000","267,390,000","253,078,000","244,991,000","278,677,000","250,371,000","251,974,000","246,896,000","283,749,000","245,658,000","246,666,000","223,400,000","258,089,000","219,349,000","179,746,000","185,177,000","225,242,000","183,257,000","178,784,000","170,304,000","187,354,000","167,215,000","163,970,000","142,000,000","166,158,000","128,233,000","119,187,000","100,716,000","120,768,000","91,872,000","95,964,000","86,792,000","119,055,000","132,299,000","126,541,000","108,266,000","123,809,000","113,738,000","107,956,000","92,851,000","97,265,000","87,520,000","85,392,000","67,476,000","80,867,000","69,776,000","62,392,000","51,864,000","52,202,000","45,420,000","40,708,000","32,972,000","29,304,000","32,521,000","27,978,000","25,854,000","15,869,000","31,773,000","27,957,000","30,452,000","24,647,000","29,135,000","23,304,000","24,125,000","21,864,000","26,711,000","20,769,000","23,476,000","17,300,000","23,300,000","21,200,000","20,200,000","13,600,000","12,700,000","18,000,000","17,700,000","17,800,000","15,300,000","19,400,000","16,500,000","9,800,000","13,600,000","11,400,000","8,800,000","13,600,000","14,200,000","10,800,000","7,100,000","5,300,000","11,500,000","5,100,000","10,200,000","6,100,000","11,300,000","11,400,000","5,000,000","2,600,000","3,800,000","3,100,000","900,000",,,,,
TotalExpenses,"4,198,100,000","1,092,200,000","1,059,300,000","1,169,600,000","1,128,100,000","1,124,600,000","998,500,000","971,400,000","1,001,500,000","996,400,000","969,300,000","961,900,000","940,800,000","1,011,900,000","941,200,000","939,400,000","902,300,000","879,600,000","849,165,000","840,413,000","828,049,000","721,696,000","677,754,000","678,480,000","657,432,000","664,963,000","633,562,000","637,567,000","618,385,000","662,396,000","638,464,000","638,509,000","610,652,000","631,084,000","608,461,000","604,264,000","551,958,000","584,668,000","564,384,000","546,088,000","540,762,000","551,850,000","545,490,000","535,901,000","503,309,000","513,321,000","476,855,000","447,917,000","433,725,000","432,870,000","393,804,000","408,946,000","418,652,000","456,807,000","460,801,000","467,873,000","434,729,000","437,275,000","419,164,000","422,680,000","385,576,000","368,219,000","339,697,000","339,918,000","315,247,000","312,299,000","295,388,000","299,172,000","281,973,000","224,347,000","194,721,000","191,726,000","187,668,000","140,490,000","139,543,000","137,649,000","139,673,000","122,442,000","137,224,000","126,683,000","123,357,000","124,937,000","134,908,000","114,665,000","124,458,000","115,800,000","120,291,000","103,814,000","99,299,000","92,200,000","90,400,000","82,900,000","80,300,000","75,500,000","93,000,000","79,400,000","78,300,000","72,300,000","72,200,000","69,100,000","50,500,000","45,300,000","52,200,000","48,500,000","38,300,000","39,300,000","39,900,000","36,300,000","32,700,000","29,100,000","31,600,000","27,600,000","28,200,000","27,400,000","31,900,000","29,700,000","23,500,000","17,100,000","16,600,000","14,200,000","16,600,000",,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,152,600,000","287,800,000","289,500,000","286,300,000","289,000,000","255,800,000","234,400,000","219,200,000","240,300,000","871,100,000","277,500,000","249,700,000","369,600,000","257,100,000","247,600,000","228,400,000","211,300,000","443,872,000","190,273,000","179,556,000","158,071,000","182,081,000","167,079,000","158,069,000","151,416,000","208,597,000","160,417,000","171,280,000","155,773,000","185,936,000","155,510,000","157,361,000","147,226,000","165,703,000","136,323,000","111,353,000","124,914,000","143,530,000","116,708,000","114,813,000","108,309,000","121,676,000","110,281,000","106,311,000","88,979,000","107,311,000","84,263,000","71,281,000","59,725,000","71,924,000","56,410,000","59,588,000","51,559,000","72,061,000","75,199,000","75,673,000","63,582,000","72,230,000","65,140,000","61,229,000","51,434,000","56,731,000","50,814,000","48,093,000","37,686,000","50,408,000","39,194,000","35,562,000","28,011,000","24,786,000","27,382,000","23,550,000","18,134,000","1,897,000","17,873,000","15,233,000","14,130,000","7,989,000","19,024,000","15,033,000","17,456,000","14,510,000","17,084,000","13,133,000","13,862,000","11,760,000","14,870,000","11,102,000","13,626,000","9,700,000","14,600,000","12,800,000","12,000,000","7,800,000","7,400,000","10,600,000","10,600,000","10,700,000","8,800,000","11,600,000","10,100,000","5,800,000","7,400,000","7,000,000","5,700,000","8,800,000","9,200,000","6,700,000","4,200,000","3,200,000","8,100,000","3,200,000","6,500,000","3,900,000","7,700,000","7,200,000","3,000,000","1,200,000","2,200,000","1,800,000","200,000","400,000","1,300,000","1,200,000","1,200,000","1,200,000"
NormalizedIncome,"1,059,513,500","199,900,000","259,800,000","286,300,000","289,000,000","255,800,000","234,400,000","219,200,000","240,300,000","263,226,994.774","277,500,000","249,700,000","264,112,800","257,100,000","260,240,500","228,400,000","211,300,000","443,872,000","190,273,000","179,556,000","158,071,000","182,081,000","167,685,216","158,069,000","151,416,000","208,597,000","160,417,000","171,280,000","155,773,000","185,936,000","155,510,000","157,361,000","147,226,000","165,703,000","136,323,000","111,353,000","124,914,000","141,817,497.4","118,428,324.399","115,216,981.181","108,652,880.426","122,064,970.255","109,782,128.353","101,343,734.648","88,476,963.98","107,880,645.781","82,313,681.852","72,447,694.163","59,410,850.239","71,366,910.97","56,333,612.974","57,376,745.648","51,810,690.101","68,592,069.885","77,051,201.77","76,089,264.005","62,426,944.55","72,632,315.755","65,402,601.008","62,035,680.27","51,596,500.474","56,789,352.947","50,637,160.047","48,113,134.008","37,771,303.153","51,921,807.027","38,620,051.447","35,403,001.394","28,002,900.239","30,871,997.14","27,394,225.391","23,541,659.78","18,118,014.947","17,035,600","19,952,301.691","16,774,803.372","15,037,861.071","7,959,767.523","18,593,455.39","17,948,083.49","17,069,262.155","13,210,468.956","15,579,054.675","12,878,183.471","13,385,416.33","11,458,775.779","14,510,367.352","11,019,676.534","13,427,108.758","9,569,798.658","13,879,820.628","12,669,387.755","12,000,000","7,667,796.61","6,937,500","10,534,161.491","10,468,322.981","10,437,423.313","8,998,496.241","11,534,463.277","9,968,831.169","5,666,666.667","7,277,685.95","7,000,000","5,700,000","8,733,333.333","8,942,657.343","6,700,000","4,200,000","3,200,000","7,487,394.958","3,200,000","6,500,000","3,900,000","7,700,000","7,200,000","3,000,000","1,200,000","2,137,142.857","1,800,000","133,333.333","400,000","1,300,000","1,200,000","1,200,000","1,200,000"
InterestExpense,"234,100,000","55,900,000","58,200,000","59,500,000","60,600,000","63,700,000","62,300,000","47,500,000","45,400,000","49,000,000","48,800,000","45,100,000","43,700,000","47,300,000","48,400,000","43,200,000","43,200,000","43,365,000","45,523,000","45,813,000","45,865,000","30,483,000","26,800,000","26,863,000","27,413,000","23,843,000","20,369,000","20,177,000","19,836,000","19,285,000","20,013,000","19,512,000","19,827,000","20,115,000","24,705,000","22,361,000","20,858,000","20,509,000","16,456,000","15,077,000","15,483,000","15,383,000","15,373,000","16,196,000","16,696,000","16,925,000","17,134,000","16,293,000","16,181,000","16,836,000","14,437,000","13,762,000","13,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-234,100,000","-55,900,000","-58,200,000","-59,500,000","-60,600,000","-63,700,000","-62,300,000","-47,500,000","-45,400,000","-49,000,000","-48,800,000","-45,100,000","-43,700,000","-47,300,000","-48,400,000","-43,200,000","-43,200,000","-43,365,000","-45,523,000","-45,813,000","-45,865,000","-30,483,000","-26,800,000","-26,863,000","-27,413,000","-23,843,000","-20,369,000","-20,177,000","-19,836,000","-19,285,000","-20,013,000","-19,512,000","-19,827,000","-20,115,000","-24,705,000","-22,361,000","-20,858,000","-20,509,000","-16,456,000","-15,077,000","-15,483,000","-15,383,000","-15,373,000","-16,196,000","-16,696,000","-16,925,000","-17,134,000","-16,293,000","-16,181,000","-16,836,000","-14,437,000","-13,762,000","-13,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,505,100,000","320,600,000","401,800,000","418,900,000","427,500,000","381,200,000","365,400,000","331,600,000","350,000,000","1,197,000,000","386,700,000","367,400,000","462,900,000","365,400,000","360,000,000","356,600,000","298,500,000","346,765,000","310,088,000","301,227,000","257,209,000","288,749,000","266,856,000","251,744,000","244,862,000","339,277,000","250,622,000","250,454,000","246,217,000","283,327,000","246,210,000","245,736,000","224,820,000","257,444,000","219,758,000","182,282,000","182,685,000","225,348,000","180,834,000","178,210,000","170,304,000","178,710,000","167,905,000","171,213,000","142,711,000","165,370,000","130,864,000","117,530,000","101,163,000","120,767,000","91,977,000","99,132,000","86,436,000","122,529,000","132,299,000","126,541,000","108,266,000","122,809,000","113,738,000","107,956,000","92,851,000","97,265,000","87,520,000","85,392,000","67,476,000","80,867,000","69,776,000","62,392,000","51,864,000","52,202,000","45,420,000","40,708,000","32,972,000","29,304,000","32,521,000","27,978,000","25,854,000","15,869,000","31,773,000","27,957,000","30,452,000","24,647,000","29,135,000","23,304,000","22,372,000","21,864,000","26,711,000","20,769,000","23,476,000","17,300,000","23,300,000","21,200,000","20,200,000","13,600,000","12,700,000","18,000,000","17,700,000","17,800,000","15,300,000","19,400,000","16,500,000","9,800,000","13,600,000","11,400,000","8,800,000","13,600,000","14,200,000","10,800,000","7,100,000","5,300,000","11,500,000","5,100,000","10,200,000","6,100,000","11,300,000","11,400,000","5,000,000","2,600,000","3,800,000","3,100,000","900,000","14,500,000","-43,700,000","18,800,000","18,800,000","18,800,000"
EBITDA,"2,139,200,000"
ReconciledCostOfRevenue,"1,860,400,000","494,300,000","466,700,000","553,500,000","534,800,000","538,700,000","490,200,000","461,300,000","493,900,000","501,900,000","480,900,000","480,300,000","476,600,000","503,200,000","478,700,000","477,800,000","452,000,000","461,471,000","433,492,000","429,021,000","418,691,000","383,922,000","366,651,000","364,038,000","342,904,000","364,549,000","350,450,000","355,630,000","347,120,000","380,404,000","360,082,000","361,993,000","345,116,000","355,953,000","345,185,000","338,503,000","315,559,000","343,549,000","331,086,000","327,264,000","319,873,000","333,355,000","330,149,000","322,808,000","295,213,000","307,614,000","283,339,000","265,157,000","254,876,000","262,226,000","240,156,000","249,840,000","254,308,000","278,054,000","284,340,000","289,084,000","266,605,000","274,011,000","261,123,000","268,241,000","240,279,000","229,689,000","208,967,000","210,427,000","190,326,000","194,082,000","180,407,000","181,622,000","171,213,000","136,528,000","120,570,000","116,419,000","111,202,000","80,714,000","78,894,000","77,161,000","79,517,000","66,888,000","77,974,000","71,853,000","70,729,000","70,155,000","74,291,000","64,150,000","64,691,000","61,322,000","67,992,000","54,802,000","52,276,000","47,600,000","49,800,000","45,700,000","43,700,000","41,500,000","53,100,000","45,300,000","44,100,000","41,300,000","33,900,000","43,700,000","30,000,000","25,700,000","23,000,000","30,300,000","24,600,000","23,900,000","17,300,000","21,600,000","8,400,000","16,600,000","13,300,000","17,000,000","16,400,000","17,300,000","16,000,000","18,700,000","14,500,000","9,800,000","6,700,000","9,900,000","10,400,000",,,,,
ReconciledDepreciation,"634,100,000","157,100,000","154,600,000","161,100,000","161,300,000","162,700,000","130,000,000","113,500,000","114,600,000","116,900,000","106,300,000","98,200,000","94,600,000","94,100,000","94,700,000","90,300,000","87,900,000","86,671,000","86,824,000","86,095,000","85,375,000","63,350,000","58,332,000","59,520,000","59,251,000","56,041,000","50,045,000","49,867,000","48,308,000","49,663,000","50,037,000","48,881,000","48,703,000","49,711,000","48,943,000","47,095,000","43,441,000","43,948,000","39,561,000","35,772,000","35,467,000","35,418,000","35,594,000","34,821,000","34,310,000","34,320,000","32,251,000","27,946,000","28,504,000","26,340,000","25,280,000","25,602,000","26,226,000","27,745,000","26,591,000","25,251,000","23,521,000","22,977,000","23,931,000","23,645,000","22,627,000","21,718,000","20,863,000","20,454,000","19,009,000","18,492,000","18,135,000","16,964,000","17,728,000","11,560,000","10,216,000","9,907,000","9,704,000","4,272,000",,"4,093,000","4,124,000","3,864,000","3,948,000","3,603,000","3,568,000","4,057,000","7,754,000","6,619,000","6,481,000","6,601,000","6,388,000","5,807,000","5,603,000","4,500,000","4,100,000","4,100,000","3,900,000","3,900,000","3,800,000","3,800,000","3,500,000","3,300,000",,,,,,,,,,,"11,700,000",,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"982,600,000","199,900,000","259,800,000","286,300,000","289,000,000","255,800,000","234,400,000","219,200,000","240,300,000","871,100,000","277,500,000","249,700,000","369,600,000","257,100,000","247,600,000","228,400,000","211,300,000","443,872,000","190,273,000","179,556,000","158,071,000","182,081,000","167,079,000","158,069,000","151,416,000","208,597,000","160,417,000","171,280,000","155,773,000","185,936,000","155,510,000","157,361,000","147,226,000","165,703,000","136,323,000","111,353,000","124,914,000","143,530,000","116,708,000","114,813,000","108,309,000","121,676,000","110,281,000","106,311,000","88,979,000","107,311,000","84,263,000","71,281,000","59,725,000","71,924,000","56,410,000","59,588,000","51,559,000","72,061,000","75,199,000","75,673,000","63,582,000","72,230,000","65,140,000","61,229,000","51,434,000","56,731,000","50,814,000","48,093,000","37,686,000","50,408,000","39,194,000","35,562,000","28,011,000","24,786,000","27,382,000","23,550,000","18,134,000","1,897,000","19,785,000","16,856,000","14,746,000","8,358,000","19,024,000","15,033,000","17,456,000","14,510,000","17,084,000","13,133,000","13,862,000","11,760,000","14,870,000","11,102,000","13,626,000","9,700,000","14,600,000","12,800,000","12,000,000","7,800,000","7,400,000","10,600,000","10,600,000","10,700,000","8,800,000","11,600,000","10,100,000","5,800,000","7,400,000","7,000,000","5,700,000","8,800,000","9,200,000","6,700,000","4,200,000","3,200,000","8,100,000","3,200,000","6,500,000","3,900,000","7,700,000","7,200,000","3,000,000","1,200,000","2,200,000","1,800,000","200,000","400,000","1,300,000","1,200,000","1,200,000","1,200,000"
TotalUnusualItemsExcludingGoodwill,"-99,500,000","-99,500,000",,,,"0","0","0","0","801,100,000","0","0","119,600,000","0","-15,900,000",,,,,,,"0","-871,000",,,,,,,,,,,"0","0",,,"2,444,000","-2,423,000","-574,000","-490,000","-548,000","690,000","7,243,000","711,000","-788,000","2,631,000","-1,657,000","447,000","805,000","105,000","3,168,000","-356,000","5,169,000","-2,836,000","-636,000","1,777,000","-618,000","-404,000","-1,230,000","-250,000","-88,000","267,000","-31,000","-128,000","-2,048,000","867,000","231,000","12,000","-8,757,000","-17,000","12,000","23,000","-25,231,000","-239,000","116,000","-416,000","571,000","624,000","-3,816,000","586,000","1,969,000","2,333,000","397,000","731,000","467,000","555,000","127,000","306,000","200,000","1,100,000","200,000",,"200,000","700,000","100,000","200,000","400,000","-300,000","100,000","200,000","200,000","200,000",,,"100,000","400,000",,,,"900,000",,,,,,,,"100,000",,"100,000",,,,,
TotalUnusualItems,"-99,500,000","-99,500,000",,,,"0","0","0","0","801,100,000","0","0","119,600,000","0","-15,900,000",,,,,,,"0","-871,000",,,,,,,,,,,"0","0",,,"2,444,000","-2,423,000","-574,000","-490,000","-548,000","690,000","7,243,000","711,000","-788,000","2,631,000","-1,657,000","447,000","805,000","105,000","3,168,000","-356,000","5,169,000","-2,836,000","-636,000","1,777,000","-618,000","-404,000","-1,230,000","-250,000","-88,000","267,000","-31,000","-128,000","-2,048,000","867,000","231,000","12,000","-8,757,000","-17,000","12,000","23,000","-25,231,000","-239,000","116,000","-416,000","571,000","624,000","-3,816,000","586,000","1,969,000","2,333,000","397,000","731,000","467,000","555,000","127,000","306,000","200,000","1,100,000","200,000",,"200,000","700,000","100,000","200,000","400,000","-300,000","100,000","200,000","200,000","200,000",,,"100,000","400,000",,,,"900,000",,,,,,,,"100,000",,"100,000",,,,,
NormalizedEBITDA,"2,238,700,000","477,700,000","556,400,000","580,000,000","588,800,000","543,900,000","495,400,000","445,100,000","464,600,000","512,800,000","493,000,000","465,600,000","437,900,000","459,500,000","470,600,000","446,900,000","386,400,000","433,436,000","396,912,000","387,322,000","342,584,000","352,099,000","326,059,000","311,264,000","304,113,000","395,318,000","300,667,000","300,321,000","294,525,000","332,990,000","296,247,000","294,617,000","273,523,000","307,155,000","268,701,000","229,377,000","226,126,000","266,852,000","222,818,000","214,556,000","206,261,000","214,676,000","202,809,000","198,791,000","176,310,000","200,478,000","160,484,000","147,133,000","129,220,000","146,302,000","117,152,000","121,566,000","113,018,000","145,105,000","161,726,000","152,428,000","130,010,000","146,404,000","138,073,000","132,831,000","115,728,000","119,071,000","108,116,000","105,877,000","86,613,000","101,407,000","87,044,000","79,125,000","69,580,000","72,519,000","55,653,000","50,603,000","42,653,000","58,807,000","32,760,000","31,955,000","30,394,000","19,162,000","35,097,000","35,376,000","33,434,000","26,735,000","34,556,000","29,526,000","28,122,000","27,998,000","32,544,000","26,449,000","28,773,000","21,600,000","26,300,000","25,100,000","24,100,000","17,300,000","15,800,000","21,700,000","21,000,000","20,700,000","15,600,000","19,300,000","16,300,000","9,600,000","13,400,000","11,400,000","8,800,000","13,500,000","13,800,000","10,800,000","18,800,000","5,300,000","10,600,000","5,100,000","10,200,000","6,100,000","11,300,000","11,400,000","5,000,000","2,600,000","3,700,000","3,100,000","800,000","14,500,000","-43,700,000","18,800,000","18,800,000","18,800,000"
