name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"3,540,160,000","905,050,000","895,937,000","914,607,000","824,566,000","790,990,000","743,300,000","682,584,000","707,059,000","691,138,000","667,951,000","657,568,000","604,569,000","601,530,000","585,295,000","585,301,000","493,970,000","478,477,000","464,232,000","469,129,000","445,763,000","466,789,000","425,720,000","434,055,000","354,868,000","353,850,000","349,465,000","339,573,000","320,414,000","329,548,000","327,567,000","341,179,000","299,368,000","289,228,000","292,129,000","292,933,000","291,238,000","280,140,000","278,686,000","284,723,000","285,981,000","290,962,000","277,579,000","288,263,000","285,843,000","267,886,000","276,081,000","292,104,000","297,345,000","295,381,000","297,485,000","308,159,000","301,526,000","311,447,000","342,227,000","352,134,000","337,685,000","318,028,000","313,964,000","307,435,000","291,199,000","271,725,000","264,660,000","267,859,000","283,769,000","291,155,000","273,938,000","283,413,000","273,722,000","238,061,000","176,026,000","180,193,000","172,637,000","156,040,000","151,194,000","154,364,000","152,125,000","142,944,000","141,364,000","136,501,000","133,820,000","126,094,000","123,685,000","116,820,000","99,031,000","90,813,000","72,373,000","74,097,000","69,302,000"
	OperatingRevenue,"3,540,160,000","905,050,000","895,937,000","914,607,000","824,566,000","790,990,000","743,300,000","682,584,000","707,059,000","691,138,000","667,951,000","657,568,000","604,569,000","601,530,000","585,295,000","585,301,000","493,970,000","478,477,000","464,232,000","469,129,000","445,763,000","466,789,000","425,720,000","434,055,000","354,868,000","353,850,000","349,465,000","339,573,000","320,414,000","329,548,000","327,567,000","341,179,000","299,368,000","289,228,000","292,129,000","292,933,000","291,238,000","280,140,000","278,686,000","284,723,000","285,981,000","290,962,000","277,579,000","288,263,000","285,843,000","267,886,000","276,081,000","292,104,000","297,345,000","295,381,000","297,485,000","308,159,000","301,526,000","311,447,000","342,227,000","352,134,000","337,685,000","318,028,000","313,964,000","307,435,000","291,199,000","271,725,000","264,660,000","267,859,000","283,769,000","291,155,000","273,938,000","283,413,000","273,722,000","238,061,000","176,026,000","180,193,000","172,637,000","156,040,000","151,194,000","154,364,000","152,125,000","142,944,000","141,364,000","136,501,000","133,820,000","126,094,000","123,685,000","116,820,000","99,031,000","90,813,000","72,373,000","74,097,000","69,302,000"
CostOfRevenue,"2,205,522,000","557,938,000","558,710,000","572,586,000","516,288,000","491,022,000","454,026,000","450,346,000","454,998,000","428,824,000","421,835,000","419,464,000","392,792,000","375,113,000","369,095,000","369,320,000","312,501,000","310,728,000","287,028,000","283,467,000","274,064,000","286,908,000","269,450,000","264,308,000","214,100,000","213,276,000","211,390,000","206,790,000","200,754,000","209,603,000","209,299,000","215,545,000","190,555,000","196,831,000","192,203,000","190,363,000","187,027,000","185,567,000","185,427,000","181,138,000","181,769,000","190,394,000","184,863,000","181,943,000","183,205,000","174,262,000","185,226,000","191,740,000","197,428,000","195,260,000","190,921,000","193,696,000","193,306,000","199,372,000","211,957,000","214,147,000","207,308,000","200,265,000","190,065,000","186,479,000","175,626,000","169,995,000","162,398,000","160,749,000","180,585,000","185,610,000","167,145,000","171,627,000","169,111,000","152,341,000","106,629,000","105,572,000","103,809,000","96,434,000","94,702,000","94,779,000","94,143,000","89,795,000","87,889,000","84,101,000","83,861,000","82,486,000","80,474,000","73,050,000","62,369,000","56,394,000","38,720,000","41,687,000","34,649,000"
GrossProfit,"1,334,638,000","347,112,000","337,227,000","342,021,000","308,278,000","299,968,000","289,274,000","232,238,000","252,061,000","262,314,000","246,116,000","238,104,000","211,777,000","226,417,000","216,200,000","215,981,000","181,469,000","167,749,000","177,204,000","185,662,000","171,699,000","179,881,000","156,270,000","169,747,000","140,768,000","140,574,000","138,075,000","132,783,000","119,660,000","119,945,000","118,268,000","125,634,000","108,813,000","92,397,000","99,926,000","102,570,000","104,211,000","94,573,000","93,259,000","103,585,000","104,212,000","100,568,000","92,716,000","106,320,000","102,638,000","93,624,000","90,855,000","100,364,000","99,917,000","100,121,000","106,564,000","114,463,000","108,220,000","112,075,000","130,270,000","137,987,000","130,377,000","117,763,000","123,899,000","120,956,000","115,573,000","101,730,000","102,262,000","107,110,000","103,184,000","105,545,000","106,793,000","111,786,000","104,611,000","85,720,000","69,397,000","74,621,000","68,828,000","59,606,000","56,492,000","59,585,000","57,982,000","53,149,000","53,475,000","52,400,000","49,959,000","43,608,000","43,211,000","43,770,000","36,662,000","34,419,000","33,653,000","32,410,000","34,653,000"
OperatingExpense,"744,776,000","174,305,000","181,425,000","204,471,000","184,575,000","171,041,000","156,521,000","155,470,000","157,780,000","153,525,000","153,314,000","158,336,000","141,985,000","123,935,000","131,838,000","139,271,000","113,640,000","105,017,000","103,220,000","104,352,000","102,227,000","110,790,000","97,475,000","111,686,000","89,296,000","88,305,000","82,635,000","77,048,000","76,655,000","79,178,000","72,096,000","74,609,000","69,107,000","63,588,000","59,083,000","59,382,000","61,448,000","55,956,000","55,577,000","54,311,000","60,472,000","51,429,000","55,622,000","53,006,000","60,387,000","58,577,000","85,742,000","72,160,000","70,415,000","68,197,000","62,117,000","63,801,000","68,327,000","62,871,000","62,059,000","68,664,000","66,877,000","65,629,000","60,268,000","64,231,000","60,872,000","56,576,000","50,341,000","59,408,000","188,148,000","69,269,000","57,299,000","61,933,000","59,215,000","52,491,000","26,023,000","30,418,000","29,311,000","24,163,000","22,236,000","24,579,000","24,134,000","22,194,000","20,956,000","22,018,000","21,549,000","21,203,000","19,199,000","19,278,000","17,288,000","20,651,000","15,805,000","14,197,000","19,421,000"
	SellingGeneralAndAdministration,"619,919,000","144,112,000","148,573,000","171,501,000","155,733,000","143,033,000","128,289,000","127,712,000","129,901,000","129,598,000","129,509,000","135,941,000","122,574,000","106,918,000","113,033,000","120,531,000","103,372,000","94,560,000","92,863,000","94,533,000","91,490,000","98,481,000","85,650,000","100,473,000","82,944,000","81,461,000","76,225,000","71,331,000","71,397,000","72,034,000","64,476,000","67,756,000","64,767,000","58,674,000","54,903,000","54,919,000","57,199,000","51,324,000","51,047,000","49,900,000","55,977,000","46,087,000","50,345,000","47,209,000","55,007,000","53,900,000","79,221,000","66,127,000","63,241,000","61,106,000","54,129,000","56,582,000","62,178,000","55,339,000","54,450,000","61,064,000","59,306,000","56,535,000","51,847,000","56,092,000","53,017,000","46,819,000","41,211,000","50,031,000","47,772,000","54,099,000","42,978,000","47,615,000","44,852,000","39,287,000","24,821,000","29,220,000","28,120,000","23,745,000","21,003,000","23,349,000","22,886,000","20,974,000","20,023,000","21,387,000","20,919,000","18,554,000","17,016,000","17,285,000","15,460,000","15,838,000","11,126,000","12,427,000","11,813,000"
	DepreciationAmortizationDepletionIncomeStatement,"124,857,000","30,193,000","32,852,000","32,970,000","28,842,000","28,008,000","28,232,000","27,758,000","27,879,000","23,927,000","23,805,000","22,395,000","19,411,000","17,017,000","18,805,000","18,740,000","10,268,000","10,457,000","10,357,000","9,819,000","10,737,000","12,309,000","11,825,000","11,213,000","6,352,000","6,844,000","6,410,000","5,717,000","5,258,000","7,144,000","7,620,000","6,853,000","4,340,000","4,914,000","4,180,000","4,463,000","4,249,000","4,632,000","4,530,000","4,411,000","4,495,000","5,342,000","5,277,000","5,797,000","5,380,000","4,677,000","6,521,000","6,033,000","7,174,000","7,091,000","7,988,000","7,219,000","6,149,000","7,532,000","7,609,000","7,600,000","7,571,000","9,094,000","8,421,000","8,139,000","7,855,000","9,757,000","9,430,000","9,377,000","11,189,000","15,170,000","14,321,000","14,318,000","14,363,000","13,204,000","1,202,000","1,198,000","1,191,000","1,165,000","1,233,000","1,230,000","1,248,000","1,220,000","933,000","631,000","630,000","2,649,000","2,183,000","1,993,000","1,828,000","4,813,000","4,679,000","1,770,000","7,608,000"
		DepreciationAndAmortizationInIncomeStatement,"124,857,000","30,193,000","32,852,000","32,970,000","28,842,000","28,008,000","28,232,000","27,758,000","27,879,000","23,927,000","23,805,000","22,395,000","19,411,000","17,017,000","18,805,000","18,740,000","10,268,000","10,457,000","10,357,000","9,819,000","10,737,000","12,309,000","11,825,000","11,213,000","6,352,000","6,844,000","6,410,000","5,717,000","5,258,000","7,144,000","7,620,000","6,853,000","4,340,000","4,914,000","4,180,000","4,463,000","4,249,000","4,632,000","4,530,000","4,411,000","4,495,000","5,342,000","5,277,000","5,797,000","5,380,000","4,677,000","6,521,000","6,033,000","7,174,000","7,091,000","7,988,000","7,219,000","6,149,000","7,532,000","7,609,000","7,600,000","7,571,000","9,094,000","8,421,000","8,139,000","7,855,000","9,757,000","9,430,000","9,377,000","11,189,000","15,170,000","14,321,000","14,318,000","14,363,000","13,204,000","1,202,000","1,198,000","1,191,000","1,165,000","1,233,000","1,230,000","1,248,000","1,220,000","933,000","631,000","630,000","2,649,000","2,183,000","1,993,000","1,828,000","4,813,000","4,679,000","1,770,000","7,608,000"
			Amortization,"124,857,000","30,193,000","32,852,000","32,970,000","28,842,000","28,008,000","28,232,000","27,758,000","27,879,000","23,927,000","23,805,000","22,395,000","19,411,000","17,017,000","18,805,000","18,740,000","10,268,000","10,457,000","10,357,000","9,819,000","10,737,000","12,309,000","11,825,000","11,213,000","6,352,000","6,844,000","6,410,000","5,717,000","5,258,000","7,144,000","7,620,000","6,853,000","4,340,000","4,914,000","4,180,000","4,463,000","4,249,000","4,632,000","4,530,000","4,411,000","4,495,000","5,342,000","5,277,000","5,797,000","5,380,000","4,677,000","6,521,000","6,033,000","7,174,000","7,091,000","7,988,000","7,219,000","6,149,000","7,532,000","7,609,000","7,600,000","7,571,000","9,094,000","8,421,000","8,139,000","7,855,000","9,757,000","9,430,000","9,377,000","11,189,000","15,170,000","14,321,000","14,318,000","14,363,000","13,204,000","1,202,000","1,198,000","1,191,000","1,165,000","1,233,000","1,230,000","1,248,000","1,220,000","933,000","631,000","630,000","2,649,000","2,183,000","1,993,000","1,828,000",,,,
				AmortizationOfIntangiblesIncomeStatement,"124,857,000","30,193,000","32,852,000","32,970,000","28,842,000","28,008,000","28,232,000","27,758,000","27,879,000","23,927,000","23,805,000","22,395,000","19,411,000","17,017,000","18,805,000","18,740,000","10,268,000","10,457,000","10,357,000","9,819,000","10,737,000","12,309,000","11,825,000","11,213,000","6,352,000","6,844,000","6,410,000","5,717,000","5,258,000","7,144,000","7,620,000","6,853,000","4,340,000","4,914,000","4,180,000","4,463,000","4,249,000","4,632,000","4,530,000","4,411,000","4,495,000","5,342,000","5,277,000","5,797,000","5,380,000","4,677,000","6,521,000","6,033,000","7,174,000","7,091,000","7,988,000","7,219,000","6,149,000","7,532,000","7,609,000","7,600,000","7,571,000","9,094,000","8,421,000","8,139,000","7,855,000","9,757,000","9,430,000","9,377,000","11,189,000","15,170,000","14,321,000","14,318,000","14,363,000","13,204,000","1,202,000","1,198,000","1,191,000","1,165,000","1,233,000","1,230,000","1,248,000","1,220,000","933,000","631,000","630,000","2,649,000","2,183,000","1,993,000","1,828,000",,,,
