name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"5,533,800,000","1,531,500,000","1,406,700,000","1,328,500,000","1,267,100,000","1,340,900,000","1,237,200,000","1,151,200,000","1,173,900,000","1,298,900,000","1,218,500,000","1,161,000,000","1,112,700,000","1,260,300,000","1,186,200,000","1,155,200,000","1,131,000,000","1,227,800,000","1,131,300,000","1,070,300,000","1,032,200,000","1,744,100,000","1,716,600,000","1,727,000,000","1,590,600,000","1,753,900,000","1,746,200,000","1,785,000,000","1,746,400,000","1,973,700,000","1,975,500,000","1,973,600,000","1,827,700,000","1,940,600,000","1,935,900,000","1,961,500,000","1,852,800,000","1,977,800,000","1,900,300,000","2,004,400,000","1,917,500,000","2,052,700,000","1,247,100,000","1,212,600,000","1,128,500,000","1,209,200,000","1,130,000,000","1,089,700,000","1,061,200,000","1,146,400,000","1,079,900,000","1,028,000,000","988,500,000","1,168,300,000","1,219,000,000","1,278,800,000","1,177,400,000","1,250,200,000","1,160,900,000","1,145,400,000","1,094,700,000","1,145,500,000","1,081,400,000","1,081,900,000","1,019,100,000","1,075,700,000","1,019,700,000","1,020,000,000","969,800,000","1,017,100,000","944,200,000","923,700,000","913,100,000","934,800,000","908,700,000","865,600,000","822,900,000","846,071,000","825,816,000","786,282,000","746,087,000","781,390,000","766,221,000","761,599,000","758,272,000","872,724,000","746,860,000","731,542,000","716,588,000","750,800,000","714,800,000","695,100,000","678,900,000","721,500,000","684,300,000","670,000,000","431,000,000","222,000,000","206,300,000","211,600,000","202,900,000"
	OperatingRevenue,"5,533,800,000","1,531,500,000","1,406,700,000","1,328,500,000","1,267,100,000","1,340,900,000","1,237,200,000","1,151,200,000","1,173,900,000","1,298,900,000","1,218,500,000","1,161,000,000","1,112,700,000","1,260,300,000","1,186,200,000","1,155,200,000","1,131,000,000","1,227,800,000","1,131,300,000","1,070,300,000","1,032,200,000","1,744,100,000","1,716,600,000","1,727,000,000","1,590,600,000","1,753,900,000","1,746,200,000","1,785,000,000","1,746,400,000","1,973,700,000","1,975,500,000","1,973,600,000","1,827,700,000","1,940,600,000","1,935,900,000","1,961,500,000","1,852,800,000","1,977,800,000","1,900,300,000","2,004,400,000","1,917,500,000","2,052,700,000","1,247,100,000","1,212,600,000","1,128,500,000","1,209,200,000","1,130,000,000","1,089,700,000","1,061,200,000","1,146,400,000","1,079,900,000","1,028,000,000","988,500,000","1,168,300,000","1,219,000,000","1,278,800,000","1,177,400,000","1,250,200,000","1,160,900,000","1,145,400,000","1,094,700,000","1,145,500,000","1,081,400,000","1,081,900,000","1,019,100,000","1,075,700,000","1,019,700,000","1,020,000,000","969,800,000","1,017,100,000","944,200,000","923,700,000","913,100,000","934,800,000","908,700,000","865,600,000","822,900,000","846,071,000","825,816,000","786,282,000","746,087,000","781,390,000","766,221,000","761,599,000","758,272,000","872,724,000","746,860,000","731,542,000","716,588,000","750,800,000","714,800,000","695,100,000","678,900,000","721,500,000","684,300,000","670,000,000","431,000,000","222,000,000","206,300,000","211,600,000","202,900,000"
CostOfRevenue,"3,852,900,000","1,056,100,000","1,003,000,000","927,800,000","866,000,000","916,500,000","832,700,000","761,300,000","783,400,000","869,600,000","826,500,000","782,700,000","747,500,000","861,200,000","820,700,000","791,700,000","757,000,000","853,400,000","769,200,000","726,000,000","695,800,000","1,103,200,000","1,076,600,000","1,065,600,000","1,001,300,000","1,117,300,000","1,109,600,000","1,121,200,000","1,096,800,000","1,300,600,000","1,281,900,000","1,293,600,000","1,186,700,000","1,292,600,000","1,279,500,000","1,296,400,000","1,234,800,000","1,326,500,000","1,256,700,000","1,341,800,000","1,267,800,000","1,380,500,000","911,400,000","888,300,000","819,500,000","877,400,000","809,500,000","789,200,000","761,200,000","812,800,000","768,800,000","739,900,000","702,800,000","860,700,000","925,300,000","948,600,000","872,300,000","906,700,000","840,800,000","822,100,000","780,500,000","806,100,000","771,600,000","774,600,000","735,500,000","778,900,000","731,900,000","724,100,000","692,300,000","709,300,000","658,800,000","640,900,000","627,000,000","639,900,000","619,800,000","596,100,000","563,400,000","563,140,000","561,727,000","526,331,000","495,445,000","523,106,000","516,617,000","519,445,000","518,027,000","561,320,000","451,498,000","435,673,000","415,736,000","435,500,000","413,700,000","397,600,000","389,700,000","416,400,000","401,700,000","398,200,000","261,600,000",,,,
GrossProfit,"1,680,900,000","475,400,000","403,700,000","400,700,000","401,100,000","424,400,000","404,500,000","389,900,000","390,500,000","429,300,000","392,000,000","378,300,000","365,200,000","399,100,000","365,500,000","363,500,000","374,000,000","374,400,000","362,100,000","344,300,000","336,400,000","640,900,000","640,000,000","661,400,000","589,300,000","636,600,000","636,600,000","663,800,000","649,600,000","673,100,000","693,600,000","680,000,000","641,000,000","648,000,000","656,400,000","665,100,000","618,000,000","651,300,000","643,600,000","662,600,000","649,700,000","672,200,000","335,700,000","324,300,000","309,000,000","331,800,000","320,500,000","300,500,000","300,000,000","333,600,000","311,100,000","288,100,000","285,700,000","307,600,000","293,700,000","330,200,000","305,100,000","343,500,000","320,100,000","323,300,000","314,200,000","339,400,000","309,800,000","307,300,000","283,600,000","296,800,000","287,800,000","295,900,000","277,500,000","307,800,000","285,400,000","282,800,000","286,100,000","294,900,000","288,900,000","269,500,000","259,500,000","282,931,000","264,089,000","259,951,000","250,642,000","258,284,000","249,604,000","242,154,000","240,245,000","311,404,000","295,362,000","295,869,000","300,852,000","315,300,000","301,100,000","297,500,000","289,200,000","305,100,000","282,600,000","271,800,000","169,400,000",,,,
OperatingExpense,"811,200,000","210,900,000","200,000,000","201,700,000","198,600,000","204,300,000","209,000,000","193,800,000","203,100,000","226,000,000","231,100,000","270,600,000","216,700,000","208,200,000","195,700,000","196,200,000","197,900,000","209,700,000","195,800,000","202,900,000","200,800,000","427,000,000","414,100,000","441,100,000","417,700,000","429,700,000","422,000,000","439,900,000","452,600,000","493,700,000","498,800,000","492,700,000","479,100,000","472,000,000","466,700,000","484,200,000","487,600,000","475,900,000","462,200,000","514,400,000","512,300,000","553,800,000","206,000,000","188,600,000","186,000,000","205,000,000","173,300,000","171,600,000","175,500,000","203,700,000","180,000,000","169,300,000","166,200,000","172,100,000","193,200,000","203,300,000","186,400,000","190,700,000","185,800,000","189,000,000","177,900,000","187,200,000","170,100,000","176,400,000","167,500,000","160,700,000","156,400,000","169,500,000","159,300,000","159,500,000","152,700,000","155,100,000","159,300,000","147,700,000","145,600,000","442,100,000","138,700,000","146,772,000","136,710,000","131,303,000","127,790,000","142,453,000","140,430,000","140,786,000","146,422,000","182,681,000","185,156,000","183,503,000","184,931,000","191,400,000","186,900,000","188,200,000","184,400,000","193,400,000","184,300,000","180,800,000","123,800,000",,,,
	SellingGeneralAndAdministration,"772,400,000","201,200,000","190,300,000","192,000,000","188,900,000","194,800,000","199,300,000","184,500,000","194,100,000","215,600,000","221,600,000","266,200,000","212,100,000","203,400,000","192,100,000","192,800,000","194,000,000","205,800,000","192,700,000","201,800,000","195,800,000","404,500,000","390,600,000","413,600,000","396,300,000","408,400,000","400,200,000","416,900,000","430,000,000","467,600,000","468,400,000","461,500,000","447,900,000","442,200,000","437,200,000","452,500,000","455,400,000","441,400,000","429,200,000","479,100,000","478,100,000","512,500,000","206,000,000","188,600,000","186,000,000","189,800,000","173,300,000","171,600,000","175,500,000","203,700,000","180,000,000","169,300,000","166,200,000","172,100,000","193,200,000","203,300,000","186,400,000","197,500,000","185,800,000","189,000,000","177,900,000","187,200,000","170,100,000","176,400,000","167,500,000","160,700,000","156,400,000","169,500,000","159,300,000","159,500,000","152,700,000","155,100,000","159,300,000","147,700,000","145,600,000","142,100,000","138,700,000","146,772,000","136,710,000","131,303,000","127,790,000","127,901,000","126,341,000","126,682,000","132,162,000","127,538,000","129,790,000","129,226,000","129,758,000","135,800,000","130,700,000","132,000,000","128,600,000","136,700,000","131,000,000","124,100,000","94,500,000",,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,"221,600,000","266,200,000","212,100,000","203,400,000","192,100,000","192,800,000","194,000,000","205,800,000","192,700,000","201,800,000","195,800,000","404,500,000","390,600,000","413,600,000","396,300,000","408,400,000","400,200,000","416,900,000","430,000,000","467,600,000","468,400,000","461,500,000","447,900,000","442,200,000","437,200,000","452,500,000","455,400,000","441,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,"-200,000","300,000","100,000","300,000","-200,000","-400,000","1,600,000","2,900,000","4,900,000","1,000,000","1,700,000","500,000","11,300,000","8,700,000","100,000","18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,"221,600,000","266,200,000","212,100,000","203,400,000","192,100,000","192,800,000","194,000,000","205,800,000","192,700,000","201,800,000","195,800,000","404,700,000","390,300,000","413,500,000","396,000,000","408,600,000","400,600,000","415,300,000","427,100,000","462,700,000","467,400,000","459,800,000","447,400,000","430,900,000","428,500,000","452,400,000","437,400,000","441,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"38,800,000","9,700,000","9,700,000","9,700,000","9,700,000","9,500,000","9,700,000","9,300,000","9,000,000","10,400,000","9,500,000","4,400,000","4,600,000","4,800,000","3,600,000","3,400,000","3,900,000","3,900,000","3,100,000","1,100,000","5,000,000","22,500,000","23,500,000","27,500,000","21,400,000","21,300,000","21,800,000","23,000,000","22,600,000","26,100,000","30,400,000","31,200,000","31,200,000","29,800,000","29,500,000","31,700,000","32,200,000","34,500,000","33,000,000","35,300,000","34,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,552,000","14,089,000","14,104,000","14,260,000","55,143,000","55,366,000","54,277,000","55,173,000","55,600,000","56,200,000","56,200,000","55,800,000","56,700,000","53,300,000","56,700,000","29,300,000",,,,
