name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalRevenue,"3,494,800,000","866,400,000","816,800,000","800,800,000","1,010,800,000","844,200,000","792,700,000","868,700,000","921,500,000","598,600,000","675,400,000","620,600,000","602,600,000","747,700,000","575,900,000","667,500,000","777,700,000","620,700,000","611,400,000","640,800,000","356,200,000","175,080,000","156,207,000","163,329,000","162,330,000","155,946,000","187,035,000","148,725,000","142,839,000","166,488,000","148,910,000","143,942,000","157,885,000","141,830,000","136,743,000","150,772,000","142,705,000","130,077,000","128,319,000","132,549,000","121,392,000","120,209,000","143,604,000","120,290,000","124,042,000","117,391,000","106,015,000","112,618,000","101,081,000","120,833,000","98,199,000","108,985,000","98,067,000"
	OperatingRevenue,"3,434,200,000","852,000,000","802,300,000","785,000,000","994,900,000","833,900,000","779,400,000","861,400,000","912,200,000","590,500,000","665,900,000","612,900,000","595,100,000","740,600,000","568,200,000","658,800,000","768,200,000","613,600,000","603,700,000","634,800,000","350,400,000","170,021,000","153,796,000","159,863,000","159,713,000","151,285,000","184,200,000","141,027,000","138,531,000","162,920,000","145,178,000","140,042,000","154,529,000","138,514,000","132,791,000","146,603,000","139,124,000","115,678,000","128,319,000","132,549,000","121,392,000","120,209,000","143,604,000","120,290,000","124,042,000","117,391,000","106,015,000","112,618,000","101,081,000","120,833,000","98,199,000","108,985,000","98,067,000"
CostOfRevenue,"2,307,200,000","550,400,000","521,300,000","517,900,000","717,600,000","594,600,000","559,900,000","626,700,000","616,500,000","367,300,000","431,100,000","389,600,000","370,200,000","474,000,000","357,200,000","441,400,000","508,100,000","408,300,000","392,100,000","423,900,000","210,600,000","49,276,000","47,743,000","47,866,000","46,220,000","44,597,000","51,423,000","40,891,000","39,589,000","19,266,000","16,235,000","14,707,000","15,902,000","15,045,000","13,844,000","14,518,000","13,169,000","46,135,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"1,187,600,000","316,000,000","295,500,000","282,900,000","293,200,000","249,600,000","232,800,000","242,000,000","305,000,000","231,300,000","244,300,000","231,000,000","232,400,000","273,700,000","218,700,000","226,100,000","269,600,000","212,400,000","219,300,000","216,900,000","145,600,000","125,804,000","108,464,000","115,463,000","116,110,000","111,349,000","135,612,000","107,834,000","103,250,000","147,222,000","132,675,000","129,235,000","141,983,000","126,785,000","122,899,000","136,254,000","129,536,000","83,942,000","128,319,000","132,549,000","121,392,000","120,209,000","143,604,000","120,290,000","124,042,000","117,391,000","106,015,000","112,618,000","101,081,000","120,833,000","98,199,000","108,985,000","98,067,000"
OperatingExpense,"366,100,000","91,700,000","98,100,000","91,100,000","85,200,000","86,000,000","87,300,000","70,900,000","77,800,000","103,400,000","80,200,000","85,000,000","83,600,000","90,500,000","86,700,000","88,400,000","93,100,000","95,800,000","94,100,000","93,900,000","54,100,000","50,702,000","42,814,000","37,496,000","36,629,000","35,455,000","34,502,000","34,464,000","33,697,000","60,260,000","57,591,000","59,519,000","59,945,000","54,186,000","54,472,000","60,896,000","60,106,000","24,191,000","67,458,000","66,480,000","63,977,000","67,528,000","68,638,000","63,838,000","66,507,000","65,537,000","71,082,000","70,792,000","62,352,000","64,152,000","65,197,000","61,403,000","57,747,000"
	SellingGeneralAndAdministration,"160,100,000","42,200,000","43,000,000","40,500,000","34,400,000","35,000,000","32,100,000","25,700,000","28,900,000","30,900,000","30,800,000","34,000,000","30,700,000","33,000,000","29,800,000","32,600,000","33,800,000","33,500,000","33,500,000","33,100,000","25,200,000","38,004,000","30,135,000","22,812,000","21,928,000","20,926,000","19,949,000","20,560,000","20,563,000","32,083,000","30,583,000","32,752,000","35,361,000","31,312,000","29,845,000","33,831,000","32,901,000","-55,519,000","57,854,000","57,198,000","54,669,000","58,745,000","58,141,000","53,255,000","56,825,000","56,280,000","63,202,000","61,218,000","54,306,000","55,876,000","57,272,000","53,501,000","48,703,000"
		GeneralAndAdministrativeExpense,"160,100,000","42,200,000","43,000,000","40,500,000","34,400,000","35,000,000","32,100,000","25,700,000","28,900,000","30,900,000","30,800,000","34,000,000","30,700,000","33,000,000","29,800,000","32,600,000","33,800,000","33,500,000","33,500,000","33,100,000","25,200,000","37,661,000","29,599,000","22,895,000","21,824,000","20,627,000","19,368,000","19,933,000","19,776,000","32,083,000","30,583,000","32,752,000","35,361,000","31,312,000","29,845,000","33,831,000","32,901,000","-55,519,000","57,854,000","57,198,000","54,669,000","58,745,000","58,141,000","53,255,000","56,825,000","56,280,000","63,202,000","61,218,000","54,306,000","55,876,000","57,272,000","53,501,000","48,703,000"
			SalariesAndWages,"204,200,000",,,,,,,,"53,300,000","49,000,000","49,700,000","52,200,000","48,100,000","60,700,000","51,800,000","57,400,000","58,900,000","53,200,000","50,400,000","50,000,000","47,800,000","29,172,000","28,344,000","28,530,000","27,106,000","26,767,000","29,583,000","24,136,000","25,439,000","29,356,000","28,698,000","30,306,000","33,374,000","28,058,000","27,951,000","31,237,000","30,837,000","26,440,000","27,166,000","25,300,000","25,290,000","28,268,000","25,945,000","24,504,000","25,736,000","25,823,000","34,643,000","22,640,000","23,137,000","21,222,000","22,046,000","20,939,000","20,274,000"
			OtherGandA,"160,100,000","42,200,000","43,000,000","40,500,000","34,400,000","35,000,000","32,100,000","25,700,000","28,900,000","30,900,000","30,800,000","34,000,000","30,700,000","33,000,000","29,800,000","32,600,000","33,800,000","33,500,000","33,500,000","33,100,000","25,200,000","37,661,000","29,599,000","22,895,000","21,824,000","20,627,000","19,368,000","19,933,000","19,776,000","2,727,000","1,885,000","2,446,000","1,987,000","3,254,000","1,894,000","2,594,000","2,064,000","-81,959,000","30,688,000","31,898,000","29,379,000","30,477,000","32,196,000","28,751,000","31,089,000","30,457,000","28,559,000","38,578,000","31,169,000","34,654,000","35,226,000","32,562,000","28,429,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,"343,000","536,000","-83,000","104,000","299,000","581,000","627,000","787,000",,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"167,400,000","42,000,000","42,800,000","40,600,000","42,000,000","40,500,000","39,500,000","38,000,000","40,500,000","42,800,000","42,900,000","43,700,000","47,200,000","49,100,000","50,300,000","50,400,000","54,200,000","55,900,000","55,400,000","55,800,000","25,100,000","10,066,000","10,200,000","12,260,000","11,851,000","12,203,000","12,394,000","11,275,000","10,402,000","11,053,000","10,361,000","9,895,000","8,604,000","9,108,000","8,476,000","8,622,000","8,282,000","6,211,000","8,634,000","8,320,000","8,320,000","7,506,000","8,897,000","8,996,000","8,696,000","8,190,000","7,099,000","7,301,000","7,301,000","6,859,000","6,884,000","6,885,000","6,884,000"
		DepreciationAndAmortizationInIncomeStatement,"167,400,000","42,000,000","42,800,000","40,600,000","42,000,000","40,500,000","39,500,000","38,000,000","40,500,000","42,800,000","42,900,000","43,700,000","47,200,000","49,100,000","50,300,000","50,400,000","54,200,000","55,900,000","55,400,000","55,800,000","25,100,000","10,066,000","10,200,000","12,260,000","11,851,000","12,203,000","12,394,000","11,275,000","10,402,000","11,053,000","10,361,000","9,895,000","8,604,000","9,108,000","8,476,000","8,622,000","8,282,000","6,211,000","8,634,000","8,320,000","8,320,000","7,506,000","8,897,000","8,996,000","8,696,000","8,190,000","7,099,000","7,301,000","7,301,000","6,859,000","6,884,000","6,885,000","6,884,000"
	OtherOperatingExpenses,"38,600,000","7,500,000","12,300,000","10,000,000","8,800,000","10,500,000","15,700,000","7,200,000","8,400,000","29,700,000","6,500,000","7,300,000","5,700,000","8,400,000","6,600,000","5,400,000","5,100,000","6,400,000","5,200,000","5,000,000","3,800,000","2,632,000","2,479,000","2,424,000","2,850,000","2,326,000","2,159,000","2,629,000","2,732,000","17,124,000","16,647,000","16,872,000","15,980,000","13,766,000","16,151,000","18,443,000","18,923,000","73,499,000","970,000","962,000","988,000","1,277,000","1,600,000","1,587,000","986,000","1,067,000","781,000","2,273,000","745,000","1,417,000","1,041,000","1,017,000","2,160,000"
OperatingIncome,"821,500,000","224,300,000","197,400,000","191,800,000","208,000,000","163,600,000","145,500,000","171,100,000","227,200,000","127,900,000","164,100,000","146,000,000","148,800,000","183,200,000","132,000,000","137,700,000","176,500,000","116,600,000","125,200,000","123,000,000","91,500,000","75,102,000","65,650,000","77,967,000","79,481,000","75,894,000","101,110,000","73,370,000","69,553,000","86,962,000","75,084,000","69,716,000","82,038,000","72,599,000","68,427,000","75,358,000","69,430,000","59,751,000","60,861,000","66,069,000","57,415,000","52,681,000","74,966,000","56,452,000","57,535,000","51,854,000","34,933,000","41,826,000","38,729,000","56,681,000","33,002,000","47,582,000","40,320,000"
NetNonOperatingInterestIncomeExpense,"-47,400,000","-11,100,000","-11,700,000","-12,300,000","-12,300,000","-13,600,000","-9,500,000","-7,300,000","-7,300,000","-7,800,000","-8,200,000","-10,000,000","-9,900,000","-9,700,000","-9,600,000","-9,300,000","-9,600,000","-10,400,000","-10,500,000","-12,500,000","-7,900,000","-5,515,000","-177,000","-28,000","-27,000","-27,000","-16,000",,,,,,,,,,,"-89,000","41,000","0","0","-206,000","-226,000","-223,000","-225,000","-225,000","-225,000","-224,000","-222,000","-220,000","-220,000","-218,000","-217,000"
	InterestIncomeNonOperating,"600,000","400,000","0","100,000","100,000","200,000","100,000","100,000","700,000","300,000","600,000","500,000","500,000","-100,000","1,100,000","900,000","400,000","100,000","500,000","0","600,000",,,,,,,,,,,,,,,,,,"41,000","26,000","23,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"48,000,000","11,500,000","11,700,000","12,400,000","12,400,000","10,300,000","9,600,000","7,000,000","7,600,000","7,700,000","8,500,000","10,000,000","10,000,000","8,300,000","10,500,000","9,700,000","9,600,000","10,000,000","10,800,000","11,100,000","7,600,000","5,515,000","177,000","28,000","27,000","27,000","16,000",,,,,,,,,,,"0","0","0","0","206,000","226,000","223,000","225,000","225,000","225,000","224,000","222,000","220,000","220,000","218,000","217,000"
	TotalOtherFinanceCost,,,,,,,,"400,000","400,000","400,000","300,000","500,000","400,000","1,300,000","200,000","500,000","400,000","500,000","200,000","1,400,000","900,000","5,515,000","177,000","28,000","27,000","27,000","16,000",,,,,,,,,,,,,,,,,,,,,,,,,,
