name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalRevenue,"67,044,000,000","17,729,000,000","16,028,000,000","17,029,000,000","16,258,000,000","17,032,000,000","16,495,000,000","16,220,000,000","15,651,000,000","15,878,000,000","15,171,000,000","14,427,000,000","14,336,000,000","14,411,000,000","14,318,000,000","13,398,000,000","11,635,000,000","15,137,000,000","12,169,000,000","12,685,000,000","11,057,000,000","13,752,000,000","11,551,000,000","12,914,000,000","11,702,000,000","12,917,000,000","11,461,000,000","11,643,000,000","10,111,000,000","12,530,000,000","11,114,000,000","11,306,000,000","10,650,000,000","11,533,000,000","11,347,000,000","11,408,000,000","11,070,000,000","12,099,000,000","11,869,000,000","11,921,000,000","11,293,000,000","12,211,000,000","12,119,000,000","11,551,000,000","10,633,000,000","12,794,000,000","11,375,000,000","11,442,000,000","10,637,000,000","12,524,000,000","11,056,000,000","11,236,000,000","10,373,000,000","11,132,000,000","10,577,000,000","11,039,000,000","9,983,000,000","10,841,000,000","11,095,000,000","10,651,000,000","9,275,000,000","10,840,000,000","9,605,000,000","9,961,000,000","9,214,000,000","10,229,000,000","9,201,000,000","9,295,000,000","8,488,000,000","9,965,000,000","8,438,000,000","8,776,000,000","8,347,000,000","8,978,000,000","8,078,000,000","7,709,000,000","7,059,000,000","7,780,000,000","6,542,000,000","6,290,000,000","5,966,000,000","6,635,000,000","6,384,000,000","5,961,000,000","5,010,000,000","7,595,000,000","5,960,000,000","6,212,000,000","5,562,000,000","6,982,000,000","6,157,000,000","6,203,000,000","6,188,000,000","7,180,000,000","6,349,000,000","6,520,000,000","6,217,000,000","7,878,000,000","6,619,000,000","6,898,000,000","6,674,000,000","7,662,000,000","7,028,000,000","7,076,000,000","5,109,000,000","6,052,000,000","5,551,000,000","5,606,000,000","5,644,000,000","6,604,000,000","5,704,000,000","5,562,000,000","5,036,000,000"
	OperatingRevenue,"67,044,000,000","17,729,000,000","16,028,000,000","17,029,000,000","16,258,000,000","17,032,000,000","16,495,000,000","16,220,000,000","15,651,000,000","15,878,000,000","15,171,000,000","14,427,000,000","14,336,000,000","14,411,000,000","14,318,000,000","13,398,000,000","11,635,000,000","15,137,000,000","12,169,000,000","12,685,000,000","11,057,000,000","13,752,000,000","11,551,000,000","12,914,000,000","11,702,000,000","12,917,000,000","11,461,000,000","11,643,000,000","10,111,000,000","12,530,000,000","11,114,000,000","11,306,000,000","10,650,000,000","11,533,000,000","11,347,000,000","11,408,000,000","11,070,000,000","12,099,000,000","11,869,000,000","11,921,000,000","11,293,000,000","12,211,000,000","12,119,000,000","11,551,000,000","10,633,000,000","12,794,000,000","11,375,000,000","11,442,000,000","10,637,000,000","12,524,000,000","11,056,000,000","11,236,000,000","10,373,000,000","11,132,000,000","10,577,000,000","11,039,000,000","9,983,000,000","10,841,000,000","11,095,000,000","10,651,000,000","9,275,000,000","10,840,000,000","9,605,000,000","9,961,000,000","9,214,000,000","10,229,000,000","9,201,000,000","9,295,000,000","8,488,000,000","9,965,000,000","8,438,000,000","8,776,000,000","8,347,000,000","8,978,000,000","8,078,000,000","7,709,000,000","7,059,000,000","7,780,000,000","6,542,000,000","6,290,000,000","5,966,000,000","6,635,000,000","6,384,000,000","5,961,000,000","5,010,000,000","7,595,000,000","5,960,000,000","6,212,000,000","5,562,000,000","6,982,000,000","6,157,000,000","6,203,000,000","6,188,000,000","7,180,000,000","6,349,000,000","6,520,000,000","6,217,000,000","7,878,000,000","6,619,000,000","6,898,000,000","6,674,000,000","7,662,000,000","7,028,000,000","7,076,000,000","5,109,000,000","6,052,000,000","5,551,000,000","5,606,000,000","5,644,000,000","6,604,000,000","5,704,000,000","5,562,000,000","5,036,000,000"
CostOfRevenue,"57,983,000,000","15,343,000,000","13,726,000,000","14,878,000,000","14,036,000,000","14,818,000,000","14,359,000,000","14,007,000,000","13,560,000,000","13,755,000,000","13,108,000,000","12,434,000,000","12,148,000,000","12,469,000,000","12,397,000,000","11,549,000,000","9,977,000,000","13,518,000,000","10,818,000,000","11,260,000,000","9,904,000,000","12,399,000,000","10,167,000,000","11,490,000,000","10,368,000,000","11,540,000,000","10,170,000,000","10,272,000,000","8,848,000,000","11,143,000,000","9,839,000,000","9,965,000,000","9,279,000,000","10,429,000,000","10,163,000,000","10,184,000,000","9,999,000,000","10,993,000,000","10,888,000,000","10,741,000,000","10,319,000,000","11,223,000,000","11,123,000,000","10,654,000,000","9,831,000,000","11,717,000,000","10,577,000,000","10,382,000,000","9,701,000,000","11,313,000,000","10,060,000,000","10,224,000,000","9,368,000,000","9,865,000,000","9,455,000,000","9,848,000,000","8,914,000,000","9,717,000,000","9,949,000,000","9,597,000,000","8,365,000,000","9,809,000,000","8,802,000,000","9,121,000,000","8,454,000,000","9,508,000,000","8,585,000,000","8,637,000,000","7,946,000,000","9,515,000,000","7,921,000,000","8,243,000,000","7,879,000,000","8,422,000,000","7,540,000,000","7,299,000,000","6,587,000,000","7,305,000,000","5,989,000,000","5,807,000,000","5,528,000,000","6,243,000,000","5,955,000,000","5,568,000,000","4,681,000,000","6,886,000,000","5,299,000,000","5,544,000,000","5,249,000,000","7,128,000,000","5,427,000,000","6,072,000,000","5,701,000,000","6,779,000,000","5,653,000,000","5,882,000,000","5,599,000,000","7,551,000,000","5,942,000,000","6,261,000,000","6,018,000,000","7,221,000,000","6,353,000,000","6,383,000,000","4,637,000,000","5,514,000,000","5,041,000,000","5,136,000,000","5,189,000,000",,,,
GrossProfit,"9,061,000,000","2,386,000,000","2,302,000,000","2,151,000,000","2,222,000,000","2,214,000,000","2,136,000,000","2,213,000,000","2,091,000,000","2,123,000,000","2,063,000,000","1,993,000,000","2,188,000,000","1,942,000,000","1,921,000,000","1,849,000,000","1,658,000,000","1,619,000,000","1,351,000,000","1,425,000,000","1,153,000,000","1,353,000,000","1,384,000,000","1,424,000,000","1,334,000,000","1,377,000,000","1,291,000,000","1,371,000,000","1,263,000,000","1,387,000,000","1,275,000,000","1,341,000,000","1,371,000,000","1,104,000,000","1,184,000,000","1,224,000,000","1,071,000,000","1,106,000,000","981,000,000","1,180,000,000","974,000,000","988,000,000","996,000,000","897,000,000","802,000,000","1,077,000,000","798,000,000","1,060,000,000","936,000,000","1,211,000,000","996,000,000","1,012,000,000","1,005,000,000","1,267,000,000","1,122,000,000","1,191,000,000","1,069,000,000","1,124,000,000","1,146,000,000","1,054,000,000","910,000,000","1,031,000,000","803,000,000","840,000,000","760,000,000","721,000,000","616,000,000","658,000,000","542,000,000","450,000,000","517,000,000","533,000,000","468,000,000","556,000,000","538,000,000","410,000,000","472,000,000","475,000,000","553,000,000","483,000,000","438,000,000","392,000,000","429,000,000","393,000,000","329,000,000","709,000,000","661,000,000","668,000,000","313,000,000","-146,000,000","730,000,000","131,000,000","487,000,000","401,000,000","696,000,000","638,000,000","618,000,000","327,000,000","677,000,000","637,000,000","656,000,000","441,000,000","675,000,000","693,000,000","472,000,000","538,000,000","510,000,000","470,000,000","455,000,000",,,,
OperatingExpense,"-62,000,000","-33,000,000","8,000,000","-41,000,000","4,000,000","-75,000,000","-11,000,000","127,000,000","-31,000,000","-26,000,000","-42,000,000","-15,000,000","-95,000,000","91,000,000","-42,000,000","-42,000,000","-67,000,000","-240,000,000","-77,000,000","-60,000,000","4,000,000","-75,000,000","-204,000,000","-142,000,000","-62,000,000","29,000,000","-98,000,000","-74,000,000","-93,000,000","-74,000,000","-117,000,000","-85,000,000","-61,000,000","-96,000,000","-70,000,000","-74,000,000","-78,000,000","-238,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-172,000,000","-109,000,000","202,000,000","-17,000,000","-177,000,000","-112,000,000","416,000,000","-102,000,000","-103,000,000",,"284,000,000","-90,000,000",,,,,,,,,,,,,,,,,,,"244,000,000","253,000,000","240,000,000","0","-705,000,000","242,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244,000,000","253,000,000","240,000,000",,,"242,000,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244,000,000","253,000,000","240,000,000",,,"242,000,000",,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-62,000,000","-33,000,000","8,000,000","-41,000,000","4,000,000","-75,000,000","-11,000,000","127,000,000","-31,000,000","-26,000,000","-42,000,000","-15,000,000","-95,000,000","91,000,000","-42,000,000","-42,000,000","-67,000,000","-240,000,000","-77,000,000","-60,000,000","4,000,000","-75,000,000","-204,000,000","-142,000,000","-62,000,000","29,000,000","-98,000,000","-74,000,000","-93,000,000","-74,000,000","-117,000,000","-85,000,000","-61,000,000","-96,000,000","-70,000,000","-74,000,000","-78,000,000","-66,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"9,123,000,000","2,448,000,000","2,302,000,000","2,151,000,000","2,222,000,000","2,204,000,000","2,136,000,000","2,086,000,000","2,091,000,000","2,123,000,000","2,063,000,000","1,993,000,000","2,188,000,000","1,942,000,000","1,921,000,000","1,849,000,000","1,658,000,000","1,619,000,000","1,351,000,000","1,425,000,000","1,153,000,000","1,353,000,000","1,384,000,000","1,424,000,000","1,334,000,000","1,377,000,000","1,291,000,000","1,371,000,000","1,263,000,000","1,387,000,000","1,275,000,000","1,341,000,000","1,371,000,000","1,104,000,000","1,184,000,000","1,224,000,000","1,071,000,000","1,106,000,000","981,000,000","1,180,000,000","974,000,000","988,000,000","996,000,000","897,000,000","802,000,000","1,077,000,000","798,000,000","1,060,000,000","936,000,000","1,211,000,000","996,000,000","1,012,000,000","1,005,000,000","1,267,000,000","1,122,000,000","1,363,000,000","1,178,000,000","922,000,000","1,163,000,000","1,231,000,000","1,022,000,000","615,000,000","905,000,000","943,000,000","760,000,000","437,000,000","706,000,000","658,000,000","542,000,000","450,000,000","517,000,000","533,000,000","468,000,000","556,000,000","538,000,000","410,000,000","472,000,000","475,000,000","553,000,000","483,000,000","438,000,000","392,000,000","429,000,000","393,000,000","329,000,000","465,000,000","408,000,000","428,000,000","313,000,000","559,000,000","488,000,000","131,000,000","487,000,000","401,000,000","696,000,000","638,000,000","618,000,000","327,000,000","677,000,000","637,000,000","656,000,000","441,000,000","675,000,000","693,000,000","472,000,000","538,000,000","510,000,000","470,000,000","455,000,000","-14,523,000,000","5,704,000,000","5,562,000,000","5,036,000,000"
NetNonOperatingInterestIncomeExpense,"-569,000,000","-146,000,000","-141,000,000","-142,000,000","-140,000,000","-149,000,000","-145,000,000","-149,000,000","-148,000,000","-157,000,000","-162,000,000","-163,000,000","-171,000,000","-171,000,000","-177,000,000","-165,000,000","-155,000,000","-174,000,000","-162,000,000","-160,000,000","-155,000,000","-171,000,000","-162,000,000","-166,000,000","-164,000,000","-142,000,000","-104,000,000","-104,000,000","-93,000,000","-87,000,000","-82,000,000","-85,000,000","-86,000,000","-86,000,000","-84,000,000","-88,000,000","-92,000,000","-94,000,000","-97,000,000","-96,000,000","-96,000,000","-96,000,000","-89,000,000","-84,000,000","-85,000,000","-87,000,000","-85,000,000","-86,000,000","-88,000,000","-86,000,000","-67,000,000","-76,000,000","-76,000,000","-77,000,000","-85,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-227,000,000",,,"-191,000,000","-192,000,000","-206,000,000","-221,000,000","-221,000,000","-213,000,000","-227,000,000","-213,000,000","-201,000,000","-201,000,000","-214,000,000","-226,000,000","-189,000,000","-71,000,000","-66,000,000","-70,000,000","-73,000,000","-79,000,000",,,,
