name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993
BasicEPS,,"1.21","1.1","1.08","1.21","0.82","0.85","0.7","0.63","0.73","0.94","0.67","0.85","0.57","0.49","0.47","0.55","0.45","0.34","0.31","0.39","0.29","0.74","0.385","0.335","0.25","0.22","0.23","0.23","0.205","0.21","0.205","0.16","0.18","0.165","0.165","0.21","0.16","0.185","0.18","0.22","0.158","0.158","0.15","0.18","0.118","0.113",,"0.133","0.105","0.105",,"0.125","0.083","0.113",,"0.133","0.09","0.105",,"0.108","0.083","0.085",,"0.095","0.023","0.063",,"0.085","0.065","0.063",,"0.07","0.05","0.043",,"0.043","0.038","0.04",,"0.045","0.035","0.038",,"0.035","0.028","0.027",,"0.025","0.02","0.02",,"0.02","0.015","0.013",,"0.015","0.012","0.01",,"0.012","0.01","0.008",,"0.01","0.01","0.008",,"0.008","0.007","0.007",,"0.003","-0.003","-0.003"
DilutedEPS,,"1.19","1.08","1.06","1.19","0.81","0.83","0.69","0.62","0.71","0.91","0.64","0.81","0.55","0.47","0.45","0.52","0.43","0.32","0.3","0.38","0.28","0.705","0.355","0.32","0.24","0.21","0.22","0.22","0.2","0.2","0.195","0.155","0.175","0.16","0.16","0.205","0.155","0.18","0.175","0.215","0.155","0.155","0.148","0.178","0.115","0.113",,"0.13","0.105","0.105",,"0.125","0.08","0.11",,"0.13","0.088","0.103",,"0.103","0.08","0.08",,"0.093","0.02","0.063",,"0.083","0.063","0.06",,"0.068","0.048","0.043",,"0.043","0.038","0.04",,"0.045","0.035","0.037",,"0.033","0.028","0.027",,"0.025","0.02","0.02",,"0.02","0.015","0.013",,"0.013","0.012","0.01",,"0.012","0.01","0.008",,"0.01","0.01","0.008",,"0.008","0.007","0.007",,"0.003","-0.003","-0.003"
BasicAverageShares,,"237,186,000","237,068,000","236,679,000","236,396,000","236,152,000","235,791,000","234,863,000","234,133,000","232,671,000","231,169,000","229,204,000","227,984,000","230,798,000","233,888,000","232,995,000","232,010,000","231,478,000","230,694,000","230,286,000","229,920,000","229,142,000","225,436,000","219,156,000","221,086,000","234,612,000","240,310,000","249,486,000","252,830,000","252,600,000","252,434,000","251,918,000","251,588,000","251,100,000","250,920,000","250,760,000","250,540,000","249,418,000","248,604,000","252,224,000","253,192,000","256,612,000","262,864,000","270,460,000","279,224,000","324,960,000","334,980,000",,"336,896,000","336,432,000","336,180,000",,"334,524,000","333,772,000","333,132,000",,"348,476,000","355,208,000","354,232,000",,"365,084,000","363,008,000","362,000,000",,"361,172,000","361,604,000","361,540,000",,"360,716,000","360,491,600","360,325,200",,"357,490,800","356,095,200","357,968,800",,"364,780,400","369,463,600","368,995,600",,"363,322,000","356,498,000","332,737,800",,"330,438,600","328,279,800","327,330,000",,"323,487,000","322,371,000","314,842,579",,"314,842,579","319,840,080","314,842,579",,"286,523,405","299,850,075","309,845,077",,"282,715,785","299,850,075","275,862,069",,"279,860,070","299,850,075","311,844,078",,"227,886,057","239,880,060","194,902,549",,"179,910,045","179,910,045","179,910,045"
DilutedAverageShares,,"241,187,000","241,221,000","240,714,000","240,208,000","240,280,000","239,968,000","238,927,000","238,591,000","238,470,000","238,662,000","238,354,000","237,892,000","240,660,000","244,826,000","244,406,000","242,960,000","241,360,000","238,791,000","237,634,000","237,135,000","235,588,000","237,758,000","237,038,000","232,776,000","245,816,000","251,144,000","260,410,000","264,248,000","263,744,000","263,034,000","263,258,000","262,972,000","262,174,000","261,412,000","261,226,000","261,060,000","259,040,000","256,946,000","259,706,000","260,902,000","263,180,000","267,604,000","276,464,000","284,132,000","327,820,000","337,624,000",,"340,592,000","339,708,000","339,792,000",,"339,128,000","336,824,000","341,280,000",,"358,828,000","365,332,000","362,744,000",,"375,140,000","374,728,000","373,500,000",,"371,536,000","370,544,000","370,920,000",,"372,400,000","372,484,800","370,535,200",,"367,894,800","365,939,600","364,732,800",,"370,398,000","376,351,200","376,225,200",,"374,063,200","369,986,800","344,928,600",,"341,410,800","338,562,000","338,719,200",,"338,789,400","337,471,200","314,842,579",,"314,842,579","319,840,080","314,842,579",,"322,338,831","299,850,075","309,845,077",,"282,715,785","299,850,075","275,862,069",,"279,860,070","299,850,075","311,844,078",,"227,886,057","239,880,060","194,902,549",,"179,910,045","179,910,045","179,910,045"
TotalOperatingIncomeAsReported,"1,307,060,000","347,328,000","330,121,000","301,500,000","328,111,000","258,221,000","248,594,000","205,715,000","195,101,000","209,892,000","205,391,000","192,802,000","207,494,000","164,739,000","151,440,000","134,837,000","174,619,000","150,947,000","123,942,000","110,807,000","136,788,000","108,880,000","104,824,000","106,191,000","121,948,000","92,085,000","86,246,000","86,765,000","94,767,000","80,468,000","82,401,000","75,858,000","62,633,000","71,484,000","64,959,000","63,052,000","82,813,000","62,770,000","74,357,000","69,494,000","87,944,000","63,539,000","65,376,000","63,455,000","82,044,000","60,195,000","59,594,000","57,220,000","72,126,000","53,232,000","56,492,000","55,389,000","64,880,000","45,569,000","59,485,000","65,372,000","68,684,000","47,235,000","56,627,000","53,860,000","57,229,000","45,164,000","46,893,000","47,197,000","53,351,000","37,015,000","34,226,000","37,415,000","47,753,000","36,623,600","35,067,700","34,062,000","40,398,500","25,820,000","24,287,100","21,011,100","24,608,700","21,746,800","23,697,500","24,305,400","26,011,100","19,159,100","20,463,800","20,268,900","19,080,100","14,821,000","13,947,000","12,993,400","13,107,400","10,300,000","9,800,000","9,800,000","9,700,000","7,500,000","6,300,000","6,800,000","6,700,000","5,400,000","4,900,000","4,700,000","5,300,000","5,000,000","3,700,000","4,100,000","4,500,000","5,000,000","4,300,000","3,500,000","3,100,000","2,500,000","2,000,000","1,900,000","1,100,000",,
TotalExpenses,"1,853,072,000","520,132,000","480,011,000","447,130,000","405,799,000","358,810,000","344,346,000","319,944,000","355,259,000","365,248,000","349,033,000","349,773,000","345,622,000","320,159,000","309,928,000","313,255,000","303,579,000","308,159,000","295,226,000","248,424,000","237,074,000","240,652,000","241,167,000","226,468,000","225,298,000","207,621,000","202,592,000","195,528,000","202,375,000","195,790,000","207,985,000","211,592,000","217,985,000","214,950,000","214,924,000","200,645,000","194,825,000","203,415,000","164,509,000","157,062,000","156,161,000","155,594,000","160,250,000","151,987,000","154,711,000","147,185,000","153,073,000","133,248,000","148,223,000","123,369,000","128,969,000","128,943,000","132,446,000","124,286,000","132,084,000","140,910,000","152,466,000","126,224,000","127,330,000","100,122,000","88,423,000","83,761,000","85,228,000","90,023,000","96,161,000","88,084,000","84,799,000","75,146,000","82,673,000","73,390,900","69,042,200","66,014,300","76,219,900","66,815,000","67,179,500","66,205,000","69,320,000","61,036,600","59,797,400","58,327,300","64,147,000","52,223,200","51,818,700","48,362,200","52,400,500","41,817,200","43,192,400","38,333,900","40,693,800","34,100,000","30,700,000","29,700,000","30,300,000","24,600,000","23,900,000","23,200,000","23,900,000","20,800,000","22,600,000","24,900,000","28,500,000","25,400,000","28,800,000","27,300,000","29,800,000","21,100,000","22,100,000","17,900,000","12,900,000","8,500,000","7,700,000","5,700,000","5,500,000",,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,090,545,000","287,412,000","260,363,000","255,974,000","286,796,000","193,440,000","200,285,000","165,533,000","147,487,000","168,707,000","218,180,000","153,496,000","192,741,000","131,373,000","114,083,000","109,748,000","127,348,000","103,256,000","77,515,000","70,335,000","90,546,000","66,066,000","167,280,000","84,968,000","74,016,000","58,963,000","52,413,000","57,412,000","57,563,000","52,193,000","52,615,000","51,043,000","40,877,000","45,345,000","41,422,000","41,304,000","53,236,000","39,640,000","45,845,000","44,896,000","55,471,000","40,603,000","41,149,000","40,521,000","50,136,000","37,893,000","37,823,000","36,233,000","44,390,000","35,733,000","35,270,000","34,627,000","42,069,000","27,150,000","37,254,000","40,821,000","46,477,000","32,026,000","37,610,000","36,735,000","38,867,000","30,392,000","30,345,000","31,573,000","34,710,000","7,853,000","22,813,000","24,989,000","30,905,000","23,552,600","22,669,800","21,449,200","24,964,400","17,368,000","15,241,100","13,336,400","15,422,800","13,756,500","14,706,500","15,535,200","16,600,400","12,495,200","12,758,200","12,931,400","11,485,200","9,349,200","8,919,200","8,162,200","8,336,100","6,600,000","6,300,000","6,700,000","6,300,000","4,800,000","4,200,000","4,300,000","4,300,000","3,500,000","3,100,000","3,400,000","3,300,000","3,000,000","2,300,000","2,800,000","2,800,000","3,000,000","2,600,000","2,200,000","1,900,000","1,600,000","1,300,000","2,800,000","600,000","-600,000","-600,000"
NormalizedIncome,"1,090,545,000","287,412,000","260,363,000","255,974,000","286,796,000","193,440,000","200,285,000","165,533,000","147,487,000","168,707,000","218,180,000","153,496,000","192,741,000","131,373,000","114,083,000","109,748,000","127,348,000","103,256,000","77,515,000","70,335,000","90,546,000","66,066,000","167,280,000","84,968,000","74,016,000","58,963,000","52,413,000","57,412,000","57,563,000","52,193,000","52,615,000","51,043,000","60,289,368","45,345,000","41,422,000","41,304,000","53,236,000","39,640,000","46,032,637.383","44,231,322.564","55,777,397.116","45,288,764.755","40,785,323.184","39,950,482.121","50,149,103.373","37,389,981.768","37,506,147.582","35,959,145.2","44,718,038.528","35,801,546.716","34,879,910.783","34,014,181.699","40,182,474.202","28,254,977.591","36,492,152.055","39,806,806.21","45,943,859.483","31,467,638.854","37,112,417.312","36,296,824.165","38,079,947.166","30,239,078.781","29,936,467.377","30,698,049.802","33,111,401.591","25,610,127.518","22,412,739.167","24,597,204.977","30,463,935.466","23,048,924.778","21,938,336.477","20,846,722.779","25,076,557.774","15,798,055.734","14,871,505.488","13,035,612.428","15,097,708.72","13,581,631.567","14,612,301.638","15,178,011.554","16,294,806.27","12,239,104.643","12,520,374.118","12,279,680","11,452,500","9,154,994.709","8,637,955.172","8,122,649.261","8,174,356.429","6,477,777.778","6,177,669.903","7,344,230.769","5,988,118.812","4,430,769.231","3,773,913.043","3,624,285.714","4,057,746.479","3,315,789.474","2,917,647.059","2,666,666.667","3,180,000","2,940,000","2,300,000","2,466,666.667","2,740,000","2,940,000","2,539,534.884","1,955,555.556","1,840,000","1,600,000","1,300,000","1,000,000","480,000","-600,000","-600,000"
InterestIncome,"1,607,000",,,,,,,"99,000","225,000","450,000","585,000","347,000","240,000","678,000","960,000","617,000","282,000","197,000","197,000","322,000","363,000","384,000","337,000","353,000","283,000","602,000","211,000","234,000","261,000","183,000","139,000","118,000","81,000","143,000","149,000","153,000","138,000","191,000","156,000","98,000","78,000","119,000","62,000","120,000","159,000","133,000","80,000","45,000","25,000","63,000","71,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"19,906,000","4,433,000","5,107,000","5,020,000","5,346,000","4,849,000","5,032,000","4,902,000","5,803,000","4,914,000","4,611,000","4,602,000","5,324,000","5,233,000","4,651,000","4,599,000","4,416,000","5,758,000","5,595,000","5,807,000","5,869,000","6,144,000","5,959,000","6,610,000","5,702,000","5,570,000","5,724,000","5,606,000","5,917,000","4,688,000","1,910,000","2,169,000","2,104,000","2,209,000","2,286,000","2,509,000","2,538,000","2,588,000","2,632,000","3,113,000","3,008,000","3,033,000","2,187,000","1,813,000","1,832,000","417,000","15,000","15,000","38,000","21,000","142,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-19,906,000","-4,433,000","-5,107,000","-5,020,000","-5,346,000","-4,849,000","-5,032,000","-4,803,000","-5,578,000","-4,464,000","-4,026,000","-4,255,000","-5,084,000","-4,555,000","-3,691,000","-3,982,000","-4,134,000","-5,561,000","-5,398,000","-5,485,000","-5,506,000","-5,760,000","-5,622,000","-6,257,000","-5,419,000","-4,968,000","-5,513,000","-5,372,000","-5,656,000","-4,505,000","-1,771,000","-2,051,000","-2,023,000","-2,066,000","-2,137,000","-2,356,000","-2,400,000","-2,397,000","-2,476,000","-3,015,000","-2,930,000","-2,914,000","-2,125,000","-1,693,000","-1,673,000","-284,000","65,000","30,000","-13,000","42,000","-71,000","-51,000","480,000","407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,310,366,000","346,488,000","330,933,000","304,064,000","328,881,000","257,301,000","251,847,000","206,785,000","197,603,000","209,988,000","206,693,000","191,672,000","209,453,000","170,199,000","153,437,000","137,328,000","175,632,000","150,196,000","119,723,000","112,186,000","136,957,000","106,243,000","108,493,000","112,595,000","122,270,000","97,122,000","87,484,000","87,052,000","94,213,000","84,792,000","84,133,000","76,053,000","63,422,000","72,797,000","66,531,000","64,671,000","84,543,000","63,705,000","74,220,000","70,591,000","87,555,000","65,249,000","66,002,000","64,457,000","82,182,000","61,134,000","60,178,000","57,701,000","71,622,000","53,193,000","57,194,000","58,070,000","64,880,000","45,569,000","59,485,000","65,372,000","68,684,000","47,235,000","56,627,000","53,860,000","57,229,000","45,164,000","46,893,000","47,197,000","53,351,000","37,015,000","34,226,000","37,415,000","47,753,000","36,623,600","35,067,700","34,062,000","40,398,500","25,820,000","24,287,100","21,011,100","24,608,700","21,746,800","23,697,500","24,305,400","26,011,100","19,159,100","20,463,800","20,268,900","19,080,100","14,821,000","13,947,000","12,993,400","13,107,400","10,300,000","9,800,000","9,800,000","9,700,000","7,500,000","6,300,000","6,800,000","6,700,000","5,400,000","4,900,000","4,700,000","5,300,000","5,000,000","3,700,000","4,100,000","4,500,000","5,000,000","4,300,000","3,500,000","3,100,000","2,500,000","2,000,000","1,900,000","1,100,000","4,300,000","4,300,000"
EBITDA,"1,438,179,000"
ReconciledCostOfRevenue,"1,632,936,000","464,118,000","425,102,000","391,147,000","352,569,000","309,533,000","296,171,000","275,228,000","307,747,000","315,251,000","299,555,000","299,956,000","301,537,000","276,672,000","265,450,000","260,798,000","259,130,000","267,497,000","255,904,000","211,131,000","201,357,000","202,767,000","200,698,000","191,195,000","189,599,000","175,092,000","167,977,000","163,509,000","169,725,000","161,391,000","168,078,000","170,511,000","177,470,000","174,888,000","172,047,000","160,625,000","162,041,000","169,368,000","133,430,000","127,130,000","128,836,000","128,208,000","130,401,000","125,856,000","127,848,000","121,475,000","123,813,000","104,244,000","119,851,000","97,914,000","102,876,000","104,402,000","111,859,000","102,563,000","111,999,000","119,189,000","132,984,000","104,851,000","102,217,000","82,465,000","72,665,000","68,536,000","70,231,000","74,244,000","80,048,000","74,524,000","70,969,000","82,410,000","61,947,100","54,536,200","52,724,300","49,097,300","58,052,900","50,142,600","51,661,900","51,331,300","55,012,300","48,197,600","47,568,500","47,574,500","53,013,700","43,132,700","43,231,500","39,363,300","43,209,600","34,123,200","35,356,200","30,937,200","33,770,400","27,400,000","24,600,000","24,200,000","24,600,000","19,100,000","18,600,000","18,600,000","18,700,000","16,100,000","18,000,000","20,200,000","24,000,000","20,900,000","24,400,000","22,600,000","25,400,000","17,100,000","18,300,000","14,100,000","10,700,000","6,800,000","6,200,000","7,200,000","3,500,000",,
ReconciledDepreciation,"127,813,000","33,578,000","32,049,000","29,943,000","32,243,000","31,671,000","29,227,000","27,501,000","28,659,000","24,393,000","23,704,000","21,625,000","21,222,000","20,509,000","21,978,000","28,362,000","16,684,000","17,982,000","16,012,000","13,490,000","13,805,000","15,326,000","14,820,000","13,743,000","12,606,000","11,732,000","11,562,000","11,314,000","12,212,000","11,400,000","13,967,000","13,377,000","12,769,000","13,076,000","14,504,000","14,480,000","14,797,000","14,612,000","12,839,000","11,851,000","12,069,000","12,220,000","12,027,000","11,331,000","11,274,000","11,367,000","11,722,000","11,151,000","11,013,000","10,464,000","10,614,000","10,622,000","9,898,000","10,125,000","10,709,000","11,048,000","9,670,000","11,082,000","11,004,000","10,329,000","9,221,000","8,799,000","8,740,000","8,536,000","8,103,000","7,525,000","7,292,000","7,042,000","9,053,900","7,594,800","7,605,300","7,675,500","7,651,800","8,081,400","7,399,600","7,152,700","6,398,300","6,363,200","5,630,800","4,906,800","4,241,000","3,686,600","3,473,800","3,916,700","3,603,300","3,459,900","3,370,100","3,072,900","2,906,100","2,700,000","2,800,000","2,600,000","2,500,000","2,400,000","2,300,000","2,000,000","1,900,000","2,000,000","1,900,000","2,000,000","1,900,000","1,800,000","1,800,000","1,600,000","1,600,000","1,400,000","1,400,000","1,400,000","700,000","700,000","600,000","-2,300,000","1,300,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,090,545,000","287,412,000","260,363,000","255,974,000","286,796,000","193,440,000","200,285,000","165,533,000","147,487,000","168,707,000","218,180,000","153,496,000","192,741,000","131,373,000","114,083,000","109,748,000","127,348,000","103,256,000","77,515,000","70,335,000","90,546,000","66,066,000","167,280,000","84,968,000","74,016,000","58,963,000","52,413,000","57,412,000","57,563,000","52,193,000","52,615,000","51,043,000","40,877,000","45,345,000","41,422,000","41,304,000","53,236,000","39,640,000","45,845,000","44,896,000","55,471,000","40,603,000","41,149,000","40,521,000","50,136,000","37,893,000","37,823,000","36,233,000","44,390,000","35,733,000","35,270,000","34,627,000","40,512,000","27,150,000","37,254,000","40,821,000","46,477,000","32,026,000","37,610,000","36,735,000","38,867,000","30,392,000","30,345,000","30,789,000","33,180,000","26,118,000","22,813,000","24,989,000","30,905,000","23,552,600","22,669,800","21,449,200","24,964,400","17,368,000","15,241,100","13,336,400","15,422,800","13,756,500","14,706,500","15,535,200","16,600,400","12,495,200","12,758,200","12,931,400","11,485,200","9,349,200","8,919,200","8,162,200","8,336,100","6,600,000","6,300,000","6,700,000","6,300,000","4,800,000","4,200,000","4,300,000","4,300,000","3,500,000","3,100,000","3,400,000","3,300,000","3,000,000","2,300,000","2,800,000","2,800,000","3,000,000","2,600,000","2,200,000","1,900,000","1,600,000","1,300,000","2,800,000","600,000","-600,000","-600,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,"0",,,,"-1,131,000",,,,"-19,365,000",,,,,,,,"0","0",,,"0","-29,104,000",,,"0","0","0","-293,000","999,000","-467,000","-7,180,000","564,000","882,000","-21,000","806,000","504,000","436,000","-529,000","-102,000","631,000","997,000","536,000","-1,798,000","1,254,000","1,690,000","813,000","882,000","796,000","696,000","1,256,000","245,000","651,000","135,000","111,000","753,000","643,000","625,000","709,000","823,000","1,195,200","1,001,200","-182,200","2,595,000","610,900","493,100","537,100","286,200","155,700","586,400","496,900","411,400","393,100","1,086,200","54,500","321,000","461,100","64,900","262,900","200,000","200,000","-1,000,000","500,000","600,000","700,000","1,100,000","400,000","300,000","300,000","1,100,000","200,000","100,000",,"500,000","100,000","100,000","100,000","400,000","100,000",,,"3,000,000","200,000",,
TotalUnusualItems,,,,,,,,,,,,"0",,,,"-1,131,000",,,,"-19,365,000",,,,,,,,"0","0",,,"0","-29,104,000",,,"0","0","0","-293,000","999,000","-467,000","-7,180,000","564,000","882,000","-21,000","806,000","504,000","436,000","-529,000","-102,000","631,000","997,000","536,000","-1,798,000","1,254,000","1,690,000","813,000","882,000","796,000","696,000","1,256,000","245,000","651,000","135,000","111,000","753,000","643,000","625,000","709,000","823,000","1,195,200","1,001,200","-182,200","2,595,000","610,900","493,100","537,100","286,200","155,700","586,400","496,900","411,400","393,100","1,086,200","54,500","321,000","461,100","64,900","262,900","200,000","200,000","-1,000,000","500,000","600,000","700,000","1,100,000","400,000","300,000","300,000","1,100,000","200,000","100,000",,"500,000","100,000","100,000","100,000","400,000","100,000",,,"3,000,000","200,000",,
NormalizedEBITDA,"1,438,179,000","380,066,000","362,982,000","334,007,000","361,124,000","288,972,000","281,074,000","234,286,000","226,262,000","234,381,000","230,397,000","213,297,000","230,675,000","190,708,000","175,415,000","165,690,000","192,316,000","168,178,000","135,735,000","125,676,000","150,762,000","121,569,000","123,313,000","126,338,000","134,876,000","108,854,000","99,046,000","98,366,000","106,425,000","96,192,000","98,100,000","89,430,000","105,295,000","85,873,000","81,035,000","79,151,000","99,340,000","78,317,000","87,352,000","81,443,000","100,091,000","84,649,000","77,465,000","74,906,000","93,477,000","71,695,000","71,396,000","68,416,000","83,164,000","63,759,000","67,177,000","67,695,000","74,242,000","57,492,000","68,940,000","74,730,000","77,541,000","57,435,000","66,835,000","63,493,000","65,194,000","53,718,000","54,982,000","55,598,000","61,343,000","43,787,000","40,875,000","43,832,000","56,098,000","43,395,400","41,477,800","40,736,300","48,232,500","31,307,000","31,075,800","27,670,700","30,469,900","27,823,800","29,172,600","28,625,800","29,755,200","22,434,400","23,544,500","23,099,400","22,628,900","17,959,900","16,856,000","16,001,400","15,759,500","12,800,000","12,400,000","13,400,000","11,700,000","9,300,000","7,900,000","7,700,000","8,200,000","7,100,000","6,500,000","5,600,000","7,000,000","6,700,000","5,500,000","5,200,000","6,000,000","6,300,000","5,600,000","4,500,000","3,700,000","3,200,000","2,600,000","-3,400,000","2,200,000","4,300,000","4,300,000"
TaxRateForCalcs,"0.155","0.16","0.201","0.144","0.114","0.234","0.189","0.18","0.231","0.177","0.08","0.179","0.056","0.204","0.233","0.173","0.256","0.285","0.32","0.339","0.309","0.34","0.4","0.198","0.365","0.356","0.359","0.295","0.348","0.348","0.36","0.309","0.333","0.358","0.355","0.336","0.351","0.351","0.36","0.335","0.344","0.347","0.355","0.353","0.376","0.376","0.371","0.372","0.38","0.328","0.382","0.385","0.385","0.385","0.392","0.4","0.344","0.367","0.375","0.37","0.373","0.376","0.372","0.326","0.382","0.326","0.378","0.373","0.378","0.388","0.388","0.398","0.384","0.395","0.395","0.39","0.395","0.389","0.395","0.391","0.385","0.378","0.395","0.4","0.4","0.395","0.39","0.391","0.385","0.389","0.388","0.356","0.376","0.385","0.391","0.386","0.394","0.386","0.392","0.333","0.4","0.4","0.395","0.333","0.4","0.4","0.395","0.389","0.4","0.385","0.381","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9,691,632","0","0","0","0","0","-105,362.617","334,322.564","-160,602.884","-2,494,235.245","200,323.184","311,482.121","-7,896.627","302,981.768","187,147.582","162,145.2","-200,961.472","-33,453.284","240,910.783","384,181.699","206,474.202","-693,022.409","492,152.055","675,806.21","279,859.483","323,638.854","298,417.312","257,824.165","468,947.166","92,078.781","242,467.377","44,049.802","42,401.591","245,127.518","242,739.167","233,204.977","267,935.466","319,324.778","463,736.477","398,722.779","-70,042.226","1,025,055.734","241,305.488","192,312.428","212,008.72","111,331.567","61,501.638","229,211.554","191,306.27","155,304.643","155,274.118","434,480","21,800","126,794.709","179,855.172","25,349.261","101,156.429","77,777.778","77,669.903","-355,769.231","188,118.812","230,769.231","273,913.043","424,285.714","157,746.479","115,789.474","117,647.059","366,666.667","80,000","40,000","0","166,666.667","40,000","40,000","39,534.884","155,555.556","40,000","0","0","1,200,000","80,000","0","0"
