name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"4,526,000,000","1,199,000,000","1,108,000,000","1,126,000,000","1,093,000,000","953,000,000","794,000,000","633,000,000","859,000,000","952,000,000","907,000,000","838,000,000","846,000,000","867,000,000","853,000,000","830,000,000","782,000,000","777,000,000","714,000,000","662,000,000","598,000,000","619,347,000","607,139,000","600,124,000","571,763,000","591,548,000","550,271,000","539,378,000","538,565,000","512,379,000","480,630,000","447,568,000","420,781,000","387,326,000","356,800,000","346,094,000","330,958,000","309,265,000","285,874,000","280,607,000","272,770,000","250,071,000","235,499,000","287,450,000","282,515,000","261,298,000","237,309,000","212,003,000","192,131,000","180,564,000","158,360,000","161,643,000","165,757,000","160,927,000","150,260,000","140,177,000","121,861,000","112,605,000","97,510,000","84,535,000","72,150,000","60,435,000","53,472,000","41,577,000","29,102,000","23,013,000","19,516,000","15,824,000","15,148,000","14,783,000","13,512,000","11,486,000","10,803,000","10,741,000","8,249,000","4,769,000","4,276,000","3,886,000","2,985,000","1,900,000","1,269,000","761,112","691,356","469,840","563,692","484,665","662,589","78,652","83,205"
	OperatingRevenue,"4,526,000,000","1,199,000,000","1,108,000,000","1,126,000,000","1,093,000,000","953,000,000","794,000,000","633,000,000","859,000,000","952,000,000","907,000,000","838,000,000","846,000,000","867,000,000","853,000,000","830,000,000","782,000,000","777,000,000","714,000,000","662,000,000","598,000,000","619,347,000","607,139,000","600,124,000","571,763,000","591,548,000","550,271,000","539,378,000","538,565,000","512,379,000","480,630,000","447,568,000","420,781,000","387,326,000","356,800,000","346,094,000","330,958,000","309,265,000","285,874,000","280,607,000","272,770,000","250,071,000","235,499,000","287,450,000","282,515,000","261,298,000","237,309,000","212,003,000","192,131,000","180,564,000","158,360,000","161,643,000","165,757,000","160,927,000","150,260,000","140,177,000","121,861,000","112,605,000","97,510,000","84,535,000","72,150,000","60,435,000","53,472,000","41,577,000","29,102,000","23,013,000","19,516,000","15,824,000","15,148,000","14,783,000","13,512,000","11,486,000","10,803,000","10,741,000","8,249,000","4,769,000","4,276,000","3,886,000","2,985,000","1,900,000","1,269,000","761,112","691,356","469,840","563,692","484,665","662,589","78,652","83,205"
CostOfRevenue,"1,372,000,000","382,000,000","338,000,000","324,000,000","329,000,000","323,000,000","268,000,000","205,000,000","240,000,000","290,000,000","259,000,000","265,000,000","262,000,000","277,000,000","256,000,000","255,000,000","244,000,000","235,000,000","232,000,000","228,000,000","230,000,000","199,908,000","180,989,000","176,319,000","174,709,000","181,189,000","162,732,000","163,013,000","163,538,000","127,442,000","146,689,000","147,028,000","142,489,000","128,080,000","146,860,000","122,685,000","111,666,000","105,618,000","90,001,000","87,610,000","91,759,000","79,485,000","78,384,000","94,094,000","94,474,000","87,367,000","80,164,000","65,912,000","59,953,000","53,368,000","49,564,000","48,815,000","54,022,000","54,654,000","54,430,000","50,459,000","46,081,000","40,097,000","37,078,000","30,141,000","25,120,000","20,119,000","16,356,000","13,576,000","9,293,000","7,249,000","6,599,000","4,734,000","4,599,000","3,874,000","3,517,000","3,067,000","2,802,000","3,420,000","2,681,000","2,026,000","1,910,000","1,636,000","965,000","596,000","339,000","272,934","201,582",,"13,544","-161,530","-173,818","-67,738","4,923"
GrossProfit,"3,154,000,000","817,000,000","770,000,000","802,000,000","764,000,000","630,000,000","526,000,000","428,000,000","619,000,000","662,000,000","648,000,000","573,000,000","584,000,000","590,000,000","597,000,000","575,000,000","538,000,000","542,000,000","482,000,000","434,000,000","368,000,000","419,439,000","426,150,000","423,805,000","397,054,000","410,359,000","387,539,000","376,365,000","375,027,000","384,937,000","333,941,000","300,540,000","278,292,000","259,246,000","209,940,000","223,409,000","219,292,000","203,647,000","195,873,000","192,997,000","181,011,000","170,586,000","157,115,000","193,356,000","188,041,000","173,931,000","157,145,000","146,091,000","132,178,000","127,196,000","108,796,000","112,828,000","111,735,000","106,273,000","95,830,000","89,718,000","75,780,000","72,508,000","60,432,000","54,394,000","47,030,000","40,316,000","37,116,000","28,001,000","19,809,000","15,764,000","12,917,000","11,090,000","10,549,000","10,909,000","9,995,000","8,419,000","8,001,000","7,321,000","5,568,000","2,743,000","2,366,000","2,250,000","2,020,000","1,304,000","930,000","488,178","489,774",,"550,148","646,195","836,407","146,390","78,282"
OperatingExpense,"3,277,000,000","776,000,000","1,315,000,000","615,000,000","571,000,000","497,000,000","364,000,000","332,000,000","430,000,000","394,000,000","340,000,000","368,000,000","380,000,000","393,000,000","356,000,000","348,000,000","320,000,000","312,000,000","301,000,000","299,000,000","308,000,000","276,006,000","265,063,000","273,124,000","273,227,000","261,598,000","235,874,000","220,623,000","208,089,000","265,120,000","204,970,000","197,634,000","186,614,000","188,377,000","166,574,000","156,308,000","146,524,000","110,717,000","142,965,000","148,263,000","127,040,000","136,674,000","122,949,000","122,576,000","118,653,000","106,589,000","99,810,000","97,338,000","93,953,000","91,509,000","78,172,000","76,726,000","77,227,000","70,197,000","69,634,000","65,847,000","56,806,000","105,276,000","44,722,000","42,143,000","40,031,000","23,740,000","21,862,000","21,478,000","20,350,000","15,748,000","14,455,000","13,836,000","11,928,000","7,889,000","11,775,000","11,752,000","11,421,000","11,119,000","10,910,000","11,235,000","11,356,000","84,135,000","-8,981,000","18,136,000","9,959,000","9,420,343","7,770,081","7,884,181","7,242,335","7,397,015","6,218,689","5,905,646","5,421,284"
	SellingGeneralAndAdministration,"2,092,000,000","426,000,000","879,000,000","413,000,000","374,000,000","298,000,000","192,000,000","177,000,000","274,000,000","233,000,000","189,000,000","202,000,000","211,000,000","217,000,000","197,000,000","197,000,000","183,000,000","175,000,000","167,000,000","169,000,000","163,000,000","146,091,000","139,146,000","148,535,000","149,233,000","147,251,000","136,648,000","124,441,000","116,317,000","122,173,000","119,888,000","114,649,000","109,573,000","111,649,000","95,617,000","88,700,000","85,074,000","56,270,000","89,266,000","77,040,000","78,201,000","91,161,000","72,550,000","71,775,000","68,453,000","62,034,000","55,006,000","53,671,000","50,278,000","49,471,000","42,096,000","41,939,000","42,831,000","39,206,000","39,365,000","35,616,000","33,827,000","30,019,000","24,307,000","23,297,000","23,633,000","14,914,000","14,118,000","12,891,000","12,134,000","8,209,000","7,276,000","6,494,000","5,993,000","5,786,000","7,563,000","5,993,000","5,738,000","5,083,000","5,096,000","4,140,000","4,580,000","2,750,000","2,426,000","2,281,000","1,642,000","1,970,269","1,205,992","1,301,520","1,185,219","1,443,838","1,192,307","941,545","615,341"
	ResearchAndDevelopment,"1,185,000,000","350,000,000","436,000,000","202,000,000","197,000,000","199,000,000","172,000,000","155,000,000","156,000,000","161,000,000","151,000,000","166,000,000","169,000,000","176,000,000","159,000,000","151,000,000","137,000,000","137,000,000","134,000,000","130,000,000","145,000,000","129,915,000","125,917,000","124,589,000","123,994,000","114,347,000","99,226,000","96,182,000","91,772,000","142,947,000","85,082,000","82,985,000","77,041,000","76,728,000","70,957,000","67,608,000","61,450,000","56,907,000","54,056,000","71,223,000","48,839,000","45,513,000","50,399,000","50,801,000","50,200,000","45,801,000","44,804,000","43,667,000","43,675,000","40,368,000","34,406,000","33,117,000","32,726,000","28,338,000","27,567,000","23,493,000","20,564,000","20,050,000","19,753,000","18,184,000","15,956,000","8,826,000","7,744,000","8,587,000","8,216,000","7,484,000","7,062,000","7,301,000","5,878,000","5,262,000","5,356,000","5,320,000","5,176,000","5,453,000","5,114,000","6,222,000","5,722,000","6,329,000","6,405,000","7,023,000","7,092,000","6,126,390","5,152,120","5,075,104","4,450,326","3,834,133","3,048,305","3,046,886","3,625,041"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,670,000","1,670,000","1,670,000","1,670,000","2,653,000","2,702,000","2,669,000","2,415,000","662,000","662,000","662,000","442,000",,,,,"55,000","117,000","41,000","57,000","109,000","167,000","250,000","318,000","394,000","511,000","684,000","865,000","958,000","1,045,000","1,132,000","1,225,000","1,323,684","1,411,969","1,507,557","1,606,790","2,119,044","1,978,077","1,917,215","1,180,902"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,670,000","1,670,000","1,670,000","1,670,000","2,653,000","2,702,000","2,669,000","2,415,000","662,000","662,000","662,000","442,000",,,,,"55,000","117,000","41,000","57,000","109,000","167,000","250,000","318,000","394,000","511,000","684,000","865,000","958,000","1,045,000","1,132,000","1,225,000","1,323,684","1,411,969","1,507,557","1,606,790","2,119,044","1,978,077","1,917,215","1,180,902"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,670,000","1,670,000","1,670,000","1,670,000","2,653,000","2,702,000","2,669,000","2,415,000","662,000","662,000","662,000","442,000",,,,,"55,000","117,000","41,000","57,000","109,000","167,000","250,000","318,000","394,000","511,000","684,000","865,000","958,000","1,045,000","1,132,000","1,225,000","1,323,684","1,411,969","1,507,557","1,606,790",,,,
