name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
		OtherSpecialCharges,"77,000,000","20,000,000","57,000,000",,,"8,000,000",,,,"4,000,000",,"47,000,000",,"22,000,000","19,000,000","1,000,000","2,000,000","50,000,000","1,000,000",,"2,000,000","23,000,000","50,000,000","80,000,000","-11,000,000","-84,000,000","2,000,000","7,000,000",,"1,000,000","13,000,000","40,000,000","41,000,000","0","1,000,000","21,000,000","28,000,000","24,000,000","31,000,000","-2,000,000","-2,000,000","-6,000,000","27,000,000","112,000,000","23,000,000",,"-10,000,000","-19,000,000",,,"-5,000,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,"-42,418,000","-5,402,000","11,521,000",,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","128,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"247,000,000","230,000,000","0","0","17,000,000","-3,000,000","0",,"6,000,000","5,000,000","0","1,000,000","1,000,000","2,000,000","14,000,000","14,000,000","2,000,000","12,000,000","0","2,000,000","2,000,000","0","266,000,000","-83,000,000","32,000,000","7,000,000","0","0","14,000,000","0","0","0","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"63,000,000","21,000,000","8,000,000","12,000,000","22,000,000","15,000,000","11,000,000","14,000,000","27,000,000","17,000,000","17,000,000","20,000,000","12,000,000","22,000,000","17,000,000","-20,000,000","-3,000,000","5,000,000","15,000,000","10,000,000","12,000,000","7,000,000","9,000,000","8,000,000","18,000,000","6,000,000","4,000,000","4,000,000","19,000,000","9,000,000","-3,000,000","5,000,000","11,000,000","4,000,000","5,000,000",,"4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"2,859,000,000","-595,000,000","2,163,000,000","1,458,000,000","-167,000,000","-138,000,000","341,000,000","414,000,000","144,000,000","120,000,000","380,000,000","188,000,000","98,000,000","-153,000,000","313,000,000","129,000,000","232,000,000","-1,665,000,000","196,000,000","103,000,000","-207,000,000","-1,134,000,000","442,000,000","-251,000,000","68,000,000","-4,973,000,000","114,000,000","-26,000,000","-209,000,000","168,000,000","271,000,000","-206,000,000","-98,000,000","-540,000,000","306,000,000","76,000,000","-476,000,000","437,000,000","-105,000,000","246,000,000","-326,000,000","-137,000,000","-135,000,000","-9,000,000","-365,000,000","-9,000,000","312,000,000","327,000,000","123,000,000","147,000,000","444,000,000","582,000,000","496,000,000","405,000,000","1,314,000,000","-92,000,000","102,000,000","160,000,000","415,000,000","250,000,000","121,000,000","-32,000,000","608,000,000","294,000,000",,"91,808,000","-28,234,000","31,213,000","27,424,000","18,215,000","57,594,000","105,191,000","42,052,000","3,692,135,000","-278,699,000","-601,632,000","-169,241,000","99,041,000","-3,025,075,000","-54,190,000","-54,765,000","2,780,000","198,913,000","56,860,000","40,055,000","52,071,000","143,228,000","70,021,000","10,353,000","25,995,000","29,002,000","-10,949,000"
TaxProvision,"672,000,000","-168,000,000","545,000,000","380,000,000","-85,000,000","35,000,000","92,000,000","101,000,000","23,000,000","-3,343,000,000","6,000,000","-1,000,000","4,000,000","-12,000,000","7,000,000","8,000,000","-1,000,000","3,000,000","6,000,000","4,000,000","-4,000,000","-79,000,000","49,000,000","25,000,000","21,000,000","1,385,000,000","47,000,000","-17,000,000","-73,000,000","71,000,000","89,000,000","-126,000,000","-31,000,000","-235,000,000","163,000,000","-61,000,000","-149,000,000","-81,000,000","-113,000,000","-13,000,000","-120,000,000","-28,000,000","-80,000,000","-630,000,000","-105,000,000","6,000,000","89,000,000","117,000,000","65,000,000","114,000,000","166,000,000","150,000,000","298,000,000","182,000,000","530,000,000","-53,000,000","54,000,000","73,000,000","147,000,000","101,000,000","56,000,000","1,000,000","235,000,000","90,000,000",,"21,799,000","8,511,000","8,081,000","4,802,000","246,000","14,264,000","36,322,000","14,208,000","-28,894,000","4,991,000","5,295,000","34,573,000","-4,252,000","-106,516,000","-26,349,000","-28,302,000","-36,552,000","57,333,000","7,746,000","4,877,000","10,067,000","54,624,000","26,440,000","1,607,000","-2,192,000","1,395,000","-13,290,000"
NetIncomeCommonStockholders,"2,187,000,000","-427,000,000","1,618,000,000","1,078,000,000","-82,000,000","-173,000,000","249,000,000","313,000,000","121,000,000","3,383,000,000","372,000,000","201,000,000","482,000,000","-12,000,000","-72,000,000","72,000,000","279,000,000","-1,534,000,000","171,000,000","-626,000,000","-163,000,000","-987,000,000","402,000,000","-193,000,000","77,000,000","-6,319,000,000","61,000,000","-19,000,000","-125,000,000","70,000,000","166,000,000","-100,000,000","-58,000,000","-314,000,000","122,000,000","127,000,000","-330,000,000","514,000,000","-3,000,000","248,000,000","-209,000,000","-111,000,000","-57,000,000","618,000,000","-262,000,000","-17,000,000","221,000,000","208,000,000","56,000,000","27,000,000","272,000,000","426,000,000","184,000,000","209,000,000","753,000,000","115,000,000","48,000,000","90,000,000","255,000,000","135,000,000","51,000,000","-43,000,000","408,000,000","190,000,000","16,000,000","56,669,000","-31,081,000","19,666,000","18,746,000","18,137,000","54,221,000","83,024,000","30,235,000","3,683,297,000","-284,794,000","-608,401,000","-12,632,000","-471,153,000","-2,925,314,000","-41,352,000","-26,463,000","39,332,000","141,580,000","49,114,000","35,178,000","42,004,000","88,604,000","43,581,000","8,746,000","28,187,000","27,607,000","2,341,000"
	NetIncome,"2,187,000,000","-427,000,000","1,618,000,000","1,078,000,000","-82,000,000","-173,000,000","249,000,000","313,000,000","121,000,000","3,383,000,000","372,000,000","201,000,000","482,000,000","-12,000,000","-72,000,000","72,000,000","279,000,000","-1,534,000,000","171,000,000","-626,000,000","-163,000,000","-987,000,000","402,000,000","-271,000,000","82,000,000","-6,314,000,000","66,000,000","-14,000,000","-120,000,000","119,000,000","168,000,000","-97,000,000","-56,000,000","-312,000,000","124,000,000","130,000,000","-328,000,000","516,000,000","-1,000,000","251,000,000","-207,000,000","-109,000,000","-55,000,000","621,000,000","-260,000,000","-15,000,000","223,000,000","211,000,000","58,000,000","33,000,000","278,000,000","433,000,000","198,000,000","223,000,000","784,000,000","129,000,000","52,000,000","104,000,000","268,000,000","149,000,000","65,000,000","-30,000,000","422,000,000","203,000,000","26,000,000","64,397,000","-26,881,000","23,866,000","22,618,000","18,137,000","54,221,000","83,024,000","30,235,000","3,683,297,000","-284,794,000","-608,401,000","-12,632,000","-471,153,000","-2,925,314,000","-41,352,000","-26,463,000","39,332,000","141,580,000","49,114,000","35,178,000","42,004,000","88,604,000","43,581,000","8,746,000","28,187,000","27,607,000","2,341,000"
		NetIncomeIncludingNoncontrollingInterests,"2,187,000,000","-427,000,000","1,618,000,000","1,078,000,000","-82,000,000","-173,000,000","249,000,000","313,000,000","121,000,000","3,385,000,000","372,000,000","202,000,000","482,000,000","-13,000,000","-48,000,000","96,000,000","233,000,000","-1,655,000,000","163,000,000","-642,000,000","-203,000,000","-1,055,000,000","393,000,000","-276,000,000","47,000,000","-6,358,000,000","67,000,000","-9,000,000","-136,000,000","97,000,000","182,000,000","-80,000,000","-67,000,000","-305,000,000","143,000,000","137,000,000","-327,000,000","518,000,000","8,000,000","259,000,000","-206,000,000","-109,000,000","-55,000,000","621,000,000","-260,000,000","-15,000,000","223,000,000","210,000,000","58,000,000","33,000,000","278,000,000","432,000,000","198,000,000","223,000,000","784,000,000","129,000,000","52,000,000","104,000,000","268,000,000","149,000,000","65,000,000","-30,000,000","422,000,000","203,000,000","26,000,000","64,361,000","-26,868,000","24,273,000","23,092,000","18,601,000","54,093,000","83,225,000","30,513,000","3,683,318,000","-283,628,000","-607,173,000","-12,685,000","-449,121,000","-2,951,717,000","-39,329,000","-24,542,000","37,858,000","144,960,000","51,713,000","37,237,000","46,181,000","91,681,000","45,864,000","10,544,000","29,106,000","27,989,000","3,032,000"
			NetIncomeContinuousOperations,"2,187,000,000","-427,000,000","1,618,000,000","1,078,000,000","-82,000,000","-173,000,000","249,000,000","313,000,000","121,000,000","3,463,000,000","374,000,000","189,000,000","94,000,000","-141,000,000","306,000,000","121,000,000","233,000,000","-1,668,000,000","190,000,000","99,000,000","-203,000,000","-1,055,000,000","393,000,000","-276,000,000","47,000,000","-6,358,000,000","67,000,000","-9,000,000","-136,000,000","97,000,000","182,000,000","-80,000,000","-67,000,000","-305,000,000","143,000,000","137,000,000","-327,000,000","518,000,000","8,000,000","259,000,000","-206,000,000","-109,000,000","-55,000,000","621,000,000","-260,000,000","-15,000,000","223,000,000","210,000,000","58,000,000","33,000,000","278,000,000","432,000,000","198,000,000","223,000,000","784,000,000","-39,000,000","48,000,000","87,000,000","268,000,000","149,000,000","65,000,000","-33,000,000","373,000,000","204,000,000","18,000,000","70,009,000","-36,745,000","23,132,000","22,622,000","17,969,000","43,330,000","68,869,000","27,844,000","3,721,029,000","-283,690,000","-606,927,000","-203,814,000","103,293,000","-2,918,559,000","-27,841,000","-24,542,000","37,858,000","144,960,000","51,713,000","37,237,000","46,181,000","91,681,000","45,864,000","10,544,000","29,106,000","27,989,000","3,032,000"
			NetIncomeDiscontinuousOperations,"0",,,,,"0","0",,"0","-78,000,000","-2,000,000","13,000,000","388,000,000","128,000,000","-354,000,000","-25,000,000",,"13,000,000","-27,000,000","-741,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"168,000,000","4,000,000",,,,,"3,000,000","49,000,000","-1,000,000","8,000,000","-5,612,000","9,864,000","734,000","-4,000","168,000","10,891,000","14,155,000","2,391,000","-37,732,000","-1,104,000","-1,474,000","191,182,000","-574,446,000","-6,755,000","-13,511,000",,,,,,,,,,,,
		MinorityInterests,"0",,,,,"0","0",,,"-2,000,000","0","-1,000,000","0","1,000,000","-24,000,000","-24,000,000","46,000,000","121,000,000","8,000,000","16,000,000","40,000,000","68,000,000","9,000,000","5,000,000","35,000,000","44,000,000","-1,000,000","-5,000,000","16,000,000","22,000,000","-14,000,000","-17,000,000","11,000,000","-7,000,000","-19,000,000","-7,000,000","-1,000,000","-2,000,000","-9,000,000","-8,000,000","-1,000,000","0","0","0",,"0","0","1,000,000",,"0","0","1,000,000",,,,,,,,,,,,,,,"-13,000","-407,000","-474,000","-464,000","128,000","-201,000","-278,000","-21,000","-1,166,000","-1,228,000","53,000","-22,032,000","26,403,000","-2,023,000","-1,921,000","1,474,000","-3,380,000","-2,599,000","-2,059,000","-4,177,000","-3,077,000","-2,283,000","-1,798,000","-919,000","-382,000","-691,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,"0",,,,,,"5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","49,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","6,000,000","6,000,000","7,000,000","14,000,000","14,000,000","31,000,000","14,000,000","4,000,000","14,000,000","13,000,000","14,000,000","14,000,000","13,000,000","14,000,000","13,000,000","10,000,000","7,728,000","4,200,000","4,200,000","3,872,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,"0","0","0",,"-5,000,000",,"-78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"2,187,000,000","-427,000,000","1,618,000,000","1,078,000,000","-82,000,000","-173,000,000","249,000,000","313,000,000","121,000,000","3,383,000,000","372,000,000","201,000,000","482,000,000","-12,000,000","-72,000,000","72,000,000","279,000,000","-1,534,000,000","171,000,000","-626,000,000","-163,000,000","-987,000,000","402,000,000","-193,000,000","77,000,000","-6,319,000,000","61,000,000","-19,000,000","-125,000,000","70,000,000","166,000,000","-100,000,000","-58,000,000","-314,000,000","122,000,000","127,000,000","-330,000,000","514,000,000","-3,000,000","248,000,000","-209,000,000","-111,000,000","-57,000,000","618,000,000","-262,000,000","-17,000,000","221,000,000","208,000,000","56,000,000","27,000,000","272,000,000","426,000,000","184,000,000","255,000,000","753,000,000","115,000,000","48,000,000","136,000,000","255,000,000","135,000,000","51,000,000","-43,000,000","408,000,000","190,000,000","16,000,000","56,669,000","-31,081,000","19,666,000","18,746,000","18,137,000","54,221,000","83,024,000","30,235,000","3,683,297,000","-284,794,000","-608,401,000","-12,632,000","-471,153,000","-2,925,314,000","-41,352,000","-26,463,000","39,332,000","141,580,000","49,114,000","35,178,000","42,004,000","88,604,000","43,581,000","8,746,000","28,187,000","27,607,000","2,341,000"
BasicEPS,,,"6.6","4.4","-0.33",,"1.02","1.28","0.49",,"1.46","0.76","1.73",,"-0.24","0.23","0.88",,"0.54","-1.98","-0.52",,"1.27","-0.61","0.24",,"0.18","-0.06","-0.37",,"0.49","-0.3","-0.18",,"0.38","0.39","-1.02",,"-0.01","1.09","-0.92",,"-0.24","2.54","-1.06",,"0.88","0.82","0.22",,"1.09","1.68","0.78",,"3.28","0.49","0.16",,"1.07","0.56","0.21",,"1.5","0.69","0.065",,"-0.195","0.115","0.105",,"0.27","0.415","0.15",,"-0.716","-1.529","-0.032",,"-7.353","-0.104","-0.065",,"0.355","0.125","0.095",,"0.245","0.14","0.03",,"0.095","0.01"
DilutedEPS,,,"6.6","4.4","-0.33",,"1.02","1.27","0.49",,"1.45","0.75","1.72",,"-0.24","0.23","0.87",,"0.53","-1.98","-0.52",,"1.27","-0.61","0.24",,"0.18","-0.06","-0.37",,"0.48","-0.3","-0.18",,"0.37","0.39","-1.02",,"-0.01","1.08","-0.92",,"-0.24","2.53","-1.06",,"0.87","0.81","0.22",,"1.02","1.56","0.7",,"2.83","0.49","0.16",,"0.93","0.51","0.205",,"1.325","0.63","0.065",,"-0.195","0.11","0.105",,"0.27","0.415","0.15",,"-0.716","-1.529","-0.032",,"-7.353","-0.104","-0.065",,"0.355","0.125","0.095",,"0.245","0.14","0.03",,"0.095","0.01"
BasicAverageShares,,,"245,000,000","245,000,000","245,000,000",,"244,000,000","245,000,000","248,000,000",,"254,000,000","265,000,000","278,000,000",,"299,000,000","310,000,000","318,000,000",,"317,000,000","316,000,000","316,000,000",,"316,000,000","315,000,000","315,000,000",,"331,000,000","333,000,000","336,000,000",,"338,000,000","337,000,000","324,000,000",,"323,000,000","323,000,000","323,000,000",,"228,000,000","228,000,000","228,000,000",,"240,000,000","243,000,000","247,000,000",,"252,000,000","255,000,000","254,000,000",,"249,000,000","253,000,000","237,000,000",,"235,000,000","236,000,000","236,000,000",,"239,000,000","240,000,000","244,000,000",,"272,000,000","274,000,000","234,000,000",,"167,058,000","174,092,000","174,086,000",,"200,202,000","200,160,000","200,036,000",,,,,,"397,210,000","397,210,000","397,210,000",,"397,068,000","397,030,000","367,850,000",,"360,000,000","311,058,000","295,210,000",,"295,210,000","295,210,000"
DilutedAverageShares,,,"245,000,000","245,000,000","245,000,000",,"245,000,000","246,000,000","249,000,000",,"256,000,000","267,000,000","280,000,000",,"299,000,000","314,000,000","322,000,000",,"322,000,000","316,000,000","316,000,000",,"317,000,000","315,000,000","315,000,000",,"332,000,000","333,000,000","336,000,000",,"343,000,000","337,000,000","324,000,000",,"327,000,000","327,000,000","323,000,000",,"228,000,000","229,000,000","228,000,000",,"240,000,000","244,000,000","247,000,000",,"253,000,000","256,000,000","257,000,000",,"272,000,000","275,000,000","275,000,000",,"277,000,000","236,000,000","245,000,000",,"285,000,000","288,000,000","270,000,000",,"318,000,000","318,000,000","238,000,000",,"167,058,000","175,550,000","175,444,000",,"201,232,000","200,956,000","200,036,000",,,,,,"397,210,000","397,210,000","397,210,000",,"398,872,000","400,554,000","371,756,000",,"365,366,000","312,382,000","295,210,000",,"295,210,000","295,210,000"
TotalOperatingIncomeAsReported,"3,341,000,000","-479,000,000","2,319,000,000","1,557,000,000","-56,000,000","-16,000,000","393,000,000","484,000,000","244,000,000","209,000,000","540,000,000","320,000,000","221,000,000","1,000,000","416,000,000","334,000,000","406,000,000","-1,345,000,000","376,000,000","343,000,000","47,000,000","-791,000,000","755,000,000","87,000,000","476,000,000","-4,727,000,000","379,000,000","232,000,000","76,000,000","453,000,000","549,000,000","89,000,000","180,000,000","-228,000,000","535,000,000","295,000,000","-259,000,000","37,000,000","86,000,000","397,000,000","-170,000,000","9,000,000","43,000,000","269,000,000","314,000,000","152,000,000","454,000,000","444,000,000","258,000,000","314,000,000","611,000,000","619,000,000","615,000,000","517,000,000","1,449,000,000","57,000,000","250,000,000","312,000,000","554,000,000","438,000,000","256,000,000","100,000,000","715,000,000","430,000,000","215,000,000","162,518,000","-784,000","46,505,000","49,902,000","-4,261,000","78,998,000","116,259,000","125,422,000","3,713,763,000","-241,734,000","-489,912,000","215,000","246,392,000","-2,921,363,000","77,269,000","68,302,000","125,065,000","309,370,000","153,363,000","127,024,000","128,799,000","227,209,000","154,128,000","62,937,000","50,761,000","57,948,000","2,956,000"
TotalExpenses,"23,258,000,000","7,505,000,000","4,273,000,000","3,358,000,000","8,122,000,000","1,997,000,000","2,387,000,000","1,754,000,000","1,778,000,000","1,980,000,000","2,455,000,000","2,143,000,000","1,932,000,000","1,639,000,000","2,632,000,000","2,505,000,000","1,997,000,000","2,179,000,000","2,655,000,000","2,338,000,000","2,714,000,000","2,527,000,000","3,455,000,000","2,348,000,000","2,783,000,000","2,993,000,000","3,786,000,000","3,162,000,000","3,754,000,000","3,697,000,000","3,933,000,000","3,492,000,000","3,313,000,000","2,531,000,000","2,929,000,000","2,597,000,000","2,308,000,000","1,919,000,000","2,245,000,000","1,769,000,000","2,032,000,000","2,123,000,000","2,471,000,000","2,009,000,000","1,681,000,000","1,664,000,000","2,231,000,000","1,689,000,000","1,980,000,000","1,827,000,000","2,305,000,000","1,595,000,000","1,043,000,000","1,060,000,000","1,241,000,000","1,259,000,000","1,052,000,000","1,050,000,000","1,232,000,000","1,110,000,000","1,054,000,000","1,044,000,000","1,285,000,000","993,000,000","929,000,000","602,654,000","766,100,000","538,062,000","551,240,000","585,134,000","527,665,000","457,415,000","495,745,000","-198,359,000","906,763,000","655,127,000","579,054,000","106,718,000","3,676,734,000","666,410,000","608,808,000","554,207,000","653,932,000","569,537,000","516,142,000","559,353,000","397,589,000","367,881,000","260,090,000","165,676,000","112,460,000","63,703,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,187,000,000","-427,000,000","1,618,000,000","1,078,000,000","-82,000,000","-173,000,000","249,000,000","313,000,000","121,000,000","3,383,000,000","372,000,000","201,000,000","482,000,000","-12,000,000","-72,000,000","72,000,000","279,000,000","-1,534,000,000","171,000,000","-626,000,000","-163,000,000","-987,000,000","402,000,000","-271,000,000","82,000,000","-6,314,000,000","66,000,000","-14,000,000","-120,000,000","119,000,000","168,000,000","-97,000,000","-56,000,000","-312,000,000","124,000,000","130,000,000","-328,000,000","516,000,000","-1,000,000","251,000,000","-207,000,000","-109,000,000","-55,000,000","621,000,000","-260,000,000","-15,000,000","223,000,000","211,000,000","58,000,000","33,000,000","278,000,000","433,000,000","198,000,000","223,000,000","784,000,000","129,000,000","52,000,000","104,000,000","268,000,000","149,000,000","65,000,000","-30,000,000","422,000,000","203,000,000","26,000,000","64,397,000","-26,881,000","23,866,000","22,618,000","18,137,000","54,221,000","83,024,000","30,235,000","3,683,297,000","-284,794,000","-608,401,000","-12,632,000","-471,153,000","-2,925,314,000","-41,352,000","-26,463,000","39,332,000","141,580,000","49,114,000","35,178,000","42,004,000","88,604,000","43,581,000","8,746,000","28,187,000","27,607,000","2,341,000"
NormalizedIncome,"2,544,255,000","-398,294,117.647","1,673,352,000","1,320,392,000","-63,750,000","-133,580,000","270,170,000","313,000,000","133,600,000","3,469,030,000","480,272,000","223,770,000","105,508,000","-66,274,509.804","313,296,000","175,792,000","298,920,000","-482,000,000","229,977,000","174,582,000","-163,000,000","-112,485,008.818","224,200,000","-22,600,000","154,555,000","-3,470,000,000","226,800,000","-8,000,000","-122,604,000","135,250,000","235,200,000","-45,000,000","-32,744,000","72,150,000","141,550,000","167,700,000","-286,780,000","237,150,000","19,800,000","249,700,000","-207,631,901.84","-113,773,722.628","68,500,000","700,950,000","99,013,698.63","-14,350,000","215,852,564.103","198,798,165.138","55,400,000","43,400,000","274,869,369.369","363,226,804.124","185,650,000","243,800,000","753,400,000","-34,450,000","44,750,000","82,450,000","246,043,373.494","157,400,000","35,100,000","-61,200,000","344,166,118.421","192,897,959.184","-41,400,000","88,572,731.875","-47,757,400","-3,306,794.733","-5,413,804.915","-47,188,971.452","9,210,841.233","32,625,879.372","15,203,888.709","3,659,311,800","-283,180,000","-377,825,400","-210,901,200","123,693,600","-2,952,017,881.555","-31,990,000","-25,975,200","45,090,200","125,086,901.208","38,867,088.604","33,349,499.288","46,351,132.876","88,389,956.768","43,559,838.434","8,971,556.071","22,507,400","25,516,627.888","796,600"
InterestExpense,"485,000,000","111,000,000","122,000,000","125,000,000","127,000,000","109,000,000","99,000,000","96,000,000","98,000,000","95,000,000","99,000,000","105,000,000","114,000,000","122,000,000","121,000,000","202,000,000","167,000,000","198,000,000","221,000,000","247,000,000","269,000,000","220,000,000","280,000,000","277,000,000","284,000,000","273,000,000","291,000,000","263,000,000","301,000,000","310,000,000","280,000,000","274,000,000","255,000,000","218,000,000","228,000,000","206,000,000","196,000,000","166,000,000","163,000,000","167,000,000","165,000,000","161,000,000","164,000,000","167,000,000","173,000,000","163,000,000","168,000,000","147,000,000","153,000,000","159,000,000","178,000,000","159,000,000","138,000,000",,"186,000,000",,,,,"174,000,000",,"179,000,000",,,,"46,402,000",,"50,560,000",,,,,"102,182,000","64,046,000","42,367,000",,,,,"136,351,000",,,,,,"78,497,000",,,,,,
NetInterestIncome,"-485,000,000","-111,000,000","-122,000,000","-125,000,000","-127,000,000","-109,000,000","-99,000,000","-96,000,000","-98,000,000","-95,000,000","-99,000,000","-105,000,000","-114,000,000","-122,000,000","-121,000,000","-202,000,000","-167,000,000","-198,000,000","-221,000,000","-247,000,000","-269,000,000","-220,000,000","-280,000,000","-277,000,000","-284,000,000","-273,000,000","-291,000,000","-263,000,000","-301,000,000","-310,000,000","-280,000,000","-274,000,000","-255,000,000","-218,000,000","-228,000,000","-206,000,000","-196,000,000","-166,000,000","-163,000,000","-167,000,000","-165,000,000","-161,000,000","-164,000,000","-167,000,000","-173,000,000","-163,000,000","-168,000,000","-147,000,000","-153,000,000","-159,000,000","-178,000,000","-159,000,000","-138,000,000",,"-186,000,000",,,,,"-174,000,000",,"-179,000,000",,,,"-46,402,000",,"-50,560,000",,,,,"-102,182,000","-64,046,000","-42,367,000",,,,,"-136,351,000",,,,,,"-78,497,000",,,,,,
EBIT,"3,344,000,000","-484,000,000","2,285,000,000","1,583,000,000","-40,000,000","-29,000,000","440,000,000","510,000,000","242,000,000","215,000,000","479,000,000","293,000,000","212,000,000","-31,000,000","434,000,000","331,000,000","399,000,000","-1,467,000,000","417,000,000","350,000,000","62,000,000","-914,000,000","722,000,000","26,000,000","352,000,000","-4,700,000,000","405,000,000","237,000,000","92,000,000","478,000,000","551,000,000","68,000,000","157,000,000","-322,000,000","534,000,000","282,000,000","-280,000,000","603,000,000","58,000,000","413,000,000","-161,000,000","24,000,000","29,000,000","158,000,000","-192,000,000","154,000,000","480,000,000","474,000,000","276,000,000","306,000,000","622,000,000","741,000,000","634,000,000","593,000,000","1,449,000,000","57,000,000","250,000,000","387,000,000","554,000,000","438,000,000","256,000,000","100,000,000","715,000,000","430,000,000","215,000,000","162,518,000","-784,000","46,505,000","49,902,000","-4,261,000","78,998,000","116,259,000","125,422,000","546,419,000","-235,482,000","-119,597,000","215,000","246,392,000","-2,921,363,000","52,778,000","50,018,000","316,699,000","198,238,000","91,765,000","108,120,000","128,799,000","227,209,000","154,128,000","62,937,000","50,761,000","57,948,000","2,956,000"
EBITDA,"4,286,000,000"
ReconciledCostOfRevenue,"20,325,000,000","6,979,000,000","3,675,000,000","2,844,000,000","6,844,000,000","1,591,000,000","1,992,000,000","1,396,000,000","1,437,000,000","1,660,000,000","2,112,000,000","1,816,000,000","1,625,000,000","1,339,000,000","2,514,000,000","1,991,000,000","1,523,000,000","1,641,000,000","2,115,000,000","1,827,000,000","2,103,000,000","1,789,000,000","2,748,000,000","1,728,000,000","2,150,000,000","2,203,000,000","2,985,000,000","2,411,000,000","3,030,000,000","2,926,000,000","3,235,000,000","2,799,000,000","2,709,000,000","1,959,000,000","2,393,000,000","1,956,000,000","1,728,000,000","1,421,000,000","1,686,000,000","1,270,000,000","1,525,000,000","1,641,000,000","2,047,000,000","1,555,000,000","1,265,000,000","1,239,000,000","1,842,000,000","1,319,000,000","1,629,000,000","1,340,000,000","1,820,000,000","1,184,000,000","790,000,000",,,,,,,,,,,,,,,,,,,,,"364,547,000","399,786,000","400,408,000","394,990,000","188,433,000","520,126,000","485,828,000","474,090,000","427,202,000","525,288,000","479,282,000","423,859,000","449,202,000","319,438,000","305,908,000","214,923,000","121,689,000","79,147,000","41,124,000"
ReconciledDepreciation,"942,000,000","223,000,000","216,000,000","166,000,000","337,000,000","141,000,000","141,000,000","148,000,000","129,000,000","106,000,000","132,000,000","114,000,000","111,000,000","90,000,000","-95,000,000","287,000,000","270,000,000","310,000,000","313,000,000","270,000,000","322,000,000","416,000,000","402,000,000","337,000,000","352,000,000","415,000,000","431,000,000","419,000,000","427,000,000","452,000,000","418,000,000","404,000,000","359,000,000","318,000,000","280,000,000","408,000,000","335,000,000","295,000,000","279,000,000","283,000,000","278,000,000","280,000,000","244,000,000","275,000,000","264,000,000","249,000,000","203,000,000","218,000,000","212,000,000","306,000,000","285,000,000","271,000,000","145,000,000","92,000,000","93,000,000","108,000,000","125,000,000","72,000,000","151,000,000","179,000,000","161,000,000","123,000,000","12,000,000","-25,000,000","147,000,000","68,751,000","56,260,000","57,005,000","63,984,000","61,704,000","65,948,000","73,455,000","106,416,000","58,540,000","65,980,000","74,321,000","70,900,000","78,872,000","63,390,000","77,750,000","66,611,000","70,092,000","58,709,000","45,600,000","38,092,000","35,677,000","36,424,000","30,865,000","19,987,000","13,338,000","12,663,000","6,291,000"
