name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
NetInterestIncome,"-32,953,000","-9,529,000","-7,980,000","-7,721,000","-7,723,000","-7,910,000","-8,096,000","-7,932,000","-9,053,000","-10,116,000","-10,704,000","-10,452,000","-10,272,000","-10,017,000","-9,824,000","-11,002,000","-10,113,000","-10,314,000","-10,672,000","-10,893,000","-10,788,000","-10,854,000","-14,256,000","-11,380,000","-11,035,000","-10,602,000","-12,591,000","-10,763,000","-11,268,000","-11,804,000","-12,294,000","4,586,000","-11,689,000","-12,003,000","-12,494,000","-14,263,000","-15,675,000","-16,667,000","-16,927,000","-9,865,000","-5,655,000","-5,862,000","-5,870,000","-5,911,000","-6,001,000","-6,410,000","-6,540,000","-5,720,000","-8,492,000","-17,210,000","-17,204,000","-18,482,000","-17,966,000","-26,556,000","-27,023,000"
EBIT,"724,479,000","176,107,000","173,344,000","181,992,000","193,036,000","171,896,000","155,381,000","89,997,000","61,908,000","93,475,000","105,665,000","90,985,000","71,026,000","106,700,000","106,418,000","83,615,000","55,299,000","93,412,000","71,303,000","50,752,000","31,888,000","76,915,000","52,825,000","44,244,000","26,966,000","26,156,000","63,464,000","34,235,000","41,971,000","78,658,000","67,156,000","93,850,000","65,913,000","90,461,000","86,539,000","61,052,000","95,099,000","66,295,000","58,800,000","25,593,000","54,778,000","35,036,000","43,400,000","21,310,000","10,938,000","25,328,000","29,616,000","18,631,000","11,042,000","29,173,000","31,632,000","29,586,000","23,865,000","-501,578,000","22,503,000"
EBITDA,"816,520,000"
ReconciledCostOfRevenue,"2,334,947,000","692,822,000","595,694,000","570,069,000","476,362,000","451,134,000","415,930,000","328,729,000","295,260,000","359,287,000","375,530,000","338,589,000","300,913,000","353,492,000","355,467,000","312,575,000","251,594,000","302,310,000","293,918,000","255,059,000","215,914,000","257,647,000","229,960,000","237,796,000","183,479,000","222,264,000","224,653,000","188,314,000","205,376,000","261,905,000","218,510,000","231,315,000","219,264,000","227,568,000","220,963,000","213,174,000","243,545,000","213,692,000","182,652,000","149,706,000","181,563,000","166,804,000","148,541,000","99,006,000","74,868,000","95,354,000","91,356,000","83,772,000","77,409,000","88,423,000","77,807,000","87,449,000","91,004,000","112,581,000","107,408,000"
ReconciledDepreciation,"92,041,000","29,359,000","23,216,000","21,229,000","18,237,000","18,686,000","17,168,000","16,803,000","16,116,000","18,068,000","15,494,000","14,740,000","12,607,000","12,284,000","11,841,000","11,600,000","11,683,000","13,297,000","13,108,000","12,986,000","12,597,000","13,075,000","14,900,000","13,650,000","12,793,000","10,573,000","10,597,000","10,129,000","9,034,000","8,985,000","8,789,000","8,381,000","8,575,000","9,272,000","9,846,000","8,906,000","8,750,000","11,142,000","14,510,000","14,290,000","14,218,000","14,489,000","14,111,000","13,860,000","13,663,000","14,918,000","15,011,000","14,859,000","14,652,000","14,994,000","15,060,000","14,894,000","14,727,000","13,880,000","13,819,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"533,392,000","131,480,000","124,013,000","128,783,000","149,116,000","126,035,000","115,781,000","64,575,000","42,938,000","70,676,000","74,089,000","61,202,000","47,293,000","74,487,000","68,864,000","50,956,000","25,980,000","82,084,000","39,709,000","25,660,000","13,456,000","40,600,000","26,183,000","20,888,000","10,208,000","9,182,000","34,036,000","14,844,000","19,685,000","49,390,000","36,497,000","54,025,000","34,701,000","48,518,000","47,093,000","28,254,000","50,674,000","28,287,000","25,541,000","9,335,000","30,060,000","267,131,000","37,379,000","15,289,000","4,844,000","18,613,000","22,998,000","12,834,000","2,468,000","11,948,000","14,316,000","10,997,000","5,794,000","-515,765,000","-13,145,000"
TotalUnusualItemsExcludingGoodwill,"-20,881,000","-21,062,000","165,000","-587,000","603,000","261,000","301,000","660,000","960,000","-48,000","523,000","452,000","914,000","798,000","382,000","-991,000","335,000","-164,000","-37,000","-98,000","-180,000","-654,000","-577,000","4,000","-385,000","-41,717,000","-114,000","-3,392,000","-1,331,000","-237,000","-2,194,000","4,919,000","39,000","-1,000","-633,000","-13,472,000","-1,822,000","1,367,000","-330,000","-11,594,000","-4,734,000","25,000","-803,000","-513,000","-205,000","-1,115,000","-154,000","-223,000","-4,422,000","-149,000","1,044,000","4,800,000","10,049,000","-524,751,000","-28,000"
TotalUnusualItems,"-20,881,000","-21,062,000","165,000","-587,000","603,000","261,000","301,000","660,000","960,000","-48,000","523,000","452,000","914,000","798,000","382,000","-991,000","335,000","-164,000","-37,000","-98,000","-180,000","-654,000","-577,000","4,000","-385,000","-41,717,000","-114,000","-3,392,000","-1,331,000","-237,000","-2,194,000","4,919,000","39,000","-1,000","-633,000","-13,472,000","-1,822,000","1,367,000","-330,000","-11,594,000","-4,734,000","25,000","-803,000","-513,000","-205,000","-1,115,000","-154,000","-223,000","-4,422,000","-149,000","1,044,000","4,800,000","10,049,000","-524,751,000","-28,000"
NormalizedEBITDA,"837,401,000","226,528,000","196,395,000","203,808,000","210,670,000","190,321,000","172,248,000","106,140,000","77,064,000","111,591,000","120,636,000","105,273,000","82,719,000","118,186,000","117,877,000","96,206,000","66,647,000","106,873,000","84,448,000","63,836,000","44,665,000","90,644,000","68,302,000","57,890,000","40,144,000","78,446,000","74,175,000","47,756,000","52,336,000","87,880,000","78,139,000","97,312,000","74,449,000","99,734,000","97,018,000","83,430,000","105,671,000","76,070,000","73,640,000","51,477,000","73,730,000","49,500,000","58,314,000","35,683,000","24,806,000","41,361,000","44,781,000","33,713,000","30,116,000","44,316,000","45,648,000","39,680,000","28,543,000","37,053,000","36,350,000"
TaxRateForCalcs,"0.195","0.124","0.197","0.266","0.191","0.238","0.218","0.225","0.179","0.161","0.211","0.234","0.247","0.207","0.208","0.253","0.253","0.007","0.339","0.354","0.391","0.37","0.374","0.364","0.359","0.4","0.361","0.368","0.359","0.261","0.335","0.345","0.36","0.382","0.364","0.396","0.362","0.35","0.39","0.35","0.388","0.35","0.003","0.006","0.019","0.004","0.003","0.006","0.032","0.001","0.008","0.01","0.018","0.023","0.35"
TaxEffectOfUnusualItems,"-4,071,795","-2,606,671.901","32,505","-156,142","115,173","62,081.922","65,618","148,500","171,840","-7,729.267","110,353","105,768","225,758","164,960.003","79,456","-250,723","84,755","-1,197.959","-12,543","-34,692","-70,380","-241,716.959","-215,798","1,456","-138,215","-16,686,800","-41,139.67","-1,246,854.806","-477,829","-61,910.551","-734,439.32","1,694,751.923","14,040","-381.605","-230,408.751","-5,336,799.675","-659,564","478,450","-128,683.211","-4,057,900","-1,835,986.804","8,750","-2,697.72","-2,902.64","-3,861.657","-4,177.595","-520.541","-1,329.951","-142,197.647","-186.826","8,104.242","46,253.602","178,868.452","-12,289,769.488","-9,800"
