name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,625,000","3,571,000","3,490,000","3,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","30,090,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,898,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"646,300,000","162,744,000","164,389,000","161,392,000","157,775,000","143,983,000","134,130,000","114,435,000","139,941,000","141,135,000","153,721,000","157,409,000","147,782,000","143,273,000","149,754,000","149,819,000","138,325,000","129,633,000","126,504,000","125,133,000","120,468,000","105,316,000","110,924,000","112,976,000","102,557,000","104,775,000","108,466,000","109,909,000","101,757,000","108,126,000","110,847,000","112,088,000","113,835,000","103,873,000","97,369,000","99,559,000","94,712,000","90,799,000","87,673,000","91,231,000","89,507,000","85,384,000","74,236,000","79,629,000","77,721,000","70,677,000","65,963,000","63,811,000","59,760,000","56,267,000","49,269,000","49,985,000","41,412,000","53,827,000","34,693,000","73,808,000","68,099,000","61,518,000","63,148,000","68,865,000","61,552,000","59,031,000","54,413,000","55,613,000","48,461,000","47,311,000","46,649,000","48,132,000","40,695,000","38,323,000","39,961,000","39,814,000","31,286,000","27,961,000","28,943,000","29,557,000","23,401,000","22,451,000","26,945,000","28,267,000","22,506,000","17,142,000","18,784,000","26,241,000","29,395,000","24,219,000","30,578,000","31,756,000","29,963,000","26,400,000","27,500,000","27,000,000","23,600,000","23,200,000","27,500,000","30,500,000","28,400,000","20,600,000","28,000,000","28,900,000","26,300,000","27,500,000","23,800,000","23,800,000","23,500,000","22,200,000","20,400,000","23,100,000","20,500,000","19,200,000","18,700,000","16,400,000","14,400,000","14,000,000","12,800,000","13,000,000","10,600,000","10,500,000","11,800,000","11,300,000","9,300,000","9,900,000","9,200,000","9,500,000","9,500,000","10,800,000","9,300,000","11,100,000","9,300,000","9,600,000","9,700,000","11,700,000","55,700,000","-113,200,000","50,100,000","50,100,000","50,100,000"
NetNonOperatingInterestIncomeExpense,"-41,000,000","-9,521,000","-9,498,000","-11,205,000","-10,776,000","-10,788,000","-10,642,000","-12,439,000","-10,877,000","-11,079,000","-11,330,000","-11,011,000","-10,921,000","-11,036,000","-10,958,000","-11,140,000","-11,000,000","-10,969,000","-11,064,000","-11,304,000","-11,552,000","-12,009,000","-11,913,000","-11,205,000","-10,489,000","-10,226,000","-10,229,000","-10,584,000","-10,597,000","-10,572,000","-10,461,000","-10,405,000","-10,457,000","-10,482,000","-10,570,000","-10,597,000","-10,557,000","-10,516,000","-10,536,000","-10,536,000","-10,662,000","-8,395,000","-7,763,000","-6,720,000","-6,454,000","-4,955,000","-4,162,000","-3,599,000","-3,434,000","-3,966,000","-3,951,000","-4,440,000","-4,821,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"41,000,000","9,521,000","9,498,000","11,205,000","10,776,000","10,788,000","10,642,000","12,439,000","10,877,000","11,079,000","11,330,000","11,011,000","10,921,000","11,036,000","10,958,000","11,140,000","11,000,000","10,969,000","11,064,000","11,304,000","11,552,000","12,009,000","11,913,000","11,205,000","10,489,000","10,226,000","10,229,000","10,584,000","10,597,000","10,572,000","10,461,000","10,405,000","10,457,000","10,482,000","10,570,000","10,597,000","10,557,000","10,516,000","10,536,000","10,536,000","10,662,000","8,395,000","7,763,000","6,720,000","6,454,000","4,955,000","4,162,000","3,599,000","3,434,000","3,966,000","3,951,000","4,440,000","4,821,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-25,500,000","25,000","-3,834,000","-20,311,000","-1,380,000","-3,324,000","-2,213,000","-10,301,000","-1,565,000","-8,020,000","-13,175,000","-1,748,000","140,000","-3,412,000","-5,555,000","-1,938,000","2,807,000","4,938,000","-1,653,000","-372,000","-4,489,000","-20,560,000","297,000","1,874,000","744,000","-5,862,000","14,040,000","-827,000","1,723,000","-12,212,000","944,000","-137,000","844,000","-696,000","-188,000","-573,000","1,279,000","-216,171,000","-6,953,000","-2,351,000","-4,821,000","-9,825,000","-3,372,000","347,000","-907,000","-5,157,000","-4,625,000","-792,000","-1,613,000","-3,481,000","-1,370,000","-3,635,000","-2,442,000","-11,481,000","-32,643,000","987,000","175,000","1,903,000","437,000","521,000","573,000","270,000","501,000","255,000","66,000","48,000","141,000","245,000","130,000","-135,000","-384,000","-235,000","11,000","533,000","5,000","341,000","20,000","248,000","-398,000","27,000","203,000","-5,263,000","24,000","179,000","-5,435,000","1,346,000","-172,000","356,000","-499,000","300,000","100,000","100,000","100,000",,,"-100,000","100,000","-200,000","-400,000",,"-100,000",,,"-100,000",,"500,000","200,000",,,,,,,,"-100,000","-200,000",,,"200,000","-100,000",,"200,000","-100,000","100,000","200,000","700,000","200,000",,"100,000","200,000","400,000","300,000",,,,,
	SpecialIncomeCharges,"-9,300,000","-732,000","-3,204,000","-3,136,000","-2,228,000","-5,018,000","-2,917,000","-3,841,000",,"-6,962,000","-11,956,000","-2,126,000","0","-3,832,000","-4,621,000","-1,988,000","-1,642,000","5,615,000","0","0","-4,797,000","-23,905,000","-2,067,000",,,"-6,516,000","13,347,000",,,,,,,"0","0","0","0","-216,407,000","-6,953,000","-2,351,000","-4,821,000","-9,825,000","-3,372,000","347,000","-907,000","-5,157,000","-4,625,000","-792,000","-1,613,000","-3,481,000","-1,370,000","-3,635,000","-2,442,000","-11,481,000","-32,643,000","987,000","175,000","1,903,000","437,000","521,000","573,000","270,000","501,000","255,000","66,000","48,000","141,000","245,000","130,000","-135,000","-384,000","-235,000","11,000","533,000","5,000","341,000","20,000","248,000","-398,000","27,000","203,000","-5,263,000","24,000","179,000","-5,435,000","1,346,000","-172,000","356,000","-499,000","300,000","100,000","100,000","100,000",,,"-100,000","100,000","-200,000","-400,000",,"-100,000",,,"-100,000",,"500,000","200,000",,,,,,,,"-100,000","-200,000",,,"200,000","-100,000",,"200,000","-100,000","100,000","200,000","700,000","200,000",,"100,000","200,000","400,000","300,000",,,,,
		RestructuringAndMergernAcquisition,"8,500,000","747,000","2,615,000","3,046,000","2,228,000","1,931,000","2,917,000","3,841,000",,"6,962,000","11,956,000","2,126,000","0","3,832,000","4,621,000","1,988,000","1,642,000","3,658,000","0","0","4,797,000","3,674,000","0",,,"6,516,000","4,723,000",,,,,,,"0","0","0","0","17,869,000","7,085,000","2,581,000","4,938,000","9,383,000","2,931,000","0","0","4,673,000","3,524,000","1,031,000","1,867,000","3,826,000","2,752,000","3,250,000","2,251,000","12,719,000","5,276,000",,,,,,,,,,,,,,,,,,,,,,,"-310,000",,"107,000",,"5,565,000",,,"5,661,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"800,000","-15,000","589,000","90,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"198,519,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-132,000","-230,000","-117,000","442,000","441,000","-347,000","907,000","484,000","1,101,000","-239,000","-254,000","-345,000","-1,382,000","385,000","191,000","-1,238,000","27,367,000",,,,,,,,,,,,,,,,,,,,,,,"62,000",,"-134,000",,"-302,000",,,"-226,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,"0",,,,"9,273,000","0",,,"-20,231,000","-2,067,000",,,"0","18,070,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-16,200,000","757,000","-630,000","-17,175,000","848,000","1,694,000","704,000","-6,460,000","-1,565,000","-1,058,000","-1,219,000","378,000","140,000","420,000","-934,000","50,000","4,449,000","-677,000","-1,653,000","-372,000","308,000","3,345,000","2,364,000","1,874,000","744,000","654,000","693,000","-827,000","1,723,000","1,460,000","944,000","-137,000","844,000","-696,000","-188,000","-573,000","1,279,000","217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"579,800,000","153,248,000","151,057,000","129,876,000","145,619,000","129,871,000","121,275,000","91,695,000","127,499,000","122,036,000","129,216,000","144,650,000","137,001,000","128,825,000","133,241,000","136,741,000","130,132,000","123,602,000","113,787,000","113,457,000","104,427,000","72,747,000","99,308,000","103,645,000","92,812,000","88,687,000","112,277,000","98,498,000","92,883,000","85,342,000","101,330,000","101,546,000","104,222,000","92,695,000","86,611,000","88,389,000","85,434,000","-135,888,000","70,184,000","77,884,000","74,024,000","67,164,000","63,101,000","73,256,000","70,360,000","60,565,000","57,176,000","59,420,000","54,713,000","48,820,000","43,948,000","41,910,000","34,149,000","37,113,000","28,279,000","70,703,000","62,608,000","58,042,000","58,048,000","63,328,000","55,746,000","53,316,000","51,548,000","51,794,000","45,573,000","44,169,000","43,242,000","44,571,000","36,946,000","34,335,000","35,721,000","35,960,000","27,861,000","25,124,000","25,596,000","26,268,000","19,682,000","18,870,000","22,596,000","24,390,000","18,039,000","6,948,000","13,602,000","21,222,000","11,659,000","21,552,000","26,122,000","28,052,000","25,300,000","22,300,000","22,900,000","22,800,000","19,200,000","18,800,000","22,100,000","24,400,000","22,400,000","16,400,000","23,000,000","24,000,000","21,100,000","21,600,000","18,500,000","19,600,000","19,200,000","18,400,000","16,500,000","19,200,000","16,900,000","14,600,000","13,900,000","12,700,000","11,300,000","10,900,000","10,100,000","9,900,000","7,500,000","7,300,000","8,800,000","7,900,000","6,700,000","7,100,000","6,000,000","6,400,000","6,300,000","7,800,000","5,600,000","7,200,000","5,300,000","5,500,000","5,800,000","7,400,000",,,,,
