name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"2,764,800,000","714,798,000","712,019,000","685,947,000","652,036,000","614,822,000","581,113,000","561,249,000","594,462,000","605,997,000","624,246,000","642,099,000","622,231,000","614,094,000","622,888,000","634,360,000","612,324,000","585,904,000","574,490,000","573,366,000","553,552,000","530,419,000","530,356,000","549,696,000","502,572,000","499,798,000","503,791,000","514,881,000","502,198,000","523,899,000","533,179,000","546,693,000","543,996,000","520,620,000","490,617,000","518,445,000","494,448,000","490,838,000","479,859,000","494,144,000","489,417,000","480,683,000","476,881,000","453,798,000","427,089,000","405,218,000","373,731,000","378,526,000","355,598,000","343,344,000","323,249,000","336,455,000","326,613,000","355,306,000","365,193,000","397,310,000","371,662,000","345,997,000","334,884,000","344,482,000","333,268,000","302,131,000","289,848,000","297,169,000","275,071,000","261,529,000","257,930,000","271,758,000","252,058,000","242,550,000","237,557,000","233,590,000","214,600,000","197,961,000","197,314,000","207,147,000","195,498,000","187,543,000","189,105,000","190,430,000","174,936,000","168,793,000","178,137,000","192,622,000","187,395,000","166,138,000","176,218,000","185,258,000","176,662,000","167,100,000","169,900,000","161,500,000","156,500,000","152,100,000","159,400,000","169,500,000","159,100,000","75,200,000","160,000,000","165,200,000","151,800,000","156,700,000","140,900,000","131,200,000","133,900,000","126,700,000","116,800,000","127,200,000","116,600,000","113,100,000","107,000,000","93,600,000","85,900,000","79,300,000","77,700,000","78,100,000","73,600,000","74,900,000","72,300,000","69,600,000","60,400,000","57,200,000","56,200,000","57,700,000","57,100,000","57,900,000","55,200,000","60,100,000","55,200,000","53,900,000","54,300,000","57,100,000","55,700,000","50,100,000","50,100,000","50,100,000","50,100,000"
	OperatingRevenue,"2,764,800,000","714,798,000","712,019,000","685,947,000","652,036,000","614,822,000","581,113,000","561,249,000","594,462,000","605,997,000","624,246,000","642,099,000","622,231,000","614,094,000","622,888,000","634,360,000","612,324,000","585,904,000","574,490,000","573,366,000","553,552,000","530,419,000","530,356,000","549,696,000","502,572,000","499,798,000","503,791,000","514,881,000","502,198,000","523,899,000","533,179,000","546,693,000","543,996,000","520,620,000","490,617,000","518,445,000","494,448,000","490,838,000","479,859,000","494,144,000","489,417,000","480,683,000","476,881,000","453,798,000","427,089,000","405,218,000","373,731,000","378,526,000","355,598,000","343,344,000","323,249,000","336,455,000","326,613,000","355,306,000","365,193,000","397,310,000","371,662,000","345,997,000","334,884,000","344,482,000","333,268,000","302,131,000","289,848,000","297,169,000","275,071,000","261,529,000","257,930,000","271,758,000","252,058,000","242,550,000","237,557,000","233,590,000","214,600,000","197,961,000","197,314,000","207,147,000","195,498,000","187,543,000","189,105,000","190,430,000","174,936,000","168,793,000","178,137,000","192,622,000","187,395,000","166,138,000","176,218,000","185,258,000","176,662,000","167,100,000","169,900,000","161,500,000","156,500,000","152,100,000","159,400,000","169,500,000","159,100,000","75,200,000","160,000,000","165,200,000","151,800,000","156,700,000","140,900,000","131,200,000","133,900,000","126,700,000","116,800,000","127,200,000","116,600,000","113,100,000","107,000,000","93,600,000","85,900,000","79,300,000","77,700,000","78,100,000","73,600,000","74,900,000","72,300,000","69,600,000","60,400,000","57,200,000","56,200,000","57,700,000","57,100,000","57,900,000","55,200,000","60,100,000","55,200,000","53,900,000","54,300,000","57,100,000","55,700,000","50,100,000","50,100,000","50,100,000","50,100,000"
CostOfRevenue,"1,540,300,000","400,562,000","400,450,000","379,875,000","359,413,000","345,654,000","329,613,000","326,449,000","322,506,000","339,112,000","342,268,000","349,762,000","338,397,000","340,451,000","342,655,000","346,993,000","335,672,000","325,022,000","316,560,000","316,441,000","302,611,000","297,934,000","299,467,000","305,638,000","279,237,000","276,399,000","280,531,000","283,266,000","276,157,000","294,782,000","298,533,000","305,561,000","299,576,000","293,611,000","279,108,000","295,596,000","282,451,000","287,980,000","285,019,000","291,031,000","286,528,000","287,081,000","295,349,000","268,959,000","248,389,000","243,230,000","219,598,000","223,705,000","208,057,000","204,311,000","194,191,000","205,354,000","203,419,000","216,169,000","218,796,000","234,102,000","216,495,000","202,411,000","197,219,000","196,948,000","193,604,000","176,543,000","171,083,000","174,156,000","161,961,000","155,335,000","153,886,000","160,109,000","150,101,000","146,397,000","142,568,000","139,667,000","128,870,000","121,245,000","121,136,000","125,024,000","121,195,000","117,282,000","117,491,000","116,292,000","109,511,000","109,213,000","113,480,000","121,914,000","111,720,000","96,096,000","99,575,000","105,760,000","99,986,000","97,000,000","97,800,000","91,100,000","89,300,000","88,300,000","99,700,000","96,100,000","89,200,000","37,700,000","92,100,000","95,200,000","88,000,000","93,300,000","82,000,000","76,000,000","78,100,000","74,900,000","68,500,000","74,900,000","68,200,000","67,100,000","62,700,000","55,100,000","49,300,000","45,800,000","44,900,000","44,800,000","42,700,000","41,400,000","42,300,000","40,900,000","36,000,000","36,200,000","33,700,000","34,100,000","34,000,000","35,900,000","33,600,000","35,600,000","33,500,000","34,000,000","32,200,000","33,100,000",,,,,
GrossProfit,"1,224,500,000","314,236,000","311,569,000","306,072,000","292,623,000","269,168,000","251,500,000","234,800,000","271,956,000","266,885,000","281,978,000","292,337,000","283,834,000","273,643,000","280,233,000","287,367,000","276,652,000","260,882,000","257,930,000","256,925,000","250,941,000","232,485,000","230,889,000","244,058,000","223,335,000","223,399,000","223,260,000","231,615,000","226,041,000","229,117,000","234,646,000","241,132,000","244,420,000","227,009,000","211,509,000","222,849,000","211,997,000","202,858,000","194,840,000","203,113,000","202,889,000","193,602,000","181,532,000","184,839,000","178,700,000","161,988,000","154,133,000","154,821,000","147,541,000","139,033,000","129,058,000","131,101,000","123,194,000","139,137,000","146,397,000","163,208,000","155,167,000","143,586,000","137,665,000","147,534,000","139,664,000","125,588,000","118,765,000","123,013,000","113,110,000","106,194,000","104,044,000","111,649,000","101,957,000","96,153,000","94,989,000","93,923,000","85,730,000","76,716,000","76,178,000","82,123,000","74,303,000","70,261,000","71,614,000","74,138,000","65,425,000","59,580,000","64,657,000","70,708,000","75,675,000","70,042,000","76,643,000","79,498,000","76,676,000","70,100,000","72,100,000","70,400,000","67,200,000","63,800,000","59,700,000","73,400,000","69,900,000","37,500,000","67,900,000","70,000,000","63,800,000","63,400,000","58,900,000","55,200,000","55,800,000","51,800,000","48,300,000","52,300,000","48,400,000","46,000,000","44,300,000","38,500,000","36,600,000","33,500,000","32,800,000","33,300,000","30,900,000","33,500,000","30,000,000","28,700,000","24,400,000","21,000,000","22,500,000","23,600,000","23,100,000","22,000,000","21,600,000","24,500,000","21,700,000","19,900,000","22,100,000","24,000,000",,,,,
OperatingExpense,"578,200,000","151,492,000","147,180,000","144,680,000","134,848,000","125,185,000","117,370,000","120,365,000","132,015,000","125,750,000","128,257,000","134,928,000","136,052,000","130,370,000","130,479,000","137,548,000","138,327,000","131,249,000","131,426,000","131,792,000","130,473,000","127,169,000","119,965,000","131,082,000","120,778,000","118,624,000","114,794,000","121,706,000","124,284,000","120,991,000","123,799,000","129,044,000","130,585,000","123,136,000","114,140,000","123,290,000","117,285,000","112,059,000","107,167,000","111,882,000","113,382,000","108,218,000","107,296,000","105,210,000","100,979,000","91,311,000","88,170,000","91,010,000","87,781,000","82,766,000","79,789,000","81,116,000","81,782,000","85,310,000","111,704,000","89,400,000","87,068,000","82,068,000","74,517,000","78,669,000","78,112,000","66,557,000","64,352,000","67,400,000","64,649,000","58,883,000","57,395,000","63,517,000","61,262,000","57,830,000","55,028,000","54,109,000","54,444,000","48,755,000","47,235,000","52,566,000","50,902,000","47,810,000","44,669,000","45,871,000","42,919,000","42,438,000","45,873,000","44,467,000","46,280,000","45,823,000","46,065,000","47,742,000","46,713,000","43,700,000","44,600,000","43,400,000","43,600,000","40,600,000","32,200,000","42,900,000","41,500,000","16,900,000","39,900,000","41,100,000","37,500,000","35,900,000","35,100,000","31,400,000","32,300,000","29,600,000","27,900,000","29,200,000","27,900,000","26,800,000","25,600,000","22,100,000","22,200,000","19,500,000","20,000,000","20,300,000","20,300,000","23,000,000","18,200,000","17,400,000","15,100,000","11,100,000","13,300,000","14,100,000","13,600,000","11,200,000","12,300,000","13,400,000","12,400,000","10,300,000","12,400,000","12,300,000",,,,,
	SellingGeneralAndAdministration,"578,200,000","151,492,000","147,180,000","144,680,000","134,848,000","125,185,000","117,370,000","120,365,000","132,015,000","125,750,000","128,257,000","134,928,000","136,052,000","130,370,000","130,479,000","137,548,000","138,327,000","131,249,000","131,426,000","131,792,000","130,473,000","127,169,000","119,965,000","131,082,000","120,778,000","118,624,000","114,794,000","121,706,000","124,284,000","120,991,000","123,799,000","129,044,000","130,585,000","123,136,000","114,140,000","123,290,000","117,285,000","112,059,000","107,167,000","111,882,000","113,382,000","108,218,000","107,296,000","105,210,000","100,979,000","91,311,000","88,170,000","91,010,000","87,781,000","82,766,000","79,789,000","81,116,000","81,782,000","85,310,000","81,614,000","89,400,000","87,068,000","82,068,000","74,517,000","78,669,000","78,112,000","66,557,000","64,352,000","67,400,000","64,649,000","58,883,000","57,395,000","63,517,000","61,262,000","57,830,000","55,028,000","54,109,000","54,444,000","48,755,000","47,235,000","52,566,000","50,902,000","47,810,000","44,669,000","45,871,000","42,919,000","38,813,000","42,302,000","40,977,000","42,801,000","37,097,000","36,593,000","38,257,000","37,692,000","35,100,000","35,400,000","35,000,000","35,000,000","32,700,000","32,200,000","34,200,000","33,400,000","12,900,000","32,900,000","34,000,000","30,700,000","29,600,000","28,800,000","26,100,000","27,000,000","25,500,000","23,400,000","25,000,000","23,600,000","23,200,000","22,000,000","19,800,000","19,000,000","16,800,000","16,900,000","17,200,000","17,200,000","17,900,000","16,100,000","15,500,000","13,600,000","11,400,000","11,400,000","12,300,000","11,900,000","11,500,000","10,600,000","11,700,000","10,700,000","10,800,000","10,800,000","10,700,000",,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,625,000","3,571,000","3,490,000","10,377,000","8,726,000","9,472,000","9,485,000","9,021,000","8,600,000","9,200,000","8,400,000","8,600,000","7,900,000",,"8,700,000","8,100,000","4,000,000","7,000,000","7,100,000","6,800,000","6,300,000","6,300,000","5,300,000","5,300,000","4,100,000","4,500,000","4,200,000","4,300,000","3,600,000","3,600,000","2,300,000","3,200,000","2,700,000","3,100,000","3,100,000","3,100,000","5,100,000","2,100,000","1,900,000","1,500,000","-300,000","1,900,000","1,800,000","1,700,000","-300,000","1,700,000","1,700,000","1,700,000","-500,000","1,600,000","1,600,000",,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,625,000","3,571,000","3,490,000","10,377,000","8,726,000","9,472,000","9,485,000","9,021,000","8,600,000","9,200,000","8,400,000","8,600,000","7,900,000",,"8,700,000","8,100,000","4,000,000","7,000,000","7,100,000","6,800,000","6,300,000","6,300,000","5,300,000","5,300,000","4,100,000","4,500,000","4,200,000","4,300,000","3,600,000","3,600,000","2,300,000","3,200,000","2,700,000","3,100,000","3,100,000","3,100,000","5,100,000","2,100,000","1,900,000","1,500,000","-300,000","1,900,000","1,800,000","1,700,000","-300,000","1,700,000","1,700,000","1,700,000","-500,000","1,600,000","1,600,000",,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,898,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,625,000","3,571,000","3,490,000","3,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
